actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
17,PT10M29.00S,2022-03-06T20:47:29.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,3,6,2022-03-06T20:47:29Z,170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2022-03-06T20:47:49.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,93.64323258869908,50.0,1610612749,5,6,2022-03-06T20:47:54Z,180000,0.0,7.0,1,right,G. Antetokounmpo driving DUNK (2 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,0.73,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,
20,PT10M03.00S,2022-03-06T20:48:07.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,34.510512483574246,25.735294117647058,1610612756,5,9,2022-03-06T20:48:12Z,200000,121.0,272.0,1,left,C. Payne 29' 3PT  (3 PTS) (J. Crowder 2 AST),"[1626166, 203109]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,29.77,Made,,,,,,,3.0,J. Crowder,203109.0,2.0,,,,,,,,,
22,PT09M49.00S,2022-03-06T20:48:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.72339027595268,50.49019607843137,1610612749,7,9,2022-03-06T20:48:25Z,220000,2.0,16.0,1,right,G. Antetokounmpo cutting Layup (4 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.61,Made,,,,,,,4.0,K. Middleton,203114.0,1.0,,,,,,,,,
24,PT09M35.00S,2022-03-06T20:48:41.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,31.61957950065703,62.745098039215684,1610612756,7,9,2022-03-06T20:48:45Z,240000,-64.0,245.0,1,left,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M32.00S,2022-03-06T20:48:44.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,9,2022-03-06T20:48:45Z,250000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT09M20.00S,2022-03-06T20:48:56.0Z,1,REGULAR,3pt,Jump Shot,[],1626171,69.72733245729303,75.24509803921569,1610612749,10,9,2022-03-06T20:49:00Z,260000,126.0,232.0,1,right,B. Portis 26' 3PT  (3 PTS) (G. Allen 1 AST),"[1626171, 1628960]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.42,Made,,,,,,,3.0,G. Allen,1628960.0,1.0,,,,,,,,,
28,PT09M10.00S,2022-03-06T20:49:06.3Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,10,9,2022-03-06T20:49:14Z,280000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 201950]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,1.0,,,,,Holiday,201950.0,,,,,,,
29,PT09M10.00S,2022-03-06T20:49:06.3Z,1,REGULAR,steal,,[],201950,,,1610612749,10,9,2022-03-06T20:49:08Z,290000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M06.00S,2022-03-06T20:49:16.1Z,1,REGULAR,foul,personal,[],1629013,,,1610612749,10,9,2022-03-06T20:49:23Z,300000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 201950]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Holiday,201950.0,,,
32,PT08M57.00S,2022-03-06T20:49:38.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203114,74.06373193166885,87.00980392156863,1610612749,10,9,2022-03-06T20:49:43Z,320000,185.0,191.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-03-06T20:49:43.0Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,10,9,2022-03-06T20:49:43Z,330000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT08M42.00S,2022-03-06T20:49:52.3Z,1,REGULAR,2pt,Jump Shot,[],1629028,21.107095926412615,28.676470588235293,1610612756,10,9,2022-03-06T20:49:56Z,340000,107.0,146.0,1,left,MISS D. Ayton 18' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,18.07,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M40.00S,2022-03-06T20:49:54.3Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,10,9,2022-03-06T20:49:56Z,350000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M27.00S,2022-03-06T20:50:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612749,10,9,2022-03-06T20:50:41Z,360000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628969, 203507]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,2530.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
40,PT08M27.00S,2022-03-06T20:50:49.0Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,10,9,2022-03-06T20:50:49Z,380000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M27.00S,2022-03-06T20:50:49.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,10,9,2022-03-06T20:50:49Z,390000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
42,PT08M27.00S,2022-03-06T20:51:13.5Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,11,9,2022-03-06T20:51:13Z,400000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
43,PT08M17.00S,2022-03-06T20:51:27.6Z,1,REGULAR,2pt,Jump Shot,[],1629013,21.681997371879106,16.44454656862745,1610612756,11,11,2022-03-06T20:54:34Z,410000,168.0,151.0,1,left,L. Shamet 22' Jump Shot (2 PTS) (J. Crowder 3 AST),"[1629013, 203109]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,22.59,Made,,,,,,,2.0,J. Crowder,203109.0,3.0,,,,,,,,,
73,PT08M17.00S,2022-03-06T20:51:33.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,11,11,2022-03-06T20:57:57Z,425000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,,
45,PT08M04.00S,2022-03-06T20:51:40.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.19776609724047,51.9607843137255,1610612749,13,11,2022-03-06T20:51:44Z,430000,10.0,21.0,1,right,G. Antetokounmpo alley-oop DUNK (7 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,2.3,Made,,,,,,,7.0,G. Allen,1628960.0,2.0,,,,,,,,,
47,PT07M57.00S,2022-03-06T20:51:47.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,33.590670170827856,62.745098039215684,1610612756,13,11,2022-03-06T20:51:56Z,450000,-64.0,263.0,1,left,MISS C. Payne 27' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2022-03-06T20:51:50.9Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,13,11,2022-03-06T20:51:56Z,460000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-03-06T20:51:56.5Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,13,11,2022-03-06T20:52:05Z,470000,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (1 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,,,,,,,2530.0,1.0,,,,,,,,,,,,,
52,PT07M39.00S,2022-03-06T20:52:15.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203109,11.645860709592641,66.91176470588235,1610612756,13,13,2022-03-06T20:52:38Z,480000,-85.0,57.0,1,left,J. Crowder 10' driving floating Jump Shot (5 PTS),[203109],1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,10.2,Made,,,,,,,5.0,,,,,,,,,,,,
53,PT07M39.00S,2022-03-06T20:52:19.5Z,1,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612756,13,13,2022-03-06T20:52:38Z,490000,,,0,,B. Portis shooting personal FOUL (1 PF) (Crowder 1 FT),"[1626171, 203109]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,2882.0,,,,,,,,1.0,0.0,Crowder,203109.0,,,
55,PT07M39.00S,2022-03-06T20:52:39.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203109,,,1610612756,13,14,2022-03-06T20:52:39Z,510000,,,0,,J. Crowder Free Throw 1 of 1 (6 PTS),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
56,PT07M24.00S,2022-03-06T20:52:53.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,92.32917214191852,96.81372549019608,1610612749,13,14,2022-03-06T20:53:00Z,520000,234.0,20.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M20.00S,2022-03-06T20:52:57.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,13,14,2022-03-06T20:53:00Z,530000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
58,PT07M02.00S,2022-03-06T20:53:15.1Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612756,13,14,2022-03-06T20:53:20Z,540000,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 203507]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,1.0,,,,,Antetokounmpo,203507.0,,,,,,,
59,PT07M02.00S,2022-03-06T20:53:15.1Z,1,REGULAR,steal,,[],203507,,,1610612749,13,14,2022-03-06T20:53:18Z,550000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2022-03-06T20:53:18.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,93.77463863337714,50.0,1610612749,15,14,2022-03-06T20:53:24Z,560000,0.0,6.0,1,right,G. Antetokounmpo running DUNK (9 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,0.6,Made,,,,,,,9.0,,,,,,,,,,,,
61,PT07M01.00S,2022-03-06T20:53:31.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,14,2022-03-06T20:53:31Z,570000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M01.00S,2022-03-06T20:56:13.1Z,1,REGULAR,substitution,out,[],201950,,,1610612756,15,14,2022-03-06T20:56:35Z,580000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M01.00S,2022-03-06T20:56:13.1Z,1,REGULAR,substitution,in,[],1628975,,,1610612756,15,14,2022-03-06T20:56:35Z,590000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2022-03-06T20:57:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629013,32.276609724047304,31.127450980392158,1610612756,15,14,2022-03-06T20:57:09Z,600000,94.0,251.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2022-03-06T20:57:06.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,15,14,2022-03-06T20:57:09Z,610000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
66,PT06M27.00S,2022-03-06T20:57:22.1Z,1,REGULAR,turnover,bad pass,[],1628975,,,1610612749,15,14,2022-03-06T20:57:30Z,620000,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 1629013]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,1.0,,,,,Shamet,1629013.0,,,,,,,
67,PT06M27.00S,2022-03-06T20:57:22.1Z,1,REGULAR,steal,,[],1629013,,,1610612756,15,14,2022-03-06T20:57:24Z,630000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M21.00S,2022-03-06T20:57:36.1Z,1,REGULAR,foul,personal,[],1628960,,,1610612756,15,14,2022-03-06T20:57:46Z,670000,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 1628969]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,2530.0,,,,,,,,1.0,0.0,Bridges,1628969.0,,,
74,PT06M21.00S,2022-03-06T20:57:46.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612756,15,14,2022-03-06T20:57:59Z,690000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M21.00S,2022-03-06T20:57:46.0Z,1,REGULAR,substitution,out,[],1629013,,,1610612756,15,14,2022-03-06T20:57:59Z,700000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M21.00S,2022-03-06T20:57:46.0Z,1,REGULAR,substitution,in,[],201586,,,1610612756,15,14,2022-03-06T20:57:59Z,710000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M21.00S,2022-03-06T20:57:46.0Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,15,14,2022-03-06T20:57:59Z,720000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2022-03-06T20:58:05.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,21.895532194480946,60.5392156862745,1610612756,15,14,2022-03-06T20:59:00Z,730000,-53.0,153.0,1,left,MISS D. Ayton 16' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,16.21,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2022-03-06T20:58:08.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,15,14,2022-03-06T20:58:10Z,740000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
80,PT06M01.00S,2022-03-06T20:58:15.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,68.54467805519053,63.970588235294116,1610612749,15,14,2022-03-06T20:58:21Z,750000,70.0,243.0,1,right,MISS K. Middleton 25' running 3PT,[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M58.00S,2022-03-06T20:58:18.7Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,15,14,2022-03-06T20:58:21Z,760000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT05M51.00S,2022-03-06T20:58:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.652431011826544,49.50980392156863,1610612756,15,16,2022-03-06T20:58:31Z,770000,2.0,10.0,1,left,C. Payne driving finger roll Layup (5 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,1.03,Made,,,,,,,5.0,,,,,,,,,,,,
83,PT05M36.00S,2022-03-06T20:58:48.0Z,1,REGULAR,foul,technical,['1freethrow'],1629028,,,1610612749,15,16,2022-03-06T20:59:00Z,780000,,,0,,D. Ayton defensive-3-second technical FOUL (1 Tech),[1629028],1610612756.0,PHX,defensive-3-second,,,Ayton,D. Ayton,,,,,,,,,,,2530.0,,,,,,,,0.0,1.0,,,,,
84,PT05M36.00S,2022-03-06T20:59:03.6Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,16,16,2022-03-06T20:59:03Z,790000,,,0,,K. Middleton technical Free Throw 1 of 1 (1 PTS),[203114],1610612749.0,MIL,technical,,,Middleton,K. Middleton,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
85,PT05M36.00S,2022-03-06T20:59:05.1Z,1,REGULAR,substitution,out,[],1626166,,,1610612749,16,16,2022-03-06T20:59:11Z,800000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M36.00S,2022-03-06T20:59:05.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612749,16,16,2022-03-06T20:59:11Z,810000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M26.00S,2022-03-06T20:59:27.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203114,91.14651773981603,50.49019607843137,1610612749,16,16,2022-03-06T20:59:36Z,820000,2.0,31.0,1,right,MISS K. Middleton driving reverse DUNK,[203114],1610612749.0,MIL,driving reverse,,,Middleton,K. Middleton,,,,,3.08,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M25.00S,2022-03-06T20:59:28.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,16,16,2022-03-06T21:06:33Z,830000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
91,PT05M25.00S,2022-03-06T20:59:35.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,16,16,2022-03-06T20:59:35Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2022-03-06T20:59:49.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,19.004599211563733,44.11764705882353,1610612756,16,18,2022-03-06T21:00:00Z,870000,29.0,126.0,1,left,D. Ayton 12' Hook (5 PTS) (A. Holiday 1 AST),"[1629028, 1628988]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,12.95,Made,,,,,,,5.0,A. Holiday,1628988.0,1.0,,,,,,,,,
94,PT04M57.00S,2022-03-06T21:00:04.1Z,1,REGULAR,3pt,Jump Shot,[],201586,70.12155059132719,21.568627450980394,1610612749,19,18,2022-03-06T21:00:09Z,890000,-142.0,228.0,1,right,S. Ibaka 26' 3PT  (3 PTS) (K. Middleton 2 AST),"[201586, 203114]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,26.9,Made,,,,,,,3.0,K. Middleton,203114.0,2.0,,,,,,,,,
96,PT04M36.00S,2022-03-06T21:00:25.7Z,1,REGULAR,2pt,Jump Shot,[],1629028,22.683968462549277,47.549019607843135,1610612756,19,20,2022-03-06T21:00:35Z,910000,12.0,161.0,1,left,D. Ayton 16' turnaround Jump Shot (7 PTS) (J. Crowder 4 AST),"[1629028, 203109]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,16.12,Made,,,,,,,7.0,J. Crowder,203109.0,4.0,,,,,,,,,
98,PT04M15.00S,2022-03-06T21:00:45.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201586,90.75229960578186,41.911764705882355,1610612749,19,20,2022-03-06T21:00:50Z,930000,-40.0,34.0,1,right,MISS S. Ibaka turnaround Hook,[201586],1610612749.0,MIL,turnaround,,,Ibaka,S. Ibaka,,,,,5.31,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2022-03-06T21:00:48.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,19,20,2022-03-06T21:00:50Z,940000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
100,PT04M05.00S,2022-03-06T21:01:00.5Z,1,REGULAR,foul,personal,[],1628960,,,1610612756,19,20,2022-03-06T21:01:06Z,950000,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1629028]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,2530.0,,,,,,,,2.0,0.0,Ayton,1629028.0,,,
