actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
22,PT10M41.00S,2022-02-16T01:13:26.7Z,1,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,6,6,2022-02-16T01:13:26Z,220000,,,0,,O. Brissett Free Throw 2 of 2 (1 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
23,PT10M22.00S,2022-02-16T01:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],203114,32.670827858081466,64.95098039215686,1610612749,6,6,2022-02-16T01:13:50Z,230000,-75.0,255.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M19.00S,2022-02-16T01:13:48.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,6,6,2022-02-16T01:13:50Z,240000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
25,PT10M11.00S,2022-02-16T01:13:56.9Z,1,REGULAR,2pt,Jump Shot,[],1627741,95.6143232588699,26.225490196078432,1610612754,6,8,2022-02-16T01:14:02Z,250000,-119.0,-11.0,1,right,B. Hield 11' pullup Jump Shot (2 PTS) (J. Smith 1 AST),"[1627741, 1630188]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,11.94,Made,2.0,J. Smith,1630188.0,1.0,,,,,,,,,,,,,,,
27,PT09M48.00S,2022-02-16T01:14:19.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,24.655059132720105,62.99019607843137,1610612749,8,8,2022-02-16T01:14:24Z,270000,-65.0,179.0,1,left,B. Portis 19' turnaround Jump Shot (2 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,19.07,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
29,PT09M37.00S,2022-02-16T01:14:30.9Z,1,REGULAR,2pt,Jump Shot,[],1630188,94.43166885676742,81.12745098039215,1610612754,8,8,2022-02-16T01:14:39Z,290000,156.0,0.0,1,right,MISS J. Smith 15' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,15.56,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2022-02-16T01:14:34.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,8,8,2022-02-16T01:14:39Z,310000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
32,PT09M32.00S,2022-02-16T01:14:36.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,6.258212877792378,47.549019607843135,1610612749,10,8,2022-02-16T01:14:43Z,320000,12.0,6.0,1,left,G. Antetokounmpo running DUNK (4 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,1.38,Made,4.0,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2022-02-16T01:14:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,86.67871222076215,54.166666666666664,1610612754,10,8,2022-02-16T01:17:42Z,330000,21.0,73.0,1,right,MISS J. Smith 7' floating Shot,[1630188],1610612754.0,IND,floating,,,Smith,J. Smith,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M10.00S,2022-02-16T01:14:58.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,8,2022-02-16T01:14:59Z,340000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,
35,PT09M07.00S,2022-02-16T01:15:02.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626171,7.703679369250986,40.68627450980392,1610612749,12,8,2022-02-16T01:19:23Z,350000,47.0,20.0,1,left,B. Portis driving bank Jump Shot (4 PTS),[1626171],1610612749.0,MIL,driving bank,,,Portis,B. Portis,,,,,5.07,Made,4.0,,,,,,,,,,,,,,,,,,
36,PT09M06.00S,2022-02-16T01:15:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,8,2022-02-16T01:15:16Z,360000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2022-02-16T01:18:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,93.51182654402102,50.98039215686274,1610612754,12,10,2022-02-16T01:18:27Z,370000,5.0,8.0,1,right,B. Hield driving finger roll Layup (4 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,0.98,Made,4.0,,,,,,,,,,,,,,,,,,
38,PT08M31.00S,2022-02-16T01:18:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,13.354139290407357,38.970588235294116,1610612749,12,10,2022-02-16T01:18:41Z,380000,55.0,73.0,1,left,MISS K. Middleton 9' floating Shot,[203114],1610612749.0,MIL,floating,,,Middleton,K. Middleton,,,,,9.15,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M27.00S,2022-02-16T01:18:37.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,12,10,2022-02-16T01:18:37Z,390000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT08M24.00S,2022-02-16T01:18:42.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,90.09526938239159,4.166666666666666,1610612754,12,10,2022-02-16T01:20:25Z,400000,-229.0,41.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2022-02-16T01:18:43.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,12,10,2022-02-16T01:20:37Z,410000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
42,PT08M23.00S,2022-02-16T01:18:52.7Z,1,REGULAR,foul,personal,[],1630188,,,1610612749,12,10,2022-02-16T01:19:03Z,420000,,,0,,J. Smith loose ball personal FOUL (1 PF),"[1630188, 203507]",1610612754.0,IND,loose ball,,,Smith,J. Smith,,,,,,,,,,,200832.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
44,PT08M10.00S,2022-02-16T01:19:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,10.726018396846255,42.64705882352941,1610612749,12,10,2022-02-16T01:21:32Z,440000,37.0,48.0,1,left,MISS G. Allen 6' driving bank Shot,[1628960],1610612749.0,MIL,driving bank,,,Allen,G. Allen,,,,,6.07,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M09.00S,2022-02-16T01:19:17.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,12,10,2022-02-16T01:21:32Z,450000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,
46,PT08M09.00S,2022-02-16T01:19:21.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,14,10,2022-02-16T01:21:55Z,460000,0.0,0.0,1,left,G. Antetokounmpo tip DUNK (6 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2022-02-16T01:19:27.0Z,1,REGULAR,3pt,Jump Shot,[],1629052,80.3712220762155,4.6568627450980395,1610612754,14,10,2022-02-16T01:19:36Z,470000,-227.0,132.0,1,right,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M52.00S,2022-02-16T01:19:30.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,10,2022-02-16T01:19:36Z,480000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,
49,PT07M39.00S,2022-02-16T01:19:43.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,31.09395532194481,71.07843137254902,1610612749,14,10,2022-02-16T01:19:53Z,490000,-105.0,240.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2022-02-16T01:19:46.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,14,10,2022-02-16T01:19:53Z,500000,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,
51,PT07M31.00S,2022-02-16T01:19:51.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,74.03088042049934,20.588235294117652,1610612754,14,10,2022-02-16T01:31:02Z,510000,-147.0,192.0,1,right,MISS B. Hield 24' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M28.00S,2022-02-16T01:19:54.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,14,10,2022-02-16T01:20:03Z,520000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,
53,PT07M25.00S,2022-02-16T01:19:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,6.1268068331143235,48.28431372549019,1610612749,16,10,2022-02-16T01:20:08Z,530000,9.0,5.0,1,left,K. Middleton running Layup (6 PTS) (G. Allen 2 AST),"[203114, 1628960]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,1.0,Made,6.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,,
55,PT07M11.00S,2022-02-16T01:20:14.0Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,16,10,2022-02-16T01:20:23Z,550000,,,0,,B. Hield lost ball out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,lost ball,,,Hield,B. Hield,,,,,,,,,,,202026.0,,,,,,,,,1.0,,,,,
56,PT07M11.00S,2022-02-16T01:20:21.8Z,1,REGULAR,substitution,out,[],203114,,,1610612749,16,10,2022-02-16T01:20:29Z,560000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M11.00S,2022-02-16T01:20:21.8Z,1,REGULAR,substitution,in,[],201586,,,1610612749,16,10,2022-02-16T01:20:29Z,570000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M00.00S,2022-02-16T01:20:42.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,8.754927726675426,4.411764705882353,1610612749,16,10,2022-02-16T01:20:46Z,580000,228.0,30.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2022-02-16T01:20:45.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,16,10,2022-02-16T01:20:46Z,590000,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,58.0,3.0,3.0,0.0,,,,,,
60,PT06M39.00S,2022-02-16T01:21:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,89.83245729303549,3.1862745098039214,1610612754,16,13,2022-02-16T01:21:07Z,600000,-234.0,43.0,1,right,J. Smith 3PT  (6 PTS) (T. Haliburton 1 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,23.8,Made,6.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
62,PT06M24.00S,2022-02-16T01:21:20.6Z,1,REGULAR,2pt,Jump Shot,[],203507,5.338370565045992,74.75490196078431,1610612749,16,13,2022-02-16T01:24:10Z,620000,-124.0,-2.0,1,left,MISS G. Antetokounmpo 12' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M22.00S,2022-02-16T01:21:22.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,16,13,2022-02-16T01:24:10Z,630000,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,62.0,4.0,4.0,0.0,,,,,,
64,PT06M07.00S,2022-02-16T01:21:35.1Z,1,REGULAR,2pt,Jump Shot,[],1629052,76.2976346911958,33.088235294117645,1610612754,16,13,2022-02-16T01:21:41Z,640000,-85.0,170.0,1,right,MISS O. Brissett 19' pullup Shot,[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,19.02,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M03.00S,2022-02-16T01:21:39.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,13,2022-02-16T01:21:41Z,650000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,64.0,3.0,3.0,0.0,,,,,,
66,PT06M00.00S,2022-02-16T01:21:46.0Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612749,16,13,2022-02-16T01:21:58Z,660000,,,0,,J. Smith shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630188, 203507]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,,,,,,,202026.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
68,PT06M00.00S,2022-02-16T01:22:23.5Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,16,13,2022-02-16T01:22:23Z,680000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2022-02-16T01:22:23.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,16,13,2022-02-16T01:22:23Z,690000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,
70,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,16,13,2022-02-16T01:22:42Z,700000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,16,13,2022-02-16T01:22:42Z,710000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612749,16,13,2022-02-16T01:22:42Z,720000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612749,16,13,2022-02-16T01:22:42Z,730000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,16,13,2022-02-16T01:22:42Z,740000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,in,[],1629623,,,1610612749,16,13,2022-02-16T01:22:42Z,750000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,in,[],202362,,,1610612749,16,13,2022-02-16T01:22:42Z,760000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2022-02-16T01:22:24.7Z,1,REGULAR,substitution,in,[],1630678,,,1610612749,16,13,2022-02-16T01:22:42Z,770000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2022-02-16T01:22:53.0Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,17,13,2022-02-16T01:22:53Z,780000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2022-02-16T01:23:06.3Z,1,REGULAR,foul,personal,[],201586,,,1610612754,17,13,2022-02-16T01:23:12Z,790000,,,0,,S. Ibaka personal FOUL (1 PF),"[201586, 1629048]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,200832.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,
81,PT05M41.00S,2022-02-16T01:23:32.5Z,1,REGULAR,turnover,out-of-bounds,[],202362,,,1610612754,17,13,2022-02-16T01:23:40Z,810000,,,0,,L. Stephenson bad pass out-of-bounds TURNOVER (1 TO),[202362],1610612754.0,IND,bad pass,,,Stephenson,L. Stephenson,,,,,,,,,,,200832.0,,,,,,,,,1.0,,,,,
82,PT05M31.00S,2022-02-16T01:23:55.7Z,1,REGULAR,foul,technical,['1freethrow'],1629048,,,1610612749,17,13,2022-02-16T01:24:05Z,820000,,,0,,G. Bitadze defensive-3-second technical FOUL (1 Tech),[1629048],1610612754.0,IND,defensive-3-second,,,Bitadze,G. Bitadze,,,,,,,,,,,202053.0,0.0,1.0,,,,,,,,,,,,
83,PT05M31.00S,2022-02-16T01:24:11.7Z,1,REGULAR,freethrow,1 of 1,[],201950,,,1610612749,18,13,2022-02-16T01:24:11Z,830000,,,0,,J. Holiday technical Free Throw 1 of 1 (1 PTS),[201950],1610612749.0,MIL,technical,,,Holiday,J. Holiday,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2022-02-16T01:24:13.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612749,18,13,2022-02-16T01:24:20Z,840000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M31.00S,2022-02-16T01:24:13.8Z,1,REGULAR,substitution,in,[],1630613,,,1610612749,18,13,2022-02-16T01:24:20Z,850000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M21.00S,2022-02-16T01:24:33.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629623,16.507884362680684,3.431372549019608,1610612749,18,13,2022-02-16T01:24:38Z,860000,233.0,103.0,1,left,MISS L. Wigginton 25' 3PT,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M18.00S,2022-02-16T01:24:36.8Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,18,13,2022-02-16T01:24:38Z,870000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT05M12.00S,2022-02-16T01:24:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202362,87.07293035479631,36.029411764705884,1610612754,18,13,2022-02-16T01:24:50Z,880000,-70.0,69.0,1,right,MISS L. Stephenson 9' driving floating Shot,[202362],1610612754.0,IND,driving floating,,,Stephenson,L. Stephenson,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M10.00S,2022-02-16T01:24:44.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,18,13,2022-02-16T01:24:50Z,890000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,
