actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
44,PT08M39.00S,2022-03-10T01:16:04.3Z,1,REGULAR,substitution,out,[],201568,,,1610612749,8,7,2022-03-10T01:16:08Z,440000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M39.00S,2022-03-10T01:16:04.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612749,8,7,2022-03-10T01:16:08Z,450000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2022-03-10T01:16:20.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,6.915243101182654,53.431372549019606,1610612749,10,7,2022-03-10T01:16:26Z,460000,-17.0,13.0,1,left,G. Antetokounmpo alley-oop DUNK (8 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,2.13,Made,8.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
48,PT08M17.00S,2022-03-10T01:16:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,69.99014454664915,74.75490196078431,1610612737,10,10,2022-03-10T01:16:38Z,480000,124.0,230.0,1,right,D. Hunter 26' 3PT  (5 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,26.08,Made,5.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
50,PT08M05.00S,2022-03-10T01:16:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.389618922470433,52.20588235294118,1610612749,12,10,2022-03-10T01:16:50Z,500000,-11.0,8.0,1,left,G. Antetokounmpo driving DUNK (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.34,Made,10.0,,,,,,,,,,,,,,,,,
51,PT07M52.00S,2022-03-10T01:16:59.0Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,12,10,2022-03-10T01:17:11Z,510000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628960]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,1.0,Allen,1628960.0,,,,,,,
52,PT07M52.00S,2022-03-10T01:16:59.0Z,1,REGULAR,steal,,[],1628960,,,1610612749,12,10,2022-03-10T01:17:01Z,520000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2022-03-10T01:17:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,8.754927726675426,51.470588235294116,1610612749,12,10,2022-03-10T01:17:19Z,530000,-7.0,30.0,1,left,MISS G. Allen running Layup,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,
54,PT07M45.00S,2022-03-10T01:17:05.9Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,12,10,2022-03-10T01:17:05Z,540000,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,
55,PT07M45.00S,2022-03-10T01:17:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,8.09789750328515,49.754901960784316,1610612749,14,10,2022-03-10T01:17:31Z,550000,1.0,24.0,1,left,B. Portis reverse Layup (4 PTS) (G. Allen 2 AST),"[1626171, 1628960]",1610612749.0,MIL,reverse,,,Portis,B. Portis,,,,,2.36,Made,4.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
57,PT07M45.00S,2022-03-10T01:17:13.3Z,1,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612749,14,10,2022-03-10T01:17:49Z,570000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Portis 1 FT),"[1630168, 1626171]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Portis,1626171.0,,
59,PT07M45.00S,2022-03-10T01:17:51.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626171,,,1610612749,15,10,2022-03-10T01:17:51Z,590000,,,0,,B. Portis Free Throw 1 of 1 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
60,PT07M34.00S,2022-03-10T01:18:02.0Z,1,REGULAR,3pt,Jump Shot,[],1628381,71.43561103810775,19.607843137254903,1610612737,15,10,2022-03-10T01:18:08Z,600000,-152.0,216.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,
61,PT07M31.00S,2022-03-10T01:18:05.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,15,10,2022-03-10T01:18:08Z,610000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,
62,PT07M25.00S,2022-03-10T01:18:11.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203507,32.40801576872536,66.17647058823529,1610612749,15,10,2022-03-10T01:18:25Z,620000,-81.0,252.0,1,left,MISS G. Antetokounmpo 26' running pullup 3PT,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2022-03-10T01:18:14.7Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,15,10,2022-03-10T01:18:25Z,630000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT07M12.00S,2022-03-10T01:18:24.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,93.51182654402102,50.73529411764706,1610612737,15,12,2022-03-10T01:18:29Z,640000,4.0,8.0,1,right,D. Hunter driving DUNK (7 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,0.93,Made,7.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
66,PT06M54.00S,2022-03-10T01:18:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.492115637319317,51.225490196078425,1610612749,15,12,2022-03-10T01:20:35Z,660000,-6.0,27.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2022-03-10T01:18:46.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,15,12,2022-03-10T01:20:35Z,670000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,
68,PT06M53.00S,2022-03-10T01:18:50.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,15,12,2022-03-10T01:20:51Z,680000,0.0,0.0,1,left,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
69,PT06M52.00S,2022-03-10T01:18:51.1Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,15,12,2022-03-10T01:20:51Z,690000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,68.0,3.0,1.0,2.0,,,,,,,,,,
70,PT06M52.00S,2022-03-10T01:18:53.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,17,12,2022-03-10T01:20:59Z,700000,0.0,0.0,1,left,G. Antetokounmpo tip Layup (12 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2022-03-10T01:19:01.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,70.77858081471747,17.892156862745097,1610612737,17,12,2022-03-10T01:19:06Z,710000,-161.0,222.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2022-03-10T01:19:04.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,17,12,2022-03-10T01:19:04Z,720000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,71.0,3.0,2.0,1.0,,,,,,,,,,
73,PT06M28.00S,2022-03-10T01:19:17.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,17,12,2022-03-10T01:19:17Z,730000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2022-03-10T01:21:46.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,17,12,2022-03-10T01:22:05Z,740000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M28.00S,2022-03-10T01:21:46.0Z,1,REGULAR,substitution,out,[],201950,,,1610612749,17,12,2022-03-10T01:22:05Z,750000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M28.00S,2022-03-10T01:21:46.0Z,1,REGULAR,substitution,in,[],201586,,,1610612749,17,12,2022-03-10T01:22:05Z,760000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M28.00S,2022-03-10T01:21:46.0Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,17,12,2022-03-10T01:22:05Z,770000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2022-03-10T01:22:19.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,34.773324572930356,51.71568627450981,1610612749,20,12,2022-03-10T01:22:24Z,780000,-9.0,274.0,1,left,G. Allen 27' 3PT  (3 PTS) (K. Middleton 3 AST),"[1628960, 203114]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.45,Made,3.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,
80,PT06M00.00S,2022-03-10T01:22:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.21090670170827,46.568627450980394,1610612737,20,12,2022-03-10T01:22:42Z,800000,-17.0,115.0,1,right,MISS D. Hunter 11' fadeaway Shot,[1629631],1610612737.0,ATL,fadeaway,,,Hunter,D. Hunter,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,
81,PT05M57.00S,2022-03-10T01:22:40.8Z,1,REGULAR,rebound,defensive,[],201586,,,1610612749,20,12,2022-03-10T01:22:42Z,810000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,
82,PT05M53.00S,2022-03-10T01:22:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612749,20,12,2022-03-10T01:23:08Z,820000,,,0,,J. Collins shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628381, 203507]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Antetokounmpo,203507.0,,
84,PT05M53.00S,2022-03-10T01:23:22.2Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,20,12,2022-03-10T01:23:22Z,840000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT05M53.00S,2022-03-10T01:23:22.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,20,12,2022-03-10T01:23:22Z,850000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,
86,PT05M53.00S,2022-03-10T01:23:23.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612749,20,12,2022-03-10T01:23:37Z,860000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M53.00S,2022-03-10T01:23:23.2Z,1,REGULAR,substitution,out,[],1630168,,,1610612749,20,12,2022-03-10T01:23:37Z,870000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M53.00S,2022-03-10T01:23:23.2Z,1,REGULAR,substitution,in,[],203992,,,1610612749,20,12,2022-03-10T01:23:37Z,880000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M53.00S,2022-03-10T01:23:23.2Z,1,REGULAR,substitution,in,[],201568,,,1610612749,20,12,2022-03-10T01:23:37Z,890000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M53.00S,2022-03-10T01:23:49.4Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,21,12,2022-03-10T01:23:49Z,900000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
91,PT05M37.00S,2022-03-10T01:24:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,64.73390275952694,30.637254901960787,1610612737,21,12,2022-03-10T01:24:11Z,910000,-97.0,279.0,1,right,MISS T. Young 29' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,29.53,Missed,,,,,,,,,,,,,,,,,,
