actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT10M41.00S,2021-12-16T01:12:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.850854139290407,37.745098039215684,1610612749,5,0,2021-12-16T01:12:24Z,150000,61.0,96.0,1,left,J. Holiday 11' driving floating Jump Shot (5 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,11.43,Made,5.0,,,,,,,,,,,,,,,,,,
16,PT10M25.00S,2021-12-16T01:12:36.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,78.0059132720105,89.2156862745098,1610612754,5,0,2021-12-16T01:12:42Z,160000,196.0,154.0,1,right,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2021-12-16T01:12:40.1Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,5,0,2021-12-16T01:12:42Z,170000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M13.00S,2021-12-16T01:12:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629670,30.699737187910642,30.392156862745097,1610612749,5,0,2021-12-16T01:12:55Z,180000,98.0,236.0,1,left,MISS J. Nwora 25' pullup 3PT,[1629670],1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M09.00S,2021-12-16T01:12:51.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,5,0,2021-12-16T01:12:55Z,190000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT09M56.00S,2021-12-16T01:13:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,94.69448094612353,52.20588235294118,1610612754,5,2,2021-12-16T01:13:10Z,200000,11.0,-3.0,1,right,M. Turner Layup (2 PTS) (C. LeVert 1 AST),"[1626167, 1627747]",1610612754.0,IND,,,,Turner,M. Turner,,,,,1.13,Made,2.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,,,,,
22,PT09M47.00S,2021-12-16T01:13:13.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,30.831143232588698,34.80392156862745,1610612749,8,2,2021-12-16T01:13:19Z,220000,76.0,237.0,1,left,B. Portis 24' 3PT  (3 PTS) (J. Holiday 1 AST),"[1626171, 201950]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,24.92,Made,3.0,,,,,J. Holiday,201950.0,1.0,,,,,,,,,,,
24,PT09M44.00S,2021-12-16T01:13:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,2,2021-12-16T01:13:23Z,240000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M32.00S,2021-12-16T01:16:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.93495400788436,45.34313725490196,1610612754,8,4,2021-12-16T01:17:20Z,250000,-23.0,23.0,1,right,M. Turner cutting Layup (4 PTS) (M. Brogdon 1 AST),"[1626167, 1627763]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,3.3,Made,4.0,,,,,M. Brogdon,1627763.0,1.0,,,,,,,,,,,
27,PT09M19.00S,2021-12-16T01:16:40.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,10.85742444152431,95.58823529411765,1610612749,11,4,2021-12-16T01:16:46Z,270000,-228.0,50.0,1,left,P. Connaughton 3PT  (3 PTS) (B. Portis 1 AST),"[1626192, 1626171]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.32,Made,3.0,,,,,B. Portis,1626171.0,1.0,,,,,,,,,,,
29,PT09M04.00S,2021-12-16T01:16:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.11760840998686,46.81372549019608,1610612754,11,6,2021-12-16T01:17:00Z,290000,-16.0,12.0,1,right,C. LeVert driving Layup (2 PTS) (M. Brogdon 2 AST),"[1627747, 1627763]",1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,2.0,Made,2.0,,,,,M. Brogdon,1627763.0,2.0,,,,,,,,,,,
31,PT08M46.00S,2021-12-16T01:17:12.8Z,1,REGULAR,2pt,Jump Shot,[],1628960,16.113666228646515,30.637254901960787,1610612749,11,6,2021-12-16T01:17:18Z,310000,97.0,99.0,1,left,MISS G. Allen 13' pullup Shot,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,13.85,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M42.00S,2021-12-16T01:17:16.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,6,2021-12-16T01:17:18Z,320000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M26.00S,2021-12-16T01:17:34.0Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612754,11,6,2021-12-16T01:17:39Z,330000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1629670]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,Nwora,1629670.0,,,,,,,,
34,PT08M26.00S,2021-12-16T01:17:34.0Z,1,REGULAR,steal,,[],1629670,,,1610612749,11,6,2021-12-16T01:19:07Z,340000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M10.00S,2021-12-16T01:17:49.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628960,11.514454664914586,67.40196078431373,1610612749,13,6,2021-12-16T01:20:02Z,350000,-87.0,56.0,1,left,G. Allen 10' driving floating Jump Shot (2 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,10.33,Made,2.0,,,,,J. Holiday,201950.0,2.0,,,,,,,,,,,
37,PT07M58.00S,2021-12-16T01:18:01.0Z,1,REGULAR,3pt,Jump Shot,[],1627734,65.52233902759527,48.28431372549019,1610612754,13,6,2021-12-16T01:18:06Z,370000,-9.0,272.0,1,right,MISS D. Sabonis 27' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,,
38,PT07M55.00S,2021-12-16T01:18:04.0Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,13,6,2021-12-16T01:18:06Z,380000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT07M50.00S,2021-12-16T01:18:09.6Z,1,REGULAR,2pt,Jump Shot,[],1629670,13.485545335085414,9.313725490196079,1610612749,15,6,2021-12-16T01:18:21Z,390000,203.0,74.0,1,left,J. Nwora 21' step back Jump Shot (2 PTS),[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,21.65,Made,2.0,,,,,,,,,,,,,,,,,,
40,PT07M40.00S,2021-12-16T01:18:22.6Z,1,REGULAR,foul,personal,[],1628960,,,1610612754,15,6,2021-12-16T01:18:52Z,400000,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 1627734]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Sabonis,1627734.0,,,
42,PT07M25.00S,2021-12-16T01:18:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630537,72.88107752956637,82.59803921568627,1610612754,15,6,2021-12-16T01:19:01Z,420000,163.0,202.0,1,right,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M21.00S,2021-12-16T01:18:59.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,15,6,2021-12-16T01:19:01Z,430000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT07M13.00S,2021-12-16T01:19:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,93.51182654402102,47.05882352941176,1610612754,15,8,2021-12-16T01:19:13Z,440000,-15.0,8.0,1,right,C. LeVert cutting Layup (4 PTS) (D. Sabonis 1 AST),"[1627747, 1627734]",1610612754.0,IND,cutting,,,LeVert,C. LeVert,,,,,1.7,Made,4.0,,,,,D. Sabonis,1627734.0,1.0,,,,,,,,,,,
46,PT06M59.00S,2021-12-16T01:19:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,10.726018396846255,57.35294117647059,1610612749,15,8,2021-12-16T01:19:26Z,460000,-37.0,48.0,1,left,MISS J. Holiday 6' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,6.07,Missed,,,,,,,,,,,,,,,,,,,
47,PT06M56.00S,2021-12-16T01:19:23.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,15,8,2021-12-16T01:19:26Z,470000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,46.0,4.0,3.0,1.0,,,,,,,,,,,,,,
48,PT06M54.00S,2021-12-16T01:19:29.7Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612754,15,8,2021-12-16T01:19:46Z,480000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (LeVert 2 FT),"[1626192, 1627747]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,LeVert,1627747.0,,,
50,PT06M54.00S,2021-12-16T01:19:49.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612754,15,9,2021-12-16T01:19:49Z,500000,,,0,,C. LeVert Free Throw 1 of 2 (5 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
51,PT06M54.00S,2021-12-16T01:19:51.6Z,1,REGULAR,substitution,out,[],1626171,,,1610612754,15,9,2021-12-16T01:19:57Z,510000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M54.00S,2021-12-16T01:19:51.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612754,15,9,2021-12-16T01:19:57Z,520000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2021-12-16T01:20:05.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612754,15,10,2021-12-16T01:20:05Z,530000,,,0,,C. LeVert Free Throw 2 of 2 (6 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
54,PT06M42.00S,2021-12-16T01:20:18.6Z,1,REGULAR,3pt,Jump Shot,[],1629670,29.25427069645204,68.38235294117648,1610612749,18,10,2021-12-16T01:20:24Z,540000,-92.0,222.0,1,left,J. Nwora 24' 3PT  (5 PTS) (S. Mamukelashvili 1 AST),"[1629670, 1630572]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,24.07,Made,5.0,,,,,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,
56,PT06M30.00S,2021-12-16T01:20:30.3Z,1,REGULAR,3pt,Jump Shot,[],1627747,67.49342969776609,47.549019607843135,1610612754,18,13,2021-12-16T01:20:35Z,560000,-12.0,253.0,1,right,C. LeVert 25' 3PT  (9 PTS) (M. Brogdon 3 AST),"[1627747, 1627763]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.34,Made,9.0,,,,,M. Brogdon,1627763.0,3.0,,,,,,,,,,,
58,PT06M13.00S,2021-12-16T01:20:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629670,25.18068331143233,84.55882352941177,1610612749,18,13,2021-12-16T01:20:53Z,580000,-173.0,184.0,1,left,MISS J. Nwora 25' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M10.00S,2021-12-16T01:20:49.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,18,13,2021-12-16T01:20:53Z,590000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M04.00S,2021-12-16T01:20:57.2Z,1,REGULAR,turnover,backcourt,[],1626167,,,1610612754,18,13,2021-12-16T01:21:06Z,600000,,,0,,M. Turner backcourt TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,1.0,,,2002.0,,,,,,,
61,PT06M04.00S,2021-12-16T01:21:06.9Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,18,13,2021-12-16T01:21:11Z,610000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2021-12-16T01:21:06.9Z,1,REGULAR,substitution,in,[],203918,,,1610612749,18,13,2021-12-16T01:21:11Z,620000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M56.00S,2021-12-16T01:21:30.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201950,14.668199737187912,54.41176470588235,1610612749,18,13,2021-12-16T01:21:38Z,630000,-22.0,85.0,1,left,MISS J. Holiday 8' driving Hook,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,,
64,PT05M50.00S,2021-12-16T01:21:36.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,18,13,2021-12-16T01:21:38Z,640000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT05M48.00S,2021-12-16T01:21:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,93.24901445466492,50.245098039215684,1610612754,18,15,2021-12-16T01:21:45Z,650000,1.0,11.0,1,right,M. Brogdon running Layup (2 PTS),[1627763],1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,1.11,Made,2.0,,,,,,,,,,,,,,,,,,
66,PT05M38.00S,2021-12-16T01:21:48.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,18,15,2021-12-16T01:21:56Z,660000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1627747]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,,,
67,PT05M38.00S,2021-12-16T01:21:48.5Z,1,REGULAR,steal,,[],1627747,,,1610612754,18,15,2021-12-16T01:21:52Z,670000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M32.00S,2021-12-16T01:21:54.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,93.51182654402102,48.77450980392157,1610612754,18,17,2021-12-16T01:22:01Z,680000,-6.0,8.0,1,right,C. LeVert running DUNK (11 PTS) (M. Brogdon 4 AST),"[1627747, 1627763]",1610612754.0,IND,running,,,LeVert,C. LeVert,,,,,1.05,Made,11.0,,,,,M. Brogdon,1627763.0,4.0,,,,,,,,,,,
70,PT05M16.00S,2021-12-16T01:22:10.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,9.806176084099869,59.55882352941176,1610612749,20,17,2021-12-16T01:22:19Z,700000,-48.0,40.0,1,left,J. Holiday 6' driving bank Hook (7 PTS),[201950],1610612749.0,MIL,driving bank,,,Holiday,J. Holiday,,,,,6.21,Made,7.0,,,,,,,,,,,,,,,,,,
71,PT04M55.00S,2021-12-16T01:22:30.8Z,1,REGULAR,3pt,Jump Shot,[],1627747,67.49342969776609,32.59803921568628,1610612754,20,20,2021-12-16T01:22:36Z,710000,-87.0,253.0,1,right,C. LeVert 26' 3PT  (14 PTS) (M. Turner 1 AST),"[1627747, 1626167]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,26.76,Made,14.0,,,,,M. Turner,1626167.0,1.0,,,,,,,,,,,
73,PT04M48.00S,2021-12-16T01:22:42.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,20,20,2021-12-16T01:22:42Z,730000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,20,20,2021-12-16T01:25:32Z,740000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,out,[],1630537,,,1610612749,20,20,2021-12-16T01:25:32Z,750000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,20,20,2021-12-16T01:25:32Z,760000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,in,[],203648,,,1610612749,20,20,2021-12-16T01:25:32Z,770000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,in,[],1629052,,,1610612749,20,20,2021-12-16T01:25:32Z,780000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M48.00S,2021-12-16T01:24:53.3Z,1,REGULAR,substitution,in,[],203200,,,1610612749,20,20,2021-12-16T01:25:32Z,790000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M39.00S,2021-12-16T01:25:50.5Z,1,REGULAR,2pt,Jump Shot,[],1628960,21.369908015768726,41.17647058823529,1610612749,20,20,2021-12-16T01:25:58Z,800000,44.0,148.0,1,left,MISS G. Allen 15' floating Shot,[1628960],1610612749.0,MIL,floating,,,Allen,G. Allen,,,,,15.48,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2021-12-16T01:25:54.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,20,20,2021-12-16T01:25:58Z,810000,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,80.0,5.0,4.0,1.0,,,,,,,,,,,,,,
82,PT04M25.00S,2021-12-16T01:26:04.2Z,1,REGULAR,3pt,Jump Shot,[],1627763,69.99014454664915,29.65686274509804,1610612754,20,23,2021-12-16T01:26:10Z,820000,-102.0,230.0,1,right,M. Brogdon 25' 3PT pullup (5 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,25.11,Made,5.0,,,,,,,,,,,,,,,,,,
83,PT04M10.00S,2021-12-16T01:26:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.017739816031538,57.59803921568627,1610612749,20,23,2021-12-16T01:26:25Z,830000,-38.0,32.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,4.99,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M07.00S,2021-12-16T01:26:22.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,20,23,2021-12-16T01:26:25Z,840000,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,83.0,6.0,5.0,1.0,,,,,,,,,,,,,,
85,PT03M57.00S,2021-12-16T01:26:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,92.9862023653088,48.28431372549019,1610612754,20,25,2021-12-16T01:26:39Z,850000,-9.0,13.0,1,right,D. Sabonis Hook (2 PTS) (C. LeVert 2 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.59,Made,2.0,,,,,C. LeVert,1627747.0,2.0,,,,,,,,,,,
87,PT03M38.00S,2021-12-16T01:26:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.258212877792378,51.225490196078425,1610612749,22,25,2021-12-16T01:26:56Z,870000,-6.0,6.0,1,left,J. Holiday driving Layup (9 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,0.88,Made,9.0,,,,,,,,,,,,,,,,,,
88,PT03M23.00S,2021-12-16T01:27:06.4Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,22,25,2021-12-16T01:27:13Z,880000,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 203648]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,2.0,Antetokounmpo,203648.0,,,,,,,,
89,PT03M23.00S,2021-12-16T01:27:06.4Z,1,REGULAR,steal,,[],203648,,,1610612749,22,25,2021-12-16T01:27:10Z,890000,,,0,,T. Antetokounmpo STEAL (1 STL),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
