actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
454,PT02M49.00S,2022-04-02T01:45:20.1Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612746,84,105,2022-04-02T01:45:29Z,4480000,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,453.0,5.0,3.0,2.0,,,,,
455,PT02M49.00S,2022-04-02T01:45:22.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612746,84,105,2022-04-02T01:45:22Z,4490000,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
456,PT02M49.00S,2022-04-02T01:45:23.8Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612746,84,105,2022-04-02T01:45:23Z,4500000,,,0,,I. Hartenstein REBOUND (Off:3 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,455.0,6.0,3.0,3.0,,,,,
457,PT02M49.00S,2022-04-02T01:45:27.9Z,3,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612746,84,105,2022-04-02T01:45:36Z,4510000,,,0,,I. Hartenstein lost ball out-of-bounds TURNOVER (2 TO),[1628392],1610612746.0,LAC,lost ball,,,Hartenstein,I. Hartenstein,,,,,,,,,,,1363.0,,,,,,,,,2.0,,,,
458,PT02M35.00S,2022-04-02T01:45:55.0Z,3,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,84,105,2022-04-02T01:46:02Z,4520000,,,0,,B. Portis bad pass out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,bad pass,,,Portis,B. Portis,,,,,,,,,,,1363.0,,,,,,,,,1.0,,,,
459,PT02M21.00S,2022-04-02T01:46:15.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,67.49342969776609,25.245098039215684,1610612746,84,105,2022-04-02T01:46:24Z,4530000,-124.0,253.0,1,right,MISS L. Kennard 28' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,
460,PT02M16.00S,2022-04-02T01:46:20.2Z,3,REGULAR,rebound,defensive,[],1629623,,,1610612749,84,105,2022-04-02T01:46:24Z,4540000,,,0,,L. Wigginton REBOUND (Off:0 Def:2),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,459.0,2.0,2.0,0.0,,,,,
461,PT02M13.00S,2022-04-02T01:46:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203648,7.440867279894875,50.73529411764706,1610612749,86,105,2022-04-02T01:46:30Z,4550000,-4.0,17.0,1,left,T. Antetokounmpo running Layup (4 PTS),[203648],1610612749.0,MIL,running,,,Antetokounmpo,T. Antetokounmpo,,,,,1.78,Made,4.0,,,,,,,,,,,,,,,,,
462,PT01M50.00S,2022-04-02T01:46:49.1Z,3,REGULAR,foul,personal,['2freethrow'],1629623,,,1610612746,86,105,2022-04-02T01:46:59Z,4560000,,,0,,L. Wigginton shooting personal FOUL (3 PF) (Coffey 2 FT),"[1629623, 1629599]",1610612749.0,MIL,shooting,,,Wigginton,L. Wigginton,,,,,,,,,,,2882.0,3.0,0.0,Coffey,1629599.0,,,,,,,,,
464,PT01M50.00S,2022-04-02T01:47:16.0Z,3,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,86,106,2022-04-02T01:47:16Z,4580000,,,0,,A. Coffey Free Throw 1 of 2 (19 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
465,PT01M50.00S,2022-04-02T01:47:17.6Z,3,REGULAR,substitution,out,[],1629670,,,1610612746,86,106,2022-04-02T01:47:25Z,4590000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M50.00S,2022-04-02T01:47:17.6Z,3,REGULAR,substitution,in,[],1626192,,,1610612746,86,106,2022-04-02T01:47:25Z,4600000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M50.00S,2022-04-02T01:47:30.3Z,3,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,86,107,2022-04-02T01:47:30Z,4610000,,,0,,A. Coffey Free Throw 2 of 2 (20 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
468,PT01M35.00S,2022-04-02T01:47:46.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.783837056504599,50.98039215686274,1610612749,88,107,2022-04-02T01:47:51Z,4620000,-5.0,11.0,1,left,B. Portis Layup (25 PTS) (L. Wigginton 2 AST),"[1626171, 1629623]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,1.23,Made,25.0,L. Wigginton,1629623.0,2.0,,,,,,,,,,,,,,
470,PT01M19.00S,2022-04-02T01:48:01.7Z,3,REGULAR,3pt,Jump Shot,[],203496,73.14388961892247,12.990196078431374,1610612746,88,110,2022-04-02T01:48:07Z,4640000,-185.0,200.0,1,right,R. Covington 27' 3PT  (25 PTS) (L. Kennard 6 AST),"[203496, 1628379]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,27.24,Made,25.0,L. Kennard,1628379.0,6.0,,,,,,,,,,,,,,
472,PT01M10.00S,2022-04-02T01:48:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629623,7.5722733245729295,49.754901960784316,1610612749,88,110,2022-04-02T01:48:19Z,4660000,1.0,19.0,1,left,MISS L. Wigginton driving Layup,[1629623],1610612749.0,MIL,driving,,,Wigginton,L. Wigginton,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,
473,PT01M10.00S,2022-04-02T01:48:12.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,88,110,2022-04-02T01:48:19Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,
474,PT01M10.00S,2022-04-02T01:48:17.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612746,88,110,2022-04-02T01:48:36Z,4680000,,,0,,B. Portis loose ball personal FOUL (3 PF) (Covington 2 FT),"[1626171, 203496]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,1363.0,3.0,1.0,Covington,203496.0,,,,,,,,,
476,PT01M10.00S,2022-04-02T01:49:02.0Z,3,REGULAR,freethrow,1 of 2,[],203496,,,1610612746,88,111,2022-04-02T01:49:02Z,4700000,,,0,,R. Covington Free Throw 1 of 2 (26 PTS),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
477,PT01M10.00S,2022-04-02T01:49:05.9Z,3,REGULAR,substitution,out,[],1628379,,,1610612746,88,111,2022-04-02T01:49:10Z,4710000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M10.00S,2022-04-02T01:49:05.9Z,3,REGULAR,substitution,in,[],203918,,,1610612746,88,111,2022-04-02T01:49:10Z,4720000,,,0,,SUB in: R. Hood,[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M10.00S,2022-04-02T01:49:18.1Z,3,REGULAR,freethrow,2 of 2,[],203496,,,1610612746,88,112,2022-04-02T01:49:18Z,4730000,,,0,,R. Covington Free Throw 2 of 2 (27 PTS),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
480,PT00M59.10S,2022-04-02T01:49:30.5Z,3,REGULAR,turnover,bad pass,[],1629623,,,1610612749,88,112,2022-04-02T01:49:37Z,4740000,,,0,,L. Wigginton bad pass TURNOVER (1 TO),"[1629623, 1629599]",1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,1.0,,,Coffey,1629599.0
481,PT00M59.10S,2022-04-02T01:49:30.5Z,3,REGULAR,steal,,[],1629599,,,1610612746,88,112,2022-04-02T01:49:33Z,4750000,,,0,,A. Coffey STEAL (2 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M53.60S,2022-04-02T01:49:37.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628392,92.85479632063075,50.0,1610612746,88,114,2022-04-02T01:49:46Z,4760000,0.0,15.0,1,right,I. Hartenstein running alley-oop DUNK (10 PTS) (T. Mann 5 AST),"[1628392, 1629611]",1610612746.0,LAC,running alley-oop,,,Hartenstein,I. Hartenstein,,,,,1.47,Made,10.0,T. Mann,1629611.0,5.0,,,,,,,,,,,,,,
484,PT00M35.30S,2022-04-02T01:49:57.7Z,3,REGULAR,2pt,Jump Shot,[],1626171,17.427726675427067,32.1078431372549,1610612749,88,114,2022-04-02T01:50:01Z,4780000,89.0,111.0,1,left,MISS B. Portis 14' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,14.28,Missed,,,,,,,,,,,,,,,,,,
485,PT00M33.00S,2022-04-02T01:50:00.0Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,88,114,2022-04-02T01:50:01Z,4790000,,,0,,A. Coffey REBOUND (Off:0 Def:5),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,484.0,5.0,5.0,0.0,,,,,
486,PT00M22.00S,2022-04-02T01:50:11.1Z,3,REGULAR,3pt,Jump Shot,[],1628392,95.74572930354796,95.58823529411765,1610612746,88,114,2022-04-02T01:50:19Z,4800000,228.0,-13.0,1,right,MISS I. Hartenstein 3PT,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,
487,PT00M15.30S,2022-04-02T01:50:17.8Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,88,114,2022-04-02T01:50:17Z,4810000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,486.0,1.0,1.0,0.0,,,,,
488,PT00M00.00S,2022-04-02T01:50:42.1Z,3,REGULAR,period,end,[],0,,,1610612749,88,114,2022-04-02T01:50:42Z,4820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,88,114,2022-04-02T01:53:19Z,4830000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,88,114,2022-04-02T01:53:19Z,4840000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,88,114,2022-04-02T01:53:19Z,4850000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,in,['startperiod'],201586,,,1610612749,88,114,2022-04-02T01:53:19Z,4860000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,in,['startperiod'],1629670,,,1610612749,88,114,2022-04-02T01:53:19Z,4870000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-04-02T01:52:56.3Z,4,REGULAR,substitution,in,['startperiod'],1630572,,,1610612749,88,114,2022-04-02T01:53:19Z,4880000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2022-04-02T01:53:25.5Z,4,REGULAR,period,start,[],0,,,1610612749,88,114,2022-04-02T01:53:25Z,4890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M40.00S,2022-04-02T01:53:43.7Z,4,REGULAR,3pt,Jump Shot,[],1630572,19.398817345597898,5.392156862745098,1610612749,88,114,2022-04-02T01:53:50Z,4900000,223.0,130.0,1,left,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
497,PT11M38.00S,2022-04-02T01:53:45.7Z,4,REGULAR,rebound,offensive,[],201586,,,1610612749,88,114,2022-04-02T01:53:50Z,4910000,,,0,,S. Ibaka REBOUND (Off:2 Def:3),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,496.0,5.0,3.0,2.0,,,,,
498,PT11M37.00S,2022-04-02T01:53:47.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203648,5.601182654402102,52.450980392156865,1610612749,90,114,2022-04-02T01:53:54Z,4920000,-12.0,0.0,1,left,T. Antetokounmpo cutting Layup (6 PTS) (S. Ibaka 1 AST),"[203648, 201586]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.23,Made,6.0,S. Ibaka,201586.0,1.0,,,,,,,,,,,,,,
500,PT11M23.00S,2022-04-02T01:54:01.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,93.11760840998686,53.67647058823529,1610612746,90,114,2022-04-02T01:54:24Z,4940000,18.0,12.0,1,right,MISS T. Mann cutting DUNK - blocked,"[1629611, 1630572]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,2.21,Missed,,,,,,,,,,,,,,,Mamukelashvili,1630572.0,,
501,PT11M23.00S,2022-04-02T01:54:01.9Z,4,REGULAR,block,,[],1630572,,,1610612746,90,114,2022-04-02T01:54:05Z,4950000,,,0,,S. Mamukelashvili BLOCK (2 BLK),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M19.00S,2022-04-02T01:54:05.9Z,4,REGULAR,rebound,defensive,[],1629623,,,1610612749,90,114,2022-04-02T01:54:24Z,4960000,,,0,,L. Wigginton REBOUND (Off:0 Def:3),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,500.0,3.0,3.0,0.0,,,,,
503,PT11M19.00S,2022-04-02T01:54:11.0Z,4,REGULAR,foul,personal,[],203496,,,1610612749,90,114,2022-04-02T01:54:17Z,4970000,,,0,,R. Covington personal FOUL (4 PF),"[203496, 1629623]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,2882.0,4.0,0.0,Wigginton,1629623.0,,,,,,,,,
505,PT11M07.00S,2022-04-02T01:54:37.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203648,20.318659658344284,48.03921568627451,1610612749,90,114,2022-04-02T01:54:41Z,4990000,10.0,138.0,1,left,MISS T. Antetokounmpo 13' pullup Shot,[203648],1610612749.0,MIL,pullup,,,Antetokounmpo,T. Antetokounmpo,,,,,13.88,Missed,,,,,,,,,,,,,,,,,,
506,PT11M05.00S,2022-04-02T01:54:40.4Z,4,REGULAR,rebound,defensive,[],203496,,,1610612746,90,114,2022-04-02T01:54:40Z,5000000,,,0,,R. Covington REBOUND (Off:0 Def:8),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,505.0,8.0,8.0,0.0,,,,,
507,PT11M01.00S,2022-04-02T01:54:43.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203496,67.36202365308804,70.58823529411765,1610612746,90,117,2022-04-02T01:54:53Z,5010000,103.0,254.0,1,right,R. Covington 27' 3PT running (30 PTS),[203496],1610612746.0,LAC,running,,,Covington,R. Covington,,,,,27.43,Made,30.0,,,,,,,,,,,,,,,,,
508,PT10M47.00S,2022-04-02T01:55:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,8.09789750328515,50.49019607843137,1610612749,92,117,2022-04-02T01:55:06Z,5020000,-2.0,24.0,1,left,J. Nwora driving Layup (23 PTS),[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,2.37,Made,23.0,,,,,,,,,,,,,,,,,
509,PT10M47.00S,2022-04-02T01:55:04.8Z,4,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612749,92,117,2022-04-02T01:55:34Z,5030000,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Nwora 1 FT),"[1628392, 1629670]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,2002.0,3.0,0.0,Nwora,1629670.0,,,,,,,,,
511,PT10M47.00S,2022-04-02T01:55:27.2Z,4,REGULAR,substitution,out,[],1629611,,,1610612749,92,117,2022-04-02T01:55:32Z,5050000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M47.00S,2022-04-02T01:55:27.2Z,4,REGULAR,substitution,in,[],1629875,,,1610612749,92,117,2022-04-02T01:55:32Z,5060000,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M47.00S,2022-04-02T01:55:35.3Z,4,REGULAR,freethrow,1 of 1,[],1629670,,,1610612749,92,117,2022-04-02T01:55:37Z,5070000,,,0,,MISS J. Nwora Free Throw 1 of 1,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,Missed,,,,,,,,,,,,,,,,,,
514,PT10M37.00S,2022-04-02T01:55:45.3Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,92,117,2022-04-02T01:55:37Z,5080000,,,0,,I. Hartenstein REBOUND (Off:3 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,513.0,7.0,4.0,3.0,,,,,
515,PT10M26.00S,2022-04-02T01:55:46.6Z,4,REGULAR,3pt,Jump Shot,[],203496,91.93495400788436,2.941176470588235,1610612746,92,120,2022-04-02T01:55:51Z,5090000,-235.0,23.0,1,right,R. Covington 3PT  (33 PTS) (A. Coffey 5 AST),"[203496, 1629599]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,23.65,Made,33.0,A. Coffey,1629599.0,5.0,,,,,,,,,,,,,,
517,PT10M13.00S,2022-04-02T01:56:01.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201586,11.514454664914586,52.450980392156865,1610612749,92,120,2022-04-02T01:56:07Z,5110000,-12.0,56.0,1,left,MISS S. Ibaka driving Hook,[201586],1610612749.0,MIL,driving,,,Ibaka,S. Ibaka,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,
518,PT10M13.00S,2022-04-02T01:56:01.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,92,120,2022-04-02T01:56:07Z,5120000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,517.0,,,,,,,,
519,PT10M13.00S,2022-04-02T01:56:05.5Z,4,REGULAR,foul,personal,[],1628392,,,1610612749,92,120,2022-04-02T01:56:34Z,5130000,,,0,,I. Hartenstein loose ball personal FOUL (4 PF),"[1628392, 1630572]",1610612746.0,LAC,loose ball,,,Hartenstein,I. Hartenstein,,,,,,,,,,,1363.0,4.0,0.0,Mamukelashvili,1630572.0,,,,,,,,,
521,PT10M00.00S,2022-04-02T01:56:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203648,7.046649145860711,49.754901960784316,1610612749,94,120,2022-04-02T01:56:39Z,5150000,1.0,14.0,1,left,T. Antetokounmpo driving finger roll Layup (8 PTS),[203648],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,T. Antetokounmpo,,,,,1.38,Made,8.0,,,,,,,,,,,,,,,,,
522,PT09M47.00S,2022-04-02T01:56:47.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629875,91.01511169513797,40.68627450980392,1610612746,94,122,2022-04-02T01:56:54Z,5160000,-47.0,32.0,1,right,X. Moon pullup bank Jump Shot (2 PTS),[1629875],1610612746.0,LAC,pullup bank,,,Moon,X. Moon,,,,,5.65,Made,2.0,,,,,,,,,,,,,,,,,
523,PT09M32.00S,2022-04-02T01:57:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203648,7.046649145860711,50.245098039215684,1610612749,96,122,2022-04-02T01:57:07Z,5170000,-1.0,14.0,1,left,T. Antetokounmpo cutting Layup (10 PTS) (L. Wigginton 3 AST),"[203648, 1629623]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.38,Made,10.0,L. Wigginton,1629623.0,3.0,,,,,,,,,,,,,,
525,PT09M16.00S,2022-04-02T01:57:18.7Z,4,REGULAR,2pt,Jump Shot,[],1629875,79.84559789750328,71.81372549019608,1610612746,96,122,2022-04-02T01:58:07Z,5190000,109.0,137.0,1,right,MISS X. Moon 17' fadeaway Shot,[1629875],1610612746.0,LAC,fadeaway,,,Moon,X. Moon,,,,,17.51,Missed,,,,,,,,,,,,,,,,,,
526,PT09M15.00S,2022-04-02T01:57:19.7Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,96,122,2022-04-02T01:59:06Z,5200000,,,0,,I. Hartenstein REBOUND (Off:4 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,525.0,8.0,4.0,4.0,,,,,
527,PT09M15.00S,2022-04-02T01:57:25.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612746,96,124,2022-04-02T01:58:56Z,5210000,0.0,0.0,1,right,I. Hartenstein tip DUNK (12 PTS),[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,
528,PT09M00.00S,2022-04-02T01:57:35.9Z,4,REGULAR,turnover,bad pass,[],203648,,,1610612749,96,124,2022-04-02T01:57:40Z,5220000,,,0,,T. Antetokounmpo bad pass TURNOVER (1 TO),"[203648, 1628392]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,1.0,,,Hartenstein,1628392.0
529,PT09M00.00S,2022-04-02T01:57:35.9Z,4,REGULAR,steal,,[],1628392,,,1610612746,96,124,2022-04-02T01:57:38Z,5230000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M50.00S,2022-04-02T01:57:45.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629599,91.40932982917214,50.49019607843137,1610612746,96,124,2022-04-02T01:57:51Z,5240000,2.0,28.0,1,right,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,
531,PT08M47.00S,2022-04-02T01:57:48.7Z,4,REGULAR,rebound,defensive,[],201586,,,1610612749,96,124,2022-04-02T01:57:51Z,5250000,,,0,,S. Ibaka REBOUND (Off:2 Def:4),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,530.0,6.0,4.0,2.0,,,,,
532,PT08M41.00S,2022-04-02T01:57:54.6Z,4,REGULAR,turnover,lost ball,[],1629623,,,1610612749,96,124,2022-04-02T01:58:03Z,5260000,,,0,,L. Wigginton lost ball TURNOVER (2 TO),"[1629623, 1629599]",1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,2.0,,,Coffey,1629599.0
533,PT08M41.00S,2022-04-02T01:57:54.6Z,4,REGULAR,steal,,[],1629599,,,1610612746,96,124,2022-04-02T02:02:22Z,5270000,,,0,,A. Coffey STEAL (3 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M37.00S,2022-04-02T01:58:01.0Z,4,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612746,96,124,2022-04-02T01:58:21Z,5280000,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Coffey 2 FT),"[1630572, 1629599]",1610612749.0,MIL,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,2882.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,
536,PT08M37.00S,2022-04-02T01:58:38.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629599,,,1610612746,96,125,2022-04-02T01:58:38Z,5300000,,,0,,A. Coffey Free Throw 1 of 2 (21 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
537,PT08M37.00S,2022-04-02T01:58:43.7Z,4,REGULAR,substitution,out,[],1629623,,,1610612746,96,125,2022-04-02T01:58:47Z,5310000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M37.00S,2022-04-02T01:58:43.7Z,4,REGULAR,substitution,in,[],1628975,,,1610612746,96,125,2022-04-02T01:58:47Z,5320000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M37.00S,2022-04-02T01:58:52.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629599,,,1610612746,96,126,2022-04-02T01:58:52Z,5330000,,,0,,A. Coffey Free Throw 2 of 2 (22 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
