actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M58.00S,2021-12-23T01:12:01.4Z,1,REGULAR,3pt,Jump Shot,[],1629717,66.70499342969777,38.970588235294116,1610612745,2,0,2021-12-23T01:12:08Z,170000,-55.0,260.0,1,right,MISS A. Brooks 26' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M55.00S,2021-12-23T01:12:04.4Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,2,0,2021-12-23T01:12:08Z,180000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,17.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M45.00S,2021-12-23T01:12:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,9.674770039421814,51.470588235294116,1610612749,2,0,2021-12-23T01:12:20Z,190000,-7.0,38.0,1,left,MISS K. Middleton driving Layup,[203114],1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M45.00S,2021-12-23T01:12:14.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,2,0,2021-12-23T01:12:20Z,200000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,
21,PT10M45.00S,2021-12-23T01:12:19.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,2,0,2021-12-23T01:12:19Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M41.00S,2021-12-23T01:12:33.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203114,16.113666228646515,21.323529411764707,1610612749,4,0,2021-12-23T01:12:39Z,220000,143.0,99.0,1,left,K. Middleton 17' Jump Shot (2 PTS) (J. Holiday 1 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,17.43,Made,,2.0,,,,,,,,,,J. Holiday,201950.0,1.0,,,,,
24,PT10M35.00S,2021-12-23T01:12:42.9Z,1,REGULAR,foul,personal,[],1629670,,,1610612745,4,0,2021-12-23T01:12:50Z,240000,,,0,,J. Nwora personal FOUL (1 PF),"[1629670, 1630256]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,203591.0,,,,,1.0,0.0,Tate,1630256.0,,,,,,,,
26,PT10M28.00S,2021-12-23T01:13:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.72339027595268,52.450980392156865,1610612745,4,2,2021-12-23T01:13:12Z,260000,12.0,16.0,1,right,C. Wood driving Layup (2 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,2.01,Made,,2.0,,,,,,,,,,,,,,,,,
27,PT10M23.00S,2021-12-23T01:13:15.2Z,1,REGULAR,foul,personal,[],1630256,,,1610612749,4,2,2021-12-23T01:13:36Z,270000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 203114]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,1628172.0,,,,,1.0,0.0,Middleton,203114.0,,,,,,,,
29,PT10M17.00S,2021-12-23T01:13:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629670,21.76412614980289,91.42156862745098,1610612749,7,2,2021-12-23T01:13:46Z,290000,-207.0,152.0,1,left,J. Nwora 25' 3PT  (3 PTS) (J. Holiday 2 AST),"[1629670, 201950]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,25.7,Made,,3.0,,,,,,,,,,J. Holiday,201950.0,2.0,,,,,
31,PT10M06.00S,2021-12-23T01:13:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629717,73.53810775295663,8.57843137254902,1610612745,7,5,2021-12-23T01:13:58Z,310000,-207.0,196.0,1,right,A. Brooks 28' 3PT pullup (3 PTS),[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,28.53,Made,,3.0,,,,,,,,,,,,,,,,,
32,PT09M57.00S,2021-12-23T01:14:01.5Z,1,REGULAR,2pt,Jump Shot,[],203114,22.683968462549277,63.970588235294116,1610612749,7,5,2021-12-23T01:14:51Z,320000,-70.0,161.0,1,left,MISS K. Middleton 17' step back Shot,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M53.00S,2021-12-23T01:14:05.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,7,5,2021-12-23T01:14:08Z,330000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,32.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M48.00S,2021-12-23T01:14:09.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,77.87450722733246,94.36274509803921,1610612745,7,5,2021-12-23T01:14:24Z,340000,222.0,155.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M46.00S,2021-12-23T01:14:11.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,7,5,2021-12-23T01:14:24Z,350000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,
36,PT09M46.00S,2021-12-23T01:14:15.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,7,5,2021-12-23T01:14:15Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M31.00S,2021-12-23T01:14:35.6Z,1,REGULAR,3pt,Jump Shot,[],202326,27.8580814717477,20.829503676470587,1610612749,7,5,2021-12-23T01:14:58Z,370000,146.0,209.0,1,left,MISS D. Cousins 25' 3PT,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M28.00S,2021-12-23T01:14:38.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,7,5,2021-12-23T01:14:41Z,380000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,37.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
39,PT09M27.00S,2021-12-23T01:14:51.4Z,1,REGULAR,foul,personal,[],1629670,,,1610612745,7,5,2021-12-23T01:15:01Z,390000,,,0,,J. Nwora personal FOUL (2 PF),"[1629670, 1626174]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,203591.0,,,,,2.0,0.0,Wood,1626174.0,,,,,,,,
41,PT09M27.00S,2021-12-23T01:14:58.2Z,1,REGULAR,substitution,out,[],1629670,,,1610612745,7,5,2021-12-23T01:15:04Z,410000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M27.00S,2021-12-23T01:14:58.2Z,1,REGULAR,substitution,in,[],203918,,,1610612745,7,5,2021-12-23T01:15:04Z,420000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M23.00S,2021-12-23T01:15:10.2Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,7,5,2021-12-23T01:15:25Z,430000,,,0,,E. Gordon bad pass out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,bad pass,,,Gordon,E. Gordon,,,,,,,,,2530.0,1.0,,,,,,,,,,,,,,,
44,PT09M07.00S,2021-12-23T01:15:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,31.35676741130092,72.54901960784314,1610612749,7,5,2021-12-23T01:15:35Z,440000,-113.0,242.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
45,PT09M05.00S,2021-12-23T01:15:30.0Z,1,REGULAR,rebound,offensive,[],202326,,,1610612749,7,5,2021-12-23T01:15:30Z,450000,,,0,,D. Cousins REBOUND (Off:1 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,44.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
47,PT09M04.00S,2021-12-23T01:15:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612749,7,5,2021-12-23T01:15:45Z,470000,,,0,,C. Wood shooting personal FOUL (1 PF) (Cousins 2 FT),"[1626174, 202326]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,203591.0,,,,,1.0,0.0,Cousins,202326.0,,,,,,,,
49,PT09M04.00S,2021-12-23T01:16:00.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202326,,,1610612749,8,5,2021-12-23T01:16:00Z,490000,,,0,,D. Cousins Free Throw 1 of 2 (1 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
50,PT09M04.00S,2021-12-23T01:16:13.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202326,,,1610612749,9,5,2021-12-23T01:16:13Z,500000,,,0,,D. Cousins Free Throw 2 of 2 (2 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
51,PT08M51.00S,2021-12-23T01:16:28.6Z,1,REGULAR,turnover,lost ball,[],1626174,,,1610612745,9,5,2021-12-23T01:16:33Z,510000,,,0,,C. Wood lost ball TURNOVER (1 TO),"[1626174, 1626192]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,1.0,,,,,,,,,,,Connaughton,1626192.0,,,
52,PT08M51.00S,2021-12-23T01:16:28.6Z,1,REGULAR,steal,,[],1626192,,,1610612749,9,5,2021-12-23T01:16:31Z,520000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M45.00S,2021-12-23T01:16:37.2Z,1,REGULAR,turnover,out-of-bounds,[],203918,,,1610612749,9,5,2021-12-23T01:16:44Z,530000,,,0,,R. Hood step out-of-bounds TURNOVER (1 TO),[203918],1610612749.0,MIL,step,,,Hood,R. Hood,,,,,,,,,2530.0,1.0,,,,,,,,,,,,,,,
54,PT08M38.00S,2021-12-23T01:16:52.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,9,5,2021-12-23T01:16:52Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M32.00S,2021-12-23T01:17:04.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630256,89.43823915900131,40.68627450980392,1610612745,9,5,2021-12-23T01:17:38Z,550000,-47.0,47.0,1,right,MISS J. Tate 6' driving floating Shot,[1630256],1610612745.0,HOU,driving floating,,,Tate,J. Tate,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,,
56,PT08M30.00S,2021-12-23T01:17:06.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,9,5,2021-12-23T01:17:09Z,560000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,55.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
57,PT08M24.00S,2021-12-23T01:17:13.9Z,1,REGULAR,3pt,Jump Shot,[],203114,30.962549277266753,71.32352941176471,1610612749,9,5,2021-12-23T01:17:19Z,570000,-107.0,239.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
58,PT08M21.00S,2021-12-23T01:17:16.1Z,1,REGULAR,rebound,offensive,[],203918,,,1610612749,9,5,2021-12-23T01:17:16Z,580000,,,0,,R. Hood REBOUND (Off:1 Def:0),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,57.0,,,,1.0,0.0,1.0,,,,,,,,,,,,
59,PT08M15.00S,2021-12-23T01:17:24.9Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,9,5,2021-12-23T01:17:31Z,590000,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,lost ball,,,Holiday,J. Holiday,,,,,,,,,203591.0,1.0,,,,,,,,,,,,,,,
60,PT08M02.00S,2021-12-23T01:17:58.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,9,5,2021-12-23T01:17:58Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M54.00S,2021-12-23T01:18:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,92.59198423127464,95.09803921568627,1610612745,9,5,2021-12-23T01:18:24Z,610000,225.0,17.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,22.61,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M51.00S,2021-12-23T01:18:20.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,9,5,2021-12-23T01:18:24Z,620000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,61.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
63,PT07M48.00S,2021-12-23T01:18:23.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,33.327858081471746,45.588235294117645,1610612749,9,5,2021-12-23T01:18:30Z,630000,22.0,261.0,1,left,MISS J. Holiday 26' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M44.00S,2021-12-23T01:18:27.0Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,9,5,2021-12-23T01:18:30Z,640000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,63.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
65,PT07M38.00S,2021-12-23T01:18:35.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,9,5,2021-12-23T01:18:35Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M31.00S,2021-12-23T01:18:54.6Z,1,REGULAR,turnover,lost ball,[],1629717,,,1610612745,9,5,2021-12-23T01:19:02Z,660000,,,0,,A. Brooks lost ball TURNOVER (1 TO),"[1629717, 1626192]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,1.0,,,,,,,,,,,Connaughton,1626192.0,,,
67,PT07M31.00S,2021-12-23T01:18:54.6Z,1,REGULAR,steal,,[],1626192,,,1610612749,9,5,2021-12-23T01:18:57Z,670000,,,0,,P. Connaughton STEAL (2 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M20.00S,2021-12-23T01:19:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202326,9.017739816031538,51.470588235294116,1610612749,11,5,2021-12-23T01:19:10Z,680000,-7.0,32.0,1,left,D. Cousins cutting Layup (4 PTS) (K. Middleton 1 AST),"[202326, 203114]",1610612749.0,MIL,cutting,,,Cousins,D. Cousins,,,,,3.31,Made,,4.0,,,,,,,,,,K. Middleton,203114.0,1.0,,,,,
70,PT07M04.00S,2021-12-23T01:19:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.9862023653088,50.245098039215684,1610612745,11,7,2021-12-23T01:19:27Z,700000,1.0,13.0,1,right,E. Gordon driving finger roll Layup (2 PTS),[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,1.35,Made,,2.0,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2021-12-23T01:19:30.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,11.251642575558476,45.09803921568628,1610612749,11,7,2021-12-23T01:19:34Z,710000,25.0,53.0,1,left,MISS J. Holiday Hook,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M53.00S,2021-12-23T01:19:32.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,11,7,2021-12-23T01:19:34Z,720000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,71.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
73,PT06M44.00S,2021-12-23T01:19:41.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,65.65374507227332,41.42156862745098,1610612745,11,7,2021-12-23T01:19:49Z,730000,-43.0,270.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M39.00S,2021-12-23T01:19:46.9Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,11,7,2021-12-23T01:19:49Z,740000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,73.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
75,PT06M38.00S,2021-12-23T01:19:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,92.46057818659659,50.49019607843137,1610612745,11,9,2021-12-23T01:19:53Z,750000,2.0,18.0,1,right,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,1.86,Made,,2.0,,,,,,,,,,,,,,,,,
76,PT06M34.00S,2021-12-23T01:19:57.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,9,2021-12-23T01:19:57Z,760000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2021-12-23T01:22:21.5Z,1,REGULAR,substitution,out,[],203114,,,1610612749,11,9,2021-12-23T01:22:49Z,770000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2021-12-23T01:22:21.5Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,11,9,2021-12-23T01:22:49Z,780000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M34.00S,2021-12-23T01:22:21.5Z,1,REGULAR,substitution,in,[],203648,,,1610612749,11,9,2021-12-23T01:22:49Z,790000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M34.00S,2021-12-23T01:22:21.5Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,11,9,2021-12-23T01:22:49Z,800000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M22.00S,2021-12-23T01:23:08.2Z,1,REGULAR,2pt,Jump Shot,[],201950,3.3672798948751645,78.67647058823529,1610612749,11,9,2021-12-23T01:23:14Z,810000,-143.0,-21.0,1,left,MISS J. Holiday 14' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M19.00S,2021-12-23T01:23:11.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,9,2021-12-23T01:23:14Z,820000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,81.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
83,PT06M09.00S,2021-12-23T01:23:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,90.88370565045992,53.431372549019606,1610612745,11,11,2021-12-23T01:23:25Z,830000,17.0,33.0,1,right,C. Wood driving Layup (4 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,3.74,Made,,4.0,,,,,,,,,,E. Gordon,201569.0,1.0,,,,,
85,PT05M57.00S,2021-12-23T01:23:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,6.521024967148489,49.50980392156863,1610612749,13,11,2021-12-23T01:23:39Z,850000,2.0,9.0,1,left,T. Antetokounmpo cutting Layup (2 PTS) (J. Holiday 3 AST),"[203648, 201950]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,0.91,Made,,2.0,,,,,,,,,,J. Holiday,201950.0,3.0,,,,,
87,PT05M34.00S,2021-12-23T01:23:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,86.28449408672799,54.90196078431373,1610612745,13,11,2021-12-23T01:24:02Z,870000,25.0,76.0,1,right,MISS J. Tate 8' Layup - blocked,"[1630256, 202326]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,8.02,Missed,,,,,,,,,,,,,,,,,Cousins,202326.0,
88,PT05M34.00S,2021-12-23T01:23:56.1Z,1,REGULAR,block,,[],202326,,,1610612745,13,11,2021-12-23T01:23:59Z,880000,,,0,,D. Cousins BLOCK (1 BLK),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M29.00S,2021-12-23T01:24:01.1Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,13,11,2021-12-23T01:24:02Z,890000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,87.0,,,,3.0,1.0,2.0,,,,,,,,,,,,
90,PT05M28.00S,2021-12-23T01:24:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629717,93.29829172141918,2.7190563725490198,1610612745,13,11,2021-12-23T01:24:41Z,900000,-236.0,10.0,1,right,MISS A. Brooks 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M25.00S,2021-12-23T01:24:05.1Z,1,REGULAR,rebound,defensive,[],203648,,,1610612749,13,11,2021-12-23T01:24:41Z,910000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,90.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
