actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
16,PT10M54.00S,2022-04-03T17:12:50.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,2,2022-04-03T17:12:53Z,160000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
17,PT10M48.00S,2022-04-03T17:12:56.4Z,1,REGULAR,3pt,Jump Shot,[],201572,10.5946123521682,3.6764705882352944,1610612749,6,2,2022-04-03T17:13:01Z,170000,232.0,47.0,1,left,B. Lopez 3PT  (3 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.63,Made,3.0,,,,,,,,,,,,,K. Middleton,203114.0,1.0,,,
19,PT10M30.00S,2022-04-03T17:13:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.72339027595268,52.450980392156865,1610612742,6,4,2022-04-03T17:13:18Z,190000,12.0,16.0,1,right,D. Powell Layup (2 PTS) (D. Finney-Smith 1 AST),"[203939, 1627827]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,2.01,Made,2.0,,,,,,,,,,,,,D. Finney-Smith,1627827.0,1.0,,,
21,PT10M19.00S,2022-04-03T17:13:24.0Z,1,REGULAR,3pt,Jump Shot,[],201950,23.47240473061761,7.352941176470589,1610612749,9,4,2022-04-03T17:13:28Z,210000,213.0,168.0,1,left,J. Holiday 27' 3PT  (6 PTS) (G. Antetokounmpo 1 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,27.15,Made,6.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,1.0,,,
23,PT10M08.00S,2022-04-03T17:13:35.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,79.188567674113,67.40196078431373,1610612742,9,4,2022-04-03T17:14:53Z,230000,87.0,143.0,1,right,MISS L. Doncic 16' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,16.75,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2022-04-03T17:13:37.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,9,4,2022-04-03T17:13:44Z,240000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT10M00.00S,2022-04-03T17:13:43.8Z,1,REGULAR,3pt,Jump Shot,[],202083,18.347568988173457,95.58823529411765,1610612749,9,4,2022-04-03T17:13:49Z,250000,-228.0,120.0,1,left,MISS W. Matthews 25' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M57.00S,2022-04-03T17:13:46.8Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,9,4,2022-04-03T17:13:49Z,260000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M43.00S,2022-04-03T17:14:00.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.77463863337714,52.20588235294118,1610612742,9,6,2022-04-03T17:14:06Z,270000,11.0,6.0,1,right,D. Powell DUNK (4 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,1.25,Made,4.0,,,,,,,,,,,,,L. Doncic,1629029.0,1.0,,,
29,PT09M28.00S,2022-04-03T17:14:16.0Z,1,REGULAR,2pt,Jump Shot,[],203114,24.392247043363994,47.30392156862745,1610612749,9,6,2022-04-03T17:14:20Z,290000,13.0,177.0,1,left,MISS K. Middleton 17' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,17.73,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2022-04-03T17:14:18.9Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,9,6,2022-04-03T17:14:18Z,300000,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,
31,PT09M08.00S,2022-04-03T17:14:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,91.27792378449409,60.29411764705882,1610612742,9,8,2022-04-03T17:14:39Z,310000,51.0,29.0,1,right,L. Doncic driving Layup (4 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,5.94,Made,4.0,,,,,,,,,,,,,,,,,,
32,PT08M51.00S,2022-04-03T17:14:52.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,8.09789750328515,49.26470588235294,1610612749,9,8,2022-04-03T17:14:57Z,320000,4.0,24.0,1,left,MISS B. Lopez turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,2.39,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M49.00S,2022-04-03T17:14:54.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,9,8,2022-04-03T17:14:57Z,330000,,,0,,D. Powell REBOUND (Off:0 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,
34,PT08M29.00S,2022-04-03T17:15:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,73.80091984231275,12.745098039215685,1610612742,9,11,2022-04-03T17:15:19Z,340000,-186.0,194.0,1,right,J. Brunson 26' 3PT  (3 PTS) (L. Doncic 2 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.88,Made,3.0,,,,,,,,,,,,,L. Doncic,1629029.0,2.0,,,
36,PT08M13.00S,2022-04-03T17:15:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,17.427726675427067,44.6078431372549,1610612749,11,11,2022-04-03T17:17:00Z,360000,27.0,111.0,1,left,G. Antetokounmpo 11' floating Jump Shot (2 PTS),[203507],1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,11.45,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT08M02.00S,2022-04-03T17:15:42.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,92.72339027595268,50.73529411764706,1610612742,11,13,2022-04-03T17:15:51Z,370000,4.0,16.0,1,right,D. Powell cutting DUNK (6 PTS) (L. Doncic 3 AST),"[203939, 1629029]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,1.63,Made,6.0,,,,,,,,,,,,,L. Doncic,1629029.0,3.0,,,
39,PT07M45.00S,2022-04-03T17:16:01.3Z,1,REGULAR,foul,personal,[],1628973,,,1610612749,11,13,2022-04-03T17:16:07Z,390000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 203114]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,1627962.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,,,,
41,PT07M45.00S,2022-04-03T17:16:11.0Z,1,REGULAR,substitution,out,[],201950,,,1610612749,11,13,2022-04-03T17:16:35Z,410000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M45.00S,2022-04-03T17:16:11.0Z,1,REGULAR,substitution,in,[],201588,,,1610612749,11,13,2022-04-03T17:16:35Z,420000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M30.00S,2022-04-03T17:16:36.4Z,1,REGULAR,2pt,Jump Shot,[],203507,9.017739816031538,32.35294117647059,1610612749,11,13,2022-04-03T17:16:40Z,430000,88.0,32.0,1,left,MISS G. Antetokounmpo 9' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,9.39,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M27.00S,2022-04-03T17:16:39.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,11,13,2022-04-03T17:16:40Z,440000,,,0,,D. Powell REBOUND (Off:0 Def:4),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,43.0,4.0,4.0,0.0,,,,,,,,,
45,PT07M23.00S,2022-04-03T17:16:46.6Z,1,REGULAR,foul,personal,[],202083,,,1610612742,11,13,2022-04-03T17:16:53Z,450000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 203939]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,2534.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,
47,PT07M21.00S,2022-04-03T17:17:03.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,68.28186596583443,14.215686274509803,1610612742,11,13,2022-04-03T17:17:09Z,470000,-179.0,246.0,1,right,MISS D. Finney-Smith 30' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,30.39,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M17.00S,2022-04-03T17:17:07.9Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,11,13,2022-04-03T17:17:09Z,480000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,
49,PT07M08.00S,2022-04-03T17:17:17.0Z,1,REGULAR,3pt,Jump Shot,[],201572,5.732588699080158,2.696078431372549,1610612749,11,13,2022-04-03T17:17:22Z,490000,237.0,1.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M05.00S,2022-04-03T17:17:20.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,11,13,2022-04-03T17:17:22Z,500000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,
51,PT07M05.00S,2022-04-03T17:17:20.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203507,10.775295663600525,48.908547794117645,1610612749,13,13,2022-04-03T17:17:40Z,510000,5.0,49.0,1,left,G. Antetokounmpo turnaround Hook (4 PTS),[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,4.91,Made,4.0,,,,,,,,,,,,,,,,,,
52,PT06M47.00S,2022-04-03T17:17:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,91.01511169513797,51.225490196078425,1610612742,13,15,2022-04-03T17:17:43Z,520000,6.0,32.0,1,right,D. Powell cutting Layup (8 PTS) (D. Finney-Smith 2 AST),"[203939, 1627827]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,3.26,Made,8.0,,,,,,,,,,,,,D. Finney-Smith,1627827.0,2.0,,,
54,PT06M39.00S,2022-04-03T17:17:50.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,15,2022-04-03T17:17:50Z,540000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M29.00S,2022-04-03T17:21:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202083,6.389618922470433,47.05882352941176,1610612749,13,15,2022-04-03T17:21:33Z,550000,15.0,8.0,1,left,MISS W. Matthews driving Layup,[202083],1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M26.00S,2022-04-03T17:21:31.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,13,15,2022-04-03T17:21:31Z,560000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT06M12.00S,2022-04-03T17:21:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,66.5735873850197,62.00980392156863,1610612742,13,15,2022-04-03T17:21:50Z,570000,60.0,262.0,1,right,MISS J. Brunson 26' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M10.00S,2022-04-03T17:21:48.5Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,13,15,2022-04-03T17:21:50Z,580000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,
59,PT06M02.00S,2022-04-03T17:22:02.6Z,1,REGULAR,violation,kicked ball,[],1629029,,,1610612749,13,15,2022-04-03T17:22:57Z,590000,,,0,,L. Doncic kicked ball VIOLATION,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,2534.0,,,,,,,,,,,,,,,,,
60,PT06M02.00S,2022-04-03T17:22:08.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,13,15,2022-04-03T17:22:14Z,600000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2022-04-03T17:22:08.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,13,15,2022-04-03T17:22:14Z,610000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M56.00S,2022-04-03T17:22:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,10.068988173455978,45.588235294117645,1610612749,13,15,2022-04-03T17:22:30Z,620000,22.0,42.0,1,left,MISS G. Antetokounmpo Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,4.75,Missed,,,,,,,,,,,,,,,,,,,
63,PT05M56.00S,2022-04-03T17:22:23.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,13,15,2022-04-03T17:22:30Z,630000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,
64,PT05M55.00S,2022-04-03T17:22:30.2Z,1,REGULAR,foul,personal,[],1627827,,,1610612749,13,15,2022-04-03T17:23:34Z,640000,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 203507]",1610612742.0,DAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,,,,2534.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,
66,PT05M49.00S,2022-04-03T17:22:47.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203507,24.26084099868594,63.725490196078425,1610612749,13,15,2022-04-03T17:22:53Z,660000,-69.0,176.0,1,left,MISS G. Antetokounmpo 18' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,18.85,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2022-04-03T17:22:50.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,13,15,2022-04-03T17:22:53Z,670000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,
68,PT05M31.00S,2022-04-03T17:23:09.4Z,1,REGULAR,foul,personal,[],202083,,,1610612742,13,15,2022-04-03T17:23:33Z,680000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 1629029]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,2534.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,
70,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,out,[],202083,,,1610612742,13,15,2022-04-03T17:23:47Z,700000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,out,[],203507,,,1610612742,13,15,2022-04-03T17:23:47Z,710000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,13,15,2022-04-03T17:23:47Z,720000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612742,13,15,2022-04-03T17:23:47Z,730000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,in,[],201950,,,1610612742,13,15,2022-04-03T17:23:47Z,740000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2022-04-03T17:23:27.4Z,1,REGULAR,substitution,in,[],203915,,,1610612742,13,15,2022-04-03T17:23:47Z,750000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M18.00S,2022-04-03T17:24:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,79.71419185282524,34.55882352941176,1610612742,13,17,2022-04-03T17:24:05Z,760000,-77.0,138.0,1,right,R. Bullock 15' pullup Jump Shot (2 PTS) (D. Powell 1 AST),"[203493, 203939]",1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,15.83,Made,2.0,,,,,,,,,,,,,D. Powell,203939.0,1.0,,,
78,PT05M06.00S,2022-04-03T17:24:12.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,31.882391590013142,30.88235294117647,1610612749,13,17,2022-04-03T17:24:19Z,780000,96.0,247.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2022-04-03T17:24:14.4Z,1,REGULAR,rebound,offensive,[],201588,,,1610612749,13,17,2022-04-03T17:24:14Z,790000,,,0,,G. Hill REBOUND (Off:1 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,
80,PT04M59.00S,2022-04-03T17:24:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,33.459264126149804,63.48039215686274,1610612749,16,17,2022-04-03T17:24:23Z,800000,-67.0,262.0,1,left,P. Connaughton 27' 3PT  (3 PTS) (K. Middleton 2 AST),"[1626192, 203114]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.05,Made,3.0,,,,,,,,,,,,,K. Middleton,203114.0,2.0,,,
82,PT04M43.00S,2022-04-03T17:24:35.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,93.11760840998686,33.57843137254902,1610612742,16,17,2022-04-03T17:25:10Z,820000,-82.0,12.0,1,right,MISS L. Doncic 8' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M43.00S,2022-04-03T17:24:35.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,16,17,2022-04-03T17:24:42Z,830000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,
84,PT04M41.00S,2022-04-03T17:24:43.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,16,17,2022-04-03T17:24:43Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M36.00S,2022-04-03T17:24:48.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,34.11629434954008,50.245098039215684,1610612749,16,17,2022-04-03T17:24:55Z,850000,-1.0,268.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M33.00S,2022-04-03T17:24:51.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,17,2022-04-03T17:24:55Z,860000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,
87,PT04M30.00S,2022-04-03T17:24:54.6Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,16,17,2022-04-03T17:25:04Z,870000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 201588]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,1.0,Hill,201588.0,,,,,,
88,PT04M30.00S,2022-04-03T17:24:54.6Z,1,REGULAR,steal,,[],201588,,,1610612749,16,17,2022-04-03T17:24:57Z,880000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2022-04-03T17:25:01.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201950,32.14520367936925,28.921568627450984,1610612749,16,17,2022-04-03T17:25:10Z,890000,105.0,250.0,1,left,MISS J. Holiday 27' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2022-04-03T17:25:04.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,17,2022-04-03T17:25:04Z,900000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,
