actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
456,PT06M08.00S,2022-01-20T02:36:49.5Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,81,66,2022-01-20T02:36:49Z,4450000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,455.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
457,PT06M02.00S,2022-01-20T02:36:55.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,5.995400788436268,4.411764705882353,1610612749,81,66,2022-01-20T02:37:02Z,4460000,228.0,4.0,1,left,MISS P. Connaughton running 3PT - blocked,"[1626192, 1628991]",1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,22.79,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,
458,PT06M02.00S,2022-01-20T02:36:55.5Z,3,REGULAR,block,,[],1628991,,,1610612749,81,66,2022-01-20T02:36:59Z,4470000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M57.00S,2022-01-20T02:37:00.5Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,81,66,2022-01-20T02:37:02Z,4480000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,457.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
460,PT05M54.00S,2022-01-20T02:37:03.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,96.27135348226018,94.85294117647058,1610612763,81,66,2022-01-20T02:37:09Z,4490000,224.0,-17.0,1,right,MISS Z. Williams running 3PT,[1630533],1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,22.5,Missed,,,,,,,,,,,,,,,,,,,
461,PT05M51.00S,2022-01-20T02:37:06.5Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,81,66,2022-01-20T02:37:09Z,4500000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,460.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
462,PT05M42.00S,2022-01-20T02:37:15.7Z,3,REGULAR,3pt,Jump Shot,[],1626192,33.327858081471746,45.588235294117645,1610612749,84,66,2022-01-20T02:37:20Z,4510000,22.0,261.0,1,left,P. Connaughton 26' 3PT  (8 PTS) (K. Middleton 5 AST),"[1626192, 203114]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.17,Made,,,8.0,K. Middleton,203114.0,5.0,,,,,,,,,,,,,
464,PT05M25.00S,2022-01-20T02:37:32.5Z,3,REGULAR,2pt,Hook,[],1628991,91.67214191852825,69.36274509803921,1610612763,84,68,2022-01-20T02:37:39Z,4530000,97.0,26.0,1,right,J. Jackson Jr. 10' turnaround bank Hook (13 PTS),[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,10.02,Made,,,13.0,,,,,,,,,,,,,,,,
465,PT05M13.00S,2022-01-20T02:37:44.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,18.347568988173457,34.55882352941176,1610612749,86,68,2022-01-20T02:37:49Z,4540000,77.0,120.0,1,left,K. Middleton 14' fadeaway Jump Shot (14 PTS),[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,14.27,Made,,,14.0,,,,,,,,,,,,,,,,
466,PT04M58.00S,2022-01-20T02:37:59.1Z,3,REGULAR,3pt,Jump Shot,[],1629001,73.40670170827858,11.76470588235294,1610612763,86,71,2022-01-20T02:38:06Z,4550000,-191.0,197.0,1,right,D. Melton 27' 3PT  (5 PTS) (J. Morant 11 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,27.49,Made,,,5.0,J. Morant,1629630.0,11.0,,,,,,,,,,,,,
468,PT04M50.00S,2022-01-20T02:38:07.9Z,3,REGULAR,3pt,Jump Shot,[],1628960,28.33442838370565,19.11764705882353,1610612749,86,71,2022-01-20T02:38:12Z,4570000,154.0,214.0,1,left,MISS G. Allen 26' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
469,PT04M47.00S,2022-01-20T02:38:10.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,86,71,2022-01-20T02:38:12Z,4580000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,468.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
470,PT04M35.00S,2022-01-20T02:38:25.6Z,3,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612763,86,71,2022-01-20T02:38:36Z,4590000,,,0,,B. Portis shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1626171, 1628991]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,202035.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
472,PT04M35.00S,2022-01-20T02:38:52.2Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,86,72,2022-01-20T02:38:52Z,4610000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (14 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,14.0,,,,,,,,,,,,,,,,
473,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,out,[],201588,,,1610612763,86,72,2022-01-20T02:39:13Z,4620000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,out,[],1628960,,,1610612763,86,72,2022-01-20T02:39:13Z,4630000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,out,[],203500,,,1610612763,86,72,2022-01-20T02:39:13Z,4640000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,out,[],1630533,,,1610612763,86,72,2022-01-20T02:39:13Z,4650000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,in,[],1628978,,,1610612763,86,72,2022-01-20T02:39:13Z,4660000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,in,[],201950,,,1610612763,86,72,2022-01-20T02:39:13Z,4670000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,86,72,2022-01-20T02:39:13Z,4680000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M35.00S,2022-01-20T02:38:53.2Z,3,REGULAR,substitution,in,[],1629633,,,1610612763,86,72,2022-01-20T02:39:13Z,4690000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M35.00S,2022-01-20T02:39:15.9Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,86,73,2022-01-20T02:39:15Z,4700000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (15 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,15.0,,,,,,,,,,,,,,,,
482,PT04M28.00S,2022-01-20T02:39:26.6Z,3,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612749,86,73,2022-01-20T02:39:43Z,4710000,,,0,,D. Melton shooting personal FOUL (4 PF) (Holiday 2 FT),"[1629001, 201950]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,202035.0,,,,,4.0,0.0,Holiday,201950.0,,,,,,,,,
484,PT04M28.00S,2022-01-20T02:39:51.7Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,87,73,2022-01-20T02:39:51Z,4730000,,,0,,J. Holiday Free Throw 1 of 2 (8 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,8.0,,,,,,,,,,,,,,,,
485,PT04M28.00S,2022-01-20T02:40:07.5Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,88,73,2022-01-20T02:40:07Z,4740000,,,0,,J. Holiday Free Throw 2 of 2 (9 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,9.0,,,,,,,,,,,,,,,,
486,PT04M16.00S,2022-01-20T02:40:20.1Z,3,REGULAR,3pt,Jump Shot,[],1629001,80.89684625492772,95.09803921568627,1610612763,88,73,2022-01-20T02:40:31Z,4750000,225.0,127.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
487,PT04M08.00S,2022-01-20T02:40:28.1Z,3,REGULAR,rebound,offensive,[],1629633,,,1610612763,88,73,2022-01-20T02:40:31Z,4760000,,,0,,J. Culver REBOUND (Off:1 Def:0),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,486.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
488,PT04M08.00S,2022-01-20T02:40:27.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629633,94.40999984741211,50.0,1610612763,88,73,2022-01-20T02:40:27Z,4770000,0.0,0.0,1,right,MISS J. Culver tip Layup,[1629633],1610612763.0,MEM,tip,,,Culver,J. Culver,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
489,PT04M07.00S,2022-01-20T02:40:28.4Z,3,REGULAR,rebound,offensive,[],1629633,,,1610612763,88,73,2022-01-20T02:40:28Z,4780000,,,0,,J. Culver REBOUND (Off:2 Def:0),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,488.0,,,,,,,,,,2.0,0.0,2.0,,,,,,
490,PT04M06.00S,2022-01-20T02:40:29.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629633,92.19776609724047,50.98039215686274,1610612763,88,73,2022-01-20T02:40:35Z,4790000,5.0,21.0,1,right,MISS J. Culver tip Layup - blocked,"[1629633, 203114]",1610612763.0,MEM,tip,,,Culver,J. Culver,,,,,2.14,Missed,,,,,,,,,,,,,,Middleton,203114.0,,,,
491,PT04M06.00S,2022-01-20T02:40:29.2Z,3,REGULAR,block,,[],203114,,,1610612763,88,73,2022-01-20T02:42:51Z,4800000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M06.00S,2022-01-20T02:40:29.2Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,88,73,2022-01-20T02:40:35Z,4810000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,490.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
493,PT04M02.00S,2022-01-20T02:40:33.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,7.046649145860711,50.49019607843137,1610612749,88,73,2022-01-20T02:40:40Z,4820000,-2.0,14.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
494,PT03M59.00S,2022-01-20T02:40:36.7Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,88,73,2022-01-20T02:40:40Z,4830000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,493.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
495,PT03M56.00S,2022-01-20T02:40:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,88.91261498028909,49.50980392156863,1610612763,88,73,2022-01-20T02:40:47Z,4840000,-2.0,52.0,1,right,MISS J. Morant driving Layup - blocked,"[1629630, 1628978]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,5.18,Missed,,,,,,,,,,,,,,DiVincenzo,1628978.0,,,,
496,PT03M56.00S,2022-01-20T02:40:39.4Z,3,REGULAR,block,,[],1628978,,,1610612763,88,73,2022-01-20T02:40:42Z,4850000,,,0,,D. DiVincenzo BLOCK (2 BLK),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M53.00S,2022-01-20T02:40:42.4Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,88,73,2022-01-20T02:40:47Z,4860000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,495.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
498,PT03M41.00S,2022-01-20T02:40:55.4Z,3,REGULAR,3pt,Jump Shot,[],201950,19.71090670170828,91.68964460784314,1610612749,88,73,2022-01-20T02:41:14Z,4870000,-208.0,133.0,1,left,MISS J. Holiday 24' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
499,PT03M38.00S,2022-01-20T02:40:58.4Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,88,73,2022-01-20T02:41:14Z,4880000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,498.0,,,,,,,,,,6.0,5.0,1.0,,,,,,
500,PT03M34.00S,2022-01-20T02:41:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.19776609724047,50.73529411764706,1610612763,88,75,2022-01-20T02:44:23Z,4890000,4.0,21.0,1,right,J. Jackson Jr. driving Layup (17 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.11,Made,,,17.0,,,,,,,,,,,,,,,,
501,PT03M34.00S,2022-01-20T02:41:09.3Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612763,88,75,2022-01-20T02:41:35Z,4900000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[201950, 1628991]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,202035.0,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
503,PT03M34.00S,2022-01-20T02:41:18.3Z,3,REGULAR,substitution,out,[],1626171,,,1610612763,88,75,2022-01-20T02:41:38Z,4920000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M34.00S,2022-01-20T02:41:18.3Z,3,REGULAR,substitution,out,[],203114,,,1610612763,88,75,2022-01-20T02:41:38Z,4930000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M34.00S,2022-01-20T02:41:18.3Z,3,REGULAR,substitution,in,[],203507,,,1610612763,88,75,2022-01-20T02:41:38Z,4940000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT03M34.00S,2022-01-20T02:41:18.3Z,3,REGULAR,substitution,in,[],202083,,,1610612763,88,75,2022-01-20T02:41:38Z,4950000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT03M34.00S,2022-01-20T02:41:37.3Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,88,75,2022-01-20T02:41:39Z,4960000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 1,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
508,PT03M30.00S,2022-01-20T02:41:41.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,88,75,2022-01-20T02:41:39Z,4970000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,507.0,,,,,,,,,,10.0,9.0,1.0,,,,,,
510,PT03M17.00S,2022-01-20T02:41:51.3Z,3,REGULAR,3pt,Jump Shot,[],1626192,29.77989487516426,20.588235294117645,1610612749,91,75,2022-01-20T02:41:58Z,4990000,147.0,227.0,1,left,P. Connaughton 27' 3PT  (11 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.08,Made,,,11.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,
512,PT03M05.00S,2022-01-20T02:42:09.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612763,91,75,2022-01-20T02:42:22Z,5010000,,,0,,W. Matthews personal FOUL (1 PF) (Jackson Jr. 2 FT),"[202083, 1628991]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,101283.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
514,PT03M05.00S,2022-01-20T02:42:27.9Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,91,76,2022-01-20T02:42:27Z,5030000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (18 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,18.0,,,,,,,,,,,,,,,,
515,PT03M05.00S,2022-01-20T02:42:41.9Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,91,77,2022-01-20T02:42:41Z,5040000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (19 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,19.0,,,,,,,,,,,,,,,,
516,PT02M46.00S,2022-01-20T02:43:05.8Z,3,REGULAR,3pt,Jump Shot,[],202083,8.886333771353483,2.941176470588235,1610612749,91,77,2022-01-20T02:43:14Z,5050000,235.0,31.0,1,left,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
517,PT02M43.00S,2022-01-20T02:43:09.0Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,91,77,2022-01-20T02:43:09Z,5060000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,516.0,,,,,,,,,,7.0,6.0,1.0,,,,,,
518,PT02M41.00S,2022-01-20T02:43:10.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,92.32917214191852,50.245098039215684,1610612763,91,79,2022-01-20T02:43:19Z,5070000,1.0,20.0,1,right,J. Morant running Layup (24 PTS) (J. Jackson Jr. 1 AST),"[1629630, 1628991]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,1.96,Made,,,24.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,
520,PT02M33.00S,2022-01-20T02:43:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.652431011826544,50.98039215686274,1610612749,93,79,2022-01-20T02:43:27Z,5090000,-5.0,10.0,1,left,G. Antetokounmpo driving Layup (23 PTS) (D. DiVincenzo 2 AST),"[203507, 1628978]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.11,Made,,,23.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,
522,PT02M33.00S,2022-01-20T02:43:25.8Z,3,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612749,93,79,2022-01-20T02:46:29Z,5110000,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[1628991, 203507]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,202035.0,,,,,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
524,PT02M33.00S,2022-01-20T02:43:41.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,93,79,2022-01-20T02:43:41Z,5130000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M33.00S,2022-01-20T02:45:52.4Z,3,REGULAR,substitution,out,[],1628991,,,1610612749,93,79,2022-01-20T02:46:13Z,5140000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M33.00S,2022-01-20T02:45:52.4Z,3,REGULAR,substitution,in,[],203500,,,1610612749,93,79,2022-01-20T02:46:13Z,5150000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT02M33.00S,2022-01-20T02:46:38.8Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,94,79,2022-01-20T02:46:38Z,5160000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,24.0,,,,,,,,,,,,,,,,
528,PT02M21.00S,2022-01-20T02:46:52.0Z,3,REGULAR,3pt,Jump Shot,[],1629633,65.83032194480947,51.00337009803921,1610612763,94,82,2022-01-20T02:47:34Z,5170000,5.0,269.0,1,right,J. Culver 26' 3PT pullup (5 PTS),[1629633],1610612763.0,MEM,pullup,,,Culver,J. Culver,,,,,26.87,Made,,,5.0,,,,,,,,,,,,,,,,
529,PT01M57.00S,2022-01-20T02:47:15.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.754927726675426,47.549019607843135,1610612749,94,82,2022-01-20T02:48:16Z,5180000,12.0,30.0,1,left,MISS G. Antetokounmpo cutting Layup,[203507],1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
530,PT01M57.00S,2022-01-20T02:47:15.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,94,82,2022-01-20T02:47:25Z,5190000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,,,,
531,PT01M57.00S,2022-01-20T02:47:22.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,94,82,2022-01-20T02:47:22Z,5200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT01M46.00S,2022-01-20T02:47:33.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.89684625492772,45.09803921568628,1610612763,94,84,2022-01-20T02:47:38Z,5210000,-25.0,127.0,1,right,J. Morant 12' pullup Jump Shot (26 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,12.94,Made,,,26.0,,,,,,,,,,,,,,,,
533,PT01M29.00S,2022-01-20T02:47:50.0Z,3,REGULAR,3pt,Jump Shot,[],1626192,15.982260183968464,96.56862745098039,1610612749,94,84,2022-01-20T02:47:57Z,5220000,-233.0,98.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
534,PT01M26.00S,2022-01-20T02:47:53.4Z,3,REGULAR,rebound,offensive,[],201950,,,1610612749,94,84,2022-01-20T02:47:53Z,5230000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,533.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
535,PT01M24.00S,2022-01-20T02:47:55.8Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,94,84,2022-01-20T02:48:02Z,5240000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1629001]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,3.0,Melton,1629001.0,
536,PT01M24.00S,2022-01-20T02:47:55.8Z,3,REGULAR,steal,,[],1629001,,,1610612763,94,84,2022-01-20T02:47:58Z,5250000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT01M18.00S,2022-01-20T02:48:01.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,71.56701708278581,80.14705882352942,1610612763,94,84,2022-01-20T02:48:17Z,5260000,151.0,215.0,1,right,MISS J. Morant 26' running 3PT,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
538,PT01M15.00S,2022-01-20T02:48:04.4Z,3,REGULAR,rebound,defensive,[],202083,,,1610612749,94,84,2022-01-20T02:48:17Z,5270000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,537.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
539,PT01M08.00S,2022-01-20T02:48:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,10.85742444152431,44.36274509803921,1610612749,94,84,2022-01-20T02:48:28Z,5280000,28.0,50.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,5.71,Missed,,,,,,,,,,,,,,,,,,,
540,PT01M08.00S,2022-01-20T02:48:11.3Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,94,84,2022-01-20T02:48:28Z,5290000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,539.0,,,,,,,,,,11.0,9.0,2.0,,,,,,
