actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
447,PT03M19.00S,2022-01-29T04:51:16.5Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,84,82,2022-01-29T04:51:16Z,4430000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
448,PT03M19.00S,2022-01-29T04:51:42.1Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,85,82,2022-01-29T04:51:42Z,4440000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
449,PT03M09.00S,2022-01-29T04:51:54.1Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612752,85,82,2022-01-29T04:51:59Z,4450000,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 201588]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,2.0,Hill,201588.0,,,,,,,,,,,,,,,,,,
450,PT03M09.00S,2022-01-29T04:51:54.1Z,3,REGULAR,steal,,[],201588,,,1610612749,85,82,2022-01-29T04:51:56Z,4460000,,,0,,G. Hill STEAL (2 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M47.00S,2022-01-29T04:52:16.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201588,66.44218134034165,39.705882352941174,1610612749,85,82,2022-01-29T04:52:21Z,4470000,-51.0,263.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
452,PT02M44.00S,2022-01-29T04:52:19.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,85,82,2022-01-29T04:52:19Z,4480000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,451.0,4.0,2.0,2.0,,,,,,,,
453,PT02M40.00S,2022-01-29T04:52:25.5Z,3,REGULAR,foul,personal,['2freethrow'],202083,,,1610612752,85,82,2022-01-29T04:56:01Z,4490000,,,0,,W. Matthews shooting personal FOUL (3 PF) (Randle 2 FT),"[202083, 203944]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,2715.0,3.0,0.0,Randle,203944.0,,,
455,PT02M40.00S,2022-01-29T04:52:38.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,85,82,2022-01-29T04:52:38Z,4510000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M40.00S,2022-01-29T04:56:07.6Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,85,83,2022-01-29T04:56:28Z,4520000,,,0,,J. Randle Free Throw 1 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
457,PT02M40.00S,2022-01-29T04:56:07.6Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,85,83,2022-01-29T04:56:28Z,4530000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,Missed,,,,,,,,,,,,,,,,
458,PT02M36.00S,2022-01-29T04:56:11.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,85,83,2022-01-29T04:56:28Z,4540000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,457.0,6.0,6.0,0.0,,,,,,,,
459,PT02M21.00S,2022-01-29T04:56:42.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,89.70105124835742,46.81372549019608,1610612749,85,83,2022-01-29T04:56:55Z,4550000,-16.0,44.0,1,right,MISS P. Connaughton driving Layup - blocked,"[1626192, 203457]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,,,,4.71,Missed,,,,,,,,,,,,,,,Noel,203457.0
460,PT02M21.00S,2022-01-29T04:56:42.4Z,3,REGULAR,block,,[],203457,,,1610612749,85,83,2022-01-29T04:57:14Z,4560000,,,0,,N. Noel BLOCK (1 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M18.00S,2022-01-29T04:56:45.4Z,3,REGULAR,rebound,defensive,[],202692,,,1610612752,85,83,2022-01-29T04:59:14Z,4570000,,,0,,A. Burks REBOUND (Off:1 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,459.0,2.0,1.0,1.0,,,,,,,,
462,PT02M15.00S,2022-01-29T04:56:52.8Z,3,REGULAR,3pt,Jump Shot,[],202692,27.94021024967148,17.892156862745097,1610612752,85,83,2022-01-29T04:58:50Z,4580000,161.0,210.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,
463,PT02M13.00S,2022-01-29T04:56:54.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,85,83,2022-01-29T04:58:50Z,4590000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,462.0,7.0,7.0,0.0,,,,,,,,
464,PT02M04.00S,2022-01-29T04:56:59.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201588,77.61169513797634,89.70588235294117,1610612749,88,83,2022-01-29T04:59:27Z,4600000,199.0,158.0,1,right,G. Hill 25' 3PT running (5 PTS) (G. Antetokounmpo 4 AST),"[201588, 203507]",1610612749.0,MIL,running,,,Hill,G. Hill,,,,,,,,25.37,Made,5.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,
466,PT01M45.00S,2022-01-29T04:57:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203457,6.783837056504599,50.0,1610612752,88,85,2022-01-29T04:57:24Z,4620000,0.0,11.0,1,left,N. Noel cutting Layup (4 PTS) (R. Barrett 3 AST),"[203457, 1629628]",1610612752.0,NYK,cutting,,,Noel,N. Noel,,,,,,,,1.13,Made,4.0,R. Barrett,1629628.0,3.0,,,,,,,,,,,,
468,PT01M30.00S,2022-01-29T04:57:34.0Z,3,REGULAR,3pt,Jump Shot,[],202083,78.40013140604468,92.40196078431373,1610612749,88,85,2022-01-29T04:57:38Z,4640000,212.0,151.0,1,right,MISS W. Matthews 26' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,26.0,Missed,,,,,,,,,,,,,,,,
469,PT01M27.00S,2022-01-29T04:57:37.0Z,3,REGULAR,rebound,defensive,[],202692,,,1610612752,88,85,2022-01-29T04:57:38Z,4650000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,468.0,3.0,2.0,1.0,,,,,,,,
470,PT01M18.00S,2022-01-29T04:57:46.3Z,3,REGULAR,2pt,Jump Shot,[],203944,9.937582128777924,73.2843137254902,1610612752,88,85,2022-01-29T04:57:51Z,4660000,-116.0,41.0,1,left,MISS J. Randle 12' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,,,,12.34,Missed,,,,,,,,,,,,,,,,
471,PT01M16.00S,2022-01-29T04:57:48.3Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,88,85,2022-01-29T04:57:51Z,4670000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,470.0,1.0,1.0,0.0,,,,,,,,
472,PT01M09.00S,2022-01-29T04:57:54.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,53.67647058823529,1610612749,88,85,2022-01-29T04:58:04Z,4680000,18.0,18.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.6,Missed,,,,,,,,,,,,,,,,
473,PT01M06.00S,2022-01-29T04:57:57.9Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,88,85,2022-01-29T04:58:04Z,4690000,,,0,,N. Noel REBOUND (Off:0 Def:5),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,472.0,5.0,5.0,0.0,,,,,,,,
474,PT01M02.00S,2022-01-29T04:58:02.6Z,3,REGULAR,3pt,Jump Shot,[],1629628,9.937582128777924,2.2058823529411766,1610612752,88,85,2022-01-29T04:58:14Z,4700000,239.0,41.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,24.25,Missed,,,,,,,,,,,,,,,,
475,PT01M02.00S,2022-01-29T04:58:02.6Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,88,85,2022-01-29T04:58:14Z,4710000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,474.0,2.0,2.0,0.0,,,,,,,,
476,PT00M59.00S,2022-01-29T04:58:09.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612749,88,85,2022-01-29T04:58:42Z,4720000,,,0,,Q. Grimes personal FOUL (1 PF) (Hill 2 FT),"[1629656, 201588]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Hill,201588.0,,,
478,PT00M59.00S,2022-01-29T04:58:44.0Z,3,REGULAR,freethrow,1 of 2,[],201588,,,1610612749,89,85,2022-01-29T04:58:44Z,4740000,,,0,,G. Hill Free Throw 1 of 2 (6 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
479,PT00M59.00S,2022-01-29T04:58:44.8Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,89,85,2022-01-29T04:58:56Z,4750000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M59.00S,2022-01-29T04:58:44.8Z,3,REGULAR,substitution,out,[],1629628,,,1610612749,89,85,2022-01-29T04:58:56Z,4760000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M59.00S,2022-01-29T04:58:44.8Z,3,REGULAR,substitution,in,[],201950,,,1610612749,89,85,2022-01-29T04:58:56Z,4770000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M59.00S,2022-01-29T04:58:44.8Z,3,REGULAR,substitution,in,[],1630193,,,1610612749,89,85,2022-01-29T04:58:56Z,4780000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M59.00S,2022-01-29T04:59:11.3Z,3,REGULAR,freethrow,2 of 2,[],201588,,,1610612749,90,85,2022-01-29T04:59:11Z,4790000,,,0,,G. Hill Free Throw 2 of 2 (7 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
484,PT00M45.40S,2022-01-29T04:59:27.5Z,3,REGULAR,3pt,Jump Shot,[],1629656,28.597240473061763,77.69607843137256,1610612752,90,85,2022-01-29T04:59:33Z,4800000,-138.0,216.0,1,left,MISS Q. Grimes 25' pullup 3PT,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,
485,PT00M42.20S,2022-01-29T04:59:30.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,90,85,2022-01-29T04:59:33Z,4810000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,484.0,8.0,8.0,0.0,,,,,,,,
486,PT00M41.90S,2022-01-29T04:59:37.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612749,90,85,2022-01-29T04:59:52Z,4820000,,,0,,I. Quickley personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630193, 203507]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Antetokounmpo,203507.0,,,
488,PT00M41.90S,2022-01-29T04:59:55.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,90,85,2022-01-29T05:05:50Z,4840000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,Common Foul Upheld,,
489,PT00M41.90S,2022-01-29T05:00:55.5Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,91,85,2022-01-29T05:01:21Z,4850000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
490,PT00M41.90S,2022-01-29T05:00:55.5Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,91,85,2022-01-29T05:01:21Z,4860000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
491,PT00M40.80S,2022-01-29T05:00:56.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,91,85,2022-01-29T05:01:21Z,4870000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,
492,PT00M40.80S,2022-01-29T05:01:22.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,91,85,2022-01-29T05:01:22Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M31.80S,2022-01-29T05:01:44.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,96.00854139290408,3.6764705882352944,1610612749,91,85,2022-01-29T05:01:53Z,4890000,-232.0,-15.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,23.21,Missed,,,,,,,,,,,,,,,,
494,PT00M31.10S,2022-01-29T05:01:44.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,91,85,2022-01-29T05:02:32Z,4900000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,
495,PT00M31.10S,2022-01-29T05:01:48.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612752,91,85,2022-01-29T05:02:25Z,4910000,,,0,,W. Matthews loose ball personal FOUL (4 PF) (Noel 2 FT),"[202083, 203457]",1610612749.0,MIL,loose ball,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,2715.0,4.0,0.0,Noel,203457.0,,,
497,PT00M31.10S,2022-01-29T05:02:29.0Z,3,REGULAR,freethrow,1 of 2,[],203457,,,1610612752,91,85,2022-01-29T05:02:29Z,4930000,,,0,,MISS N. Noel Free Throw 1 of 2,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Missed,,,,,,,,,,,,,,,,
498,PT00M31.10S,2022-01-29T05:02:29.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,91,85,2022-01-29T05:02:29Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,
499,PT00M31.10S,2022-01-29T05:02:45.4Z,3,REGULAR,freethrow,2 of 2,[],203457,,,1610612752,91,86,2022-01-29T05:02:45Z,4950000,,,0,,N. Noel Free Throw 2 of 2 (5 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
500,PT00M26.60S,2022-01-29T05:02:53.5Z,3,REGULAR,2pt,Jump Shot,[],203507,77.21747700394218,31.127450980392158,1610612749,93,86,2022-01-29T05:03:00Z,4960000,-94.0,162.0,1,right,G. Antetokounmpo 18' pullup Jump Shot (26 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,18.72,Made,26.0,,,,,,,,,,,,,,,
501,PT00M03.30S,2022-01-29T05:03:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,7.046649145860711,50.49019607843137,1610612752,93,88,2022-01-29T05:03:39Z,4970000,-2.0,14.0,1,left,A. Burks cutting finger roll Layup (6 PTS) (N. Noel 1 AST),"[202692, 203457]",1610612752.0,NYK,cutting finger roll,,,Burks,A. Burks,,,,,,,,1.39,Made,6.0,N. Noel,203457.0,1.0,,,,,,,,,,,,
503,PT00M00.00S,2022-01-29T05:03:35.3Z,3,REGULAR,period,end,[],0,,,1610612749,93,88,2022-01-29T05:03:35Z,4990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-01-29T05:06:14.4Z,4,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,93,88,2022-01-29T05:06:43Z,5000000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-01-29T05:06:14.4Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612749,93,88,2022-01-29T05:06:43Z,5010000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-01-29T05:06:14.4Z,4,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,93,88,2022-01-29T05:06:43Z,5020000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-01-29T05:06:14.4Z,4,REGULAR,substitution,in,['startperiod'],1630167,,,1610612749,93,88,2022-01-29T05:06:43Z,5030000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-01-29T05:07:03.8Z,4,REGULAR,period,start,[],0,,,1610612752,93,88,2022-01-29T05:07:03Z,5040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M44.00S,2022-01-29T05:07:19.1Z,4,REGULAR,3pt,Jump Shot,[],202692,31.225361366622867,71.81372549019608,1610612752,93,91,2022-01-29T05:07:25Z,5050000,-109.0,241.0,1,left,A. Burks 26' 3PT pullup (9 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,,,,26.45,Made,9.0,,,,,,,,,,,,,,,
510,PT11M31.00S,2022-01-29T05:07:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.9862023653088,50.98039215686274,1610612749,95,91,2022-01-29T05:08:26Z,5060000,5.0,13.0,1,right,J. Holiday driving reverse Layup (24 PTS),[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,,,,1.43,Made,24.0,,,,,,,,,,,,,,,
511,PT11M21.00S,2022-01-29T05:07:45.5Z,4,REGULAR,foul,personal,[],202083,,,1610612752,95,91,2022-01-29T05:07:53Z,5070000,,,0,,W. Matthews personal FOUL (5 PF),"[202083, 203457]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,1193.0,5.0,0.0,Noel,203457.0,,,
513,PT11M10.00S,2022-01-29T05:08:20.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,95,91,2022-01-29T05:08:20Z,5090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M06.00S,2022-01-29T05:08:38.8Z,4,REGULAR,3pt,Jump Shot,[],1629656,13.748357424441524,95.34313725490196,1610612752,95,91,2022-01-29T05:08:43Z,5100000,-227.0,77.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,23.93,Missed,,,,,,,,,,,,,,,,
515,PT11M03.00S,2022-01-29T05:08:42.0Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612749,95,91,2022-01-29T05:08:42Z,5110000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,514.0,1.0,1.0,0.0,,,,,,,,
516,PT10M56.00S,2022-01-29T05:08:50.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.77463863337714,51.71568627450981,1610612749,97,91,2022-01-29T05:08:55Z,5120000,9.0,6.0,1,right,G. Antetokounmpo cutting DUNK (28 PTS) (D. DiVincenzo 2 AST),"[203507, 1628978]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1.05,Made,28.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,
518,PT10M34.00S,2022-01-29T05:09:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,16.63929040735874,53.431372549019606,1610612752,97,93,2022-01-29T05:09:16Z,5140000,-17.0,104.0,1,left,I. Quickley 10' floating Jump Shot (5 PTS),[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,,,,10.53,Made,5.0,,,,,,,,,,,,,,,
519,PT10M32.00S,2022-01-29T05:09:16.5Z,4,REGULAR,stoppage,other,[],0,,,1610612749,97,93,2022-01-29T05:10:39Z,5150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT10M14.00S,2022-01-29T05:09:40.6Z,4,REGULAR,foul,personal,[],203457,,,1610612749,97,93,2022-01-29T05:09:48Z,5160000,,,0,,N. Noel personal FOUL (4 PF),"[203457, 203507]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,201245.0,4.0,0.0,Antetokounmpo,203507.0,,,
522,PT10M14.00S,2022-01-29T05:09:50.1Z,4,REGULAR,substitution,out,[],202083,,,1610612749,97,93,2022-01-29T05:09:55Z,5180000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M14.00S,2022-01-29T05:09:50.1Z,4,REGULAR,substitution,in,[],1626171,,,1610612749,97,93,2022-01-29T05:09:55Z,5190000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M08.00S,2022-01-29T05:10:11.8Z,4,REGULAR,3pt,Jump Shot,[],201950,66.17936925098554,46.81372549019608,1610612749,97,93,2022-01-29T05:10:17Z,5200000,-16.0,265.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,26.59,Missed,,,,,,,,,,,,,,,,
525,PT10M05.00S,2022-01-29T05:10:14.4Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,97,93,2022-01-29T05:10:14Z,5210000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,524.0,9.0,8.0,1.0,,,,,,,,
526,PT10M03.00S,2022-01-29T05:10:16.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203507,94.82588699080158,78.43137254901961,1610612749,99,93,2022-01-29T05:10:23Z,5220000,142.0,-4.0,1,right,G. Antetokounmpo 14' Jump Shot (30 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,14.23,Made,30.0,,,,,,,,,,,,,,,
527,PT09M41.00S,2022-01-29T05:10:39.1Z,4,REGULAR,3pt,Jump Shot,[],1630167,36.48160315374508,44.36274509803921,1610612752,99,93,2022-01-29T05:10:44Z,5230000,28.0,290.0,1,left,MISS O. Toppin 29' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,29.18,Missed,,,,,,,,,,,,,,,,
528,PT09M36.00S,2022-01-29T05:10:44.1Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,99,93,2022-01-29T05:10:44Z,5240000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,527.0,6.0,4.0,2.0,,,,,,,,
529,PT09M29.00S,2022-01-29T05:10:50.8Z,4,REGULAR,3pt,Jump Shot,[],203507,66.5735873850197,54.166666666666664,1610612749,102,93,2022-01-29T05:11:08Z,5250000,21.0,262.0,1,right,G. Antetokounmpo 26' 3PT pullup (33 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,26.25,Made,33.0,,,,,,,,,,,,,,,
530,PT09M28.00S,2022-01-29T05:10:56.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,102,93,2022-01-29T05:10:56Z,5260000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M28.00S,2022-01-29T05:13:30.9Z,4,REGULAR,substitution,out,[],1628978,,,1610612752,102,93,2022-01-29T05:14:23Z,5270000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M28.00S,2022-01-29T05:13:30.9Z,4,REGULAR,substitution,out,[],203457,,,1610612752,102,93,2022-01-29T05:14:23Z,5280000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M28.00S,2022-01-29T05:13:30.9Z,4,REGULAR,substitution,in,[],203114,,,1610612752,102,93,2022-01-29T05:14:23Z,5290000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M28.00S,2022-01-29T05:13:30.9Z,4,REGULAR,substitution,in,[],203944,,,1610612752,102,93,2022-01-29T05:14:23Z,5300000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
