actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
31,PT09M50.00S,2022-01-04T01:13:51.7Z,1,REGULAR,3pt,Jump Shot,[],1626168,69.46452036793693,23.774509803921568,1610612765,6,4,2022-01-04T01:13:58Z,310000,-131.0,235.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M47.00S,2022-01-04T01:13:54.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,6,4,2022-01-04T01:13:58Z,320000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M41.00S,2022-01-04T01:14:01.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,8.09789750328515,49.26470588235294,1610612749,8,4,2022-01-04T01:14:05Z,330000,4.0,24.0,1,left,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.39,Made,,,,,2.0,,,,,,,,,,,,,,
34,PT09M28.00S,2022-01-04T01:14:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,69.99014454664915,76.22549019607843,1610612765,8,4,2022-01-04T01:14:17Z,340000,131.0,230.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M26.00S,2022-01-04T01:14:15.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,8,4,2022-01-04T01:14:17Z,350000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT09M16.00S,2022-01-04T01:14:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,12.040078843626807,4.166666666666666,1610612749,8,4,2022-01-04T01:14:34Z,360000,229.0,61.0,1,left,MISS G. Allen 3PT - blocked,"[1628960, 1630595]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.71,Missed,,,,,,,,,,,,,,Cunningham,1630595.0,,,,
37,PT09M16.00S,2022-01-04T01:14:25.2Z,1,REGULAR,block,,[],1630595,,,1610612749,8,4,2022-01-04T01:14:31Z,370000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M14.00S,2022-01-04T01:14:27.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,4,2022-01-04T01:15:47Z,380000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT09M07.00S,2022-01-04T01:14:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,94.43166885676742,51.71568627450981,1610612765,8,6,2022-01-04T01:14:44Z,390000,9.0,0.0,1,right,K. Hayes cutting Layup (2 PTS) (S. Bey 1 AST),"[1630165, 1630180]",1610612765.0,DET,cutting,,,Hayes,K. Hayes,,,,,0.86,Made,,,,,2.0,,,,,,S. Bey,1630180.0,1.0,,,,,,
41,PT08M49.00S,2022-01-04T01:14:53.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,13.748357424441524,47.05882352941176,1610612749,8,6,2022-01-04T01:14:58Z,410000,15.0,77.0,1,left,MISS G. Antetokounmpo 7' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,7.81,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M44.00S,2022-01-04T01:14:56.7Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,8,6,2022-01-04T01:14:56Z,420000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT08M37.00S,2022-01-04T01:15:05.5Z,1,REGULAR,2pt,Jump Shot,[],1630180,94.56307490144546,67.15686274509804,1610612765,8,6,2022-01-04T01:15:21Z,430000,86.0,-1.0,1,right,MISS S. Bey 8' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,8.58,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2022-01-04T01:15:05.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,8,6,2022-01-04T01:15:21Z,440000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
45,PT08M37.00S,2022-01-04T01:15:18.5Z,1,REGULAR,foul,personal,[],1628977,,,1610612749,8,6,2022-01-04T01:15:49Z,450000,,,0,,H. Diallo loose ball personal FOUL (2 PF),"[1628977, 1626171]",1610612765.0,DET,loose ball,,,Diallo,H. Diallo,,,,,,,,,,,,1363.0,2.0,0.0,Portis,1626171.0,,,,,,,,,
47,PT08M24.00S,2022-01-04T01:15:43.8Z,1,REGULAR,2pt,Jump Shot,[],203507,9.674770039421814,71.56862745098039,1610612749,8,6,2022-01-04T01:15:51Z,470000,-108.0,38.0,1,left,MISS G. Antetokounmpo 11' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,11.44,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2022-01-04T01:15:46.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,6,2022-01-04T01:15:46Z,480000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
49,PT08M09.00S,2022-01-04T01:15:59.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.3107752956636,70.34313725490196,1610612765,8,6,2022-01-04T01:16:10Z,490000,102.0,264.0,1,right,MISS C. Cunningham 28' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M05.00S,2022-01-04T01:16:02.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,8,6,2022-01-04T01:16:02Z,500000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
51,PT07M59.00S,2022-01-04T01:16:08.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,5.075558475689881,94.85294117647058,1610612749,8,6,2022-01-04T01:16:13Z,510000,-224.0,-5.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M59.00S,2022-01-04T01:16:08.5Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,8,6,2022-01-04T01:16:13Z,520000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
53,PT07M51.00S,2022-01-04T01:16:17.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,71.43561103810775,80.3921568627451,1610612765,8,6,2022-01-04T01:16:22Z,530000,152.0,216.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M46.00S,2022-01-04T01:16:22.5Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,8,6,2022-01-04T01:16:22Z,540000,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
55,PT07M40.00S,2022-01-04T01:16:28.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628960,7.5722733245729295,45.588235294117645,1610612749,8,6,2022-01-04T01:18:31Z,550000,22.0,19.0,1,left,MISS G. Allen driving reverse DUNK,[1628960],1610612749.0,MIL,driving reverse,,,Allen,G. Allen,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M39.00S,2022-01-04T01:16:29.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,8,6,2022-01-04T01:16:51Z,560000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,
57,PT07M29.00S,2022-01-04T01:17:00.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,90.48948751642575,46.81372549019608,1610612765,8,8,2022-01-04T01:17:05Z,570000,-16.0,37.0,1,right,C. Cunningham turnaround Hook (2 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,4.02,Made,,,,,2.0,,,,,,,,,,,,,,
58,PT07M10.00S,2022-01-04T01:17:19.7Z,1,REGULAR,3pt,Jump Shot,[],201950,17.559132720105126,96.07843137254902,1610612749,11,8,2022-01-04T01:17:24Z,580000,-230.0,113.0,1,left,J. Holiday 25' 3PT step back (3 PTS) (K. Middleton 1 AST),"[201950, 203114]",1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.64,Made,,,,,3.0,,,,,,K. Middleton,203114.0,1.0,,,,,,
60,PT06M56.00S,2022-01-04T01:17:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,92.32917214191852,50.73529411764706,1610612765,11,10,2022-01-04T01:17:40Z,600000,4.0,20.0,1,right,T. Lyles driving Layup (4 PTS) (C. Cunningham 1 AST),"[1626168, 1630595]",1610612765.0,DET,driving,,,Lyles,T. Lyles,,,,,1.99,Made,,,,,4.0,,,,,,C. Cunningham,1630595.0,1.0,,,,,,
62,PT06M50.00S,2022-01-04T01:17:40.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.703679369250986,50.0,1610612749,13,10,2022-01-04T01:20:20Z,620000,0.0,20.0,1,left,G. Antetokounmpo running DUNK (4 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,1.99,Made,,,,,4.0,,,,,,J. Holiday,201950.0,1.0,,,,,,
64,PT06M23.00S,2022-01-04T01:18:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630595,83.52496714848883,3.1862745098039214,1610612765,13,10,2022-01-04T01:18:12Z,640000,-234.0,102.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2022-01-04T01:18:08.9Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,13,10,2022-01-04T01:18:12Z,650000,,,0,,H. Diallo REBOUND (Off:2 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,64.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
66,PT06M19.00S,2022-01-04T01:18:10.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,79.58278580814718,6.862745098039216,1610612765,13,13,2022-01-04T01:18:15Z,660000,-216.0,139.0,1,right,S. Bey 25' 3PT  (3 PTS) (H. Diallo 1 AST),"[1630180, 1628977]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.68,Made,,,,,3.0,,,,,,H. Diallo,1628977.0,1.0,,,,,,
68,PT06M19.00S,2022-01-04T01:18:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,13,2022-01-04T01:18:16Z,680000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M19.00S,2022-01-04T01:20:49.1Z,1,REGULAR,substitution,out,[],203507,,,1610612749,13,13,2022-01-04T01:21:13Z,690000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2022-01-04T01:20:49.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,13,13,2022-01-04T01:21:13Z,700000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2022-01-04T01:21:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.783837056504599,53.431372549019606,1610612749,15,13,2022-01-04T01:21:36Z,710000,-17.0,11.0,1,left,J. Holiday driving Layup (5 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,2.06,Made,,,,,5.0,,,,,,,,,,,,,,
72,PT05M45.00S,2022-01-04T01:21:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,77.34888304862024,6.61764705882353,1610612765,15,16,2022-01-04T01:21:55Z,720000,-217.0,160.0,1,right,S. Bey 26' 3PT  (6 PTS) (C. Cunningham 2 AST),"[1630180, 1630595]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.98,Made,,,,,6.0,,,,,,C. Cunningham,1630595.0,2.0,,,,,,
74,PT05M40.00S,2022-01-04T01:21:58.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,15,16,2022-01-04T01:21:58Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,15,16,2022-01-04T01:22:24Z,750000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,out,[],203114,,,1610612749,15,16,2022-01-04T01:22:24Z,760000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,out,[],1630165,,,1610612749,15,16,2022-01-04T01:22:24Z,770000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,in,[],201588,,,1610612749,15,16,2022-01-04T01:22:24Z,780000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,in,[],202083,,,1610612749,15,16,2022-01-04T01:22:24Z,790000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2022-01-04T01:22:01.4Z,1,REGULAR,substitution,in,[],1630240,,,1610612749,15,16,2022-01-04T01:22:24Z,800000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2022-01-04T01:22:42.3Z,1,REGULAR,2pt,Jump Shot,[],201950,20.18725361366623,28.431372549019606,1610612749,15,16,2022-01-04T01:22:46Z,810000,108.0,137.0,1,left,MISS J. Holiday 17' turnaround Shot,[201950],1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,17.46,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2022-01-04T01:22:44.3Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,15,16,2022-01-04T01:22:46Z,820000,,,0,,H. Diallo REBOUND (Off:2 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,81.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
83,PT05M22.00S,2022-01-04T01:22:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,78.26872536136662,6.61764705882353,1610612765,15,16,2022-01-04T01:22:59Z,830000,-217.0,152.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2022-01-04T01:22:52.8Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,15,16,2022-01-04T01:22:59Z,840000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
85,PT05M08.00S,2022-01-04T01:23:03.4Z,1,REGULAR,3pt,Jump Shot,[],201588,21.107095926412615,6.862745098039216,1610612749,15,16,2022-01-04T01:24:38Z,850000,216.0,146.0,1,left,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M05.00S,2022-01-04T01:23:06.4Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612765,15,16,2022-01-04T01:26:21Z,860000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M55.00S,2022-01-04T01:23:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,90.75229960578186,53.18627450980392,1610612765,15,16,2022-01-04T01:23:21Z,870000,16.0,34.0,1,right,MISS T. Lyles Jump Shot,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2022-01-04T01:23:18.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,16,2022-01-04T01:23:21Z,880000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
89,PT04M48.00S,2022-01-04T01:23:22.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.933639947437584,36.51960784313725,1610612749,15,16,2022-01-04T01:23:29Z,890000,67.0,257.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
