actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
533,PT09M40.00S,2021-11-21T02:56:49.0Z,4,REGULAR,3pt,Jump Shot,[],1630181,68.67608409986859,73.77450980392157,1610612753,99,74,2021-11-21T02:56:53Z,5290000,119.0,242.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
534,PT09M38.00S,2021-11-21T02:56:51.0Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,99,74,2021-11-21T02:56:53Z,5300000,,,0,,G. Allen REBOUND (Off:2 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,533.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
535,PT09M22.00S,2021-11-21T02:57:08.0Z,4,REGULAR,3pt,Jump Shot,[],1628960,27.677398160315374,83.08823529411765,1610612749,99,74,2021-11-21T02:59:48Z,5310000,-165.0,208.0,1,left,MISS G. Allen 26' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
536,PT09M22.00S,2021-11-21T02:57:08.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,99,74,2021-11-21T02:57:14Z,5320000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,,,
537,PT09M22.00S,2021-11-21T02:57:13.6Z,4,REGULAR,foul,personal,[],203648,,,1610612753,99,74,2021-11-21T02:57:22Z,5330000,,,0,,T. Antetokounmpo loose ball personal FOUL (2 PF),"[203648, 1628539]",1610612749.0,MIL,loose ball,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,1626300.0,2.0,0.0,Mulder,1628539.0,,,,,,,,,,
539,PT09M22.00S,2021-11-21T02:57:23.9Z,4,REGULAR,substitution,out,[],203114,,,1610612753,99,74,2021-11-21T02:57:29Z,5350000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M22.00S,2021-11-21T02:57:23.9Z,4,REGULAR,substitution,in,[],203918,,,1610612753,99,74,2021-11-21T02:57:29Z,5360000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M10.00S,2021-11-21T02:57:41.8Z,4,REGULAR,3pt,Jump Shot,[],1628539,67.23061760840999,70.83333333333334,1610612753,99,74,2021-11-21T02:57:46Z,5370000,104.0,256.0,1,right,MISS M. Mulder 27' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
542,PT09M07.00S,2021-11-21T02:57:44.8Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,99,74,2021-11-21T02:57:46Z,5380000,,,0,,G. Allen REBOUND (Off:2 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,541.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
543,PT08M57.00S,2021-11-21T02:57:55.5Z,4,REGULAR,2pt,Jump Shot,[],203918,21.369908015768726,34.55882352941176,1610612749,99,74,2021-11-21T02:58:00Z,5390000,77.0,148.0,1,left,MISS R. Hood 16' pullup Shot,[203918],1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,16.73,Missed,,,,,,,,,,,,,,,,,,,
544,PT08M54.00S,2021-11-21T02:57:58.0Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,99,74,2021-11-21T02:57:58Z,5400000,,,0,,B. Portis REBOUND (Off:3 Def:9),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,543.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
545,PT08M51.00S,2021-11-21T02:58:01.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629620,29.25427069645204,81.12745098039215,1610612749,99,74,2021-11-21T02:58:09Z,5410000,-156.0,222.0,1,left,MISS J. Robinson 27' 3PT,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
546,PT08M45.00S,2021-11-21T02:58:07.6Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,99,74,2021-11-21T02:58:07Z,5420000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,545.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
547,PT08M45.00S,2021-11-21T02:58:07.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203648,5.590000152587891,50.0,1610612749,99,74,2021-11-21T03:00:35Z,5430000,0.0,0.0,1,left,MISS T. Antetokounmpo putback Layup,[203648],1610612749.0,MIL,putback,,,Antetokounmpo,T. Antetokounmpo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
548,PT08M43.00S,2021-11-21T02:58:09.6Z,4,REGULAR,rebound,defensive,[],203082,,,1610612753,99,74,2021-11-21T03:00:35Z,5440000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,547.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
549,PT08M31.00S,2021-11-21T02:58:20.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,92.9862023653088,50.73529411764706,1610612753,99,76,2021-11-21T02:58:29Z,5450000,4.0,13.0,1,right,C. Okeke driving Layup (13 PTS),[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,1.39,Made,,,,,,,,,,13.0,,,,,,,,,
550,PT08M20.00S,2021-11-21T02:58:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629620,18.74178712220762,48.77450980392157,1610612749,99,76,2021-11-21T02:58:37Z,5460000,6.0,124.0,1,left,MISS J. Robinson 12' driving floating Shot,[1629620],1610612749.0,MIL,driving floating,,,Robinson,J. Robinson,,,,,12.39,Missed,,,,,,,,,,,,,,,,,,,
551,PT08M17.00S,2021-11-21T02:58:35.4Z,4,REGULAR,rebound,defensive,[],1628539,,,1610612753,99,76,2021-11-21T02:58:37Z,5470000,,,0,,M. Mulder REBOUND (Off:0 Def:3),[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,550.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
552,PT08M15.00S,2021-11-21T02:58:43.7Z,4,REGULAR,foul,personal,['2freethrow'],203648,,,1610612753,99,76,2021-11-21T02:58:59Z,5480000,,,0,,T. Antetokounmpo shooting personal FOUL (3 PF) (Hampton 2 FT),"[203648, 1630181]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,203591.0,3.0,0.0,Hampton,1630181.0,,,,,,,,,,
554,PT08M15.00S,2021-11-21T02:59:08.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630181,,,1610612753,99,77,2021-11-21T02:59:08Z,5500000,,,0,,R. Hampton Free Throw 1 of 2 (7 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
555,PT08M15.00S,2021-11-21T02:59:22.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630181,,,1610612753,99,78,2021-11-21T02:59:22Z,5510000,,,0,,R. Hampton Free Throw 2 of 2 (8 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
556,PT07M56.00S,2021-11-21T02:59:41.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,6.915243101182654,50.0,1610612749,101,78,2021-11-21T02:59:48Z,5520000,0.0,13.0,1,left,T. Antetokounmpo cutting DUNK (2 PTS) (J. Robinson 1 AST),"[203648, 1629620]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.25,Made,,,,,,,,,,2.0,,J. Robinson,1629620.0,1.0,,,,,
558,PT07M32.00S,2021-11-21T03:00:05.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,84.05059132720105,34.31372549019608,1610612753,101,78,2021-11-21T03:00:12Z,5540000,-78.0,97.0,1,right,MISS R. Hampton 12' pullup Shot,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,12.5,Missed,,,,,,,,,,,,,,,,,,,
559,PT07M29.00S,2021-11-21T03:00:08.5Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,101,78,2021-11-21T03:00:12Z,5550000,,,0,,B. Portis REBOUND (Off:3 Def:10),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,558.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
560,PT07M17.00S,2021-11-21T03:00:20.8Z,4,REGULAR,3pt,Jump Shot,[],1629620,9.149145860709593,2.450980392156863,1610612749,101,78,2021-11-21T03:00:25Z,5560000,238.0,34.0,1,left,MISS J. Robinson 24' 3PT,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,24.0,Missed,,,,,,,,,,,,,,,,,,,
561,PT07M14.00S,2021-11-21T03:00:23.8Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,101,78,2021-11-21T03:00:25Z,5570000,,,0,,C. Okeke REBOUND (Off:0 Def:5),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,560.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
562,PT07M00.00S,2021-11-21T03:00:38.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,89.04402102496715,43.872549019607845,1610612753,101,78,2021-11-21T03:00:45Z,5580000,-31.0,50.0,1,right,MISS R. Lopez turnaround Hook,[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,,
563,PT07M00.00S,2021-11-21T03:00:41.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,101,78,2021-11-21T03:00:41Z,5590000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,
564,PT07M00.00S,2021-11-21T03:00:43.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,101,78,2021-11-21T03:00:43Z,5600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M00.00S,2021-11-21T03:00:50.2Z,4,REGULAR,substitution,out,[],1626171,,,1610612753,101,78,2021-11-21T03:00:59Z,5610000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M00.00S,2021-11-21T03:00:50.2Z,4,REGULAR,substitution,out,[],203082,,,1610612753,101,78,2021-11-21T03:00:59Z,5620000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M00.00S,2021-11-21T03:00:50.2Z,4,REGULAR,substitution,in,[],1626192,,,1610612753,101,78,2021-11-21T03:00:59Z,5630000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M00.00S,2021-11-21T03:00:50.2Z,4,REGULAR,substitution,in,[],1629649,,,1610612753,101,78,2021-11-21T03:00:59Z,5640000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M49.00S,2021-11-21T03:01:15.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201577,92.32917214191852,40.68627450980392,1610612753,101,80,2021-11-21T03:01:20Z,5650000,-47.0,20.0,1,right,R. Lopez turnaround Hook (2 PTS),[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,5.06,Made,,,,,,,,,,2.0,,,,,,,,,
570,PT06M36.00S,2021-11-21T03:01:30.1Z,4,REGULAR,3pt,Jump Shot,[],1628960,30.305519053876477,73.0392156862745,1610612749,104,80,2021-11-21T03:03:31Z,5660000,-115.0,232.0,1,left,G. Allen 25' 3PT  (16 PTS) (R. Hood 1 AST),"[1628960, 203918]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.94,Made,,,,,,,,,,16.0,,R. Hood,203918.0,1.0,,,,,
572,PT06M36.00S,2021-11-21T03:01:35.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,104,80,2021-11-21T03:01:35Z,5680000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M36.00S,2021-11-21T03:03:54.6Z,4,REGULAR,substitution,out,[],1629643,,,1610612753,104,80,2021-11-21T03:04:30Z,5690000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M36.00S,2021-11-21T03:03:54.6Z,4,REGULAR,substitution,in,[],1629021,,,1610612753,104,80,2021-11-21T03:04:30Z,5700000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M20.00S,2021-11-21T03:04:47.1Z,4,REGULAR,3pt,Jump Shot,[],1628539,70.38436268068331,20.588235294117645,1610612753,104,83,2021-11-21T03:04:52Z,5710000,-147.0,226.0,1,right,M. Mulder 26' 3PT  (6 PTS) (R. Hampton 5 AST),"[1628539, 1630181]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,26.96,Made,,,,,,,,,,6.0,,R. Hampton,1630181.0,5.0,,,,,
577,PT06M05.00S,2021-11-21T03:05:07.0Z,4,REGULAR,foul,offensive,[],203648,,,1610612749,104,83,2021-11-21T03:05:18Z,5730000,,,0,,T. Antetokounmpo offensive FOUL (4 PF),"[203648, 1628539]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,1626300.0,4.0,0.0,Mulder,1628539.0,,,,,,,,,,
579,PT06M05.00S,2021-11-21T03:05:07.0Z,4,REGULAR,turnover,offensive foul,[],203648,,,1610612749,104,83,2021-11-21T03:05:07Z,5750000,,,0,,T. Antetokounmpo offensive foul TURNOVER (1 TO),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,1626300.0,,,,,,1.0,,,,,,,,
580,PT05M55.00S,2021-11-21T03:05:29.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,69.07030223390277,70.34313725490196,1610612753,104,86,2021-11-21T03:05:40Z,5760000,102.0,238.0,1,right,M. Wagner 25' 3PT  (8 PTS) (R. Hampton 6 AST),"[1629021, 1630181]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.9,Made,,,,,,,,,,8.0,,R. Hampton,1630181.0,6.0,,,,,
582,PT05M38.00S,2021-11-21T03:05:44.8Z,4,REGULAR,3pt,Jump Shot,[],1628960,33.85348226018397,45.34313725490196,1610612749,104,86,2021-11-21T03:05:49Z,5780000,23.0,266.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
583,PT05M35.00S,2021-11-21T03:05:47.8Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,104,86,2021-11-21T03:05:49Z,5790000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,582.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
584,PT05M23.00S,2021-11-21T03:06:00.3Z,4,REGULAR,3pt,Jump Shot,[],1629649,95.87713534822602,95.09803921568627,1610612753,104,86,2021-11-21T03:06:09Z,5800000,225.0,-14.0,1,right,MISS I. Brazdeikis 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,22.59,Missed,,,,,,,,,,,,,,,,,,,
585,PT05M19.00S,2021-11-21T03:06:04.3Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,104,86,2021-11-21T03:06:09Z,5810000,,,0,,G. Allen REBOUND (Off:2 Def:5),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,584.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
586,PT05M08.00S,2021-11-21T03:06:19.2Z,4,REGULAR,foul,personal,['2freethrow'],1629649,,,1610612749,104,86,2021-11-21T03:06:28Z,5820000,,,0,,I. Brazdeikis shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629649, 203648]",1610612753.0,ORL,shooting,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,203591.0,2.0,0.0,Antetokounmpo,203648.0,,,,,,,,,,
588,PT05M08.00S,2021-11-21T03:06:44.3Z,4,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,104,86,2021-11-21T03:06:44Z,5840000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
589,PT05M08.00S,2021-11-21T03:06:44.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,104,86,2021-11-21T03:06:44Z,5850000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,
590,PT05M08.00S,2021-11-21T03:06:45.5Z,4,REGULAR,substitution,out,[],203918,,,1610612749,104,86,2021-11-21T03:07:03Z,5860000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M08.00S,2021-11-21T03:06:45.5Z,4,REGULAR,substitution,out,[],1629620,,,1610612749,104,86,2021-11-21T03:07:03Z,5870000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M08.00S,2021-11-21T03:06:45.5Z,4,REGULAR,substitution,in,[],203507,,,1610612749,104,86,2021-11-21T03:07:03Z,5880000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M08.00S,2021-11-21T03:06:45.5Z,4,REGULAR,substitution,in,[],201950,,,1610612749,104,86,2021-11-21T03:07:03Z,5890000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M08.00S,2021-11-21T03:07:05.4Z,4,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,105,86,2021-11-21T03:07:05Z,5900000,,,0,,T. Antetokounmpo Free Throw 2 of 2 (3 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
595,PT04M52.00S,2021-11-21T03:07:23.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,90.3580814717477,46.07843137254902,1610612753,105,88,2021-11-21T03:07:28Z,5910000,-20.0,38.0,1,right,R. Lopez Hook (4 PTS) (M. Wagner 1 AST),"[201577, 1629021]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,4.28,Made,,,,,,,,,,4.0,,M. Wagner,1629021.0,1.0,,,,,
597,PT04M38.00S,2021-11-21T03:07:36.1Z,4,REGULAR,2pt,Jump Shot,[],201950,16.376478318002626,72.54901960784314,1610612749,107,88,2021-11-21T03:07:40Z,5930000,-113.0,101.0,1,left,J. Holiday 15' pullup Jump Shot (11 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,15.16,Made,,,,,,,,,,11.0,,,,,,,,,
598,PT04M28.00S,2021-11-21T03:07:46.9Z,4,REGULAR,3pt,Jump Shot,[],1628539,73.9323258869908,10.784313725490197,1610612753,107,91,2021-11-21T03:07:51Z,5940000,-196.0,193.0,1,right,M. Mulder 27' 3PT  (9 PTS) (R. Hampton 7 AST),"[1628539, 1630181]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,27.48,Made,,,,,,,,,,9.0,,R. Hampton,1630181.0,7.0,,,,,
600,PT04M15.00S,2021-11-21T03:08:08.0Z,4,REGULAR,turnover,traveling,[],203507,,,1610612749,107,91,2021-11-21T03:08:24Z,5960000,,,0,,G. Antetokounmpo traveling TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1626300.0,,,,,,3.0,,,,,,,,
601,PT04M15.00S,2021-11-21T03:08:17.3Z,4,REGULAR,substitution,out,[],203648,,,1610612753,107,91,2021-11-21T03:08:21Z,5970000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M15.00S,2021-11-21T03:08:17.3Z,4,REGULAR,substitution,in,[],1626171,,,1610612753,107,91,2021-11-21T03:08:21Z,5980000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M59.00S,2021-11-21T03:08:37.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,69.33311432325887,73.77450980392157,1610612753,107,91,2021-11-21T03:08:44Z,5990000,119.0,236.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
604,PT03M57.00S,2021-11-21T03:08:40.6Z,4,REGULAR,rebound,offensive,[],201577,,,1610612753,107,91,2021-11-21T03:08:40Z,6000000,,,0,,R. Lopez REBOUND (Off:3 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,603.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
605,PT03M56.00S,2021-11-21T03:08:41.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630181,74.85216819973719,9.803921568627452,1610612753,107,94,2021-11-21T03:08:47Z,6010000,-201.0,184.0,1,right,R. Hampton 27' 3PT  (11 PTS) (R. Lopez 1 AST),"[1630181, 201577]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,27.24,Made,,,,,,,,,,11.0,,R. Lopez,201577.0,1.0,,,,,
607,PT03M55.00S,2021-11-21T03:08:47.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,107,94,2021-11-21T03:08:47Z,6030000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M55.00S,2021-11-21T03:10:50.2Z,4,REGULAR,substitution,out,[],1628960,,,1610612749,107,94,2021-11-21T03:11:22Z,6040000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M55.00S,2021-11-21T03:10:50.2Z,4,REGULAR,substitution,in,[],203114,,,1610612749,107,94,2021-11-21T03:11:22Z,6050000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M42.00S,2021-11-21T03:11:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.149145860709593,41.42156862745098,1610612749,107,94,2021-11-21T03:12:04Z,6060000,43.0,34.0,1,left,MISS J. Holiday Layup,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,5.44,Missed,,,,,,,,,,,,,,,,,,,
611,PT03M39.00S,2021-11-21T03:12:00.6Z,4,REGULAR,rebound,defensive,[],1628539,,,1610612753,107,94,2021-11-21T03:12:04Z,6070000,,,0,,M. Mulder REBOUND (Off:0 Def:4),[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,610.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
612,PT03M34.00S,2021-11-21T03:12:05.3Z,4,REGULAR,3pt,Jump Shot,[],1628539,69.85873850197109,75.98039215686273,1610612753,107,94,2021-11-21T03:12:41Z,6080000,130.0,231.0,1,right,MISS M. Mulder 26' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
613,PT03M31.00S,2021-11-21T03:12:08.3Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,107,94,2021-11-21T03:12:15Z,6090000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:18),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,612.0,20.0,18.0,2.0,,,,,,,,,,,,,,,
614,PT03M25.00S,2021-11-21T03:12:20.7Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,107,94,2021-11-21T03:12:31Z,6100000,,,0,,G. Antetokounmpo offensive FOUL (3 PF),"[203507, 1629021]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1151.0,3.0,0.0,Wagner,1629021.0,,,,,,,,,,
616,PT03M25.00S,2021-11-21T03:12:20.7Z,4,REGULAR,turnover,offensive foul,[],203507,,,1610612749,107,94,2021-11-21T03:12:20Z,6120000,,,0,,G. Antetokounmpo offensive foul TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1151.0,,,,,,4.0,,,,,,,,
617,PT03M19.00S,2021-11-21T03:12:45.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,107,94,2021-11-21T03:12:45Z,6130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M13.00S,2021-11-21T03:12:56.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628539,92.9862023653088,50.98039215686274,1610612753,107,96,2021-11-21T03:13:45Z,6140000,5.0,13.0,1,right,M. Mulder cutting DUNK (11 PTS) (R. Hampton 8 AST),"[1628539, 1630181]",1610612753.0,ORL,cutting,,,Mulder,M. Mulder,,,,,1.43,Made,,,,,,,,,,11.0,,R. Hampton,1630181.0,8.0,,,,,
619,PT03M13.00S,2021-11-21T03:13:02.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,107,96,2021-11-21T03:13:03Z,6150000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
