actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
538,PT07M50.00S,2021-12-19T03:54:54.3Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612749,80,99,2021-12-19T03:54:53Z,5280000,,,0,,S. Ojeleye REBOUND (Off:1 Def:5),[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,537.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
539,PT07M35.00S,2021-12-19T03:55:07.6Z,4,REGULAR,2pt,Jump Shot,[],1626192,79.31997371879106,48.28431372549019,1610612749,80,99,2021-12-19T03:55:23Z,5290000,-9.0,142.0,1,right,MISS P. Connaughton 14' pullup Shot,[1626192],1610612749.0,MIL,pullup,,,,,,14.22,Missed,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
540,PT07M32.00S,2021-12-19T03:55:10.6Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,80,99,2021-12-19T03:55:10Z,5300000,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,539.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
541,PT07M12.00S,2021-12-19T03:55:30.2Z,4,REGULAR,3pt,Jump Shot,[],1629731,9.280551905387648,2.2058823529411766,1610612739,80,102,2021-12-19T03:55:35Z,5310000,239.0,35.0,1,left,D. Wade 24' 3PT  (6 PTS) (L. Markkanen 2 AST),"[1629731, 1628374]",1610612739.0,CLE,,,,,,,24.15,Made,Wade,D. Wade,,,,,,,,6.0,L. Markkanen,1628374.0,2.0,,,,,,,,
543,PT07M05.00S,2021-12-19T03:55:44.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,80,102,2021-12-19T03:55:44Z,5330000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,80,102,2021-12-19T03:58:32Z,5340000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
545,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,out,[],1630572,,,1610612749,80,102,2021-12-19T03:58:32Z,5350000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
546,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,out,[],1629636,,,1610612749,80,102,2021-12-19T03:58:32Z,5360000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
547,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,out,[],1628386,,,1610612749,80,102,2021-12-19T03:58:32Z,5370000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
548,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,in,[],203648,,,1610612749,80,102,2021-12-19T03:58:32Z,5380000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
549,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,in,[],1629670,,,1610612749,80,102,2021-12-19T03:58:32Z,5390000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
550,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,in,[],202334,,,1610612749,80,102,2021-12-19T03:58:32Z,5400000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,
551,PT07M05.00S,2021-12-19T03:58:09.0Z,4,REGULAR,substitution,in,[],1626224,,,1610612749,80,102,2021-12-19T03:58:32Z,5410000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
552,PT06M56.00S,2021-12-19T03:58:46.3Z,4,REGULAR,turnover,bad pass,[],202326,,,1610612749,80,102,2021-12-19T03:58:51Z,5420000,,,0,,D. Cousins bad pass TURNOVER (4 TO),"[202326, 1629731]",1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,4.0,Wade,1629731.0,,,,,,,,,,,,
553,PT06M56.00S,2021-12-19T03:58:46.3Z,4,REGULAR,steal,,[],1629731,,,1610612739,80,102,2021-12-19T03:58:49Z,5430000,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
554,PT06M56.00S,2021-12-19T03:58:50.3Z,4,REGULAR,foul,personal,[],203648,,,1610612739,80,102,2021-12-19T03:59:02Z,5440000,,,0,,T. Antetokounmpo personal FOUL (3 PF),"[203648, 1629731]",1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,1627964.0,3.0,0.0,Wade,1629731.0,,,
556,PT06M45.00S,2021-12-19T03:59:13.5Z,4,REGULAR,foul,personal,[],1630606,,,1610612739,80,102,2021-12-19T03:59:32Z,5460000,,,0,,J. Smart personal FOUL (3 PF),"[1630606, 1628374]",1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,1627964.0,3.0,0.0,Markkanen,1628374.0,,,
558,PT06M40.00S,2021-12-19T03:59:34.1Z,4,REGULAR,turnover,traveling,[],1628374,,,1610612739,80,102,2021-12-19T03:59:41Z,5480000,,,0,,L. Markkanen traveling TURNOVER (2 TO),[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,2.0,,,,,,,1627964.0,,,,,,,
559,PT06M22.00S,2021-12-19T04:00:01.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629670,86.81011826544021,33.33333333333333,1610612749,82,102,2021-12-19T04:03:49Z,5490000,-83.0,71.0,1,right,J. Nwora 10' driving floating Jump Shot (26 PTS),[1629670],1610612749.0,MIL,driving floating,,,,,,10.98,Made,Nwora,J. Nwora,,,,,,,,26.0,,,,,,,,,,,
560,PT06M05.00S,2021-12-19T04:00:16.4Z,4,REGULAR,3pt,Jump Shot,[],201937,33.590670170827856,57.35294117647059,1610612739,82,102,2021-12-19T04:00:22Z,5500000,-37.0,263.0,1,left,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,,,,26.59,Missed,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
561,PT06M03.00S,2021-12-19T04:00:18.4Z,4,REGULAR,rebound,defensive,[],1630606,,,1610612749,82,102,2021-12-19T04:00:22Z,5510000,,,0,,J. Smart REBOUND (Off:0 Def:3),[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,560.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
562,PT05M59.00S,2021-12-19T04:00:24.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630606,66.70499342969777,65.19607843137256,1610612749,82,102,2021-12-19T04:00:44Z,5520000,76.0,260.0,1,right,MISS J. Smart 27' running pullup 3PT,[1630606],1610612749.0,MIL,running pullup,,,,,,27.14,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
563,PT05M59.00S,2021-12-19T04:00:24.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,82,102,2021-12-19T04:00:44Z,5530000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,
565,PT05M59.00S,2021-12-19T04:00:29.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202326,,,1610612739,82,102,2021-12-19T04:00:57Z,5550000,,,0,,D. Cousins loose ball personal FOUL (4 PF) (Osman 2 FT),"[202326, 1626224]",1610612749.0,MIL,loose ball,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,1627964.0,4.0,0.0,Osman,1626224.0,,,
569,PT05M59.00S,2021-12-19T04:01:07.1Z,4,REGULAR,substitution,out,[],202326,,,1610612739,82,102,2021-12-19T04:01:14Z,5580000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
570,PT05M59.00S,2021-12-19T04:01:07.1Z,4,REGULAR,substitution,in,[],1630572,,,1610612739,82,102,2021-12-19T04:01:14Z,5590000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
568,PT05M59.00S,2021-12-19T04:01:10.5Z,4,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,82,103,2021-12-19T04:22:41Z,5592500,,,0,,C. Osman Free Throw 1 of 2 (22 PTS),[1626224],1610612739.0,CLE,,,,,,,,Made,Osman,C. Osman,,,,,,,,22.0,,,,,,,,,,,
571,PT05M59.00S,2021-12-19T04:01:10.5Z,4,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,82,104,2021-12-19T04:22:41Z,5593750,,,0,,C. Osman Free Throw 2 of 2 (23 PTS),[1626224],1610612739.0,CLE,,,,,,,,Made,Osman,C. Osman,,,,,,,,23.0,,,,,,,,,,,
572,PT05M48.00S,2021-12-19T04:01:44.0Z,4,REGULAR,2pt,Jump Shot,[],1629670,77.4802890932983,26.47058823529412,1610612749,84,104,2021-12-19T04:07:23Z,5595000,-118.0,159.0,1,right,J. Nwora 19' step back Jump Shot (28 PTS) (T. Antetokounmpo 2 AST),"[1629670, 203648]",1610612749.0,MIL,step back,,,,,,19.79,Made,Nwora,J. Nwora,,,,,,,,28.0,T. Antetokounmpo,203648.0,2.0,,,,,,,,
573,PT05M22.00S,2021-12-19T04:02:07.5Z,4,REGULAR,3pt,Jump Shot,[],1626224,17.0335085413929,4.6568627450980395,1610612739,84,104,2021-12-19T04:02:12Z,5620000,227.0,108.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,,,,25.09,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
574,PT05M18.00S,2021-12-19T04:02:11.5Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,84,104,2021-12-19T04:02:12Z,5630000,,,0,,J. Nwora REBOUND (Off:3 Def:7),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,573.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
575,PT05M07.00S,2021-12-19T04:02:23.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630572,90.3580814717477,58.82352941176471,1610612749,84,104,2021-12-19T04:09:15Z,5640000,44.0,38.0,1,right,MISS S. Mamukelashvili driving Hook,[1630572],1610612749.0,MIL,driving,,,,,,5.83,Missed,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
576,PT05M07.00S,2021-12-19T04:02:23.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,84,104,2021-12-19T04:02:52Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,
577,PT05M07.00S,2021-12-19T04:02:42.1Z,4,REGULAR,foul,personal,[],202334,,,1610612749,84,104,2021-12-19T04:02:55Z,5660000,,,0,,E. Davis loose ball personal FOUL (3 PF),"[202334, 1629670]",1610612739.0,CLE,loose ball,,,,,,,,Davis,E. Davis,,,,,,,,,,,,1627964.0,3.0,0.0,Nwora,1629670.0,,,
597,PT05M07.00S,2021-12-19T04:02:51.9Z,4,REGULAR,substitution,out,[],1628400,,,1610612749,84,104,2021-12-19T04:05:45Z,5675000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
598,PT05M07.00S,2021-12-19T04:02:51.9Z,4,REGULAR,substitution,in,[],1626192,,,1610612749,84,104,2021-12-19T04:05:45Z,5677500,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
579,PT04M52.00S,2021-12-19T04:03:01.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203648,92.9862023653088,47.05882352941176,1610612749,84,104,2021-12-19T04:03:06Z,5680000,-15.0,13.0,1,right,MISS T. Antetokounmpo driving Layup - blocked,"[203648, 202334]",1610612749.0,MIL,driving,,,,,,1.99,Missed,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,Davis,202334.0,
640,PT04M52.00S,2021-12-19T04:03:01.8Z,4,REGULAR,block,,[],202334,,,1610612749,84,104,2021-12-19T04:11:50Z,5685000,,,0,,E. Davis BLOCK (1 BLK),[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,
580,PT04M49.00S,2021-12-19T04:03:04.8Z,4,REGULAR,rebound,defensive,[],202334,,,1610612739,84,104,2021-12-19T04:03:06Z,5690000,,,0,,E. Davis REBOUND (Off:0 Def:1),[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,579.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
581,PT04M40.00S,2021-12-19T04:03:12.8Z,4,REGULAR,3pt,Jump Shot,[],1629731,14.011169513797633,3.9215686274509802,1610612739,84,107,2021-12-19T04:03:18Z,5700000,230.0,79.0,1,left,D. Wade 24' 3PT  (9 PTS) (C. Osman 3 AST),"[1629731, 1626224]",1610612739.0,CLE,,,,,,,24.36,Made,Wade,D. Wade,,,,,,,,9.0,C. Osman,1626224.0,3.0,,,,,,,,
583,PT04M24.00S,2021-12-19T04:03:28.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630606,92.85479632063075,49.754901960784316,1610612749,84,107,2021-12-19T04:03:41Z,5720000,-1.0,15.0,1,right,MISS J. Smart reverse Layup,[1630606],1610612749.0,MIL,reverse,,,,,,1.47,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
584,PT04M21.00S,2021-12-19T04:03:31.8Z,4,REGULAR,rebound,defensive,[],202334,,,1610612739,84,107,2021-12-19T04:03:41Z,5730000,,,0,,E. Davis REBOUND (Off:0 Def:2),[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,583.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
585,PT04M20.00S,2021-12-19T04:03:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612739,84,107,2021-12-19T04:04:02Z,5740000,,,0,,S. Mamukelashvili shooting personal FOUL (3 PF) (Markkanen 2 FT),"[1630572, 1628374]",1610612749.0,MIL,shooting,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,101283.0,3.0,0.0,Markkanen,1628374.0,,,
587,PT04M20.00S,2021-12-19T04:04:06.3Z,4,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,84,108,2021-12-19T04:04:06Z,5760000,,,0,,L. Markkanen Free Throw 1 of 2 (7 PTS),[1628374],1610612739.0,CLE,,,,,,,,Made,Markkanen,L. Markkanen,,,,,,,,7.0,,,,,,,,,,,
588,PT04M20.00S,2021-12-19T04:04:18.2Z,4,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,84,109,2021-12-19T04:04:18Z,5770000,,,0,,L. Markkanen Free Throw 2 of 2 (8 PTS),[1628374],1610612739.0,CLE,,,,,,,,Made,Markkanen,L. Markkanen,,,,,,,,8.0,,,,,,,,,,,
589,PT04M06.00S,2021-12-19T04:04:32.6Z,4,REGULAR,3pt,Jump Shot,[],1630572,68.80749014454665,23.52941176470588,1610612749,87,109,2021-12-19T04:04:40Z,5780000,-132.0,241.0,1,right,S. Mamukelashvili 27' 3PT  (17 PTS) (P. Connaughton 2 AST),"[1630572, 1626192]",1610612749.0,MIL,,,,,,,27.47,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,17.0,P. Connaughton,1626192.0,2.0,,,,,,,,
591,PT03M42.00S,2021-12-19T04:04:56.1Z,4,REGULAR,3pt,Jump Shot,[],201937,8.754927726675426,98.77450980392157,1610612739,87,112,2021-12-19T04:05:01Z,5800000,-244.0,30.0,1,left,R. Rubio 24' 3PT  (15 PTS) (C. Osman 4 AST),"[201937, 1626224]",1610612739.0,CLE,,,,,,,24.57,Made,Rubio,R. Rubio,,,,,,,,15.0,C. Osman,1626224.0,4.0,,,,,,,,
593,PT03M27.00S,2021-12-19T04:05:10.9Z,4,REGULAR,turnover,bad pass,[],1629670,,,1610612749,87,112,2021-12-19T04:05:20Z,5820000,,,0,,J. Nwora bad pass TURNOVER (3 TO),"[1629670, 202334]",1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,3.0,Davis,202334.0,,,,,,,,,,,,
594,PT03M27.00S,2021-12-19T04:05:10.9Z,4,REGULAR,steal,,[],202334,,,1610612739,87,112,2021-12-19T04:05:13Z,5830000,,,0,,E. Davis STEAL (1 STL),[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,
596,PT03M20.00S,2021-12-19T04:05:27.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,87,112,2021-12-19T04:05:27Z,5840000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,out,[],1626192,,,1610612739,87,112,2021-12-19T04:07:00Z,5850000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
600,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,out,[],201937,,,1610612739,87,112,2021-12-19T04:07:00Z,5860000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
601,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,87,112,2021-12-19T04:07:00Z,5870000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
602,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,out,[],1628374,,,1610612739,87,112,2021-12-19T04:07:00Z,5880000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
603,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,87,112,2021-12-19T04:07:00Z,5890000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
604,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,in,[],1628400,,,1610612739,87,112,2021-12-19T04:07:00Z,5900000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
605,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,in,[],1630612,,,1610612739,87,112,2021-12-19T04:07:00Z,5910000,,,0,,SUB in: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,,,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,
606,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,in,[],1627756,,,1610612739,87,112,2021-12-19T04:07:00Z,5920000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,
607,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,87,112,2021-12-19T04:07:00Z,5930000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,
608,PT03M20.00S,2021-12-19T04:06:32.8Z,4,REGULAR,substitution,in,[],1630698,,,1610612739,87,112,2021-12-19T04:07:00Z,5940000,,,0,,SUB in: K. Pangos,[1630698],1610612739.0,CLE,,,,,,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,
609,PT03M03.00S,2021-12-19T04:07:17.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630698,26.363337713534822,51.225490196078425,1610612739,87,112,2021-12-19T04:12:20Z,5950000,-6.0,195.0,1,left,MISS K. Pangos 19' pullup Shot,[1630698],1610612739.0,CLE,pullup,,,,,,19.54,Missed,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,
610,PT02M58.00S,2021-12-19T04:07:21.0Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612749,87,112,2021-12-19T04:07:21Z,5960000,,,0,,S. Ojeleye REBOUND (Off:1 Def:6),[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,609.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
612,PT02M52.00S,2021-12-19T04:07:27.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,92.06636005256242,63.48039215686274,1610612749,87,112,2021-12-19T04:13:13Z,5970000,67.0,22.0,1,right,MISS S. Ojeleye 7' driving Layup,[1628400],1610612749.0,MIL,driving,,,,,,7.09,Missed,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
613,PT02M52.00S,2021-12-19T04:07:27.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,87,112,2021-12-19T04:08:15Z,5980000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,
614,PT02M52.00S,2021-12-19T04:07:33.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,87,112,2021-12-19T04:07:33Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT02M38.00S,2021-12-19T04:07:57.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,87,112,2021-12-19T04:07:57Z,6000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M37.00S,2021-12-19T04:08:17.9Z,4,REGULAR,turnover,out-of-bounds,[],1630612,,,1610612739,87,112,2021-12-19T04:08:52Z,6010000,,,0,,R. Nembhard Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630612],1610612739.0,CLE,bad pass,,,,,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,1.0,,,,,,,,,,,,,,
617,PT02M20.00S,2021-12-19T04:08:37.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203648,92.85479632063075,2.941176470588235,1610612749,90,112,2021-12-19T04:08:43Z,6020000,-235.0,15.0,1,right,T. Antetokounmpo 3PT  (7 PTS) (J. Nwora 4 AST),"[203648, 1629670]",1610612749.0,MIL,,,,,,,23.58,Made,Antetokounmpo,T. Antetokounmpo,,,,,,,,7.0,J. Nwora,1629670.0,4.0,,,,,,,,
619,PT01M59.00S,2021-12-19T04:09:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630612,6.258212877792378,44.11764705882353,1610612739,90,114,2021-12-19T04:14:30Z,6040000,29.0,6.0,1,left,R. Nembhard Jr. driving finger roll Layup (2 PTS) (K. Pangos 1 AST),"[1630612, 1630698]",1610612739.0,CLE,driving finger roll,,,,,,3.01,Made,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,2.0,K. Pangos,1630698.0,1.0,,,,,,,,
621,PT01M48.00S,2021-12-19T04:09:13.8Z,4,REGULAR,2pt,Jump Shot,[],1629670,92.19776609724047,77.45098039215686,1610612749,90,114,2021-12-19T04:14:46Z,6060000,137.0,21.0,1,right,MISS J. Nwora 13' step back Shot,[1629670],1610612749.0,MIL,step back,,,,,,13.89,Missed,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
622,PT01M46.00S,2021-12-19T04:09:16.2Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,90,114,2021-12-19T04:09:16Z,6070000,,,0,,T. Antetokounmpo REBOUND (Off:3 Def:1),[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,621.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
623,PT01M45.00S,2021-12-19T04:09:17.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203648,91.93495400788436,50.49019607843137,1610612749,90,114,2021-12-19T04:09:47Z,6080000,2.0,23.0,1,right,MISS T. Antetokounmpo Layup,[203648],1610612749.0,MIL,,,,,,,2.34,Missed,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
624,PT01M42.00S,2021-12-19T04:09:20.2Z,4,REGULAR,rebound,defensive,[],202334,,,1610612739,90,114,2021-12-19T04:09:47Z,6090000,,,0,,E. Davis REBOUND (Off:0 Def:3),[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,623.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
625,PT01M37.00S,2021-12-19T04:09:25.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,6.783837056504599,49.26470588235294,1610612739,90,116,2021-12-19T04:13:45Z,6100000,4.0,11.0,1,left,L. Stevens driving Layup (5 PTS) (R. Nembhard Jr. 1 AST),"[1630205, 1630612]",1610612739.0,CLE,driving,,,,,,1.19,Made,Stevens,L. Stevens,,,,,,,,5.0,R. Nembhard Jr.,1630612.0,1.0,,,,,,,,
627,PT01M24.00S,2021-12-19T04:09:40.5Z,4,REGULAR,2pt,Jump Shot,[],1628400,78.0059132720105,46.07843137254902,1610612749,90,116,2021-12-19T04:16:01Z,6120000,-20.0,154.0,1,right,MISS S. Ojeleye 15' pullup Shot,[1628400],1610612749.0,MIL,pullup,,,,,,15.54,Missed,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
628,PT01M24.00S,2021-12-19T04:09:40.5Z,4,REGULAR,rebound,defensive,[],1630698,,,1610612739,90,116,2021-12-19T04:09:54Z,6130000,,,0,,K. Pangos REBOUND (Off:0 Def:1),[1630698],1610612739.0,CLE,,,,,,,,,Pangos,K. Pangos,627.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
629,PT01M13.00S,2021-12-19T04:09:54.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,19.136005256241788,36.76470588235294,1610612739,90,118,2021-12-19T04:16:28Z,6140000,66.0,127.0,1,left,L. Stevens 14' pullup Jump Shot (7 PTS),[1630205],1610612739.0,CLE,pullup,,,,,,14.36,Made,Stevens,L. Stevens,,,,,,,,7.0,,,,,,,,,,,
