actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
17,PT10M55.00S,2021-12-05T01:16:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626171,11.908672798948752,40.68627450980392,1610612749,0,0,2021-12-05T01:16:25Z,170000,47.0,59.0,1,left,MISS B. Portis 7' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,7.55,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M54.00S,2021-12-05T01:16:14.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,0,0,2021-12-05T01:16:14Z,180000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
19,PT10M54.00S,2021-12-05T01:16:18.0Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,0,0,2021-12-05T01:18:00Z,190000,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,,,,,,,202041.0,,,,,1.0,,,,,,,,,
20,PT10M48.00S,2021-12-05T01:16:26.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,94.69448094612353,3.6764705882352944,1610612748,0,0,2021-12-05T01:16:36Z,200000,-232.0,-3.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M44.00S,2021-12-05T01:16:30.0Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,0,0,2021-12-05T01:16:30Z,210000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
22,PT10M37.00S,2021-12-05T01:16:36.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629130,95.0886990801577,4.6568627450980395,1610612748,0,0,2021-12-05T01:16:41Z,220000,-227.0,-6.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M35.00S,2021-12-05T01:16:39.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2021-12-05T01:16:39Z,230000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
24,PT10M26.00S,2021-12-05T01:16:47.6Z,1,REGULAR,3pt,Jump Shot,[],1630572,13.354139290407357,97.54901960784314,1610612749,0,0,2021-12-05T01:16:52Z,240000,-238.0,73.0,1,left,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M23.00S,2021-12-05T01:16:50.6Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,0,2021-12-05T01:16:52Z,250000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT10M10.00S,2021-12-05T01:17:04.2Z,1,REGULAR,3pt,Jump Shot,[],200768,67.36202365308804,69.6078431372549,1610612748,0,0,2021-12-05T01:17:09Z,260000,98.0,254.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
27,PT10M05.00S,2021-12-05T01:17:09.2Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,0,2021-12-05T01:17:09Z,270000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M57.00S,2021-12-05T01:17:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.703679369250986,48.529411764705884,1610612749,2,0,2021-12-05T01:17:21Z,280000,7.0,20.0,1,left,J. Holiday cutting Layup (2 PTS) (K. Middleton 1 AST),"[201950, 203114]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,2.12,Made,,,,,,,,,,,2.0,K. Middleton,203114.0,1.0,,,,,
30,PT09M47.00S,2021-12-05T01:17:27.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,69.07030223390277,73.2843137254902,1610612748,2,0,2021-12-05T01:17:37Z,300000,116.0,238.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M43.00S,2021-12-05T01:17:31.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,0,2021-12-05T01:17:37Z,310000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,30.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
32,PT09M36.00S,2021-12-05T01:17:40.8Z,1,REGULAR,2pt,Jump Shot,[],203114,8.229303547963205,75.0,1610612749,4,0,2021-12-05T01:17:48Z,320000,-125.0,25.0,1,left,K. Middleton 12' driving floating Jump Shot (2 PTS),[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,12.75,Made,,,,,,,,,,,2.0,,,,,,,,
33,PT09M36.00S,2021-12-05T01:17:45.0Z,1,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612749,4,0,2021-12-05T01:18:56Z,330000,,,0,,T. Herro shooting personal FOUL (1 PF) (Middleton 1 FT),"[1629639, 203114]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,202027.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,
35,PT09M36.00S,2021-12-05T01:19:02.0Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,5,0,2021-12-05T01:19:02Z,350000,,,0,,K. Middleton Free Throw 1 of 1 (3 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
36,PT09M20.00S,2021-12-05T01:19:26.6Z,1,REGULAR,turnover,3-second-violation,[],203473,,,1610612748,5,0,2021-12-05T01:19:39Z,360000,,,0,,D. Dedmon 3-second-violation TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,202041.0,,,,,1.0,,,,,,,,,
37,PT09M09.00S,2021-12-05T01:19:44.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203114,19.136005256241788,60.049019607843135,1610612749,5,0,2021-12-05T01:19:49Z,370000,-50.0,127.0,1,left,MISS K. Middleton 13' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,13.69,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M06.00S,2021-12-05T01:19:47.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,5,0,2021-12-05T01:19:49Z,380000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
39,PT08M48.00S,2021-12-05T01:20:04.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,92.85479632063075,80.88235294117648,1610612748,5,0,2021-12-05T01:20:11Z,390000,154.0,15.0,1,right,MISS T. Herro 15' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,15.51,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M45.00S,2021-12-05T01:20:07.7Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,5,0,2021-12-05T01:20:11Z,400000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
41,PT08M22.00S,2021-12-05T01:20:30.9Z,1,REGULAR,3pt,Jump Shot,[],201950,8.360709592641262,96.81372549019608,1610612749,5,0,2021-12-05T01:20:35Z,410000,-234.0,26.0,1,left,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M19.00S,2021-12-05T01:20:33.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,5,0,2021-12-05T01:20:35Z,420000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
43,PT08M13.00S,2021-12-05T01:20:40.1Z,1,REGULAR,3pt,Jump Shot,[],203473,68.41327201051249,68.38235294117648,1610612748,5,3,2021-12-05T01:20:45Z,430000,92.0,244.0,1,right,D. Dedmon 26' 3PT  (3 PTS) (K. Lowry 1 AST),"[203473, 200768]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,26.11,Made,,,,,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,
45,PT08M00.00S,2021-12-05T01:20:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,6.521024967148489,49.50980392156863,1610612749,7,3,2021-12-05T01:20:59Z,450000,2.0,9.0,1,left,S. Mamukelashvili cutting DUNK (2 PTS) (B. Portis 1 AST),"[1630572, 1626171]",1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,0.91,Made,,,,,,,,,,,2.0,B. Portis,1626171.0,1.0,,,,,
47,PT07M43.00S,2021-12-05T01:21:10.3Z,1,REGULAR,3pt,Jump Shot,[],200768,85.23324572930355,3.431372549019608,1610612748,7,3,2021-12-05T01:21:17Z,470000,-233.0,86.0,1,right,MISS K. Lowry 24' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M38.00S,2021-12-05T01:21:15.3Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,7,3,2021-12-05T01:21:17Z,480000,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
49,PT07M30.00S,2021-12-05T01:21:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203473,68.54467805519053,67.64705882352942,1610612748,7,6,2021-12-05T01:21:29Z,490000,88.0,243.0,1,right,D. Dedmon 25' 3PT  (6 PTS) (T. Herro 1 AST),"[203473, 1629639]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,25.87,Made,,,,,,,,,,,6.0,T. Herro,1629639.0,1.0,,,,,
51,PT07M16.00S,2021-12-05T01:21:37.8Z,1,REGULAR,3pt,Jump Shot,[],1626192,31.225361366622867,70.83333333333334,1610612749,10,6,2021-12-05T01:21:42Z,510000,-104.0,241.0,1,left,P. Connaughton 26' 3PT  (3 PTS) (K. Middleton 2 AST),"[1626192, 203114]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.26,Made,,,,,,,,,,,3.0,K. Middleton,203114.0,2.0,,,,,
53,PT07M07.00S,2021-12-05T01:21:50.3Z,1,REGULAR,foul,personal,[],1626192,,,1610612748,10,6,2021-12-05T01:22:00Z,530000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 200768]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,202041.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,
55,PT07M07.00S,2021-12-05T01:21:58.8Z,1,REGULAR,substitution,out,[],1630572,,,1610612748,10,6,2021-12-05T01:22:04Z,550000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M07.00S,2021-12-05T01:21:58.8Z,1,REGULAR,substitution,in,[],203918,,,1610612748,10,6,2021-12-05T01:22:04Z,560000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2021-12-05T01:22:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.20433639947439,56.372549019607845,1610612748,10,6,2021-12-05T01:22:59Z,570000,32.0,68.0,1,right,MISS T. Herro 7' driving floating Shot - blocked,"[1629639, 203918]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,7.49,Missed,,,,,,,,,,,,,,,Hood,203918.0,,,
58,PT06M58.00S,2021-12-05T01:22:24.0Z,1,REGULAR,block,,[],203918,,,1610612748,10,6,2021-12-05T01:23:42Z,580000,,,0,,R. Hood BLOCK (1 BLK),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M54.00S,2021-12-05T01:22:28.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,10,6,2021-12-05T01:22:59Z,590000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
60,PT06M53.00S,2021-12-05T01:22:29.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626192,11.12023653088042,49.01960784313725,1610612749,10,6,2021-12-05T01:23:18Z,600000,5.0,52.0,1,left,MISS P. Connaughton running DUNK,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,5.22,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2021-12-05T01:22:29.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,10,6,2021-12-05T01:23:18Z,610000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,60.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
62,PT06M53.00S,2021-12-05T01:22:37.6Z,1,REGULAR,foul,personal,[],203114,,,1610612748,10,6,2021-12-05T01:24:41Z,620000,,,0,,K. Middleton take personal FOUL (1 PF),"[203114, 203473]",1610612749.0,MIL,take,,,Middleton,K. Middleton,,,,,,,,,,,202027.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,
64,PT06M53.00S,2021-12-05T01:23:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,10,6,2021-12-05T01:23:11Z,640000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2021-12-05T01:26:00.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,95.3515111695138,95.83333333333334,1610612748,10,6,2021-12-05T01:26:09Z,650000,229.0,-9.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2021-12-05T01:26:03.1Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,10,6,2021-12-05T01:26:09Z,660000,,,0,,T. Herro REBOUND (Off:1 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
67,PT06M28.00S,2021-12-05T01:26:05.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,73.80091984231275,82.35294117647058,1610612748,10,6,2021-12-05T01:26:30Z,670000,162.0,194.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2021-12-05T01:26:05.2Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,10,6,2021-12-05T01:26:13Z,680000,,,0,,T. Herro REBOUND (Off:2 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,67.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
69,PT06M21.00S,2021-12-05T01:26:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,94.40999984741211,50.0,1610612748,10,8,2021-12-05T01:26:11Z,690000,0.0,0.0,1,right,T. Herro tip Layup (2 PTS),[1629639],1610612748.0,MIA,tip,,,Herro,T. Herro,,,,,0.0,Made,,,,,,,,,,,2.0,,,,,,,,
70,PT06M15.00S,2021-12-05T01:26:17.6Z,1,REGULAR,3pt,Jump Shot,[],203114,30.17411300919842,71.32352941176471,1610612749,10,8,2021-12-05T01:26:24Z,700000,-107.0,231.0,1,left,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2021-12-05T01:26:20.0Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,10,8,2021-12-05T01:26:20Z,710000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
72,PT06M07.00S,2021-12-05T01:26:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,8.360709592641262,49.754901960784316,1610612749,12,8,2021-12-05T01:26:33Z,720000,1.0,26.0,1,left,K. Middleton driving Layup (5 PTS) (B. Portis 2 AST),"[203114, 1626171]",1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,2.61,Made,,,,,,,,,,,5.0,B. Portis,1626171.0,2.0,,,,,
74,PT05M53.00S,2021-12-05T01:26:40.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200782,91.40932982917214,51.9607843137255,1610612748,12,10,2021-12-05T01:26:45Z,740000,10.0,28.0,1,right,P. Tucker turnaround Hook (2 PTS) (K. Lowry 2 AST),"[200782, 200768]",1610612748.0,MIA,turnaround,,,Tucker,P. Tucker,,,,,2.99,Made,,,,,,,,,,,2.0,K. Lowry,200768.0,2.0,,,,,
76,PT05M30.00S,2021-12-05T01:27:02.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,8.886333771353483,39.46078431372549,1610612749,14,10,2021-12-05T01:27:09Z,760000,53.0,31.0,1,left,J. Holiday 6' driving Hook (4 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,6.11,Made,,,,,,,,,,,4.0,,,,,,,,
77,PT05M10.00S,2021-12-05T01:27:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,93.24901445466492,45.83333333333333,1610612748,14,12,2021-12-05T01:27:30Z,770000,-21.0,11.0,1,right,D. Dedmon alley-oop Layup (8 PTS) (T. Herro 2 AST),"[203473, 1629639]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,2.35,Made,,,,,,,,,,,8.0,T. Herro,1629639.0,2.0,,,,,
79,PT04M58.00S,2021-12-05T01:27:34.6Z,1,REGULAR,3pt,Jump Shot,[],201950,33.85348226018397,48.28431372549019,1610612749,17,12,2021-12-05T01:27:39Z,790000,9.0,266.0,1,left,J. Holiday 26' 3PT step back (7 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.58,Made,,,,,,,,,,,7.0,,,,,,,,
80,PT04M38.00S,2021-12-05T01:27:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.9862023653088,51.225490196078425,1610612748,17,14,2021-12-05T01:28:01Z,800000,6.0,13.0,1,right,T. Herro driving Layup (4 PTS) (K. Lowry 3 AST),"[1629639, 200768]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,1.47,Made,,,,,,,,,,,4.0,K. Lowry,200768.0,3.0,,,,,
81,PT04M19.00S,2021-12-05T01:28:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203918,16.113666228646515,41.911764705882355,1610612749,19,14,2021-12-05T01:30:21Z,810000,40.0,99.0,1,left,R. Hood 10' driving floating Jump Shot (2 PTS) (J. Holiday 1 AST),"[203918, 201950]",1610612749.0,MIL,driving floating,,,Hood,R. Hood,,,,,10.69,Made,,,,,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,
83,PT04M14.00S,2021-12-05T01:28:23.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,19,14,2021-12-05T01:28:23Z,830000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612748,19,14,2021-12-05T01:31:29Z,840000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,out,[],203114,,,1610612748,19,14,2021-12-05T01:31:29Z,850000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,out,[],1626192,,,1610612748,19,14,2021-12-05T01:31:29Z,860000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,out,[],200768,,,1610612748,19,14,2021-12-05T01:31:29Z,870000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,out,[],203473,,,1610612748,19,14,2021-12-05T01:31:29Z,880000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,in,[],1630606,,,1610612748,19,14,2021-12-05T01:31:29Z,890000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
