actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
30,PT10M12.00S,2021-10-31T00:18:24.9Z,1,REGULAR,substitution,in,[],1626192,,,1610612759,4,3,2021-10-31T00:18:45Z,300000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2021-10-31T00:19:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,93.11760840998686,96.07843137254902,1610612759,4,3,2021-10-31T00:19:26Z,310000,230.0,12.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,23.07,,,,,,,,,,,
32,PT09M52.00S,2021-10-31T00:19:21.8Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,4,3,2021-10-31T00:19:26Z,320000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,31.0,,,1.0,1.0,0.0,,,,,,,,
33,PT09M47.00S,2021-10-31T00:19:26.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,7.966491458607096,47.30392156862745,1610612749,4,3,2021-10-31T00:19:59Z,330000,13.0,22.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,2.62,,,,,,,,,,,
34,PT09M45.00S,2021-10-31T00:19:28.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,4,3,2021-10-31T00:19:35Z,340000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,33.0,,,2.0,2.0,0.0,,,,,,,,
35,PT09M42.00S,2021-10-31T00:19:32.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,91.27792378449409,44.85294117647059,1610612759,4,5,2021-10-31T00:20:48Z,350000,-26.0,29.0,1,right,D. White running Layup (2 PTS) (K. Johnson 1 AST),"[1628401, 1629640]",1610612759.0,SAS,running,,,White,D. White,,,,,,,,,,Made,,2.0,3.91,,,,,K. Johnson,1629640.0,1.0,,,,
37,PT09M15.00S,2021-10-31T00:20:04.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,4,5,2021-10-31T00:20:10Z,370000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,,,
38,PT08M57.00S,2021-10-31T00:20:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,95.3515111695138,96.07843137254902,1610612759,4,5,2021-10-31T00:20:35Z,380000,230.0,-9.0,1,right,MISS D. White 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,23.06,,,,,,,,,,,
39,PT08M54.00S,2021-10-31T00:20:33.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,4,5,2021-10-31T00:20:35Z,390000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,38.0,,,1.0,1.0,0.0,,,,,,,,
40,PT08M40.00S,2021-10-31T00:20:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,15.850854139290407,46.32352941176471,1610612749,4,5,2021-10-31T00:20:52Z,400000,18.0,96.0,1,left,MISS G. Hill 9' turnaround fadeaway Shot,[201588],1610612749.0,MIL,turnaround fadeaway,,,Hill,G. Hill,,,,,,,,,,Missed,,,9.82,,,,,,,,,,,
41,PT08M37.00S,2021-10-31T00:20:50.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,5,2021-10-31T00:20:52Z,410000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,40.0,,,1.0,1.0,0.0,,,,,,,,
42,PT08M33.00S,2021-10-31T00:20:55.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627749,79.97700394218134,43.627450980392155,1610612759,4,5,2021-10-31T00:22:40Z,420000,-32.0,136.0,1,right,MISS D. Murray 13' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,,,,Missed,,,13.94,,,,,,,,,,,
43,PT08M30.00S,2021-10-31T00:20:58.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,5,2021-10-31T00:21:04Z,430000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,42.0,,,1.0,1.0,0.0,,,,,,,,
44,PT08M17.00S,2021-10-31T00:21:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,8.492115637319317,3.1862745098039214,1610612749,7,5,2021-10-31T00:22:28Z,440000,234.0,27.0,1,left,G. Allen 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,Made,,3.0,23.57,,,,,G. Antetokounmpo,203507.0,1.0,,,,
46,PT08M01.00S,2021-10-31T00:21:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,93.9060446780552,96.07843137254902,1610612759,7,8,2021-10-31T00:21:35Z,460000,230.0,5.0,1,right,D. White 3PT  (5 PTS) (L. Walker IV 1 AST),"[1628401, 1629022]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,,5.0,23.04,,,,,L. Walker IV,1629022.0,1.0,,,,
48,PT07M51.00S,2021-10-31T00:21:37.6Z,1,REGULAR,3pt,Jump Shot,[],203114,16.376478318002626,97.05882352941177,1610612749,7,8,2021-10-31T00:21:43Z,480000,-235.0,101.0,1,left,MISS K. Middleton 25' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,25.62,,,,,,,,,,,
49,PT07M48.00S,2021-10-31T00:21:40.4Z,1,REGULAR,rebound,offensive,[],201588,,,1610612749,7,8,2021-10-31T00:21:40Z,490000,,,0,,G. Hill REBOUND (Off:1 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,48.0,,,2.0,1.0,1.0,,,,,,,,
50,PT07M37.00S,2021-10-31T00:21:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201588,11.383048620236531,40.44117647058824,1610612749,7,8,2021-10-31T00:21:55Z,500000,48.0,55.0,1,left,MISS G. Hill 7' driving Layup,[201588],1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,,,,,,Missed,,,7.25,,,,,,,,,,,
51,PT07M34.00S,2021-10-31T00:21:53.5Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,7,8,2021-10-31T00:21:55Z,510000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,50.0,,,2.0,1.0,1.0,,,,,,,,
52,PT07M34.00S,2021-10-31T00:21:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,5.590000152587891,50.0,1610612749,9,8,2021-10-31T00:21:54Z,520000,0.0,0.0,1,left,P. Connaughton tip Layup (2 PTS),[1626192],1610612749.0,MIL,tip,,,Connaughton,P. Connaughton,,,,,,,,,,Made,,2.0,0.0,,,,,,,,,,,
53,PT07M28.00S,2021-10-31T00:21:59.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,72.48685939553219,85.04901960784314,1610612759,9,11,2021-10-31T00:25:03Z,530000,175.0,206.0,1,right,L. Walker IV 27' 3PT running (4 PTS) (D. Murray 2 AST),"[1629022, 1627749]",1610612759.0,SAS,running,,,Walker IV,L. Walker IV,,,,,,,,,,Made,,4.0,27.05,,,,,D. Murray,1627749.0,2.0,,,,
55,PT07M13.00S,2021-10-31T00:22:19.9Z,1,REGULAR,turnover,traveling,[],203507,,,1610612749,9,11,2021-10-31T00:22:42Z,550000,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2005.0,,,,,,,,,,,,2.0,,,,,,,
56,PT07M13.00S,2021-10-31T00:22:24.3Z,1,REGULAR,substitution,out,[],203507,,,1610612759,9,11,2021-10-31T00:22:30Z,560000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2021-10-31T00:22:24.3Z,1,REGULAR,substitution,in,[],203648,,,1610612759,9,11,2021-10-31T00:22:30Z,570000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2021-10-31T00:22:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,92.06636005256242,54.41176470588235,1610612759,9,13,2021-10-31T00:22:52Z,580000,22.0,22.0,1,right,D. White driving Layup (7 PTS) (D. Murray 3 AST),"[1628401, 1627749]",1610612759.0,SAS,driving,,,White,D. White,,,,,,,,,,Made,,7.0,3.13,,,,,D. Murray,1627749.0,3.0,,,,
60,PT06M45.00S,2021-10-31T00:23:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,15.062417871222076,34.31372549019608,1610612749,9,13,2021-10-31T00:23:06Z,600000,78.0,89.0,1,left,MISS K. Middleton 11' driving floating Shot,[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,11.87,,,,,,,,,,,
61,PT06M41.00S,2021-10-31T00:23:05.1Z,1,REGULAR,rebound,offensive,[],201588,,,1610612749,9,13,2021-10-31T00:23:05Z,610000,,,0,,G. Hill REBOUND (Off:2 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,60.0,,,3.0,1.0,2.0,,,,,,,,
62,PT06M41.00S,2021-10-31T00:23:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201588,5.590000152587891,50.0,1610612749,11,13,2021-10-31T00:23:05Z,620000,0.0,0.0,1,left,G. Hill tip Layup (2 PTS),[201588],1610612749.0,MIL,tip,,,Hill,G. Hill,,,,,,,,,,Made,,2.0,0.0,,,,,,,,,,,
63,PT06M37.00S,2021-10-31T00:23:10.8Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,11,13,2021-10-31T00:23:28Z,630000,,,0,,L. Walker IV bad pass out-of-bounds TURNOVER (2 TO),[1629022],1610612759.0,SAS,bad pass,,,Walker IV,L. Walker IV,,,,,1628172.0,,,,,,,,,,,,2.0,,,,,,,
64,PT06M37.00S,2021-10-31T00:23:17.0Z,1,REGULAR,substitution,out,[],1627751,,,1610612749,11,13,2021-10-31T00:23:21Z,640000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M37.00S,2021-10-31T00:23:17.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612749,11,13,2021-10-31T00:23:21Z,650000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M15.00S,2021-10-31T00:23:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203648,9.017739816031538,44.11764705882353,1610612749,11,13,2021-10-31T00:23:49Z,660000,29.0,32.0,1,left,MISS T. Antetokounmpo Layup - blocked,"[203648, 1629234]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Missed,,,4.37,,,,,,,,,,Eubanks,1629234.0
68,PT06M15.00S,2021-10-31T00:23:44.6Z,1,REGULAR,block,,[],1629234,,,1610612749,11,13,2021-10-31T00:23:48Z,670000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2021-10-31T00:23:48.6Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,11,13,2021-10-31T00:23:49Z,680000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,67.0,,,3.0,3.0,0.0,,,,,,,,
70,PT06M09.00S,2021-10-31T00:23:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,94.69448094612353,94.6078431372549,1610612759,11,16,2021-10-31T00:23:57Z,690000,223.0,-3.0,1,right,D. White 3PT running (10 PTS) (L. Walker IV 2 AST),"[1628401, 1629022]",1610612759.0,SAS,running,,,White,D. White,,,,,,,,,,Made,,10.0,22.3,,,,,L. Walker IV,1629022.0,2.0,,,,
72,PT05M51.00S,2021-10-31T00:24:08.1Z,1,REGULAR,2pt,Jump Shot,[],203114,21.23850197109067,34.80392156862745,1610612749,13,16,2021-10-31T00:24:12Z,710000,76.0,147.0,1,left,K. Middleton 16' pullup Jump Shot (4 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,Made,,4.0,16.56,,,,,,,,,,,
73,PT05M40.00S,2021-10-31T00:24:23.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,13,16,2021-10-31T00:24:23Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,out,[],201588,,,1610612759,13,16,2021-10-31T00:24:39Z,730000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,out,[],1628960,,,1610612759,13,16,2021-10-31T00:24:39Z,740000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,13,16,2021-10-31T00:24:39Z,750000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,in,[],1629620,,,1610612759,13,16,2021-10-31T00:24:39Z,760000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,in,[],1629670,,,1610612759,13,16,2021-10-31T00:24:39Z,770000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2021-10-31T00:24:25.1Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,13,16,2021-10-31T00:24:39Z,780000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M34.00S,2021-10-31T00:24:44.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,93.38042049934296,3.431372549019608,1610612759,13,19,2021-10-31T00:24:50Z,790000,-233.0,10.0,1,right,D. White 3PT  (13 PTS) (D. Murray 4 AST),"[1628401, 1627749]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,,13.0,23.3,,,,,D. Murray,1627749.0,4.0,,,,
82,PT05M22.00S,2021-10-31T00:24:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,8.360709592641262,52.450980392156865,1610612749,15,19,2021-10-31T00:25:16Z,810000,-12.0,26.0,1,left,K. Middleton driving Layup (6 PTS),[203114],1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,,,,,,Made,,6.0,2.89,,,,,,,,,,,
93,PT05M06.00S,2021-10-31T00:25:16.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,91.5407358738502,95.83333333333334,1610612759,15,19,2021-10-31T00:27:54Z,815000,229.0,27.0,1,right,MISS D. Murray 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,Missed,,,23.08,,,,,,,,,,,
94,PT05M04.00S,2021-10-31T00:25:18.7Z,1,REGULAR,rebound,defensive,[],203648,,,1610612749,15,19,2021-10-31T00:28:15Z,817500,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:2),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,93.0,,,2.0,2.0,0.0,,,,,,,,
83,PT04M44.00S,2021-10-31T00:25:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629670,5.863994743758213,0.9803921568627451,1610612749,15,19,2021-10-31T00:25:51Z,820000,245.0,3.0,1,left,MISS J. Nwora 24' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,Missed,,,24.51,,,,,,,,,,,
84,PT04M41.00S,2021-10-31T00:25:39.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,15,19,2021-10-31T00:25:51Z,830000,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,83.0,,,4.0,4.0,0.0,,,,,,,,
85,PT04M35.00S,2021-10-31T00:25:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,79.71419185282524,64.95098039215686,1610612759,15,21,2021-10-31T00:29:19Z,840000,75.0,138.0,1,right,K. Johnson 15' driving floating Jump Shot (2 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,,,,,,Made,,2.0,15.71,,,,,,,,,,,
86,PT04M21.00S,2021-10-31T00:25:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,17.16491458607096,49.26470588235294,1610612749,17,21,2021-10-31T00:26:05Z,850000,4.0,109.0,1,left,P. Connaughton 10' driving floating Jump Shot (4 PTS) (K. Middleton 1 AST),"[1626192, 203114]",1610612749.0,MIL,driving floating,,,Connaughton,P. Connaughton,,,,,,,,,,Made,,4.0,10.9,,,,,K. Middleton,203114.0,1.0,,,,
88,PT04M10.00S,2021-10-31T00:26:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1629620,,,1610612759,17,21,2021-10-31T00:26:23Z,870000,,,0,,J. Robinson shooting personal FOUL (1 PF) (White 2 FT),"[1629620, 1628401]",1610612749.0,MIL,shooting,,,Robinson,J. Robinson,,,,,202058.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
90,PT04M10.00S,2021-10-31T00:26:47.0Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,17,21,2021-10-31T00:26:47Z,890000,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,,,,,,,,,,
