actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M43.00S,2023-04-07T00:12:30.7Z,1,REGULAR,3pt,Jump Shot,[],1631103,77.21747700394218,10.53921568627451,1610612759,2,5,2023-04-07T00:12:35Z,190000,False,-197.0,162.0,1,right,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
20,PT10M40.00S,2023-04-07T00:12:32.9Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,2,5,2023-04-07T00:12:32Z,200000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,19.0,,,,,1.0,1.0,0.0,,,,,,,,
21,PT10M30.00S,2023-04-07T00:12:42.5Z,1,REGULAR,3pt,Jump Shot,[],1631219,29.517082785808146,73.0392156862745,1610612757,2,5,2023-04-07T00:12:53Z,210000,False,-115.0,225.0,1,left,MISS J. Butler Jr. 25' 3PT,[1631219],1610612757.0,POR,,,,Butler Jr.,J. Butler Jr.,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
22,PT10M26.00S,2023-04-07T00:12:46.5Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,2,5,2023-04-07T00:12:53Z,220000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,,21.0,,,,,1.0,1.0,0.0,,,,,,,,
23,PT10M21.00S,2023-04-07T00:12:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.95729303547962,58.57843137254902,1610612759,2,5,2023-04-07T00:12:57Z,230000,False,43.0,-5.0,1,right,MISS T. Jones driving Layup - blocked,"[1630200, 1629234]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.32,Missed,Eubanks,1629234.0,,,,,,,,,,,,,,,,
24,PT10M21.00S,2023-04-07T00:12:52.8Z,1,REGULAR,block,,[],1629234,,,1610612759,2,5,2023-04-07T00:12:54Z,240000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M21.00S,2023-04-07T00:12:52.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,5,2023-04-07T00:12:57Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,23.0,,,,,,,,,,,,,,,
27,PT10M18.00S,2023-04-07T00:13:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1631466,,,1610612759,2,5,2023-04-07T00:13:29Z,270000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Collins 2 FT),"[1631466, 1628380]",1610612757.0,POR,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Collins,1628380.0,,,
29,PT10M18.00S,2023-04-07T00:13:40.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628380,,,1610612759,3,5,2023-04-07T00:13:57Z,290000,False,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
30,PT10M18.00S,2023-04-07T00:13:40.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628380,,,1610612759,3,5,2023-04-07T00:13:57Z,300000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT10M17.00S,2023-04-07T00:13:41.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,3,5,2023-04-07T00:13:57Z,310000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,30.0,,,,,2.0,2.0,0.0,,,,,,,,
32,PT10M01.00S,2023-04-07T00:14:13.1Z,1,REGULAR,2pt,Jump Shot,[],1630570,12.828515111695138,29.65686274509804,1610612757,3,7,2023-04-07T00:14:23Z,320000,False,102.0,68.0,1,left,T. Watford 12' turnaround Jump Shot (2 PTS) (J. Butler Jr. 1 AST),"[1630570, 1631219]",1610612757.0,POR,turnaround,,,Watford,T. Watford,,,,,Mid-Range,8-16 Right,12.24,Made,,,,2.0,J. Butler Jr.,1631219.0,1.0,,,,,,,,,,,
34,PT09M46.00S,2023-04-07T00:14:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.64323258869908,46.81372549019608,1610612759,3,7,2023-04-07T00:14:37Z,340000,False,-16.0,7.0,1,right,MISS K. Bates-Diop driving Layup - blocked,"[1628966, 1629234]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.75,Missed,Eubanks,1629234.0,,,,,,,,,,,,,,,,
35,PT09M46.00S,2023-04-07T00:14:27.4Z,1,REGULAR,block,,[],1629234,,,1610612759,3,7,2023-04-07T00:14:30Z,350000,False,,,0,,D. Eubanks BLOCK (2 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M42.00S,2023-04-07T00:14:31.4Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,3,7,2023-04-07T00:15:13Z,360000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,34.0,,,,,2.0,2.0,0.0,,,,,,,,
37,PT09M38.00S,2023-04-07T00:14:34.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631219,7.30946123521682,50.73529411764706,1610612757,3,9,2023-04-07T00:16:04Z,370000,False,-4.0,16.0,1,left,J. Butler Jr. running alley-oop Layup (2 PTS) (S. Mays 1 AST),"[1631219, 1630219]",1610612757.0,POR,running alley-oop,,,Butler Jr.,J. Butler Jr.,,,,,Restricted Area,0-8 Center,1.66,Made,,,,2.0,S. Mays,1630219.0,1.0,,,,,,,,,,,
39,PT09M30.00S,2023-04-07T00:14:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.77463863337714,47.05882352941176,1610612759,5,9,2023-04-07T00:14:50Z,390000,False,-15.0,6.0,1,right,T. Jones driving reverse Layup (2 PTS),[1630200],1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.59,Made,,,,2.0,,,,,,,,,,,,,,
40,PT09M13.00S,2023-04-07T00:14:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,7.046649145860711,46.32352941176471,1610612757,5,11,2023-04-07T00:15:04Z,400000,False,18.0,14.0,1,left,J. Williams Layup (2 PTS),[1631466],1610612757.0,POR,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.29,Made,,,,2.0,,,,,,,,,,,,,,
41,PT09M02.00S,2023-04-07T00:15:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.38042049934296,38.48039215686275,1610612759,7,11,2023-04-07T00:15:28Z,410000,False,-58.0,10.0,1,right,K. Bates-Diop Layup (2 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,,,,2.0,,,,,,,,,,,,,,
42,PT09M02.00S,2023-04-07T00:15:16.8Z,1,REGULAR,foul,personal,['1freethrow'],1630570,,,1610612759,7,11,2023-04-07T00:15:32Z,420000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Bates-Diop 1 FT),"[1630570, 1628966]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Bates-Diop,1628966.0,,,
44,PT09M02.00S,2023-04-07T00:15:33.7Z,1,REGULAR,freethrow,1 of 1,[],1628966,,,1610612759,8,11,2023-04-07T00:15:33Z,440000,False,,,0,,K. Bates-Diop Free Throw 1 of 1 (3 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
45,PT08M51.00S,2023-04-07T00:15:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.915243101182654,48.77450980392157,1610612757,8,13,2023-04-07T00:20:36Z,450000,False,6.0,13.0,1,left,T. Watford driving Layup (4 PTS),[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.39,Made,,,,4.0,,,,,,,,,,,,,,
46,PT08M50.00S,2023-04-07T00:15:56.3Z,1,REGULAR,foul,technical,['1freethrow'],1630570,,,1610612759,8,13,2023-04-07T00:20:44Z,460000,False,,,0,,T. Watford technical FOUL (1 Tech),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,1627963.0,1.0,1.0,,,,,
47,PT08M50.00S,2023-04-07T00:16:19.6Z,1,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,9,13,2023-04-07T00:20:50Z,470000,False,,,0,,T. Jones technical Free Throw 1 of 1 (3 PTS),[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
48,PT08M39.00S,2023-04-07T00:16:44.1Z,1,REGULAR,3pt,Jump Shot,[],1628380,75.90341655716163,14.705882352941178,1610612759,9,13,2023-04-07T00:16:49Z,480000,False,-176.0,174.0,1,right,MISS Z. Collins 24' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
49,PT08M37.00S,2023-04-07T00:16:46.1Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,9,13,2023-04-07T00:16:46Z,490000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,48.0,,,,,1.0,0.0,1.0,,,,,,,,
50,PT08M35.00S,2023-04-07T00:16:47.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628380,94.43166885676742,50.49019607843137,1610612759,11,13,2023-04-07T00:16:56Z,500000,False,2.0,0.0,1,right,Z. Collins putback DUNK (3 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.25,Made,,,,3.0,,,,,,,,,,,,,,
51,PT08M24.00S,2023-04-07T00:17:44.6Z,1,REGULAR,jumpball,recovered,[],1628966,,,1610612757,11,13,2023-04-07T00:19:35Z,510000,False,,,0,,Jump Ball T. Jones vs. S. Mays: Tip to K. Bates-Diop,"[1628966, 1630200, 1630219]",1610612759.0,SAS,outofbounds,K. Bates-Diop,1628966.0,Bates-Diop,K. Bates-Diop,Jones,1630200.0,Mays,1630219.0,,,,,,,,,,,,,,,,,,,,,,
54,PT08M24.00S,2023-04-07T00:17:44.6Z,1,REGULAR,turnover,out-of-bounds,[],1630219,,,1610612757,11,13,2023-04-07T00:29:44Z,540000,False,,,0,,S. Mays lost ball out-of-bounds TURNOVER (1 TO),[1630219],1610612757.0,POR,lost ball,,,Mays,S. Mays,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,,
56,PT08M07.00S,2023-04-07T00:17:57.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,94.69448094612353,51.225490196078425,1610612759,13,13,2023-04-07T00:18:10Z,560000,False,6.0,-3.0,1,right,Z. Collins Layup (5 PTS) (K. Johnson 1 AST),"[1628380, 1629640]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.66,Made,,,,5.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
58,PT07M58.00S,2023-04-07T00:18:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,7.178055190538765,48.03921568627451,1610612757,13,13,2023-04-07T00:22:30Z,580000,False,10.0,15.0,1,left,MISS T. Watford driving finger roll Layup - blocked,"[1630570, 1628380]",1610612757.0,POR,driving finger roll,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.79,Missed,Collins,1628380.0,,,,,,,,,,,,,,,,
59,PT07M58.00S,2023-04-07T00:18:10.4Z,1,REGULAR,block,,[],1628380,,,1610612757,13,13,2023-04-07T00:18:13Z,590000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M58.00S,2023-04-07T00:18:10.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,13,13,2023-04-07T00:18:19Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,58.0,,,,,,,,,,,,,,,
62,PT07M58.00S,2023-04-07T00:18:25.2Z,1,REGULAR,substitution,out,[],1631103,,,1610612757,13,13,2023-04-07T00:18:45Z,620000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M58.00S,2023-04-07T00:18:25.2Z,1,REGULAR,substitution,in,[],1630577,,,1610612757,13,13,2023-04-07T00:18:45Z,630000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M46.00S,2023-04-07T00:18:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631466,5.995400788436268,50.73529411764706,1610612757,13,15,2023-04-07T00:23:04Z,640000,False,-4.0,4.0,1,left,J. Williams driving Layup (4 PTS) (D. Eubanks 1 AST),"[1631466, 1629234]",1610612757.0,POR,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.54,Made,,,,4.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,
65,PT07M35.00S,2023-04-07T00:18:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.95729303547962,53.18627450980392,1610612759,15,15,2023-04-07T00:23:54Z,650000,False,16.0,-5.0,1,right,K. Bates-Diop finger roll Layup (5 PTS) (Z. Collins 1 AST),"[1628966, 1628380]",1610612759.0,SAS,finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.67,Made,,,,5.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,
67,PT07M23.00S,2023-04-07T00:19:10.7Z,1,REGULAR,2pt,Jump Shot,[],1630219,24.392247043363994,31.127450980392158,1610612757,15,17,2023-04-07T00:19:31Z,670000,False,94.0,177.0,1,left,S. Mays 20' pullup Jump Shot (2 PTS),[1630219],1610612757.0,POR,pullup,,,Mays,S. Mays,,,,,Mid-Range,16-24 Right Center,20.04,Made,,,,2.0,,,,,,,,,,,,,,
68,PT07M08.00S,2023-04-07T00:19:24.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,88.78120893561103,5.147058823529411,1610612759,15,17,2023-04-07T00:19:34Z,680000,False,-224.0,53.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
69,PT07M08.00S,2023-04-07T00:19:24.6Z,1,REGULAR,rebound,defensive,[],1631466,,,1610612757,15,17,2023-04-07T00:19:34Z,690000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631466],1610612757.0,POR,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,68.0,,,,,1.0,1.0,0.0,,,,,,,,
70,PT06M57.00S,2023-04-07T00:19:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630219,17.296320630749015,49.01960784313725,1610612757,15,19,2023-04-07T00:24:26Z,700000,False,5.0,110.0,1,left,S. Mays 11' driving floating Jump Shot (4 PTS),[1630219],1610612757.0,POR,driving floating,,,Mays,S. Mays,,,,,In The Paint (Non-RA),8-16 Center,11.02,Made,,,,4.0,,,,,,,,,,,,,,
71,PT06M46.00S,2023-04-07T00:19:50.0Z,1,REGULAR,foul,personal,['2freethrow'],1631466,,,1610612759,15,19,2023-04-07T00:22:53Z,710000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Johnson 2 FT),"[1631466, 1629640]",1610612757.0,POR,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,2.0,0.0,Johnson,1629640.0,,,
74,PT06M46.00S,2023-04-07T00:21:26.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,15,19,2023-04-07T00:21:26Z,730000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,15,19,2023-04-07T00:22:45Z,740000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,out,[],1630570,,,1610612759,15,19,2023-04-07T00:22:45Z,750000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,out,[],1630219,,,1610612759,15,19,2023-04-07T00:22:45Z,760000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,15,19,2023-04-07T00:22:45Z,770000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,in,[],1627885,,,1610612759,15,19,2023-04-07T00:22:45Z,780000,False,,,0,,SUB in: S. Harrison,[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M46.00S,2023-04-07T00:22:16.4Z,1,REGULAR,substitution,in,[],1628995,,,1610612759,15,19,2023-04-07T00:22:45Z,790000,False,,,0,,SUB in: K. Knox II,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M46.00S,2023-04-07T00:22:54.3Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,16,19,2023-04-07T00:22:54Z,800000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
82,PT06M46.00S,2023-04-07T00:23:08.5Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,17,19,2023-04-07T00:23:08Z,810000,False,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
83,PT06M28.00S,2023-04-07T00:23:32.2Z,1,REGULAR,foul,personal,[],1629640,,,1610612757,17,19,2023-04-07T01:31:15Z,820000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1631219]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Butler Jr.,1631219.0,,,
85,PT06M15.00S,2023-04-07T00:23:59.1Z,1,REGULAR,2pt,Hook,[],1629234,9.411957950065702,30.637254901960787,1610612757,17,21,2023-04-07T00:24:04Z,840000,False,97.0,36.0,1,left,D. Eubanks 10' turnaround Hook (7 PTS),[1629234],1610612757.0,POR,turnaround,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Right,10.33,Made,,,,7.0,,,,,,,,,,,,,,
86,PT06M04.00S,2023-04-07T00:24:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.9060446780552,54.65686274509803,1610612759,19,21,2023-04-07T00:24:21Z,850000,False,23.0,5.0,1,right,K. Johnson cutting finger roll Layup (6 PTS) (Z. Collins 2 AST),"[1629640, 1628380]",1610612759.0,SAS,cutting finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.38,Made,,,,6.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,
88,PT06M04.00S,2023-04-07T00:24:16.1Z,1,REGULAR,foul,personal,['1freethrow'],1631219,,,1610612759,19,21,2023-04-07T00:24:27Z,870000,False,,,0,,J. Butler Jr. shooting personal FOUL (1 PF) (Johnson 1 FT),"[1631219, 1629640]",1610612757.0,POR,shooting,,,Butler Jr.,J. Butler Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Johnson,1629640.0,,,
90,PT06M04.00S,2023-04-07T00:24:35.7Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,20,21,2023-04-07T00:24:35Z,890000,False,,,0,,K. Johnson Free Throw 1 of 1 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
