actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
418,PT09M20.00S,2022-10-20T01:27:21.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,32.013797634691194,41.911764705882355,1610612759,54,74,2022-10-20T01:27:26Z,4140000,40.0,248.0,1,left,T. Jones 25' 3PT  (8 PTS) (D. Vassell 2 AST),"[1630200, 1630170]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,25.17,Made,8.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
420,PT09M17.00S,2022-10-20T01:27:25.3Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,54,74,2022-10-20T01:27:32Z,4160000,,,0,,T. Rozier bad pass TURNOVER (3 TO),"[1626179, 1630200]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,Jones,1630200.0,,,,,,,,,,,
421,PT09M17.00S,2022-10-20T01:27:25.3Z,3,REGULAR,steal,,[],1630200,,,1610612759,54,74,2022-10-20T01:27:28Z,4170000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
422,PT09M13.00S,2022-10-20T01:27:33.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,6.652431011826544,48.03921568627451,1610612759,54,74,2022-10-20T01:27:42Z,4180000,10.0,10.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1626179]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,Rozier,1626179.0,,,,,,,,,
423,PT09M13.00S,2022-10-20T01:27:33.6Z,3,REGULAR,block,,[],1626179,,,1610612759,54,74,2022-10-20T01:27:58Z,4190000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
424,PT09M13.00S,2022-10-20T01:27:33.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,54,74,2022-10-20T01:27:39Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,422.0,,,,,,,,
426,PT09M05.00S,2022-10-20T01:28:04.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630170,10.200394218134035,22.54901960784314,1610612759,56,74,2022-10-20T01:28:08Z,4220000,137.0,43.0,1,left,D. Vassell 14' pullup Jump Shot (6 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,14.4,Made,6.0,,,,,,,,,,,,,,,,,
427,PT08M50.00S,2022-10-20T01:28:20.2Z,3,REGULAR,3pt,Jump Shot,[],1626179,68.54467805519053,30.392156862745097,1610612766,56,74,2022-10-20T01:28:27Z,4230000,-98.0,243.0,1,right,MISS T. Rozier 26' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
428,PT08M48.00S,2022-10-20T01:28:22.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,56,74,2022-10-20T01:28:27Z,4240000,,,0,,K. Johnson REBOUND (Off:2 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,427.0,9.0,7.0,2.0,,,,,
429,PT08M40.00S,2022-10-20T01:28:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.601182654402102,45.09803921568628,1610612759,58,74,2022-10-20T01:28:33Z,4250000,25.0,0.0,1,left,K. Johnson driving finger roll Layup (11 PTS) (D. Vassell 3 AST),"[1629640, 1630170]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.45,Made,11.0,D. Vassell,1630170.0,3.0,,,,,,,,,,,,,,
431,PT08M25.00S,2022-10-20T01:28:47.9Z,3,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612766,58,74,2022-10-20T01:29:08Z,4270000,,,0,,T. Jones shooting personal FOUL (2 PF) (Hayward 2 FT),"[1630200, 202330]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Hayward,202330.0
433,PT08M25.00S,2022-10-20T01:29:13.4Z,3,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,58,75,2022-10-20T01:29:13Z,4290000,,,0,,G. Hayward Free Throw 1 of 2 (12 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
434,PT08M25.00S,2022-10-20T01:29:29.3Z,3,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,58,76,2022-10-20T01:29:29Z,4300000,,,0,,G. Hayward Free Throw 2 of 2 (13 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
435,PT08M11.00S,2022-10-20T01:29:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,19.136005256241788,59.80392156862745,1610612759,58,76,2022-10-20T01:29:55Z,4310000,-49.0,127.0,1,left,MISS J. Poeltl 13' pullup Shot,[1627751],1610612759.0,SAS,pullup,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,13.65,Missed,,,,,,,,,,,,,,,,,,
436,PT08M07.00S,2022-10-20T01:29:48.2Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,58,76,2022-10-20T01:29:48Z,4320000,,,0,,T. Rozier REBOUND (Off:0 Def:6),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,435.0,6.0,6.0,0.0,,,,,
437,PT08M06.00S,2022-10-20T01:29:52.3Z,3,REGULAR,foul,personal,[],1631110,,,1610612766,58,76,2022-10-20T01:30:05Z,4330000,,,0,,J. Sochan personal FOUL (2 PF),"[1631110, 203486]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Plumlee,203486.0
439,PT07M58.00S,2022-10-20T01:30:28.4Z,3,REGULAR,foul,personal,[],1630170,,,1610612766,58,76,2022-10-20T01:30:35Z,4350000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 202330]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Hayward,202330.0
441,PT07M50.00S,2022-10-20T01:30:54.5Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,58,76,2022-10-20T01:36:18Z,4370000,,,0,,T. Rozier bad pass TURNOVER (4 TO),"[1626179, 1631110]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,,,,,,,4.0,Sochan,1631110.0,,,,,,,,,,,
442,PT07M50.00S,2022-10-20T01:30:54.5Z,3,REGULAR,steal,,[],1631110,,,1610612759,58,76,2022-10-20T01:30:57Z,4380000,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
443,PT07M47.00S,2022-10-20T01:31:01.0Z,3,REGULAR,violation,kicked ball,[],203486,,,1610612759,58,76,2022-10-20T01:32:00Z,4390000,,,0,,M. Plumlee kicked ball VIOLATION,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,1662.0,,,,
444,PT07M43.00S,2022-10-20T01:31:16.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,28.728646517739815,14.705882352941178,1610612759,61,76,2022-10-20T01:31:36Z,4400000,176.0,218.0,1,left,K. Johnson 28' 3PT  (14 PTS) (J. Poeltl 2 AST),"[1629640, 1627751]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,28.01,Made,14.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
446,PT07M25.00S,2022-10-20T01:31:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,94.69448094612353,53.67647058823529,1610612766,61,76,2022-10-20T01:37:24Z,4420000,18.0,-3.0,1,right,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
447,PT07M25.00S,2022-10-20T01:31:34.5Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,61,76,2022-10-20T01:31:40Z,4430000,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,446.0,6.0,3.0,3.0,,,,,
448,PT07M22.00S,2022-10-20T01:31:38.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,61,76,2022-10-20T01:31:43Z,4440000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
449,PT07M22.00S,2022-10-20T01:31:38.9Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,61,76,2022-10-20T01:31:43Z,4450000,,,0,,M. Plumlee REBOUND (Off:4 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,448.0,7.0,3.0,4.0,,,,,
450,PT07M20.00S,2022-10-20T01:31:40.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,94.40999984741211,50.0,1610612766,61,76,2022-10-20T01:31:40Z,4460000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
451,PT07M19.00S,2022-10-20T01:31:41.5Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,61,76,2022-10-20T01:31:41Z,4470000,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,450.0,2.0,1.0,1.0,,,,,
452,PT07M16.00S,2022-10-20T01:31:43.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,25.312089356110377,15.196078431372548,1610612759,64,76,2022-10-20T01:31:48Z,4480000,174.0,185.0,1,left,K. Johnson 25' 3PT  (17 PTS) (D. Vassell 4 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.43,Made,17.0,D. Vassell,1630170.0,4.0,,,,,,,,,,,,,,
454,PT07M11.00S,2022-10-20T01:31:54.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,64,76,2022-10-20T01:31:54Z,4500000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M52.00S,2022-10-20T01:35:23.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203486,93.51182654402102,60.29411764705882,1610612766,64,78,2022-10-20T01:35:28Z,4520000,51.0,8.0,1,right,M. Plumlee turnaround Hook (10 PTS),[203486],1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,10.0,,,,,,,,,,,,,,,,,
457,PT06M39.00S,2022-10-20T01:35:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.995400788436268,47.549019607843135,1610612759,66,78,2022-10-20T01:35:41Z,4530000,12.0,4.0,1,left,J. Poeltl reverse Layup (12 PTS) (K. Johnson 4 AST),"[1627751, 1629640]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.29,Made,12.0,K. Johnson,1629640.0,4.0,,,,,,,,,,,,,,
459,PT06M23.00S,2022-10-20T01:35:52.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,81.2910643889619,5.637254901960785,1610612766,66,81,2022-10-20T01:35:58Z,4550000,-222.0,123.0,1,right,P. Washington 25' 3PT  (12 PTS) (G. Hayward 2 AST),"[1629023, 202330]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.38,Made,12.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
461,PT05M59.00S,2022-10-20T01:36:16.4Z,3,REGULAR,2pt,Jump Shot,[],1630170,5.863994743758213,73.52941176470588,1610612759,68,81,2022-10-20T01:39:30Z,4570000,-118.0,3.0,1,left,D. Vassell 11' step back Jump Shot (8 PTS),[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,11.76,Made,8.0,,,,,,,,,,,,,,,,,
462,PT05M51.00S,2022-10-20T01:36:27.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612766,68,81,2022-10-20T01:37:03Z,4580000,,,0,,T. Jones personal FOUL (3 PF) (Hayward 2 FT),"[1630200, 202330]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Hayward,202330.0
464,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,out,[],1631110,,,1610612766,68,81,2022-10-20T01:37:02Z,4600000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,out,[],1630200,,,1610612766,68,81,2022-10-20T01:37:02Z,4610000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,68,81,2022-10-20T01:37:02Z,4620000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,in,[],203926,,,1610612766,68,81,2022-10-20T01:37:02Z,4630000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,in,[],1630563,,,1610612766,68,81,2022-10-20T01:37:02Z,4640000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT05M51.00S,2022-10-20T01:36:48.4Z,3,REGULAR,substitution,in,[],1630550,,,1610612766,68,81,2022-10-20T01:37:02Z,4650000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M51.00S,2022-10-20T01:37:04.1Z,3,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,68,82,2022-10-20T01:37:04Z,4660000,,,0,,G. Hayward Free Throw 1 of 2 (14 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
471,PT05M51.00S,2022-10-20T01:37:16.9Z,3,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,68,83,2022-10-20T01:37:16Z,4670000,,,0,,G. Hayward Free Throw 2 of 2 (15 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
472,PT05M37.00S,2022-10-20T01:37:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,19.530223390275953,45.588235294117645,1610612759,68,83,2022-10-20T01:37:38Z,4680000,22.0,131.0,1,left,MISS K. Johnson 13' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,13.29,Missed,,,,,,,,,,,,,,,,,,
473,PT05M32.00S,2022-10-20T01:37:37.2Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,68,83,2022-10-20T01:37:37Z,4690000,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,472.0,8.0,5.0,3.0,,,,,
474,PT05M32.00S,2022-10-20T01:37:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,70,83,2022-10-20T01:37:37Z,4700000,0.0,0.0,1,left,J. Poeltl putback Layup (14 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,,,,,,,,,,,,,,,,,
475,PT05M25.00S,2022-10-20T01:37:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,94.56307490144546,45.588235294117645,1610612766,70,85,2022-10-20T01:37:48Z,4710000,-22.0,-1.0,1,right,T. Rozier driving Layup (19 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.21,Made,19.0,,,,,,,,,,,,,,,,,
476,PT05M12.00S,2022-10-20T01:37:57.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,18.610381077529567,45.83333333333333,1610612759,72,85,2022-10-20T01:40:42Z,4720000,21.0,122.0,1,left,J. Primo 12' driving floating Jump Shot (6 PTS),[1630563],1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Center,12.42,Made,6.0,,,,,,,,,,,,,,,,,
477,PT04M57.00S,2022-10-20T01:38:14.3Z,3,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,72,85,2022-10-20T01:38:25Z,4730000,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (3 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left,,,,,,,3.0,,,,,,,,,1628171.0,,,,
478,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,72,85,2022-10-20T01:38:26Z,4740000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,out,[],1626179,,,1610612759,72,85,2022-10-20T01:38:26Z,4750000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,out,[],203486,,,1610612759,72,85,2022-10-20T01:38:26Z,4760000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,72,85,2022-10-20T01:38:26Z,4770000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,in,[],1630208,,,1610612759,72,85,2022-10-20T01:38:26Z,4780000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M57.00S,2022-10-20T01:38:17.7Z,3,REGULAR,substitution,in,[],1628372,,,1610612759,72,85,2022-10-20T01:38:26Z,4790000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M46.00S,2022-10-20T01:38:44.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,30.042706964520367,76.9607843137255,1610612759,75,85,2022-10-20T01:38:49Z,4800000,-135.0,230.0,1,left,K. Johnson 26' 3PT  (20 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.65,Made,20.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
486,PT04M25.00S,2022-10-20T01:39:05.9Z,3,REGULAR,turnover,lost ball,[],202330,,,1610612766,75,85,2022-10-20T01:39:16Z,4820000,,,0,,G. Hayward lost ball TURNOVER (4 TO),"[202330, 1629640]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,,,,,,,4.0,Johnson,1629640.0,,,,,,,,,,,
487,PT04M25.00S,2022-10-20T01:39:05.9Z,3,REGULAR,steal,,[],1629640,,,1610612759,75,85,2022-10-20T01:39:07Z,4830000,,,0,,K. Johnson STEAL (2 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
488,PT04M20.00S,2022-10-20T01:39:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203926,8.623521681997373,44.11764705882353,1610612759,75,85,2022-10-20T01:42:38Z,4840000,29.0,29.0,1,left,MISS D. McDermott driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
489,PT04M19.00S,2022-10-20T01:39:13.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,75,85,2022-10-20T01:42:38Z,4850000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,488.0,,,,,,,,
490,PT04M18.00S,2022-10-20T01:39:18.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612766,75,85,2022-10-20T01:39:49Z,4860000,,,0,,D. McDermott loose ball personal FOUL (2 PF) (Richards 2 FT),"[203926, 1630208]",1610612759.0,SAS,loose ball,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Richards,1630208.0
492,PT04M18.00S,2022-10-20T01:39:58.7Z,3,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,75,86,2022-10-20T01:40:21Z,4880000,,,0,,N. Richards Free Throw 1 of 2 (13 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
493,PT04M18.00S,2022-10-20T01:40:02.3Z,3,REGULAR,substitution,out,[],1630170,,,1610612766,75,86,2022-10-20T01:40:07Z,4890000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT04M18.00S,2022-10-20T01:40:02.3Z,3,REGULAR,substitution,in,[],1626196,,,1610612766,75,86,2022-10-20T01:40:07Z,4900000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT04M18.00S,2022-10-20T01:39:58.7Z,3,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,75,86,2022-10-20T01:40:21Z,4910000,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
496,PT04M16.00S,2022-10-20T01:40:00.7Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,75,86,2022-10-20T01:40:21Z,4920000,,,0,,K. Johnson REBOUND (Off:2 Def:8),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,495.0,10.0,8.0,2.0,,,,,
497,PT04M03.00S,2022-10-20T01:40:32.3Z,3,REGULAR,3pt,Jump Shot,[],1630563,4.5499342969776615,95.58823529411765,1610612759,75,86,2022-10-20T01:40:35Z,4930000,-228.0,-10.0,1,left,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
498,PT04M01.00S,2022-10-20T01:40:34.3Z,3,REGULAR,rebound,defensive,[],1630550,,,1610612766,75,86,2022-10-20T01:40:35Z,4940000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,497.0,1.0,1.0,0.0,,,,,
499,PT03M47.00S,2022-10-20T01:40:48.3Z,3,REGULAR,3pt,Jump Shot,[],1628372,94.95729303547962,3.9215686274509802,1610612766,75,89,2022-10-20T01:40:53Z,4950000,-230.0,-5.0,1,right,D. Smith Jr. 3PT  (8 PTS) (J. McDaniels 2 AST),"[1628372, 1629667]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Left Corner 3,24+ Left,23.05,Made,8.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,,,,,
501,PT03M46.00S,2022-10-20T01:40:54.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,75,89,2022-10-20T01:40:54Z,4970000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M32.00S,2022-10-20T01:44:10.1Z,3,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,75,89,2022-10-20T01:44:16Z,4980000,,,0,,J. Primo bad pass out-of-bounds TURNOVER (2 TO),[1630563],1610612759.0,SAS,bad pass,,,Primo,J. Primo,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,,,,,,,,,1193.0,,,,
503,PT03M18.00S,2022-10-20T01:44:28.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,72.61826544021025,17.892156862745097,1610612766,75,89,2022-10-20T01:44:34Z,4990000,-161.0,205.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
