actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M44.00S,2023-01-01T00:11:46.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,18.478975032851512,67.8921568627451,1610612742,2,2,2023-01-01T00:11:51Z,160000,False,-89.0,121.0,1,left,L. Doncic 15' pullup Jump Shot (2 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,15.07,Made,,,,,,,2.0,,,,,,,,,,,
17,PT10M24.00S,2023-01-01T00:12:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,91.80354796320631,52.94117647058824,1610612759,2,2,2023-01-01T00:12:17Z,170000,False,15.0,25.0,1,right,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2023-01-01T00:12:09.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,2,2,2023-01-01T00:12:17Z,180000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M17.00S,2023-01-01T00:12:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,29.25427069645204,20.588235294117645,1610612742,2,2,2023-01-01T00:12:50Z,190000,False,147.0,222.0,1,left,MISS T. Hardaway Jr. 26' running pullup 3PT,[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2023-01-01T00:12:16.8Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,2,2,2023-01-01T00:12:25Z,200000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M09.00S,2023-01-01T00:12:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,93.51182654402102,45.34313725490196,1610612759,4,2,2023-01-01T00:12:37Z,210000,False,-23.0,8.0,1,right,T. Jones driving Layup (2 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,2.0,,,,,,,,,,,
22,PT09M56.00S,2023-01-01T00:12:35.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,25.706307490144546,41.911764705882355,1610612742,4,4,2023-01-01T00:14:03Z,220000,False,40.0,189.0,1,left,L. Doncic 19' turnaround fadeaway Jump Shot (4 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,19.34,Made,,,,,,,4.0,,,,,,,,,,,
23,PT09M40.00S,2023-01-01T00:12:51.8Z,1,REGULAR,3pt,Jump Shot,[],1631110,67.23061760840999,48.77450980392157,1610612759,7,4,2023-01-01T00:12:57Z,230000,False,-6.0,256.0,1,right,J. Sochan 25' 3PT  (3 PTS) (R. Langford 1 AST),"[1631110, 1629641]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,25.56,Made,,,,,,,3.0,R. Langford,1629641.0,1.0,,,,,,,,
25,PT09M25.00S,2023-01-01T00:13:07.9Z,1,REGULAR,turnover,traveling,[],1626174,,,1610612742,7,4,2023-01-01T00:13:23Z,250000,False,,,0,,C. Wood traveling TURNOVER (1 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628159.0,1.0,,,,,,
26,PT09M14.00S,2023-01-01T00:13:33.1Z,1,REGULAR,turnover,bad pass,[],1631110,,,1610612759,7,4,2023-01-01T00:13:43Z,260000,False,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1629029]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,
27,PT09M14.00S,2023-01-01T00:13:33.1Z,1,REGULAR,steal,,[],1629029,,,1610612742,7,4,2023-01-01T00:13:34Z,270000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M06.00S,2023-01-01T00:13:41.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203493,8.886333771353483,2.2058823529411766,1610612742,7,7,2023-01-01T00:13:47Z,280000,False,239.0,31.0,1,left,R. Bullock 24' 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[203493, 203501]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,24.1,Made,,,,,,,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,
30,PT08M46.00S,2023-01-01T00:14:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,79.71419185282524,50.0,1610612759,9,7,2023-01-01T00:15:19Z,300000,False,0.0,138.0,1,right,T. Jones 13' driving floating Jump Shot (4 PTS) (R. Langford 2 AST),"[1630200, 1629641]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,13.82,Made,,,,,,,4.0,R. Langford,1629641.0,2.0,,,,,,,,
32,PT08M34.00S,2023-01-01T00:14:14.5Z,1,REGULAR,2pt,Jump Shot,[],1629029,10.463206307490145,68.87254901960785,1610612742,9,7,2023-01-01T00:14:20Z,320000,False,-94.0,46.0,1,left,MISS L. Doncic 10' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.5,Missed,,,,,,,,,,,,,,,,,,
33,PT08M31.00S,2023-01-01T00:14:17.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,9,7,2023-01-01T00:14:20Z,330000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M26.00S,2023-01-01T00:14:23.0Z,1,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612759,9,7,2023-01-01T00:14:30Z,340000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Johnson 2 FT),"[1626174, 1629640]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628159.0,,,,1.0,0.0,Johnson,1629640.0
36,PT08M26.00S,2023-01-01T00:14:50.3Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,10,7,2023-01-01T00:14:50Z,360000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
37,PT08M26.00S,2023-01-01T00:15:02.3Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,11,7,2023-01-01T00:15:02Z,370000,False,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
38,PT08M06.00S,2023-01-01T00:15:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,6.258212877792378,50.98039215686274,1610612742,11,9,2023-01-01T00:15:29Z,380000,False,-5.0,6.0,1,left,C. Wood Layup (2 PTS) (L. Doncic 1 AST),"[1626174, 1629029]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,
40,PT07M58.00S,2023-01-01T00:15:36.0Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612759,11,9,2023-01-01T00:15:56Z,400000,False,,,0,,L. Doncic shooting personal FOUL (1 PF) (Sochan 2 FT),"[1629029, 1631110]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Sochan,1631110.0
42,PT07M58.00S,2023-01-01T00:15:59.5Z,1,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,11,9,2023-01-01T00:16:16Z,420000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2023-01-01T00:15:59.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,11,9,2023-01-01T00:16:16Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2023-01-01T00:15:59.5Z,1,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,11,9,2023-01-01T00:16:16Z,440000,False,,,0,,MISS J. Sochan Free Throw 2 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT07M56.00S,2023-01-01T00:16:01.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,11,9,2023-01-01T00:16:16Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2023-01-01T00:16:35.7Z,1,REGULAR,3pt,Jump Shot,[],203501,12.697109067017081,4.166666666666666,1610612742,11,9,2023-01-01T00:16:40Z,470000,False,229.0,67.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2023-01-01T00:16:38.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,11,9,2023-01-01T00:16:40Z,480000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M26.00S,2023-01-01T00:16:46.7Z,1,REGULAR,2pt,Jump Shot,[],1630200,85.3646517739816,70.34313725490196,1610612759,13,9,2023-01-01T00:16:50Z,490000,False,102.0,85.0,1,right,T. Jones 13' pullup Jump Shot (6 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,13.26,Made,,,,,,,6.0,,,,,,,,,,,
50,PT07M12.00S,2023-01-01T00:16:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,9.937582128777924,38.72549019607843,1610612742,13,9,2023-01-01T00:17:11Z,500000,False,56.0,41.0,1,left,MISS S. Dinwiddie 6' driving finger roll Layup,[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2023-01-01T00:17:01.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,13,9,2023-01-01T00:17:11Z,510000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M04.00S,2023-01-01T00:17:08.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,78.13731931668858,8.57843137254902,1610612759,16,9,2023-01-01T00:18:04Z,520000,False,-207.0,153.0,1,right,K. Johnson 25' 3PT running (5 PTS) (T. Jones 2 AST),"[1629640, 1630200]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,,,5.0,T. Jones,1630200.0,2.0,,,,,,,,
54,PT06M40.00S,2023-01-01T00:17:32.1Z,1,REGULAR,3pt,Jump Shot,[],203493,27.54599211563732,20.098039215686274,1610612742,16,9,2023-01-01T00:17:38Z,540000,False,150.0,206.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
55,PT06M38.00S,2023-01-01T00:17:34.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612742,16,9,2023-01-01T00:17:38Z,550000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,54.0,2.0,1.0,1.0,,,,,,,,,,,,,,
56,PT06M38.00S,2023-01-01T00:17:37.7Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612742,16,9,2023-01-01T00:20:23Z,560000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Wood 2 FT),"[1630200, 1626174]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Wood,1626174.0
58,PT06M38.00S,2023-01-01T00:17:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,9,2023-01-01T00:17:51Z,580000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2023-01-01T00:20:47.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626174,,,1610612742,16,9,2023-01-01T00:20:47Z,590000,False,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT06M38.00S,2023-01-01T00:20:47.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,16,9,2023-01-01T00:20:47Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,
61,PT06M38.00S,2023-01-01T00:21:03.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626174,,,1610612742,16,10,2023-01-01T00:21:03Z,610000,False,,,0,,C. Wood Free Throw 2 of 2 (3 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
62,PT06M26.00S,2023-01-01T00:21:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,84.97043363994744,38.970588235294116,1610612759,16,10,2023-01-01T00:21:33Z,620000,False,-55.0,89.0,1,right,MISS J. Sochan 10' turnaround Shot - blocked,"[1631110, 1629029]",1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,10.45,Missed,,,,,Doncic,1629029.0,,,,,,,,,,,,
63,PT06M26.00S,2023-01-01T00:21:15.9Z,1,REGULAR,block,,[],1629029,,,1610612759,16,10,2023-01-01T00:21:18Z,630000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2023-01-01T00:21:17.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,16,10,2023-01-01T00:21:20Z,640000,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,,,62.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT06M16.00S,2023-01-01T00:21:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,30.436925098554536,22.058823529411764,1610612742,16,13,2023-01-01T00:21:32Z,650000,False,140.0,234.0,1,left,L. Doncic 27' 3PT step back (7 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,27.22,Made,,,,,,,7.0,,,,,,,,,,,
66,PT05M58.00S,2023-01-01T00:21:45.2Z,1,REGULAR,2pt,Jump Shot,[],1630200,90.22667542706965,31.372549019607842,1610612759,16,13,2023-01-01T00:22:00Z,660000,False,-93.0,39.0,1,right,MISS T. Jones 10' driving floating bank Shot,[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,10.11,Missed,,,,,,,,,,,,,,,,,,
67,PT05M56.00S,2023-01-01T00:21:47.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,16,13,2023-01-01T00:21:47Z,670000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,66.0,3.0,2.0,1.0,,,,,,,,,,,,,,
68,PT05M52.00S,2023-01-01T00:21:50.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,94.03745072273325,96.32352941176471,1610612759,16,13,2023-01-01T00:22:03Z,680000,False,232.0,4.0,1,right,MISS R. Langford 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2023-01-01T00:21:55.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,16,13,2023-01-01T00:22:03Z,690000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M37.00S,2023-01-01T00:22:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.937582128777924,54.65686274509803,1610612742,16,15,2023-01-01T01:13:52Z,700000,False,-23.0,41.0,1,left,L. Doncic driving floating bank Jump Shot (9 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,,,9.0,,,,,,,,,,,
71,PT05M37.00S,2023-01-01T00:22:10.4Z,1,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612742,16,15,2023-01-01T00:22:32Z,710000,False,,,0,,R. Langford shooting personal FOUL (1 PF) (Doncic 1 FT),"[1629641, 1629029]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Doncic,1629029.0
73,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,out,[],1630200,,,1610612742,16,15,2023-01-01T00:22:51Z,730000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,out,[],1629641,,,1610612742,16,15,2023-01-01T00:22:51Z,740000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,out,[],1626174,,,1610612742,16,15,2023-01-01T00:22:51Z,750000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,out,[],203915,,,1610612742,16,15,2023-01-01T00:22:51Z,760000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,in,[],1631103,,,1610612742,16,15,2023-01-01T00:22:51Z,770000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,in,[],1626196,,,1610612742,16,15,2023-01-01T00:22:51Z,780000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,in,[],1630593,,,1610612742,16,15,2023-01-01T00:22:51Z,790000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,in,[],203939,,,1610612742,16,15,2023-01-01T00:22:51Z,800000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,out,[],1627751,,,1610612742,16,15,2023-01-01T00:25:33Z,805000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M37.00S,2023-01-01T00:22:19.4Z,1,REGULAR,substitution,in,[],1628380,,,1610612742,16,15,2023-01-01T00:25:33Z,807500,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2023-01-01T00:22:52.1Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,16,16,2023-01-01T00:22:52Z,810000,False,,,0,,L. Doncic Free Throw 1 of 1 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
