actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
23,PT10M20.00S,2023-01-31T01:12:20.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,7,5,2023-01-31T01:12:21Z,230000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M15.00S,2023-01-31T01:12:27.2Z,1,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612759,7,5,2023-01-31T01:12:37Z,240000,False,,,0,,M. Morris shooting personal FOUL (1 PF) (Sochan 2 FT),"[1628420, 1631110]",1610612764.0,WAS,shooting,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,
26,PT10M15.00S,2023-01-31T01:12:51.5Z,1,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,8,5,2023-01-31T01:12:51Z,260000,False,,,0,,J. Sochan Free Throw 1 of 2 (5 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
27,PT10M15.00S,2023-01-31T01:13:06.7Z,1,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,9,5,2023-01-31T01:13:06Z,270000,False,,,0,,J. Sochan Free Throw 2 of 2 (6 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
28,PT10M00.00S,2023-01-31T01:13:23.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.19776609724047,48.529411764705884,1610612764,9,7,2023-01-31T01:13:31Z,280000,False,-7.0,21.0,1,right,K. Porzingis cutting DUNK (7 PTS) (M. Morris 1 AST),"[204001, 1628420]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.21,Made,7.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,
30,PT09M51.00S,2023-01-31T01:13:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,26.757555847568987,17.15686274509804,1610612759,9,7,2023-01-31T01:13:40Z,300000,False,164.0,199.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2023-01-31T01:13:34.9Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,9,7,2023-01-31T01:13:35Z,310000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,30.0,1.0,0.0,1.0,,
32,PT09M46.00S,2023-01-31T01:13:37.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,22.026938239159,9.313725490196079,1610612759,9,7,2023-01-31T01:13:43Z,320000,False,203.0,155.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2023-01-31T01:13:40.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,9,7,2023-01-31T01:13:43Z,330000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
34,PT09M33.00S,2023-01-31T01:13:52.8Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,9,7,2023-01-31T01:17:47Z,340000,False,,,0,,K. Kuzma lost ball out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,lost ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,,,,,1.0,,,,,,,,
35,PT09M21.00S,2023-01-31T01:14:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,4.418528252299605,50.73529411764706,1610612759,11,7,2023-01-31T01:14:18Z,350000,False,-4.0,-11.0,1,left,J. Poeltl reverse Layup (2 PTS) (J. Sochan 1 AST),"[1627751, 1631110]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
37,PT09M13.00S,2023-01-31T01:14:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,85.75886990801577,49.26470588235294,1610612764,11,7,2023-01-31T01:15:25Z,370000,False,-4.0,81.0,1,right,MISS C. Kispert 8' driving floating Shot,[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
38,PT09M11.00S,2023-01-31T01:14:21.4Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,11,7,2023-01-31T01:15:25Z,380000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,37.0,2.0,1.0,1.0,,
39,PT09M02.00S,2023-01-31T01:14:29.9Z,1,REGULAR,2pt,Jump Shot,[],1631110,18.084756898817346,26.225490196078432,1610612759,13,7,2023-01-31T01:14:46Z,390000,False,119.0,117.0,1,left,J. Sochan 16' Jump Shot (8 PTS) (K. Bates-Diop 1 AST),"[1631110, 1628966]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,16.72,Made,8.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,,
41,PT08M42.00S,2023-01-31T01:14:50.0Z,1,REGULAR,3pt,Jump Shot,[],1628420,85.49605781865965,96.81372549019608,1610612764,13,10,2023-01-31T01:14:55Z,410000,False,234.0,84.0,1,right,M. Morris 24' 3PT  (3 PTS) (K. Porzingis 1 AST),"[1628420, 204001]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,24.86,Made,3.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
43,PT08M32.00S,2023-01-31T01:15:01.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,6.258212877792378,45.588235294117645,1610612759,15,10,2023-01-31T01:15:11Z,430000,False,22.0,6.0,1,left,J. Sochan driving bank Hook (10 PTS) (T. Jones 2 AST),"[1631110, 1630200]",1610612759.0,SAS,driving bank,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.3,Made,10.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
45,PT08M15.00S,2023-01-31T01:15:17.5Z,1,REGULAR,3pt,Jump Shot,[],1628420,69.99014454664915,75.73529411764706,1610612764,15,10,2023-01-31T01:15:23Z,450000,False,129.0,230.0,1,right,MISS M. Morris 26' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2023-01-31T01:15:20.5Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,15,10,2023-01-31T01:15:23Z,460000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,45.0,3.0,2.0,1.0,,
47,PT08M09.00S,2023-01-31T01:15:26.5Z,1,REGULAR,foul,offensive,[],1627751,,,1610612759,15,10,2023-01-31T01:15:35Z,470000,False,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1628420]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627541.0,2.0,0.0,Morris,1628420.0,,,,,,,,,
49,PT08M09.00S,2023-01-31T01:15:26.5Z,1,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,15,10,2023-01-31T01:15:26Z,490000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627541.0,,,,,1.0,,,,,,,,
50,PT08M09.00S,2023-01-31T01:15:38.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612764,15,10,2023-01-31T01:15:43Z,500000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M09.00S,2023-01-31T01:15:38.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612764,15,10,2023-01-31T01:15:43Z,510000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M51.00S,2023-01-31T01:16:09.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,88.91261498028909,57.84313725490197,1610612764,15,10,2023-01-31T01:18:23Z,520000,False,39.0,52.0,1,right,MISS K. Kuzma 6' driving floating Shot - blocked,"[1628398, 1628380]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,Collins,1628380.0
53,PT07M51.00S,2023-01-31T01:16:09.7Z,1,REGULAR,block,,[],1628380,,,1610612764,15,10,2023-01-31T01:16:12Z,530000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M51.00S,2023-01-31T01:16:09.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,15,10,2023-01-31T01:16:14Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,52.0,,,,,
56,PT07M46.00S,2023-01-31T01:16:29.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",204001,80.50262812089356,45.83333333333333,1610612764,15,10,2023-01-31T01:16:40Z,560000,False,-21.0,131.0,1,right,MISS K. Porzingis 13' turnaround fadeaway Shot,[204001],1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,13.24,Missed,,,,,,,,,,,,,,,,,,
57,PT07M44.00S,2023-01-31T01:16:31.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,15,10,2023-01-31T01:16:40Z,570000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,
58,PT07M37.00S,2023-01-31T01:16:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.469776609724048,53.67647058823529,1610612759,17,10,2023-01-31T01:19:12Z,580000,False,-18.0,-1.0,1,left,K. Johnson driving reverse Layup (2 PTS),[1629640],1610612759.0,SAS,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
59,PT07M36.00S,2023-01-31T01:16:44.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,17,10,2023-01-31T01:16:44Z,590000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M18.00S,2023-01-31T01:19:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,93.24901445466492,2.450980392156863,1610612764,17,13,2023-01-31T01:20:03Z,600000,False,-238.0,11.0,1,right,C. Kispert 3PT  (3 PTS) (B. Beal 3 AST),"[1630557, 203078]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.8,Made,3.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,,
62,PT07M02.00S,2023-01-31T01:20:15.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,5.732588699080158,34.55882352941176,1610612759,19,13,2023-01-31T01:20:29Z,620000,False,77.0,1.0,1,left,Z. Collins 7' turnaround Hook (2 PTS) (K. Bates-Diop 2 AST),"[1628380, 1628966]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.72,Made,2.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,,,,,,,
64,PT06M41.00S,2023-01-31T01:20:35.5Z,1,REGULAR,2pt,Jump Shot,[],204001,81.553876478318,21.07843137254902,1610612764,19,15,2023-01-31T01:20:42Z,640000,False,-145.0,121.0,1,right,K. Porzingis 18' bank Jump Shot (9 PTS),[204001],1610612764.0,WAS,bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,18.85,Made,9.0,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2023-01-31T01:20:49.7Z,1,REGULAR,3pt,Jump Shot,[],1628966,30.305519053876477,75.0,1610612759,19,15,2023-01-31T01:20:58Z,650000,False,-125.0,232.0,1,left,MISS K. Bates-Diop 26' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
66,PT06M24.00S,2023-01-31T01:20:53.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,19,15,2023-01-31T01:23:53Z,660000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,
67,PT06M20.00S,2023-01-31T01:20:56.9Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,19,15,2023-01-31T01:21:02Z,670000,False,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1629640]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,Johnson,1629640.0,,,,,,
68,PT06M20.00S,2023-01-31T01:20:56.9Z,1,REGULAR,steal,,[],1629640,,,1610612759,19,15,2023-01-31T01:20:59Z,680000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
69,PT06M16.00S,2023-01-31T01:21:01.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631110,6.258212877792378,47.30392156862745,1610612759,21,15,2023-01-31T01:23:02Z,690000,False,13.0,6.0,1,left,J. Sochan running alley-oop DUNK (12 PTS) (T. Jones 3 AST),"[1631110, 1630200]",1610612759.0,SAS,running alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.49,Made,12.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,
71,PT06M16.00S,2023-01-31T01:21:08.1Z,1,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612759,21,15,2023-01-31T01:21:30Z,710000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Sochan 1 FT),"[1628398, 1631110]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,2715.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,
73,PT06M16.00S,2023-01-31T01:21:20.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,21,15,2023-01-31T01:21:52Z,730000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M16.00S,2023-01-31T01:21:20.3Z,1,REGULAR,substitution,out,[],1628398,,,1610612759,21,15,2023-01-31T01:21:52Z,740000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2023-01-31T01:21:20.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,21,15,2023-01-31T01:21:52Z,750000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M16.00S,2023-01-31T01:21:20.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612759,21,15,2023-01-31T01:21:52Z,760000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2023-01-31T01:21:37.1Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631110,,,1610612759,21,15,2023-01-31T01:21:52Z,770000,False,,,0,,MISS J. Sochan Free Throw 1 of 1,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2023-01-31T01:21:37.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,21,15,2023-01-31T01:21:52Z,780000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,
79,PT06M02.00S,2023-01-31T01:21:51.4Z,1,REGULAR,foul,personal,[],1631103,,,1610612764,21,15,2023-01-31T01:22:13Z,790000,False,,,0,,M. Branham personal FOUL (1 PF),"[1631103, 204001]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,,,,,2002.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
81,PT05M56.00S,2023-01-31T01:22:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,80.50262812089356,50.73529411764706,1610612764,21,15,2023-01-31T01:22:17Z,810000,False,4.0,131.0,1,right,MISS B. Beal 13' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,13.09,Missed,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2023-01-31T01:22:17.7Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,21,15,2023-01-31T01:22:17Z,820000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,81.0,3.0,2.0,1.0,,
83,PT05M49.00S,2023-01-31T01:22:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612764,21,17,2023-01-31T01:22:16Z,830000,False,0.0,0.0,1,right,K. Porzingis tip DUNK (11 PTS),[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2023-01-31T01:22:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.601182654402102,51.71568627450981,1610612759,23,17,2023-01-31T01:22:29Z,840000,False,-9.0,0.0,1,left,K. Johnson driving finger roll Layup (4 PTS) (J. Sochan 2 AST),"[1629640, 1631110]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,
86,PT05M28.00S,2023-01-31T01:22:38.4Z,1,REGULAR,3pt,Jump Shot,[],203078,68.28186596583443,69.36274509803921,1610612764,23,17,2023-01-31T01:22:47Z,860000,False,97.0,246.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2023-01-31T01:22:41.4Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612764,23,17,2023-01-31T01:22:47Z,870000,False,,,0,,M. Morris REBOUND (Off:1 Def:0),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,86.0,1.0,0.0,1.0,,
88,PT05M23.00S,2023-01-31T01:22:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,70.77858081471747,16.176470588235293,1610612764,23,17,2023-01-31T01:22:50Z,880000,False,-169.0,222.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2023-01-31T01:22:48.3Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,23,17,2023-01-31T01:26:23Z,890000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,88.0,2.0,1.0,1.0,,
