actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
263,PT06M41.00S,2022-10-30T23:54:26.0Z,2,REGULAR,turnover,offensive foul,[],1627752,,,1610612750,39,33,2022-10-30T23:54:26Z,2630000,,,0,,T. Prince offensive foul TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,,1.0,,,,
264,PT06M41.00S,2022-10-30T23:54:37.7Z,2,REGULAR,substitution,out,[],1629641,,,1610612759,39,33,2022-10-30T23:54:42Z,2640000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M41.00S,2022-10-30T23:54:37.7Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,39,33,2022-10-30T23:54:42Z,2650000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M29.00S,2022-10-30T23:55:00.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612759,39,33,2022-10-30T23:55:08Z,2660000,,,0,,A. Edwards shooting personal FOUL (3 PF) (Bates-Diop 2 FT),"[1630162, 1628966]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,3.0,0.0,Bates-Diop,1628966.0,,,,,
268,PT06M29.00S,2022-10-30T23:55:20.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628966,,,1610612759,40,33,2022-10-30T23:55:20Z,2680000,,,0,,K. Bates-Diop Free Throw 1 of 2 (5 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
269,PT06M29.00S,2022-10-30T23:55:30.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628966,,,1610612759,41,33,2022-10-30T23:55:30Z,2690000,,,0,,K. Bates-Diop Free Throw 2 of 2 (6 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
271,PT06M16.00S,2022-10-30T23:56:02.5Z,2,REGULAR,3pt,Jump Shot,[],1626157,30.56833114323259,71.81372549019608,1610612750,41,33,2022-10-30T23:56:13Z,2710000,-109.0,235.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
272,PT06M12.00S,2022-10-30T23:56:06.5Z,2,REGULAR,rebound,offensive,[],1627854,,,1610612750,41,33,2022-10-30T23:56:06Z,2720000,,,0,,B. Forbes REBOUND (Off:1 Def:0),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Left Center,,,,271.0,1.0,0.0,1.0,,,,,,,,,,,,,
273,PT06M10.00S,2022-10-30T23:56:09.7Z,2,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612750,41,33,2022-10-30T23:56:19Z,2730000,,,0,,T. Jones shooting personal FOUL (2 PF) (Forbes 2 FT),"[1630200, 1627854]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,2.0,0.0,Forbes,1627854.0,,,,,
275,PT06M10.00S,2022-10-30T23:56:32.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627854,,,1610612750,41,34,2022-10-30T23:56:32Z,2750000,,,0,,B. Forbes Free Throw 1 of 2 (1 PTS),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
276,PT06M10.00S,2022-10-30T23:56:44.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627854,,,1610612750,41,35,2022-10-30T23:56:44Z,2760000,,,0,,B. Forbes Free Throw 2 of 2 (2 PTS),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
278,PT05M58.00S,2022-10-30T23:57:01.6Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,41,35,2022-10-30T23:57:09Z,2780000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M58.00S,2022-10-30T23:57:01.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,41,35,2022-10-30T23:57:09Z,2790000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M47.00S,2022-10-30T23:57:30.2Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,41,35,2022-10-30T23:57:36Z,2800000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1627854]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Forbes,1627854.0
281,PT05M47.00S,2022-10-30T23:57:30.2Z,2,REGULAR,steal,,[],1627854,,,1610612750,41,35,2022-10-30T23:57:32Z,2810000,,,0,,B. Forbes STEAL (1 STL),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
282,PT05M43.00S,2022-10-30T23:57:34.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,6.258212877792378,46.32352941176471,1610612750,41,37,2022-10-30T23:57:40Z,2820000,18.0,6.0,1,left,J. McDaniels cutting Layup (4 PTS) (B. Forbes 1 AST),"[1630183, 1627854]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,,,,,B. Forbes,1627854.0,1.0,,,,,,,,,,
284,PT05M32.00S,2022-10-30T23:57:45.6Z,2,REGULAR,3pt,Jump Shot,[],1628966,92.59198423127464,2.2058823529411766,1610612759,44,37,2022-10-30T23:57:49Z,2840000,-239.0,17.0,1,right,K. Bates-Diop 3PT  (9 PTS) (T. Jones 3 AST),"[1628966, 1630200]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,23.96,Made,9.0,,,,,T. Jones,1630200.0,3.0,,,,,,,,,,
286,PT05M12.00S,2022-10-30T23:58:05.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,16.63929040735874,3.1862745098039214,1610612750,44,37,2022-10-30T23:58:10Z,2860000,234.0,104.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
287,PT05M09.00S,2022-10-30T23:58:08.0Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,44,37,2022-10-30T23:58:08Z,2870000,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,,
288,PT05M01.00S,2022-10-30T23:58:15.6Z,2,REGULAR,3pt,Jump Shot,[],1631103,71.43561103810775,79.41176470588235,1610612759,47,37,2022-10-30T23:58:20Z,2880000,147.0,216.0,1,right,M. Branham 26' 3PT  (5 PTS) (K. Johnson 4 AST),"[1631103, 1629640]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,26.13,Made,5.0,,,,,K. Johnson,1629640.0,4.0,,,,,,,,,,
290,PT04M44.00S,2022-10-30T23:58:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.863994743758213,52.69607843137255,1610612750,47,37,2022-10-30T23:58:46Z,2900000,-13.0,3.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
291,PT04M44.00S,2022-10-30T23:58:40.9Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,47,37,2022-10-30T23:58:46Z,2910000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,290.0,5.0,4.0,1.0,,,,,,,,,,,,,
292,PT04M44.00S,2022-10-30T23:58:49.6Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612750,47,37,2022-10-30T23:59:01Z,2920000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Towns 2 FT),"[1627751, 1626157]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,1.0,0.0,Towns,1626157.0,,,,,
294,PT04M44.00S,2022-10-30T23:59:03.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630162,,,1610612750,47,37,2022-10-30T23:59:15Z,2940000,,,0,,A. Edwards technical FOUL (1 Tech),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,3.0,1.0,,,,,,,
295,PT04M44.00S,2022-10-30T23:59:17.1Z,2,REGULAR,freethrow,1 of 1,[],1630200,,,1610612750,47,37,2022-10-30T23:59:17Z,2950000,,,0,,MISS T. Jones technical Free Throw 1 of 1,[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
296,PT04M44.00S,2022-10-30T23:59:17.1Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612750,47,37,2022-10-30T23:59:17Z,2960000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,
297,PT04M44.00S,2022-10-30T23:59:43.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,47,38,2022-10-30T23:59:43Z,2970000,,,0,,K. Towns Free Throw 1 of 2 (16 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
298,PT04M44.00S,2022-10-30T23:59:44.6Z,2,REGULAR,substitution,out,[],1628966,,,1610612750,47,38,2022-10-30T23:59:51Z,2980000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M44.00S,2022-10-30T23:59:44.6Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,47,38,2022-10-30T23:59:51Z,2990000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M44.00S,2022-10-30T23:59:44.6Z,2,REGULAR,substitution,in,[],1628380,,,1610612750,47,38,2022-10-30T23:59:51Z,3000000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M44.00S,2022-10-30T23:59:44.6Z,2,REGULAR,substitution,in,[],203497,,,1610612750,47,38,2022-10-30T23:59:51Z,3010000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M44.00S,2022-10-31T00:00:09.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,47,39,2022-10-31T00:00:09Z,3020000,,,0,,K. Towns Free Throw 2 of 2 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
304,PT04M31.00S,2022-10-31T00:00:35.8Z,2,REGULAR,3pt,Jump Shot,[],1629640,87.72996057818659,96.56862745098039,1610612759,50,39,2022-10-31T00:00:58Z,3040000,233.0,63.0,1,right,K. Johnson 24' 3PT  (6 PTS) (T. Jones 4 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,24.11,Made,6.0,,,,,T. Jones,1630200.0,4.0,,,,,,,,,,
306,PT04M16.00S,2022-10-31T00:00:50.8Z,2,REGULAR,2pt,Jump Shot,[],1630162,20.97568988173456,35.049019607843135,1610612750,50,39,2022-10-31T00:01:01Z,3060000,75.0,145.0,1,left,MISS A. Edwards 16' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,16.29,Missed,,,,,,,,,,,,,,,,,,
307,PT04M16.00S,2022-10-31T00:00:50.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,50,39,2022-10-31T00:01:01Z,3070000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,306.0,,,,,,,,,,,,,,,,
308,PT04M16.00S,2022-10-31T00:00:56.4Z,2,REGULAR,foul,personal,[],1627751,,,1610612750,50,39,2022-10-31T00:01:06Z,3080000,,,0,,J. Poeltl loose ball personal FOUL (2 PF),"[1627751, 203497]",1610612759.0,SAS,loose ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,2.0,0.0,Gobert,203497.0,,,,,
310,PT04M09.00S,2022-10-31T00:01:20.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627854,20.18725361366623,7.8431372549019605,1610612750,50,39,2022-10-31T00:04:50Z,3100000,211.0,137.0,1,left,MISS B. Forbes 25' pullup 3PT,[1627854],1610612750.0,MIN,pullup,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
311,PT04M04.00S,2022-10-31T00:01:25.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,50,39,2022-10-31T00:01:31Z,3110000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,310.0,6.0,4.0,2.0,,,,,,,,,,,,,
312,PT03M59.00S,2022-10-31T00:01:32.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612750,50,39,2022-10-31T00:01:38Z,3120000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Towns 2 FT),"[1628380, 1626157]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629175.0,2.0,0.0,Towns,1626157.0,,,,,
314,PT03M59.00S,2022-10-31T00:02:01.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,50,40,2022-10-31T00:02:01Z,3140000,,,0,,K. Towns Free Throw 1 of 2 (18 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
315,PT03M59.00S,2022-10-31T00:02:02.4Z,2,REGULAR,substitution,out,[],1631103,,,1610612750,50,40,2022-10-31T00:02:14Z,3150000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M59.00S,2022-10-31T00:02:02.4Z,2,REGULAR,substitution,in,[],203926,,,1610612750,50,40,2022-10-31T00:02:14Z,3160000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M59.00S,2022-10-31T00:02:23.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,50,41,2022-10-31T00:02:23Z,3170000,,,0,,K. Towns Free Throw 2 of 2 (19 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
318,PT03M47.00S,2022-10-31T00:02:36.8Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,50,41,2022-10-31T00:02:49Z,3180000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1629640, 1630183]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,McDaniels,1630183.0
319,PT03M47.00S,2022-10-31T00:02:36.8Z,2,REGULAR,steal,,[],1630183,,,1610612750,50,41,2022-10-31T00:02:40Z,3190000,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
320,PT03M42.00S,2022-10-31T00:02:41.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,8.492115637319317,45.09803921568628,1610612750,50,41,2022-10-31T00:02:59Z,3200000,25.0,27.0,1,left,MISS J. McDaniels running Layup,[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
321,PT03M42.00S,2022-10-31T00:02:44.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,50,41,2022-10-31T00:02:44Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,320.0,,,,,,,,,,,,,,,,
322,PT03M40.00S,2022-10-31T00:03:01.7Z,2,REGULAR,turnover,traveling,[],1627854,,,1610612750,50,41,2022-10-31T00:03:09Z,3220000,,,0,,B. Forbes traveling TURNOVER (1 TO),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1148.0,,,,,1.0,,,,
323,PT03M21.00S,2022-10-31T00:03:33.4Z,2,REGULAR,turnover,bad pass,[],203926,,,1610612759,50,41,2022-10-31T00:03:40Z,3230000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 1626157]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,,,Towns,1626157.0
324,PT03M21.00S,2022-10-31T00:03:33.4Z,2,REGULAR,steal,,[],1626157,,,1610612750,50,41,2022-10-31T00:03:35Z,3240000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
325,PT03M18.00S,2022-10-31T00:03:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.1268068331143235,44.85294117647059,1610612750,50,41,2022-10-31T00:03:55Z,3250000,26.0,5.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
326,PT03M18.00S,2022-10-31T00:03:36.6Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,50,41,2022-10-31T00:03:55Z,3260000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,325.0,1.0,0.0,1.0,,,,,,,,,,,,,
327,PT03M18.00S,2022-10-31T00:03:49.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612750,50,41,2022-10-31T00:03:57Z,3270000,,,0,,D. McDermott shooting personal FOUL (1 PF) (McDaniels 2 FT),"[203926, 1630183]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,McDaniels,1630183.0,,,,,
329,PT03M18.00S,2022-10-31T00:04:00.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630183,,,1610612750,50,42,2022-10-31T00:04:00Z,3290000,,,0,,J. McDaniels Free Throw 1 of 2 (5 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
330,PT03M18.00S,2022-10-31T00:04:04.5Z,2,REGULAR,substitution,out,[],1630162,,,1610612750,50,42,2022-10-31T00:04:11Z,3300000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT03M18.00S,2022-10-31T00:04:04.5Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,50,42,2022-10-31T00:04:11Z,3310000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT03M18.00S,2022-10-31T00:04:00.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630183,,,1610612750,50,42,2022-10-31T00:04:30Z,3320000,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
333,PT03M16.00S,2022-10-31T00:04:02.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,42,2022-10-31T00:04:30Z,3330000,,,0,,J. Poeltl REBOUND (Off:0 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,332.0,6.0,6.0,0.0,,,,,,,,,,,,,
334,PT03M11.00S,2022-10-31T00:04:24.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,84.44480946123521,2.2058823529411766,1610612759,50,42,2022-10-31T00:04:35Z,3340000,-239.0,94.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left,25.67,Missed,,,,,,,,,,,,,,,,,,
335,PT03M07.00S,2022-10-31T00:04:27.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,50,42,2022-10-31T00:04:27Z,3350000,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left,,,,334.0,6.0,5.0,1.0,,,,,,,,,,,,,
336,PT03M05.00S,2022-10-31T00:04:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,5.863994743758213,45.83333333333333,1610612750,50,44,2022-10-31T00:04:39Z,3360000,21.0,3.0,1,left,D. Russell cutting Layup (8 PTS) (K. Towns 2 AST),"[1626156, 1626157]",1610612750.0,MIN,cutting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.1,Made,8.0,,,,,K. Towns,1626157.0,2.0,,,,,,,,,,
338,PT02M51.00S,2022-10-31T00:04:43.4Z,2,REGULAR,3pt,Jump Shot,[],203926,93.11760840998686,95.83333333333334,1610612759,50,44,2022-10-31T00:04:48Z,3380000,229.0,12.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
339,PT02M49.00S,2022-10-31T00:04:45.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,50,44,2022-10-31T00:04:48Z,3390000,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,338.0,7.0,5.0,2.0,,,,,,,,,,,,,
340,PT02M39.00S,2022-10-31T00:05:00.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612750,50,44,2022-10-31T00:05:27Z,3400000,,,0,,D. McDermott loose ball personal FOUL (2 PF) (Gobert 2 FT),"[203926, 203497]",1610612759.0,SAS,loose ball,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,2.0,0.0,Gobert,203497.0,,,,,
342,PT02M39.00S,2022-10-31T00:05:30.7Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,50,44,2022-10-31T00:05:30Z,3420000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
343,PT02M39.00S,2022-10-31T00:05:30.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,50,44,2022-10-31T00:05:30Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,
344,PT02M39.00S,2022-10-31T00:05:47.8Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,50,45,2022-10-31T00:05:47Z,3440000,,,0,,R. Gobert Free Throw 2 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
345,PT02M26.00S,2022-10-31T00:06:06.1Z,2,REGULAR,turnover,traveling,[],1627751,,,1610612759,50,45,2022-10-31T00:06:14Z,3450000,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1629175.0,,,,,1.0,,,,
346,PT02M07.00S,2022-10-31T00:06:34.6Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,50,45,2022-10-31T00:06:40Z,3460000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1627751]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Poeltl,1627751.0
347,PT02M07.00S,2022-10-31T00:06:34.6Z,2,REGULAR,steal,,[],1627751,,,1610612759,50,45,2022-10-31T00:06:36Z,3470000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
348,PT02M03.00S,2022-10-31T00:06:39.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203926,85.10183968462549,2.696078431372549,1610612759,53,45,2022-10-31T00:06:46Z,3480000,-237.0,88.0,1,right,D. McDermott 25' 3PT  (9 PTS) (T. Jones 5 AST),"[203926, 1630200]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,25.22,Made,9.0,,,,,T. Jones,1630200.0,5.0,,,,,,,,,,
