actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT11M04.00S,2023-01-14T00:48:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,84.1819973718791,37.745098039215684,1610612759,2,1,2023-01-14T00:48:51Z,210000,False,-61.0,96.0,1,right,MISS K. Johnson 11' turnaround Shot,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,11.41,,,,,,,,,,,
22,PT11M01.00S,2023-01-14T00:48:46.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,1,2023-01-14T00:48:51Z,220000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,21.0,,,1.0,1.0,0.0,,,,,,,,
23,PT10M46.00S,2023-01-14T00:48:59.6Z,1,REGULAR,2pt,Jump Shot,[],203952,8.492115637319317,27.205882352941174,1610612744,2,1,2023-01-14T00:49:04Z,230000,False,114.0,27.0,1,left,MISS A. Wiggins 11' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,11.72,,,,,,,,,,,
24,PT10M44.00S,2023-01-14T00:49:01.7Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,2,1,2023-01-14T00:49:01Z,240000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,23.0,,,1.0,1.0,0.0,,,,,,,,
25,PT10M40.00S,2023-01-14T00:49:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.38042049934296,59.068627450980394,1610612759,2,1,2023-01-14T00:49:15Z,250000,False,45.0,10.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.63,,,,,,,,,,,
26,PT10M37.00S,2023-01-14T00:49:09.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,1,2023-01-14T00:49:15Z,260000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,25.0,,,2.0,2.0,0.0,,,,,,,,
27,PT10M28.00S,2023-01-14T00:49:19.0Z,1,REGULAR,3pt,Jump Shot,[],202691,27.283180026281208,15.441176470588236,1610612744,2,4,2023-01-14T00:49:25Z,270000,False,173.0,204.0,1,left,K. Thompson 26' 3PT  (3 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,26.73,,,,K. Looney,1626172.0,1.0,,,,,
29,PT10M13.00S,2023-01-14T00:49:35.6Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612759,2,4,2023-01-14T01:25:31Z,290000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Langford 2 FT),"[202691, 1629641]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
31,PT10M13.00S,2023-01-14T00:50:05.2Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,3,4,2023-01-14T01:26:43Z,310000,False,,,0,,R. Langford Free Throw 1 of 2 (1 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
32,PT10M13.00S,2023-01-14T00:50:05.2Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,4,4,2023-01-14T01:26:43Z,320000,False,,,0,,R. Langford Free Throw 2 of 2 (2 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
33,PT10M04.00S,2023-01-14T00:50:31.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.1268068331143235,49.50980392156863,1610612744,4,6,2023-01-14T00:50:38Z,330000,False,2.0,5.0,1,left,K. Looney cutting DUNK (3 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,0.57,,,,K. Thompson,202691.0,1.0,,,,,
35,PT09M47.00S,2023-01-14T00:50:47.9Z,1,REGULAR,2pt,Jump Shot,[],1631110,76.21550591327201,68.16023284313727,1610612759,4,6,2023-01-14T00:50:56Z,350000,False,91.0,171.0,1,right,MISS J. Sochan 19' Jump Shot,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,19.37,,,,,,,,,,,
36,PT09M45.00S,2023-01-14T00:50:49.9Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,4,6,2023-01-14T00:50:56Z,360000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,35.0,,,1.0,1.0,0.0,,,,,,,,
37,PT09M33.00S,2023-01-14T00:51:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.046649145860711,45.83333333333333,1610612744,4,8,2023-01-14T00:51:10Z,370000,False,21.0,14.0,1,left,K. Looney cutting finger roll Layup (5 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,cutting finger roll,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,2.49,,,,K. Thompson,202691.0,2.0,,,,,
39,PT09M15.00S,2023-01-14T00:51:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.94152431011827,50.98039215686274,1610612759,4,8,2023-01-14T00:51:31Z,390000,False,5.0,70.0,1,right,MISS J. Poeltl 7' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.04,,,,,,,,,,,
40,PT09M13.00S,2023-01-14T00:51:22.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,8,2023-01-14T00:51:31Z,400000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,39.0,,,3.0,3.0,0.0,,,,,,,,
41,PT09M08.00S,2023-01-14T00:51:27.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201939,6.389618922470433,51.9607843137255,1610612744,4,10,2023-01-14T00:52:35Z,410000,False,-10.0,8.0,1,left,S. Curry running finger roll Layup (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.24,,,,D. Green,203110.0,1.0,,,,,
43,PT09M08.00S,2023-01-14T00:51:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,4,10,2023-01-14T00:51:31Z,430000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M52.00S,2023-01-14T00:55:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,91.93495400788436,63.23529411764706,1610612759,4,10,2023-01-14T00:56:36Z,440000,False,66.0,23.0,1,right,MISS K. Johnson 7' floating Shot,[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.02,,,,,,,,,,,
46,PT08M52.00S,2023-01-14T00:55:07.9Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,4,10,2023-01-14T00:55:19Z,460000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,44.0,,,1.0,0.0,1.0,,,,,,,,
47,PT08M52.00S,2023-01-14T00:55:14.6Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612759,4,10,2023-01-14T00:55:21Z,470000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Sochan 2 FT),"[1626172, 1631110]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,202056.0,2.0,0.0,Sochan,1631110.0,,,,,,,,,,,,,,,
49,PT08M52.00S,2023-01-14T00:55:30.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631110,,,1610612759,4,10,2023-01-14T00:55:30Z,490000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
50,PT08M52.00S,2023-01-14T00:55:30.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,4,10,2023-01-14T00:55:30Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,
51,PT08M52.00S,2023-01-14T00:55:31.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612759,4,10,2023-01-14T00:55:34Z,510000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M52.00S,2023-01-14T00:55:31.3Z,1,REGULAR,substitution,in,[],2738,,,1610612759,4,10,2023-01-14T00:55:34Z,520000,False,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M52.00S,2023-01-14T00:55:46.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631110,,,1610612759,4,10,2023-01-14T00:55:46Z,530000,False,,,0,,MISS J. Sochan Free Throw 2 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
54,PT08M49.00S,2023-01-14T00:55:48.3Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,4,10,2023-01-14T00:55:48Z,540000,False,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,53.0,,,1.0,1.0,0.0,,,,,,,,
55,PT08M32.00S,2023-01-14T00:56:05.5Z,1,REGULAR,3pt,Jump Shot,[],201939,26.49474375821288,14.215686274509803,1610612744,4,13,2023-01-14T00:56:11Z,550000,False,179.0,197.0,1,left,S. Curry 26' 3PT  (5 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,26.58,,,,A. Wiggins,203952.0,1.0,,,,,
57,PT08M21.00S,2023-01-14T00:56:16.6Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,4,13,2023-01-14T00:56:24Z,570000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 203952]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
58,PT08M21.00S,2023-01-14T00:56:16.6Z,1,REGULAR,steal,,[],203952,,,1610612744,4,13,2023-01-14T00:56:18Z,580000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
59,PT08M14.00S,2023-01-14T00:56:23.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,6.521024967148489,52.69607843137255,1610612744,4,15,2023-01-14T00:57:44Z,590000,False,-13.0,9.0,1,left,A. Wiggins running finger roll Layup (2 PTS),[203952],1610612744.0,GSW,running finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.61,,,,,,,,,,,
60,PT08M04.00S,2023-01-14T00:56:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629640,76.95466491458606,90.19607843137256,1610612759,4,15,2023-01-14T00:56:41Z,600000,False,201.0,164.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.95,,,,,,,,,,,
61,PT08M04.00S,2023-01-14T00:56:34.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,15,2023-01-14T00:56:41Z,610000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,60.0,,,4.0,4.0,0.0,,,,,,,,
62,PT07M42.00S,2023-01-14T00:56:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.652431011826544,50.49019607843137,1610612744,4,17,2023-01-14T00:57:21Z,620000,False,-2.0,10.0,1,left,S. Curry driving reverse Layup (7 PTS) (A. Iguodala 1 AST),"[201939, 2738]",1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,1.03,,,,A. Iguodala,2738.0,1.0,,,,,
64,PT07M42.00S,2023-01-14T00:57:02.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,4,17,2023-01-14T00:57:02Z,640000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M42.00S,2023-01-14T00:59:04.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,4,17,2023-01-14T00:59:59Z,650000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M42.00S,2023-01-14T00:59:04.9Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,4,17,2023-01-14T00:59:59Z,660000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M28.00S,2023-01-14T01:00:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,82.47371879106439,40.931372549019606,1610612759,6,17,2023-01-14T01:01:27Z,670000,False,-45.0,112.0,1,right,R. Langford 12' driving floating Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1629641, 1627751]",1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,12.1,,,,J. Poeltl,1627751.0,1.0,,,,,
69,PT07M28.00S,2023-01-14T01:00:51.0Z,1,REGULAR,foul,personal,['1freethrow'],202691,,,1610612759,6,17,2023-01-14T01:00:57Z,690000,False,,,0,,K. Thompson shooting personal FOUL (2 PF) (Langford 1 FT),"[202691, 1629641]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,202056.0,2.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
71,PT07M28.00S,2023-01-14T01:01:11.1Z,1,REGULAR,freethrow,1 of 1,[],1629641,,,1610612759,7,17,2023-01-14T01:01:11Z,710000,False,,,0,,R. Langford Free Throw 1 of 1 (5 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
72,PT07M13.00S,2023-01-14T01:01:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,5.863994743758213,53.18627450980392,1610612744,7,17,2023-01-14T01:01:59Z,720000,False,-16.0,3.0,1,left,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.61,,,,,,,,,,,
73,PT07M11.00S,2023-01-14T01:01:32.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,7,17,2023-01-14T01:01:34Z,730000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,72.0,,,2.0,1.0,1.0,,,,,,,,
74,PT06M56.00S,2023-01-14T01:01:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.85479632063075,54.166666666666664,1610612759,7,17,2023-01-14T01:01:57Z,740000,False,21.0,15.0,1,right,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.55,,,,,,,,,,,
75,PT06M54.00S,2023-01-14T01:01:49.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,7,17,2023-01-14T01:01:57Z,750000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,74.0,,,5.0,5.0,0.0,,,,,,,,
76,PT06M39.00S,2023-01-14T01:02:03.4Z,1,REGULAR,3pt,Jump Shot,[],201939,8.229303547963205,96.07843137254902,1610612744,7,17,2023-01-14T01:02:14Z,760000,False,-230.0,25.0,1,left,MISS S. Curry step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.17,,,,,,,,,,,
77,PT06M37.00S,2023-01-14T01:02:05.7Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,7,17,2023-01-14T01:02:05Z,770000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,,,,,,,76.0,,,1.0,1.0,0.0,,,,,,,,
78,PT06M34.00S,2023-01-14T01:02:08.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629641,92.9862023653088,54.166666666666664,1610612759,9,17,2023-01-14T01:03:10Z,780000,False,21.0,13.0,1,right,R. Langford running Layup (7 PTS) (J. Richardson 1 AST),"[1629641, 1626196]",1610612759.0,SAS,running,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.47,,,,J. Richardson,1626196.0,1.0,,,,,
80,PT06M17.00S,2023-01-14T01:02:26.0Z,1,REGULAR,3pt,Jump Shot,[],203952,27.151773981603156,14.215686274509803,1610612744,9,17,2023-01-14T01:02:30Z,800000,False,179.0,203.0,1,left,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.04,,,,,,,,,,,
81,PT06M14.00S,2023-01-14T01:02:29.0Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,9,17,2023-01-14T01:02:30Z,810000,False,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,80.0,,,2.0,2.0,0.0,,,,,,,,
82,PT06M06.00S,2023-01-14T01:02:37.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,93.51182654402102,49.01960784313725,1610612759,11,17,2023-01-14T01:02:43Z,820000,False,-5.0,8.0,1,right,J. Sochan DUNK (2 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.98,,,,,,,,,,,
83,PT06M05.00S,2023-01-14T01:02:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,11,17,2023-01-14T01:02:44Z,830000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M05.00S,2023-01-14T01:04:11.0Z,1,REGULAR,substitution,out,[],202691,,,1610612744,11,17,2023-01-14T01:04:21Z,840000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M05.00S,2023-01-14T01:04:11.0Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,11,17,2023-01-14T01:04:21Z,850000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M56.00S,2023-01-14T01:04:40.6Z,1,REGULAR,foul,offensive,[],203110,,,1610612744,11,17,2023-01-14T01:04:53Z,860000,False,,,0,,D. Green offensive FOUL (1 PF),"[203110, 1629641]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,202056.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
88,PT05M56.00S,2023-01-14T01:04:40.6Z,1,REGULAR,turnover,offensive foul,[],203110,,,1610612744,11,17,2023-01-14T01:04:40Z,880000,False,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,202056.0,,,,,,,,,,,,,,,1.0,,,,
