actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
255,PT05M45.00S,2022-10-29T01:20:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,16.507884362680684,42.64705882352941,1610612759,47,54,2022-10-29T01:20:57Z,2530000,37.0,103.0,1,left,MISS T. Jones 10' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.91,Missed,,,,,,,,,,,,,,,,,,
256,PT05M41.00S,2022-10-29T01:20:55.5Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612759,47,54,2022-10-29T01:20:57Z,2540000,,,0,,T. Jones REBOUND (Off:2 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,255.0,3.0,1.0,2.0,,,,,,,,,,
257,PT05M37.00S,2022-10-29T01:20:57.7Z,2,REGULAR,turnover,lost ball,[],1630200,,,1610612759,47,54,2022-10-29T01:21:03Z,2550000,,,0,,T. Jones lost ball TURNOVER (3 TO),"[1630200, 1627884]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,Jones Jr.,1627884.0,,,,,,,
258,PT05M37.00S,2022-10-29T01:20:57.7Z,2,REGULAR,steal,,[],1627884,,,1610612741,47,54,2022-10-29T01:20:59Z,2560000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT05M28.00S,2022-10-29T01:21:07.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629632,90.75229960578186,81.37254901960785,1610612741,47,56,2022-10-29T01:21:21Z,2570000,157.0,34.0,1,right,C. White 16' pullup Jump Shot (13 PTS) (A. Drummond 2 AST),"[1629632, 203083]",1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Right,16.06,Made,13.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,
261,PT05M15.00S,2022-10-29T01:21:20.3Z,2,REGULAR,2pt,Jump Shot,[],1629640,11.251642575558476,31.61764705882353,1610612759,47,56,2022-10-29T01:22:35Z,2590000,92.0,53.0,1,left,MISS K. Johnson 10' driving floating bank Shot,[1629640],1610612759.0,SAS,driving floating bank,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,10.62,Missed,,,,,,,,,,,,,,,,,,
262,PT05M12.00S,2022-10-29T01:21:23.3Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,47,56,2022-10-29T01:21:34Z,2600000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,,261.0,1.0,1.0,0.0,,,,,,,,,,
263,PT05M03.00S,2022-10-29T01:21:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,69.33311432325887,81.37254901960785,1610612741,47,56,2022-10-29T01:21:40Z,2610000,157.0,236.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,28.32,Missed,,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2022-10-29T01:21:35.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,47,56,2022-10-29T01:21:40Z,2620000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,263.0,3.0,3.0,0.0,,,,,,,,,,
265,PT04M51.00S,2022-10-29T01:21:44.7Z,2,REGULAR,3pt,Jump Shot,[],203926,6.258212877792378,96.81372549019608,1610612759,50,56,2022-10-29T01:21:51Z,2630000,-234.0,6.0,1,left,D. McDermott 3PT  (7 PTS) (K. Johnson 2 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,23.42,Made,7.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
267,PT04M50.00S,2022-10-29T01:21:53.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,50,56,2022-10-29T01:21:53Z,2650000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,50,56,2022-10-29T01:24:22Z,2660000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,out,[],203083,,,1610612741,50,56,2022-10-29T01:24:22Z,2670000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,50,56,2022-10-29T01:24:22Z,2680000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,in,[],202696,,,1610612741,50,56,2022-10-29T01:24:22Z,2690000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,in,[],201942,,,1610612741,50,56,2022-10-29T01:24:22Z,2700000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M50.00S,2022-10-29T01:24:04.5Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,50,56,2022-10-29T01:24:22Z,2710000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M26.00S,2022-10-29T01:25:00.4Z,2,REGULAR,2pt,Jump Shot,[],1630172,72.88107752956637,38.72549019607843,1610612741,50,56,2022-10-29T01:25:10Z,2720000,-56.0,202.0,1,right,MISS P. Williams 21' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,21.01,Missed,,,,,,,,,,,,,,,,,,
277,PT04M23.00S,2022-10-29T01:25:03.4Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,50,56,2022-10-29T01:25:10Z,2730000,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,,,,,276.0,3.0,3.0,0.0,,,,,,,,,,
278,PT04M12.00S,2022-10-29T01:25:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,5.469776609724048,34.068627450980394,1610612759,52,56,2022-10-29T01:25:20Z,2740000,80.0,-1.0,1,left,J. Poeltl 7' floating Jump Shot (12 PTS) (J. Sochan 4 AST),"[1627751, 1631110]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.97,Made,12.0,J. Sochan,1631110.0,4.0,,,,,,,,,,,,,,
280,PT03M47.00S,2022-10-29T01:25:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630245,66.83639947437582,71.56862745098039,1610612741,52,56,2022-10-29T01:25:56Z,2760000,108.0,259.0,1,right,MISS A. Dosunmu 28' bank 3PT,[1630245],1610612741.0,CHI,bank,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,28.07,Missed,,,,,,,,,,,,,,,,,,
281,PT03M44.00S,2022-10-29T01:25:43.0Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,52,56,2022-10-29T01:25:45Z,2770000,,,0,,J. Sochan REBOUND (Off:0 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,280.0,4.0,4.0,0.0,,,,,,,,,,
282,PT03M34.00S,2022-10-29T01:25:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,10.11826544021025,50.75827205882353,1610612759,54,56,2022-10-29T01:26:09Z,2780000,-4.0,43.0,1,left,J. Poeltl alley-oop Layup (14 PTS) (D. McDermott 2 AST),"[1627751, 203926]",1610612759.0,SAS,alley-oop,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,4.28,Made,14.0,D. McDermott,203926.0,2.0,,,,,,,,,,,,,,
284,PT03M25.00S,2022-10-29T01:26:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,92.06636005256242,46.81372549019608,1610612741,54,56,2022-10-29T01:26:27Z,2800000,-16.0,22.0,1,right,MISS D. Jones Jr. driving Layup - blocked,"[1627884, 1631110]",1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,Sochan,1631110.0,,,,
285,PT03M25.00S,2022-10-29T01:26:02.2Z,2,REGULAR,block,,[],1631110,,,1610612741,54,56,2022-10-29T01:26:05Z,2810000,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT03M25.00S,2022-10-29T01:26:02.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,54,56,2022-10-29T01:26:27Z,2820000,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,284.0,4.0,4.0,0.0,,,,,,,,,,
287,PT03M17.00S,2022-10-29T01:26:09.9Z,2,REGULAR,3pt,Jump Shot,[],1631110,19.66162943495401,93.62745098039215,1610612759,54,56,2022-10-29T01:26:34Z,2830000,-218.0,132.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
288,PT03M13.00S,2022-10-29T01:26:13.9Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,54,56,2022-10-29T01:26:34Z,2840000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,
289,PT03M05.00S,2022-10-29T01:26:22.1Z,2,REGULAR,3pt,Jump Shot,[],1630172,64.33968462549278,49.50980392156863,1610612741,54,56,2022-10-29T01:26:36Z,2850000,-2.0,283.0,1,right,MISS P. Williams 28' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,28.27,Missed,,,,,,,,,,,,,,,,,,
290,PT03M02.00S,2022-10-29T01:26:25.1Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,54,56,2022-10-29T01:26:36Z,2860000,,,0,,J. Sochan REBOUND (Off:0 Def:5),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,,
291,PT02M57.00S,2022-10-29T01:26:33.1Z,2,REGULAR,foul,personal,[],1630172,,,1610612759,54,56,2022-10-29T01:27:02Z,2870000,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 1629640]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,Johnson,1629640.0
293,PT02M57.00S,2022-10-29T01:26:39.2Z,2,REGULAR,substitution,out,[],203926,,,1610612759,54,56,2022-10-29T01:26:44Z,2890000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M57.00S,2022-10-29T01:26:39.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,54,56,2022-10-29T01:26:44Z,2900000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M57.00S,2022-10-29T01:26:39.2Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,54,56,2022-10-29T01:26:44Z,2910000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M57.00S,2022-10-29T01:26:39.2Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,54,56,2022-10-29T01:26:44Z,2920000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M45.00S,2022-10-29T01:27:15.9Z,2,REGULAR,3pt,Jump Shot,[],1631110,7.440867279894875,97.05882352941177,1610612759,57,56,2022-10-29T01:27:20Z,2930000,-235.0,17.0,1,left,J. Sochan 3PT  (8 PTS) (K. Bates-Diop 1 AST),"[1631110, 1628966]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.59,Made,8.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,,
299,PT02M43.00S,2022-10-29T01:27:22.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,57,56,2022-10-29T01:27:22Z,2950000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M43.00S,2022-10-29T01:28:28.5Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,57,56,2022-10-29T01:28:47Z,2960000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M43.00S,2022-10-29T01:28:28.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,57,56,2022-10-29T01:28:47Z,2970000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M43.00S,2022-10-29T01:28:28.5Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,57,56,2022-10-29T01:28:47Z,2980000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M43.00S,2022-10-29T01:28:28.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,57,56,2022-10-29T01:28:47Z,2990000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M30.00S,2022-10-29T01:28:59.3Z,2,REGULAR,2pt,Jump Shot,[],201942,75.24638633377135,49.50980392156863,1610612741,57,58,2022-10-29T01:29:06Z,3000000,-2.0,180.0,1,right,D. DeRozan 18' pullup Jump Shot (14 PTS) (A. Caruso 2 AST),"[201942, 1627936]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.02,Made,14.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
305,PT02M17.00S,2022-10-29T01:29:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,6.652431011826544,49.50980392156863,1610612759,59,58,2022-10-29T01:29:20Z,3010000,2.0,10.0,1,left,Z. Collins cutting finger roll Layup (4 PTS) (T. Jones 6 AST),"[1628380, 1630200]",1610612759.0,SAS,cutting finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.03,Made,4.0,T. Jones,1630200.0,6.0,,,,,,,,,,,,,,
307,PT02M03.00S,2022-10-29T01:29:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,92.19776609724047,51.9607843137255,1610612741,59,58,2022-10-29T01:30:21Z,3030000,10.0,21.0,1,right,MISS A. Dosunmu driving floating bank Shot,[1630245],1610612741.0,CHI,driving floating bank,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,,
308,PT02M03.00S,2022-10-29T01:29:26.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,59,58,2022-10-29T01:29:35Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,307.0,,,,,,,,,,,,,
310,PT02M03.00S,2022-10-29T01:29:31.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,59,58,2022-10-29T01:29:35Z,3060000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M03.00S,2022-10-29T01:29:31.8Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,59,58,2022-10-29T01:29:35Z,3070000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M57.00S,2022-10-29T01:29:55.8Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,59,58,2022-10-29T01:30:10Z,3080000,,,0,,N. Vucevic offensive FOUL (1 PF),"[202696, 1628380]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Collins,1628380.0
314,PT01M57.00S,2022-10-29T01:29:55.8Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,59,58,2022-10-29T01:29:55Z,3100000,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,203177.0,,,,,,
316,PT01M48.00S,2022-10-29T01:30:20.4Z,2,REGULAR,foul,offensive,['inpenalty'],1628380,,,1610612759,59,58,2022-10-29T01:30:30Z,3110000,,,0,,Z. Collins offensive FOUL (2 PF),"[1628380, 1627936]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2003.0,,,2.0,0.0,Caruso,1627936.0
318,PT01M48.00S,2022-10-29T01:30:20.4Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,59,58,2022-10-29T01:30:20Z,3130000,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,2003.0,,,,,,
319,PT01M31.00S,2022-10-29T01:30:49.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201942,89.83245729303549,96.56862745098039,1610612741,59,58,2022-10-29T01:30:58Z,3140000,233.0,43.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
320,PT01M29.00S,2022-10-29T01:30:51.2Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,59,58,2022-10-29T01:32:40Z,3150000,,,0,,A. Caruso REBOUND (Off:2 Def:0),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,319.0,2.0,0.0,2.0,,,,,,,,,,
321,PT01M28.00S,2022-10-29T01:30:55.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627936,94.40999984741211,50.0,1610612741,59,58,2022-10-29T01:32:57Z,3160000,0.0,0.0,1,right,MISS A. Caruso tip DUNK,[1627936],1610612741.0,CHI,tip,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
322,PT01M27.00S,2022-10-29T01:30:56.4Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,59,58,2022-10-29T01:33:18Z,3170000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,321.0,2.0,1.0,1.0,,,,,,,,,,
323,PT01M26.00S,2022-10-29T01:30:57.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202696,94.40999984741211,50.0,1610612741,59,60,2022-10-29T01:33:26Z,3180000,0.0,0.0,1,right,N. Vucevic putback Layup (2 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
324,PT01M14.00S,2022-10-29T01:31:05.5Z,2,REGULAR,3pt,Jump Shot,[],1628380,27.94021024967148,80.14705882352942,1610612759,62,60,2022-10-29T01:31:11Z,3190000,-151.0,210.0,1,left,Z. Collins 25' 3PT  (7 PTS) (K. Johnson 3 AST),"[1628380, 1629640]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,25.86,Made,7.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,
326,PT00M58.90S,2022-10-29T01:31:20.8Z,2,REGULAR,3pt,Jump Shot,[],202696,74.06373193166885,87.99019607843137,1610612741,62,60,2022-10-29T01:31:31Z,3210000,190.0,191.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
327,PT00M57.10S,2022-10-29T01:31:22.6Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,62,60,2022-10-29T01:31:31Z,3220000,,,0,,A. Caruso REBOUND (Off:3 Def:0),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,326.0,3.0,0.0,3.0,,,,,,,,,,
328,PT00M43.60S,2022-10-29T01:31:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,91.80354796320631,50.73529411764706,1610612741,62,60,2022-10-29T01:31:44Z,3230000,4.0,25.0,1,right,MISS C. White driving finger roll Layup,[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
329,PT00M40.70S,2022-10-29T01:31:39.9Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,62,60,2022-10-29T01:31:39Z,3240000,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,328.0,3.0,2.0,1.0,,,,,,,,,,
330,PT00M29.20S,2022-10-29T01:31:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.652431011826544,46.81372549019608,1610612759,62,60,2022-10-29T01:32:02Z,3250000,16.0,10.0,1,left,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
331,PT00M28.70S,2022-10-29T01:31:52.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,62,60,2022-10-29T01:32:02Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,330.0,,,,,,,,,,,,,
333,PT00M23.90S,2022-10-29T01:32:28.5Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612759,62,60,2022-10-29T01:32:34Z,3280000,,,0,,Z. Collins bad pass TURNOVER (2 TO),"[1628380, 1629750]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,Green,1629750.0,,,,,,,
334,PT00M23.90S,2022-10-29T01:32:28.5Z,2,REGULAR,steal,,[],1629750,,,1610612741,62,60,2022-10-29T01:32:30Z,3290000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
335,PT00M01.50S,2022-10-29T01:32:50.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,88.25558475689881,16.176470588235293,1610612741,62,60,2022-10-29T01:35:41Z,3300000,-169.0,58.0,1,right,MISS D. DeRozan 17' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,17.87,Missed,,,,,,,,,,,,,,,,,,
336,PT00M01.50S,2022-10-29T01:32:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,62,60,2022-10-29T01:33:04Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,335.0,,,,,,,,,,,,,
337,PT00M00.00S,2022-10-29T01:32:58.4Z,2,REGULAR,period,end,[],0,,,1610612741,62,60,2022-10-29T01:32:58Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-29T01:47:27.8Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612741,62,60,2022-10-29T01:47:49Z,3330000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-29T01:47:27.8Z,3,REGULAR,substitution,out,['startperiod'],1628966,,,1610612741,62,60,2022-10-29T01:47:49Z,3340000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-29T01:47:27.8Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612741,62,60,2022-10-29T01:47:49Z,3350000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-29T01:47:27.8Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612741,62,60,2022-10-29T01:47:49Z,3360000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-29T01:47:27.8Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612741,62,60,2022-10-29T01:47:49Z,3370000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
