actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT12M00.00S,2022-11-24T01:38:37.6Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612740,19,29,2022-11-24T01:39:07Z,1680000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-11-24T01:39:20.8Z,2,REGULAR,period,start,[],0,,,1610612740,19,29,2022-11-24T01:39:20Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M45.00S,2022-11-24T01:39:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.32917214191852,49.754901960784316,1610612740,19,31,2022-11-24T01:47:24Z,1700000,False,-1.0,20.0,1,right,Z. Williamson cutting Layup (10 PTS) (J. Valanciunas 1 AST),"[1629627, 202685]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,10.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,
175,PT11M33.00S,2022-11-24T01:39:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,9.674770039421814,58.08823529411765,1610612759,19,31,2022-11-24T01:53:17Z,1720000,False,-40.0,38.0,1,left,MISS R. Langford pullup Shot - blocked,"[1629641, 1628984]",1610612759.0,SAS,pullup,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,Graham,1628984.0,,
176,PT11M33.00S,2022-11-24T01:39:50.8Z,2,REGULAR,block,,[],1628984,,,1610612759,19,31,2022-11-24T01:39:53Z,1730000,False,,,0,,D. Graham BLOCK (1 BLK),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT11M32.00S,2022-11-24T01:39:51.8Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,19,31,2022-11-24T01:53:17Z,1740000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,6.0,4.0,2.0,,,,,,,,,,,,,,
178,PT11M30.00S,2022-11-24T01:39:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612759,19,31,2022-11-24T01:40:01Z,1750000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1630700, 1627751]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Poeltl,1627751.0,,,,
180,PT11M30.00S,2022-11-24T01:40:14.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612759,19,31,2022-11-24T01:40:35Z,1770000,False,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT11M30.00S,2022-11-24T01:40:14.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,19,31,2022-11-24T01:40:35Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,
182,PT11M30.00S,2022-11-24T01:40:14.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,19,31,2022-11-24T01:40:35Z,1790000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
183,PT11M28.00S,2022-11-24T01:40:16.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,31,2022-11-24T01:40:35Z,1800000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,
184,PT11M07.00S,2022-11-24T01:40:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630700,68.15045992115637,24.754901960784316,1610612740,19,31,2022-11-24T01:40:57Z,1810000,False,-126.0,247.0,1,right,MISS D. Daniels 27' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,27.73,Missed,,,,,,,,,,,,,,,,,,
185,PT11M03.00S,2022-11-24T01:40:55.6Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,19,31,2022-11-24T01:40:57Z,1820000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,184.0,3.0,2.0,1.0,,,,,,,,,,,,,,
186,PT11M00.00S,2022-11-24T01:40:57.9Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,19,31,2022-11-24T01:41:03Z,1830000,False,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1629641]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,,,,,,Langford,1629641.0
187,PT11M00.00S,2022-11-24T01:40:57.9Z,2,REGULAR,steal,,[],1629641,,,1610612759,19,31,2022-11-24T01:40:59Z,1840000,False,,,0,,R. Langford STEAL (2 STL),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
188,PT10M53.00S,2022-11-24T01:41:05.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203926,27.677398160315374,13.725490196078432,1610612759,19,31,2022-11-24T01:56:45Z,1850000,False,181.0,208.0,1,left,MISS D. McDermott 27' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
189,PT10M50.00S,2022-11-24T01:41:08.1Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612759,19,31,2022-11-24T01:56:45Z,1860000,False,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,,188.0,2.0,1.0,1.0,,,,,,,,,,,,,,
190,PT10M45.00S,2022-11-24T01:41:15.7Z,2,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,19,31,2022-11-24T01:57:12Z,1870000,False,,,0,,D. McDermott bad pass out-of-bounds TURNOVER (1 TO),[203926],1610612759.0,SAS,bad pass,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,,,,,,,,,
191,PT10M34.00S,2022-11-24T01:41:33.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,74.19513797634691,12.254901960784313,1610612740,19,34,2022-11-24T01:57:37Z,1880000,False,-189.0,190.0,1,right,D. Graham 26' 3PT  (8 PTS) (Z. Williamson 1 AST),"[1628984, 1629627]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,,8.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,
193,PT10M17.00S,2022-11-24T01:41:51.3Z,2,REGULAR,turnover,traveling,[],1629641,,,1610612759,19,34,2022-11-24T01:41:59Z,1900000,False,,,0,,R. Langford traveling TURNOVER (2 TO),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,1627541.0,,,,,,,,
194,PT10M07.00S,2022-11-24T01:42:12.1Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612740,19,34,2022-11-24T01:42:21Z,1910000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Williamson 2 FT),"[1631110, 1629627]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627541.0,2.0,0.0,Williamson,1629627.0,,,,
196,PT10M07.00S,2022-11-24T01:42:37.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629627,,,1610612740,19,34,2022-11-24T01:42:37Z,1930000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT10M07.00S,2022-11-24T01:42:37.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,19,34,2022-11-24T01:42:37Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT10M07.00S,2022-11-24T01:42:51.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629627,,,1610612740,19,35,2022-11-24T01:42:51Z,1950000,False,,,0,,Z. Williamson Free Throw 2 of 2 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
199,PT09M58.00S,2022-11-24T01:43:01.6Z,2,REGULAR,3pt,Jump Shot,[],203926,33.590670170827856,50.0,1610612759,19,35,2022-11-24T01:43:11Z,1960000,False,0.0,263.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
200,PT09M55.00S,2022-11-24T01:43:04.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,35,2022-11-24T01:43:11Z,1970000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,199.0,4.0,3.0,1.0,,,,,,,,,,,,,,
201,PT09M48.00S,2022-11-24T01:43:13.9Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,19,35,2022-11-24T01:43:30Z,1980000,False,,,0,,J. Valanciunas offensive FOUL (2 PF),"[202685, 1629641]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627541.0,2.0,0.0,Langford,1629641.0,,,,
203,PT09M48.00S,2022-11-24T01:43:13.9Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,19,35,2022-11-24T01:43:13Z,2000000,False,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,1627541.0,,,,,,,,
204,PT09M36.00S,2022-11-24T01:43:46.4Z,2,REGULAR,turnover,lost ball,[],1627751,,,1610612759,19,35,2022-11-24T01:43:52Z,2010000,False,,,0,,J. Poeltl lost ball TURNOVER (1 TO),"[1627751, 1629627]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,,,,,,Williamson,1629627.0
205,PT09M36.00S,2022-11-24T01:43:46.4Z,2,REGULAR,steal,,[],1629627,,,1610612740,19,35,2022-11-24T01:43:48Z,2020000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M31.00S,2022-11-24T01:43:52.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,94.03745072273325,49.754901960784316,1610612740,19,37,2022-11-24T01:44:02Z,2030000,False,-1.0,4.0,1,right,Z. Williamson driving finger roll Layup (13 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,13.0,,,,,,,,,,,,,
207,PT09M31.00S,2022-11-24T01:43:58.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,19,37,2022-11-24T01:43:58Z,2040000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M31.00S,2022-11-24T01:46:33.7Z,2,REGULAR,substitution,out,[],203926,,,1610612759,19,37,2022-11-24T01:46:52Z,2050000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M31.00S,2022-11-24T01:46:33.7Z,2,REGULAR,substitution,out,[],1629641,,,1610612759,19,37,2022-11-24T01:46:52Z,2060000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M31.00S,2022-11-24T01:46:33.7Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,19,37,2022-11-24T01:46:52Z,2070000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M31.00S,2022-11-24T01:46:33.7Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,19,37,2022-11-24T01:46:52Z,2080000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M07.00S,2022-11-24T01:47:17.1Z,2,REGULAR,3pt,Jump Shot,[],1630200,31.61957950065703,39.46078431372549,1610612759,19,37,2022-11-24T01:47:23Z,2090000,False,53.0,245.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
213,PT09M06.00S,2022-11-24T01:47:18.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,19,37,2022-11-24T01:47:23Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,212.0,,,,,,,,,,,,,,,,,
214,PT09M06.00S,2022-11-24T01:47:20.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,19,37,2022-11-24T01:47:28Z,2110000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,,,,
215,PT08M54.00S,2022-11-24T01:47:39.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630230,92.46057818659659,49.26470588235294,1610612740,19,37,2022-11-24T01:47:44Z,2120000,False,-4.0,18.0,1,right,MISS N. Marshall DUNK,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
216,PT08M54.00S,2022-11-24T01:47:39.5Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,19,37,2022-11-24T01:47:44Z,2130000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT08M54.00S,2022-11-24T01:47:44.2Z,2,REGULAR,foul,personal,[],1630230,,,1610612759,19,37,2022-11-24T01:47:53Z,2140000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1631110]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2882.0,1.0,0.0,Sochan,1631110.0,,,,
219,PT08M42.00S,2022-11-24T01:48:14.7Z,2,REGULAR,3pt,Jump Shot,[],1629640,25.57490144546649,82.84313725490196,1610612759,19,37,2022-11-24T01:48:20Z,2160000,False,-164.0,188.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
220,PT08M40.00S,2022-11-24T01:48:17.4Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,19,37,2022-11-24T01:48:17Z,2170000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT08M38.00S,2022-11-24T01:48:19.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,6.783837056504599,49.26470588235294,1610612759,21,37,2022-11-24T01:48:27Z,2180000,False,4.0,11.0,1,left,J. Sochan putback Layup (2 PTS),[1631110],1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,2.0,,,,,,,,,,,,,
222,PT08M22.00S,2022-11-24T01:48:39.7Z,2,REGULAR,foul,technical,['1freethrow'],1631110,,,1610612740,21,37,2022-11-24T01:48:48Z,2190000,False,,,0,,J. Sochan defensive-3-second technical FOUL (1 Tech),[1631110],1610612759.0,SAS,defensive-3-second,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,1627526.0,2.0,1.0,,,,,,
223,PT08M22.00S,2022-11-24T01:48:57.0Z,2,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,21,38,2022-11-24T01:48:57Z,2200000,False,,,0,,D. Graham technical Free Throw 1 of 1 (9 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
224,PT08M22.00S,2022-11-24T01:48:59.8Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,21,38,2022-11-24T01:49:07Z,2210000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M22.00S,2022-11-24T01:48:59.8Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,21,38,2022-11-24T01:49:07Z,2220000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M22.00S,2022-11-24T01:48:59.8Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,21,38,2022-11-24T01:49:07Z,2230000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M22.00S,2022-11-24T01:48:59.8Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,21,38,2022-11-24T01:49:07Z,2240000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M14.00S,2022-11-24T01:49:26.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,92.46057818659659,51.470588235294116,1610612740,21,40,2022-11-24T01:49:32Z,2250000,False,7.0,18.0,1,right,J. Valanciunas DUNK (12 PTS) (B. Ingram 4 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,12.0,B. Ingram,1627742.0,4.0,,,,,,,,,,
230,PT08M10.00S,2022-11-24T01:49:32.5Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,21,40,2022-11-24T02:01:34Z,2270000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,1627541.0,,,,,,,,
231,PT07M45.00S,2022-11-24T01:49:59.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,92.72339027595268,49.50980392156863,1610612740,21,40,2022-11-24T01:50:05Z,2280000,False,-2.0,16.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
232,PT07M43.00S,2022-11-24T01:50:01.7Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,21,40,2022-11-24T01:50:05Z,2290000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,231.0,7.0,5.0,2.0,,,,,,,,,,,,,,
233,PT07M41.00S,2022-11-24T01:50:08.3Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612759,21,40,2022-11-24T01:50:16Z,2300000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Jones 2 FT),"[1627742, 1630200]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627526.0,1.0,0.0,Jones,1630200.0,,,,
235,PT07M41.00S,2022-11-24T01:50:36.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612759,22,40,2022-11-24T01:50:36Z,2320000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
237,PT07M41.00S,2022-11-24T01:50:37.7Z,2,REGULAR,substitution,out,[],1630230,,,1610612759,22,40,2022-11-24T01:50:41Z,2330000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M41.00S,2022-11-24T01:50:37.7Z,2,REGULAR,substitution,in,[],1630529,,,1610612759,22,40,2022-11-24T01:50:41Z,2340000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M41.00S,2022-11-24T01:51:01.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612759,23,40,2022-11-24T01:51:01Z,2350000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
241,PT07M37.00S,2022-11-24T01:51:10.6Z,2,REGULAR,substitution,out,[],1629640,,,1610612740,23,40,2022-11-24T01:51:15Z,2370000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M37.00S,2022-11-24T01:51:10.6Z,2,REGULAR,substitution,in,[],1628966,,,1610612740,23,40,2022-11-24T01:51:15Z,2380000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M21.00S,2022-11-24T01:51:41.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,88.78120893561103,52.450980392156865,1610612740,23,42,2022-11-24T01:52:12Z,2390000,False,12.0,53.0,1,right,J. Alvarado driving floating Jump Shot (2 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,2.0,,,,,,,,,,,,,
244,PT07M16.00S,2022-11-24T01:51:49.2Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612759,23,42,2022-11-24T01:51:57Z,2400000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Bates-Diop 2 FT),"[1630529, 1628966]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,2.0,0.0,Bates-Diop,1628966.0,,,,
246,PT07M16.00S,2022-11-24T01:52:15.7Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,24,42,2022-11-24T01:52:15Z,2420000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (3 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
247,PT07M16.00S,2022-11-24T01:52:28.6Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,25,42,2022-11-24T01:52:28Z,2430000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (4 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
248,PT07M01.00S,2022-11-24T01:52:44.2Z,2,REGULAR,turnover,bad pass,[],1630631,,,1610612740,25,42,2022-11-24T01:52:49Z,2440000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1630170]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,Vassell,1630170.0
249,PT07M01.00S,2022-11-24T01:52:44.2Z,2,REGULAR,steal,,[],1630170,,,1610612759,25,42,2022-11-24T01:52:46Z,2450000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
250,PT06M44.00S,2022-11-24T01:53:01.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,15.982260183968464,36.76470588235294,1610612759,27,42,2022-11-24T01:53:10Z,2460000,False,66.0,98.0,1,left,J. Poeltl 11' floating Jump Shot (2 PTS) (J. Sochan 1 AST),"[1627751, 1631110]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,11.8,Made,,,,,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
252,PT06M31.00S,2022-11-24T01:53:13.9Z,2,REGULAR,3pt,Jump Shot,[],202685,69.07030223390277,35.53921568627451,1610612740,27,45,2022-11-24T01:53:19Z,2480000,False,-72.0,238.0,1,right,J. Valanciunas 24' 3PT  (15 PTS) (J. Alvarado 4 AST),"[202685, 1630631]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,24.89,Made,,,,,15.0,J. Alvarado,1630631.0,4.0,,,,,,,,,,
254,PT06M17.00S,2022-11-24T01:53:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,6.1268068331143235,64.70588235294117,1610612759,27,45,2022-11-24T01:53:38Z,2500000,False,-74.0,5.0,1,left,MISS K. Bates-Diop 7' turnaround Shot,[1628966],1610612759.0,SAS,turnaround,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
