actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
603,PT08M08.00S,2022-11-03T01:58:17.6Z,4,REGULAR,substitution,in,[],1627823,,,1610612761,79,116,2022-11-03T01:58:38Z,5860000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT08M08.00S,2022-11-03T01:58:43.6Z,4,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,79,117,2022-11-03T01:58:43Z,5870000,,,0,,P. Achiuwa Free Throw 1 of 1 (5 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
605,PT07M42.00S,2022-11-03T01:59:09.2Z,4,REGULAR,turnover,bad pass,[],1631103,,,1610612759,79,117,2022-11-03T01:59:16Z,5880000,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 201152]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Left Center,1.0,Young,201152.0,,,,,,,,,,,,,,,,,
606,PT07M42.00S,2022-11-03T01:59:09.2Z,4,REGULAR,steal,,[],201152,,,1610612761,79,117,2022-11-03T01:59:11Z,5890000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
607,PT07M39.00S,2022-11-03T01:59:12.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630201,92.9862023653088,52.69607843137255,1610612761,79,119,2022-11-03T01:59:27Z,5900000,13.0,13.0,1,right,M. Flynn driving Layup (2 PTS) (T. Young 1 AST),"[1630201, 201152]",1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,1.9,Made,2.0,,,,,T. Young,201152.0,1.0,,,,,,,
609,PT07M23.00S,2022-11-03T01:59:27.5Z,4,REGULAR,3pt,Jump Shot,[],1631103,29.38567674113009,76.47058823529412,1610612759,79,119,2022-11-03T01:59:31Z,5920000,-132.0,224.0,1,left,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,25.99,Missed,,,,,,,,,,,,,,,
610,PT07M21.00S,2022-11-03T01:59:29.5Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,79,119,2022-11-03T01:59:31Z,5930000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,609.0,4.0,4.0,0.0,,,,,,,,,,
611,PT07M18.00S,2022-11-03T01:59:35.7Z,4,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612761,79,119,2022-11-03T01:59:41Z,5940000,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (1 TO),[1630173],1610612761.0,TOR,lost ball,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,202037.0,,,,,,
612,PT07M04.00S,2022-11-03T01:59:57.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629646,8.229303547963205,32.1078431372549,1610612759,81,119,2022-11-03T02:00:32Z,5950000,89.0,25.0,1,left,C. Bassey 9' Jump Shot (2 PTS) (D. Barlow 2 AST),"[1629646, 1631230]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,8-16 Right,,,,9.29,Made,2.0,,,,,D. Barlow,1631230.0,2.0,,,,,,,
615,PT06M42.00S,2022-11-03T02:00:37.4Z,4,REGULAR,3pt,Jump Shot,[],1630625,82.47371879106439,95.83333333333334,1610612761,81,122,2022-11-03T02:00:42Z,5980000,229.0,112.0,1,right,D. Banton 25' 3PT  (13 PTS) (T. Young 2 AST),"[1630625, 201152]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,25.52,Made,13.0,,,,,T. Young,201152.0,2.0,,,,,,,
617,PT06M23.00S,2022-11-03T02:00:55.9Z,4,REGULAR,3pt,Jump Shot,[],1631230,7.046649145860711,96.81372549019608,1610612759,81,122,2022-11-03T02:01:00Z,6000000,-234.0,14.0,1,left,MISS D. Barlow 3PT,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,23.45,Missed,,,,,,,,,,,,,,,
618,PT06M19.00S,2022-11-03T02:00:59.9Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,81,122,2022-11-03T02:01:00Z,6010000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,,,,,,,617.0,1.0,1.0,0.0,,,,,,,,,,
619,PT06M09.00S,2022-11-03T02:01:09.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,91.80354796320631,46.568627450980394,1610612761,81,122,2022-11-03T02:01:17Z,6020000,-17.0,25.0,1,right,MISS M. Flynn driving finger roll Layup - blocked,"[1630201, 1629646]",1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,2.99,Missed,,,,,,,,,,,,,,Bassey,1629646.0
620,PT06M09.00S,2022-11-03T02:01:09.9Z,4,REGULAR,block,,[],1629646,,,1610612761,81,122,2022-11-03T02:01:12Z,6030000,,,0,,C. Bassey BLOCK (2 BLK),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
621,PT06M05.00S,2022-11-03T02:01:13.9Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,81,122,2022-11-03T02:01:17Z,6040000,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,619.0,1.0,0.0,1.0,,,,,,,,,,
622,PT06M03.00S,2022-11-03T02:01:15.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201152,83.5742444152431,45.025275735294116,1610612761,81,122,2022-11-03T02:01:43Z,6050000,-25.0,102.0,1,right,MISS T. Young 10' step back Shot,[201152],1610612761.0,TOR,step back,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,10.49,Missed,,,,,,,,,,,,,,,
623,PT06M03.00S,2022-11-03T02:01:15.7Z,4,REGULAR,rebound,defensive,[],1631160,,,1610612759,81,122,2022-11-03T02:01:43Z,6060000,,,0,,J. Hall REBOUND (Off:0 Def:1),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,622.0,1.0,1.0,0.0,,,,,,,,,,
624,PT05M58.00S,2022-11-03T02:01:21.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203476,33.98488830486202,50.98039215686274,1610612759,81,122,2022-11-03T02:01:54Z,6070000,-5.0,267.0,1,left,MISS G. Dieng 26' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Center,,,,26.7,Missed,,,,,,,,,,,,,,,
625,PT05M55.00S,2022-11-03T02:01:24.0Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,81,122,2022-11-03T02:01:54Z,6080000,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,624.0,5.0,5.0,0.0,,,,,,,,,,
626,PT05M46.00S,2022-11-03T02:01:34.4Z,4,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612761,81,122,2022-11-03T02:01:42Z,6090000,,,0,,D. Barlow shooting personal FOUL (2 PF) (Young 2 FT),"[1631230, 201152]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Young,201152.0,,
628,PT05M46.00S,2022-11-03T02:02:08.3Z,4,REGULAR,freethrow,1 of 2,[],201152,,,1610612761,81,122,2022-11-03T02:02:08Z,6110000,,,0,,MISS T. Young Free Throw 1 of 2,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
629,PT05M46.00S,2022-11-03T02:02:08.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,81,122,2022-11-03T02:02:08Z,6120000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,
630,PT05M46.00S,2022-11-03T02:02:09.3Z,4,REGULAR,substitution,out,[],1630625,,,1610612761,81,122,2022-11-03T02:02:15Z,6130000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M46.00S,2022-11-03T02:02:09.3Z,4,REGULAR,substitution,in,[],203490,,,1610612761,81,122,2022-11-03T02:02:15Z,6140000,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M46.00S,2022-11-03T02:02:31.5Z,4,REGULAR,freethrow,2 of 2,[],201152,,,1610612761,81,123,2022-11-03T02:02:31Z,6150000,,,0,,T. Young Free Throw 2 of 2 (1 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
633,PT05M25.00S,2022-11-03T02:02:55.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,15.325229960578188,56.86274509803921,1610612759,81,123,2022-11-03T02:23:14Z,6160000,-34.0,92.0,1,left,MISS M. Branham 9' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,9.78,Missed,,,,,,,,,,,,,,,
634,PT05M23.00S,2022-11-03T02:02:57.2Z,4,REGULAR,rebound,defensive,[],201152,,,1610612761,81,123,2022-11-03T02:03:09Z,6170000,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,633.0,2.0,1.0,1.0,,,,,,,,,,
635,PT05M15.00S,2022-11-03T02:03:05.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201152,88.12417871222075,44.85294117647059,1610612761,81,125,2022-11-03T02:03:19Z,6180000,-26.0,59.0,1,right,T. Young 6' Hook (3 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,6.44,Made,3.0,,,,,,,,,,,,,,
636,PT04M58.00S,2022-11-03T02:03:22.0Z,4,REGULAR,3pt,Jump Shot,[],1631160,6.1268068331143235,97.05882352941177,1610612759,81,125,2022-11-03T02:03:31Z,6190000,-235.0,5.0,1,left,MISS J. Hall 3PT,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Left Corner 3,24+ Left,,,,23.54,Missed,,,,,,,,,,,,,,,
637,PT04M55.00S,2022-11-03T02:03:25.0Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612759,81,125,2022-11-03T02:03:31Z,6200000,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Left Corner 3,24+ Left,,,,,,,636.0,2.0,1.0,1.0,,,,,,,,,,
638,PT04M53.00S,2022-11-03T02:03:27.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629646,32.802233902759525,48.28431372549019,1610612759,84,125,2022-11-03T02:03:38Z,6210000,9.0,256.0,1,left,C. Bassey 25' 3PT pullup (5 PTS),[1629646],1610612759.0,SAS,pullup,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Center,,,,25.59,Made,5.0,,,,,,,,,,,,,,
639,PT04M38.00S,2022-11-03T02:03:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,89.04402102496715,60.049019607843135,1610612761,84,127,2022-11-03T02:03:50Z,6220000,50.0,50.0,1,right,P. Achiuwa 7' driving finger roll Layup (7 PTS),[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,7.12,Made,7.0,,,,,,,,,,,,,,
640,PT04M38.00S,2022-11-03T02:03:48.1Z,4,REGULAR,foul,personal,['1freethrow'],203476,,,1610612761,84,127,2022-11-03T02:03:56Z,6230000,,,0,,G. Dieng shooting personal FOUL (2 PF) (Achiuwa 1 FT),"[203476, 1630173]",1610612759.0,SAS,shooting,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,2.0,0.0,Achiuwa,1630173.0,,
642,PT04M38.00S,2022-11-03T02:04:09.6Z,4,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,84,128,2022-11-03T02:04:09Z,6250000,,,0,,P. Achiuwa Free Throw 1 of 1 (8 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
643,PT04M25.00S,2022-11-03T02:04:26.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631160,6.521024967148489,65.68627450980392,1610612759,84,128,2022-11-03T02:04:34Z,6260000,-78.0,9.0,1,left,MISS J. Hall 7' driving floating Shot,[1631160],1610612759.0,SAS,driving floating,,,Hall,J. Hall,,,,,In The Paint (Non-RA),0-8 Center,,,,7.89,Missed,,,,,,,,,,,,,,,
644,PT04M22.00S,2022-11-03T02:04:29.2Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612761,84,128,2022-11-03T02:04:34Z,6270000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,643.0,1.0,1.0,0.0,,,,,,,,,,
645,PT04M14.00S,2022-11-03T02:04:36.8Z,4,REGULAR,3pt,Jump Shot,[],1630173,91.01511169513797,96.32352941176471,1610612761,84,128,2022-11-03T02:04:41Z,6280000,232.0,32.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,23.38,Missed,,,,,,,,,,,,,,,
646,PT04M12.00S,2022-11-03T02:04:38.8Z,4,REGULAR,rebound,defensive,[],203476,,,1610612759,84,128,2022-11-03T02:04:41Z,6290000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Right Corner 3,24+ Right,,,,,,,645.0,1.0,1.0,0.0,,,,,,,,,,
647,PT04M06.00S,2022-11-03T02:04:45.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629646,6.389618922470433,53.92156862745098,1610612759,84,128,2022-11-03T02:30:57Z,6300000,-20.0,8.0,1,left,MISS C. Bassey running Layup - blocked,"[1629646, 1630173]",1610612759.0,SAS,running,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,Achiuwa,1630173.0
648,PT04M06.00S,2022-11-03T02:04:45.1Z,4,REGULAR,block,,[],1630173,,,1610612759,84,128,2022-11-03T02:04:47Z,6310000,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
649,PT04M06.00S,2022-11-03T02:04:45.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,84,128,2022-11-03T02:04:54Z,6320000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,647.0,,,,,,,,,,,,,
651,PT04M01.00S,2022-11-03T02:05:07.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631160,5.206964520367937,97.05882352941177,1610612759,87,128,2022-11-03T02:05:13Z,6340000,-235.0,-4.0,1,left,J. Hall 3PT  (3 PTS) (D. Barlow 3 AST),"[1631160, 1631230]",1610612759.0,SAS,,,,Hall,J. Hall,,,,,Left Corner 3,24+ Left,,,,23.53,Made,3.0,,,,,D. Barlow,1631230.0,3.0,,,,,,,
653,PT03M51.00S,2022-11-03T02:05:17.0Z,4,REGULAR,3pt,Jump Shot,[],1630201,74.72076215505913,87.99019607843137,1610612761,87,131,2022-11-03T02:05:21Z,6360000,190.0,185.0,1,right,M. Flynn 26' 3PT  (5 PTS) (J. Hernangomez 1 AST),"[1630201, 1627823]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,,26.53,Made,5.0,,,,,J. Hernangomez,1627823.0,1.0,,,,,,,
655,PT03M34.00S,2022-11-03T02:05:34.0Z,4,REGULAR,turnover,lost ball,[],203476,,,1610612759,87,131,2022-11-03T02:05:38Z,6380000,,,0,,G. Dieng lost ball TURNOVER (4 TO),"[203476, 201152]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),0-8 Center,4.0,Young,201152.0,,,,,,,,,,,,,,,,,
656,PT03M34.00S,2022-11-03T02:05:34.0Z,4,REGULAR,steal,,[],201152,,,1610612761,87,131,2022-11-03T02:05:35Z,6390000,,,0,,T. Young STEAL (2 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
657,PT03M28.00S,2022-11-03T02:05:39.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203490,86.41590013140605,1.2254901960784315,1610612761,87,134,2022-11-03T02:36:29Z,6400000,-244.0,75.0,1,right,O. Porter Jr. 25' 3PT running (5 PTS) (M. Flynn 2 AST),"[203490, 1630201]",1610612761.0,TOR,running,,,Porter Jr.,O. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,25.52,Made,5.0,,,,,M. Flynn,1630201.0,2.0,,,,,,,
659,PT03M13.00S,2022-11-03T02:05:54.7Z,4,REGULAR,3pt,Jump Shot,[],1631160,6.652431011826544,97.05882352941177,1610612759,87,134,2022-11-03T02:05:59Z,6420000,-235.0,10.0,1,left,MISS J. Hall 3PT,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Left Corner 3,24+ Left,,,,23.55,Missed,,,,,,,,,,,,,,,
660,PT03M10.00S,2022-11-03T02:05:57.7Z,4,REGULAR,rebound,defensive,[],203490,,,1610612761,87,134,2022-11-03T02:05:59Z,6430000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,659.0,3.0,3.0,0.0,,,,,,,,,,
661,PT03M06.00S,2022-11-03T02:06:02.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201152,92.37844940867281,44.653799019607845,1610612761,87,134,2022-11-03T02:40:03Z,6440000,-27.0,19.0,1,right,MISS T. Young running finger roll Layup - blocked,"[201152, 203476]",1610612761.0,TOR,running finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,3.28,Missed,,,,,,,,,,,,,,Dieng,203476.0
662,PT03M06.00S,2022-11-03T02:06:02.2Z,4,REGULAR,block,,[],203476,,,1610612761,87,134,2022-11-03T02:06:05Z,6450000,,,0,,G. Dieng BLOCK (2 BLK),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT03M02.00S,2022-11-03T02:06:06.2Z,4,REGULAR,rebound,defensive,[],1629646,,,1610612759,87,134,2022-11-03T02:06:11Z,6460000,,,0,,C. Bassey REBOUND (Off:1 Def:2),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,661.0,3.0,2.0,1.0,,,,,,,,,,
664,PT03M00.00S,2022-11-03T02:06:10.3Z,4,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612759,87,134,2022-11-03T02:06:31Z,6470000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Branham 2 FT),"[1630201, 1631103]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Branham,1631103.0,,
666,PT03M00.00S,2022-11-03T02:06:32.1Z,4,REGULAR,freethrow,1 of 2,[],1631103,,,1610612759,88,134,2022-11-03T02:06:32Z,6490000,,,0,,M. Branham Free Throw 1 of 2 (10 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
667,PT03M00.00S,2022-11-03T02:06:33.2Z,4,REGULAR,substitution,out,[],203490,,,1610612759,88,134,2022-11-03T02:06:38Z,6500000,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT03M00.00S,2022-11-03T02:06:33.2Z,4,REGULAR,substitution,in,[],1630288,,,1610612759,88,134,2022-11-03T02:06:38Z,6510000,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M00.00S,2022-11-03T02:06:45.3Z,4,REGULAR,freethrow,2 of 2,[],1631103,,,1610612759,89,134,2022-11-03T02:06:45Z,6520000,,,0,,M. Branham Free Throw 2 of 2 (11 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
670,PT02M50.00S,2022-11-03T02:06:59.8Z,4,REGULAR,3pt,Jump Shot,[],1630201,70.25295663600527,19.362745098039216,1610612761,89,137,2022-11-03T02:07:05Z,6530000,-153.0,227.0,1,right,M. Flynn 27' 3PT pullup (8 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,,27.39,Made,8.0,,,,,,,,,,,,,,
671,PT02M29.00S,2022-11-03T02:07:21.1Z,4,REGULAR,3pt,Jump Shot,[],1629646,6.1268068331143235,96.81372549019608,1610612759,89,137,2022-11-03T02:07:26Z,6540000,-234.0,5.0,1,left,MISS C. Bassey 3PT,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
672,PT02M26.00S,2022-11-03T02:07:24.1Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,89,137,2022-11-03T02:07:26Z,6550000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,,,,,,,671.0,2.0,2.0,0.0,,,,,,,,,,
673,PT02M22.00S,2022-11-03T02:07:28.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630288,85.62746386333771,64.70588235294117,1610612761,89,137,2022-11-03T02:07:35Z,6560000,74.0,83.0,1,right,MISS J. Dowtin Jr. 11' floating Shot,[1630288],1610612761.0,TOR,floating,,,Dowtin Jr.,J. Dowtin Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,11.06,Missed,,,,,,,,,,,,,,,
674,PT02M19.00S,2022-11-03T02:07:31.1Z,4,REGULAR,rebound,defensive,[],203476,,,1610612759,89,137,2022-11-03T02:07:35Z,6570000,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,673.0,2.0,2.0,0.0,,,,,,,,,,
675,PT02M10.00S,2022-11-03T02:07:40.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,6.521024967148489,46.81372549019608,1610612759,91,137,2022-11-03T02:07:45Z,6580000,16.0,9.0,1,left,C. Bassey alley-oop Layup (7 PTS) (M. Branham 2 AST),"[1629646, 1631103]",1610612759.0,SAS,alley-oop,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,1.82,Made,7.0,,,,,M. Branham,1631103.0,2.0,,,,,,,
677,PT01M56.00S,2022-11-03T02:07:55.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,88.51839684625493,59.31372549019608,1610612761,91,139,2022-11-03T02:08:02Z,6600000,47.0,55.0,1,right,P. Achiuwa 7' turnaround bank Jump Shot (10 PTS),[1630173],1610612761.0,TOR,turnaround bank,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,7.24,Made,10.0,,,,,,,,,,,,,,
678,PT01M48.00S,2022-11-03T02:08:06.8Z,4,REGULAR,3pt,Jump Shot,[],203476,33.065045992115635,46.07843137254902,1610612759,94,139,2022-11-03T02:08:11Z,6610000,20.0,258.0,1,left,G. Dieng 25' 3PT  (9 PTS) (M. Branham 3 AST),"[203476, 1631103]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Center,,,,25.9,Made,9.0,,,,,M. Branham,1631103.0,3.0,,,,,,,
680,PT01M36.00S,2022-11-03T02:08:22.1Z,4,REGULAR,3pt,Jump Shot,[],1630173,69.99014454664915,74.50980392156863,1610612761,94,139,2022-11-03T02:08:27Z,6630000,123.0,230.0,1,right,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,26.02,Missed,,,,,,,,,,,,,,,
681,PT01M33.00S,2022-11-03T02:08:25.1Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,94,139,2022-11-03T02:08:27Z,6640000,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,680.0,1.0,1.0,0.0,,,,,,,,,,
682,PT01M24.00S,2022-11-03T02:08:34.1Z,4,REGULAR,3pt,Jump Shot,[],203476,30.699737187910642,73.0392156862745,1610612759,94,139,2022-11-03T02:08:40Z,6650000,-115.0,236.0,1,left,MISS G. Dieng 26' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,,,,26.27,Missed,,,,,,,,,,,,,,,
683,PT01M22.00S,2022-11-03T02:08:36.1Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,94,139,2022-11-03T02:08:40Z,6660000,,,0,,P. Achiuwa REBOUND (Off:0 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,682.0,6.0,6.0,0.0,,,,,,,,,,
