actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,in,['startperiod'],1629676,,,1610612747,21,33,2022-11-26T01:38:35Z,1680000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,in,['startperiod'],203471,,,1610612747,21,33,2022-11-26T01:38:35Z,1690000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,21,33,2022-11-26T01:38:35Z,1700000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-11-26T01:38:34.0Z,2,REGULAR,period,start,[],0,,,1610612759,21,33,2022-11-26T01:38:36Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M40.00S,2022-11-26T01:38:53.6Z,2,REGULAR,3pt,Jump Shot,[],1630200,29.38567674113009,78.43137254901961,1610612759,21,33,2022-11-26T01:38:59Z,1720000,False,-142.0,224.0,1,left,MISS T. Jones 26' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
173,PT11M36.00S,2022-11-26T01:38:57.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,21,33,2022-11-26T01:38:59Z,1730000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT11M30.00S,2022-11-26T01:39:02.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,67.23061760840999,55.392156862745104,1610612747,21,33,2022-11-26T01:43:56Z,1740000,False,27.0,256.0,1,right,MISS L. James 25' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,25.69,Missed,,,,,,,,,,,,,,,,,,
175,PT11M27.00S,2022-11-26T01:39:05.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,21,33,2022-11-26T01:39:05Z,1750000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,
176,PT11M22.00S,2022-11-26T01:39:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,5.338370565045992,44.85294117647059,1610612759,23,33,2022-11-26T01:39:20Z,1760000,False,26.0,-2.0,1,left,Z. Collins cutting Layup (2 PTS) (T. Jones 2 AST),"[1628380, 1630200]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,,,,,T. Jones,1630200.0,2.0,,,,,,,,,,
178,PT11M02.00S,2022-11-26T01:39:30.5Z,2,REGULAR,3pt,Jump Shot,[],2544,69.99014454664915,25.735294117647058,1610612747,23,36,2022-11-26T01:39:36Z,1780000,False,-121.0,230.0,1,right,L. James 25' 3PT  (5 PTS) (D. Schroder 3 AST),"[2544, 203471]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.97,Made,5.0,,,,,D. Schroder,203471.0,3.0,,,,,,,,,,
180,PT10M52.00S,2022-11-26T01:39:41.4Z,2,REGULAR,3pt,Jump Shot,[],1631103,28.203022339027594,18.872549019607842,1610612759,26,36,2022-11-26T01:39:44Z,1800000,False,156.0,213.0,1,left,M. Branham 26' 3PT  (3 PTS) (T. Jones 3 AST),"[1631103, 1630200]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,26.35,Made,3.0,,,,,T. Jones,1630200.0,3.0,,,,,,,,,,
183,PT10M27.00S,2022-11-26T01:40:24.4Z,2,REGULAR,3pt,Jump Shot,[],2544,94.82588699080158,95.09803921568627,1610612747,26,36,2022-11-26T01:40:52Z,1830000,False,225.0,-4.0,1,right,MISS L. James step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
184,PT10M23.00S,2022-11-26T01:40:28.4Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,26,36,2022-11-26T01:40:52Z,1840000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT10M11.00S,2022-11-26T01:40:39.3Z,2,REGULAR,2pt,Jump Shot,[],1628380,18.74178712220762,25.98039215686275,1610612759,26,36,2022-11-26T01:40:43Z,1850000,False,120.0,124.0,1,left,MISS Z. Collins 17' pullup Shot,[1628380],1610612759.0,SAS,pullup,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,17.24,Missed,,,,,,,,,,,,,,,,,,
186,PT10M09.00S,2022-11-26T01:40:41.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,26,36,2022-11-26T01:40:43Z,1860000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT09M59.00S,2022-11-26T01:40:51.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,92.9862023653088,46.568627450980394,1610612747,26,38,2022-11-26T01:46:25Z,1870000,False,-17.0,13.0,1,right,K. Nunn driving Layup (7 PTS) (W. Gabriel 2 AST),"[1629134, 1629117]",1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,2.18,Made,7.0,,,,,W. Gabriel,1629117.0,2.0,,,,,,,,,,
189,PT09M40.00S,2022-11-26T01:41:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,15.062417871222076,39.21568627450981,1610612759,28,38,2022-11-26T01:46:42Z,1890000,False,54.0,89.0,1,left,D. Vassell 10' turnaround fadeaway Jump Shot (7 PTS),[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,10.41,Made,7.0,,,,,,,,,,,,,,,,,
190,PT09M18.00S,2022-11-26T01:41:32.7Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,28,38,2022-11-26T01:41:45Z,1900000,False,,,0,,L. James bad pass TURNOVER (4 TO),"[2544, 1630200]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,4.0,,,Jones,1630200.0,,,,
191,PT09M18.00S,2022-11-26T01:41:32.7Z,2,REGULAR,steal,,[],1630200,,,1610612759,28,38,2022-11-26T01:41:35Z,1910000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
192,PT09M14.00S,2022-11-26T01:41:40.3Z,2,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,28,38,2022-11-26T01:41:51Z,1920000,False,,,0,,D. Vassell lost ball out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,lost ball,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,204059.0,1.0,,,,,,,,
193,PT09M14.00S,2022-11-26T01:41:45.3Z,2,REGULAR,substitution,out,[],1628380,,,1610612747,28,38,2022-11-26T01:42:02Z,1930000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2022-11-26T01:41:45.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612747,28,38,2022-11-26T01:42:02Z,1940000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M14.00S,2022-11-26T01:41:45.3Z,2,REGULAR,substitution,in,[],1631110,,,1610612747,28,38,2022-11-26T01:42:02Z,1950000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M14.00S,2022-11-26T01:41:45.3Z,2,REGULAR,substitution,in,[],1627751,,,1610612747,28,38,2022-11-26T01:42:02Z,1960000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M58.00S,2022-11-26T01:42:17.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,77.21747700394218,78.67647058823529,1610612747,28,38,2022-11-26T01:42:35Z,1970000,False,143.0,162.0,1,right,MISS L. James 21' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Mid-Range,16-24 Right Center,21.61,Missed,,,,,,,,,,,,,,,,,,
198,PT08M58.00S,2022-11-26T01:42:17.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,28,38,2022-11-26T01:42:35Z,1980000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,197.0,,,,,,,,,,,,,,,,
199,PT08M58.00S,2022-11-26T01:42:21.5Z,2,REGULAR,foul,personal,[],1631110,,,1610612747,28,38,2022-11-26T01:42:48Z,1990000,False,,,0,,J. Sochan loose ball personal FOUL (1 PF),"[1631110, 1629117]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Gabriel,1629117.0
201,PT08M51.00S,2022-11-26T01:42:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203471,93.77463863337714,53.67647058823529,1610612747,28,40,2022-11-26T01:42:55Z,2010000,False,18.0,6.0,1,right,D. Schroder driving finger roll Layup (4 PTS) (L. James 3 AST),"[203471, 2544]",1610612747.0,LAL,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,,,,,L. James,2544.0,3.0,,,,,,,,,,
203,PT08M32.00S,2022-11-26T01:43:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,19.530223390275953,54.90196078431373,1610612759,28,40,2022-11-26T01:43:14Z,2030000,False,-25.0,131.0,1,left,MISS M. Branham 13' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,13.34,Missed,,,,,,,,,,,,,,,,,,
204,PT08M29.00S,2022-11-26T01:43:12.1Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,28,40,2022-11-26T01:43:14Z,2040000,False,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
205,PT08M25.00S,2022-11-26T01:43:16.1Z,2,REGULAR,3pt,Jump Shot,[],1629134,73.53810775295663,16.42156862745098,1610612747,28,40,2022-11-26T01:43:24Z,2050000,False,-168.0,196.0,1,right,MISS K. Nunn 25' pullup 3PT,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
206,PT08M21.00S,2022-11-26T01:43:19.7Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612747,28,40,2022-11-26T01:43:19Z,2060000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,,
207,PT08M12.00S,2022-11-26T01:43:28.0Z,2,REGULAR,turnover,lost ball,[],1629134,,,1610612747,28,40,2022-11-26T01:43:35Z,2070000,False,,,0,,K. Nunn lost ball TURNOVER (1 TO),"[1629134, 1631110]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,,,Sochan,1631110.0,,,,
208,PT08M12.00S,2022-11-26T01:43:28.0Z,2,REGULAR,steal,,[],1631110,,,1610612759,28,40,2022-11-26T01:43:29Z,2080000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
209,PT08M08.00S,2022-11-26T01:43:32.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629676,5.732588699080158,46.07843137254902,1610612759,30,40,2022-11-26T01:49:38Z,2090000,False,20.0,1.0,1,left,I. Roby running finger roll Layup (2 PTS) (J. Sochan 2 AST),"[1629676, 1631110]",1610612759.0,SAS,running finger roll,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,,,,,J. Sochan,1631110.0,2.0,,,,,,,,,,
211,PT07M48.00S,2022-11-26T01:43:54.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629117,94.03745072273325,51.470588235294116,1610612747,30,42,2022-11-26T01:50:27Z,2110000,False,7.0,4.0,1,right,W. Gabriel alley-oop Layup (2 PTS) (K. Nunn 1 AST),"[1629117, 1629134]",1610612747.0,LAL,alley-oop,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,K. Nunn,1629134.0,1.0,,,,,,,,,,
213,PT07M48.00S,2022-11-26T01:43:58.0Z,2,REGULAR,violation,defensive goaltending,[],1630170,,,1610612747,30,42,2022-11-26T01:44:05Z,2130000,False,,,0,,D. Vassell defensive goaltending VIOLATION,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,1627961.0,,,,,,,,,
214,PT07M30.00S,2022-11-26T01:44:35.4Z,2,REGULAR,3pt,Jump Shot,[],1631110,28.597240473061763,75.24509803921569,1610612759,30,42,2022-11-26T01:44:39Z,2140000,False,-126.0,216.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
215,PT07M27.00S,2022-11-26T01:44:37.8Z,2,REGULAR,rebound,defensive,[],203471,,,1610612747,30,42,2022-11-26T01:44:37Z,2150000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,
216,PT07M17.00S,2022-11-26T01:44:48.8Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,30,42,2022-11-26T01:44:56Z,2160000,False,,,0,,L. James bad pass TURNOVER (5 TO),"[2544, 1631110]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,5.0,,,Sochan,1631110.0,,,,
217,PT07M17.00S,2022-11-26T01:44:48.8Z,2,REGULAR,steal,,[],1631110,,,1610612759,30,42,2022-11-26T01:44:50Z,2170000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
218,PT07M10.00S,2022-11-26T01:44:54.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630170,6.258212877792378,53.18627450980392,1610612759,30,42,2022-11-26T01:52:06Z,2180000,False,-16.0,6.0,1,left,MISS D. Vassell running finger roll Layup,[1630170],1610612759.0,SAS,running finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
219,PT07M06.00S,2022-11-26T01:44:58.8Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,30,42,2022-11-26T01:44:58Z,2190000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,218.0,3.0,1.0,2.0,,,,,,,,,,,,,
220,PT07M06.00S,2022-11-26T01:44:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631110,5.590000152587891,50.0,1610612759,32,42,2022-11-26T01:44:58Z,2200000,False,0.0,0.0,1,left,J. Sochan tip Layup (6 PTS),[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
222,PT06M57.00S,2022-11-26T01:45:17.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,32,42,2022-11-26T01:45:17Z,2220000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,out,[],1631103,,,1610612747,32,42,2022-11-26T01:48:17Z,2230000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,out,[],1630170,,,1610612747,32,42,2022-11-26T01:48:17Z,2240000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,out,[],1629117,,,1610612747,32,42,2022-11-26T01:48:17Z,2250000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,in,[],1629640,,,1610612747,32,42,2022-11-26T01:48:17Z,2260000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,in,[],1629641,,,1610612747,32,42,2022-11-26T01:48:17Z,2270000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,in,[],203076,,,1610612747,32,42,2022-11-26T01:48:17Z,2280000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,32,42,2022-11-26T01:48:50Z,2285000,False,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M57.00S,2022-11-26T01:47:45.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,32,42,2022-11-26T01:48:50Z,2287500,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M47.00S,2022-11-26T01:48:17.7Z,2,REGULAR,3pt,Jump Shot,[],1630559,73.53810775295663,15.931372549019606,1610612747,32,42,2022-11-26T01:49:00Z,2290000,False,-170.0,196.0,1,right,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2022-11-26T01:48:26.7Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,42,2022-11-26T02:25:16Z,2300000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,
231,PT06M34.00S,2022-11-26T01:48:31.9Z,2,REGULAR,3pt,Jump Shot,[],1629676,30.699737187910642,27.941176470588236,1610612759,32,42,2022-11-26T01:54:28Z,2310000,False,110.0,236.0,1,left,MISS I. Roby 26' pullup 3PT,[1629676],1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
232,PT06M34.00S,2022-11-26T01:48:31.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,32,42,2022-11-26T01:49:03Z,2320000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,
235,PT06M23.00S,2022-11-26T01:48:50.4Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612747,32,42,2022-11-26T01:49:01Z,2330000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Reaves 2 FT),"[1631110, 1630559]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627534.0,,,,,,2.0,0.0,Reaves,1630559.0
237,PT06M23.00S,2022-11-26T01:49:08.6Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,32,43,2022-11-26T01:49:08Z,2350000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
238,PT06M23.00S,2022-11-26T01:49:22.5Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,32,44,2022-11-26T01:49:22Z,2360000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2022-11-26T01:49:40.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,13.222733245729303,49.26470588235294,1610612759,34,44,2022-11-26T01:49:50Z,2370000,False,4.0,72.0,1,left,J. Poeltl 7' turnaround Hook (6 PTS) (K. Johnson 1 AST),"[1627751, 1629640]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.19,Made,6.0,,,,,K. Johnson,1629640.0,1.0,,,,,,,,,,
241,PT05M50.00S,2022-11-26T01:50:03.4Z,2,REGULAR,turnover,3-second-violation,[],203076,,,1610612747,34,44,2022-11-26T01:50:11Z,2390000,False,,,0,,A. Davis 3-second-violation TURNOVER (2 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,2.0,,,,,,,,
242,PT05M50.00S,2022-11-26T01:50:08.8Z,2,REGULAR,substitution,out,[],2544,,,1610612759,34,44,2022-11-26T01:50:31Z,2400000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M50.00S,2022-11-26T01:50:08.8Z,2,REGULAR,substitution,out,[],203471,,,1610612759,34,44,2022-11-26T01:50:31Z,2410000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M50.00S,2022-11-26T01:50:08.8Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,34,44,2022-11-26T01:50:31Z,2420000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M50.00S,2022-11-26T01:50:08.8Z,2,REGULAR,substitution,in,[],201566,,,1610612759,34,44,2022-11-26T01:50:31Z,2430000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M35.00S,2022-11-26T01:50:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629641,6.176084099868594,44.54656862745098,1610612759,36,44,2022-11-26T01:51:01Z,2450000,False,27.0,6.0,1,left,R. Langford Layup (2 PTS) (J. Poeltl 2 AST),"[1629641, 1627751]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,2.79,Made,2.0,,,,,J. Poeltl,1627751.0,2.0,,,,,,,,,,
249,PT05M26.00S,2022-11-26T01:50:44.5Z,2,REGULAR,3pt,Jump Shot,[],1630559,71.30420499342969,78.92156862745098,1610612747,36,44,2022-11-26T01:50:54Z,2470000,False,145.0,217.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
250,PT05M22.00S,2022-11-26T01:50:48.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,36,44,2022-11-26T01:50:54Z,2480000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,249.0,2.0,1.0,1.0,,,,,,,,,,,,,
251,PT05M11.00S,2022-11-26T01:50:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.5722733245729295,45.83333333333333,1610612759,36,44,2022-11-26T01:56:24Z,2490000,False,21.0,19.0,1,left,MISS I. Roby driving reverse Layup,[1629676],1610612759.0,SAS,driving reverse,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
252,PT05M11.00S,2022-11-26T01:50:59.0Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,36,44,2022-11-26T01:51:21Z,2500000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,
