actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M28.00S,2022-11-26T01:13:27.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,12.040078843626807,40.44117647058824,1610612759,2,5,2022-11-26T01:15:35Z,160000,False,48.0,61.0,1,left,MISS J. Poeltl 7' driving Hook - blocked,"[1627751, 203076]",1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,Davis,203076.0,,,,,,
17,PT10M28.00S,2022-11-26T01:13:27.9Z,1,REGULAR,block,,[],203076,,,1610612759,2,5,2022-11-26T01:13:30Z,170000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2022-11-26T01:13:30.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,5,2022-11-26T01:13:34Z,180000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,
19,PT10M20.00S,2022-11-26T01:13:36.5Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,2,5,2022-11-26T01:13:41Z,190000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1630200]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,Jones,1630200.0,,,,
20,PT10M20.00S,2022-11-26T01:13:36.5Z,1,REGULAR,steal,,[],1630200,,,1610612759,2,5,2022-11-26T01:13:39Z,200000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2022-11-26T01:13:40.1Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,2,5,2022-11-26T01:13:44Z,210000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1629022]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Walker IV,1629022.0,,,,
22,PT10M16.00S,2022-11-26T01:13:40.1Z,1,REGULAR,steal,,[],1629022,,,1610612747,2,5,2022-11-26T01:13:42Z,220000,False,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M11.00S,2022-11-26T01:13:44.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203076,93.51182654402102,49.50980392156863,1610612747,2,7,2022-11-26T01:17:04Z,230000,False,-2.0,8.0,1,right,A. Davis running DUNK (2 PTS) (L. Walker IV 1 AST),"[203076, 1629022]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,L. Walker IV,1629022.0,1.0,,,,,,,,,,
25,PT09M54.00S,2022-11-26T01:14:02.0Z,1,REGULAR,2pt,Jump Shot,[],1631110,6.1268068331143235,73.77450980392157,1610612759,2,7,2022-11-26T01:14:06Z,250000,False,-119.0,5.0,1,left,MISS J. Sochan 11' pullup Shot,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,11.9,Missed,,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2022-11-26T01:14:04.6Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,2,7,2022-11-26T01:14:04Z,260000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Left,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT09M47.00S,2022-11-26T01:14:11.3Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,2,7,2022-11-26T01:14:17Z,270000,False,,,0,,L. James lost ball out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204059.0,2.0,,,,,,,,
28,PT09M29.00S,2022-11-26T01:14:37.3Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,2,7,2022-11-26T01:14:43Z,280000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 2544]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,James,2544.0,,,,
29,PT09M29.00S,2022-11-26T01:14:37.3Z,1,REGULAR,steal,,[],2544,,,1610612747,2,7,2022-11-26T01:14:39Z,290000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
30,PT09M25.00S,2022-11-26T01:14:41.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628972,93.9060446780552,50.98039215686274,1610612747,2,9,2022-11-26T01:19:17Z,300000,False,5.0,5.0,1,right,T. Brown Jr. running DUNK (5 PTS) (D. Schroder 1 AST),"[1628972, 203471]",1610612747.0,LAL,running,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,0.69,Made,5.0,,,,,D. Schroder,203471.0,1.0,,,,,,,,,,
32,PT09M24.00S,2022-11-26T01:14:46.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,2,9,2022-11-26T01:14:46Z,320000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M04.00S,2022-11-26T01:18:08.0Z,1,REGULAR,2pt,Jump Shot,[],1630200,23.47240473061761,49.01960784313725,1610612759,2,9,2022-11-26T01:18:15Z,340000,False,5.0,168.0,1,left,MISS T. Jones 16' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,16.82,Missed,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2022-11-26T01:18:13.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,2,9,2022-11-26T01:18:13Z,350000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,
36,PT08M58.00S,2022-11-26T01:18:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,4,9,2022-11-26T01:18:13Z,360000,False,0.0,0.0,1,left,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2022-11-26T01:18:24.4Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612747,4,9,2022-11-26T01:18:46Z,370000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Schroder 2 FT),"[1630200, 203471]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Schroder,203471.0
39,PT08M50.00S,2022-11-26T01:18:47.5Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612747,4,10,2022-11-26T01:18:47Z,390000,False,,,0,,D. Schroder Free Throw 1 of 2 (1 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT08M50.00S,2022-11-26T01:19:03.4Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612747,4,11,2022-11-26T01:19:03Z,400000,False,,,0,,D. Schroder Free Throw 2 of 2 (2 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M30.00S,2022-11-26T01:19:23.7Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,4,11,2022-11-26T01:19:27Z,410000,False,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1630200, 203076]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,,,Davis,203076.0,,,,
42,PT08M30.00S,2022-11-26T01:19:23.7Z,1,REGULAR,steal,,[],203076,,,1610612747,4,11,2022-11-26T01:19:25Z,420000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M25.00S,2022-11-26T01:19:31.8Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,4,11,2022-11-26T01:19:45Z,430000,False,,,0,,L. James lost ball out-of-bounds TURNOVER (3 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627534.0,3.0,,,,,,,,
44,PT08M11.00S,2022-11-26T01:19:59.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,17.821944809461236,63.48039215686274,1610612759,6,11,2022-11-26T01:20:03Z,440000,False,-67.0,115.0,1,left,D. Vassell 13' pullup Jump Shot (2 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,13.33,Made,2.0,,,,,T. Jones,1630200.0,1.0,,,,,,,,,,
46,PT07M45.00S,2022-11-26T01:20:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,74.45795006570303,15.441176470588236,1610612747,6,14,2022-11-26T01:20:28Z,460000,False,-173.0,188.0,1,right,L. Walker IV 25' 3PT  (3 PTS) (L. James 1 AST),"[1629022, 2544]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,,,,,L. James,2544.0,1.0,,,,,,,,,,
48,PT07M30.00S,2022-11-26T01:20:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630200,23.866622864651774,12.990196078431374,1610612759,9,14,2022-11-26T01:20:45Z,480000,False,185.0,172.0,1,left,T. Jones 25' 3PT  (3 PTS) (J. Poeltl 1 AST),"[1630200, 1627751]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.25,Made,3.0,,,,,J. Poeltl,1627751.0,1.0,,,,,,,,,,
50,PT07M12.00S,2022-11-26T01:20:57.2Z,1,REGULAR,3pt,Jump Shot,[],1629022,73.80091984231275,81.86274509803921,1610612747,9,17,2022-11-26T01:21:02Z,500000,False,159.0,194.0,1,right,L. Walker IV 25' 3PT  (6 PTS) (D. Schroder 2 AST),"[1629022, 203471]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.09,Made,6.0,,,,,D. Schroder,203471.0,2.0,,,,,,,,,,
52,PT06M50.00S,2022-11-26T01:21:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.863994743758213,45.09803921568628,1610612759,11,17,2022-11-26T01:22:49Z,520000,False,25.0,3.0,1,left,J. Poeltl Layup (4 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.46,Made,4.0,,,,,,,,,,,,,,,,,
53,PT06M34.00S,2022-11-26T01:21:35.5Z,1,REGULAR,2pt,Jump Shot,[],203076,75.64060446780552,25.49019607843137,1610612747,11,17,2022-11-26T01:21:40Z,530000,False,-123.0,176.0,1,right,MISS A. Davis 21' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,21.48,Missed,,,,,,,,,,,,,,,,,,
54,PT06M32.00S,2022-11-26T01:21:37.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,11,17,2022-11-26T01:21:40Z,540000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,
55,PT06M24.00S,2022-11-26T01:21:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,15.325229960578188,38.970588235294116,1610612759,13,17,2022-11-26T01:21:52Z,550000,False,55.0,92.0,1,left,K. Johnson 10' driving Layup (2 PTS) (J. Sochan 1 AST),"[1629640, 1631110]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.69,Made,2.0,,,,,J. Sochan,1631110.0,1.0,,,,,,,,,,
57,PT06M09.00S,2022-11-26T01:22:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,93.9060446780552,46.32352941176471,1610612747,13,19,2022-11-26T01:22:11Z,570000,False,-18.0,5.0,1,right,T. Brown Jr. reverse Layup (7 PTS) (L. James 2 AST),"[1628972, 2544]",1610612747.0,LAL,reverse,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,1.9,Made,7.0,,,,,L. James,2544.0,2.0,,,,,,,,,,
59,PT06M00.00S,2022-11-26T01:22:14.2Z,1,REGULAR,foul,offensive,[],1627751,,,1610612759,13,19,2022-11-26T01:22:25Z,590000,False,,,0,,J. Poeltl offensive FOUL (1 PF),"[1627751, 203471]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Schroder,203471.0
61,PT06M00.00S,2022-11-26T01:22:14.2Z,1,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,13,19,2022-11-26T01:22:14Z,610000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,1.0,,,,,,,,
62,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,out,[],1630200,,,1610612747,13,19,2022-11-26T01:22:42Z,620000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,out,[],1630170,,,1610612747,13,19,2022-11-26T01:22:42Z,630000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,out,[],1628972,,,1610612747,13,19,2022-11-26T01:22:42Z,640000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,out,[],203471,,,1610612747,13,19,2022-11-26T01:22:42Z,650000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,in,[],1628966,,,1610612747,13,19,2022-11-26T01:22:42Z,660000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,in,[],1629641,,,1610612747,13,19,2022-11-26T01:22:42Z,670000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,13,19,2022-11-26T01:22:42Z,680000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2022-11-26T01:22:21.2Z,1,REGULAR,substitution,in,[],201566,,,1610612747,13,19,2022-11-26T01:22:42Z,690000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2022-11-26T01:22:52.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,94.56307490144546,48.529411764705884,1610612747,13,21,2022-11-26T01:25:15Z,700000,False,-7.0,-1.0,1,right,A. Davis alley-oop DUNK (4 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.75,Made,4.0,,,,,R. Westbrook,201566.0,1.0,,,,,,,,,,
72,PT05M32.00S,2022-11-26T01:23:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629640,29.77989487516426,72.30392156862744,1610612759,13,21,2022-11-26T01:23:26Z,720000,False,-112.0,227.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
73,PT05M30.00S,2022-11-26T01:23:11.6Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,13,21,2022-11-26T01:23:26Z,730000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,
74,PT05M17.00S,2022-11-26T01:23:24.9Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,13,21,2022-11-26T01:23:32Z,740000,False,,,0,,J. Poeltl bad pass TURNOVER (2 TO),"[1627751, 1629022]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,Walker IV,1629022.0,,,,
75,PT05M17.00S,2022-11-26T01:23:24.9Z,1,REGULAR,steal,,[],1629022,,,1610612747,13,21,2022-11-26T01:23:26Z,750000,False,,,0,,L. Walker IV STEAL (2 STL),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M11.00S,2022-11-26T01:23:29.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,93.77463863337714,52.450980392156865,1610612747,13,23,2022-11-26T01:26:43Z,760000,False,12.0,6.0,1,right,L. Walker IV running finger roll Layup (8 PTS),[1629022],1610612747.0,LAL,running finger roll,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,1.37,Made,8.0,,,,,,,,,,,,,,,,,
77,PT04M56.00S,2022-11-26T01:23:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,11.645860709592641,52.450980392156865,1610612759,15,23,2022-11-26T01:23:51Z,770000,False,-12.0,57.0,1,left,J. Sochan driving floating Jump Shot (4 PTS) (K. Bates-Diop 1 AST),"[1631110, 1628966]",1610612759.0,SAS,driving floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,4.0,,,,,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,
79,PT04M45.00S,2022-11-26T01:23:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.1688567674113,53.431372549019606,1610612747,15,23,2022-11-26T02:14:19Z,790000,False,17.0,2.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1629641]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,Langford,1629641.0,,,,,,
80,PT04M45.00S,2022-11-26T01:23:59.5Z,1,REGULAR,block,,[],1629641,,,1610612747,15,23,2022-11-26T01:24:03Z,800000,False,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT04M41.00S,2022-11-26T01:24:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,15,23,2022-11-26T02:14:19Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,79.0,,,,,,,,,,,,,,,,
83,PT04M41.00S,2022-11-26T01:24:06.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612747,15,23,2022-11-26T01:24:18Z,830000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M41.00S,2022-11-26T01:24:06.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,15,23,2022-11-26T01:24:18Z,840000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M41.00S,2022-11-26T01:24:06.5Z,1,REGULAR,substitution,in,[],1628380,,,1610612747,15,23,2022-11-26T01:24:18Z,850000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2022-11-26T01:24:06.5Z,1,REGULAR,substitution,in,[],1629134,,,1610612747,15,23,2022-11-26T01:24:18Z,860000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
