actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT10M35.00S,2022-11-05T00:40:11.2Z,2,REGULAR,turnover,offensive foul,[],1629611,,,1610612746,22,28,2022-11-05T00:40:42Z,1690000,,,0,,T. Mann offensive foul TURNOVER (2 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628954.0,,,,,2.0,,,,
171,PT10M35.00S,2022-11-05T00:40:31.3Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,22,28,2022-11-05T00:40:40Z,1700000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M35.00S,2022-11-05T00:40:31.3Z,2,REGULAR,substitution,out,[],1629611,,,1610612759,22,28,2022-11-05T00:40:40Z,1710000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M35.00S,2022-11-05T00:40:31.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,22,28,2022-11-05T00:40:40Z,1720000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M35.00S,2022-11-05T00:40:31.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612759,22,28,2022-11-05T00:40:40Z,1730000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M26.00S,2022-11-05T00:40:43.9Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612759,22,28,2022-11-05T00:40:50Z,1740000,,,0,,Z. Collins bad pass TURNOVER (2 TO),"[1628380, 1629599]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Coffey,1629599.0,,
176,PT10M26.00S,2022-11-05T00:40:43.9Z,2,REGULAR,steal,,[],1629599,,,1610612746,22,28,2022-11-05T00:40:46Z,1750000,,,0,,A. Coffey STEAL (2 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
177,PT10M22.00S,2022-11-05T00:40:48.9Z,2,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612746,22,28,2022-11-05T00:41:00Z,1760000,,,0,,T. Jones shooting personal FOUL (1 PF) (Powell 2 FT),"[1630200, 1626181]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2882.0,1.0,0.0,Powell,1626181.0,,,,,
179,PT10M22.00S,2022-11-05T00:41:13.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626181,,,1610612746,22,28,2022-11-05T00:41:13Z,1780000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
180,PT10M22.00S,2022-11-05T00:41:13.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,22,28,2022-11-05T00:41:13Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,
181,PT10M22.00S,2022-11-05T00:41:28.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626181,,,1610612746,22,29,2022-11-05T00:41:28Z,1800000,,,0,,N. Powell Free Throw 2 of 2 (1 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
182,PT10M14.00S,2022-11-05T00:41:39.7Z,2,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,22,29,2022-11-05T00:41:46Z,1810000,,,0,,D. McDermott bad pass out-of-bounds TURNOVER (1 TO),[203926],1610612759.0,SAS,bad pass,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1628954.0,,,,,1.0,,,,
183,PT09M55.00S,2022-11-05T00:42:09.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202322,73.01248357424441,41.17647058823529,1610612746,22,29,2022-11-05T00:42:15Z,1820000,-44.0,201.0,1,right,MISS J. Wall 20' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,20.6,Missed,,,,,,,,,,,,,,,,,,
184,PT09M51.00S,2022-11-05T00:42:13.9Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,22,29,2022-11-05T00:42:15Z,1830000,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,183.0,4.0,4.0,0.0,,,,,,,,,,
185,PT09M44.00S,2022-11-05T00:42:20.5Z,2,REGULAR,3pt,Jump Shot,[],203926,22.683968462549277,91.66666666666666,1610612759,25,29,2022-11-05T00:42:27Z,1840000,-208.0,161.0,1,left,D. McDermott 26' 3PT step back (7 PTS) (T. Jones 1 AST),"[203926, 1630200]",1610612759.0,SAS,step back,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,26.31,Made,7.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
187,PT09M24.00S,2022-11-05T00:42:40.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.11760840998686,50.49019607843137,1610612746,25,31,2022-11-05T00:42:51Z,1860000,2.0,12.0,1,right,I. Zubac DUNK (6 PTS) (N. Batum 2 AST),"[1627826, 201587]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.25,Made,6.0,N. Batum,201587.0,2.0,,,,,,,,,,,,,,
189,PT09M16.00S,2022-11-05T00:42:48.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628380,33.196452036793694,48.28431372549019,1610612759,28,31,2022-11-05T00:42:55Z,1880000,9.0,260.0,1,left,Z. Collins 25' 3PT  (5 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.96,Made,5.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,,
191,PT09M02.00S,2022-11-05T00:43:01.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,92.59198423127464,2.696078431372549,1610612746,28,34,2022-11-05T00:43:06Z,1900000,-237.0,17.0,1,right,A. Coffey 3PT  (3 PTS) (N. Powell 1 AST),"[1629599, 1626181]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Left Corner 3,24+ Left,23.71,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
193,PT08M51.00S,2022-11-05T00:43:12.5Z,2,REGULAR,3pt,Jump Shot,[],203926,33.065045992115635,50.0,1610612759,28,34,2022-11-05T00:43:19Z,1920000,0.0,258.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
194,PT08M49.00S,2022-11-05T00:43:14.5Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,28,34,2022-11-05T00:43:19Z,1930000,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,193.0,3.0,3.0,0.0,,,,,,,,,,
195,PT08M41.00S,2022-11-05T00:43:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629599,88.51839684625493,96.32352941176471,1610612746,28,34,2022-11-05T00:43:27Z,1940000,232.0,55.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
196,PT08M38.00S,2022-11-05T00:43:25.9Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,28,34,2022-11-05T00:43:27Z,1950000,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,
197,PT08M33.00S,2022-11-05T00:43:31.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631103,13.354139290407357,38.23529411764706,1610612759,30,34,2022-11-05T00:43:36Z,1960000,59.0,73.0,1,left,M. Branham 9' pullup Jump Shot (2 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,9.37,Made,2.0,,,,,,,,,,,,,,,,,
198,PT08M33.00S,2022-11-05T00:43:36.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,30,34,2022-11-05T00:43:36Z,1970000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M33.00S,2022-11-05T00:46:01.7Z,2,REGULAR,substitution,out,[],1628380,,,1610612746,30,34,2022-11-05T00:46:25Z,1980000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M33.00S,2022-11-05T00:46:01.7Z,2,REGULAR,substitution,in,[],1627751,,,1610612746,30,34,2022-11-05T00:46:25Z,1990000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M20.00S,2022-11-05T00:46:47.9Z,2,REGULAR,2pt,Jump Shot,[],1626181,90.62089356110381,27.696078431372552,1610612746,30,36,2022-11-05T00:51:19Z,2000000,-112.0,36.0,1,right,N. Powell 11' fadeaway Jump Shot (3 PTS),[1626181],1610612746.0,LAC,fadeaway,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,11.71,Made,3.0,,,,,,,,,,,,,,,,,
202,PT08M09.00S,2022-11-05T00:46:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,17.0335085413929,50.0,1610612759,30,36,2022-11-05T00:47:04Z,2010000,0.0,108.0,1,left,MISS J. Poeltl 10' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
203,PT08M06.00S,2022-11-05T00:47:01.7Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,30,36,2022-11-05T00:47:04Z,2020000,,,0,,I. Zubac REBOUND (Off:0 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202.0,7.0,7.0,0.0,,,,,,,,,,
204,PT07M58.00S,2022-11-05T00:47:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.24901445466492,48.77450980392157,1610612746,30,38,2022-11-05T00:47:16Z,2030000,-6.0,11.0,1,right,N. Powell cutting Layup (5 PTS) (J. Wall 1 AST),"[1626181, 202322]",1610612746.0,LAC,cutting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.26,Made,5.0,J. Wall,202322.0,1.0,,,,,,,,,,,,,,
206,PT07M44.00S,2022-11-05T00:47:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,6.1268068331143235,51.9607843137255,1610612759,30,38,2022-11-05T00:47:38Z,2050000,-10.0,5.0,1,left,MISS J. Sochan Layup - blocked,"[1631110, 201587]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,Batum,201587.0
207,PT07M44.00S,2022-11-05T00:47:23.9Z,2,REGULAR,block,,[],201587,,,1610612759,30,38,2022-11-05T00:47:26Z,2060000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT07M44.00S,2022-11-05T00:47:23.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,30,38,2022-11-05T00:47:38Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,206.0,,,,,,,,,,,,,
210,PT07M44.00S,2022-11-05T00:47:29.6Z,2,REGULAR,substitution,out,[],1631110,,,1610612746,30,38,2022-11-05T00:47:38Z,2090000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M44.00S,2022-11-05T00:47:29.6Z,2,REGULAR,substitution,out,[],1631103,,,1610612746,30,38,2022-11-05T00:47:38Z,2100000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M44.00S,2022-11-05T00:47:29.6Z,2,REGULAR,substitution,in,[],1629640,,,1610612746,30,38,2022-11-05T00:47:38Z,2110000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M44.00S,2022-11-05T00:47:29.6Z,2,REGULAR,substitution,in,[],1630170,,,1610612746,30,38,2022-11-05T00:47:38Z,2120000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M33.00S,2022-11-05T00:47:56.8Z,2,REGULAR,foul,personal,[],1627751,,,1610612746,30,38,2022-11-05T00:48:05Z,2130000,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 1627826]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Zubac,1627826.0,,,,,
216,PT07M29.00S,2022-11-05T00:48:20.8Z,2,REGULAR,3pt,Jump Shot,[],201587,70.77858081471747,21.323529411764707,1610612746,30,41,2022-11-05T00:53:39Z,2150000,-143.0,222.0,1,right,N. Batum 26' 3PT  (3 PTS) (I. Zubac 2 AST),"[201587, 1627826]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,26.45,Made,3.0,I. Zubac,1627826.0,2.0,,,,,,,,,,,,,,
218,PT07M09.00S,2022-11-05T00:48:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,17.559132720105126,35.78431372549019,1610612759,32,41,2022-11-05T00:54:10Z,2170000,71.0,113.0,1,left,D. Vassell 13' step back Jump Shot (9 PTS),[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,13.32,Made,9.0,,,,,,,,,,,,,,,,,
219,PT06M58.00S,2022-11-05T00:48:51.1Z,2,REGULAR,3pt,Jump Shot,[],202322,93.11760840998686,2.450980392156863,1610612746,32,41,2022-11-05T00:49:13Z,2180000,-238.0,12.0,1,right,MISS J. Wall 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
220,PT06M54.00S,2022-11-05T00:48:55.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,41,2022-11-05T00:49:13Z,2190000,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,219.0,5.0,4.0,1.0,,,,,,,,,,
221,PT06M43.00S,2022-11-05T00:49:09.9Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,32,41,2022-11-05T00:49:21Z,2200000,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2882.0,,,,,1.0,,,,
222,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,32,41,2022-11-05T00:49:27Z,2210000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,out,[],202322,,,1610612746,32,41,2022-11-05T00:49:27Z,2220000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,out,[],201587,,,1610612746,32,41,2022-11-05T00:49:27Z,2230000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,in,[],202704,,,1610612746,32,41,2022-11-05T00:49:27Z,2240000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,in,[],202331,,,1610612746,32,41,2022-11-05T00:49:27Z,2250000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M43.00S,2022-11-05T00:49:17.0Z,2,REGULAR,substitution,in,[],202694,,,1610612746,32,41,2022-11-05T00:49:27Z,2260000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M30.00S,2022-11-05T00:49:45.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202694,81.94809461235218,32.84313725490196,1610612746,32,41,2022-11-05T00:49:51Z,2270000,-86.0,117.0,1,right,MISS M. Morris Sr. 14' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,14.52,Missed,,,,,,,,,,,,,,,,,,
229,PT06M26.00S,2022-11-05T00:49:49.9Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,32,41,2022-11-05T00:49:51Z,2280000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,,228.0,3.0,2.0,1.0,,,,,,,,,,
230,PT06M19.00S,2022-11-05T00:49:58.8Z,2,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,32,41,2022-11-05T00:50:32Z,2290000,,,0,,D. McDermott bad pass out-of-bounds TURNOVER (2 TO),[203926],1610612759.0,SAS,bad pass,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right,,,,,,,,,,,203592.0,,,,,2.0,,,,
231,PT06M02.00S,2022-11-05T00:50:27.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,73.80091984231275,87.00980392156863,1610612746,32,41,2022-11-05T00:50:35Z,2300000,185.0,194.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
232,PT05M59.00S,2022-11-05T00:50:30.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,41,2022-11-05T00:50:30Z,2310000,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,231.0,6.0,5.0,1.0,,,,,,,,,,
233,PT05M46.00S,2022-11-05T00:50:42.8Z,2,REGULAR,3pt,Jump Shot,[],1629640,29.25427069645204,20.588235294117645,1610612759,32,41,2022-11-05T00:50:47Z,2320000,147.0,222.0,1,left,MISS K. Johnson 26' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
234,PT05M42.00S,2022-11-05T00:50:46.8Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,32,41,2022-11-05T00:50:47Z,2330000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,,,,,,,233.0,5.0,5.0,0.0,,,,,,,,,,
235,PT05M34.00S,2022-11-05T00:50:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612746,32,41,2022-11-05T00:51:05Z,2340000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Zubac 2 FT),"[1627751, 1627826]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,2.0,0.0,Zubac,1627826.0,,,,,
237,PT05M34.00S,2022-11-05T00:51:25.5Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,32,42,2022-11-05T00:51:49Z,2360000,,,0,,I. Zubac Free Throw 1 of 2 (7 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
238,PT05M34.00S,2022-11-05T00:51:26.7Z,2,REGULAR,substitution,out,[],203926,,,1610612746,32,42,2022-11-05T00:51:32Z,2370000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M34.00S,2022-11-05T00:51:26.7Z,2,REGULAR,substitution,in,[],1628966,,,1610612746,32,42,2022-11-05T00:51:32Z,2380000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M34.00S,2022-11-05T00:51:25.5Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,32,42,2022-11-05T00:51:49Z,2390000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT05M34.00S,2022-11-05T00:51:25.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,32,42,2022-11-05T00:51:49Z,2400000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,240.0,4.0,3.0,1.0,,,,,,,,,,
242,PT05M21.00S,2022-11-05T00:52:00.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,5.469776609724048,64.70588235294117,1610612759,34,42,2022-11-05T00:57:38Z,2410000,-74.0,-1.0,1,left,D. Vassell 7' fadeaway Jump Shot (11 PTS),[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,11.0,,,,,,,,,,,,,,,,,
243,PT05M01.00S,2022-11-05T00:52:20.2Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612746,34,42,2022-11-05T00:52:29Z,2420000,,,0,,P. George bad pass TURNOVER (3 TO),"[202331, 1627751]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,Poeltl,1627751.0,,
244,PT05M01.00S,2022-11-05T00:52:20.2Z,2,REGULAR,steal,,[],1627751,,,1610612759,34,42,2022-11-05T00:52:22Z,2430000,,,0,,J. Poeltl STEAL (2 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
245,PT04M46.00S,2022-11-05T00:52:35.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,23.99802890932983,11.029411764705882,1610612759,37,42,2022-11-05T00:52:40Z,2440000,195.0,173.0,1,left,K. Johnson 26' 3PT  (9 PTS) (D. Vassell 1 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.07,Made,9.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
247,PT04M32.00S,2022-11-05T00:52:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.59198423127464,44.85294117647059,1610612746,37,44,2022-11-05T00:52:55Z,2460000,-26.0,17.0,1,right,R. Jackson driving finger roll Layup (9 PTS),[202704],1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.09,Made,9.0,,,,,,,,,,,,,,,,,
248,PT04M15.00S,2022-11-05T00:53:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,12.434296977660972,44.36274509803921,1610612759,39,44,2022-11-05T00:53:22Z,2470000,28.0,64.0,1,left,K. Bates-Diop 7' turnaround Jump Shot (2 PTS),[1628966],1610612759.0,SAS,turnaround,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,2.0,,,,,,,,,,,,,,,,,
249,PT03M54.00S,2022-11-05T00:53:26.9Z,2,REGULAR,3pt,Jump Shot,[],202694,92.46057818659659,1.2254901960784315,1610612746,39,44,2022-11-05T00:53:32Z,2480000,-244.0,18.0,1,right,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,24.46,Missed,,,,,,,,,,,,,,,,,,
250,PT03M50.00S,2022-11-05T00:53:30.9Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,39,44,2022-11-05T00:53:32Z,2490000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,
251,PT03M43.00S,2022-11-05T00:53:39.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.258212877792378,45.09803921568628,1610612759,41,44,2022-11-05T00:53:47Z,2500000,25.0,6.0,1,left,J. Poeltl cutting finger roll Layup (2 PTS),[1627751],1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.53,Made,2.0,,,,,,,,,,,,,,,,,
