actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
600,PT06M12.00S,2022-12-30T03:10:51.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,95.87713534822602,63.48039215686274,1610612752,108,96,2022-12-30T03:10:58Z,5920000,False,67.0,-14.0,1,right,J. Randle 6' step back Jump Shot (37 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,6.88,Made,,,,,,,,,,,,37.0,,,
601,PT05M53.00S,2022-12-30T03:11:10.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,7.835085413929041,44.85294117647059,1610612759,108,96,2022-12-30T03:11:50Z,5930000,False,26.0,21.0,1,left,MISS K. Johnson turnaround bank Hook,[1629640],1610612759.0,SAS,turnaround bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,3.33,Missed,,,,,,,,,,,,,,,
602,PT05M49.00S,2022-12-30T03:11:14.0Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,108,96,2022-12-30T03:11:14Z,5940000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,601.0,10.0,6.0,4.0,,,,,,,,,,,
603,PT05M49.00S,2022-12-30T03:11:14.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,108,96,2022-12-30T03:31:30Z,5950000,False,0.0,0.0,1,left,MISS J. Poeltl putback Layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
604,PT05M48.00S,2022-12-30T03:11:15.0Z,4,REGULAR,rebound,offensive,[],1630200,,,1610612759,108,96,2022-12-30T03:31:30Z,5960000,False,,,0,,T. Jones REBOUND (Off:2 Def:5),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,603.0,7.0,5.0,2.0,,,,,,,,,,,
605,PT05M48.00S,2022-12-30T03:11:28.0Z,4,REGULAR,turnover,backcourt,[],1630200,,,1610612759,108,96,2022-12-30T03:11:38Z,5970000,False,,,0,,T. Jones backcourt TURNOVER (2 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,1830.0,,,,,,,,,,
606,PT05M48.00S,2022-12-30T03:11:41.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,108,96,2022-12-30T03:11:41Z,5980000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M48.00S,2022-12-30T03:12:21.5Z,4,REGULAR,substitution,out,[],1630200,,,1610612752,108,96,2022-12-30T03:12:57Z,5990000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M48.00S,2022-12-30T03:12:21.5Z,4,REGULAR,substitution,in,[],1631103,,,1610612752,108,96,2022-12-30T03:12:57Z,6000000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M35.00S,2022-12-30T03:13:10.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,79.84559789750328,67.8921568627451,1610612752,108,98,2022-12-30T03:13:14Z,6010000,False,89.0,137.0,1,right,I. Quickley 16' pullup Jump Shot (26 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,16.36,Made,,,,,,,,,,,,26.0,,,
610,PT05M21.00S,2022-12-30T03:13:24.9Z,4,REGULAR,turnover,lost ball,[],1629640,,,1610612759,108,98,2022-12-30T03:13:37Z,6020000,False,,,0,,K. Johnson lost ball TURNOVER (2 TO),"[1629640, 1630193]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
611,PT05M21.00S,2022-12-30T03:13:24.9Z,4,REGULAR,steal,,[],1630193,,,1610612752,108,98,2022-12-30T03:13:26Z,6030000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
612,PT05M17.00S,2022-12-30T03:13:29.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,93.38042049934296,52.450980392156865,1610612752,108,98,2022-12-30T03:15:40Z,6040000,False,12.0,10.0,1,right,MISS J. Randle running finger roll Layup - blocked,"[203944, 1631110]",1610612752.0,NYK,running finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1.57,Missed,,,,,,,,,,Sochan,1631110.0,,,,
613,PT05M17.00S,2022-12-30T03:13:29.4Z,4,REGULAR,block,,[],1631110,,,1610612752,108,98,2022-12-30T03:13:33Z,6050000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
614,PT05M13.00S,2022-12-30T03:13:33.4Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,108,98,2022-12-30T03:13:46Z,6060000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,612.0,11.0,7.0,4.0,,,,,,,,,,,
615,PT05M12.00S,2022-12-30T03:13:40.9Z,4,REGULAR,violation,kicked ball,[],1630193,,,1610612759,108,98,2022-12-30T03:13:52Z,6070000,False,,,0,,I. Quickley kicked ball VIOLATION,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,1627519.0,,,,,,,,,,
616,PT05M12.00S,2022-12-30T03:13:44.4Z,4,REGULAR,substitution,out,[],1631103,,,1610612759,108,98,2022-12-30T03:13:57Z,6080000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M12.00S,2022-12-30T03:13:44.4Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,108,98,2022-12-30T03:13:57Z,6090000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M05.00S,2022-12-30T03:14:11.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.1268068331143235,50.245098039215684,1610612759,110,98,2022-12-30T03:14:18Z,6100000,False,-1.0,5.0,1,left,K. Johnson cutting finger roll Layup (28 PTS) (J. Poeltl 2 AST),"[1629640, 1627751]",1610612759.0,SAS,cutting finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,0.52,Made,,,,,,,,,,,,28.0,J. Poeltl,1627751.0,2.0
620,PT04M45.00S,2022-12-30T03:14:31.0Z,4,REGULAR,3pt,Jump Shot,[],1630540,71.96123521681997,16.666666666666664,1610612752,110,98,2022-12-30T03:14:46Z,6120000,False,-167.0,211.0,1,right,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,26.9,Missed,,,,,,,,,,,,,,,
621,PT04M45.00S,2022-12-30T03:14:31.0Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,110,98,2022-12-30T03:14:46Z,6130000,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,620.0,4.0,2.0,2.0,,,,,,,,,,,
622,PT04M42.00S,2022-12-30T03:14:37.5Z,4,REGULAR,foul,personal,[],1630200,,,1610612752,110,98,2022-12-30T03:14:52Z,6140000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1629011]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,1627519.0,1.0,0.0,Robinson,1629011.0,,,,,,
624,PT04M30.00S,2022-12-30T03:15:05.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,92.19776609724047,95.34313725490196,1610612752,110,101,2022-12-30T03:15:10Z,6160000,False,227.0,21.0,1,right,I. Quickley 3PT pullup (29 PTS) (J. Randle 6 AST),"[1630193, 203944]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,22.77,Made,,,,,,,,,,,,29.0,J. Randle,203944.0,6.0
626,PT04M02.00S,2022-12-30T03:15:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,6.258212877792378,46.81372549019608,1610612759,112,101,2022-12-30T03:16:01Z,6180000,False,16.0,6.0,1,left,R. Langford driving Layup (21 PTS),[1629641],1610612759.0,SAS,driving,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,1.71,Made,,,,,,,,,,,,21.0,,,
627,PT03M42.00S,2022-12-30T03:15:52.9Z,4,REGULAR,3pt,Jump Shot,[],1629656,94.03745072273325,3.6764705882352944,1610612752,112,101,2022-12-30T03:16:08Z,6190000,False,-232.0,4.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,23.16,Missed,,,,,,,,,,,,,,,
628,PT03M38.00S,2022-12-30T03:15:56.9Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,112,101,2022-12-30T03:16:08Z,6200000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:8),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,627.0,12.0,8.0,4.0,,,,,,,,,,,
629,PT03M28.00S,2022-12-30T03:16:06.9Z,4,REGULAR,turnover,lost ball,[],1631110,,,1610612759,112,101,2022-12-30T03:16:13Z,6210000,False,,,0,,J. Sochan lost ball TURNOVER (2 TO),"[1631110, 1629656]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,2.0,Grimes,1629656.0,,,,,,,,,,,,,,,,,
630,PT03M28.00S,2022-12-30T03:16:06.9Z,4,REGULAR,steal,,[],1629656,,,1610612752,112,101,2022-12-30T03:16:08Z,6220000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
631,PT03M24.00S,2022-12-30T03:16:11.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629656,94.95729303547962,44.11764705882353,1610612752,112,101,2022-12-30T03:16:51Z,6230000,False,-29.0,-5.0,1,right,MISS Q. Grimes running DUNK - blocked,"[1629656, 1629640]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,2.98,Missed,,,,,,,,,,Johnson,1629640.0,,,,
632,PT03M24.00S,2022-12-30T03:16:11.1Z,4,REGULAR,block,,[],1629640,,,1610612752,112,101,2022-12-30T03:16:14Z,6240000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
633,PT03M20.00S,2022-12-30T03:16:15.1Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,112,101,2022-12-30T03:16:24Z,6250000,False,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,631.0,9.0,8.0,1.0,,,,,,,,,,,
634,PT03M17.00S,2022-12-30T03:16:18.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630540,72.48685939553219,20.098039215686274,1610612752,112,104,2022-12-30T03:16:29Z,6260000,False,-150.0,206.0,1,right,M. McBride 25' 3PT  (9 PTS) (J. Randle 7 AST),"[1630540, 203944]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,25.46,Made,,,,,,,,,,,,9.0,J. Randle,203944.0,7.0
636,PT02M53.00S,2022-12-30T03:16:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,15.850854139290407,46.07843137254902,1610612759,114,104,2022-12-30T03:16:47Z,6280000,False,20.0,96.0,1,left,K. Johnson 9' floating Jump Shot (30 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,9.85,Made,,,,,,,,,,,,30.0,,,
637,PT02M35.00S,2022-12-30T03:17:02.1Z,4,REGULAR,foul,offensive,[],203944,,,1610612752,114,104,2022-12-30T03:17:13Z,6290000,False,,,0,,J. Randle offensive FOUL (2 PF),"[203944, 1629641]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,,,,,1627519.0,2.0,0.0,Langford,1629641.0,,,,,,
639,PT02M35.00S,2022-12-30T03:17:02.1Z,4,REGULAR,turnover,offensive foul,[],203944,,,1610612752,114,104,2022-12-30T03:17:02Z,6310000,False,,,0,,J. Randle offensive foul TURNOVER (4 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,4.0,,,,,,,,,1627519.0,,,,,,,,,,
640,PT02M15.00S,2022-12-30T03:17:42.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,14.011169513797633,50.49019607843137,1610612759,114,104,2022-12-30T03:18:02Z,6320000,False,-2.0,79.0,1,left,MISS T. Jones 7' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,7.92,Missed,,,,,,,,,,,,,,,
641,PT02M13.00S,2022-12-30T03:17:44.4Z,4,REGULAR,rebound,defensive,[],1629011,,,1610612752,114,104,2022-12-30T03:18:02Z,6330000,False,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,640.0,5.0,3.0,2.0,,,,,,,,,,,
642,PT02M00.00S,2022-12-30T03:17:57.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,88.51839684625493,49.754901960784316,1610612752,114,104,2022-12-30T03:18:28Z,6340000,False,-1.0,55.0,1,right,MISS I. Quickley driving floating Shot - blocked,"[1630193, 1629640]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,5.54,Missed,,,,,,,,,,Johnson,1629640.0,,,,
643,PT02M00.00S,2022-12-30T03:17:57.6Z,4,REGULAR,block,,[],1629640,,,1610612752,114,104,2022-12-30T03:18:00Z,6350000,False,,,0,,K. Johnson BLOCK (2 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
644,PT01M56.00S,2022-12-30T03:18:01.6Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,114,104,2022-12-30T03:18:05Z,6360000,False,,,0,,T. Jones REBOUND (Off:2 Def:6),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,642.0,8.0,6.0,2.0,,,,,,,,,,,
645,PT01M37.00S,2022-12-30T03:18:21.8Z,4,REGULAR,2pt,Jump Shot,[],1629641,5.469776609724048,76.9607843137255,1610612759,116,104,2022-12-30T03:18:26Z,6370000,False,-135.0,-1.0,1,left,R. Langford 13' pullup Jump Shot (23 PTS) (T. Jones 6 AST),"[1629641, 1630200]",1610612759.0,SAS,pullup,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,,,,13.48,Made,,,,,,,,,,,,23.0,T. Jones,1630200.0,6.0
647,PT01M37.00S,2022-12-30T03:18:31.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,116,104,2022-12-30T03:18:31Z,6390000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M37.00S,2022-12-30T03:19:34.5Z,4,REGULAR,substitution,out,[],1627751,,,1610612752,116,104,2022-12-30T03:20:07Z,6400000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M37.00S,2022-12-30T03:19:34.5Z,4,REGULAR,substitution,in,[],1626169,,,1610612752,116,104,2022-12-30T03:20:07Z,6410000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M32.00S,2022-12-30T03:20:18.3Z,4,REGULAR,3pt,Jump Shot,[],203944,94.30026281208936,95.09803921568627,1610612752,116,104,2022-12-30T03:20:43Z,6420000,False,225.0,1.0,1,right,MISS J. Randle step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,22.55,Missed,,,,,,,,,,,,,,,
652,PT01M30.00S,2022-12-30T03:20:20.3Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,116,104,2022-12-30T03:20:43Z,6430000,False,,,0,,M. Robinson REBOUND (Off:3 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,651.0,6.0,3.0,3.0,,,,,,,,,,,
653,PT01M29.00S,2022-12-30T03:20:22.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,79.97700394218134,7.352941176470589,1610612752,116,107,2022-12-30T03:20:27Z,6440000,False,-213.0,136.0,1,right,I. Quickley 25' 3PT  (32 PTS) (M. Robinson 2 AST),"[1630193, 1629011]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,25.27,Made,,,,,,,,,,,,32.0,M. Robinson,1629011.0,2.0
655,PT01M05.00S,2022-12-30T03:20:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.046649145860711,51.225490196078425,1610612759,118,107,2022-12-30T03:20:57Z,6460000,False,-6.0,14.0,1,left,T. Jones driving finger roll Layup (12 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.5,Made,,,,,,,,,,,,12.0,,,
656,PT00M59.90S,2022-12-30T03:21:01.8Z,4,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612752,118,107,2022-12-30T03:21:07Z,6470000,False,,,0,,J. Sochan shooting personal FOUL (5 PF) (Quickley 2 FT),"[1631110, 1630193]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628953.0,5.0,0.0,Quickley,1630193.0,,,,,,
658,PT00M59.90S,2022-12-30T03:21:32.4Z,4,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,118,108,2022-12-30T03:21:32Z,6490000,False,,,0,,I. Quickley Free Throw 1 of 2 (33 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,33.0,,,
659,PT00M59.90S,2022-12-30T03:21:52.8Z,4,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,118,109,2022-12-30T03:21:52Z,6500000,False,,,0,,I. Quickley Free Throw 2 of 2 (34 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,34.0,,,
660,PT00M56.80S,2022-12-30T03:22:05.7Z,4,REGULAR,foul,personal,[],1629656,,,1610612759,118,109,2022-12-30T03:22:44Z,6510000,False,,,0,,Q. Grimes personal FOUL (4 PF),"[1629656, 1630200]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628953.0,4.0,0.0,Jones,1630200.0,,,,,,
662,PT00M53.30S,2022-12-30T03:22:28.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630540,,,1610612759,118,109,2022-12-30T03:22:51Z,6530000,False,,,0,,M. McBride take personal FOUL (3 PF) (Jones 2 FT),"[1630540, 1630200]",1610612752.0,NYK,take,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1830.0,3.0,0.0,Jones,1630200.0,,,,,,
664,PT00M53.30S,2022-12-30T03:23:02.2Z,4,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,118,109,2022-12-30T03:23:02Z,6550000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
665,PT00M53.30S,2022-12-30T03:23:02.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,118,109,2022-12-30T03:23:02Z,6560000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,
666,PT00M53.30S,2022-12-30T03:23:15.7Z,4,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,119,109,2022-12-30T03:23:15Z,6570000,False,,,0,,T. Jones Free Throw 2 of 2 (13 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,Made,,,,,,,,,,,,13.0,,,
667,PT00M46.00S,2022-12-30T03:23:25.5Z,4,REGULAR,3pt,Jump Shot,[],1630193,72.88107752956637,80.3921568627451,1610612752,119,109,2022-12-30T03:23:33Z,6580000,False,152.0,202.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,25.31,Missed,,,,,,,,,,,,,,,
668,PT00M44.10S,2022-12-30T03:23:27.4Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,119,109,2022-12-30T03:23:27Z,6590000,False,,,0,,J. Randle REBOUND (Off:2 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,667.0,10.0,8.0,2.0,,,,,,,,,,,
669,PT00M41.60S,2022-12-30T03:23:32.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,95.0886990801577,40.19607843137255,1610612752,119,111,2022-12-30T03:23:37Z,6600000,False,-49.0,-6.0,1,right,J. Randle Layup (39 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,4.94,Made,,,,,,,,,,,,39.0,,,
670,PT00M41.60S,2022-12-30T03:23:34.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631110,,,1610612752,119,111,2022-12-30T03:23:40Z,6610000,False,,,0,,J. Sochan shooting personal FOUL (6 PF) (Randle 1 FT),"[1631110, 203944]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,6.0,0.0,Randle,203944.0,,,,,,
672,PT00M41.60S,2022-12-30T03:23:46.3Z,4,REGULAR,substitution,out,[],1631110,,,1610612752,119,111,2022-12-30T03:24:07Z,6630000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M41.60S,2022-12-30T03:23:46.3Z,4,REGULAR,substitution,in,[],1628380,,,1610612752,119,111,2022-12-30T03:24:07Z,6640000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M41.60S,2022-12-30T03:24:06.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203944,,,1610612752,119,111,2022-12-30T03:24:06Z,6650000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
675,PT00M39.90S,2022-12-30T03:24:07.8Z,4,REGULAR,rebound,defensive,[],1626169,,,1610612759,119,111,2022-12-30T03:24:07Z,6660000,False,,,0,,S. Johnson REBOUND (Off:1 Def:5),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,674.0,6.0,5.0,1.0,,,,,,,,,,,
676,PT00M39.90S,2022-12-30T03:24:15.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612759,119,111,2022-12-30T03:24:42Z,6670000,False,,,0,,J. Randle personal FOUL (3 PF) (Johnson 2 FT),"[203944, 1626169]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627519.0,3.0,0.0,Johnson,1626169.0,,,,,,
678,PT00M39.90S,2022-12-30T03:24:48.4Z,4,REGULAR,freethrow,1 of 2,[],1626169,,,1610612759,119,111,2022-12-30T03:24:48Z,6690000,False,,,0,,MISS S. Johnson Free Throw 1 of 2,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
679,PT00M39.90S,2022-12-30T03:24:48.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,119,111,2022-12-30T03:24:48Z,6700000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,
680,PT00M39.90S,2022-12-30T03:24:49.1Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,119,111,2022-12-30T03:25:00Z,6710000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M39.90S,2022-12-30T03:24:49.1Z,4,REGULAR,substitution,in,[],1626196,,,1610612759,119,111,2022-12-30T03:25:00Z,6720000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M39.90S,2022-12-30T03:25:08.5Z,4,REGULAR,freethrow,2 of 2,[],1626169,,,1610612759,120,111,2022-12-30T03:25:08Z,6730000,False,,,0,,S. Johnson Free Throw 2 of 2 (9 PTS),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,9.0,,,
