actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
24,PT09M57.00S,2026-01-12T01:45:31.4Z,1,REGULAR,2pt,Jump Shot,[],1630552,18.610381077529567,86.51960784313727,1610612737,4,2,2026-01-12T01:48:25Z,240000,False,-183.0,122.0,1,left,J. Johnson 21' step back Jump Shot (2 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left,,,21.98,Made,,,,,2.0,,,,,D. Daniels,1630700.0,1.0,,,,
26,PT09M41.00S,2026-01-12T01:45:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.9862023653088,44.85294117647059,1610612744,6,2,2026-01-12T01:45:52Z,260000,False,-26.0,13.0,1,right,J. Butler III Layup (2 PTS) (D. Green 1 AST),"[202710, 203110]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,2.9,Made,,,,,2.0,,,,,D. Green,203110.0,1.0,,,,
28,PT09M29.00S,2026-01-12T01:45:58.7Z,1,REGULAR,2pt,Jump Shot,[],1630552,23.078186596583443,59.55882352941176,1610612737,6,2,2026-01-12T01:49:33Z,280000,False,-48.0,164.0,1,left,MISS J. Johnson 17' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,17.12,Missed,,,,,,,,,,,,,,,,
29,PT09M25.00S,2026-01-12T01:46:03.6Z,1,REGULAR,rebound,offensive,[],1630249,,,1610612737,6,2,2026-01-12T01:46:03Z,290000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:0),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Center,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,
30,PT09M23.00S,2026-01-12T01:46:04.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,28.203022339027594,18.137254901960784,1610612737,6,2,2026-01-12T01:46:12Z,300000,False,159.0,213.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,26.57,Missed,,,,,,,,,,,,,,,,
31,PT09M20.00S,2026-01-12T01:46:07.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,2,2026-01-12T01:46:12Z,310000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,
32,PT09M17.00S,2026-01-12T01:46:14.3Z,1,REGULAR,foul,personal,[],1630249,,,1610612744,6,2,2026-01-12T01:46:29Z,320000,False,,,0,,V. Krejčí personal FOUL (1 PF),"[1630249, 201939]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Left Center,204058.0,,,,,,,,,1.0,0.0,Curry,201939.0,,,,,,,
34,PT09M11.00S,2026-01-12T01:46:44.0Z,1,REGULAR,3pt,Jump Shot,[],1642366,74.98357424441524,14.705882352941178,1610612744,9,2,2026-01-12T01:47:16Z,340000,False,-176.0,183.0,1,right,Q. Post 25' 3PT  (3 PTS) (S. Curry 1 AST),"[1642366, 201939]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,25.4,Made,,,,,3.0,,,,,S. Curry,201939.0,1.0,,,,
36,PT09M00.00S,2026-01-12T01:46:56.7Z,1,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612737,9,2,2026-01-12T01:47:11Z,360000,False,,,0,,M. Moody shooting personal FOUL (1 PF) (Daniels 2 FT),"[1630541, 1630700]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,1.0,0.0,Daniels,1630700.0,,,,,,,
38,PT09M00.00S,2026-01-12T01:47:25.8Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,9,2,2026-01-12T01:47:25Z,380000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
39,PT09M00.00S,2026-01-12T01:47:25.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,9,2,2026-01-12T01:47:25Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,
40,PT09M00.00S,2026-01-12T01:47:41.7Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,9,3,2026-01-12T01:47:41Z,400000,False,,,0,,D. Daniels Free Throw 2 of 2 (1 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
43,PT08M38.00S,2026-01-12T01:48:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642366,90.3580814717477,52.20588235294118,1610612744,11,3,2026-01-12T01:48:58Z,430000,False,11.0,38.0,1,right,Q. Post cutting Layup (5 PTS) (J. Butler III 1 AST),"[1642366, 202710]",1610612744.0,GSW,cutting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,3.97,Made,,,,,5.0,,,,,J. Butler III,202710.0,1.0,,,,
45,PT08M24.00S,2026-01-12T01:49:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612737,11,3,2026-01-12T01:52:25Z,450000,False,,,0,,Q. Post shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642366, 1630552]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,1.0,0.0,Johnson,1630552.0,,,,,,,
47,PT08M24.00S,2026-01-12T01:49:28.9Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,11,4,2026-01-12T01:52:34Z,470000,False,,,0,,J. Johnson Free Throw 1 of 2 (3 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
48,PT08M24.00S,2026-01-12T01:49:28.9Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,11,4,2026-01-12T01:52:34Z,480000,False,,,0,,MISS J. Johnson Free Throw 2 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
49,PT08M22.00S,2026-01-12T01:49:30.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,11,4,2026-01-12T01:52:34Z,490000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,
51,PT08M05.00S,2026-01-12T01:50:20.2Z,1,REGULAR,3pt,Jump Shot,[],201939,88.25558475689881,95.34313725490196,1610612744,14,4,2026-01-12T01:50:25Z,510000,False,227.0,58.0,1,right,S. Curry 3PT  (7 PTS) (J. Butler III 2 AST),"[201939, 202710]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,23.4,Made,,,,,7.0,,,,,J. Butler III,202710.0,2.0,,,,
53,PT07M55.00S,2026-01-12T01:50:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,19.92444152431012,94.11764705882352,1610612737,14,7,2026-01-12T01:54:04Z,530000,False,-221.0,135.0,1,left,N. Alexander-Walker 25' 3PT pullup (3 PTS) (O. Okongwu 1 AST),"[1629638, 1630168]",1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,25.85,Made,,,,,3.0,,,,,O. Okongwu,1630168.0,1.0,,,,
55,PT07M37.00S,2026-01-12T01:50:47.9Z,1,REGULAR,turnover,lost ball,[],1642366,,,1610612744,14,7,2026-01-12T01:50:56Z,550000,False,,,0,,Q. Post lost ball TURNOVER (1 TO),"[1642366, 1630168]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,Okongwu,1630168.0,,
56,PT07M37.00S,2026-01-12T01:50:47.9Z,1,REGULAR,steal,,[],1630168,,,1610612737,14,7,2026-01-12T01:50:49Z,560000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2026-01-12T01:50:51.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,11.251642575558476,45.83333333333333,1610612737,14,9,2026-01-12T01:51:08Z,570000,False,21.0,53.0,1,left,J. Johnson running DUNK (5 PTS) (O. Okongwu 2 AST),"[1630552, 1630168]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,5.72,Made,,,,,5.0,,,,,O. Okongwu,1630168.0,2.0,,,,
59,PT07M20.00S,2026-01-12T01:51:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,89.70105124835742,50.0,1610612744,14,9,2026-01-12T01:57:19Z,590000,False,0.0,44.0,1,right,MISS J. Butler III driving Layup - blocked,"[202710, 1630700]",1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,4.43,Missed,,,,,,,,,,,,,,,Daniels,1630700.0
60,PT07M20.00S,2026-01-12T01:51:08.1Z,1,REGULAR,block,,[],1630700,,,1610612744,14,9,2026-01-12T02:01:28Z,600000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M19.00S,2026-01-12T01:51:09.1Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,14,9,2026-01-12T01:56:12Z,610000,False,,,0,,J. Butler III REBOUND (Off:1 Def:2),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,
62,PT07M18.00S,2026-01-12T01:51:11.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,94.95729303547962,4.166666666666666,1610612744,14,9,2026-01-12T01:56:26Z,620000,False,-229.0,-5.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,22.93,Missed,,,,,,,,,,,,,,,,
63,PT07M16.00S,2026-01-12T01:51:13.6Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,14,9,2026-01-12T01:56:26Z,630000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,
64,PT06M56.00S,2026-01-12T01:51:29.3Z,1,REGULAR,2pt,Jump Shot,[],1630700,7.5722733245729295,71.07843137254902,1610612737,14,9,2026-01-12T01:56:58Z,640000,False,-105.0,19.0,1,left,MISS D. Daniels 10' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,10.7,Missed,,,,,,,,,,,,,,,,
65,PT06M52.00S,2026-01-12T01:51:33.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,14,9,2026-01-12T01:56:58Z,650000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,64.0,4.0,4.0,0.0,,,,,,,,,,,,
66,PT06M42.00S,2026-01-12T01:51:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.9862023653088,49.26470588235294,1610612744,14,9,2026-01-12T01:58:20Z,660000,False,-4.0,13.0,1,right,MISS S. Curry cutting finger roll Layup,[201939],1610612744.0,GSW,cutting finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,1.39,Missed,,,,,,,,,,,,,,,,
67,PT06M41.00S,2026-01-12T01:51:44.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,14,9,2026-01-12T01:51:48Z,670000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,
68,PT06M32.00S,2026-01-12T01:51:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,10.726018396846255,41.42156862745098,1610612737,14,11,2026-01-12T01:59:03Z,680000,False,43.0,48.0,1,left,O. Okongwu 6' driving floating Jump Shot (2 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,6.46,Made,,,,,2.0,,,,,J. Johnson,1630552.0,1.0,,,,
70,PT06M25.00S,2026-01-12T01:52:04.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,11,2026-01-12T01:52:04Z,700000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,out,[],202710,,,1610612744,14,11,2026-01-12T01:54:55Z,710000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,14,11,2026-01-12T01:54:55Z,720000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,out,[],1629638,,,1610612744,14,11,2026-01-12T01:54:55Z,730000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,out,[],1630168,,,1610612744,14,11,2026-01-12T01:54:55Z,740000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,14,11,2026-01-12T01:54:55Z,750000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,14,11,2026-01-12T01:54:55Z,760000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,in,[],203468,,,1610612744,14,11,2026-01-12T01:54:55Z,770000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M25.00S,2026-01-12T01:52:10.7Z,1,REGULAR,substitution,in,[],1631243,,,1610612744,14,11,2026-01-12T01:54:55Z,780000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M13.00S,2026-01-12T01:55:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630541,70.51576872536137,72.79411764705883,1610612744,14,11,2026-01-12T01:59:54Z,790000,False,114.0,225.0,1,right,MISS M. Moody 25' pullup 3PT,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,25.2,Missed,,,,,,,,,,,,,,,,
80,PT06M12.00S,2026-01-12T01:55:23.5Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,14,11,2026-01-12T01:55:27Z,800000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,
81,PT05M58.00S,2026-01-12T01:55:38.5Z,1,REGULAR,2pt,Jump Shot,[],203468,22.421156373193167,56.127450980392155,1610612737,14,13,2026-01-12T01:55:46Z,810000,False,-31.0,158.0,1,left,C. McCollum 16' step back Jump Shot (2 PTS),[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,,,16.12,Made,,,,,2.0,,,,,,,,,,,
82,PT05M46.00S,2026-01-12T01:55:50.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,90.22667542706965,49.50980392156863,1610612744,14,13,2026-01-12T02:02:24Z,820000,False,-2.0,39.0,1,right,MISS G. Payton II driving DUNK,[1627780],1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,3.95,Missed,,,,,,,,,,,,,,,,
83,PT05M44.00S,2026-01-12T01:55:52.4Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,14,13,2026-01-12T01:55:55Z,830000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:2),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,
84,PT05M40.00S,2026-01-12T01:55:56.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,24.78646517739816,87.5,1610612737,14,16,2026-01-12T02:03:49Z,840000,False,-188.0,180.0,1,left,J. Johnson 26' 3PT running (8 PTS) (D. Daniels 2 AST),"[1630552, 1630700]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,26.03,Made,,,,,8.0,,,,,D. Daniels,1630700.0,2.0,,,,
86,PT05M30.00S,2026-01-12T01:56:08.4Z,1,REGULAR,foul,personal,[],1630249,,,1610612744,14,16,2026-01-12T01:56:37Z,860000,False,,,0,,V. Krejčí personal FOUL (2 PF),"[1630249, 203110]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Right Center,200834.0,,,,,,,,,2.0,0.0,Green,203110.0,,,,,,,
88,PT05M30.00S,2026-01-12T01:56:19.7Z,1,REGULAR,substitution,out,[],1630249,,,1610612744,14,16,2026-01-12T01:56:24Z,880000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M30.00S,2026-01-12T01:56:19.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612744,14,16,2026-01-12T01:56:24Z,890000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
