actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
75,PT07M04.00S,2026-02-10T03:24:59.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,7,17,2026-02-10T03:25:01Z,730000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,
76,PT06M56.00S,2026-02-10T03:25:06.3Z,1,REGULAR,3pt,Jump Shot,[],1641707,11.251642575558476,4.6568627450980395,1610612763,7,17,2026-02-10T03:25:15Z,740000,False,227.0,53.0,1,left,MISS T. Hendricks 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,,,,,23.29,Missed,,,,,,,,,,,,
77,PT06M54.00S,2026-02-10T03:25:13.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,7,17,2026-02-10T03:25:13Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,76.0,,,,,,,,,,,
79,PT06M54.00S,2026-02-10T03:25:15.2Z,1,REGULAR,substitution,out,[],1630541,,,1610612763,7,17,2026-02-10T03:25:21Z,770000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M54.00S,2026-02-10T03:25:15.2Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,7,17,2026-02-10T03:25:21Z,780000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M54.00S,2026-02-10T03:25:15.2Z,1,REGULAR,substitution,in,[],201143,,,1610612763,7,17,2026-02-10T03:25:21Z,790000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M54.00S,2026-02-10T03:25:15.2Z,1,REGULAR,substitution,in,[],1641764,,,1610612763,7,17,2026-02-10T03:25:21Z,800000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M48.00S,2026-02-10T03:25:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641707,25.312089356110377,14.950980392156863,1610612763,7,17,2026-02-10T03:25:41Z,810000,False,175.0,185.0,1,left,MISS T. Hendricks 25' 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,,,,,25.51,Missed,,,,,,,,,,,,
84,PT06M45.00S,2026-02-10T03:25:38.9Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,7,17,2026-02-10T03:25:43Z,820000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
85,PT06M36.00S,2026-02-10T03:25:48.2Z,1,REGULAR,3pt,Jump Shot,[],203110,89.17542706964521,95.58823529411765,1610612744,10,17,2026-02-10T03:25:52Z,830000,False,228.0,49.0,1,right,D. Green 3PT  (5 PTS) (P. Spencer 1 AST),"[203110, 1630311]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,,23.32,Made,,,,,5.0,P. Spencer,1630311.0,1.0,,,,
87,PT06M21.00S,2026-02-10T03:26:05.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642954,,,1610612763,10,17,2026-02-10T03:32:55Z,850000,False,,,0,,W. Richard personal FOUL (2 PF) (Hendricks 2 FT),"[1642954, 1641707]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,1162.0,2.0,0.0,Hendricks,1641707.0,,,,,,,,,,,,,,,
89,PT06M21.00S,2026-02-10T03:26:32.3Z,1,REGULAR,freethrow,1 of 2,[],1641707,,,1610612763,10,17,2026-02-10T03:26:32Z,870000,False,,,0,,MISS T. Hendricks Free Throw 1 of 2,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
90,PT06M21.00S,2026-02-10T03:26:32.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,10,17,2026-02-10T03:26:32Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,
91,PT06M21.00S,2026-02-10T03:26:44.1Z,1,REGULAR,freethrow,2 of 2,[],1641707,,,1610612763,10,17,2026-02-10T03:26:44Z,890000,False,,,0,,MISS T. Hendricks Free Throw 2 of 2,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
92,PT06M19.00S,2026-02-10T03:26:45.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,17,2026-02-10T03:26:45Z,900000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,
