actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
176,PT11M55.00S,2025-12-13T03:39:28.6Z,2,REGULAR,foul,personal,[],1629001,,,1610612750,27,28,2025-12-13T03:39:44Z,1730000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1630545]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,101284.0,,,,,,,,1.0,0.0,Shannon Jr.,1630545.0,,,,,,,,
179,PT11M36.00S,2025-12-13T03:39:58.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,27,28,2025-12-13T03:40:18Z,1760000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,,,,,,,,
180,PT11M21.00S,2025-12-13T03:40:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,6.915243101182654,54.65686274509803,1610612744,29,28,2025-12-13T03:40:35Z,1770000,False,-23.0,13.0,1,left,J. Butler III driving Layup (6 PTS),[202710],1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,2.64,Made,,,,,,,,,6.0,,,,,,,
181,PT11M09.00S,2025-12-13T03:40:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,86.28449408672799,52.94117647058824,1610612750,29,28,2025-12-13T03:40:51Z,1780000,False,15.0,76.0,1,right,MISS N. Reid 7' step back Shot,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,7.78,Missed,,,,,,,,,,,,,,,,
182,PT11M06.00S,2025-12-13T03:40:43.6Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,29,28,2025-12-13T03:40:51Z,1790000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,181.0,5.0,4.0,1.0,,,,,,,,,,,,
183,PT11M06.00S,2025-12-13T03:40:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.40999984741211,50.0,1610612750,29,30,2025-12-13T03:40:43Z,1800000,False,0.0,0.0,1,right,J. Randle tip Layup (11 PTS),[203944],1610612750.0,MIN,tip,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,,,,,11.0,,,,,,,
184,PT10M58.00S,2025-12-13T03:40:51.3Z,2,REGULAR,3pt,Jump Shot,[],1641764,32.670827858081466,59.55882352941176,1610612744,29,30,2025-12-13T03:41:39Z,1810000,False,-48.0,255.0,1,left,MISS B. Podziemski 25' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,25.9,Missed,,,,,,,,,,,,,,,,
185,PT10M55.00S,2025-12-13T03:40:54.3Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,30,2025-12-13T03:40:57Z,1820000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,
186,PT10M49.00S,2025-12-13T03:41:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,93.77463863337714,55.392156862745104,1610612750,29,30,2025-12-13T03:57:14Z,1830000,False,27.0,6.0,1,right,MISS T. Shannon Jr. driving Layup,[1630545],1610612750.0,MIN,driving,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,,,2.77,Missed,,,,,,,,,,,,,,,,
187,PT10M47.00S,2025-12-13T03:41:03.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612744,29,30,2025-12-13T03:41:06Z,1840000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,
188,PT10M42.00S,2025-12-13T03:41:08.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,6.701708278580814,55.12408088235294,1610612744,31,30,2025-12-13T03:41:26Z,1850000,False,-26.0,10.0,1,left,D. Melton running Layup (2 PTS) (B. Hield 1 AST),"[1629001, 1627741]",1610612744.0,GSW,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,2.77,Made,,,,,,,,,2.0,B. Hield,1627741.0,1.0,,,,
189,PT10M29.00S,2025-12-13T03:41:21.2Z,2,REGULAR,3pt,Jump Shot,[],1629675,73.14388961892247,13.23529411764706,1610612750,31,33,2025-12-13T03:41:25Z,1860000,False,-184.0,200.0,1,right,N. Reid 27' 3PT  (7 PTS) (J. Randle 1 AST),"[1629675, 203944]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,27.16,Made,,,,,,,,,7.0,J. Randle,203944.0,1.0,,,,
192,PT10M14.00S,2025-12-13T03:41:35.8Z,2,REGULAR,3pt,Jump Shot,[],1629001,25.04927726675427,15.441176470588236,1610612744,31,33,2025-12-13T03:41:46Z,1880000,False,173.0,183.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,25.17,Missed,,,,,,,,,,,,,,,,
193,PT10M13.00S,2025-12-13T03:41:36.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,31,33,2025-12-13T03:41:46Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,192.0,,,,,,,,,,,,,,,
194,PT10M13.00S,2025-12-13T03:41:44.1Z,2,REGULAR,foul,personal,[],1641740,,,1610612744,31,33,2025-12-13T03:41:51Z,1900000,False,,,0,,J. Clark loose ball personal FOUL (1 PF),"[1641740, 1642366]",1610612750.0,MIN,loose ball,,,Clark,J. Clark,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,1.0,0.0,Post,1642366.0,,,,,,,,
196,PT10M06.00S,2025-12-13T03:42:01.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642366,24.392247043363994,10.784313725490197,1610612744,34,33,2025-12-13T03:42:06Z,1920000,False,196.0,177.0,1,left,Q. Post 26' 3PT  (3 PTS) (B. Hield 2 AST),"[1642366, 1627741]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,26.4,Made,,,,,,,,,3.0,B. Hield,1627741.0,2.0,,,,
198,PT09M56.00S,2025-12-13T03:42:13.9Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612750,34,33,2025-12-13T03:42:21Z,1940000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[1629001, 1628978]",1610612744.0,GSW,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,2.0,0.0,DiVincenzo,1628978.0,,,,,,,,
200,PT09M56.00S,2025-12-13T03:42:35.3Z,2,REGULAR,freethrow,1 of 2,[],1628978,,,1610612750,34,33,2025-12-13T03:42:35Z,1960000,False,,,0,,MISS D. DiVincenzo Free Throw 1 of 2,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
201,PT09M56.00S,2025-12-13T03:42:35.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,34,33,2025-12-13T03:42:35Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
202,PT09M56.00S,2025-12-13T03:42:45.9Z,2,REGULAR,freethrow,2 of 2,[],1628978,,,1610612750,34,34,2025-12-13T03:42:45Z,1980000,False,,,0,,D. DiVincenzo Free Throw 2 of 2 (3 PTS),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
203,PT09M34.00S,2025-12-13T03:43:09.8Z,2,REGULAR,2pt,Jump Shot,[],202710,9.280551905387648,11.27450980392157,1610612744,34,34,2025-12-13T03:43:22Z,1990000,False,194.0,35.0,1,left,MISS J. Butler III 19' Jump Shot,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Right,,,19.67,Missed,,,,,,,,,,,,,,,,
204,PT09M30.00S,2025-12-13T03:43:13.8Z,2,REGULAR,rebound,defensive,[],1630545,,,1610612750,34,34,2025-12-13T03:43:22Z,2000000,False,,,0,,T. Shannon Jr. REBOUND (Off:0 Def:1),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,16-24 Right,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,
205,PT09M20.00S,2025-12-13T03:43:24.3Z,2,REGULAR,3pt,Jump Shot,[],1629675,93.9060446780552,3.9215686274509802,1610612750,34,37,2025-12-13T03:43:30Z,2010000,False,-230.0,5.0,1,right,N. Reid 3PT  (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,23.04,Made,,,,,,,,,10.0,,,,,,,
206,PT09M18.00S,2025-12-13T03:43:28.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,34,37,2025-12-13T03:43:28Z,2020000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M18.00S,2025-12-13T03:46:01.0Z,2,REGULAR,substitution,out,[],1642366,,,1610612744,34,37,2025-12-13T03:46:29Z,2030000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M18.00S,2025-12-13T03:46:01.0Z,2,REGULAR,substitution,in,[],1631218,,,1610612744,34,37,2025-12-13T03:46:29Z,2040000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M03.00S,2025-12-13T03:46:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.440867279894875,43.872549019607845,1610612744,36,37,2025-12-13T03:47:53Z,2050000,False,31.0,17.0,1,left,J. Butler III driving Layup (8 PTS),[202710],1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,3.52,Made,,,,,,,,,8.0,,,,,,,
213,PT08M43.00S,2025-12-13T03:47:06.1Z,2,REGULAR,2pt,Jump Shot,[],203944,88.25558475689881,28.676470588235293,1610612750,36,37,2025-12-13T03:48:18Z,2060000,False,-107.0,58.0,1,right,MISS J. Randle 12' bank Shot,[203944],1610612750.0,MIN,bank,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,12.13,Missed,,,,,,,,,,,,,,,,
214,PT08M43.00S,2025-12-13T03:47:06.1Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,36,37,2025-12-13T03:47:15Z,2070000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,
215,PT08M37.00S,2025-12-13T03:47:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1630545,,,1610612744,36,37,2025-12-13T03:47:22Z,2080000,False,,,0,,T. Shannon Jr. shooting personal FOUL (1 PF) (Melton 2 FT),"[1630545, 1629001]",1610612750.0,MIN,shooting,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),8-16 Center,202056.0,,,,,,,,1.0,0.0,Melton,1629001.0,,,,,,,,
217,PT08M37.00S,2025-12-13T03:47:35.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629001,,,1610612744,36,37,2025-12-13T03:48:56Z,2100000,False,,,0,,MISS D. Melton Free Throw 1 of 2,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
218,PT08M37.00S,2025-12-13T03:47:35.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,36,37,2025-12-13T03:48:56Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,
219,PT08M37.00S,2025-12-13T03:47:36.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612744,36,37,2025-12-13T03:47:44Z,2120000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M37.00S,2025-12-13T03:47:36.4Z,2,REGULAR,substitution,out,[],1641740,,,1610612744,36,37,2025-12-13T03:47:44Z,2130000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M37.00S,2025-12-13T03:47:36.4Z,2,REGULAR,substitution,in,[],203497,,,1610612744,36,37,2025-12-13T03:47:44Z,2140000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M37.00S,2025-12-13T03:47:36.4Z,2,REGULAR,substitution,in,[],1630183,,,1610612744,36,37,2025-12-13T03:47:44Z,2150000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M37.00S,2025-12-13T03:47:35.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629001,,,1610612744,37,37,2025-12-13T03:48:56Z,2160000,False,,,0,,D. Melton Free Throw 2 of 2 (3 PTS),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
224,PT08M22.00S,2025-12-13T03:48:17.5Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612750,37,37,2025-12-13T03:48:25Z,2170000,False,,,0,,D. Melton shooting personal FOUL (3 PF) (Gobert 2 FT),"[1629001, 203497]",1610612744.0,GSW,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,101284.0,,,,,,,,3.0,0.0,Gobert,203497.0,,,,,,,,
226,PT08M22.00S,2025-12-13T03:48:44.3Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,37,38,2025-12-13T03:49:37Z,2190000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,Made,,,,,,,,,5.0,,,,,,,
227,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,out,[],1641764,,,1610612750,37,38,2025-12-13T03:49:12Z,2200000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612750,37,38,2025-12-13T03:49:12Z,2210000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,out,[],202710,,,1610612750,37,38,2025-12-13T03:49:12Z,2220000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,out,[],1631218,,,1610612750,37,38,2025-12-13T03:49:12Z,2230000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,in,[],1630611,,,1610612750,37,38,2025-12-13T03:49:12Z,2240000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,in,[],1642366,,,1610612750,37,38,2025-12-13T03:49:12Z,2250000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,in,[],201939,,,1610612750,37,38,2025-12-13T03:49:12Z,2260000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M22.00S,2025-12-13T03:48:45.0Z,2,REGULAR,substitution,in,[],1630311,,,1610612750,37,38,2025-12-13T03:49:12Z,2270000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M22.00S,2025-12-13T03:48:44.3Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,37,38,2025-12-13T03:49:37Z,2280000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
236,PT08M20.00S,2025-12-13T03:48:46.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612744,37,38,2025-12-13T03:49:37Z,2290000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,
237,PT08M05.00S,2025-12-13T03:49:47.1Z,2,REGULAR,3pt,Jump Shot,[],1642366,3.235873850197109,94.6078431372549,1610612744,37,38,2025-12-13T03:49:53Z,2300000,False,-223.0,-22.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,,,22.41,Missed,,,,,,,,,,,,,,,,
238,PT08M02.00S,2025-12-13T03:49:50.1Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,37,38,2025-12-13T03:58:56Z,2310000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,237.0,2.0,1.0,1.0,,,,,,,,,,,,
239,PT07M59.00S,2025-12-13T03:49:53.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642366,5.732588699080158,94.11764705882352,1610612744,40,38,2025-12-13T03:49:57Z,2320000,False,-221.0,1.0,1,left,Q. Post 3PT  (6 PTS) (S. Curry 1 AST),"[1642366, 201939]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,,,22.06,Made,,,,,,,,,6.0,S. Curry,201939.0,1.0,,,,
241,PT07M50.00S,2025-12-13T03:50:04.3Z,2,REGULAR,2pt,Jump Shot,[],1630183,75.50919842312747,60.5392156862745,1610612750,40,40,2025-12-13T03:50:13Z,2340000,False,53.0,178.0,1,right,J. McDaniels 18' pullup Jump Shot (6 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,18.53,Made,,,,,,,,,6.0,,,,,,,
243,PT07M32.00S,2025-12-13T03:50:42.3Z,2,REGULAR,3pt,Jump Shot,[],1642366,26.62614980289093,83.33333333333334,1610612744,40,40,2025-12-13T03:50:48Z,2360000,False,-167.0,198.0,1,left,MISS Q. Post 25' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,25.87,Missed,,,,,,,,,,,,,,,,
244,PT07M29.00S,2025-12-13T03:50:45.3Z,2,REGULAR,rebound,defensive,[],1630545,,,1610612750,40,40,2025-12-13T04:00:57Z,2370000,False,,,0,,T. Shannon Jr. REBOUND (Off:0 Def:2),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Left Center,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,
293,PT07M29.00S,2025-12-13T03:50:46.2Z,2,REGULAR,turnover,lost ball,[],1630545,,,1610612750,40,40,2025-12-13T04:09:49Z,2375000,False,,,0,,T. Shannon Jr. lost ball TURNOVER (1 TO),"[1630545, 1630311]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Spencer,1630311.0
294,PT07M29.00S,2025-12-13T03:50:46.2Z,2,REGULAR,steal,,[],1630311,,,1610612744,40,40,2025-12-13T04:01:43Z,2377500,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT07M25.00S,2025-12-13T03:50:50.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,4.681340341655716,95.83333333333334,1610612744,43,40,2025-12-13T04:01:43Z,2380000,False,-229.0,-8.0,1,left,B. Hield 3PT  (3 PTS) (S. Curry 2 AST),"[1627741, 201939]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,22.94,Made,,,,,,,,,3.0,S. Curry,201939.0,2.0,,,,
247,PT07M17.00S,2025-12-13T03:51:02.0Z,2,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612750,43,40,2025-12-13T03:51:32Z,2400000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Randle 2 FT),"[1630611, 203944]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Mid-Range,16-24 Center,1628951.0,,,,,,,,1.0,0.0,Randle,203944.0,,,,,,,,
249,PT07M17.00S,2025-12-13T03:51:32.8Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,43,41,2025-12-13T03:51:32Z,2420000,False,,,0,,J. Randle Free Throw 1 of 2 (12 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,Made,,,,,,,,,12.0,,,,,,,
250,PT07M17.00S,2025-12-13T03:51:50.0Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,43,42,2025-12-13T03:51:50Z,2430000,False,,,0,,J. Randle Free Throw 2 of 2 (13 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,Made,,,,,,,,,13.0,,,,,,,
251,PT06M59.00S,2025-12-13T03:52:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642366,7.440867279894875,39.21568627450981,1610612744,45,42,2025-12-13T03:52:19Z,2440000,False,54.0,17.0,1,left,Q. Post floating Jump Shot (8 PTS) (S. Curry 3 AST),"[1642366, 201939]",1610612744.0,GSW,floating,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,5.66,Made,,,,,,,,,8.0,S. Curry,201939.0,3.0,,,,
253,PT06M46.00S,2025-12-13T03:52:22.3Z,2,REGULAR,3pt,Jump Shot,[],1628978,70.77858081471747,77.69607843137256,1610612750,45,42,2025-12-13T03:52:27Z,2460000,False,138.0,222.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,26.18,Missed,,,,,,,,,,,,,,,,
254,PT06M43.00S,2025-12-13T03:52:25.3Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,45,42,2025-12-13T03:52:27Z,2470000,False,,,0,,P. Spencer REBOUND (Off:0 Def:3),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,253.0,3.0,3.0,0.0,,,,,,,,,,,,
255,PT06M38.00S,2025-12-13T03:52:30.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,24.26084099868594,86.76470588235294,1610612744,48,42,2025-12-13T03:53:22Z,2480000,False,-184.0,176.0,1,left,B. Hield 25' 3PT running pullup (6 PTS) (P. Spencer 2 AST),"[1627741, 1630311]",1610612744.0,GSW,running pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,25.42,Made,,,,,,,,,6.0,P. Spencer,1630311.0,2.0,,,,
257,PT06M33.00S,2025-12-13T03:52:42.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.5407358738502,49.754901960784316,1610612750,48,44,2025-12-13T03:53:38Z,2500000,False,-1.0,27.0,1,right,R. Gobert cutting DUNK (7 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,2.7,Made,,,,,,,,,7.0,J. McDaniels,1630183.0,1.0,,,,
259,PT06M33.00S,2025-12-13T03:52:44.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630311,,,1610612750,48,44,2025-12-13T03:52:52Z,2520000,False,,,0,,P. Spencer shooting personal FOUL (2 PF) (Gobert 1 FT),"[1630311, 203497]",1610612744.0,GSW,shooting,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,,
261,PT06M33.00S,2025-12-13T03:52:53.2Z,2,REGULAR,substitution,out,[],203944,,,1610612750,48,44,2025-12-13T03:53:22Z,2540000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M33.00S,2025-12-13T03:52:53.2Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,48,44,2025-12-13T03:53:22Z,2550000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M33.00S,2025-12-13T03:53:22.3Z,2,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,48,45,2025-12-13T03:53:22Z,2560000,False,,,0,,R. Gobert Free Throw 1 of 1 (8 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,Made,,,,,,,,,8.0,,,,,,,
264,PT06M21.00S,2025-12-13T03:53:34.9Z,2,REGULAR,3pt,Jump Shot,[],201939,29.38567674113009,7.598039215686274,1610612744,48,45,2025-12-13T03:54:22Z,2570000,False,212.0,224.0,1,left,MISS S. Curry 30' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,30.82,Missed,,,,,,,,,,,,,,,,
