actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
433,PT07M18.00S,2026-04-03T03:32:31.2Z,3,REGULAR,3pt,Jump Shot,[],203110,72.88107752956637,81.61764705882352,1610612744,56,65,2026-04-03T03:32:35Z,4210000,False,158.0,202.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
434,PT07M15.00S,2026-04-03T03:32:34.2Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,56,65,2026-04-03T03:32:35Z,4220000,False,,,0,,J. Allen REBOUND (Off:1 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,433.0,9.0,8.0,1.0,,,,,,,,,,,,,,
435,PT07M09.00S,2026-04-03T03:32:40.6Z,3,REGULAR,3pt,Jump Shot,[],201935,34.773324572930356,59.55882352941176,1610612739,56,68,2026-04-03T03:34:06Z,4230000,False,-48.0,274.0,1,left,J. Harden 27' 3PT step back (13 PTS),[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.85,Made,,,,,,,,,,,13.0,,,,,,,
436,PT06M49.00S,2026-04-03T03:32:59.9Z,3,REGULAR,3pt,Jump Shot,[],1643018,78.9257555847569,9.558823529411764,1610612744,59,68,2026-04-03T03:33:06Z,4240000,False,-202.0,146.0,1,right,L. Cryer 24' 3PT  (3 PTS),[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Left Center,24.92,Made,,,,,,,,,,,3.0,,,,,,,
437,PT06M32.00S,2026-04-03T03:33:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,12.171484888304862,54.166666666666664,1610612739,59,70,2026-04-03T03:33:23Z,4250000,False,-21.0,62.0,1,left,M. Strus 6' driving Layup (16 PTS),[1629622],1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,,,,,,,16.0,,,,,,,
438,PT06M23.00S,2026-04-03T03:33:26.7Z,3,REGULAR,3pt,Jump Shot,[],1643018,65.78515111695138,52.450980392156865,1610612744,62,70,2026-04-03T03:33:36Z,4260000,False,12.0,269.0,1,right,L. Cryer 26' 3PT  (6 PTS) (D. Green 6 AST),"[1643018, 203110]",1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Center,26.94,Made,,,,,,,,,,,6.0,D. Green,203110.0,6.0,,,,
440,PT05M58.00S,2026-04-03T03:33:50.4Z,3,REGULAR,3pt,Jump Shot,[],201935,32.14520367936925,22.54901960784314,1610612739,62,70,2026-04-03T03:35:01Z,4280000,False,137.0,250.0,1,left,MISS J. Harden 28' step back 3PT,[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
441,PT05M55.00S,2026-04-03T03:33:53.4Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,62,70,2026-04-03T03:33:55Z,4290000,False,,,0,,G. Payton II REBOUND (Off:2 Def:5),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,440.0,7.0,5.0,2.0,,,,,,,,,,,,,,
442,PT05M47.00S,2026-04-03T03:34:02.1Z,3,REGULAR,3pt,Jump Shot,[],1643018,67.09921156373193,37.00980392156863,1610612744,65,70,2026-04-03T03:34:07Z,4300000,False,-65.0,257.0,1,right,L. Cryer 26' 3PT  (9 PTS) (D. Green 7 AST),"[1643018, 203110]",1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Center,26.49,Made,,,,,,,,,,,9.0,D. Green,203110.0,7.0,,,,
444,PT05M46.00S,2026-04-03T03:34:07.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,65,70,2026-04-03T03:34:07Z,4320000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,out,[],1642954,,,1610612739,65,70,2026-04-03T03:37:18Z,4330000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,out,[],1629622,,,1610612739,65,70,2026-04-03T03:37:18Z,4340000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,65,70,2026-04-03T03:37:18Z,4350000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,in,[],1630311,,,1610612739,65,70,2026-04-03T03:37:18Z,4360000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,in,[],1631165,,,1610612739,65,70,2026-04-03T03:37:18Z,4370000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M46.00S,2026-04-03T03:36:24.3Z,3,REGULAR,substitution,in,[],203471,,,1610612739,65,70,2026-04-03T03:37:18Z,4380000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M33.00S,2026-04-03T03:37:40.1Z,3,REGULAR,3pt,Jump Shot,[],1630241,27.283180026281208,13.23529411764706,1610612739,65,70,2026-04-03T03:37:43Z,4390000,False,184.0,204.0,1,left,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,27.46,Missed,,,,,,,,,,,,,,,,,,
452,PT05M30.00S,2026-04-03T03:37:42.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,65,70,2026-04-03T03:37:42Z,4400000,False,,,0,,D. Green REBOUND (Off:2 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,451.0,8.0,6.0,2.0,,,,,,,,,,,,,,
453,PT05M24.00S,2026-04-03T03:37:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630311,88.25558475689881,3.431372549019608,1610612744,68,70,2026-04-03T03:38:21Z,4410000,False,-233.0,58.0,1,right,P. Spencer 3PT step back (10 PTS),[1630311],1610612744.0,GSW,step back,,,Spencer,P. Spencer,,,,,Left Corner 3,24+ Left,23.99,Made,,,,,,,,,,,10.0,,,,,,,
454,PT05M08.00S,2026-04-03T03:38:04.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,11.514454664914586,34.80392156862745,1610612739,68,72,2026-04-03T03:38:37Z,4420000,False,76.0,56.0,1,left,E. Mobley 9' driving bank Hook (8 PTS) (D. Schröder 3 AST),"[1630596, 203471]",1610612739.0,CLE,driving bank,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,9.42,Made,,,,,,,,,,,8.0,D. Schröder,203471.0,3.0,,,,
456,PT04M57.00S,2026-04-03T03:38:18.1Z,3,REGULAR,foul,personal,[],203471,,,1610612744,68,72,2026-04-03T03:38:33Z,4440000,False,,,0,,D. Schröder personal FOUL (2 PF),"[203471, 1630611]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,2.0,0.0,Santos,1630611.0,,,,,,,,
458,PT04M57.00S,2026-04-03T03:38:31.6Z,3,REGULAR,substitution,out,[],1630596,,,1610612744,68,72,2026-04-03T03:38:36Z,4460000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M57.00S,2026-04-03T03:38:31.6Z,3,REGULAR,substitution,in,[],1628418,,,1610612744,68,72,2026-04-03T03:38:36Z,4470000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M44.00S,2026-04-03T03:38:53.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,85.89027595269383,63.23529411764706,1610612744,70,72,2026-04-03T03:39:14Z,4480000,False,66.0,80.0,1,right,P. Spencer 10' step back Jump Shot (12 PTS),[1630311],1610612744.0,GSW,step back,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Right,10.39,Made,,,,,,,,,,,12.0,,,,,,,
461,PT04M23.00S,2026-04-03T03:39:13.4Z,3,REGULAR,3pt,Jump Shot,[],1631165,22.28975032851511,4.6568627450980395,1610612739,70,72,2026-04-03T03:39:20Z,4490000,False,227.0,157.0,1,left,MISS K. Ellis 27' 3PT - blocked,"[1631165, 203110]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,Green,203110.0
462,PT04M23.00S,2026-04-03T03:39:13.4Z,3,REGULAR,block,,[],203110,,,1610612739,70,72,2026-04-03T03:39:17Z,4500000,False,,,0,,D. Green BLOCK (3 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
463,PT04M18.00S,2026-04-03T03:39:18.4Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,70,72,2026-04-03T03:39:20Z,4510000,False,,,0,,G. Payton II REBOUND (Off:2 Def:6),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,461.0,8.0,6.0,2.0,,,,,,,,,,,,,,
464,PT04M15.00S,2026-04-03T03:39:21.6Z,3,REGULAR,3pt,Jump Shot,[],1627780,68.01905387647832,35.53921568627451,1610612744,70,72,2026-04-03T03:39:26Z,4520000,False,-72.0,248.0,1,right,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
465,PT04M12.00S,2026-04-03T03:39:24.6Z,3,REGULAR,rebound,defensive,[],1628418,,,1610612739,70,72,2026-04-03T03:39:26Z,4530000,False,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,464.0,3.0,3.0,0.0,,,,,,,,,,,,,,
466,PT04M06.00S,2026-04-03T03:39:30.9Z,3,REGULAR,3pt,Jump Shot,[],203471,34.247700394218136,35.53921568627451,1610612739,70,72,2026-04-03T03:40:29Z,4540000,False,72.0,269.0,1,left,MISS D. Schröder 27' pullup 3PT,[203471],1610612739.0,CLE,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,27.89,Missed,,,,,,,,,,,,,,,,,,
467,PT04M03.00S,2026-04-03T03:39:33.9Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,70,72,2026-04-03T03:39:36Z,4550000,False,,,0,,G. Payton II REBOUND (Off:2 Def:7),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,466.0,9.0,7.0,2.0,,,,,,,,,,,,,,
468,PT03M46.00S,2026-04-03T03:39:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,92.19776609724047,51.225490196078425,1610612744,72,72,2026-04-03T03:39:59Z,4560000,False,6.0,21.0,1,right,G. Santos driving Layup (15 PTS) (G. Payton II 1 AST),"[1630611, 1627780]",1610612744.0,GSW,driving,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,,,15.0,G. Payton II,1627780.0,1.0,,,,
470,PT03M32.00S,2026-04-03T03:40:07.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,15.982260183968464,52.20588235294118,1610612739,72,74,2026-04-03T03:41:38Z,4580000,False,-11.0,98.0,1,left,D. Schröder 9' driving floating Jump Shot (7 PTS) (K. Ellis 2 AST),"[203471, 1631165]",1610612739.0,CLE,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,9.83,Made,,,,,,,,,,,7.0,K. Ellis,1631165.0,2.0,,,,
472,PT03M32.00S,2026-04-03T03:40:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630611,,,1610612739,72,74,2026-04-03T03:40:49Z,4600000,False,,,0,,G. Santos shooting personal FOUL (4 PF) (Schröder 1 FT),"[1630611, 203471]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,4.0,0.0,Schröder,203471.0,,,,,,,,
474,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,out,[],1630611,,,1610612739,72,74,2026-04-03T03:40:42Z,4620000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,out,[],1643018,,,1610612739,72,74,2026-04-03T03:40:42Z,4630000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,out,[],203110,,,1610612739,72,74,2026-04-03T03:40:42Z,4640000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,out,[],201935,,,1610612739,72,74,2026-04-03T03:40:42Z,4650000,False,,,0,,SUB out: J. Harden,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,in,[],1641764,,,1610612739,72,74,2026-04-03T03:40:42Z,4660000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,in,[],1629001,,,1610612739,72,74,2026-04-03T03:40:42Z,4670000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,in,[],204001,,,1610612739,72,74,2026-04-03T03:40:42Z,4680000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M32.00S,2026-04-03T03:40:21.3Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,72,74,2026-04-03T03:40:42Z,4690000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M32.00S,2026-04-03T03:40:51.0Z,3,REGULAR,freethrow,1 of 1,[],203471,,,1610612739,72,75,2026-04-03T03:40:51Z,4700000,False,,,0,,D. Schröder Free Throw 1 of 1 (8 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
483,PT03M19.00S,2026-04-03T03:41:06.4Z,3,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612744,72,75,2026-04-03T03:41:30Z,4710000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1628378, 204001]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202037.0,2.0,0.0,Porziņģis,204001.0,,,,,,,,
485,PT03M19.00S,2026-04-03T03:41:35.0Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612744,73,75,2026-04-03T04:41:23Z,4726250,False,,,0,,K. Porziņģis Free Throw 1 of 2 (9 PTS),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
488,PT03M19.00S,2026-04-03T03:41:35.0Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612744,74,75,2026-04-03T04:41:23Z,4729375,False,,,0,,K. Porziņģis Free Throw 2 of 2 (10 PTS),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
508,PT03M19.00S,2026-04-03T03:41:52.9Z,3,REGULAR,substitution,out,[],1627780,,,1610612739,74,75,2026-04-03T04:41:23Z,4732500,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M19.00S,2026-04-03T03:41:52.9Z,3,REGULAR,substitution,in,[],1642954,,,1610612739,74,75,2026-04-03T04:41:23Z,4733750,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M11.00S,2026-04-03T03:42:10.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,32.802233902759525,65.68627450980392,1610612739,74,78,2026-04-03T04:40:40Z,4734375,False,-78.0,256.0,1,left,D. Mitchell 26' 3PT  (17 PTS) (D. Schröder 4 AST),"[1628378, 203471]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.75,Made,,,,,,,,,,,17.0,D. Schröder,203471.0,4.0,,,,
491,PT02M46.00S,2026-04-03T03:42:31.1Z,3,REGULAR,3pt,Jump Shot,[],1630311,96.92838370565046,99.50980392156863,1610612744,74,78,2026-04-03T03:42:36Z,4790000,False,248.0,-24.0,1,right,MISS P. Spencer 24' 3PT,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Right Corner 3,24+ Right,24.86,Missed,,,,,,,,,,,,,,,,,,
492,PT02M42.00S,2026-04-03T03:42:35.1Z,3,REGULAR,rebound,defensive,[],203471,,,1610612739,74,78,2026-04-03T03:42:36Z,4800000,False,,,0,,D. Schröder REBOUND (Off:1 Def:1),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,491.0,2.0,1.0,1.0,,,,,,,,,,,,,,
493,PT02M37.00S,2026-04-03T03:42:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,11.777266754270697,54.166666666666664,1610612739,74,78,2026-04-03T03:43:49Z,4810000,False,-21.0,58.0,1,left,MISS D. Schröder 6' driving Layup,[203471],1610612739.0,CLE,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
494,PT02M35.00S,2026-04-03T03:42:42.4Z,3,REGULAR,rebound,defensive,[],204001,,,1610612744,74,78,2026-04-03T03:42:48Z,4820000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:1),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,493.0,3.0,1.0,2.0,,,,,,,,,,,,,,
495,PT02M33.00S,2026-04-03T03:42:46.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628418,,,1610612744,74,78,2026-04-03T03:43:04Z,4830000,False,,,0,,T. Bryant personal FOUL (1 PF) (Podziemski 2 FT),"[1628418, 1641764]",1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Left Center,,,,,,,,201639.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,
497,PT02M33.00S,2026-04-03T03:43:26.0Z,3,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,75,78,2026-04-03T03:43:26Z,4850000,False,,,0,,B. Podziemski Free Throw 1 of 2 (10 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
498,PT02M33.00S,2026-04-03T03:43:43.5Z,3,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,76,78,2026-04-03T03:43:43Z,4860000,False,,,0,,B. Podziemski Free Throw 2 of 2 (11 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
499,PT02M24.00S,2026-04-03T03:44:20.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,35.167542706964525,34.31372549019608,1610612739,76,78,2026-04-03T03:44:27Z,4870000,False,78.0,278.0,1,left,MISS D. Mitchell 28' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,28.89,Missed,,,,,,,,,,,,,,,,,,
500,PT02M24.00S,2026-04-03T03:44:20.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612744,76,78,2026-04-03T03:44:27Z,4880000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:2),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,499.0,4.0,2.0,2.0,,,,,,,,,,,,,,
501,PT02M06.00S,2026-04-03T03:44:38.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,86.28449408672799,47.30392156862745,1610612744,78,78,2026-04-03T03:46:05Z,4890000,False,-13.0,76.0,1,right,K. Porziņģis 7' driving Hook (12 PTS),[204001],1610612744.0,GSW,driving,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,7.76,Made,,,,,,,,,,,12.0,,,,,,,
502,PT01M54.00S,2026-04-03T03:44:49.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,16.113666228646515,50.49019607843137,1610612739,78,78,2026-04-03T03:47:39Z,4900000,False,-2.0,99.0,1,left,MISS D. Mitchell 9' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
503,PT01M51.00S,2026-04-03T03:44:52.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612744,78,78,2026-04-03T03:44:56Z,4910000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:3),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,502.0,5.0,3.0,2.0,,,,,,,,,,,,,,
504,PT01M37.00S,2026-04-03T03:45:06.8Z,3,REGULAR,3pt,Jump Shot,[],1629001,86.41590013140605,2.696078431372549,1610612744,78,78,2026-04-03T03:45:16Z,4920000,False,-237.0,75.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,24.82,Missed,,,,,,,,,,,,,,,,,,
505,PT01M37.00S,2026-04-03T03:45:06.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,78,78,2026-04-03T03:51:03Z,4930000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Left Corner 3,24+ Left,,,504.0,,,,,,,,,,,,,,,,,
506,PT01M37.00S,2026-04-03T03:45:15.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612739,78,78,2026-04-03T03:51:03Z,4940000,False,,,0,,K. Porziņģis loose ball personal FOUL (4 PF) (Mitchell 2 FT),"[204001, 1628378]",1610612744.0,GSW,loose ball,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201639.0,4.0,0.0,Mitchell,1628378.0,,,,,,,,
513,PT01M37.00S,2026-04-03T03:47:11.0Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,78,79,2026-04-03T03:51:27Z,4975000,False,,,0,,D. Mitchell Free Throw 1 of 2 (18 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
514,PT01M37.00S,2026-04-03T03:47:11.0Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,78,80,2026-04-03T03:51:27Z,4977500,False,,,0,,D. Mitchell Free Throw 2 of 2 (19 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
515,PT01M16.00S,2026-04-03T03:48:47.2Z,3,REGULAR,3pt,Jump Shot,[],1642954,89.04402102496715,2.450980392156863,1610612744,78,80,2026-04-03T03:49:07Z,4980000,False,-238.0,50.0,1,right,MISS W. Richard 24' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,,,,,,,,,,,
516,PT01M13.00S,2026-04-03T03:48:50.0Z,3,REGULAR,rebound,offensive,[],1630311,,,1610612744,78,80,2026-04-03T03:48:50Z,4990000,False,,,0,,P. Spencer REBOUND (Off:1 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Left Corner 3,24+ Left,,,515.0,1.0,0.0,1.0,,,,,,,,,,,,,,
517,PT01M11.00S,2026-04-03T03:48:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,84.05059132720105,51.470588235294116,1610612744,80,80,2026-04-03T03:52:36Z,5000000,False,7.0,97.0,1,right,K. Porziņģis 9' driving Layup (14 PTS) (P. Spencer 2 AST),"[204001, 1630311]",1610612744.0,GSW,driving,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,,,,,,,,,,,14.0,P. Spencer,1630311.0,2.0,,,,
519,PT01M00.00S,2026-04-03T03:49:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.543363994743759,44.85294117647059,1610612739,80,82,2026-04-03T03:55:17Z,5020000,False,26.0,37.0,1,left,D. Mitchell driving Layup (21 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,,,,,,,,,21.0,,,,,,,
