actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT11M01.00S,2026-03-11T02:12:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,93.51182654402102,44.85294117647059,1610612741,2,0,2026-03-11T02:12:38Z,150000,False,-26.0,8.0,1,right,MISS L. Miller driving Layup,[1631159],1610612741.0,CHI,driving,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.71,,,,,,,,,,,,
16,PT10M57.00S,2026-03-11T02:12:37.3Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,2,0,2026-03-11T02:12:37Z,160000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,
17,PT10M50.00S,2026-03-11T02:12:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631159,95.0886990801577,3.431372549019608,1610612741,2,0,2026-03-11T02:12:48Z,170000,False,-233.0,-6.0,1,right,MISS L. Miller 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.29,,,,,,,,,,,,
18,PT10M47.00S,2026-03-11T02:12:46.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,0,2026-03-11T02:12:48Z,180000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,
19,PT10M34.00S,2026-03-11T02:12:59.7Z,1,REGULAR,3pt,Jump Shot,[],203110,32.276609724047304,34.55882352941176,1610612744,5,0,2026-03-11T02:13:04Z,190000,False,77.0,251.0,1,left,D. Green 26' 3PT  (3 PTS) (B. Podziemski 1 AST),"[203110, 1641764]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,26.25,,,,,,,B. Podziemski,1641764.0,1.0,,,
21,PT10M20.00S,2026-03-11T02:13:13.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,70.12155059132719,22.30392156862745,1610612741,5,3,2026-03-11T02:13:17Z,210000,False,-138.0,228.0,1,right,J. Smith 26' 3PT  (3 PTS) (J. Giddey 1 AST),"[1630188, 1630581]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.71,,,,,,,J. Giddey,1630581.0,1.0,,,
23,PT10M00.00S,2026-03-11T02:13:33.5Z,1,REGULAR,3pt,Jump Shot,[],1642954,27.283180026281208,17.15686274509804,1610612744,5,3,2026-03-11T02:13:38Z,230000,False,164.0,204.0,1,left,MISS W. Richard 26' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.19,,,,,,,,,,,,
24,PT09M59.00S,2026-03-11T02:13:34.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,5,3,2026-03-11T02:13:38Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,23.0,,,,,,,,,
26,PT09M34.00S,2026-03-11T02:14:41.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,5,3,2026-03-11T02:14:49Z,260000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,202056.0,,,,,,,,,,,,,,,,,,,
27,PT09M22.00S,2026-03-11T02:15:09.4Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,5,3,2026-03-11T02:15:14Z,270000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,1628953.0,,,,,,,,,,,,,,,,,1.0,,
28,PT09M12.00S,2026-03-11T02:15:30.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,65.78515111695138,40.44117647058824,1610612741,5,3,2026-03-11T02:15:34Z,280000,False,-48.0,269.0,1,right,MISS J. Smith 27' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.33,,,,,,,,,,,,
29,PT09M10.00S,2026-03-11T02:15:32.8Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,5,3,2026-03-11T02:15:34Z,290000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
30,PT09M00.00S,2026-03-11T02:15:43.9Z,1,REGULAR,3pt,Jump Shot,[],1630611,32.933639947437584,41.42156862745098,1610612744,8,3,2026-03-11T02:15:49Z,300000,False,43.0,257.0,1,left,G. Santos 26' 3PT bank (3 PTS) (A. Horford 1 AST),"[1630611, 201143]",1610612744.0,GSW,bank,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,26.07,,,,,,,A. Horford,201143.0,1.0,,,
32,PT08M58.00S,2026-03-11T02:15:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,3,2026-03-11T02:18:55Z,320000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2026-03-11T02:18:05.3Z,1,REGULAR,substitution,out,[],1630611,,,1610612741,8,3,2026-03-11T02:18:47Z,330000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2026-03-11T02:18:05.3Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,8,3,2026-03-11T02:18:47Z,340000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2026-03-11T02:18:05.3Z,1,REGULAR,substitution,in,[],1643018,,,1610612741,8,3,2026-03-11T02:18:47Z,350000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2026-03-11T02:18:05.3Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,8,3,2026-03-11T02:18:47Z,360000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2026-03-11T02:19:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,79.58278580814718,91.66666666666666,1610612741,8,6,2026-03-11T02:19:09Z,370000,False,208.0,139.0,1,right,J. Giddey 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1630581, 1630200]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.06,,,,,,,T. Jones,1630200.0,1.0,,,
39,PT08M26.00S,2026-03-11T02:19:26.3Z,1,REGULAR,3pt,Jump Shot,[],201143,28.597240473061763,19.852941176470587,1610612744,8,6,2026-03-11T02:19:28Z,390000,False,151.0,216.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.36,,,,,,,,,,,,
40,PT08M25.00S,2026-03-11T02:19:27.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,6,2026-03-11T02:19:28Z,400000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,
41,PT08M19.00S,2026-03-11T02:19:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630200,77.7431011826544,88.72549019607843,1610612741,8,6,2026-03-11T02:19:37Z,410000,False,194.0,157.0,1,right,MISS T. Jones 24' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.91,,,,,,,,,,,,
42,PT08M16.00S,2026-03-11T02:19:36.5Z,1,REGULAR,rebound,offensive,[],1631159,,,1610612741,8,6,2026-03-11T02:19:36Z,420000,False,,,0,,L. Miller REBOUND (Off:1 Def:0),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,
43,PT08M15.00S,2026-03-11T02:19:37.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,68.28186596583443,23.774509803921568,1610612741,8,6,2026-03-11T02:19:45Z,430000,False,-131.0,246.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.85,,,,,,,,,,,,
44,PT08M12.00S,2026-03-11T02:19:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,6,2026-03-11T02:19:45Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,43.0,,,,,,,,,
45,PT08M12.00S,2026-03-11T02:19:42.9Z,1,REGULAR,foul,personal,[],1642954,,,1610612741,8,6,2026-03-11T02:20:08Z,450000,False,,,0,,W. Richard loose ball personal FOUL (1 PF),"[1642954, 1631159]",1610612744.0,GSW,loose ball,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Miller,1631159.0,,,,,,,,,,,,,,,
47,PT08M05.00S,2026-03-11T02:20:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,64.86530880420499,42.8921568627451,1610612741,8,6,2026-03-11T02:20:15Z,470000,False,-36.0,278.0,1,right,MISS J. Giddey 28' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,28.01,,,,,,,,,,,,
48,PT08M02.00S,2026-03-11T02:20:13.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,8,6,2026-03-11T02:20:15Z,480000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,
49,PT07M44.00S,2026-03-11T02:20:32.5Z,1,REGULAR,3pt,Jump Shot,[],1643018,17.821944809461236,92.40196078431373,1610612744,8,6,2026-03-11T02:20:36Z,490000,False,-212.0,115.0,1,left,MISS L. Cryer 24' 3PT,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.12,,,,,,,,,,,,
50,PT07M40.00S,2026-03-11T02:20:36.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,6,2026-03-11T02:20:36Z,500000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,
51,PT07M27.00S,2026-03-11T02:20:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,90.09526938239159,38.72549019607843,1610612741,8,6,2026-03-11T02:20:59Z,510000,False,-56.0,41.0,1,right,MISS J. Giddey 6' driving bank Shot,[1630581],1610612741.0,CHI,driving bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.95,,,,,,,,,,,,
52,PT07M25.00S,2026-03-11T02:20:50.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,8,6,2026-03-11T02:20:51Z,520000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,
53,PT07M13.00S,2026-03-11T02:21:02.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.674770039421814,39.950980392156865,1610612744,8,6,2026-03-11T02:21:06Z,530000,False,50.0,38.0,1,left,MISS A. Horford 6' driving bank Hook,[201143],1610612744.0,GSW,driving bank,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.32,,,,,,,,,,,,
54,PT07M12.00S,2026-03-11T02:21:03.0Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,8,6,2026-03-11T02:30:01Z,540000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:2),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,
56,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,out,[],1641764,,,1610612741,8,6,2026-03-11T02:21:20Z,560000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,out,[],1642954,,,1610612741,8,6,2026-03-11T02:21:20Z,570000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,out,[],201143,,,1610612741,8,6,2026-03-11T02:21:20Z,580000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,out,[],1627824,,,1610612741,8,6,2026-03-11T02:21:20Z,590000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,in,[],1631466,,,1610612741,8,6,2026-03-11T02:21:20Z,600000,False,,,0,,SUB in: N. Williams,[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,in,[],1630311,,,1610612741,8,6,2026-03-11T02:21:20Z,610000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,in,[],204001,,,1610612741,8,6,2026-03-11T02:21:20Z,620000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M11.00S,2026-03-11T02:21:08.4Z,1,REGULAR,substitution,in,[],1630208,,,1610612741,8,6,2026-03-11T02:21:20Z,630000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M04.00S,2026-03-11T02:21:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,66.04796320630749,50.98039215686274,1610612741,8,6,2026-03-11T02:21:38Z,640000,False,5.0,267.0,1,right,MISS J. Smith 26' 3PT - blocked,"[1630188, 203110]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.66,Green,203110.0,,,,,,,,,,
65,PT07M04.00S,2026-03-11T02:21:33.6Z,1,REGULAR,block,,[],203110,,,1610612741,8,6,2026-03-11T02:21:36Z,650000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
66,PT07M03.00S,2026-03-11T02:21:34.6Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,8,6,2026-03-11T02:22:10Z,660000,False,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,64.0,2.0,0.0,2.0,,,,,,
67,PT07M01.00S,2026-03-11T02:21:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,91.80354796320631,56.127450980392155,1610612741,8,6,2026-03-11T02:22:02Z,670000,False,31.0,25.0,1,right,MISS J. Smith driving Layup,[1630188],1610612741.0,CHI,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.92,,,,,,,,,,,,
68,PT07M00.00S,2026-03-11T02:21:40.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,6,2026-03-11T02:24:25Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,67.0,,,,,,,,,
70,PT07M00.00S,2026-03-11T02:22:07.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,6,2026-03-11T02:24:25Z,700000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M52.00S,2026-03-11T02:25:11.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,78.79434954007884,91.17647058823529,1610612741,8,9,2026-03-11T02:25:16Z,720000,False,206.0,147.0,1,right,J. Giddey 25' 3PT  (6 PTS) (T. Jones 2 AST),"[1630581, 1630200]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,25.29,,,,,,,T. Jones,1630200.0,2.0,,,
74,PT06M42.00S,2026-03-11T02:25:21.2Z,1,REGULAR,3pt,Jump Shot,[],1630311,29.77989487516426,71.56862745098039,1610612744,11,9,2026-03-11T02:25:25Z,740000,False,-108.0,227.0,1,left,P. Spencer 25' 3PT pullup (3 PTS),[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.17,,,,,,,,,,,,
75,PT06M34.00S,2026-03-11T02:25:31.7Z,1,REGULAR,foul,personal,[],1643018,,,1610612741,11,9,2026-03-11T02:25:50Z,750000,False,,,0,,L. Cryer personal FOUL (1 PF),"[1643018, 1630200]",1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Mid-Range,16-24 Center,202056.0,1.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,
77,PT06M34.00S,2026-03-11T02:25:49.3Z,1,REGULAR,substitution,out,[],1630188,,,1610612741,11,9,2026-03-11T02:25:54Z,770000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2026-03-11T02:25:49.3Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,11,9,2026-03-11T02:25:54Z,780000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2026-03-11T02:26:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,85.23324572930355,50.73529411764706,1610612741,11,11,2026-03-11T02:26:26Z,790000,False,4.0,86.0,1,right,T. Jones 8' driving finger roll Layup (2 PTS),[1630200],1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,8.64,,,,,,,,,,,,
80,PT06M11.00S,2026-03-11T02:26:38.0Z,1,REGULAR,3pt,Jump Shot,[],204001,33.590670170827856,65.19607843137256,1610612744,14,11,2026-03-11T02:27:01Z,800000,False,-76.0,263.0,1,left,K. Porziņģis 27' 3PT pullup (3 PTS),[204001],1610612744.0,GSW,pullup,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,27.4,,,,,,,,,,,,
81,PT05M54.00S,2026-03-11T02:26:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,88.83048620236531,36.28982843137255,1610612741,14,13,2026-03-11T02:27:06Z,810000,False,-69.0,52.0,1,right,M. Buzelis 8' driving finger roll Layup (2 PTS) (N. Richards 1 AST),"[1641824, 1630208]",1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,2.0,8.64,,,,,,,N. Richards,1630208.0,1.0,,,
83,PT05M37.00S,2026-03-11T02:27:11.3Z,1,REGULAR,2pt,Jump Shot,[],204001,19.004599211563733,69.85294117647058,1610612744,16,13,2026-03-11T02:27:50Z,830000,False,-99.0,126.0,1,left,K. Porziņģis 16' pullup Jump Shot (5 PTS),[204001],1610612744.0,GSW,pullup,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left Center,,,,,,Made,5.0,16.05,,,,,,,,,,,,
84,PT05M22.00S,2026-03-11T02:27:26.4Z,1,REGULAR,2pt,Jump Shot,[],1630200,92.06636005256242,68.62745098039215,1610612741,16,15,2026-03-11T02:27:30Z,840000,False,93.0,22.0,1,right,T. Jones 9' driving floating Jump Shot (4 PTS) (J. Giddey 2 AST),"[1630200, 1630581]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,9.57,,,,,,,J. Giddey,1630581.0,2.0,,,
86,PT05M07.00S,2026-03-11T02:27:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612744,16,15,2026-03-11T02:27:52Z,860000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1630581, 204001]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
