actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
18,PT11M02.00S,2026-01-20T03:15:35.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641796,7.5722733245729295,40.931372549019606,1610612748,0,0,2026-01-20T03:17:25Z,180000,False,45.0,19.0,1,left,MISS P. Larsson driving Layup - blocked,"[1641796, 1642954]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,Richard,1642954.0,,,,
19,PT11M02.00S,2026-01-20T03:15:35.2Z,1,REGULAR,block,,[],1642954,,,1610612748,0,0,2026-01-20T03:15:37Z,190000,False,,,0,,W. Richard BLOCK (1 BLK),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M59.00S,2026-01-20T03:15:38.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,0,2026-01-20T03:17:25Z,200000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M54.00S,2026-01-20T03:15:41.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642954,70.90998685939553,23.52941176470588,1610612744,0,0,2026-01-20T03:16:57Z,210000,False,-132.0,221.0,1,right,MISS W. Richard 25' running pullup 3PT,[1642954],1610612744.0,GSW,running pullup,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
22,PT10M51.00S,2026-01-20T03:15:44.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,0,0,2026-01-20T03:15:44Z,220000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M46.00S,2026-01-20T03:15:49.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,24.26084099868594,85.7843137254902,1610612748,0,0,2026-01-20T03:17:55Z,230000,False,-179.0,176.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
24,PT10M41.00S,2026-01-20T03:15:54.0Z,1,REGULAR,rebound,offensive,[],1641796,,,1610612748,0,0,2026-01-20T03:15:54Z,240000,False,,,0,,P. Larsson REBOUND (Off:2 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,23.0,2.0,0.0,2.0,,,,,,,,,,,,,,
25,PT10M41.00S,2026-01-20T03:15:54.0Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1641796,5.590000152587891,50.0,1610612748,0,0,2026-01-20T03:18:15Z,250000,False,0.0,0.0,1,left,MISS P. Larsson floating Shot,[1641796],1610612748.0,MIA,floating,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT10M38.00S,2026-01-20T03:15:57.0Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,0,0,2026-01-20T03:18:15Z,260000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT10M38.00S,2026-01-20T03:15:56.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,5.590000152587891,50.0,1610612748,0,2,2026-01-20T03:18:24Z,270000,False,0.0,0.0,1,left,A. Wiggins tip Layup (2 PTS),[203952],1610612748.0,MIA,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,2.0,,,
28,PT10M35.00S,2026-01-20T03:16:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,91.40932982917214,44.11764705882353,1610612744,0,2,2026-01-20T03:19:13Z,280000,False,-29.0,28.0,1,right,MISS M. Moody cutting Layup - blocked,"[1630541, 1630558]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,Mitchell,1630558.0,,,,
29,PT10M35.00S,2026-01-20T03:16:00.5Z,1,REGULAR,block,,[],1630558,,,1610612744,0,2,2026-01-20T03:16:02Z,290000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M32.00S,2026-01-20T03:16:03.5Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,0,2,2026-01-20T03:16:06Z,300000,False,,,0,,P. Larsson REBOUND (Off:2 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,28.0,3.0,1.0,2.0,,,,,,,,,,,,,,
31,PT10M27.00S,2026-01-20T03:16:09.8Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612748,0,2,2026-01-20T03:16:17Z,310000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Larsson 2 FT),"[201939, 1641796]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Larsson,1641796.0,,,,,,,,,
33,PT10M27.00S,2026-01-20T03:16:37.1Z,1,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,0,3,2026-01-20T03:16:37Z,330000,False,,,0,,P. Larsson Free Throw 1 of 2 (1 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
34,PT10M27.00S,2026-01-20T03:16:50.9Z,1,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,0,4,2026-01-20T03:16:50Z,340000,False,,,0,,P. Larsson Free Throw 2 of 2 (2 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
35,PT10M17.00S,2026-01-20T03:17:02.7Z,1,REGULAR,3pt,Jump Shot,[],201939,66.3107752956636,75.0,1610612744,0,4,2026-01-20T03:20:03Z,350000,False,125.0,264.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,29.23,Missed,,,,,,,,,,,,,,,,,,
36,PT10M13.00S,2026-01-20T03:17:05.9Z,1,REGULAR,rebound,offensive,[],1642366,,,1610612744,0,4,2026-01-20T03:17:05Z,360000,False,,,0,,Q. Post REBOUND (Off:1 Def:0),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT10M10.00S,2026-01-20T03:17:11.2Z,1,REGULAR,violation,kicked ball,[],1630558,,,1610612744,0,4,2026-01-20T03:17:16Z,370000,False,,,0,,D. Mitchell kicked ball VIOLATION,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,1628487.0,,,,,,,,,,,,,
38,PT10M02.00S,2026-01-20T03:17:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.38042049934296,52.450980392156865,1610612744,2,4,2026-01-20T03:20:26Z,380000,False,12.0,10.0,1,right,J. Butler III cutting Layup (2 PTS) (Q. Post 1 AST),"[202710, 1642366]",1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,,,,,,,,,,,2.0,Q. Post,1642366.0,1.0
40,PT09M52.00S,2026-01-20T03:17:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612748,2,4,2026-01-20T03:18:00Z,400000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1642366, 1628389]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,
42,PT09M52.00S,2026-01-20T03:18:25.2Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,2,5,2026-01-20T03:18:25Z,420000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
43,PT09M52.00S,2026-01-20T03:18:41.5Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,2,6,2026-01-20T03:18:41Z,430000,False,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
44,PT09M41.00S,2026-01-20T03:18:54.9Z,1,REGULAR,turnover,out-of-bounds,[],1642366,,,1610612744,2,6,2026-01-20T03:18:59Z,440000,False,,,0,,Q. Post bad pass out-of-bounds TURNOVER (1 TO),[1642366],1610612744.0,GSW,bad pass,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,,,,,1628171.0,,,,,1.0,,,,,,,,
45,PT09M35.00S,2026-01-20T03:19:05.7Z,1,REGULAR,turnover,lost ball,[],1630558,,,1610612748,2,6,2026-01-20T03:19:09Z,450000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1630541]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Moody,1630541.0,,,,,,
46,PT09M35.00S,2026-01-20T03:19:05.7Z,1,REGULAR,steal,,[],1630541,,,1610612744,2,6,2026-01-20T03:19:07Z,460000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
47,PT09M27.00S,2026-01-20T03:19:13.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,90.93298291721419,61.05238970588235,1610612744,4,6,2026-01-20T03:19:21Z,470000,False,55.0,33.0,1,right,J. Butler III 6' turnaround fadeaway Jump Shot (4 PTS) (S. Curry 1 AST),"[202710, 201939]",1610612744.0,GSW,turnaround fadeaway,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,6.42,Made,,,,,,,,,,,,,,,4.0,S. Curry,201939.0,1.0
48,PT09M13.00S,2026-01-20T03:19:27.1Z,1,REGULAR,3pt,Jump Shot,[],1628389,31.750985545335087,67.64705882352942,1610612748,4,6,2026-01-20T03:19:30Z,480000,False,-88.0,246.0,1,left,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
49,PT09M10.00S,2026-01-20T03:19:30.1Z,1,REGULAR,rebound,defensive,[],1642954,,,1610612744,4,6,2026-01-20T03:19:30Z,490000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT09M04.00S,2026-01-20T03:19:37.0Z,1,REGULAR,3pt,Jump Shot,[],1642366,89.70105124835742,94.6078431372549,1610612744,7,6,2026-01-20T03:19:40Z,500000,False,223.0,44.0,1,right,Q. Post 3PT  (3 PTS) (W. Richard 1 AST),"[1642366, 1642954]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,22.74,Made,,,,,,,,,,,,,,,3.0,W. Richard,1642954.0,1.0
52,PT08M43.00S,2026-01-20T03:19:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,16.507884362680684,58.333333333333336,1610612748,7,6,2026-01-20T03:20:00Z,520000,False,-42.0,103.0,1,left,MISS P. Larsson 11' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,11.08,Missed,,,,,,,,,,,,,,,,,,
53,PT08M41.00S,2026-01-20T03:19:58.6Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,7,6,2026-01-20T03:20:00Z,530000,False,,,0,,Q. Post REBOUND (Off:1 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
54,PT08M35.00S,2026-01-20T03:20:05.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642366,88.78120893561103,57.107843137254896,1610612744,7,6,2026-01-20T03:21:47Z,540000,False,36.0,53.0,1,right,MISS Q. Post 6' turnaround Hook,[1642366],1610612744.0,GSW,turnaround,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,,,,,,,,,,,,,,,,,,
55,PT08M33.00S,2026-01-20T03:20:07.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,7,6,2026-01-20T03:20:09Z,550000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT08M25.00S,2026-01-20T03:20:15.1Z,1,REGULAR,3pt,Jump Shot,[],203952,25.706307490144546,14.950980392156863,1610612748,7,6,2026-01-20T03:22:09Z,560000,False,175.0,189.0,1,left,MISS A. Wiggins 25' pullup 3PT,[203952],1610612748.0,MIA,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
57,PT08M23.00S,2026-01-20T03:20:17.1Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,7,6,2026-01-20T03:20:19Z,570000,False,,,0,,Q. Post REBOUND (Off:1 Def:2),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,
58,PT08M15.00S,2026-01-20T03:20:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.59198423127464,52.69607843137255,1610612744,9,6,2026-01-20T03:22:28Z,580000,False,13.0,17.0,1,right,J. Butler III driving Layup (6 PTS) (W. Richard 2 AST),"[202710, 1642954]",1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,,,,,,,,,6.0,W. Richard,1642954.0,2.0
60,PT08M00.00S,2026-01-20T03:20:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.783837056504599,47.05882352941176,1610612748,9,8,2026-01-20T03:22:59Z,600000,False,15.0,11.0,1,left,N. Powell driving Layup (2 PTS) (D. Mitchell 1 AST),"[1626181, 1630558]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,,,,,,,,,2.0,D. Mitchell,1630558.0,1.0
62,PT07M53.00S,2026-01-20T03:20:47.4Z,1,REGULAR,3pt,Jump Shot,[],201939,69.72733245729303,72.79411764705883,1610612744,9,8,2026-01-20T03:20:51Z,620000,False,114.0,232.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
63,PT07M50.00S,2026-01-20T03:20:50.4Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,9,8,2026-01-20T03:20:51Z,630000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT07M38.00S,2026-01-20T03:21:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.668199737187912,50.0,1610612748,9,8,2026-01-20T03:21:06Z,640000,False,0.0,85.0,1,left,MISS B. Adebayo 8' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
65,PT07M35.00S,2026-01-20T03:21:05.4Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,9,8,2026-01-20T03:21:06Z,650000,False,,,0,,Q. Post REBOUND (Off:1 Def:3),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,4.0,3.0,1.0,,,,,,,,,,,,,,
66,PT07M25.00S,2026-01-20T03:21:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,75.50919842312747,11.519607843137255,1610612744,9,8,2026-01-20T03:21:25Z,660000,False,-192.0,178.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
68,PT07M25.00S,2026-01-20T03:21:15.1Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,9,8,2026-01-20T03:21:42Z,680000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,66.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT07M18.00S,2026-01-20T03:21:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,7.178055190538765,55.88235294117647,1610612748,9,10,2026-01-20T03:22:10Z,690000,False,-29.0,15.0,1,left,A. Wiggins running finger roll Layup (4 PTS),[203952],1610612748.0,MIA,running finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,,,,,,,,4.0,,,
70,PT07M18.00S,2026-01-20T03:21:39.1Z,1,REGULAR,foul,personal,['1freethrow'],1642954,,,1610612748,9,10,2026-01-20T03:21:45Z,700000,False,,,0,,W. Richard shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1642954, 203952]",1610612744.0,GSW,shooting,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
72,PT07M18.00S,2026-01-20T03:21:50.4Z,1,REGULAR,substitution,out,[],1642954,,,1610612748,9,10,2026-01-20T03:21:54Z,720000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M18.00S,2026-01-20T03:21:50.4Z,1,REGULAR,substitution,out,[],202710,,,1610612748,9,10,2026-01-20T03:21:54Z,730000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M18.00S,2026-01-20T03:21:50.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612748,9,10,2026-01-20T03:21:54Z,740000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M18.00S,2026-01-20T03:21:50.4Z,1,REGULAR,substitution,in,[],1641764,,,1610612748,9,10,2026-01-20T03:21:54Z,750000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M18.00S,2026-01-20T03:22:00.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203952,,,1610612748,9,11,2026-01-20T03:22:00Z,760000,False,,,0,,A. Wiggins Free Throw 1 of 1 (5 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
77,PT07M12.00S,2026-01-20T03:22:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,92.72339027595268,43.38235294117647,1610612744,11,11,2026-01-20T03:22:26Z,770000,False,-33.0,16.0,1,right,B. Podziemski driving Layup (2 PTS) (S. Curry 2 AST),"[1641764, 201939]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,,,,,,,,,,,2.0,S. Curry,201939.0,2.0
79,PT07M12.00S,2026-01-20T03:22:18.3Z,1,REGULAR,foul,personal,['1freethrow'],1641796,,,1610612744,11,11,2026-01-20T03:22:33Z,790000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Podziemski 1 FT),"[1641796, 1641764]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628171.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,,
81,PT07M12.00S,2026-01-20T03:22:25.8Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,11,11,2026-01-20T03:22:31Z,810000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
