actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M35.00S,2025-10-28T02:15:51.2Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612763,7,0,2025-10-28T02:16:01Z,180000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Morant 2 FT),"[1630228, 1629630]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,1626301.0,1.0,0.0,Morant,1629630.0,,
20,PT10M35.00S,2025-10-28T02:16:15.3Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,7,1,2025-10-28T02:16:15Z,200000,False,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,1.0,Morant,J. Morant,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2025-10-28T02:16:31.4Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,7,2,2025-10-28T02:16:31Z,210000,False,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,2.0,Morant,J. Morant,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2025-10-28T02:16:45.2Z,1,REGULAR,3pt,Jump Shot,[],202710,70.12155059132719,22.058823529411764,1610612744,10,2,2025-10-28T02:17:14Z,220000,False,-140.0,228.0,1,right,J. Butler III 26' 3PT pullup (5 PTS),[202710],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,26.77,Made,5.0,Butler III,J. Butler III,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2025-10-28T02:17:07.3Z,1,REGULAR,2pt,Jump Shot,[],1629630,24.26084099868594,42.40196078431372,1610612763,10,4,2025-10-28T02:17:12Z,230000,False,38.0,176.0,1,left,J. Morant 17' pullup Jump Shot (4 PTS),[1629630],1610612763.0,MEM,pullup,,,,,,Mid-Range,16-24 Center,17.97,Made,4.0,Morant,J. Morant,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2025-10-28T02:17:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,89.56964520367937,46.568627450980394,1610612744,10,4,2025-10-28T02:18:04Z,240000,False,-17.0,46.0,1,right,MISS J. Kuminga pullup Shot - blocked,"[1630228, 203484]",1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,Caldwell-Pope,203484.0
25,PT09M46.00S,2025-10-28T02:17:20.5Z,1,REGULAR,block,,[],203484,,,1610612744,10,4,2025-10-28T02:17:23Z,250000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2025-10-28T02:17:24.5Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612763,10,4,2025-10-28T02:17:31Z,260000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M33.00S,2025-10-28T02:17:32.7Z,1,REGULAR,3pt,Jump Shot,[],203484,34.641918528252305,36.76470588235294,1610612763,10,4,2025-10-28T02:17:38Z,270000,False,66.0,273.0,1,left,MISS K. Caldwell-Pope 28' 3PT,[203484],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,28.1,Missed,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2025-10-28T02:17:35.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,10,4,2025-10-28T02:17:38Z,280000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Butler III,J. Butler III,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M22.00S,2025-10-28T02:17:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,90.3580814717477,47.05882352941176,1610612744,12,4,2025-10-28T02:18:46Z,290000,False,-15.0,38.0,1,right,J. Kuminga driving Layup (2 PTS),[1630228],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,4.08,Made,2.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2025-10-28T02:17:51.7Z,1,REGULAR,3pt,Jump Shot,[],1642377,8.623521681997373,3.431372549019608,1610612763,12,4,2025-10-28T02:17:58Z,300000,False,233.0,29.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,23.46,Missed,,Wells,J. Wells,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2025-10-28T02:17:53.7Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,4,2025-10-28T02:19:11Z,310000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Kuminga,J. Kuminga,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M01.00S,2025-10-28T02:18:05.8Z,1,REGULAR,3pt,Jump Shot,[],203110,93.38042049934296,95.34313725490196,1610612744,12,4,2025-10-28T02:18:11Z,320000,False,227.0,10.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,22.69,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2025-10-28T02:18:08.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,12,4,2025-10-28T02:18:11Z,330000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Jackson Jr.,J. Jackson Jr.,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT08M50.00S,2025-10-28T02:18:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,26.888961892247043,81.61764705882352,1610612763,12,4,2025-10-28T02:20:00Z,340000,False,-158.0,200.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2025-10-28T02:18:19.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,4,2025-10-28T02:18:21Z,350000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Kuminga,J. Kuminga,,,,34.0,2.0,2.0,0.0,,,,,,,,,,
36,PT08M35.00S,2025-10-28T02:18:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.27792378449409,55.88235294117647,1610612744,12,4,2025-10-28T02:18:43Z,360000,False,29.0,29.0,1,right,MISS J. Butler III finger roll Layup,[202710],1610612744.0,GSW,finger roll,,,,,,Restricted Area,0-8 Center,4.16,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,
37,PT08M32.00S,2025-10-28T02:18:34.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,12,4,2025-10-28T02:18:43Z,370000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
39,PT08M26.00S,2025-10-28T02:18:46.8Z,1,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612763,12,4,2025-10-28T02:18:59Z,390000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Landale 2 FT),"[1641764, 1629111]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Podziemski,B. Podziemski,,,,,,,,,,,1626301.0,1.0,0.0,Landale,1629111.0,,
41,PT08M26.00S,2025-10-28T02:19:10.7Z,1,REGULAR,freethrow,1 of 2,[],1629111,,,1610612763,12,5,2025-10-28T02:19:10Z,410000,False,,,0,,J. Landale Free Throw 1 of 2 (1 PTS),[1629111],1610612763.0,MEM,,,,,,,,,,Made,1.0,Landale,J. Landale,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2025-10-28T02:19:11.2Z,1,REGULAR,substitution,out,[],203484,,,1610612763,12,5,2025-10-28T02:19:28Z,420000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2025-10-28T02:19:11.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,5,2025-10-28T02:19:28Z,430000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
44,PT08M26.00S,2025-10-28T02:19:11.2Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,12,5,2025-10-28T02:19:28Z,440000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,,,,,,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,
45,PT08M26.00S,2025-10-28T02:19:11.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,12,5,2025-10-28T02:19:28Z,450000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
46,PT08M26.00S,2025-10-28T02:19:38.8Z,1,REGULAR,freethrow,2 of 2,[],1629111,,,1610612763,12,6,2025-10-28T02:19:38Z,460000,False,,,0,,J. Landale Free Throw 2 of 2 (2 PTS),[1629111],1610612763.0,MEM,,,,,,,,,,Made,2.0,Landale,J. Landale,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2025-10-28T02:19:51.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,91.5407358738502,55.63725490196079,1610612744,12,6,2025-10-28T02:21:38Z,470000,False,28.0,27.0,1,right,MISS J. Kuminga driving DUNK - blocked,"[1630228, 1642907]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.9,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,Coward,1642907.0
48,PT08M14.00S,2025-10-28T02:19:51.4Z,1,REGULAR,block,,[],1642907,,,1610612744,12,6,2025-10-28T02:19:54Z,480000,False,,,0,,C. Coward BLOCK (1 BLK),[1642907],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,
49,PT08M10.00S,2025-10-28T02:19:55.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,12,6,2025-10-28T02:20:04Z,490000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Konchar,J. Konchar,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
50,PT08M08.00S,2025-10-28T02:19:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,3.892904073587385,97.30392156862744,1610612763,12,9,2025-10-28T02:20:14Z,500000,False,-237.0,-16.0,1,left,J. Konchar 3PT running (3 PTS) (J. Morant 1 AST),"[1629723, 1629630]",1610612763.0,MEM,running,,,,,,Left Corner 3,24+ Left,23.7,Made,3.0,Konchar,J. Konchar,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
52,PT07M51.00S,2025-10-28T02:20:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,93.64323258869908,46.32352941176471,1610612744,14,9,2025-10-28T02:20:21Z,520000,False,-18.0,7.0,1,right,J. Kuminga driving Layup (4 PTS) (D. Green 3 AST),"[1630228, 203110]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,1.98,Made,4.0,Kuminga,J. Kuminga,D. Green,203110.0,3.0,,,,,,,,,,,,,,
54,PT07M35.00S,2025-10-28T02:20:29.7Z,1,REGULAR,2pt,Jump Shot,[],1629630,20.581471747700395,36.76470588235294,1610612763,14,11,2025-10-28T02:20:36Z,540000,False,66.0,141.0,1,left,J. Morant 15' pullup Jump Shot (6 PTS) (J. Wells 1 AST),"[1629630, 1642377]",1610612763.0,MEM,pullup,,,,,,Mid-Range,8-16 Center,15.58,Made,6.0,Morant,J. Morant,J. Wells,1642377.0,1.0,,,,,,,,,,,,,,
56,PT07M19.00S,2025-10-28T02:20:46.7Z,1,REGULAR,3pt,Jump Shot,[],201939,63.6826544021025,39.705882352941174,1610612744,17,11,2025-10-28T02:20:51Z,560000,False,-51.0,289.0,1,right,S. Curry 29' 3PT  (5 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,29.35,Made,5.0,Curry,S. Curry,D. Green,203110.0,4.0,,,,,,,,,,,,,,
58,PT07M02.00S,2025-10-28T02:21:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,7.178055190538765,56.86274509803921,1610612763,17,13,2025-10-28T02:21:12Z,580000,False,-34.0,15.0,1,left,J. Wells reverse Layup (2 PTS) (C. Coward 1 AST),"[1642377, 1642907]",1610612763.0,MEM,reverse,,,,,,Restricted Area,0-8 Center,3.74,Made,2.0,Wells,J. Wells,C. Coward,1642907.0,1.0,,,,,,,,,,,,,,
60,PT06M48.00S,2025-10-28T02:21:18.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.9862023653088,54.41176470588235,1610612744,19,13,2025-10-28T02:21:22Z,600000,False,22.0,13.0,1,right,J. Kuminga alley-oop DUNK (6 PTS) (D. Green 5 AST),"[1630228, 203110]",1610612744.0,GSW,alley-oop,,,,,,Restricted Area,0-8 Center,2.58,Made,6.0,Kuminga,J. Kuminga,D. Green,203110.0,5.0,,,,,,,,,,,,,,
62,PT06M37.00S,2025-10-28T02:21:28.7Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,19,13,2025-10-28T02:21:33Z,620000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 203110]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Morant,J. Morant,,,,,,,,1.0,Green,203110.0,,,,,,,
63,PT06M37.00S,2025-10-28T02:21:28.7Z,1,REGULAR,steal,,[],203110,,,1610612744,19,13,2025-10-28T02:21:30Z,630000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,
64,PT06M33.00S,2025-10-28T02:21:32.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201939,70.51576872536137,78.92156862745098,1610612744,22,13,2025-10-28T02:24:07Z,640000,False,145.0,225.0,1,right,S. Curry 26' 3PT running pullup (8 PTS) (B. Podziemski 2 AST),"[201939, 1641764]",1610612744.0,GSW,running pullup,,,,,,Above the Break 3,24+ Right Center,26.72,Made,8.0,Curry,S. Curry,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,,
66,PT06M12.00S,2025-10-28T02:21:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,4.812746386333772,46.32352941176471,1610612763,22,15,2025-10-28T02:21:59Z,660000,False,18.0,-7.0,1,left,J. Morant reverse Layup (8 PTS) (J. Landale 1 AST),"[1629630, 1629111]",1610612763.0,MEM,reverse,,,,,,Restricted Area,0-8 Center,1.98,Made,8.0,Morant,J. Morant,J. Landale,1629111.0,1.0,,,,,,,,,,,,,,
67,PT06M03.00S,2025-10-28T02:22:01.7Z,1,REGULAR,3pt,Jump Shot,[],1641764,69.07030223390277,77.45098039215686,1610612744,25,15,2025-10-28T02:25:10Z,670000,False,137.0,238.0,1,right,B. Podziemski 27' 3PT  (6 PTS) (D. Green 6 AST),"[1641764, 203110]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,27.49,Made,6.0,Podziemski,B. Podziemski,D. Green,203110.0,6.0,,,,,,,,,,,,,,
69,PT06M02.00S,2025-10-28T02:22:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,25,15,2025-10-28T02:22:16Z,690000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,out,[],1641764,,,1610612763,25,15,2025-10-28T02:24:56Z,700000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,
71,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,out,[],202710,,,1610612763,25,15,2025-10-28T02:24:56Z,710000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,
72,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,25,15,2025-10-28T02:24:56Z,720000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,out,[],1629111,,,1610612763,25,15,2025-10-28T02:24:56Z,730000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612763,25,15,2025-10-28T02:24:56Z,740000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,
75,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,in,[],1642366,,,1610612763,25,15,2025-10-28T02:24:56Z,750000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,,,,,,,,,Post,Q. Post,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,25,15,2025-10-28T02:24:56Z,760000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,25,15,2025-10-28T02:24:56Z,770000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,25,15,2025-10-28T02:25:18Z,780000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,
79,PT06M02.00S,2025-10-28T02:22:39.6Z,1,REGULAR,substitution,in,[],1642914,,,1610612763,25,15,2025-10-28T02:25:18Z,790000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,,,,,,,,,Small,J. Small,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2025-10-28T02:25:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612763,25,15,2025-10-28T02:26:12Z,800000,False,,,0,,Q. Post shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1642366, 1628991]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Post,Q. Post,,,,,,,,,,,1628168.0,1.0,0.0,Jackson Jr.,1628991.0,,
83,PT05M47.00S,2025-10-28T02:25:47.0Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,25,16,2025-10-28T02:25:47Z,820000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,Made,1.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2025-10-28T02:25:59.7Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,25,17,2025-10-28T02:25:59Z,830000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,Made,2.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
85,PT05M34.00S,2025-10-28T02:26:14.1Z,1,REGULAR,3pt,Jump Shot,[],1642366,81.02825229960578,96.81372549019608,1610612744,25,17,2025-10-28T02:26:19Z,840000,False,234.0,126.0,1,right,MISS Q. Post 26' 3PT,[1642366],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,Post,Q. Post,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2025-10-28T02:26:16.1Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,25,17,2025-10-28T02:26:40Z,850000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:2),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Kuminga,J. Kuminga,,,,85.0,3.0,2.0,1.0,,,,,,,,,,
87,PT05M29.00S,2025-10-28T02:26:19.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642366,92.9862023653088,49.01960784313725,1610612744,27,17,2025-10-28T02:26:58Z,860000,False,-5.0,13.0,1,right,Q. Post cutting DUNK (2 PTS) (J. Kuminga 1 AST),"[1642366, 1630228]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,Post,Q. Post,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
90,PT05M11.00S,2025-10-28T02:27:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612763,27,17,2025-10-28T02:27:15Z,890000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1642366, 1628991]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Post,Q. Post,,,,,,,,,,,2882.0,2.0,0.0,Jackson Jr.,1628991.0,,
