actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M51.00S,2026-01-10T03:13:11.8Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,5,2,2026-01-10T03:13:11Z,200000,False,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M39.00S,2026-01-10T03:13:22.3Z,1,REGULAR,2pt,Jump Shot,[],201942,24.392247043363994,60.78431372549019,1610612758,5,2,2026-01-10T03:13:34Z,210000,False,-54.0,177.0,1,left,MISS D. DeRozan 18' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.48,Missed,,,,,,,,,,,,,,,,,,
22,PT10M39.00S,2026-01-10T03:13:22.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,5,2,2026-01-10T03:21:32Z,220000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,21.0,,,,,,1.0,1.0,0.0,,,
23,PT10M30.00S,2026-01-10T03:13:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.9862023653088,52.450980392156865,1610612744,7,2,2026-01-10T03:15:05Z,230000,False,12.0,13.0,1,right,D. Green cutting Layup (2 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
25,PT10M15.00S,2026-01-10T03:13:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,7.440867279894875,40.931372549019606,1610612758,7,4,2026-01-10T03:14:00Z,250000,False,45.0,17.0,1,left,M. Raynaud Layup (2 PTS) (R. Westbrook 1 AST),"[1642875, 201566]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
27,PT09M55.00S,2026-01-10T03:14:07.2Z,1,REGULAR,3pt,Jump Shot,[],1642366,80.1084099868594,92.15686274509804,1610612744,10,4,2026-01-10T03:14:23Z,270000,False,211.0,134.0,1,right,Q. Post 25' 3PT  (5 PTS) (M. Moody 1 AST),"[1642366, 1630541]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,25.01,Made,5.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,
29,PT09M40.00S,2026-01-10T03:14:23.8Z,1,REGULAR,2pt,Jump Shot,[],201942,6.1268068331143235,14.705882352941178,1610612758,10,4,2026-01-10T03:15:48Z,290000,False,176.0,5.0,1,left,MISS D. DeRozan 17' step back Shot,[201942],1610612758.0,SAC,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,17.66,Missed,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2026-01-10T03:14:25.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,4,2026-01-10T03:15:48Z,300000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right,,,,,,,,,29.0,,,,,,2.0,2.0,0.0,,,
31,PT09M30.00S,2026-01-10T03:14:32.7Z,1,REGULAR,3pt,Jump Shot,[],201939,76.82325886990802,10.53921568627451,1610612744,13,4,2026-01-10T03:14:42Z,310000,False,-197.0,165.0,1,right,S. Curry 25' 3PT  (6 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.75,Made,6.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
33,PT09M18.00S,2026-01-10T03:14:43.9Z,1,REGULAR,3pt,Jump Shot,[],201566,26.62614980289093,83.82352941176471,1610612758,13,7,2026-01-10T03:14:51Z,330000,False,-169.0,198.0,1,left,R. Westbrook 26' 3PT  (3 PTS) (Z. LaVine 1 AST),"[201566, 203897]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.02,Made,3.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
35,PT09M07.00S,2026-01-10T03:14:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.17542706964521,44.85294117647059,1610612744,13,7,2026-01-10T03:15:00Z,350000,False,-26.0,49.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2026-01-10T03:14:57.7Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,13,7,2026-01-10T03:15:00Z,360000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,35.0,,,,,,1.0,1.0,0.0,,,
37,PT09M01.00S,2026-01-10T03:15:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,29.911300919842315,10.049019607843137,1610612758,13,7,2026-01-10T03:16:39Z,370000,False,200.0,229.0,1,left,MISS Z. LaVine 30' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,30.37,Missed,,,,,,,,,,,,,,,,,,
38,PT08M59.00S,2026-01-10T03:15:02.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,13,7,2026-01-10T03:16:39Z,380000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,37.0,,,,,,1.0,1.0,0.0,,,
39,PT08M45.00S,2026-01-10T03:15:16.9Z,1,REGULAR,3pt,Jump Shot,[],1642366,94.82588699080158,96.07843137254902,1610612744,13,7,2026-01-10T03:15:21Z,390000,False,230.0,-4.0,1,right,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2026-01-10T03:15:19.9Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,13,7,2026-01-10T03:15:21Z,400000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Right Corner 3,24+ Right,,,,,,,,,39.0,,,,,,2.0,2.0,0.0,,,
41,PT08M33.00S,2026-01-10T03:15:31.9Z,1,REGULAR,foul,personal,[],203110,,,1610612758,13,7,2026-01-10T03:15:40Z,410000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 203897]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2534.0,1.0,0.0,LaVine,203897.0,,,,,,
43,PT08M26.00S,2026-01-10T03:15:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,10.726018396846255,38.23529411764706,1610612758,13,7,2026-01-10T03:17:15Z,430000,False,59.0,48.0,1,left,MISS Z. LaVine 7' driving Layup,[203897],1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,7.61,Missed,,,,,,,,,,,,,,,,,,
44,PT08M24.00S,2026-01-10T03:15:56.3Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,13,7,2026-01-10T03:17:15Z,440000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,43.0,,,,,,3.0,2.0,1.0,,,
45,PT08M17.00S,2026-01-10T03:16:01.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,5.075558475689881,96.56862745098039,1610612758,13,10,2026-01-10T03:17:38Z,450000,False,-233.0,-5.0,1,left,K. Ellis 3PT step back (3 PTS) (R. Westbrook 2 AST),"[1631165, 201566]",1610612758.0,SAC,step back,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,23.28,Made,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
48,PT08M02.00S,2026-01-10T03:16:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,89.70105124835742,54.90196078431373,1610612744,15,10,2026-01-10T03:18:01Z,480000,False,25.0,44.0,1,right,J. Butler III driving Layup (2 PTS),[202710],1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M02.00S,2026-01-10T03:16:45.6Z,1,REGULAR,foul,personal,['1freethrow'],1642875,,,1610612744,15,10,2026-01-10T03:17:04Z,490000,False,,,0,,M. Raynaud shooting personal FOUL (1 PF) (Butler III 1 FT),"[1642875, 202710]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2534.0,1.0,0.0,Butler III,202710.0,,,,,,
51,PT08M02.00S,2026-01-10T03:16:58.3Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,15,10,2026-01-10T03:17:02Z,510000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M02.00S,2026-01-10T03:16:58.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,15,10,2026-01-10T03:17:02Z,520000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M02.00S,2026-01-10T03:17:15.3Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612744,16,10,2026-01-10T03:17:15Z,530000,False,,,0,,J. Butler III Free Throw 1 of 1 (3 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M52.00S,2026-01-10T03:17:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.046649145860711,57.107843137254896,1610612758,16,12,2026-01-10T03:17:31Z,540000,False,-36.0,14.0,1,left,Z. LaVine cutting Layup (4 PTS) (R. Westbrook 3 AST),"[203897, 201566]",1610612758.0,SAC,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.81,Made,4.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,
56,PT07M28.00S,2026-01-10T03:17:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,94.03745072273325,43.13725490196079,1610612744,18,12,2026-01-10T03:17:54Z,560000,False,-34.0,4.0,1,right,M. Moody driving Layup (2 PTS),[1630541],1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.45,Made,2.0,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2026-01-10T03:18:11.7Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612758,18,12,2026-01-10T03:18:24Z,570000,False,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (1 TO),[203897],1610612758.0,SAC,lost ball,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,,,,,,,2534.0,,,,,,,,1.0,,
58,PT07M10.00S,2026-01-10T03:18:16.0Z,1,REGULAR,substitution,out,[],202710,,,1610612744,18,12,2026-01-10T03:18:21Z,580000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M10.00S,2026-01-10T03:18:16.0Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,18,12,2026-01-10T03:18:21Z,590000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2026-01-10T03:18:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,75.64060446780552,10.294117647058822,1610612744,21,12,2026-01-10T03:18:31Z,600000,False,-199.0,176.0,1,right,S. Curry 26' 3PT  (9 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.56,Made,9.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
62,PT07M03.00S,2026-01-10T03:18:38.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,21,12,2026-01-10T03:18:38Z,620000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2026-01-10T03:21:51.3Z,1,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,59.31372549019608,1610612758,21,14,2026-01-10T03:21:58Z,630000,False,-47.0,151.0,1,left,D. DeRozan 15' turnaround Jump Shot (2 PTS) (R. Westbrook 4 AST),"[201942, 201566]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.78,Made,2.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,,
66,PT06M22.00S,2026-01-10T03:22:12.8Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,21,14,2026-01-10T03:22:19Z,650000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,,,,,,,,,,2534.0,,,,,,,,1.0,,
67,PT06M12.00S,2026-01-10T03:22:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,6.521024967148489,56.61764705882353,1610612758,21,14,2026-01-10T03:23:05Z,660000,False,-33.0,9.0,1,left,MISS Z. LaVine cutting Layup,[203897],1610612758.0,SAC,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
68,PT06M10.00S,2026-01-10T03:22:33.3Z,1,REGULAR,rebound,offensive,[],201942,,,1610612758,21,14,2026-01-10T03:23:05Z,670000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,,,,,,1.0,0.0,1.0,,,
69,PT06M08.00S,2026-01-10T03:22:36.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203897,4.944152431011826,99.01960784313727,1610612758,21,17,2026-01-10T03:23:17Z,680000,False,-245.0,-6.0,1,left,Z. LaVine 24' 3PT  (7 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,24.52,Made,7.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
71,PT05M50.00S,2026-01-10T03:22:52.1Z,1,REGULAR,3pt,Jump Shot,[],201939,66.96780551905388,37.745098039215684,1610612744,21,17,2026-01-10T03:23:42Z,700000,False,-61.0,258.0,1,right,MISS S. Curry 26' 3PT - blocked,"[201939, 1642875]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,Raynaud,1642875.0,,,,,,,,,,,,
72,PT05M50.00S,2026-01-10T03:22:52.1Z,1,REGULAR,block,,[],1642875,,,1610612744,21,17,2026-01-10T03:22:54Z,710000,False,,,0,,M. Raynaud BLOCK (1 BLK),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2026-01-10T03:22:54.1Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,21,17,2026-01-10T03:23:42Z,720000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,,,,,,,71.0,,,,,,1.0,1.0,0.0,,,
75,PT05M36.00S,2026-01-10T03:23:05.4Z,1,REGULAR,2pt,Jump Shot,[],201566,15.982260183968464,78.18627450980392,1610612758,21,17,2026-01-10T03:23:17Z,740000,False,-141.0,98.0,1,left,MISS R. Westbrook 17' pullup Shot,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,17.15,Missed,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2026-01-10T03:23:11.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,21,17,2026-01-10T03:23:11Z,750000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left,,,,,,,,,75.0,,,,,,1.0,1.0,0.0,,,
77,PT05M29.00S,2026-01-10T03:23:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.72339027595268,46.32352941176471,1610612744,21,17,2026-01-10T03:25:20Z,760000,False,-18.0,16.0,1,right,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2026-01-10T03:23:18.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,21,17,2026-01-10T03:25:20Z,780000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,77.0,,,,,,1.0,1.0,0.0,,,
81,PT05M22.00S,2026-01-10T03:23:21.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,7.5722733245729295,49.754901960784316,1610612758,21,17,2026-01-10T03:26:02Z,800000,False,1.0,19.0,1,left,MISS R. Westbrook running Layup,[201566],1610612758.0,SAC,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2026-01-10T03:23:23.9Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,21,17,2026-01-10T03:26:02Z,810000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,81.0,,,,,,4.0,2.0,2.0,,,
83,PT05M20.00S,2026-01-10T03:23:32.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642875,8.623521681997373,50.245098039215684,1610612758,21,19,2026-01-10T03:26:11Z,820000,False,-1.0,29.0,1,left,M. Raynaud putback DUNK (4 PTS),[1642875],1610612758.0,SAC,putback,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,2.86,Made,4.0,,,,,,,,,,,,,,,,,
84,PT05M05.00S,2026-01-10T03:23:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.72339027595268,47.794117647058826,1610612744,23,19,2026-01-10T03:23:45Z,830000,False,-11.0,16.0,1,right,G. Payton II cutting Layup (2 PTS) (S. Curry 3 AST),"[1627780, 201939]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
86,PT05M00.00S,2026-01-10T03:23:44.4Z,1,REGULAR,2pt,Jump Shot,[],201942,6.521024967148489,20.098039215686274,1610612758,23,19,2026-01-10T03:27:17Z,850000,False,150.0,9.0,1,left,MISS D. DeRozan 14' Jump Shot - blocked,"[201942, 201939]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,14.98,Missed,,,,,Curry,201939.0,,,,,,,,,,,,
87,PT05M00.00S,2026-01-10T03:23:44.4Z,1,REGULAR,block,,[],201939,,,1610612758,23,19,2026-01-10T03:23:46Z,860000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2026-01-10T03:23:46.4Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,23,19,2026-01-10T03:27:17Z,870000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,8-16 Right,,,,,,,,,86.0,,,,,,1.0,1.0,0.0,,,
111,PT04M51.00S,2026-01-10T03:24:11.8Z,1,REGULAR,2pt,Jump Shot,[],201939,78.13731931668858,28.676470588235293,1610612744,23,19,2026-01-10T03:27:47Z,885000,False,-107.0,153.0,1,right,MISS S. Curry 18' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,18.65,Missed,,,,,,,,,,,,,,,,,,
112,PT04M51.00S,2026-01-10T03:24:11.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,23,19,2026-01-10T03:27:47Z,892500,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,111.0,,,,,,,,,,,
91,PT04M51.00S,2026-01-10T03:24:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,23,19,2026-01-10T03:27:47Z,900000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],1627780,,,1610612758,23,19,2026-01-10T03:27:47Z,920000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
