actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT10M47.00S,2021-11-16T01:16:09.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,19.267411300919843,43.872549019607845,1610612756,0,2,2021-11-16T01:16:15Z,150000,31.0,129.0,1,left,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,13.22,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2021-11-16T01:16:12.6Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,0,2,2021-11-16T01:16:12Z,160000,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
17,PT10M42.00S,2021-11-16T01:16:13.9Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612756,0,2,2021-11-16T01:16:19Z,170000,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 1626156]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,,
18,PT10M42.00S,2021-11-16T01:16:13.9Z,1,REGULAR,steal,,[],1626156,,,1610612750,0,2,2021-11-16T01:16:15Z,180000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2021-11-16T01:16:18.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,94.82588699080158,49.50980392156863,1610612750,2,2,2021-11-16T01:16:25Z,190000,-2.0,-4.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (D. Russell 1 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.46,Made,,,,,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
21,PT10M22.00S,2021-11-16T01:16:33.5Z,1,REGULAR,2pt,Jump Shot,[],1628969,18.084756898817346,69.85294117647058,1610612756,2,2,2021-11-16T01:16:40Z,210000,-99.0,117.0,1,left,MISS M. Bridges 15' step back Shot,[1628969],1610612756.0,PHX,step back,,,Bridges,M. Bridges,,,,,15.38,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2021-11-16T01:16:36.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,2,2,2021-11-16T01:16:40Z,220000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M06.00S,2021-11-16T01:16:49.9Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.15045992115637,35.78431372549019,1610612750,5,2,2021-11-16T01:16:55Z,230000,-71.0,247.0,1,right,K. Towns 25' 3PT  (3 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.69,Made,,,,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,
25,PT09M37.00S,2021-11-16T01:17:18.9Z,1,REGULAR,3pt,Jump Shot,[],101108,5.995400788436268,95.34313725490196,1610612756,5,2,2021-11-16T01:17:23Z,250000,-227.0,4.0,1,left,MISS C. Paul 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2021-11-16T01:17:21.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,2,2021-11-16T01:17:23Z,260000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
27,PT09M29.00S,2021-11-16T01:17:26.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,95.22010512483574,24.019607843137255,1610612750,7,2,2021-11-16T01:17:40Z,270000,-130.0,-8.0,1,right,D. Russell 13' pullup Jump Shot (2 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,13.01,Made,,,,,2.0,,,,,,,,,,,,,,
29,PT09M08.00S,2021-11-16T01:18:04.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,7,2,2021-11-16T01:18:04Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M03.00S,2021-11-16T01:18:19.7Z,1,REGULAR,2pt,Jump Shot,[],203109,21.632720105124836,82.59803921568627,1610612756,7,2,2021-11-16T01:18:37Z,300000,-163.0,151.0,1,left,MISS J. Crowder 22' pullup Shot,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,22.21,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2021-11-16T01:18:21.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,7,2,2021-11-16T01:18:37Z,310000,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
32,PT08M53.00S,2021-11-16T01:18:31.1Z,1,REGULAR,3pt,Jump Shot,[],201976,75.64060446780552,14.215686274509803,1610612750,7,2,2021-11-16T01:18:40Z,320000,-179.0,176.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M48.00S,2021-11-16T01:18:36.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,7,2,2021-11-16T01:18:40Z,330000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
34,PT08M32.00S,2021-11-16T01:18:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,5.995400788436268,4.411764705882353,1610612756,7,2,2021-11-16T01:18:56Z,340000,228.0,4.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2021-11-16T01:18:53.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,7,2,2021-11-16T01:18:56Z,350000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
36,PT08M22.00S,2021-11-16T01:19:04.0Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,7,2,2021-11-16T01:19:10Z,360000,,,0,,K. Towns traveling TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,1626302.0,2.0,,,,,,,,,
37,PT08M08.00S,2021-11-16T01:19:27.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203109,25.969119579500656,17.401960784313726,1610612756,7,2,2021-11-16T01:19:34Z,370000,163.0,192.0,1,left,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M03.00S,2021-11-16T01:19:32.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,7,2,2021-11-16T01:19:34Z,380000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
39,PT08M03.00S,2021-11-16T01:19:32.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628969,5.590000152587891,50.0,1610612756,7,4,2021-11-16T01:22:02Z,390000,0.0,0.0,1,left,M. Bridges tip DUNK (2 PTS),[1628969],1610612756.0,PHX,tip,,,Bridges,M. Bridges,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
40,PT07M51.00S,2021-11-16T01:19:47.9Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612750,7,4,2021-11-16T01:20:01Z,400000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Towns 2 FT),"[203109, 1626157]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Towns,1626157.0,,,
42,PT07M51.00S,2021-11-16T01:20:19.2Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,8,4,2021-11-16T01:20:19Z,420000,,,0,,K. Towns Free Throw 1 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
43,PT07M51.00S,2021-11-16T01:20:38.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,9,4,2021-11-16T01:20:38Z,430000,,,0,,K. Towns Free Throw 2 of 2 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
44,PT07M40.00S,2021-11-16T01:20:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612756,9,4,2021-11-16T01:21:03Z,440000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629020, 1628969]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,203054.0,,,,1.0,0.0,Bridges,1628969.0,,,
47,PT07M40.00S,2021-11-16T01:21:17.5Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,9,5,2021-11-16T01:21:17Z,460000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
48,PT07M40.00S,2021-11-16T01:21:33.8Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,9,6,2021-11-16T01:21:33Z,470000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
49,PT07M33.00S,2021-11-16T01:21:46.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.36202365308804,37.00980392156863,1610612750,9,6,2021-11-16T01:21:55Z,480000,-65.0,254.0,1,right,MISS D. Russell 26' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M30.00S,2021-11-16T01:21:49.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,9,6,2021-11-16T01:27:40Z,490000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
51,PT07M30.00S,2021-11-16T01:21:53.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,9,6,2021-11-16T01:21:53Z,500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2021-11-16T01:22:00.7Z,1,REGULAR,2pt,Jump Shot,[],203109,7.30946123521682,8.333333333333332,1610612756,9,6,2021-11-16T01:23:44Z,510000,208.0,16.0,1,left,MISS J. Crowder 20' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,20.89,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2021-11-16T01:22:03.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,9,6,2021-11-16T01:22:05Z,520000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
54,PT07M19.00S,2021-11-16T01:22:09.7Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,9,6,2021-11-16T01:22:15Z,530000,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,,,,,,,,,,,203054.0,1.0,,,,,,,,,
55,PT07M19.00S,2021-11-16T01:22:13.3Z,1,REGULAR,substitution,out,[],1629020,,,1610612756,9,6,2021-11-16T01:22:20Z,540000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M19.00S,2021-11-16T01:22:13.3Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,9,6,2021-11-16T01:22:20Z,550000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M05.00S,2021-11-16T01:22:41.2Z,1,REGULAR,foul,offensive,[],203109,,,1610612756,9,6,2021-11-16T01:26:18Z,560000,,,0,,J. Crowder charge offensive FOUL (2 PF),"[203109, 1629006]",1610612756.0,PHX,charge,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Okogie,1629006.0,,,
59,PT07M05.00S,2021-11-16T01:22:41.2Z,1,REGULAR,turnover,offensive foul,[],203109,,,1610612756,9,6,2021-11-16T01:22:41Z,580000,,,0,,J. Crowder offensive foul TURNOVER (1 TO),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1148.0,1.0,,,,,,,,,
60,PT06M55.00S,2021-11-16T01:23:03.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201976,74.98357424441524,84.31372549019608,1610612750,12,6,2021-11-16T01:23:09Z,590000,172.0,183.0,1,right,P. Beverley 25' 3PT  (3 PTS) (D. Russell 2 AST),"[201976, 1626156]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.07,Made,,,,,3.0,D. Russell,1626156.0,2.0,,,,,,,,,,,
62,PT06M41.00S,2021-11-16T01:23:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,8.229303547963205,49.50980392156863,1610612756,12,8,2021-11-16T01:23:27Z,610000,2.0,25.0,1,left,D. Ayton cutting Layup (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,2.5,Made,,,,,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,
64,PT06M41.00S,2021-11-16T01:23:21.1Z,1,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612756,12,8,2021-11-16T01:23:27Z,630000,,,0,,D. Russell shooting personal FOUL (1 PF) (Ayton 1 FT),"[1626156, 1629028]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Ayton,1629028.0,,,
66,PT06M41.00S,2021-11-16T01:23:30.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,12,8,2021-11-16T01:23:44Z,650000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2021-11-16T01:25:53.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612756,12,8,2021-11-16T01:26:21Z,660000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2021-11-16T01:25:53.9Z,1,REGULAR,substitution,out,[],203109,,,1610612756,12,8,2021-11-16T01:26:21Z,670000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2021-11-16T01:25:53.9Z,1,REGULAR,substitution,in,[],1630183,,,1610612756,12,8,2021-11-16T01:26:21Z,680000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2021-11-16T01:25:53.9Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,12,8,2021-11-16T01:26:21Z,690000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2021-11-16T01:26:30.9Z,1,REGULAR,freethrow,1 of 1,[],1629028,,,1610612756,12,9,2021-11-16T01:26:30Z,700000,,,0,,D. Ayton Free Throw 1 of 1 (3 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
72,PT06M27.00S,2021-11-16T01:26:49.3Z,1,REGULAR,2pt,Jump Shot,[],1626157,81.553876478318,16.666666666666664,1610612750,14,9,2021-11-16T01:26:58Z,710000,-167.0,121.0,1,right,K. Towns 20' step back Jump Shot (7 PTS),[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,20.59,Made,,,,,7.0,,,,,,,,,,,,,,
74,PT06M06.00S,2021-11-16T01:27:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.258212877792378,49.26470588235294,1610612756,14,11,2021-11-16T01:27:15Z,730000,4.0,6.0,1,left,D. Ayton alley-oop DUNK (5 PTS) (C. Paul 2 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,0.73,Made,,,,,5.0,C. Paul,101108.0,2.0,,,,,,,,,,,
76,PT05M53.00S,2021-11-16T01:27:22.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,69.72733245729303,68.38235294117648,1610612750,14,11,2021-11-16T01:27:29Z,750000,92.0,232.0,1,right,MISS K. Towns 24' step back 3PT,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M51.00S,2021-11-16T01:27:24.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,14,11,2021-11-16T01:27:29Z,760000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
78,PT05M44.00S,2021-11-16T01:27:33.1Z,1,REGULAR,2pt,Jump Shot,[],101108,16.507884362680684,30.88235294117647,1610612756,14,11,2021-11-16T01:27:46Z,770000,96.0,103.0,1,left,MISS C. Paul 14' step back Shot,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,14.03,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2021-11-16T01:27:35.6Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,14,11,2021-11-16T01:27:35Z,780000,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
80,PT05M32.00S,2021-11-16T01:27:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,89.83245729303549,62.5,1610612750,14,11,2021-11-16T01:27:50Z,790000,62.0,43.0,1,right,MISS J. McDaniels 7' Jump Shot,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,7.59,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2021-11-16T01:27:44.3Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,14,11,2021-11-16T01:27:50Z,800000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,80.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
82,PT05M28.00S,2021-11-16T01:27:48.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626157,87.86136662286465,50.245098039215684,1610612750,16,11,2021-11-16T01:27:53Z,810000,1.0,62.0,1,right,K. Towns 6' Hook (9 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,6.16,Made,,,,,9.0,,,,,,,,,,,,,,
83,PT05M13.00S,2021-11-16T01:28:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,15.719448094612352,38.72549019607843,1610612756,16,11,2021-11-16T01:28:09Z,820000,56.0,95.0,1,left,MISS D. Booker 11' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,11.07,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2021-11-16T01:28:02.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,16,11,2021-11-16T01:28:09Z,830000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,83.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
85,PT05M05.00S,2021-11-16T01:28:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612750,16,11,2021-11-16T01:28:43Z,840000,,,0,,D. Booker shooting personal FOUL (1 PF) (Towns 2 FT),"[1626164, 1626157]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Towns,1626157.0,,,
87,PT05M05.00S,2021-11-16T01:28:43.5Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,17,11,2021-11-16T01:28:43Z,860000,,,0,,K. Towns Free Throw 1 of 2 (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
88,PT05M05.00S,2021-11-16T01:28:44.1Z,1,REGULAR,substitution,out,[],101108,,,1610612750,17,11,2021-11-16T01:28:52Z,870000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2021-11-16T01:28:44.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612750,17,11,2021-11-16T01:28:52Z,880000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M05.00S,2021-11-16T01:28:44.1Z,1,REGULAR,substitution,in,[],1626166,,,1610612750,17,11,2021-11-16T01:28:52Z,890000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
