actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
440,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,in,[],1626153,,,1610612750,62,82,2021-12-07T02:38:45Z,4350000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,in,[],201568,,,1610612750,62,82,2021-12-07T02:38:45Z,4360000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M43.00S,2021-12-07T02:38:59.5Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,63,82,2021-12-07T02:38:59Z,4370000,,,0,,K. Towns Free Throw 2 of 2 (22 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,22.0,,,,,,,,,,,
443,PT04M28.00S,2021-12-07T02:39:17.8Z,3,REGULAR,3pt,Jump Shot,[],1629027,38.612844940867284,48.01623774509804,1610612737,63,82,2021-12-07T02:39:25Z,4380000,10.0,310.0,1,left,MISS T. Young 31' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,31.07,Missed,,,,,,,,,,,,,,,,,,,
444,PT04M25.00S,2021-12-07T02:39:20.8Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,63,82,2021-12-07T02:39:25Z,4390000,,,0,,K. Towns REBOUND (Off:2 Def:10),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,443.0,12.0,10.0,2.0,,,,,,,,,,,,,
445,PT04M18.00S,2021-12-07T02:39:27.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,91.27792378449409,57.84313725490197,1610612750,63,82,2021-12-07T02:39:36Z,4400000,39.0,29.0,1,right,MISS J. McDaniels Layup - blocked,"[1630183, 1628989]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,4.91,Missed,Huerter,1628989.0,,,,,,,,,,,,,,,,,
446,PT04M18.00S,2021-12-07T02:39:27.6Z,3,REGULAR,block,,[],1628989,,,1610612750,63,82,2021-12-07T02:47:29Z,4410000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M13.00S,2021-12-07T02:39:32.6Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,63,82,2021-12-07T02:39:36Z,4420000,,,0,,K. Huerter REBOUND (Off:0 Def:5),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,445.0,5.0,5.0,0.0,,,,,,,,,,,,,
448,PT04M11.00S,2021-12-07T02:39:34.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.389618922470433,50.245098039215684,1610612737,63,84,2021-12-07T02:39:43Z,4430000,-1.0,8.0,1,left,T. Young Layup (24 PTS) (D. Gallinari 2 AST),"[1629027, 201568]",1610612737.0,ATL,,,,Young,T. Young,,,,,0.77,Made,,,,,,,,24.0,D. Gallinari,201568.0,2.0,,,,,,,,
450,PT04M01.00S,2021-12-07T02:39:44.1Z,3,REGULAR,3pt,Jump Shot,[],1630183,78.79434954007884,8.823529411764707,1610612750,66,84,2021-12-07T02:39:49Z,4450000,-206.0,147.0,1,right,J. McDaniels 25' 3PT  (5 PTS) (M. Beasley 2 AST),"[1630183, 1627736]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.29,Made,,,,,,,,5.0,M. Beasley,1627736.0,2.0,,,,,,,,
452,PT03M31.00S,2021-12-07T02:40:14.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,14.4053876478318,51.71568627450981,1610612737,66,84,2021-12-07T02:40:19Z,4470000,-9.0,83.0,1,left,MISS J. Collins 8' Hook - blocked,"[1628381, 1629675]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,8.33,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,,
453,PT03M31.00S,2021-12-07T02:40:14.3Z,3,REGULAR,block,,[],1629675,,,1610612737,66,84,2021-12-07T02:40:16Z,4480000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M29.00S,2021-12-07T02:40:16.3Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,66,84,2021-12-07T02:40:19Z,4490000,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,,
455,PT03M17.00S,2021-12-07T02:40:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,93.24901445466492,52.69607843137255,1610612750,66,84,2021-12-07T02:42:16Z,4500000,13.0,11.0,1,right,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,,
456,PT03M15.00S,2021-12-07T02:40:31.6Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612750,66,84,2021-12-07T02:42:16Z,4510000,,,0,,K. Towns REBOUND (Off:3 Def:10),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,455.0,13.0,10.0,3.0,,,,,,,,,,,,,
463,PT03M15.00S,2021-12-07T02:40:33.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,92.46057818659659,46.07843137254902,1610612750,66,84,2021-12-07T02:42:03Z,4515000,-20.0,18.0,1,right,MISS K. Towns tip Layup,[1626157],1610612750.0,MIN,tip,,,Towns,K. Towns,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,,
464,PT03M14.00S,2021-12-07T02:40:34.0Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612750,66,84,2021-12-07T02:42:03Z,4517500,,,0,,K. Towns REBOUND (Off:4 Def:10),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,463.0,14.0,10.0,4.0,,,,,,,,,,,,,
457,PT03M11.00S,2021-12-07T02:40:36.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,66,84,2021-12-07T02:40:36Z,4520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M11.00S,2021-12-07T02:40:38.0Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,66,84,2021-12-07T02:40:51Z,4530000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M11.00S,2021-12-07T02:40:38.0Z,3,REGULAR,substitution,in,[],1629020,,,1610612750,66,84,2021-12-07T02:40:51Z,4540000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M09.00S,2021-12-07T02:41:01.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,93.38042049934296,95.34313725490196,1610612750,69,84,2021-12-07T02:42:03Z,4550000,227.0,10.0,1,right,M. Beasley 3PT  (3 PTS) (J. McLaughlin 2 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,22.69,Made,,,,,,,,3.0,J. McLaughlin,1629162.0,2.0,,,,,,,,
462,PT03M00.00S,2021-12-07T02:41:16.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612737,69,84,2021-12-07T02:41:16Z,4570000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M00.00S,2021-12-07T02:42:38.3Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,69,84,2021-12-07T02:42:50Z,4580000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M00.00S,2021-12-07T02:42:38.3Z,3,REGULAR,substitution,in,[],203476,,,1610612737,69,84,2021-12-07T02:42:50Z,4590000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M49.00S,2021-12-07T02:43:04.9Z,3,REGULAR,2pt,Jump Shot,[],1629027,21.107095926412615,38.970588235294116,1610612737,69,84,2021-12-07T02:43:10Z,4600000,55.0,146.0,1,left,MISS T. Young 15' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,15.6,Missed,,,,,,,,,,,,,,,,,,,
468,PT02M46.00S,2021-12-07T02:43:07.9Z,3,REGULAR,rebound,defensive,[],1629162,,,1610612750,69,84,2021-12-07T02:43:10Z,4610000,,,0,,J. McLaughlin REBOUND (Off:1 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,467.0,2.0,1.0,1.0,,,,,,,,,,,,,
469,PT02M40.00S,2021-12-07T02:43:13.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629162,87.46714848883047,49.01960784313725,1610612750,71,84,2021-12-07T02:43:20Z,4620000,-5.0,65.0,1,right,J. McLaughlin 6' driving floating Jump Shot (7 PTS),[1629162],1610612750.0,MIN,driving floating,,,McLaughlin,J. McLaughlin,,,,,6.55,Made,,,,,,,,7.0,,,,,,,,,,,
470,PT02M13.00S,2021-12-07T02:43:40.6Z,3,REGULAR,3pt,Jump Shot,[],203476,26.757555847568987,80.3921568627451,1610612737,71,87,2021-12-07T02:43:45Z,4630000,-152.0,199.0,1,left,G. Dieng 25' 3PT  (3 PTS) (D. Wright 4 AST),"[203476, 1626153]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.04,Made,,,,,,,,3.0,D. Wright,1626153.0,4.0,,,,,,,,
472,PT01M59.00S,2021-12-07T02:43:54.3Z,3,REGULAR,3pt,Jump Shot,[],1627736,67.7562417871222,58.333333333333336,1610612750,71,87,2021-12-07T02:43:58Z,4650000,42.0,251.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M56.00S,2021-12-07T02:43:57.3Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612737,71,87,2021-12-07T02:43:58Z,4660000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,472.0,2.0,2.0,0.0,,,,,,,,,,,,,
474,PT01M47.00S,2021-12-07T02:44:06.2Z,3,REGULAR,3pt,Jump Shot,[],201568,13.748357424441524,3.9215686274509802,1610612737,71,90,2021-12-07T02:44:11Z,4670000,230.0,77.0,1,left,D. Gallinari 24' 3PT  (15 PTS) (D. Wright 5 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.28,Made,,,,,,,,15.0,D. Wright,1626153.0,5.0,,,,,,,,
476,PT01M33.00S,2021-12-07T02:44:25.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203476,,,1610612750,71,90,2021-12-07T02:44:32Z,4690000,,,0,,G. Dieng personal FOUL (2 PF) (Reid 2 FT),"[203476, 1629675]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,202041.0,,,,,,,,2.0,0.0,Reid,1629675.0,
478,PT01M33.00S,2021-12-07T02:44:58.4Z,3,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,72,90,2021-12-07T02:44:58Z,4710000,,,0,,N. Reid Free Throw 1 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
479,PT01M33.00S,2021-12-07T02:45:00.2Z,3,REGULAR,substitution,out,[],1629027,,,1610612750,72,90,2021-12-07T02:45:05Z,4720000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M33.00S,2021-12-07T02:45:00.2Z,3,REGULAR,substitution,in,[],101150,,,1610612750,72,90,2021-12-07T02:45:05Z,4730000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M33.00S,2021-12-07T02:45:16.3Z,3,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,73,90,2021-12-07T02:45:16Z,4740000,,,0,,N. Reid Free Throw 2 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
482,PT01M20.00S,2021-12-07T02:45:32.2Z,3,REGULAR,3pt,Jump Shot,[],203476,25.706307490144546,82.84313725490196,1610612737,73,93,2021-12-07T02:45:38Z,4750000,-164.0,189.0,1,left,G. Dieng 25' 3PT step back (6 PTS) (D. Wright 6 AST),"[203476, 1626153]",1610612737.0,ATL,step back,,,Dieng,G. Dieng,,,,,25.04,Made,,,,,,,,6.0,D. Wright,1626153.0,6.0,,,,,,,,
484,PT01M08.00S,2021-12-07T02:45:43.5Z,3,REGULAR,3pt,Jump Shot,[],1630183,68.80749014454665,32.1078431372549,1610612750,73,93,2021-12-07T02:45:51Z,4770000,-89.0,241.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
485,PT01M05.00S,2021-12-07T02:45:46.5Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,73,93,2021-12-07T02:45:51Z,4780000,,,0,,D. Gallinari REBOUND (Off:0 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,484.0,4.0,4.0,0.0,,,,,,,,,,,,,
486,PT01M04.00S,2021-12-07T02:45:48.8Z,3,REGULAR,turnover,lost ball,[],201568,,,1610612737,73,93,2021-12-07T02:45:53Z,4790000,,,0,,D. Gallinari lost ball TURNOVER (1 TO),"[201568, 1629675]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,1.0,Reid,1629675.0,,,,,
487,PT01M04.00S,2021-12-07T02:45:48.8Z,3,REGULAR,steal,,[],1629675,,,1610612750,73,93,2021-12-07T02:45:51Z,4800000,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M56.40S,2021-12-07T02:45:58.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627736,91.67214191852825,62.745098039215684,1610612750,75,93,2021-12-07T02:55:19Z,4810000,64.0,26.0,1,right,M. Beasley 6' driving floating Jump Shot (5 PTS),[1627736],1610612750.0,MIN,driving floating,,,Beasley,M. Beasley,,,,,6.87,Made,,,,,,,,5.0,,,,,,,,,,,
489,PT00M36.40S,2021-12-07T02:46:20.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,35.03613666228647,60.049019607843135,1610612737,75,93,2021-12-07T02:46:25Z,4820000,-50.0,277.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,,
490,PT00M34.60S,2021-12-07T02:46:22.7Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,75,93,2021-12-07T02:46:25Z,4830000,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,489.0,4.0,4.0,0.0,,,,,,,,,,,,,
491,PT00M30.40S,2021-12-07T02:46:26.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,66.17936925098554,30.392156862745097,1610612750,78,93,2021-12-07T02:46:34Z,4840000,-98.0,265.0,1,right,M. Beasley 28' 3PT pullup (8 PTS),[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,28.29,Made,,,,,,,,8.0,,,,,,,,,,,
492,PT00M12.90S,2021-12-07T02:46:53.9Z,3,REGULAR,3pt,Jump Shot,[],201568,32.802233902759525,9.068627450980392,1610612737,78,96,2021-12-07T02:46:58Z,4850000,205.0,256.0,1,left,D. Gallinari 32' 3PT  (18 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,32.76,Made,,,,,,,,18.0,,,,,,,,,,,
493,PT00M00.00S,2021-12-07T02:47:10.3Z,3,REGULAR,2pt,Jump Shot,[],1627736,72.22404730617609,34.80392156862745,1610612750,78,96,2021-12-07T02:47:17Z,4860000,-76.0,209.0,1,right,MISS M. Beasley 22' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,22.2,Missed,,,,,,,,,,,,,,,,,,,
494,PT00M00.00S,2021-12-07T02:47:10.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,78,96,2021-12-07T02:47:17Z,4870000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,
495,PT00M00.00S,2021-12-07T02:47:13.8Z,3,REGULAR,period,end,[],0,,,1610612750,78,96,2021-12-07T02:47:13Z,4880000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,out,['startperiod'],1629020,,,1610612750,78,96,2021-12-07T02:49:39Z,4890000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,78,96,2021-12-07T02:49:39Z,4900000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,out,['startperiod'],1628989,,,1610612750,78,96,2021-12-07T02:49:39Z,4910000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,in,['startperiod'],1630162,,,1610612750,78,96,2021-12-07T02:49:39Z,4920000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,in,['startperiod'],1626157,,,1610612750,78,96,2021-12-07T02:49:39Z,4930000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-12-07T02:49:16.7Z,4,REGULAR,substitution,in,['startperiod'],1627789,,,1610612750,78,96,2021-12-07T02:49:39Z,4940000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-12-07T02:49:51.8Z,4,REGULAR,period,start,[],0,,,1610612737,78,96,2021-12-07T02:49:51Z,4950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M36.00S,2021-12-07T02:50:14.5Z,4,REGULAR,2pt,Jump Shot,[],201568,10.85742444152431,92.15686274509804,1610612737,78,96,2021-12-07T02:50:19Z,4960000,-211.0,50.0,1,left,MISS D. Gallinari 21' step back Shot,[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,21.66,Missed,,,,,,,,,,,,,,,,,,,
504,PT11M34.00S,2021-12-07T02:50:16.8Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612750,78,96,2021-12-07T02:50:16Z,4970000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,503.0,2.0,2.0,0.0,,,,,,,,,,,,,
505,PT11M25.00S,2021-12-07T02:50:25.6Z,4,REGULAR,3pt,Jump Shot,[],1626157,67.88764783180025,57.107843137254896,1610612750,81,96,2021-12-07T02:50:33Z,4980000,36.0,249.0,1,right,K. Towns 25' 3PT  (25 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.19,Made,,,,,,,,25.0,A. Edwards,1630162.0,3.0,,,,,,,,
507,PT10M58.00S,2021-12-07T02:50:52.2Z,4,REGULAR,2pt,Jump Shot,[],1627789,5.338370565045992,20.34313725490196,1610612737,81,98,2021-12-07T02:50:58Z,5000000,148.0,-2.0,1,left,T. Luwawu-Cabarrot 14' turnaround fadeaway Jump Shot (20 PTS),[1627789],1610612737.0,ATL,turnaround fadeaway,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,14.83,Made,,,,,,,,20.0,,,,,,,,,,,
508,PT10M44.00S,2021-12-07T02:51:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.9862023653088,48.28431372549019,1610612750,83,98,2021-12-07T02:51:11Z,5010000,-9.0,13.0,1,right,A. Edwards driving Layup (15 PTS) (J. McLaughlin 3 AST),"[1630162, 1629162]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.59,Made,,,,,,,,15.0,J. McLaughlin,1629162.0,3.0,,,,,,,,
510,PT10M27.00S,2021-12-07T02:51:23.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,13.748357424441524,35.53921568627451,1610612737,83,98,2021-12-07T02:51:32Z,5030000,72.0,77.0,1,left,MISS L. Williams 10' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,10.54,Missed,,,,,,,,,,,,,,,,,,,
511,PT10M26.00S,2021-12-07T02:51:24.5Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612750,83,98,2021-12-07T02:51:32Z,5040000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,510.0,3.0,3.0,0.0,,,,,,,,,,,,,
512,PT10M21.00S,2021-12-07T02:51:32.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,83,98,2021-12-07T02:51:32Z,5050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M05.00S,2021-12-07T02:51:58.2Z,4,REGULAR,2pt,Jump Shot,[],1626157,88.38699080157687,18.627450980392158,1610612750,83,98,2021-12-07T02:52:08Z,5060000,-157.0,57.0,1,right,MISS K. Towns 16' step back Shot,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,16.68,Missed,,,,,,,,,,,,,,,,,,,
514,PT10M02.00S,2021-12-07T02:52:01.2Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,83,98,2021-12-07T02:52:08Z,5070000,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,513.0,3.0,3.0,0.0,,,,,,,,,,,,,
515,PT09M53.00S,2021-12-07T02:52:13.6Z,4,REGULAR,foul,personal,[],1629162,,,1610612737,83,98,2021-12-07T02:52:35Z,5080000,,,0,,J. McLaughlin personal FOUL (1 PF),"[1629162, 1627789]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Luwawu-Cabarrot,1627789.0,
517,PT09M39.00S,2021-12-07T02:52:57.5Z,4,REGULAR,3pt,Jump Shot,[],203476,9.017739816031538,5.147058823529411,1610612737,83,101,2021-12-07T02:53:03Z,5100000,224.0,32.0,1,left,G. Dieng 3PT step back (9 PTS) (T. Luwawu-Cabarrot 1 AST),"[203476, 1627789]",1610612737.0,ATL,step back,,,Dieng,G. Dieng,,,,,22.66,Made,,,,,,,,9.0,T. Luwawu-Cabarrot,1627789.0,1.0,,,,,,,,
519,PT09M18.00S,2021-12-07T02:53:18.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,73.40670170827858,80.3921568627451,1610612750,83,101,2021-12-07T02:53:23Z,5120000,152.0,197.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
520,PT09M15.00S,2021-12-07T02:53:21.4Z,4,REGULAR,rebound,defensive,[],203476,,,1610612737,83,101,2021-12-07T02:53:23Z,5130000,,,0,,G. Dieng REBOUND (Off:1 Def:4),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,519.0,5.0,4.0,1.0,,,,,,,,,,,,,
521,PT09M06.00S,2021-12-07T02:53:32.9Z,4,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612737,83,101,2021-12-07T02:53:38Z,5140000,,,0,,M. Beasley shooting personal FOUL (2 PF) (Gallinari 2 FT),"[1627736, 201568]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,,,,,,1627963.0,,,,,,,,2.0,0.0,Gallinari,201568.0,
523,PT09M06.00S,2021-12-07T02:53:56.4Z,4,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,83,102,2021-12-07T02:53:56Z,5160000,,,0,,D. Gallinari Free Throw 1 of 2 (19 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,,,19.0,,,,,,,,,,,
524,PT09M06.00S,2021-12-07T02:54:10.0Z,4,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,83,103,2021-12-07T02:54:10Z,5170000,,,0,,D. Gallinari Free Throw 2 of 2 (20 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,,,20.0,,,,,,,,,,,
525,PT08M56.00S,2021-12-07T02:54:25.2Z,4,REGULAR,foul,offensive,[],1630183,,,1610612750,83,103,2021-12-07T02:54:33Z,5180000,,,0,,J. McDaniels offensive FOUL (3 PF),"[1630183, 1626153]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,1627963.0,,,,,,,,3.0,0.0,Wright,1626153.0,
527,PT08M56.00S,2021-12-07T02:54:25.2Z,4,REGULAR,turnover,offensive foul,[],1630183,,,1610612750,83,103,2021-12-07T02:54:25Z,5200000,,,0,,J. McDaniels offensive foul TURNOVER (2 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,1627963.0,,,,,2.0,,,,,,,
