actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
32,PT09M22.00S,2021-11-04T00:14:01.8Z,1,REGULAR,foul,personal,['3freethrow'],1629006,,,1610612746,7,5,2021-11-04T00:14:16Z,320000,,,0,,J. Okogie shooting personal FOUL (1 PF) (George 3 FT),"[1629006, 202331]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,,1830.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,
34,PT09M22.00S,2021-11-04T00:14:34.3Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', '2ndchance']",202331,,,1610612746,7,6,2021-11-04T00:14:34Z,340000,,,0,,P. George Free Throw 1 of 3 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
35,PT09M22.00S,2021-11-04T00:14:48.2Z,1,REGULAR,freethrow,2 of 3,"['fromturnover', '2ndchance']",202331,,,1610612746,7,7,2021-11-04T00:14:48Z,350000,,,0,,P. George Free Throw 2 of 3 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
36,PT09M22.00S,2021-11-04T00:15:07.0Z,1,REGULAR,freethrow,3 of 3,"['fromturnover', '2ndchance']",202331,,,1610612746,7,8,2021-11-04T00:15:07Z,360000,,,0,,P. George Free Throw 3 of 3 (3 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
37,PT09M10.00S,2021-11-04T00:15:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629006,93.51182654402102,95.09803921568627,1610612750,7,8,2021-11-04T00:15:23Z,370000,225.0,8.0,1,right,MISS J. Okogie 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,22.57,Missed,,,,,,,,,,,,,
38,PT09M06.00S,2021-11-04T00:15:22.7Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,7,8,2021-11-04T00:15:23Z,380000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT08M54.00S,2021-11-04T00:15:33.8Z,1,REGULAR,3pt,Jump Shot,[],202704,7.835085413929041,4.6568627450980395,1610612746,7,11,2021-11-04T00:15:40Z,390000,227.0,21.0,1,left,R. Jackson 3PT  (8 PTS) (E. Bledsoe 2 AST),"[202704, 202339]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,22.77,Made,8.0,E. Bledsoe,202339.0,2.0,,,,,,,,,
41,PT08M38.00S,2021-11-04T00:15:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.15045992115637,56.61764705882353,1610612750,7,11,2021-11-04T00:18:43Z,410000,33.0,247.0,1,right,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,,,,24.91,Missed,,,,,,,,,,,,,
42,PT08M35.00S,2021-11-04T00:15:53.0Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,7,11,2021-11-04T00:15:55Z,420000,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,
43,PT08M35.00S,2021-11-04T00:15:55.2Z,1,REGULAR,turnover,traveling,[],1630162,,,1610612750,7,11,2021-11-04T00:16:05Z,430000,,,0,,A. Edwards traveling TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,1.0,2002.0,,,,,,,,,,,,,,,,,,,
45,PT08M20.00S,2021-11-04T00:16:24.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202339,20.71287779237845,88.23529411764706,1610612746,7,11,2021-11-04T00:16:30Z,440000,-191.0,142.0,1,left,MISS E. Bledsoe 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,23.83,Missed,,,,,,,,,,,,,
46,PT08M16.00S,2021-11-04T00:16:28.2Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,7,11,2021-11-04T00:16:30Z,450000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,
47,PT07M58.00S,2021-11-04T00:16:46.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,7,11,2021-11-04T00:16:50Z,460000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 202704]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.0,,,,,,,,,,,,,,,,Jackson,202704.0,,,
48,PT07M58.00S,2021-11-04T00:16:46.2Z,1,REGULAR,steal,,[],202704,,,1610612746,7,11,2021-11-04T00:17:32Z,470000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2021-11-04T00:16:55.6Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,7,11,2021-11-04T00:17:01Z,480000,,,0,,P. George bad pass out-of-bounds TURNOVER (1 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,1.0,1628954.0,,,,,,,,,,,,,,,,,,,
50,PT07M32.00S,2021-11-04T00:17:17.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630162,93.9060446780552,45.09803921568628,1610612750,9,11,2021-11-04T00:17:26Z,490000,-25.0,5.0,1,right,A. Edwards cutting DUNK (7 PTS) (P. Beverley 3 AST),"[1630162, 201976]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,,,,,,,2.5,Made,7.0,P. Beverley,201976.0,3.0,,,,,,,,,
52,PT07M16.00S,2021-11-04T00:17:31.9Z,1,REGULAR,3pt,Jump Shot,[],201587,5.469776609724048,95.34313725490196,1610612746,9,11,2021-11-04T00:17:39Z,510000,-227.0,-1.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,22.67,Missed,,,,,,,,,,,,,
53,PT07M14.00S,2021-11-04T00:17:33.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,11,2021-11-04T00:17:39Z,520000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,
54,PT07M04.00S,2021-11-04T00:17:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,82.34231274638634,91.91176470588235,1610612750,12,11,2021-11-04T00:17:52Z,530000,210.0,113.0,1,right,J. McDaniels 3PT  (3 PTS) (P. Beverley 4 AST),"[1630183, 201976]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,23.84,Made,3.0,P. Beverley,201976.0,4.0,,,,,,,,,
56,PT07M01.00S,2021-11-04T00:18:00.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,11,2021-11-04T00:18:00Z,550000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2021-11-04T00:21:07.5Z,1,REGULAR,3pt,Jump Shot,[],201587,20.18725361366623,9.068627450980392,1610612746,12,14,2021-11-04T00:21:12Z,560000,205.0,137.0,1,left,N. Batum 24' 3PT  (3 PTS) (R. Jackson 1 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,24.65,Made,3.0,R. Jackson,202704.0,1.0,,,,,,,,,
59,PT06M33.00S,2021-11-04T00:21:27.9Z,1,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612750,12,14,2021-11-04T00:21:36Z,580000,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612750.0,MIN,bad pass,,,Okogie,J. Okogie,,,,,1.0,1628954.0,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2021-11-04T00:21:32.4Z,1,REGULAR,substitution,out,[],202339,,,1610612746,12,14,2021-11-04T00:21:46Z,590000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2021-11-04T00:21:32.4Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,12,14,2021-11-04T00:21:46Z,600000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M21.00S,2021-11-04T00:22:01.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,31.488173455978973,27.205882352941174,1610612746,12,14,2021-11-04T00:22:06Z,610000,114.0,243.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,,26.89,Missed,,,,,,,,,,,,,
63,PT06M18.00S,2021-11-04T00:22:04.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,12,14,2021-11-04T00:22:06Z,620000,,,0,,P. Beverley REBOUND (Off:1 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,
64,PT06M06.00S,2021-11-04T00:22:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,93.77463863337714,45.34313725490196,1610612750,14,14,2021-11-04T00:22:22Z,630000,-23.0,6.0,1,right,J. Okogie driving reverse Layup (2 PTS),[1629006],1610612750.0,MIN,driving reverse,,,Okogie,J. Okogie,,,,,,,,,,,2.41,Made,2.0,,,,,,,,,,,,
66,PT05M56.00S,2021-11-04T00:22:29.4Z,1,REGULAR,foul,personal,[],1629006,,,1610612746,14,14,2021-11-04T00:22:43Z,650000,,,0,,J. Okogie personal FOUL (2 PF),"[1629006, 202331]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,1830.0,2.0,0.0,George,202331.0,,,,,,,,,,,,,,,
68,PT05M56.00S,2021-11-04T00:22:35.1Z,1,REGULAR,substitution,out,[],1629006,,,1610612746,14,14,2021-11-04T00:22:40Z,670000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2021-11-04T00:22:35.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612746,14,14,2021-11-04T00:22:40Z,680000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2021-11-04T00:23:00.3Z,1,REGULAR,2pt,Jump Shot,[],202331,9.017739816031538,66.42156862745098,1610612746,14,16,2021-11-04T00:23:10Z,690000,-82.0,32.0,1,left,P. George 8' fadeaway bank Jump Shot (5 PTS),[202331],1610612746.0,LAC,fadeaway bank,,,George,P. George,,,,,,,,,,,8.82,Made,5.0,,,,,,,,,,,,
71,PT05M34.00S,2021-11-04T00:23:14.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,74.58935611038108,17.647058823529413,1610612750,14,16,2021-11-04T00:23:20Z,700000,-162.0,186.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,24.68,Missed,,,,,,,,,,,,,
72,PT05M30.00S,2021-11-04T00:23:18.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,14,16,2021-11-04T00:28:09Z,710000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,
73,PT05M19.00S,2021-11-04T00:23:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.828515111695138,49.754901960784316,1610612746,14,18,2021-11-04T00:23:38Z,720000,1.0,68.0,1,left,R. Jackson 6' floating Jump Shot (10 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,,,,,,,6.81,Made,10.0,P. George,202331.0,1.0,,,,,,,,,
75,PT05M09.00S,2021-11-04T00:23:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,92.85479632063075,44.6078431372549,1610612750,16,18,2021-11-04T00:23:45Z,740000,-27.0,15.0,1,right,P. Beverley driving reverse Layup (2 PTS),[201976],1610612750.0,MIN,driving reverse,,,Beverley,P. Beverley,,,,,,,,,,,3.07,Made,2.0,,,,,,,,,,,,
76,PT04M58.00S,2021-11-04T00:23:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,7.835085413929041,51.9607843137255,1610612746,16,18,2021-11-04T00:23:59Z,750000,-10.0,21.0,1,left,MISS I. Zubac cutting Layup - blocked,"[1627826, 1630162]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,,,,2.33,Missed,,,,,,,,,,,Edwards,1630162.0,
77,PT04M58.00S,2021-11-04T00:23:50.0Z,1,REGULAR,block,,[],1630162,,,1610612746,16,18,2021-11-04T00:23:53Z,760000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M54.00S,2021-11-04T00:23:54.0Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,16,18,2021-11-04T00:23:59Z,770000,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,
79,PT04M45.00S,2021-11-04T00:24:05.1Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612750,16,18,2021-11-04T00:24:14Z,780000,,,0,,P. George shooting personal FOUL (2 PF) (Edwards 2 FT),"[202331, 1630162]",1610612746.0,LAC,shooting,,,George,P. George,,,,,,1830.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
81,PT04M45.00S,2021-11-04T00:24:27.4Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,17,18,2021-11-04T00:24:27Z,800000,,,0,,A. Edwards Free Throw 1 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
82,PT04M45.00S,2021-11-04T00:24:29.4Z,1,REGULAR,substitution,out,[],202331,,,1610612750,17,18,2021-11-04T00:24:42Z,810000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2021-11-04T00:24:29.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612750,17,18,2021-11-04T00:24:42Z,820000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M45.00S,2021-11-04T00:24:29.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612750,17,18,2021-11-04T00:24:42Z,830000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M45.00S,2021-11-04T00:24:29.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612750,17,18,2021-11-04T00:24:42Z,840000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2021-11-04T00:24:50.9Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,18,18,2021-11-04T00:24:50Z,850000,,,0,,A. Edwards Free Throw 2 of 2 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
87,PT04M36.00S,2021-11-04T00:25:04.4Z,1,REGULAR,turnover,traveling,[],1628392,,,1610612746,18,18,2021-11-04T00:25:10Z,860000,,,0,,I. Hartenstein traveling TURNOVER (1 TO),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,1.0,2002.0,,,,,,,,,,,,,,,,,,,
88,PT04M28.00S,2021-11-04T00:25:25.3Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612750,18,18,2021-11-04T00:25:37Z,870000,,,0,,T. Mann shooting personal FOUL (1 PF) (Beverley 2 FT),"[1629611, 201976]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,2002.0,1.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,
90,PT04M28.00S,2021-11-04T00:25:59.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201976,,,1610612750,19,18,2021-11-04T00:25:59Z,890000,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
91,PT04M28.00S,2021-11-04T00:26:00.2Z,1,REGULAR,substitution,out,[],201587,,,1610612750,19,18,2021-11-04T00:26:06Z,900000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M28.00S,2021-11-04T00:26:00.2Z,1,REGULAR,substitution,in,[],1626159,,,1610612750,19,18,2021-11-04T00:26:06Z,910000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M28.00S,2021-11-04T00:26:20.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201976,,,1610612750,20,18,2021-11-04T00:26:20Z,920000,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
94,PT04M14.00S,2021-11-04T00:26:39.9Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,20,18,2021-11-04T00:26:46Z,930000,,,0,,R. Jackson lost ball out-of-bounds TURNOVER (2 TO),[202704],1610612746.0,LAC,lost ball,,,Jackson,R. Jackson,,,,,2.0,2002.0,,,,,,,,,,,,,,,,,,,
