actionNumber,clock,timeActual,period,periodType,teamId,teamTricode,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,officialId,orderNumber,xLegacy,yLegacy,isFieldGoal,foulPersonalTotal,foulTechnicalTotal,side,description,playerName,playerNameI,personIdsFilter,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
28,PT09M21.00S,2022-02-17T01:14:44.2Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1626157,,,1610612750,6,8,2022-02-17T01:14:46Z,,280000,,,0,,,,K. Towns REBOUND (Off:0 Def:1),Towns,K. Towns,[1626157],,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M12.00S,2022-02-17T01:14:53.2Z,1,REGULAR,1610612750.0,MIN,2pt,Layup,driving finger roll,['pointsinthepaint'],201976,7.5722733245729295,48.77450980392157,1610612750,8,8,2022-02-17T01:14:57Z,,290000,6.0,19.0,1,,,left,P. Beverley driving finger roll Layup (2 PTS),Beverley,P. Beverley,[201976],,,,,,,,1.97,Made,2.0,,,,,,,,,,,,,,
30,PT08M59.00S,2022-02-17T01:15:06.1Z,1,REGULAR,1610612761.0,TOR,3pt,Jump Shot,pullup,[],1629018,73.66951379763469,19.362745098039216,1610612761,8,11,2022-02-17T01:15:14Z,,300000,-153.0,195.0,1,,,right,G. Trent Jr. 24' 3PT pullup (8 PTS),Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,24.8,Made,8.0,,,,,,,,,,,,,,
31,PT08M48.00S,2022-02-17T01:15:19.6Z,1,REGULAR,1610612750.0,MIN,turnover,bad pass,,[],201976,,,1610612750,8,11,2022-02-17T01:15:30Z,,310000,,,0,,,,P. Beverley bad pass TURNOVER (1 TO),Beverley,P. Beverley,"[201976, 1630567]",,,,,,,1.0,,,,,,,,Barnes,1630567.0,,,,,,,,
32,PT08M48.00S,2022-02-17T01:15:19.6Z,1,REGULAR,1610612761.0,TOR,steal,,,[],1630567,,,1610612761,8,11,2022-02-17T01:15:22Z,,320000,,,0,,,,S. Barnes STEAL (1 STL),Barnes,S. Barnes,[1630567],,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M46.00S,2022-02-17T01:15:25.0Z,1,REGULAR,1610612750.0,MIN,foul,personal,take,[],201976,,,1610612761,8,11,2022-02-17T01:15:34Z,1146.0,330000,,,0,1.0,1.0,,P. Beverley take personal FOUL (1 PF),Beverley,P. Beverley,"[201976, 1627783]",,,,,,,,,,,,,,,,,,,,Siakam,1627783.0,,,
35,PT08M31.00S,2022-02-17T01:15:51.5Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,pullup,['fromturnover'],1629018,77.34888304862024,48.77450980392157,1610612761,8,11,2022-02-17T01:15:56Z,,350000,-6.0,160.0,1,,,right,MISS G. Trent Jr. 16' pullup Shot,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,16.05,Missed,,,,,,,,,,,,,,,
36,PT08M29.00S,2022-02-17T01:15:53.5Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1626156,,,1610612750,8,11,2022-02-17T01:16:24Z,,360000,,,0,,,,D. Russell REBOUND (Off:0 Def:1),Russell,D. Russell,[1626156],,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,
37,PT08M24.00S,2022-02-17T01:15:57.8Z,1,REGULAR,1610612750.0,MIN,2pt,DUNK,,"['pointsinthepaint', 'fastbreak']",1626157,6.258212877792378,47.05882352941176,1610612750,10,11,2022-02-17T01:16:05Z,,370000,15.0,6.0,1,,,left,K. Towns DUNK (6 PTS) (D. Russell 1 AST),Towns,K. Towns,"[1626157, 1626156]",,,,,,,,1.6,Made,6.0,,,,,,,D. Russell,1626156.0,1.0,,,,,
39,PT08M14.00S,2022-02-17T01:16:09.6Z,1,REGULAR,1610612750.0,MIN,foul,personal,shooting,['2freethrow'],1626157,,,1610612761,10,11,2022-02-17T01:16:16Z,1146.0,390000,,,0,1.0,0.0,,K. Towns shooting personal FOUL (1 PF) (Birch 2 FT),Towns,K. Towns,"[1626157, 203920]",,,,,,,,,,,,,,,,,,,,Birch,203920.0,,,
41,PT08M14.00S,2022-02-17T01:16:27.6Z,1,REGULAR,1610612761.0,TOR,freethrow,1 of 2,,[],203920,,,1610612761,10,12,2022-02-17T01:16:27Z,,410000,,,0,,,,K. Birch Free Throw 1 of 2 (1 PTS),Birch,K. Birch,[203920],,,,,,,,,Made,1.0,,,,,,,,,,,,,,
42,PT08M14.00S,2022-02-17T01:16:40.5Z,1,REGULAR,1610612761.0,TOR,freethrow,2 of 2,,[],203920,,,1610612761,10,13,2022-02-17T01:16:40Z,,420000,,,0,,,,K. Birch Free Throw 2 of 2 (2 PTS),Birch,K. Birch,[203920],,,,,,,,,Made,2.0,,,,,,,,,,,,,,
43,PT08M06.00S,2022-02-17T01:16:53.7Z,1,REGULAR,1610612761.0,TOR,foul,personal,shooting,['2freethrow'],1627783,,,1610612750,10,13,2022-02-17T01:17:02Z,1146.0,430000,,,0,1.0,0.0,,P. Siakam shooting personal FOUL (1 PF) (Edwards 2 FT),Siakam,P. Siakam,"[1627783, 1630162]",,,,,,,,,,,,,,,,,,,,Edwards,1630162.0,,,
45,PT08M06.00S,2022-02-17T01:17:14.7Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 2,,[],1630162,,,1610612750,10,13,2022-02-17T01:17:14Z,,450000,,,0,,,,MISS A. Edwards Free Throw 1 of 2,Edwards,A. Edwards,[1630162],,,,,,,,,Missed,,,,,,,,,,,,,,,
46,PT08M06.00S,2022-02-17T01:17:14.7Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,"['deadball', 'team']",0,,,1610612750,10,13,2022-02-17T01:17:14Z,,460000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,45.0,,,,,,,,,,,,,
47,PT08M06.00S,2022-02-17T01:17:27.2Z,1,REGULAR,1610612750.0,MIN,freethrow,2 of 2,,[],1630162,,,1610612750,11,13,2022-02-17T01:17:27Z,,470000,,,0,,,,A. Edwards Free Throw 2 of 2 (1 PTS),Edwards,A. Edwards,[1630162],,,,,,,,,Made,1.0,,,,,,,,,,,,,,
48,PT07M47.00S,2022-02-17T01:17:49.3Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,driving bank,[],1627783,89.04402102496715,65.93137254901961,1610612761,11,15,2022-02-17T01:17:57Z,,480000,80.0,50.0,1,,,right,P. Siakam 9' driving bank Jump Shot (2 PTS),Siakam,P. Siakam,[1627783],,,,,,,,9.44,Made,2.0,,,,,,,,,,,,,,
49,PT07M25.00S,2022-02-17T01:18:13.4Z,1,REGULAR,1610612750.0,MIN,2pt,Layup,driving,['pointsinthepaint'],1626157,8.492115637319317,51.470588235294116,1610612750,11,15,2022-02-17T01:18:43Z,,490000,-7.0,27.0,1,,,left,MISS K. Towns driving Layup - blocked,Towns,K. Towns,"[1626157, 203920]",,,,,,,,2.83,Missed,,,,,,,,,,,,,Birch,203920.0,
50,PT07M25.00S,2022-02-17T01:18:13.4Z,1,REGULAR,1610612761.0,TOR,block,,,[],203920,,,1610612750,11,15,2022-02-17T01:19:34Z,,500000,,,0,,,,K. Birch BLOCK (1 BLK),Birch,K. Birch,[203920],,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2022-02-17T01:18:13.4Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,['team'],0,,,1610612761,11,15,2022-02-17T01:18:43Z,,510000,,,0,,,,TEAM defensive REBOUND,,,[],,,,,,,,,,,49.0,,,,,,,,,,,,,
52,PT07M25.00S,2022-02-17T01:18:20.2Z,1,REGULAR,,,stoppage,out-of-bounds,,[],0,,,1610612761,11,15,2022-02-17T01:18:20Z,,520000,,,0,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2022-02-17T01:18:40.8Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,,[],203920,92.72339027595268,29.411764705882355,1610612761,11,17,2022-02-17T01:18:47Z,,530000,-103.0,16.0,1,,,right,K. Birch 10' Jump Shot (4 PTS) (G. Trent Jr. 1 AST),Birch,K. Birch,"[203920, 1629018]",,,,,,,,10.41,Made,4.0,,,,,,,G. Trent Jr.,1629018.0,1.0,,,,,
55,PT06M58.00S,2022-02-17T01:18:55.5Z,1,REGULAR,1610612750.0,MIN,turnover,out-of-bounds,bad pass,[],1626157,,,1610612750,11,17,2022-02-17T01:19:03Z,2002.0,550000,,,0,,,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),Towns,K. Towns,[1626157],,,,,,,1.0,,,,,,,,,,,,,,,,,
56,PT06M58.00S,2022-02-17T01:19:00.8Z,1,REGULAR,1610612750.0,MIN,timeout,full,,"['team', 'mandatory']",0,,,1610612761,11,17,2022-02-17T01:19:00Z,,560000,,,0,,,,MIN Timeout,,,[],,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M43.00S,2022-02-17T01:22:06.6Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,pullup,['fromturnover'],1629018,84.05059132720105,68.13725490196079,1610612761,11,19,2022-02-17T01:22:11Z,,570000,91.0,97.0,1,,,right,G. Trent Jr. 13' pullup Jump Shot (10 PTS),Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,13.31,Made,10.0,,,,,,,,,,,,,,
58,PT06M24.00S,2022-02-17T01:22:25.3Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,[],201976,31.488173455978973,44.85294117647059,1610612750,11,19,2022-02-17T01:22:29Z,,580000,26.0,243.0,1,,,left,MISS P. Beverley 24' 3PT,Beverley,P. Beverley,[201976],,,,,,,,24.49,Missed,,,,,,,,,,,,,,,
59,PT06M22.00S,2022-02-17T01:22:27.3Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,[],1629020,,,1610612750,11,19,2022-02-17T01:22:29Z,,590000,,,0,,,,J. Vanderbilt REBOUND (Off:1 Def:0),Vanderbilt,J. Vanderbilt,[1629020],,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,
60,PT06M16.00S,2022-02-17T01:22:33.3Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,['2ndchance'],1626156,31.09395532194481,42.64705882352941,1610612750,11,19,2022-02-17T01:22:37Z,,600000,37.0,240.0,1,,,left,MISS D. Russell 24' 3PT,Russell,D. Russell,[1626156],,,,,,,,24.26,Missed,,,,,,,,,,,,,,,
61,PT06M14.00S,2022-02-17T01:22:35.3Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],203920,,,1610612761,11,19,2022-02-17T01:22:37Z,,610000,,,0,,,,K. Birch REBOUND (Off:0 Def:1),Birch,K. Birch,[203920],,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,
62,PT06M02.00S,2022-02-17T01:22:47.6Z,1,REGULAR,1610612761.0,TOR,3pt,Jump Shot,,[],1628384,66.70499342969777,52.450980392156865,1610612761,11,19,2022-02-17T01:22:57Z,,620000,12.0,260.0,1,,,right,MISS O. Anunoby 26' 3PT,Anunoby,O. Anunoby,[1628384],,,,,,,,26.08,Missed,,,,,,,,,,,,,,,
63,PT06M01.00S,2022-02-17T01:22:48.6Z,1,REGULAR,1610612761.0,TOR,rebound,offensive,,['team'],0,,,1610612761,11,19,2022-02-17T01:22:57Z,,630000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,62.0,,,,,,,,,,,,,
64,PT06M01.00S,2022-02-17T01:22:52.8Z,1,REGULAR,,,stoppage,out-of-bounds,,[],0,,,1610612761,11,19,2022-02-17T01:22:52Z,,640000,,,0,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2022-02-17T01:22:55.1Z,1,REGULAR,1610612750.0,MIN,substitution,out,,[],1626156,,,1610612761,11,19,2022-02-17T01:23:16Z,,650000,,,0,,,,SUB out: D. Russell,Russell,D. Russell,[1626156],,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M01.00S,2022-02-17T01:22:55.1Z,1,REGULAR,1610612761.0,TOR,substitution,out,,[],203920,,,1610612761,11,19,2022-02-17T01:23:16Z,,660000,,,0,,,,SUB out: K. Birch,Birch,K. Birch,[203920],,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M01.00S,2022-02-17T01:22:55.1Z,1,REGULAR,1610612750.0,MIN,substitution,in,,[],1627736,,,1610612761,11,19,2022-02-17T01:23:16Z,,670000,,,0,,,,SUB in: M. Beasley,Beasley,M. Beasley,[1627736],,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M01.00S,2022-02-17T01:22:55.1Z,1,REGULAR,1610612761.0,TOR,substitution,in,,[],1630173,,,1610612761,11,19,2022-02-17T01:23:16Z,,680000,,,0,,,,SUB in: P. Achiuwa,Achiuwa,P. Achiuwa,[1630173],,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M59.00S,2022-02-17T01:23:22.9Z,1,REGULAR,1610612761.0,TOR,3pt,Jump Shot,,['2ndchance'],1629018,92.59198423127464,4.6568627450980395,1610612761,11,22,2022-02-17T01:23:27Z,,690000,-227.0,17.0,1,,,right,G. Trent Jr. 3PT  (13 PTS) (P. Siakam 2 AST),Trent Jr.,G. Trent Jr.,"[1629018, 1627783]",,,,,,,,22.73,Made,13.0,,,,,,,P. Siakam,1627783.0,2.0,,,,,
71,PT05M50.00S,2022-02-17T01:23:33.8Z,1,REGULAR,1610612761.0,TOR,foul,personal,,[],1628384,,,1610612750,11,22,2022-02-17T01:23:40Z,2002.0,710000,,,0,1.0,0.0,,O. Anunoby personal FOUL (1 PF),Anunoby,O. Anunoby,"[1628384, 201976]",,,,,,,,,,,,,,,,,,,,Beverley,201976.0,,,
73,PT05M34.00S,2022-02-17T01:24:05.2Z,1,REGULAR,1610612750.0,MIN,turnover,bad pass,,[],201976,,,1610612750,11,22,2022-02-17T01:24:10Z,,730000,,,0,,,,P. Beverley bad pass TURNOVER (2 TO),Beverley,P. Beverley,"[201976, 1630567]",,,,,,,2.0,,,,,,,,Barnes,1630567.0,,,,,,,,
74,PT05M34.00S,2022-02-17T01:24:05.2Z,1,REGULAR,1610612761.0,TOR,steal,,,[],1630567,,,1610612761,11,22,2022-02-17T01:29:43Z,,740000,,,0,,,,S. Barnes STEAL (2 STL),Barnes,S. Barnes,[1630567],,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M30.00S,2022-02-17T01:24:08.8Z,1,REGULAR,1610612761.0,TOR,2pt,DUNK,running,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,92.46057818659659,49.01960784313725,1610612761,11,24,2022-02-17T02:45:25Z,,750000,-5.0,18.0,1,,,right,S. Barnes running DUNK (5 PTS),Barnes,S. Barnes,[1630567],,,,,,,,1.9,Made,5.0,,,,,,,,,,,,,,
76,PT05M16.00S,2022-02-17T01:24:26.8Z,1,REGULAR,,,stoppage,out-of-bounds,,[],0,,,1610612750,11,24,2022-02-17T01:24:26Z,,760000,,,0,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2022-02-17T01:24:40.6Z,1,REGULAR,1610612750.0,MIN,substitution,out,,[],1629020,,,1610612750,11,24,2022-02-17T01:24:46Z,,770000,,,0,,,,SUB out: J. Vanderbilt,Vanderbilt,J. Vanderbilt,[1629020],,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2022-02-17T01:24:40.6Z,1,REGULAR,1610612750.0,MIN,substitution,in,,[],1630183,,,1610612750,11,24,2022-02-17T01:24:46Z,,780000,,,0,,,,SUB in: J. McDaniels,McDaniels,J. McDaniels,[1630183],,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2022-02-17T01:24:54.6Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,[],1630183,5.995400788436268,94.11764705882352,1610612750,14,24,2022-02-17T01:24:58Z,,790000,-221.0,4.0,1,,,left,J. McDaniels 3PT  (3 PTS) (A. Edwards 1 AST),McDaniels,J. McDaniels,"[1630183, 1630162]",,,,,,,,22.06,Made,3.0,,,,,,,A. Edwards,1630162.0,1.0,,,,,
81,PT05M05.00S,2022-02-17T01:25:05.1Z,1,REGULAR,1610612750.0,MIN,foul,personal,,[],1630183,,,1610612761,14,24,2022-02-17T01:25:12Z,2002.0,810000,,,0,1.0,0.0,,J. McDaniels personal FOUL (1 PF),McDaniels,J. McDaniels,"[1630183, 1627783]",,,,,,,,,,,,,,,,,,,,Siakam,1627783.0,,,
83,PT04M57.00S,2022-02-17T01:25:30.2Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,pullup,[],1627783,76.2976346911958,41.17647058823529,1610612761,14,24,2022-02-17T01:25:35Z,,830000,-44.0,170.0,1,,,right,MISS P. Siakam 17' pullup Shot,Siakam,P. Siakam,[1627783],,,,,,,,17.59,Missed,,,,,,,,,,,,,,,
84,PT04M54.00S,2022-02-17T01:25:33.2Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1626157,,,1610612750,14,24,2022-02-17T01:25:42Z,,840000,,,0,,,,K. Towns REBOUND (Off:0 Def:2),Towns,K. Towns,[1626157],,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,
85,PT04M40.00S,2022-02-17T01:25:46.2Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,[],1627736,20.97568988173456,87.5,1610612750,14,24,2022-02-17T01:25:50Z,,850000,-188.0,145.0,1,,,left,MISS M. Beasley 3PT,Beasley,M. Beasley,[1627736],,,,,,,,23.68,Missed,,,,,,,,,,,,,,,
86,PT04M37.00S,2022-02-17T01:25:48.9Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,[],1627736,,,1610612750,14,24,2022-02-17T01:25:48Z,,860000,,,0,,,,M. Beasley REBOUND (Off:1 Def:0),Beasley,M. Beasley,[1627736],,,,,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,
87,PT04M36.00S,2022-02-17T01:25:50.6Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,['2ndchance'],1627736,4.812746386333772,94.85294117647058,1610612750,17,24,2022-02-17T01:25:55Z,,870000,-224.0,-7.0,1,,,left,M. Beasley 3PT  (3 PTS),Beasley,M. Beasley,[1627736],,,,,,,,22.44,Made,3.0,,,,,,,,,,,,,,
88,PT04M20.00S,2022-02-17T01:26:05.6Z,1,REGULAR,1610612761.0,TOR,2pt,Layup,driving,['pointsinthepaint'],1628384,93.64323258869908,47.30392156862745,1610612761,17,24,2022-02-17T01:26:15Z,,880000,-13.0,7.0,1,,,right,MISS O. Anunoby driving Layup,Anunoby,O. Anunoby,[1628384],,,,,,,,1.53,Missed,,,,,,,,,,,,,,,
89,PT04M18.00S,2022-02-17T01:26:07.6Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1627736,,,1610612750,17,24,2022-02-17T01:26:15Z,,890000,,,0,,,,M. Beasley REBOUND (Off:1 Def:1),Beasley,M. Beasley,[1627736],,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,,,
90,PT04M06.00S,2022-02-17T01:26:22.3Z,1,REGULAR,1610612761.0,TOR,foul,personal,shooting,['2freethrow'],1628384,,,1610612750,17,24,2022-02-17T01:26:31Z,1146.0,900000,,,0,2.0,0.0,,O. Anunoby shooting personal FOUL (2 PF) (Towns 2 FT),Anunoby,O. Anunoby,"[1628384, 1626157]",,,,,,,,,,,,,,,,,,,,Towns,1626157.0,,,
