actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
210,PT00M01.90S,2022-02-25T01:35:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,7.835085413929041,47.30392156862745,1610612763,21,31,2022-02-25T01:40:40Z,1768125,13.0,21.0,1,left,MISS J. Jackson Jr. tip Layup,[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2.5,Missed,,,,,,,,,,,,,,,,
211,PT00M01.00S,2022-02-25T01:35:08.3Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,21,31,2022-02-25T01:41:44Z,1768437,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,210.0,3.0,1.0,2.0,,,,,,,,,,,,
175,PT00M00.40S,2022-02-25T01:35:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,9.280551905387648,49.754901960784316,1610612763,21,31,2022-02-25T01:41:37Z,1768750,1.0,35.0,1,left,MISS J. Jackson Jr. putback Layup - blocked,"[1628991, 1626157]",1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,3.47,Missed,,,,,,,,,,Towns,1626157.0,,,,,
176,PT00M00.40S,2022-02-25T01:35:11.2Z,1,REGULAR,block,,[],1626157,,,1610612763,21,31,2022-02-25T01:36:14Z,1769375,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M00.10S,2022-02-25T01:35:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,21,31,2022-02-25T01:41:37Z,1769687,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,
178,PT00M00.00S,2022-02-25T01:35:15.3Z,1,REGULAR,period,end,[],0,,,1610612763,21,31,2022-02-25T01:35:15Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612763,21,31,2022-02-25T01:37:56Z,1780000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612763,21,31,2022-02-25T01:37:56Z,1790000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,21,31,2022-02-25T01:37:56Z,1800000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612763,21,31,2022-02-25T01:37:56Z,1810000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,in,['startperiod'],1627752,,,1610612763,21,31,2022-02-25T01:37:56Z,1820000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-02-25T01:37:23.0Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,21,31,2022-02-25T01:37:56Z,1830000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-02-25T01:37:56.2Z,2,REGULAR,period,start,[],0,,,1610612750,21,31,2022-02-25T01:37:57Z,1840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M47.00S,2022-02-25T01:38:08.1Z,2,REGULAR,turnover,lost ball,[],1627752,,,1610612750,21,31,2022-02-25T01:38:12Z,1850000,,,0,,T. Prince lost ball TURNOVER (1 TO),"[1627752, 1626145]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,1.0,Jones,1626145.0,,,,,,,,,,,,,,,,,,
187,PT11M47.00S,2022-02-25T01:38:08.1Z,2,REGULAR,steal,,[],1626145,,,1610612763,21,31,2022-02-25T01:38:09Z,1860000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M39.00S,2022-02-25T01:38:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612763,21,31,2022-02-25T01:38:26Z,1870000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Clarke 2 FT),"[1630183, 1629634]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,1627964.0,1.0,0.0,Clarke,1629634.0,,,,,,,
190,PT11M39.00S,2022-02-25T01:38:40.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629634,,,1610612763,21,31,2022-02-25T01:38:56Z,1890000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Missed,,,,,,,,,,,,,,,,
191,PT11M39.00S,2022-02-25T01:38:40.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,21,31,2022-02-25T01:38:56Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,
192,PT11M39.00S,2022-02-25T01:38:40.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629634,,,1610612763,21,31,2022-02-25T01:38:56Z,1910000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Missed,,,,,,,,,,,,,,,,
193,PT11M37.00S,2022-02-25T01:38:42.7Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,21,31,2022-02-25T01:38:56Z,1920000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,
194,PT11M27.00S,2022-02-25T01:39:03.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,94.30026281208936,49.26470588235294,1610612750,23,31,2022-02-25T01:39:08Z,1930000,-4.0,1.0,1,right,N. Reid cutting DUNK (2 PTS) (A. Edwards 4 AST),"[1629675, 1630162]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,0.39,Made,,,,,,,,,,,,2.0,A. Edwards,1630162.0,4.0,
196,PT11M11.00S,2022-02-25T01:39:19.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,6.652431011826544,95.58823529411765,1610612763,23,34,2022-02-25T01:39:24Z,1950000,-228.0,10.0,1,left,J. Konchar 3PT  (3 PTS) (T. Jones 1 AST),"[1629723, 1626145]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,22.81,Made,,,,,,,,,,,,3.0,T. Jones,1626145.0,1.0,
198,PT10M57.00S,2022-02-25T01:39:34.3Z,2,REGULAR,turnover,bad pass,[],1629162,,,1610612750,23,34,2022-02-25T01:39:38Z,1970000,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 1626145]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,1.0,Jones,1626145.0,,,,,,,,,,,,,,,,,,
199,PT10M57.00S,2022-02-25T01:39:34.3Z,2,REGULAR,steal,,[],1626145,,,1610612763,23,34,2022-02-25T01:39:36Z,1980000,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M48.00S,2022-02-25T01:39:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,10.988830486202366,35.78431372549019,1610612763,23,34,2022-02-25T01:39:49Z,1990000,71.0,51.0,1,left,MISS D. Bane 8' driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,,,,8.74,Missed,,,,,,,,,,,,,,,,
201,PT10M45.00S,2022-02-25T01:39:45.7Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,23,34,2022-02-25T01:39:45Z,2000000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,200.0,1.0,0.0,1.0,,,,,,,,,,,,
202,PT10M45.00S,2022-02-25T01:39:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,4.944152431011826,50.245098039215684,1610612763,23,34,2022-02-25T01:39:54Z,2010000,-1.0,-6.0,1,left,MISS B. Clarke putback Layup - blocked,"[1629634, 1629675]",1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,,,,0.61,Missed,,,,,,,,,,Reid,1629675.0,,,,,
203,PT10M45.00S,2022-02-25T01:39:46.2Z,2,REGULAR,block,,[],1629675,,,1610612763,23,34,2022-02-25T01:39:48Z,2020000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M45.00S,2022-02-25T01:39:46.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,23,34,2022-02-25T01:39:54Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,
205,PT10M44.00S,2022-02-25T01:39:50.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,23,34,2022-02-25T01:39:50Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M36.00S,2022-02-25T01:40:29.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628991,30.042706964520367,25.49019607843137,1610612763,23,34,2022-02-25T01:40:50Z,2050000,123.0,230.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,,
207,PT10M33.00S,2022-02-25T01:40:32.1Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,23,34,2022-02-25T01:40:32Z,2060000,,,0,,B. Clarke REBOUND (Off:2 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,206.0,2.0,0.0,2.0,,,,,,,,,,,,
208,PT10M32.00S,2022-02-25T01:40:33.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,31.488173455978973,66.66666666666666,1610612763,23,34,2022-02-25T01:40:56Z,2070000,-83.0,243.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,
209,PT10M28.00S,2022-02-25T01:40:37.6Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,23,34,2022-02-25T01:40:56Z,2080000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,
212,PT10M18.00S,2022-02-25T01:40:46.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,69.20170827858082,22.54901960784314,1610612750,23,34,2022-02-25T01:40:58Z,2090000,-137.0,237.0,1,right,MISS A. Edwards 27' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,27.39,Missed,,,,,,,,,,,,,,,,
213,PT10M17.00S,2022-02-25T01:40:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,23,34,2022-02-25T01:40:49Z,2100000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,
214,PT10M17.00S,2022-02-25T01:40:50.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,23,34,2022-02-25T01:40:50Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M05.00S,2022-02-25T01:41:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.251642575558476,51.470588235294116,1610612763,23,36,2022-02-25T01:43:03Z,2120000,-7.0,53.0,1,left,J. Jackson Jr. driving bank Jump Shot (5 PTS),[1628991],1610612763.0,MEM,driving bank,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,5.38,Made,,,,,,,,,,,,5.0,,,,
216,PT10M05.00S,2022-02-25T01:41:15.1Z,2,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612763,23,36,2022-02-25T01:41:24Z,2130000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[1630183, 1628991]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,2003.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,
218,PT10M05.00S,2022-02-25T01:41:33.9Z,2,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,23,36,2022-02-25T01:41:33Z,2150000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 1,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,
219,PT10M03.00S,2022-02-25T01:41:35.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,23,36,2022-02-25T01:41:35Z,2160000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,
220,PT09M55.00S,2022-02-25T01:41:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.51182654402102,49.754901960784316,1610612750,25,36,2022-02-25T01:42:01Z,2170000,-1.0,8.0,1,right,A. Edwards driving reverse Layup (3 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,,,,0.86,Made,,,,,,,,,,,,3.0,,,,
221,PT09M43.00S,2022-02-25T01:41:56.7Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612763,25,36,2022-02-25T01:42:05Z,2180000,,,0,,N. Reid shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629675, 1628991]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,1627964.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,
223,PT09M43.00S,2022-02-25T01:42:23.5Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,25,37,2022-02-25T01:42:23Z,2200000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,,,,6.0,,,,
224,PT09M43.00S,2022-02-25T01:42:37.6Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,25,38,2022-02-25T01:42:37Z,2210000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,,,,7.0,,,,
225,PT09M33.00S,2022-02-25T01:42:48.2Z,2,REGULAR,2pt,Layup,[],1630162,89.17542706964521,33.82352941176471,1610612750,25,38,2022-02-25T01:43:20Z,2220000,-81.0,49.0,1,right,MISS A. Edwards 9' driving Layup - blocked,"[1630162, 1628991]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,9.47,Missed,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
226,PT09M33.00S,2022-02-25T01:42:48.2Z,2,REGULAR,block,,[],1628991,,,1610612750,25,38,2022-02-25T01:42:51Z,2230000,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M33.00S,2022-02-25T01:42:48.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,25,38,2022-02-25T01:43:09Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,
228,PT09M33.00S,2022-02-25T01:42:53.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,25,38,2022-02-25T01:42:53Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M28.00S,2022-02-25T01:43:07.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,69.33311432325887,26.96078431372549,1610612750,25,38,2022-02-25T01:43:12Z,2260000,-115.0,236.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,26.24,Missed,,,,,,,,,,,,,,,,
230,PT09M24.00S,2022-02-25T01:43:11.1Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,25,38,2022-02-25T01:43:12Z,2270000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,229.0,2.0,1.0,1.0,,,,,,,,,,,,
231,PT09M13.00S,2022-02-25T01:43:22.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,31.61957950065703,60.29411764705882,1610612763,25,38,2022-02-25T01:43:27Z,2280000,-51.0,245.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,25.01,Missed,,,,,,,,,,,,,,,,
232,PT09M10.00S,2022-02-25T01:43:25.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,25,38,2022-02-25T01:43:27Z,2290000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,,,,,
233,PT08M53.00S,2022-02-25T01:43:41.1Z,2,REGULAR,3pt,Jump Shot,[],1627752,71.96123521681997,77.94117647058823,1610612750,28,38,2022-02-25T01:43:47Z,2300000,140.0,211.0,1,right,T. Prince 25' 3PT  (3 PTS) (A. Edwards 5 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,25.31,Made,,,,,,,,,,,,3.0,A. Edwards,1630162.0,5.0,
235,PT08M40.00S,2022-02-25T01:43:58.0Z,2,REGULAR,turnover,out-of-bounds,[],1629634,,,1610612763,28,38,2022-02-25T01:44:06Z,2320000,,,0,,B. Clarke bad pass out-of-bounds TURNOVER (1 TO),[1629634],1610612763.0,MEM,bad pass,,,Clarke,B. Clarke,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
236,PT08M40.00S,2022-02-25T01:44:00.6Z,2,REGULAR,substitution,out,[],1630162,,,1610612750,28,38,2022-02-25T01:44:06Z,2330000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M40.00S,2022-02-25T01:44:00.6Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,28,38,2022-02-25T01:44:06Z,2340000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M26.00S,2022-02-25T01:44:23.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,81.15965834428384,36.27450980392157,1610612750,30,38,2022-02-25T01:44:30Z,2350000,-69.0,125.0,1,right,D. Russell 14' step back Jump Shot (5 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,14.22,Made,,,,,,,,,,,,5.0,,,,
239,PT08M14.00S,2022-02-25T01:44:41.8Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612763,30,38,2022-02-25T01:44:54Z,2360000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1630183, 1628991]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,2003.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,,
241,PT08M14.00S,2022-02-25T01:45:15.4Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,30,39,2022-02-25T01:45:15Z,2380000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,,,,8.0,,,,
242,PT08M14.00S,2022-02-25T01:45:16.0Z,2,REGULAR,substitution,out,[],1630183,,,1610612763,30,39,2022-02-25T01:45:19Z,2390000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M14.00S,2022-02-25T01:45:16.0Z,2,REGULAR,substitution,in,[],1629020,,,1610612763,30,39,2022-02-25T01:45:19Z,2400000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M14.00S,2022-02-25T01:45:36.4Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,30,40,2022-02-25T01:45:36Z,2410000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,,,,9.0,,,,
245,PT08M05.00S,2022-02-25T01:45:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,89.83245729303549,53.67647058823529,1610612750,30,40,2022-02-25T01:45:53Z,2420000,18.0,43.0,1,right,MISS T. Prince driving finger roll Layup,[1627752],1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,,,,4.69,Missed,,,,,,,,,,,,,,,,
246,PT08M03.00S,2022-02-25T01:45:48.9Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,30,40,2022-02-25T01:45:48Z,2430000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,245.0,1.0,0.0,1.0,,,,,,,,,,,,
247,PT08M02.00S,2022-02-25T01:45:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,92.46057818659659,50.49019607843137,1610612750,32,40,2022-02-25T01:45:57Z,2440000,2.0,18.0,1,right,N. Reid putback Layup (4 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,,,1.86,Made,,,,,,,,,,,,4.0,,,,
248,PT07M52.00S,2022-02-25T01:46:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,10.33180026281209,51.9607843137255,1610612763,32,40,2022-02-25T01:46:07Z,2450000,-10.0,45.0,1,left,MISS D. Bane driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,,,,4.57,Missed,,,,,,,,,,,,,,,,
249,PT07M50.00S,2022-02-25T01:46:02.1Z,2,REGULAR,rebound,offensive,[],1630217,,,1610612763,32,40,2022-02-25T01:46:02Z,2460000,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,248.0,1.0,0.0,1.0,,,,,,,,,,,,
250,PT07M49.00S,2022-02-25T01:46:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,5.338370565045992,50.73529411764706,1610612763,32,42,2022-02-25T01:46:11Z,2470000,-4.0,-2.0,1,left,D. Bane putback Layup (5 PTS),[1630217],1610612763.0,MEM,putback,,,Bane,D. Bane,,,,,,,,0.44,Made,,,,,,,,,,,,5.0,,,,
251,PT07M33.00S,2022-02-25T01:46:19.0Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,32,42,2022-02-25T01:46:23Z,2480000,,,0,,D. Russell bad pass TURNOVER (3 TO),"[1626156, 1628991]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,3.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,
252,PT07M33.00S,2022-02-25T01:46:19.0Z,2,REGULAR,steal,,[],1628991,,,1610612763,32,42,2022-02-25T01:46:21Z,2490000,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M29.00S,2022-02-25T01:46:23.6Z,2,REGULAR,foul,offensive,[],1630217,,,1610612763,32,42,2022-02-25T01:46:37Z,2510000,,,0,,D. Bane charge offensive FOUL (2 PF),"[1630217, 1627752]",1610612763.0,MEM,charge,,,Bane,D. Bane,,,,,,,,,,,,,,2003.0,2.0,0.0,Prince,1627752.0,,,,,,,
256,PT07M29.00S,2022-02-25T01:46:23.6Z,2,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,32,42,2022-02-25T01:46:23Z,2530000,,,0,,D. Bane offensive foul TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,1.0,,,,,,,,,2003.0,,,,,,,,,,,
257,PT07M29.00S,2022-02-25T01:46:40.9Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,32,42,2022-02-25T01:46:45Z,2540000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M29.00S,2022-02-25T01:46:40.9Z,2,REGULAR,substitution,in,[],201976,,,1610612750,32,42,2022-02-25T01:46:45Z,2550000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M19.00S,2022-02-25T01:47:04.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,75.90341655716163,57.84313725490197,1610612750,32,42,2022-02-25T01:51:33Z,2560000,39.0,174.0,1,right,MISS D. Russell 17' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,17.84,Missed,,,,,,,,,,,,,,,,
