actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
56,PT08M03.00S,2021-10-26T00:16:29.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629006,,,1610612750,6,8,2021-10-26T00:16:49Z,550000,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Missed,,,,,,,,,,,,,,,,,,
57,PT08M01.00S,2021-10-26T00:16:31.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,8,2021-10-26T00:16:49Z,560000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,
58,PT07M55.00S,2021-10-26T00:16:55.3Z,1,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,6,8,2021-10-26T00:17:02Z,570000,,,0,,D. Graham bad pass out-of-bounds TURNOVER (2 TO),[1628984],1610612740.0,NOP,bad pass,,,Graham,D. Graham,,,,,,,,,,,,,1627524.0,2.0,,,,,,,,,,
59,PT07M45.00S,2021-10-26T00:17:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,76.42904073587385,14.705882352941178,1610612750,6,8,2021-10-26T00:17:22Z,580000,-176.0,169.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,
60,PT07M42.00S,2021-10-26T00:17:20.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,6,8,2021-10-26T00:17:22Z,590000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
61,PT07M29.00S,2021-10-26T00:17:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,21.369908015768726,89.95098039215686,1610612740,6,8,2021-10-26T00:17:39Z,600000,-200.0,148.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
62,PT07M28.00S,2021-10-26T00:17:34.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,6,8,2021-10-26T00:17:39Z,610000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,
63,PT07M28.00S,2021-10-26T00:17:38.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,6,8,2021-10-26T00:17:38Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2021-10-26T00:18:02.1Z,1,REGULAR,foul,personal,[],202685,,,1610612750,6,8,2021-10-26T00:18:15Z,630000,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1626157]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Towns,1626157.0
66,PT07M06.00S,2021-10-26T00:18:22.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,72.35545335085413,76.22549019607843,1610612750,9,8,2021-10-26T00:18:27Z,650000,131.0,207.0,1,right,K. Towns 24' 3PT  (5 PTS) (J. Okogie 1 AST),"[1626157, 1629006]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.54,Made,,,,,,,,,5.0,J. Okogie,1629006.0,1.0,,,,,,
84,PT06M46.00S,2021-10-26T00:18:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,19.267411300919843,59.31372549019608,1610612740,9,8,2021-10-26T00:23:21Z,665000,-47.0,129.0,1,left,MISS B. Ingram 13' turnaround Shot - blocked,"[1627742, 1626156]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,13.68,Missed,Russell,1626156.0,,,,,,,,,,,,,,,,
85,PT06M46.00S,2021-10-26T00:18:32.1Z,1,REGULAR,block,,[],1626156,,,1610612740,9,8,2021-10-26T00:22:51Z,667500,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M46.00S,2021-10-26T00:18:32.1Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,9,8,2021-10-26T00:22:51Z,668750,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,,,,,
70,PT06M42.00S,2021-10-26T00:18:45.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,82.21090670170827,94.11764705882352,1610612750,9,8,2021-10-26T00:22:59Z,690000,221.0,115.0,1,right,MISS D. Russell 24' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2021-10-26T00:18:49.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,9,8,2021-10-26T00:18:52Z,700000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,
72,PT06M17.00S,2021-10-26T00:19:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,49.09658344283837,49.50980392156863,1610612740,9,8,2021-10-26T00:22:48Z,710000,2.0,409.0,1,left,MISS N. Alexander-Walker 40' pullup 3PT,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,40.9,Missed,,,,,,,,,,,,,,,,,,
73,PT06M15.00S,2021-10-26T00:19:12.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,9,8,2021-10-26T00:19:17Z,720000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,
74,PT06M01.00S,2021-10-26T00:19:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,93.64323258869908,4.6568627450980395,1610612750,9,8,2021-10-26T00:19:32Z,730000,-227.0,7.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
75,PT05M59.00S,2021-10-26T00:19:29.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,9,8,2021-10-26T00:19:32Z,740000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,
76,PT05M39.00S,2021-10-26T00:19:49.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,13.354139290407357,55.63725490196079,1610612740,9,8,2021-10-26T00:19:55Z,750000,-28.0,73.0,1,left,MISS J. Valanciunas 7' driving Hook,[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,7.83,Missed,,,,,,,,,,,,,,,,,,
77,PT05M36.00S,2021-10-26T00:19:52.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,8,2021-10-26T00:19:55Z,760000,,,0,,K. Towns REBOUND (Off:3 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,76.0,5.0,2.0,3.0,,,,,,,,,,,,
78,PT05M26.00S,2021-10-26T00:20:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.06636005256242,57.107843137254896,1610612750,9,8,2021-10-26T00:20:41Z,770000,36.0,22.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 202685]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,4.18,Missed,Valanciunas,202685.0,,,,,,,,,,,,,,,,
79,PT05M26.00S,2021-10-26T00:20:03.4Z,1,REGULAR,block,,[],202685,,,1610612750,9,8,2021-10-26T00:20:05Z,780000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2021-10-26T00:20:04.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,9,8,2021-10-26T00:20:41Z,790000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,
81,PT05M25.00S,2021-10-26T00:20:07.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,9,8,2021-10-26T00:20:07Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M25.00S,2021-10-26T00:20:14.7Z,1,REGULAR,foul,technical,['1freethrow'],1626157,,,1610612750,9,8,2021-10-26T00:23:12Z,810000,,,0,,K. Towns technical FOUL (1 Tech),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,2530.0,,,,,,,,0.0,1.0,,
83,PT05M25.00S,2021-10-26T00:20:21.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,9,8,2021-10-26T00:20:21Z,820000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,9,8,2021-10-26T00:23:09Z,830000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,out,[],1628984,,,1610612750,9,8,2021-10-26T00:23:09Z,840000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,9,8,2021-10-26T00:23:09Z,850000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
