actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
27,PT10M37.00S,2021-12-18T03:17:56.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612750,3,2,2021-12-18T03:17:56Z,270000,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
28,PT10M27.00S,2021-12-18T03:18:04.7Z,1,REGULAR,3pt,Jump Shot,[],201961,96.5341655716163,95.58823529411765,1610612747,3,2,2021-12-18T03:18:13Z,280000,228.0,-20.0,1,right,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,22.88,Missed,,,,,,,,,,,,,,,
29,PT10M24.00S,2021-12-18T03:18:07.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,2,2021-12-18T03:18:13Z,290000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,28.0,,,,,3.0,2.0,1.0,,,,,,,
31,PT10M18.00S,2021-12-18T03:18:13.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,22.158344283837057,9.313725490196079,1610612750,3,2,2021-12-18T03:23:18Z,310000,203.0,156.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.62,Missed,,,,,,,,,,,,,,,
32,PT10M16.00S,2021-12-18T03:18:15.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,2,2021-12-18T03:23:18Z,320000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,31.0,,,,,1.0,1.0,0.0,,,,,,,
33,PT10M07.00S,2021-12-18T03:18:24.4Z,1,REGULAR,3pt,Jump Shot,[],2544,75.3777923784494,86.27450980392157,1610612747,3,2,2021-12-18T03:18:30Z,330000,181.0,179.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,25.48,Missed,,,,,,,,,,,,,,,
34,PT10M04.00S,2021-12-18T03:18:27.4Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,3,2,2021-12-18T03:18:30Z,340000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,33.0,,,,,1.0,1.0,0.0,,,,,,,
35,PT09M57.00S,2021-12-18T03:18:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.783837056504599,51.9607843137255,1610612750,5,2,2021-12-18T03:19:27Z,350000,-10.0,11.0,1,left,K. Towns cutting Layup (5 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,1.5,Made,,5.0,D. Russell,1626156.0,1.0,,,,,,,,,,
37,PT09M57.00S,2021-12-18T03:18:39.6Z,1,REGULAR,foul,personal,['1freethrow'],203145,,,1610612750,5,2,2021-12-18T03:18:45Z,370000,,,0,,K. Bazemore shooting personal FOUL (2 PF) (Towns 1 FT),"[203145, 1626157]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Towns,1626157.0,,
39,PT09M57.00S,2021-12-18T03:18:52.7Z,1,REGULAR,substitution,out,[],203145,,,1610612750,5,2,2021-12-18T03:19:15Z,390000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M57.00S,2021-12-18T03:18:52.7Z,1,REGULAR,substitution,in,[],1630602,,,1610612750,5,2,2021-12-18T03:19:15Z,400000,,,0,,SUB in: C. Brown Jr.,[1630602],1610612747.0,LAL,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M57.00S,2021-12-18T03:19:17.2Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,6,2,2021-12-18T03:19:17Z,410000,,,0,,K. Towns Free Throw 1 of 1 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
42,PT09M47.00S,2021-12-18T03:19:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630602,81.94809461235218,48.28431372549019,1610612747,6,2,2021-12-18T03:24:17Z,420000,-9.0,117.0,1,right,MISS C. Brown Jr. 11' driving floating Shot,[1630602],1610612747.0,LAL,driving floating,,,Brown Jr.,C. Brown Jr.,,,,,,,,11.75,Missed,,,,,,,,,,,,,,,
43,PT09M43.00S,2021-12-18T03:19:32.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,6,2,2021-12-18T03:19:34Z,430000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,42.0,,,,,1.0,1.0,0.0,,,,,,,
44,PT09M29.00S,2021-12-18T03:19:46.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,16.245072273324574,54.90196078431373,1610612750,8,2,2021-12-18T03:19:54Z,440000,-25.0,100.0,1,left,K. Towns 10' Hook (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,10.32,Made,,8.0,,,,,,,,,,,,,
45,PT09M12.00S,2021-12-18T03:20:03.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.85479632063075,49.754901960784316,1610612747,8,4,2021-12-18T03:20:08Z,450000,-1.0,15.0,1,right,A. Davis cutting DUNK (4 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,,,,1.47,Made,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
47,PT08M49.00S,2021-12-18T03:20:26.6Z,1,REGULAR,2pt,Jump Shot,[],1626157,8.754927726675426,77.20588235294117,1610612750,8,4,2021-12-18T03:25:21Z,470000,-136.0,30.0,1,left,MISS K. Towns 13' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,13.92,Missed,,,,,,,,,,,,,,,
48,PT08M46.00S,2021-12-18T03:20:29.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,8,4,2021-12-18T03:20:31Z,480000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,47.0,,,,,1.0,1.0,0.0,,,,,,,
49,PT08M37.00S,2021-12-18T03:20:39.3Z,1,REGULAR,3pt,Jump Shot,[],201961,94.43166885676742,3.9215686274509802,1610612747,8,4,2021-12-18T03:20:45Z,490000,-230.0,0.0,1,right,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,23.04,Missed,,,,,,,,,,,,,,,
50,PT08M33.00S,2021-12-18T03:20:43.3Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,8,4,2021-12-18T03:20:45Z,500000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,49.0,,,,,2.0,2.0,0.0,,,,,,,
51,PT08M29.00S,2021-12-18T03:20:47.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,33.065045992115635,65.19607843137256,1610612750,8,4,2021-12-18T03:20:53Z,510000,-76.0,258.0,1,left,MISS D. Russell 26' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,26.92,Missed,,,,,,,,,,,,,,,
52,PT08M26.00S,2021-12-18T03:20:50.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,8,4,2021-12-18T03:20:53Z,520000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,51.0,,,,,1.0,1.0,0.0,,,,,,,
53,PT08M25.00S,2021-12-18T03:20:52.3Z,1,REGULAR,foul,personal,[],201976,,,1610612747,8,4,2021-12-18T03:26:02Z,530000,,,0,,P. Beverley take personal FOUL (1 PF),"[201976, 2544]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,James,2544.0,,
55,PT08M18.00S,2021-12-18T03:21:18.5Z,1,REGULAR,2pt,Jump Shot,[],203076,72.7496714848883,55.392156862745104,1610612747,8,4,2021-12-18T03:26:40Z,550000,27.0,204.0,1,right,MISS A. Davis 20' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,,,,20.55,Missed,,,,,,,,,,,,,,,
56,PT08M15.00S,2021-12-18T03:21:21.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,8,4,2021-12-18T03:21:25Z,560000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,55.0,,,,,3.0,3.0,0.0,,,,,,,
57,PT08M05.00S,2021-12-18T03:21:31.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626156,6.258212877792378,47.794117647058826,1610612750,10,4,2021-12-18T03:21:36Z,570000,11.0,6.0,1,left,D. Russell cutting DUNK (2 PTS) (K. Towns 1 AST),"[1626156, 1626157]",1610612750.0,MIN,cutting,,,Russell,D. Russell,,,,,,,,1.27,Made,,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,
59,PT08M05.00S,2021-12-18T03:21:37.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,10,4,2021-12-18T03:21:37Z,590000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M54.00S,2021-12-18T03:25:14.0Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612747,10,4,2021-12-18T03:25:19Z,600000,,,0,,K. Towns shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1626157, 201566]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Westbrook,201566.0,,
62,PT07M54.00S,2021-12-18T03:25:39.1Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,10,5,2021-12-18T03:25:57Z,620000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
63,PT07M54.00S,2021-12-18T03:25:39.1Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,10,5,2021-12-18T03:25:57Z,630000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Missed,,,,,,,,,,,,,,,
64,PT07M52.00S,2021-12-18T03:25:41.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,10,5,2021-12-18T03:25:57Z,640000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,63.0,,,,,4.0,3.0,1.0,,,,,,,
65,PT07M40.00S,2021-12-18T03:26:08.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,10.726018396846255,54.41176470588235,1610612750,12,5,2021-12-18T03:26:12Z,650000,-22.0,48.0,1,left,K. Towns Hook (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,5.31,Made,,10.0,,,,,,,,,,,,,
67,PT07M29.00S,2021-12-18T03:26:18.3Z,1,REGULAR,3pt,Jump Shot,[],203076,67.49342969776609,49.50980392156863,1610612747,12,5,2021-12-18T03:26:24Z,670000,-2.0,253.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,25.31,Missed,,,,,,,,,,,,,,,
68,PT07M26.00S,2021-12-18T03:26:21.3Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,12,5,2021-12-18T03:26:24Z,680000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,67.0,,,,,1.0,1.0,0.0,,,,,,,
69,PT07M17.00S,2021-12-18T03:26:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.258212877792378,52.69607843137255,1610612750,12,5,2021-12-18T03:26:40Z,690000,-13.0,6.0,1,left,MISS J. Vanderbilt Layup - blocked,"[1629020, 203076]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,1.49,Missed,,,,,,,,,,,,,,Davis,203076.0
71,PT07M17.00S,2021-12-18T03:26:30.6Z,1,REGULAR,block,,[],203076,,,1610612750,12,5,2021-12-18T03:26:40Z,695000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M14.00S,2021-12-18T03:26:33.6Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,12,5,2021-12-18T03:26:40Z,700000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,69.0,,,,,4.0,3.0,1.0,,,,,,,
72,PT07M06.00S,2021-12-18T03:26:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,26.10052562417871,17.892156862745097,1610612750,12,5,2021-12-18T03:26:50Z,710000,161.0,193.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,25.09,Missed,,,,,,,,,,,,,,,
73,PT07M04.00S,2021-12-18T03:26:43.4Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,12,5,2021-12-18T03:26:50Z,720000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,72.0,,,,,5.0,3.0,2.0,,,,,,,
74,PT07M04.00S,2021-12-18T03:26:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629020,5.590000152587891,50.0,1610612750,14,5,2021-12-18T03:26:45Z,730000,0.0,0.0,1,left,J. Vanderbilt tip DUNK (2 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,,,,0.0,Made,,2.0,,,,,,,,,,,,,
75,PT07M04.00S,2021-12-18T03:26:51.1Z,1,REGULAR,stoppage,other,[],0,,,1610612747,14,5,2021-12-18T03:26:51Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M48.00S,2021-12-18T03:27:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612747,14,5,2021-12-18T03:27:25Z,750000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (James 2 FT),"[1629020, 2544]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,James,2544.0,,
78,PT06M48.00S,2021-12-18T03:27:36.9Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,14,6,2021-12-18T03:28:02Z,770000,,,0,,L. James Free Throw 1 of 2 (1 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
79,PT06M48.00S,2021-12-18T03:27:37.6Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,14,6,2021-12-18T03:27:46Z,780000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M48.00S,2021-12-18T03:27:37.6Z,1,REGULAR,substitution,in,[],1630183,,,1610612747,14,6,2021-12-18T03:27:46Z,790000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M48.00S,2021-12-18T03:27:36.9Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,14,6,2021-12-18T03:28:02Z,800000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Missed,,,,,,,,,,,,,,,
82,PT06M45.00S,2021-12-18T03:27:39.9Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,14,6,2021-12-18T03:28:02Z,810000,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,81.0,,,,,2.0,1.0,1.0,,,,,,,
83,PT06M45.00S,2021-12-18T03:27:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,92.32917214191852,49.26470588235294,1610612747,14,8,2021-12-18T03:28:09Z,820000,-4.0,20.0,1,right,L. James putback Layup (3 PTS),[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,,,,1.99,Made,,3.0,,,,,,,,,,,,,
84,PT06M23.00S,2021-12-18T03:28:21.1Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,14,8,2021-12-18T03:32:29Z,830000,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 203076]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Davis,203076.0,,
86,PT06M23.00S,2021-12-18T03:28:21.1Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,14,8,2021-12-18T03:32:29Z,850000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.0,,,,,,,,,,,,,1627964.0,,,,,,
87,PT06M23.00S,2021-12-18T03:28:31.2Z,1,REGULAR,substitution,out,[],201566,,,1610612747,14,8,2021-12-18T03:29:08Z,865000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M23.00S,2021-12-18T03:28:31.2Z,1,REGULAR,substitution,in,[],200765,,,1610612747,14,8,2021-12-18T03:29:08Z,872500,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M03.00S,2021-12-18T03:29:01.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200765,94.69448094612353,5.392156862745098,1610612747,14,8,2021-12-18T03:29:15Z,880000,-223.0,-3.0,1,right,MISS R. Rondo 3PT,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,22.3,Missed,,,,,,,,,,,,,,,
90,PT06M01.00S,2021-12-18T03:29:05.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,14,8,2021-12-18T03:29:05Z,890000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,
91,PT06M01.00S,2021-12-18T03:29:06.8Z,1,REGULAR,foul,personal,[],2544,,,1610612750,14,8,2021-12-18T04:12:54Z,900000,,,0,,L. James loose ball personal FOUL (1 PF),"[2544, 201976]",1610612747.0,LAL,loose ball,,,James,L. James,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Beverley,201976.0,,
