actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
181,PT00M31.50S,2021-12-18T03:43:28.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,21,14,2021-12-18T03:43:28Z,1780000,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,180.0,,,,,4.0,3.0,1.0,,,,,,,
182,PT00M27.10S,2021-12-18T03:43:33.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,93.51182654402102,48.03921568627451,1610612747,21,16,2021-12-18T03:43:37Z,1790000,-10.0,8.0,1,right,L. James driving DUNK (5 PTS) (R. Rondo 2 AST),"[2544, 200765]",1610612747.0,LAL,driving,,,James,L. James,,,,,,,,1.3,Made,,5.0,R. Rondo,200765.0,2.0,,,,,,,,,,
184,PT00M05.00S,2021-12-18T03:43:59.3Z,1,REGULAR,2pt,Jump Shot,[],1626156,8.360709592641262,68.38235294117648,1610612750,23,16,2021-12-18T03:44:07Z,1810000,-92.0,26.0,1,left,D. Russell 9' driving floating bank Jump Shot (4 PTS),[1626156],1610612750.0,MIN,driving floating bank,,,Russell,D. Russell,,,,,,,,9.55,Made,,4.0,,,,,,,,,,,,,
185,PT00M00.70S,2021-12-18T03:44:07.6Z,1,REGULAR,3pt,Jump Shot,[],2546,85.10183968462549,94.6078431372549,1610612747,23,16,2021-12-18T03:44:23Z,1820000,223.0,88.0,1,right,MISS C. Anthony 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,23.96,Missed,,,,,,,,,,,,,,,
186,PT00M00.10S,2021-12-18T03:44:08.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,23,16,2021-12-18T03:44:23Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,
187,PT00M00.00S,2021-12-18T03:44:24.3Z,1,REGULAR,period,end,[],0,,,1610612747,23,16,2021-12-18T03:44:24Z,1840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-12-18T03:46:59.9Z,2,REGULAR,substitution,out,['startperiod'],1630602,,,1610612747,23,16,2021-12-18T03:47:30Z,1850000,,,0,,SUB out: C. Brown Jr.,[1630602],1610612747.0,LAL,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-12-18T03:46:59.9Z,2,REGULAR,substitution,in,['startperiod'],201961,,,1610612747,23,16,2021-12-18T03:47:30Z,1860000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2021-12-18T03:47:46.8Z,2,REGULAR,period,start,[],0,,,1610612750,23,16,2021-12-18T03:47:46Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M40.00S,2021-12-18T03:48:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,15.193823915900131,62.5,1610612750,23,16,2021-12-18T03:49:43Z,1880000,-62.0,90.0,1,left,MISS J. Nowell 10' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,10.98,Missed,,,,,,,,,,,,,,,
192,PT11M36.00S,2021-12-18T03:48:10.6Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,23,16,2021-12-18T03:48:13Z,1890000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,191.0,,,,,2.0,2.0,0.0,,,,,,,
193,PT11M28.00S,2021-12-18T03:48:18.9Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612747,23,16,2021-12-18T03:48:26Z,1900000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630183, 201566]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Westbrook,201566.0,,
195,PT11M28.00S,2021-12-18T03:48:46.7Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,23,16,2021-12-18T03:48:46Z,1920000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Missed,,,,,,,,,,,,,,,
196,PT11M28.00S,2021-12-18T03:48:46.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,23,16,2021-12-18T03:48:46Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,
197,PT11M28.00S,2021-12-18T03:49:04.8Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,23,17,2021-12-18T03:49:04Z,1940000,,,0,,R. Westbrook Free Throw 2 of 2 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
198,PT11M17.00S,2021-12-18T03:49:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,11.383048620236531,35.78431372549019,1610612750,23,17,2021-12-18T03:49:24Z,1950000,71.0,55.0,1,left,MISS J. Nowell 8' driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,8.96,Missed,,,,,,,,,,,,,,,
199,PT11M14.00S,2021-12-18T03:49:22.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,23,17,2021-12-18T03:49:24Z,1960000,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,198.0,,,,,5.0,4.0,1.0,,,,,,,
200,PT10M52.00S,2021-12-18T03:49:44.5Z,2,REGULAR,3pt,Jump Shot,[],201566,70.90998685939553,72.30392156862744,1610612747,23,17,2021-12-18T03:49:49Z,1970000,112.0,221.0,1,right,MISS R. Westbrook 24' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,24.74,Missed,,,,,,,,,,,,,,,
201,PT10M50.00S,2021-12-18T03:49:46.5Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,23,17,2021-12-18T03:49:49Z,1980000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,200.0,,,,,1.0,1.0,0.0,,,,,,,
202,PT10M45.00S,2021-12-18T03:49:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629669,5.995400788436268,50.0,1610612750,25,17,2021-12-18T03:49:58Z,1990000,0.0,4.0,1,left,J. Nowell driving Layup (2 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,0.39,Made,,2.0,,,,,,,,,,,,,
203,PT10M39.00S,2021-12-18T03:50:00.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612747,25,17,2021-12-18T03:50:06Z,2000000,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 201566]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Westbrook,201566.0,,
205,PT10M39.00S,2021-12-18T03:50:14.5Z,2,REGULAR,substitution,out,[],200765,,,1610612747,25,17,2021-12-18T03:50:17Z,2020000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M39.00S,2021-12-18T03:50:14.5Z,2,REGULAR,substitution,in,[],202738,,,1610612747,25,17,2021-12-18T03:50:17Z,2030000,,,0,,SUB in: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M32.00S,2021-12-18T03:50:34.8Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612747,25,17,2021-12-18T03:50:45Z,2040000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Thomas 2 FT),"[1630183, 202738]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Thomas,202738.0,,
209,PT10M32.00S,2021-12-18T03:51:00.4Z,2,REGULAR,freethrow,1 of 2,[],202738,,,1610612747,25,18,2021-12-18T03:51:00Z,2060000,,,0,,I. Thomas Free Throw 1 of 2 (1 PTS),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
210,PT10M32.00S,2021-12-18T03:51:15.6Z,2,REGULAR,freethrow,2 of 2,[],202738,,,1610612747,25,19,2021-12-18T03:51:15Z,2070000,,,0,,I. Thomas Free Throw 2 of 2 (2 PTS),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
211,PT10M22.00S,2021-12-18T03:51:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.783837056504599,51.71568627450981,1610612750,27,19,2021-12-18T03:51:29Z,2080000,-9.0,11.0,1,left,D. Russell driving Layup (6 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,,,,1.42,Made,,6.0,,,,,,,,,,,,,
212,PT10M05.00S,2021-12-18T03:51:43.1Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612747,27,19,2021-12-18T03:51:47Z,2090000,,,0,,R. Westbrook lost ball TURNOVER (1 TO),"[201566, 1629669]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1.0,Nowell,1629669.0,,,,,,,,,,,,,,,,,
213,PT10M05.00S,2021-12-18T03:51:43.1Z,2,REGULAR,steal,,[],1629669,,,1610612750,27,19,2021-12-18T03:51:44Z,2100000,,,0,,J. Nowell STEAL (2 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M59.00S,2021-12-18T03:51:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626156,6.389618922470433,50.98039215686274,1610612750,27,19,2021-12-18T03:52:01Z,2110000,-5.0,8.0,1,left,MISS D. Russell driving Layup,[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,,,,0.9,Missed,,,,,,,,,,,,,,,
215,PT09M59.00S,2021-12-18T03:51:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,27,19,2021-12-18T03:52:01Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,
216,PT09M59.00S,2021-12-18T03:51:54.2Z,2,REGULAR,foul,personal,[],2544,,,1610612750,27,19,2021-12-18T03:52:11Z,2130000,,,0,,L. James loose ball personal FOUL (2 PF),"[2544, 1626156]",1610612747.0,LAL,loose ball,,,James,L. James,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Russell,1626156.0,,
218,PT09M54.00S,2021-12-18T03:52:17.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626156,22.815374507227332,34.068627450980394,1610612750,27,19,2021-12-18T03:53:31Z,2150000,80.0,162.0,1,left,MISS D. Russell 18' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,18.05,Missed,,,,,,,,,,,,,,,
219,PT09M51.00S,2021-12-18T03:52:20.7Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612750,27,19,2021-12-18T03:52:26Z,2160000,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,218.0,,,,,2.0,1.0,1.0,,,,,,,
220,PT09M51.00S,2021-12-18T03:52:23.6Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612750,27,19,2021-12-18T03:52:32Z,2170000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Okogie 2 FT),"[201566, 1629006]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Okogie,1629006.0,,
222,PT09M51.00S,2021-12-18T03:52:50.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629006,,,1610612750,28,19,2021-12-18T03:52:50Z,2190000,,,0,,J. Okogie Free Throw 1 of 2 (3 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
223,PT09M51.00S,2021-12-18T03:52:51.0Z,2,REGULAR,substitution,out,[],201566,,,1610612750,28,19,2021-12-18T03:52:56Z,2200000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M51.00S,2021-12-18T03:52:51.0Z,2,REGULAR,substitution,in,[],203145,,,1610612750,28,19,2021-12-18T03:52:56Z,2210000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M51.00S,2021-12-18T03:53:10.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629006,,,1610612750,29,19,2021-12-18T03:53:10Z,2220000,,,0,,J. Okogie Free Throw 2 of 2 (4 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
226,PT09M40.00S,2021-12-18T03:53:22.5Z,2,REGULAR,3pt,Jump Shot,[],2546,94.82588699080158,95.83333333333334,1610612747,29,22,2021-12-18T03:53:27Z,2230000,229.0,-4.0,1,right,C. Anthony 3PT  (3 PTS) (L. James 1 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,22.92,Made,,3.0,L. James,2544.0,1.0,,,,,,,,,,
228,PT09M29.00S,2021-12-18T03:53:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.863994743758213,51.470588235294116,1610612750,29,22,2021-12-18T03:53:38Z,2250000,-7.0,3.0,1,left,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,0.78,Missed,,,,,,,,,,,,,,,
229,PT09M26.00S,2021-12-18T03:53:37.3Z,2,REGULAR,rebound,defensive,[],203145,,,1610612747,29,22,2021-12-18T03:53:38Z,2260000,,,0,,K. Bazemore REBOUND (Off:0 Def:2),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,228.0,,,,,2.0,2.0,0.0,,,,,,,
230,PT09M21.00S,2021-12-18T03:53:40.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201961,78.40013140604468,9.313725490196079,1610612747,29,22,2021-12-18T03:53:47Z,2270000,-203.0,151.0,1,right,MISS W. Ellington 25' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,25.3,Missed,,,,,,,,,,,,,,,
231,PT09M19.00S,2021-12-18T03:53:42.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,22,2021-12-18T03:53:47Z,2280000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,230.0,,,,,1.0,1.0,0.0,,,,,,,
317,PT09M12.00S,2021-12-18T03:53:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,9.149145860709593,51.225490196078425,1610612750,29,22,2021-12-18T04:06:51Z,2285000,-6.0,34.0,1,left,MISS J. Nowell driving Layup - blocked,"[1629669, 202738]",1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,3.41,Missed,,,,,,,,,,,,,,Thomas,202738.0
318,PT09M12.00S,2021-12-18T03:53:45.6Z,2,REGULAR,block,,[],202738,,,1610612750,29,22,2021-12-18T04:06:51Z,2287500,,,0,,I. Thomas BLOCK (1 BLK),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
319,PT09M12.00S,2021-12-18T03:53:45.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,29,22,2021-12-18T04:06:51Z,2288750,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,317.0,,,,,6.0,5.0,1.0,,,,,,,
234,PT09M08.00S,2021-12-18T03:53:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203145,94.03745072273325,50.0,1610612747,29,24,2021-12-18T04:06:54Z,2310000,0.0,4.0,1,right,K. Bazemore running Layup (2 PTS) (I. Thomas 1 AST),"[203145, 202738]",1610612747.0,LAL,running,,,Bazemore,K. Bazemore,,,,,,,,0.35,Made,,2.0,I. Thomas,202738.0,1.0,,,,,,,,,,
236,PT08M55.00S,2021-12-18T03:54:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.783837056504599,51.470588235294116,1610612750,29,24,2021-12-18T03:54:13Z,2330000,-7.0,11.0,1,left,MISS N. Reid cutting Layup,[1629675],1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,1.35,Missed,,,,,,,,,,,,,,,
238,PT08M52.00S,2021-12-18T03:54:10.4Z,2,REGULAR,rebound,defensive,[],203145,,,1610612747,29,24,2021-12-18T03:54:13Z,2350000,,,0,,K. Bazemore REBOUND (Off:0 Def:3),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,236.0,,,,,3.0,3.0,0.0,,,,,,,
239,PT08M47.00S,2021-12-18T03:54:15.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2546,94.56307490144546,95.58823529411765,1610612747,29,27,2021-12-18T03:54:21Z,2360000,228.0,-1.0,1,right,C. Anthony 3PT  (6 PTS) (W. Ellington 1 AST),"[2546, 201961]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,22.79,Made,,6.0,W. Ellington,201961.0,1.0,,,,,,,,,,
241,PT08M47.00S,2021-12-18T03:54:20.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,29,27,2021-12-18T03:54:20Z,2380000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,29,27,2021-12-18T03:57:27Z,2390000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,29,27,2021-12-18T03:57:27Z,2400000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,29,27,2021-12-18T03:57:27Z,2410000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,29,27,2021-12-18T03:57:27Z,2420000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,29,27,2021-12-18T03:57:27Z,2430000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612750,29,27,2021-12-18T03:57:27Z,2440000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,in,[],201976,,,1610612750,29,27,2021-12-18T03:57:27Z,2450000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M47.00S,2021-12-18T03:56:42.7Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,29,27,2021-12-18T03:57:27Z,2460000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M42.00S,2021-12-18T03:57:55.4Z,2,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612750,29,27,2021-12-18T03:58:05Z,2470000,,,0,,J. Okogie step out-of-bounds TURNOVER (1 TO),[1629006],1610612750.0,MIN,step,,,Okogie,J. Okogie,,,,,1.0,,,,,,,,,,,,,203592.0,,,,,,
251,PT08M28.00S,2021-12-18T03:58:13.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2546,79.71419185282524,90.93137254901961,1610612747,29,27,2021-12-18T03:58:20Z,2480000,205.0,138.0,1,right,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,24.7,Missed,,,,,,,,,,,,,,,
252,PT08M25.00S,2021-12-18T03:58:16.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,29,27,2021-12-18T03:58:20Z,2490000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:6),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,251.0,,,,,9.0,6.0,3.0,,,,,,,
253,PT08M12.00S,2021-12-18T03:58:29.9Z,2,REGULAR,2pt,Jump Shot,[],1626157,5.601182654402102,66.91176470588235,1610612750,31,27,2021-12-18T03:58:34Z,2500000,-85.0,0.0,1,left,K. Towns 8' turnaround Jump Shot (12 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,,,,8.46,Made,,12.0,P. Beverley,201976.0,2.0,,,,,,,,,,
255,PT07M45.00S,2021-12-18T03:58:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,91.67214191852825,39.705882352941174,1610612747,31,27,2021-12-18T03:59:11Z,2520000,-51.0,26.0,1,right,MISS L. James Jump Shot - blocked,"[2544, 1626157]",1610612747.0,LAL,,,,James,L. James,,,,,,,,5.76,Missed,,,,,,,,,,,,,,Towns,1626157.0
256,PT07M45.00S,2021-12-18T03:58:56.5Z,2,REGULAR,block,,[],1626157,,,1610612747,31,27,2021-12-18T03:58:59Z,2530000,,,0,,K. Towns BLOCK (2 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M43.00S,2021-12-18T03:58:58.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,31,27,2021-12-18T03:59:11Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,
258,PT07M43.00S,2021-12-18T03:59:05.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,31,27,2021-12-18T03:59:05Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M43.00S,2021-12-18T03:59:07.4Z,2,REGULAR,substitution,out,[],1629006,,,1610612750,31,27,2021-12-18T03:59:10Z,2560000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M43.00S,2021-12-18T03:59:07.4Z,2,REGULAR,substitution,in,[],1627774,,,1610612750,31,27,2021-12-18T03:59:10Z,2570000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M31.00S,2021-12-18T03:59:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627774,6.389618922470433,50.0,1610612750,31,27,2021-12-18T03:59:32Z,2580000,0.0,8.0,1,left,MISS J. Layman cutting Layup,[1627774],1610612750.0,MIN,cutting,,,Layman,J. Layman,,,,,,,,0.76,Missed,,,,,,,,,,,,,,,
262,PT07M28.00S,2021-12-18T03:59:30.7Z,2,REGULAR,rebound,defensive,[],202738,,,1610612747,31,27,2021-12-18T03:59:32Z,2590000,,,0,,I. Thomas REBOUND (Off:0 Def:1),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,261.0,,,,,1.0,1.0,0.0,,,,,,,
263,PT07M24.00S,2021-12-18T03:59:33.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202738,66.96780551905388,46.07843137254902,1610612747,31,27,2021-12-18T03:59:43Z,2600000,-20.0,258.0,1,right,MISS I. Thomas 25' pullup 3PT,[202738],1610612747.0,LAL,pullup,,,Thomas,I. Thomas,,,,,,,,25.87,Missed,,,,,,,,,,,,,,,
264,PT07M21.00S,2021-12-18T03:59:36.8Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,31,27,2021-12-18T03:59:43Z,2610000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,263.0,,,,,2.0,2.0,0.0,,,,,,,
265,PT07M13.00S,2021-12-18T03:59:44.9Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.933639947437584,39.21568627450981,1610612750,31,27,2021-12-18T03:59:49Z,2620000,54.0,257.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,
266,PT07M11.00S,2021-12-18T03:59:46.9Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,31,27,2021-12-18T03:59:49Z,2630000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,265.0,,,,,2.0,2.0,0.0,,,,,,,
267,PT06M54.00S,2021-12-18T04:00:03.7Z,2,REGULAR,2pt,Jump Shot,[],2544,94.03745072273325,81.61764705882352,1610612747,31,27,2021-12-18T04:00:08Z,2640000,158.0,4.0,1,right,MISS L. James 15' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,15.81,Missed,,,,,,,,,,,,,,,
268,PT06M51.00S,2021-12-18T04:00:06.7Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,31,27,2021-12-18T04:00:08Z,2650000,,,0,,P. Beverley REBOUND (Off:1 Def:3),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,267.0,,,,,4.0,3.0,1.0,,,,,,,
