actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
272,PT05M31.00S,2022-03-19T21:59:06.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,53,48,2022-03-19T21:59:06Z,2670000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M31.00S,2022-03-19T22:01:39.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,53,48,2022-03-19T22:02:00Z,2680000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M31.00S,2022-03-19T22:01:39.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612750,53,48,2022-03-19T22:02:00Z,2690000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M31.00S,2022-03-19T22:01:39.0Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,53,48,2022-03-19T22:02:00Z,2700000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M31.00S,2022-03-19T22:01:39.0Z,2,REGULAR,substitution,in,[],201572,,,1610612750,53,48,2022-03-19T22:02:00Z,2710000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M21.00S,2022-03-19T22:02:18.5Z,2,REGULAR,foul,personal,[],201572,,,1610612750,53,48,2022-03-19T22:02:34Z,2720000,,,0,,B. Lopez personal FOUL (2 PF),"[201572, 1626157]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,201639.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
279,PT05M15.00S,2022-03-19T22:02:45.1Z,2,REGULAR,3pt,Jump Shot,[],1626157,69.07030223390277,64.4607843137255,1610612750,56,48,2022-03-19T22:02:50Z,2740000,72.0,238.0,1,right,K. Towns 24' 3PT  (14 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,24.89,Made,,,,,,,14.0,,,,A. Edwards,1630162.0,2.0,
281,PT05M02.00S,2022-03-19T22:02:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,17.214191852825238,36.49662990196079,1610612749,56,48,2022-03-19T22:10:30Z,2760000,68.0,109.0,1,left,MISS K. Middleton 12' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,12.85,Missed,,,,,,,,,,,,,,
282,PT05M00.00S,2022-03-19T22:02:59.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,56,48,2022-03-19T22:03:05Z,2770000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,,,
350,PT04M45.00S,2022-03-19T22:03:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.01116951379764,61.029411764705884,1610612750,56,48,2022-03-19T22:17:54Z,2795000,55.0,51.0,1,right,MISS K. Towns 7' Layup - blocked,"[1626157, 1629670]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,7.49,Missed,,,,,Nwora,1629670.0,,,,,,,,
351,PT04M45.00S,2022-03-19T22:03:18.9Z,2,REGULAR,block,,[],1629670,,,1610612750,56,48,2022-03-19T22:17:54Z,2797500,,,0,,J. Nwora BLOCK (1 BLK),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT04M44.00S,2022-03-19T22:03:19.9Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,56,48,2022-03-19T22:17:54Z,2798750,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,350.0,3.0,3.0,0.0,,,,,,,,,,
285,PT04M38.00S,2022-03-19T22:03:20.9Z,2,REGULAR,turnover,lost ball,[],1628960,,,1610612749,56,48,2022-03-19T22:03:24Z,2800000,,,0,,G. Allen lost ball TURNOVER (1 TO),"[1628960, 1629162]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,,,,
286,PT04M38.00S,2022-03-19T22:03:20.9Z,2,REGULAR,steal,,[],1629162,,,1610612750,56,48,2022-03-19T22:03:22Z,2810000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M34.00S,2022-03-19T22:03:24.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,72.61826544021025,77.69607843137256,1610612750,56,48,2022-03-19T22:12:52Z,2820000,138.0,205.0,1,right,MISS A. Edwards 24' running 3PT,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,24.73,Missed,,,,,,,,,,,,,,
288,PT04M29.00S,2022-03-19T22:03:29.6Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,56,48,2022-03-19T22:03:31Z,2830000,,,0,,J. McLaughlin REBOUND (Off:1 Def:0),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,287.0,1.0,0.0,1.0,,,,,,,,,,
289,PT04M29.00S,2022-03-19T22:03:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629162,94.40999984741211,50.0,1610612750,58,48,2022-03-19T22:03:29Z,2840000,0.0,0.0,1,right,J. McLaughlin tip Layup (2 PTS),[1629162],1610612750.0,MIN,tip,,,McLaughlin,J. McLaughlin,,,,,,,,,,0.0,Made,,,,,,,2.0,,,,,,,
290,PT04M16.00S,2022-03-19T22:03:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,7.440867279894875,49.01960784313725,1610612749,58,50,2022-03-19T22:03:49Z,2850000,5.0,17.0,1,left,J. Carter reverse Layup (2 PTS) (K. Middleton 3 AST),"[1628975, 203114]",1610612749.0,MIL,reverse,,,Carter,J. Carter,,,,,,,,,,1.81,Made,,,,,,,2.0,,,,K. Middleton,203114.0,3.0,
292,PT04M12.00S,2022-03-19T22:03:49.9Z,2,REGULAR,foul,personal,['1freethrow'],1628975,,,1610612750,58,50,2022-03-19T22:06:13Z,2870000,,,0,,J. Carter away-from-play personal FOUL (1 PF) (McLaughlin 1 FT),"[1628975, 1629162]",1610612749.0,MIL,away-from-play,,,Carter,J. Carter,,,,,203592.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
294,PT04M12.00S,2022-03-19T22:04:08.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612750,58,50,2022-03-19T22:05:40Z,2890000,,,0,,,[],,,support,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
295,PT04M12.00S,2022-03-19T22:06:14.3Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,59,50,2022-03-19T22:06:14Z,2900000,,,0,,K. Towns away-from-play Free Throw 1 of 1 (15 PTS),[1626157],1610612750.0,MIN,away-from-play,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,15.0,,,,,,,
300,PT04M12.00S,2022-03-19T22:06:15.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,59,50,2022-03-19T22:07:38Z,2905000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M12.00S,2022-03-19T22:06:15.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,59,50,2022-03-19T22:07:38Z,2907500,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M56.00S,2022-03-19T22:06:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.48751642575559,61.88725490196079,1610612750,59,50,2022-03-19T22:14:34Z,2910000,59.0,46.0,1,right,MISS K. Towns 7' driving Layup - blocked,"[1626157, 201572]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,7.53,Missed,,,,,Lopez,201572.0,,,,,,,,
349,PT03M56.00S,2022-03-19T22:06:46.7Z,2,REGULAR,block,,[],201572,,,1610612750,59,50,2022-03-19T22:16:58Z,2915000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M53.00S,2022-03-19T22:06:49.7Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,59,50,2022-03-19T22:08:25Z,2920000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,296.0,1.0,1.0,0.0,,,,,,,,,,
298,PT03M37.00S,2022-03-19T22:07:05.7Z,2,REGULAR,3pt,Jump Shot,[],203114,30.436925098554536,32.35294117647059,1610612749,59,50,2022-03-19T22:19:19Z,2930000,88.0,234.0,1,left,MISS K. Middleton 24' step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,,,,,,24.97,Missed,,,,,,,,,,,,,,
299,PT03M35.00S,2022-03-19T22:07:07.7Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,59,50,2022-03-19T22:07:10Z,2940000,,,0,,J. Nowell REBOUND (Off:1 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,298.0,2.0,1.0,1.0,,,,,,,,,,
302,PT03M26.00S,2022-03-19T22:07:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,93.77463863337714,53.67647058823529,1610612750,59,50,2022-03-19T22:19:47Z,2970000,18.0,6.0,1,right,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,,,1.94,Missed,,,,,,,,,,,,,,
303,PT03M22.00S,2022-03-19T22:07:20.9Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,59,50,2022-03-19T22:07:23Z,2980000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,302.0,2.0,2.0,0.0,,,,,,,,,,
304,PT03M18.00S,2022-03-19T22:07:24.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,20.97568988173456,89.70588235294117,1610612749,59,53,2022-03-19T22:20:47Z,2990000,-199.0,145.0,1,left,J. Nwora 24' 3PT running (3 PTS) (J. Carter 2 AST),"[1629670, 1628975]",1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,,,,,,24.56,Made,,,,,,,3.0,,,,J. Carter,1628975.0,2.0,
306,PT02M59.00S,2022-03-19T22:07:43.0Z,2,REGULAR,3pt,Jump Shot,[],1629669,82.60512483574244,5.637254901960785,1610612750,59,53,2022-03-19T22:07:47Z,3010000,-222.0,111.0,1,right,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,24.8,Missed,,,,,,,,,,,,,,
307,PT02M57.00S,2022-03-19T22:07:45.0Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,59,53,2022-03-19T22:07:47Z,3020000,,,0,,K. Middleton REBOUND (Off:0 Def:6),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,306.0,6.0,6.0,0.0,,,,,,,,,,
308,PT02M48.00S,2022-03-19T22:07:54.7Z,2,REGULAR,turnover,bad pass,[],203114,,,1610612749,59,53,2022-03-19T22:08:16Z,3030000,,,0,,K. Middleton bad pass TURNOVER (3 TO),"[203114, 1629020]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,3.0,Vanderbilt,1629020.0,,,,
309,PT02M48.00S,2022-03-19T22:07:54.7Z,2,REGULAR,steal,,[],1629020,,,1610612750,59,53,2022-03-19T23:10:01Z,3040000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M41.00S,2022-03-19T22:08:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,93.9060446780552,49.01960784313725,1610612750,61,53,2022-03-19T22:22:28Z,3050000,-5.0,5.0,1,right,J. Nowell running Layup (7 PTS),[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,,,,,,0.69,Made,,,,,,,7.0,,,,,,,
311,PT02M40.00S,2022-03-19T22:08:08.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,61,53,2022-03-19T22:08:08Z,3060000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,out,[],1629162,,,1610612749,61,53,2022-03-19T22:10:53Z,3070000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,61,53,2022-03-19T22:10:53Z,3080000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,out,[],203114,,,1610612749,61,53,2022-03-19T22:10:53Z,3090000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612749,61,53,2022-03-19T22:10:53Z,3100000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,in,[],201950,,,1610612749,61,53,2022-03-19T22:10:53Z,3110000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M40.00S,2022-03-19T22:09:59.9Z,2,REGULAR,substitution,in,[],202083,,,1610612749,61,53,2022-03-19T22:10:53Z,3120000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M20.00S,2022-03-19T22:11:23.3Z,2,REGULAR,3pt,Jump Shot,[],1626192,27.020367936925098,19.607843137254903,1610612749,61,56,2022-03-19T22:11:28Z,3130000,152.0,201.0,1,left,P. Connaughton 25' 3PT  (6 PTS) (J. Holiday 5 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,25.24,Made,,,,,,,6.0,,,,J. Holiday,201950.0,5.0,
320,PT01M57.00S,2022-03-19T22:11:46.2Z,2,REGULAR,2pt,Jump Shot,[],1626156,89.70105124835742,81.37254901960785,1610612750,61,56,2022-03-19T22:11:58Z,3150000,157.0,44.0,1,right,MISS D. Russell 16' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,,,16.3,Missed,,,,,,,,,,,,,,
321,PT01M56.00S,2022-03-19T22:11:47.2Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,61,56,2022-03-19T22:11:58Z,3160000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,320.0,1.0,1.0,0.0,,,,,,,,,,
322,PT01M44.00S,2022-03-19T22:11:59.9Z,2,REGULAR,2pt,Jump Shot,[],201572,11.251642575558476,77.69607843137256,1610612749,61,56,2022-03-19T22:12:24Z,3170000,-138.0,53.0,1,left,MISS B. Lopez 14' Jump Shot,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,14.84,Missed,,,,,,,,,,,,,,
323,PT01M42.00S,2022-03-19T22:12:01.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,61,56,2022-03-19T22:12:24Z,3180000,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,322.0,6.0,4.0,2.0,,,,,,,,,,
324,PT01M42.00S,2022-03-19T22:12:09.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612750,61,56,2022-03-19T22:24:06Z,3190000,,,0,,W. Matthews personal FOUL (1 PF) (Towns 2 FT),"[202083, 1626157]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,203592.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
326,PT01M42.00S,2022-03-19T22:12:51.2Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,62,56,2022-03-19T22:12:51Z,3210000,,,0,,K. Towns Free Throw 1 of 2 (16 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,
327,PT01M42.00S,2022-03-19T22:12:52.1Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,62,56,2022-03-19T22:13:03Z,3220000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M42.00S,2022-03-19T22:12:52.1Z,2,REGULAR,substitution,in,[],1627736,,,1610612750,62,56,2022-03-19T22:13:03Z,3230000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M42.00S,2022-03-19T22:13:20.5Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,63,56,2022-03-19T22:13:20Z,3240000,,,0,,K. Towns Free Throw 2 of 2 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,
330,PT01M27.00S,2022-03-19T22:13:36.6Z,2,REGULAR,2pt,Jump Shot,[],201950,27.283180026281208,69.85294117647058,1610612749,63,56,2022-03-19T22:13:47Z,3250000,-99.0,204.0,1,left,MISS J. Holiday 22' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,,,,,,22.69,Missed,,,,,,,,,,,,,,
331,PT01M25.00S,2022-03-19T22:13:38.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,63,56,2022-03-19T22:13:38Z,3260000,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,330.0,7.0,5.0,2.0,,,,,,,,,,
332,PT01M12.00S,2022-03-19T22:13:51.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,63,56,2022-03-19T22:13:55Z,3270000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 202083]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,2.0,Matthews,202083.0,,,,
333,PT01M12.00S,2022-03-19T22:13:51.7Z,2,REGULAR,steal,,[],202083,,,1610612749,63,56,2022-03-19T22:13:55Z,3280000,,,0,,W. Matthews STEAL (1 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M07.00S,2022-03-19T22:13:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629670,7.5722733245729295,47.30392156862745,1610612749,63,56,2022-03-19T22:14:03Z,3290000,13.0,19.0,1,left,MISS J. Nwora driving Layup,[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,,,,,2.31,Missed,,,,,,,,,,,,,,
335,PT01M04.00S,2022-03-19T22:13:58.8Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,63,56,2022-03-19T22:13:58Z,3300000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,334.0,4.0,4.0,0.0,,,,,,,,,,
336,PT00M57.30S,2022-03-19T22:14:06.5Z,2,REGULAR,3pt,Jump Shot,[],1626156,71.69842312746385,19.362745098039216,1610612750,66,56,2022-03-19T22:14:12Z,3310000,-153.0,214.0,1,right,D. Russell 26' 3PT  (6 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,26.28,Made,,,,,,,6.0,,,,,,,
337,PT00M46.40S,2022-03-19T22:14:20.9Z,2,REGULAR,3pt,Jump Shot,[],202083,4.944152431011826,94.6078431372549,1610612749,66,56,2022-03-19T22:14:27Z,3320000,-223.0,-6.0,1,left,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,22.31,Missed,,,,,,,,,,,,,,
338,PT00M43.40S,2022-03-19T22:14:23.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,66,56,2022-03-19T22:14:47Z,3330000,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,337.0,8.0,6.0,2.0,,,,,,,,,,
339,PT00M41.40S,2022-03-19T22:14:25.8Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612750,66,56,2022-03-19T22:14:30Z,3340000,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 201950]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,3.0,Holiday,201950.0,,,,
340,PT00M41.40S,2022-03-19T22:14:25.8Z,2,REGULAR,steal,,[],201950,,,1610612749,66,56,2022-03-19T22:14:28Z,3350000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M30.00S,2022-03-19T22:14:37.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,12.723800919842304,64.19270833333333,1610612749,66,56,2022-03-19T22:25:43Z,3360000,-71.0,67.0,1,left,MISS J. Holiday 9' turnaround Shot,[201950],1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,,,,,,9.77,Missed,,,,,,,,,,,,,,
342,PT00M27.70S,2022-03-19T22:14:39.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,66,56,2022-03-19T22:14:41Z,3370000,,,0,,K. Towns REBOUND (Off:2 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,341.0,9.0,7.0,2.0,,,,,,,,,,
343,PT00M08.10S,2022-03-19T22:14:59.2Z,2,REGULAR,3pt,Jump Shot,[],1630162,80.23981603153744,90.19607843137256,1610612750,66,56,2022-03-19T22:15:04Z,3380000,201.0,133.0,1,right,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,,,24.11,Missed,,,,,,,,,,,,,,
344,PT00M06.30S,2022-03-19T22:15:01.0Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612750,66,56,2022-03-19T22:15:09Z,3390000,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,343.0,2.0,1.0,1.0,,,,,,,,,,
345,PT00M05.70S,2022-03-19T22:15:02.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627736,92.06636005256242,69.11764705882352,1610612750,68,56,2022-03-19T22:26:27Z,3400000,96.0,22.0,1,right,M. Beasley 9' fadeaway Jump Shot (3 PTS),[1627736],1610612750.0,MIN,fadeaway,,,Beasley,M. Beasley,,,,,,,,,,9.81,Made,,,,,,,3.0,,,,,,,
346,PT00M00.70S,2022-03-19T22:15:15.3Z,2,REGULAR,3pt,Jump Shot,[],201572,25.57490144546649,81.86274509803921,1610612749,68,56,2022-03-19T22:15:20Z,3410000,-159.0,188.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,24.63,Missed,,,,,,,,,,,,,,
347,PT00M00.70S,2022-03-19T22:15:15.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,68,56,2022-03-19T22:15:20Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,
348,PT00M00.00S,2022-03-19T22:15:22.8Z,2,REGULAR,period,end,[],0,,,1610612749,68,56,2022-03-19T22:15:22Z,3430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,68,56,2022-03-19T22:30:28Z,3440000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,68,56,2022-03-19T22:30:28Z,3450000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,68,56,2022-03-19T22:30:28Z,3460000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,68,56,2022-03-19T22:30:28Z,3470000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,68,56,2022-03-19T22:30:28Z,3480000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
