actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
42,PT08M42.00S,2021-11-06T00:18:31.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,11,3,2021-11-06T00:18:41Z,410000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,
43,PT08M31.00S,2021-11-06T00:18:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626157,7.670827858081481,52.205882352941174,1610612750,13,3,2021-11-06T00:19:06Z,420000,-11.0,20.0,1,left,K. Towns driving Layup (5 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,2.25,Made,5.0,,,,,,,,,,,,,,
44,PT08M31.00S,2021-11-06T00:18:49.4Z,1,REGULAR,violation,defensive goaltending,[],1627826,,,1610612750,13,3,2021-11-06T00:19:06Z,430000,,,0,,I. Zubac defensive goaltending VIOLATION,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,202056.0,,,,,,,,,,,,,
45,PT08M08.00S,2021-11-06T00:19:28.0Z,1,REGULAR,3pt,Jump Shot,[],202704,69.4316688567674,34.803921568627445,1610612746,13,3,2021-11-06T00:19:33Z,440000,-76.0,235.0,1,right,MISS R. Jackson 24' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,24.68,Missed,,,,,,,,,,,,,,,
46,PT08M05.00S,2021-11-06T00:19:31.0Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,13,3,2021-11-06T00:19:33Z,450000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,
47,PT07M54.00S,2021-11-06T00:19:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.904730617608408,48.529411764705884,1610612750,15,3,2021-11-06T00:19:46Z,460000,7.0,41.0,1,left,K. Towns cutting Layup (7 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,4.13,Made,7.0,,,,,,,,,,P. Beverley,201976.0,2.0,,
49,PT07M43.00S,2021-11-06T00:19:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,90.32522996057818,40.44117647058824,1610612746,15,3,2021-11-06T00:20:05Z,480000,-48.0,38.0,1,right,MISS P. George 6' driving floating Shot,[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,,,,6.13,Missed,,,,,,,,,,,,,,,
50,PT07M43.00S,2021-11-06T00:20:01.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,15,3,2021-11-06T00:20:01Z,490000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,
51,PT07M43.00S,2021-11-06T00:20:02.6Z,1,REGULAR,foul,personal,[],1630183,,,1610612746,15,3,2021-11-06T00:20:18Z,500000,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 202331]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,202056.0,2.0,0.0,George,202331.0,,,,,,,,,
53,PT07M42.00S,2021-11-06T00:20:27.4Z,1,REGULAR,foul,offensive,[],202331,,,1610612746,15,3,2021-11-06T00:20:36Z,520000,,,0,,P. George offensive FOUL (1 PF),"[202331, 201976]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,202056.0,1.0,0.0,Beverley,201976.0,,,,,,,,,
55,PT07M42.00S,2021-11-06T00:20:27.4Z,1,REGULAR,turnover,offensive foul,[],202331,,,1610612746,15,3,2021-11-06T00:20:27Z,540000,,,0,,P. George offensive foul TURNOVER (1 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,1.0,,,,,,202056.0,,,,,,,,,,,,,
56,PT07M42.00S,2021-11-06T00:20:42.3Z,1,REGULAR,foul,technical,['1freethrow'],202331,,,1610612750,15,3,2021-11-06T00:21:01Z,550000,,,0,,P. George technical FOUL (1 Tech),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,202056.0,1.0,1.0,,,,,,,,,,,
57,PT07M42.00S,2021-11-06T00:21:02.6Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,16,3,2021-11-06T00:21:02Z,560000,,,0,,K. Towns technical Free Throw 1 of 1 (8 PTS),[1626157],1610612750.0,MIN,technical,,,Towns,K. Towns,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
58,PT07M33.00S,2021-11-06T00:21:27.2Z,1,REGULAR,foul,offensive,[],1630183,,,1610612750,16,3,2021-11-06T00:21:49Z,570000,,,0,,J. McDaniels offensive FOUL (3 PF),"[1630183, 202339]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,202056.0,3.0,0.0,Bledsoe,202339.0,,,,,,,,,
60,PT07M33.00S,2021-11-06T00:21:27.2Z,1,REGULAR,turnover,offensive foul,[],1630183,,,1610612750,16,3,2021-11-06T00:21:49Z,590000,,,0,,J. McDaniels offensive foul TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1.0,,,,,,201245.0,,,,,,,,,,,,,
61,PT07M33.00S,2021-11-06T00:21:40.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612746,16,3,2021-11-06T00:21:44Z,600000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M33.00S,2021-11-06T00:21:40.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612746,16,3,2021-11-06T00:21:44Z,610000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M24.00S,2021-11-06T00:21:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612746,16,3,2021-11-06T00:22:06Z,620000,,,0,,M. Beasley shooting personal FOUL (1 PF) (George 2 FT),"[1627736, 202331]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,,,,202056.0,1.0,0.0,George,202331.0,,,,,,,,,
65,PT07M24.00S,2021-11-06T00:22:24.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612746,16,4,2021-11-06T00:22:24Z,640000,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
66,PT07M24.00S,2021-11-06T00:22:52.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612746,16,5,2021-11-06T00:22:52Z,650000,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
67,PT07M14.00S,2021-11-06T00:23:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,5.962549277266746,50.245098039215684,1610612750,18,5,2021-11-06T00:23:09Z,660000,-1.0,4.0,1,left,T. Prince driving Layup (2 PTS),[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,,,,0.37,Made,2.0,,,,,,,,,,,,,,
68,PT07M02.00S,2021-11-06T00:23:17.2Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,18,5,2021-11-06T00:23:24Z,670000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1626157]",1610612746.0,LAC,,,,George,P. George,,,,,2.0,Towns,1626157.0,,,,,,,,,,,,,,,,,
69,PT07M02.00S,2021-11-06T00:23:17.2Z,1,REGULAR,steal,,[],1626157,,,1610612750,18,5,2021-11-06T00:23:19Z,680000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M00.00S,2021-11-06T00:23:22.9Z,1,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612750,18,5,2021-11-06T00:23:36Z,690000,,,0,,T. Prince step out-of-bounds TURNOVER (1 TO),[1627752],1610612750.0,MIN,step,,,Prince,T. Prince,,,,,1.0,,,,,,202049.0,,,,,,,,,,,,,
71,PT06M57.00S,2021-11-06T00:23:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,92.0335085413929,50.73529411764706,1610612746,18,7,2021-11-06T00:23:43Z,700000,4.0,22.0,1,right,R. Jackson cutting Layup (2 PTS) (E. Bledsoe 1 AST),"[202704, 202339]",1610612746.0,LAC,cutting,,,Jackson,R. Jackson,,,,,,,,2.27,Made,2.0,,,,,,,,,,E. Bledsoe,202339.0,1.0,,
73,PT06M47.00S,2021-11-06T00:23:49.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,24.227989487516425,69.11764705882354,1610612750,20,7,2021-11-06T00:23:54Z,720000,-96.0,175.0,1,left,A. Edwards 19' pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,19.96,Made,2.0,,,,,,,,,,,,,,
74,PT06M35.00S,2021-11-06T00:24:00.6Z,1,REGULAR,2pt,Jump Shot,[],202331,80.6011826544021,70.09803921568627,1610612746,20,9,2021-11-06T00:24:04Z,730000,100.0,130.0,1,right,P. George 16' pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,16.42,Made,4.0,,,,,,,,,,,,,,
75,PT06M19.00S,2021-11-06T00:24:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.61563731931669,73.0392156862745,1610612750,20,9,2021-11-06T00:24:22Z,740000,-115.0,226.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,
76,PT06M16.00S,2021-11-06T00:24:20.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,20,9,2021-11-06T00:24:22Z,750000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,
77,PT06M09.00S,2021-11-06T00:24:27.3Z,1,REGULAR,2pt,Hook,[],1627826,93.08475689881735,72.79411764705883,1610612746,20,11,2021-11-06T00:24:32Z,760000,114.0,13.0,1,right,I. Zubac 11' turnaround Hook (2 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,,,11.47,Made,2.0,,,,,,,,,,,,,,
78,PT05M53.00S,2021-11-06T00:24:43.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,3.7286465177398185,96.32352941176471,1610612750,20,11,2021-11-06T00:24:47Z,770000,-232.0,-17.0,1,left,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,23.23,Missed,,,,,,,,,,,,,,,
79,PT05M50.00S,2021-11-06T00:24:46.2Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,20,11,2021-11-06T00:24:47Z,780000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,
80,PT05M34.00S,2021-11-06T00:25:02.6Z,1,REGULAR,3pt,Jump Shot,[],202339,72.32260183968462,21.568627450980387,1610612746,20,11,2021-11-06T00:28:18Z,790000,-142.0,208.0,1,right,MISS E. Bledsoe 25' pullup 3PT,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,25.17,Missed,,,,,,,,,,,,,,,
81,PT05M31.00S,2021-11-06T00:25:05.6Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,20,11,2021-11-06T00:25:07Z,800000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,
82,PT05M12.00S,2021-11-06T00:25:32.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,20,11,2021-11-06T00:25:49Z,810000,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 1627826]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,,,,,,,202056.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
84,PT05M12.00S,2021-11-06T00:25:32.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,20,11,2021-11-06T00:25:32Z,830000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.0,,,,,,202056.0,,,,,,,,,,,,,
85,PT05M12.00S,2021-11-06T00:25:45.0Z,1,REGULAR,substitution,out,[],1630162,,,1610612746,20,11,2021-11-06T00:26:31Z,840000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M12.00S,2021-11-06T00:25:45.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612746,20,11,2021-11-06T00:26:31Z,860000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M12.00S,2021-11-06T00:25:45.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,20,11,2021-11-06T00:26:31Z,870000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M12.00S,2021-11-06T00:25:45.0Z,1,REGULAR,substitution,out,[],202339,,,1610612746,20,11,2021-11-06T00:27:20Z,875000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2021-11-06T00:26:36.4Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,20,11,2021-11-06T00:38:58Z,880000,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (2 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,2.0,,,,,,201245.0,,,,,,,,,,,,,
90,PT04M46.00S,2021-11-06T00:26:39.6Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,20,11,2021-11-06T00:26:53Z,890000,,,0,,K. Towns traveling TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.0,,,,,,201245.0,,,,,,,,,,,,,
91,PT04M29.00S,2021-11-06T00:27:04.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629611,87.82851511169514,34.06862745098039,1610612746,20,13,2021-11-06T00:33:31Z,900000,-80.0,62.0,1,right,T. Mann 10' pullup Jump Shot (2 PTS) (P. George 1 AST),"[1629611, 202331]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,10.09,Made,2.0,,,,,,,,,,P. George,202331.0,1.0,,
94,PT04M07.00S,2021-11-06T00:27:25.5Z,1,REGULAR,3pt,Jump Shot,[],1627752,17.394875164257556,7.107843137254903,1610612750,23,13,2021-11-06T00:27:33Z,920000,214.0,111.0,1,left,T. Prince 24' 3PT  (5 PTS) (M. Beasley 1 AST),"[1627752, 1627736]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,24.15,Made,5.0,,,,,,,,,,M. Beasley,1627736.0,1.0,,
