actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
445,PT08M56.00S,2022-03-08T02:42:28.6Z,3,REGULAR,3pt,Jump Shot,[],1630314,33.327858081471746,34.55882352941176,1610612757,68,41,2022-03-08T02:42:34Z,4330000,77.0,261.0,1,left,B. Williams 27' 3PT  (17 PTS) (T. Watford 3 AST),"[1630314, 1630570]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,17.0,,27.2,,,,T. Watford,1630570.0,3.0,,,,,,
447,PT08M46.00S,2022-03-08T02:42:38.5Z,3,REGULAR,turnover,bad pass,[],201976,,,1610612750,68,41,2022-03-08T02:42:44Z,4350000,,,0,,P. Beverley bad pass TURNOVER (2 TO),"[201976, 1630314]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1630314.0,
448,PT08M46.00S,2022-03-08T02:42:38.5Z,3,REGULAR,steal,,[],1630314,,,1610612757,68,41,2022-03-08T02:42:40Z,4360000,,,0,,B. Williams STEAL (2 STL),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT08M42.00S,2022-03-08T02:42:42.6Z,3,REGULAR,turnover,bad pass,[],1629604,,,1610612757,68,41,2022-03-08T02:42:49Z,4370000,,,0,,C. Elleby bad pass TURNOVER (2 TO),"[1629604, 1626157]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,2.0,Towns,1626157.0,
450,PT08M42.00S,2022-03-08T02:42:42.6Z,3,REGULAR,steal,,[],1626157,,,1610612750,68,41,2022-03-08T02:42:44Z,4380000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT08M38.00S,2022-03-08T02:42:46.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201976,73.80091984231275,81.86274509803921,1610612750,68,41,2022-03-08T02:42:53Z,4390000,159.0,194.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,Missed,,,25.09,,,,,,,,,,,,
452,PT08M35.00S,2022-03-08T02:42:49.9Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,68,41,2022-03-08T02:42:53Z,4400000,,,0,,D. Eubanks REBOUND (Off:2 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,451.0,,6.0,4.0,2.0,,,,,,,,,
453,PT08M24.00S,2022-03-08T02:43:01.0Z,3,REGULAR,3pt,Jump Shot,[],1630314,18.347568988173457,91.42156862745098,1610612757,68,41,2022-03-08T02:43:05Z,4410000,-207.0,120.0,1,left,MISS B. Williams 3PT,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,23.94,,,,,,,,,,,,
454,PT08M21.00S,2022-03-08T02:43:04.0Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,68,41,2022-03-08T02:43:05Z,4420000,,,0,,P. Beverley REBOUND (Off:1 Def:7),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,453.0,,8.0,7.0,1.0,,,,,,,,,
455,PT08M17.00S,2022-03-08T02:43:07.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201976,67.62483574244416,37.254901960784316,1610612750,71,41,2022-03-08T02:49:53Z,4430000,-64.0,252.0,1,right,P. Beverley 25' 3PT running (6 PTS),[201976],1610612750.0,MIN,running,,,Beverley,P. Beverley,,,,,,,,,,Made,6.0,,25.97,,,,,,,,,,,,
456,PT08M15.00S,2022-03-08T02:43:14.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,71,41,2022-03-08T02:43:14Z,4440000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,out,[],1629020,,,1610612757,71,41,2022-03-08T02:46:01Z,4450000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,out,[],1629234,,,1610612757,71,41,2022-03-08T02:46:01Z,4460000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,out,[],1629604,,,1610612757,71,41,2022-03-08T02:46:01Z,4470000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,in,[],1629006,,,1610612757,71,41,2022-03-08T02:46:01Z,4480000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,in,[],1630535,,,1610612757,71,41,2022-03-08T02:46:01Z,4490000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT08M15.00S,2022-03-08T02:45:34.8Z,3,REGULAR,substitution,in,[],203463,,,1610612757,71,41,2022-03-08T02:46:01Z,4500000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT08M08.00S,2022-03-08T02:46:21.3Z,3,REGULAR,turnover,bad pass,[],1630314,,,1610612757,71,41,2022-03-08T02:46:33Z,4510000,,,0,,B. Williams bad pass TURNOVER (3 TO),"[1630314, 1629006]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,3.0,Okogie,1629006.0,
464,PT08M08.00S,2022-03-08T02:46:21.3Z,3,REGULAR,steal,,[],1629006,,,1610612750,71,41,2022-03-08T02:46:23Z,4520000,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT08M05.00S,2022-03-08T02:46:29.4Z,3,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612750,71,41,2022-03-08T02:46:36Z,4530000,,,0,,T. Watford shooting personal FOUL (4 PF) (Towns 2 FT),"[1630570, 1626157]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,2002.0,4.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
467,PT08M05.00S,2022-03-08T02:46:55.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626157,,,1610612750,72,41,2022-03-08T02:46:55Z,4550000,,,0,,K. Towns Free Throw 1 of 2 (24 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
468,PT08M05.00S,2022-03-08T02:47:16.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626157,,,1610612750,73,41,2022-03-08T02:47:16Z,4560000,,,0,,K. Towns Free Throw 2 of 2 (25 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
469,PT07M50.00S,2022-03-08T02:47:31.9Z,3,REGULAR,3pt,Jump Shot,[],1630570,31.35676741130092,62.254901960784316,1610612757,73,44,2022-03-08T02:47:36Z,4570000,-61.0,242.0,1,left,T. Watford 24' 3PT  (9 PTS) (J. Hart 2 AST),"[1630570, 1628404]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Made,9.0,,24.99,,,,J. Hart,1628404.0,2.0,,,,,,
471,PT07M30.00S,2022-03-08T02:47:52.3Z,3,REGULAR,3pt,Jump Shot,[],1629006,93.51182654402102,95.58823529411765,1610612750,73,44,2022-03-08T02:47:57Z,4590000,228.0,8.0,1,right,MISS J. Okogie 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,Missed,,,22.81,,,,,,,,,,,,
472,PT07M26.00S,2022-03-08T02:47:56.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,73,44,2022-03-08T02:47:57Z,4600000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,471.0,,2.0,2.0,0.0,,,,,,,,,
473,PT07M25.00S,2022-03-08T02:47:59.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,73,44,2022-03-08T02:47:59Z,4610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT07M15.00S,2022-03-08T02:48:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,5.995400788436268,50.49019607843137,1610612757,73,46,2022-03-08T02:48:27Z,4620000,-2.0,4.0,1,left,T. Watford reverse Layup (11 PTS) (J. Hart 3 AST),"[1630570, 1628404]",1610612757.0,POR,reverse,,,Watford,T. Watford,,,,,,,,,,Made,11.0,,0.46,,,,J. Hart,1628404.0,3.0,,,,,,
476,PT06M59.00S,2022-03-08T02:48:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.85479632063075,49.26470588235294,1610612750,75,46,2022-03-08T02:48:39Z,4640000,-4.0,15.0,1,right,K. Towns driving Layup (27 PTS) (P. Beverley 6 AST),"[1626157, 201976]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Made,27.0,,1.52,,,,P. Beverley,201976.0,6.0,,,,,,
477,PT06M36.00S,2022-03-08T02:48:56.9Z,3,REGULAR,3pt,Jump Shot,[],203463,18.74178712220762,92.15686274509804,1610612757,75,46,2022-03-08T02:49:01Z,4650000,-211.0,124.0,1,left,MISS B. McLemore 24' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,24.44,,,,,,,,,,,,
478,PT06M34.00S,2022-03-08T02:48:58.9Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,75,46,2022-03-08T02:49:01Z,4660000,,,0,,P. Beverley REBOUND (Off:1 Def:8),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,477.0,,9.0,8.0,1.0,,,,,,,,,
479,PT06M23.00S,2022-03-08T02:49:13.3Z,3,REGULAR,foul,offensive,[],201976,,,1610612750,75,46,2022-03-08T02:49:29Z,4670000,,,0,,P. Beverley offensive FOUL (3 PF),"[201976, 1630314]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,1662.0,3.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
481,PT06M23.00S,2022-03-08T02:49:13.3Z,3,REGULAR,turnover,offensive foul,[],201976,,,1610612750,75,46,2022-03-08T02:49:13Z,4690000,,,0,,P. Beverley offensive foul TURNOVER (3 TO),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,1662.0,,,,,,,,,,,,,,,,,3.0,,,
482,PT06M04.00S,2022-03-08T02:49:47.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,19.267411300919843,45.588235294117645,1610612757,75,46,2022-03-08T02:49:53Z,4700000,22.0,129.0,1,left,MISS J. Hart 13' pullup Shot - blocked,"[1628404, 1626157]",1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,,,,,,Missed,,,13.05,,,,,,,Towns,1626157.0,,,,
483,PT06M04.00S,2022-03-08T02:49:47.4Z,3,REGULAR,block,,[],1626157,,,1610612757,75,46,2022-03-08T02:49:50Z,4710000,,,0,,K. Towns BLOCK (2 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT06M01.00S,2022-03-08T02:49:50.4Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,75,46,2022-03-08T02:49:53Z,4720000,,,0,,P. Beverley REBOUND (Off:1 Def:9),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,482.0,,10.0,9.0,1.0,,,,,,,,,
485,PT05M56.00S,2022-03-08T02:49:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.77463863337714,48.529411764705884,1610612750,77,46,2022-03-08T02:50:03Z,4730000,-7.0,6.0,1,right,J. McDaniels driving Layup (7 PTS) (P. Beverley 7 AST),"[1630183, 201976]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,,,,,,Made,7.0,,0.95,,,,P. Beverley,201976.0,7.0,,,,,,
487,PT05M56.00S,2022-03-08T02:50:00.5Z,3,REGULAR,foul,personal,['1freethrow'],1630535,,,1610612750,77,46,2022-03-08T02:50:10Z,4750000,,,0,,G. Brown III shooting personal FOUL (4 PF) (McDaniels 1 FT),"[1630535, 1630183]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,1662.0,4.0,1.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,
489,PT05M56.00S,2022-03-08T02:50:17.8Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,77,46,2022-03-08T02:50:54Z,4770000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT05M56.00S,2022-03-08T02:50:17.8Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,77,46,2022-03-08T02:50:54Z,4780000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT05M56.00S,2022-03-08T02:50:38.0Z,3,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,78,46,2022-03-08T02:50:38Z,4790000,,,0,,J. McDaniels Free Throw 1 of 1 (8 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
492,PT05M44.00S,2022-03-08T02:50:52.0Z,3,REGULAR,3pt,Jump Shot,[],203463,32.40801576872536,55.88235294117647,1610612757,78,46,2022-03-08T02:50:56Z,4800000,-29.0,252.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,25.38,,,,,,,,,,,,
493,PT05M42.00S,2022-03-08T02:50:54.0Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,78,46,2022-03-08T02:50:56Z,4810000,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,492.0,,3.0,3.0,0.0,,,,,,,,,
494,PT05M26.00S,2022-03-08T02:51:08.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,89.83245729303549,57.84313725490197,1610612750,78,46,2022-03-08T02:51:14Z,4820000,39.0,43.0,1,right,MISS N. Reid turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,,,,Missed,,,5.83,,,,,,,,,,,,
495,PT05M24.00S,2022-03-08T02:51:11.4Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,78,46,2022-03-08T02:51:11Z,4830000,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,494.0,,4.0,3.0,1.0,,,,,,,,,
496,PT05M24.00S,2022-03-08T02:51:11.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,94.40999984741211,50.0,1610612750,78,46,2022-03-08T02:51:11Z,4840000,0.0,0.0,1,right,MISS N. Reid tip Layup,[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,,
497,PT05M23.00S,2022-03-08T02:51:12.1Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612757,78,46,2022-03-08T02:51:12Z,4850000,,,0,,T. Watford REBOUND (Off:2 Def:4),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,496.0,,6.0,4.0,2.0,,,,,,,,,
498,PT05M08.00S,2022-03-08T02:51:27.4Z,3,REGULAR,3pt,Jump Shot,[],1628404,25.443495400788436,81.61764705882352,1610612757,78,49,2022-03-08T02:54:18Z,4860000,-158.0,187.0,1,left,J. Hart 24' 3PT pullup (6 PTS),[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,,,,,,Made,6.0,,24.46,,,,,,,,,,,,
499,PT04M45.00S,2022-03-08T02:51:50.2Z,3,REGULAR,3pt,Jump Shot,[],201976,70.25295663600527,69.85294117647058,1610612750,78,49,2022-03-08T02:51:54Z,4870000,99.0,227.0,1,right,MISS P. Beverley 24' step back 3PT,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,,,,,,Missed,,,24.79,,,,,,,,,,,,
500,PT04M43.00S,2022-03-08T02:51:52.2Z,3,REGULAR,rebound,defensive,[],1630314,,,1610612757,78,49,2022-03-08T02:51:54Z,4880000,,,0,,B. Williams REBOUND (Off:1 Def:6),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,499.0,,7.0,6.0,1.0,,,,,,,,,
501,PT04M41.00S,2022-03-08T02:51:59.8Z,3,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612757,78,49,2022-03-08T02:52:07Z,4890000,,,0,,J. Okogie shooting personal FOUL (1 PF) (Williams 2 FT),"[1629006, 1630314]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,1662.0,1.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
504,PT04M41.00S,2022-03-08T02:52:32.1Z,3,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,78,50,2022-03-08T02:52:32Z,4910000,,,0,,B. Williams Free Throw 1 of 2 (18 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
505,PT04M41.00S,2022-03-08T02:52:32.8Z,3,REGULAR,substitution,out,[],201976,,,1610612757,78,50,2022-03-08T02:52:48Z,4920000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT04M41.00S,2022-03-08T02:52:32.8Z,3,REGULAR,substitution,out,[],203463,,,1610612757,78,50,2022-03-08T02:52:48Z,4930000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT04M41.00S,2022-03-08T02:52:32.8Z,3,REGULAR,substitution,in,[],1629162,,,1610612757,78,50,2022-03-08T02:52:48Z,4940000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT04M41.00S,2022-03-08T02:52:32.8Z,3,REGULAR,substitution,in,[],1630553,,,1610612757,78,50,2022-03-08T02:52:48Z,4950000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT04M41.00S,2022-03-08T02:52:56.0Z,3,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,78,51,2022-03-08T02:52:56Z,4960000,,,0,,B. Williams Free Throw 2 of 2 (19 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
510,PT04M32.00S,2022-03-08T02:53:09.3Z,3,REGULAR,3pt,Jump Shot,[],1630183,92.9862023653088,4.166666666666666,1610612750,78,51,2022-03-08T02:53:13Z,4970000,-229.0,13.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Missed,,,22.96,,,,,,,,,,,,
511,PT04M29.00S,2022-03-08T02:53:12.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,78,51,2022-03-08T02:53:13Z,4980000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,510.0,,3.0,3.0,0.0,,,,,,,,,
512,PT04M24.00S,2022-03-08T02:53:17.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630535,8.09789750328515,46.07843137254902,1610612757,78,51,2022-03-08T02:53:23Z,4990000,20.0,24.0,1,left,MISS G. Brown III cutting Layup - blocked,"[1630535, 1630183]",1610612757.0,POR,cutting,,,Brown III,G. Brown III,,,,,,,,,,Missed,,,3.07,,,,,,,McDaniels,1630183.0,,,,
513,PT04M24.00S,2022-03-08T02:53:17.5Z,3,REGULAR,block,,[],1630183,,,1610612757,78,51,2022-03-08T02:53:19Z,5000000,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT04M21.00S,2022-03-08T02:53:20.5Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,78,51,2022-03-08T02:53:23Z,5010000,,,0,,N. Reid REBOUND (Off:1 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,512.0,,5.0,4.0,1.0,,,,,,,,,
515,PT04M18.00S,2022-03-08T02:53:23.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,77.87450722733246,88.97058823529412,1610612750,78,51,2022-03-08T02:53:29Z,5020000,195.0,155.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,24.93,,,,,,,,,,,,
516,PT04M14.00S,2022-03-08T02:53:27.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,78,51,2022-03-08T02:53:29Z,5030000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,515.0,,4.0,4.0,0.0,,,,,,,,,
517,PT04M12.00S,2022-03-08T02:53:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630314,5.995400788436268,50.49019607843137,1610612757,78,53,2022-03-08T02:53:36Z,5040000,-2.0,4.0,1,left,B. Williams running Layup (21 PTS) (J. Hart 4 AST),"[1630314, 1628404]",1610612757.0,POR,running,,,Williams,B. Williams,,,,,,,,,,Made,21.0,,0.46,,,,J. Hart,1628404.0,4.0,,,,,,
519,PT03M59.00S,2022-03-08T02:53:41.6Z,3,REGULAR,turnover,lost ball,[],1630183,,,1610612750,78,53,2022-03-08T02:53:44Z,5060000,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 1630314]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1630314.0,
520,PT03M59.00S,2022-03-08T02:53:41.6Z,3,REGULAR,steal,,[],1630314,,,1610612757,78,53,2022-03-08T02:53:43Z,5070000,,,0,,B. Williams STEAL (3 STL),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT03M57.00S,2022-03-08T02:53:49.0Z,3,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612757,78,53,2022-03-08T02:53:57Z,5080000,,,0,,T. Watford bad pass out-of-bounds TURNOVER (2 TO),[1630570],1610612757.0,POR,bad pass,,,Watford,T. Watford,,,,,1628171.0,,,,,,,,,,,,,,,,,2.0,,,
522,PT03M46.00S,2022-03-08T02:54:16.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,67.62483574244416,41.17647058823529,1610612750,81,53,2022-03-08T02:54:21Z,5090000,-44.0,252.0,1,right,M. Beasley 25' 3PT  (13 PTS) (J. McLaughlin 3 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,13.0,,25.56,,,,J. McLaughlin,1629162.0,3.0,,,,,,
524,PT03M36.00S,2022-03-08T02:54:29.3Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612757,81,53,2022-03-08T02:54:44Z,5110000,,,0,,N. Reid shooting personal FOUL (4 PF) (Williams 2 FT),"[1629675, 1630314]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,2002.0,4.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
526,PT03M36.00S,2022-03-08T02:54:54.3Z,3,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,81,54,2022-03-08T02:54:54Z,5130000,,,0,,B. Williams Free Throw 1 of 2 (22 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
528,PT03M36.00S,2022-03-08T02:55:08.1Z,3,REGULAR,substitution,out,[],1630183,,,1610612757,81,54,2022-03-08T02:55:21Z,5140000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT03M36.00S,2022-03-08T02:55:08.1Z,3,REGULAR,substitution,out,[],1630570,,,1610612757,81,54,2022-03-08T02:55:21Z,5150000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT03M36.00S,2022-03-08T02:55:08.1Z,3,REGULAR,substitution,in,[],1627752,,,1610612757,81,54,2022-03-08T02:55:21Z,5160000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT03M36.00S,2022-03-08T02:55:08.1Z,3,REGULAR,substitution,in,[],1630190,,,1610612757,81,54,2022-03-08T02:55:21Z,5170000,,,0,,SUB in: E. Hughes,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT03M36.00S,2022-03-08T02:55:22.6Z,3,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,81,55,2022-03-08T02:55:22Z,5180000,,,0,,B. Williams Free Throw 2 of 2 (23 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
533,PT03M21.00S,2022-03-08T02:55:31.3Z,3,REGULAR,2pt,Jump Shot,[],1627752,75.24638633377135,65.44117647058823,1610612750,81,55,2022-03-08T02:55:35Z,5190000,77.0,180.0,1,right,MISS T. Prince 19' pullup Shot,[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,,,,,,Missed,,,19.6,,,,,,,,,,,,
