actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
174,PT09M56.00S,2021-11-30T01:39:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1627736,,,1610612750,26,30,2021-11-30T01:39:42Z,1730000,,,0,,M. Beasley step out-of-bounds TURNOVER (1 TO),[1627736],1610612750.0,MIN,step,,,Beasley,M. Beasley,,,,,,,,,,,202037.0,,,,,1.0,,,,,,,,,
175,PT09M45.00S,2021-11-30T01:39:56.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,94.56307490144546,96.56862745098039,1610612754,26,30,2021-11-30T01:40:09Z,1740000,233.0,-1.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M45.00S,2021-11-30T01:39:56.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,26,30,2021-11-30T01:40:09Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,
177,PT09M45.00S,2021-11-30T01:40:02.2Z,2,REGULAR,foul,personal,[],1629669,,,1610612754,26,30,2021-11-30T01:40:08Z,1760000,,,0,,J. Nowell loose ball personal FOUL (2 PF),"[1629669, 1630543]",1610612750.0,MIN,loose ball,,,Nowell,J. Nowell,,,,,,,,,,,202037.0,2.0,0.0,Jackson,1630543.0,,,,,,,,,,
179,PT09M45.00S,2021-11-30T01:40:09.9Z,2,REGULAR,substitution,out,[],1630195,,,1610612754,26,30,2021-11-30T01:40:12Z,1780000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M45.00S,2021-11-30T01:40:09.9Z,2,REGULAR,substitution,in,[],1629006,,,1610612754,26,30,2021-11-30T01:40:12Z,1790000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M39.00S,2021-11-30T01:40:31.4Z,2,REGULAR,foul,personal,[],1626156,,,1610612754,26,30,2021-11-30T01:40:46Z,1800000,,,0,,D. Russell personal FOUL (2 PF),"[1626156, 204456]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,2715.0,2.0,0.0,McConnell,204456.0,,,,,,,,,,
183,PT09M38.00S,2021-11-30T01:40:53.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,26,30,2021-11-30T01:40:53Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M34.00S,2021-11-30T01:41:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629103,92.19776609724047,50.73529411764706,1610612754,26,32,2021-11-30T01:41:15Z,1830000,4.0,21.0,1,right,K. Martin driving finger roll Layup (4 PTS) (T. McConnell 2 AST),"[1629103, 204456]",1610612754.0,IND,driving finger roll,,,Martin,K. Martin,,,,,2.11,Made,,,,,,,,,,,,,4.0,T. McConnell,204456.0,2.0,,,
186,PT09M25.00S,2021-11-30T01:41:18.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.09395532194481,59.068627450980394,1610612750,26,32,2021-11-30T01:41:23Z,1850000,-45.0,240.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M23.00S,2021-11-30T01:41:20.7Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,26,32,2021-11-30T01:41:23Z,1860000,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
188,PT09M17.00S,2021-11-30T01:41:27.8Z,2,REGULAR,3pt,Jump Shot,[],1629103,82.34231274638634,92.8921568627451,1610612754,26,32,2021-11-30T01:41:33Z,1870000,214.0,113.0,1,right,MISS K. Martin 24' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M12.00S,2021-11-30T01:41:32.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,26,32,2021-11-30T01:41:33Z,1880000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
190,PT09M08.00S,2021-11-30T01:41:38.1Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612750,26,32,2021-11-30T01:41:49Z,1890000,,,0,,I. Jackson shooting personal FOUL (1 PF) (Reid 2 FT),"[1630543, 1629675]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,2715.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,
192,PT09M08.00S,2021-11-30T01:42:07.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629675,,,1610612750,27,32,2021-11-30T01:42:37Z,1910000,,,0,,N. Reid Free Throw 1 of 2 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,,,,,,,,,5.0,,,,,,
193,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,27,32,2021-11-30T01:42:25Z,1920000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,out,[],1630537,,,1610612750,27,32,2021-11-30T01:42:25Z,1930000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,out,[],1628470,,,1610612750,27,32,2021-11-30T01:42:25Z,1940000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,27,32,2021-11-30T01:42:25Z,1950000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,in,[],1627763,,,1610612750,27,32,2021-11-30T01:42:25Z,1960000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M08.00S,2021-11-30T01:42:08.4Z,2,REGULAR,substitution,in,[],203200,,,1610612750,27,32,2021-11-30T01:42:25Z,1970000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M08.00S,2021-11-30T01:42:07.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629675,,,1610612750,27,32,2021-11-30T01:42:37Z,1980000,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
200,PT09M05.00S,2021-11-30T01:42:10.3Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,27,32,2021-11-30T01:42:37Z,1990000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
201,PT08M50.00S,2021-11-30T01:42:52.4Z,2,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612754,27,32,2021-11-30T01:42:57Z,2000000,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612754.0,IND,bad pass,,,Brogdon,M. Brogdon,,,,,,,,,,,2715.0,,,,,1.0,,,,,,,,,
202,PT08M37.00S,2021-11-30T01:43:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,5.863994743758213,50.49019607843137,1610612750,29,32,2021-11-30T01:43:15Z,2010000,-2.0,3.0,1,left,N. Reid reverse Layup (7 PTS) (J. Okogie 3 AST),"[1629675, 1629006]",1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,0.36,Made,,,,,,,,,,,,,7.0,J. Okogie,1629006.0,3.0,,,
204,PT08M36.00S,2021-11-30T01:43:13.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,32,2021-11-30T01:43:13Z,2030000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M24.00S,2021-11-30T01:46:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.40932982917214,62.99019607843137,1610612754,29,32,2021-11-30T01:46:21Z,2040000,65.0,28.0,1,right,MISS T. McConnell 7' driving Layup - blocked,"[204456, 1629669]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,7.09,Missed,,,,,,,,,,,,,,,,,Nowell,1629669.0,
206,PT08M24.00S,2021-11-30T01:46:14.8Z,2,REGULAR,block,,[],1629669,,,1610612754,29,32,2021-11-30T01:46:17Z,2050000,,,0,,J. Nowell BLOCK (1 BLK),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M21.00S,2021-11-30T01:46:17.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,32,2021-11-30T01:46:21Z,2060000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
208,PT08M15.00S,2021-11-30T01:46:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,11.383048620236531,47.549019607843135,1610612750,31,32,2021-11-30T01:48:47Z,2070000,12.0,55.0,1,left,D. Russell driving floating Jump Shot (9 PTS) (N. Reid 1 AST),"[1626156, 1629675]",1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,5.59,Made,,,,,,,,,,,,,9.0,N. Reid,1629675.0,1.0,,,
209,PT07M57.00S,2021-11-30T01:46:41.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,92.85479632063075,95.58823529411765,1610612754,31,32,2021-11-30T01:46:46Z,2080000,228.0,15.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M55.00S,2021-11-30T01:46:43.6Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,31,32,2021-11-30T01:46:46Z,2090000,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,209.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
211,PT07M47.00S,2021-11-30T01:46:52.7Z,2,REGULAR,3pt,Jump Shot,[],1629006,18.2161629434954,92.15686274509804,1610612750,31,32,2021-11-30T01:46:57Z,2100000,-211.0,119.0,1,left,MISS J. Okogie 24' 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M43.00S,2021-11-30T01:46:56.7Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,31,32,2021-11-30T01:46:57Z,2110000,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
213,PT07M40.00S,2021-11-30T01:47:03.6Z,2,REGULAR,foul,offensive,[],1630543,,,1610612754,31,32,2021-11-30T01:47:12Z,2120000,,,0,,I. Jackson offensive FOUL (2 PF),"[1630543, 1626156]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,2715.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,
215,PT07M40.00S,2021-11-30T01:47:03.6Z,2,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,31,32,2021-11-30T01:47:03Z,2140000,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,2715.0,,,,,1.0,,,,,,,,,
216,PT07M40.00S,2021-11-30T01:47:09.6Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,31,32,2021-11-30T01:47:24Z,2150000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2021-11-30T01:47:09.6Z,2,REGULAR,substitution,out,[],1630543,,,1610612750,31,32,2021-11-30T01:47:24Z,2160000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M40.00S,2021-11-30T01:47:09.6Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,31,32,2021-11-30T01:47:24Z,2170000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M40.00S,2021-11-30T01:47:09.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612750,31,32,2021-11-30T01:47:24Z,2180000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M28.00S,2021-11-30T01:47:44.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,31.488173455978973,39.46078431372549,1610612750,31,32,2021-11-30T01:47:50Z,2190000,53.0,243.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
221,PT07M25.00S,2021-11-30T01:47:47.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,31,32,2021-11-30T01:47:50Z,2200000,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,220.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
222,PT07M21.00S,2021-11-30T01:47:51.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,93.77463863337714,50.245098039215684,1610612754,31,34,2021-11-30T01:50:22Z,2210000,1.0,6.0,1,right,M. Brogdon running Layup (7 PTS) (D. Sabonis 3 AST),"[1627763, 1627734]",1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,0.61,Made,,,,,,,,,,,,,7.0,D. Sabonis,1627734.0,3.0,,,
224,PT07M02.00S,2021-11-30T01:48:14.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,31,34,2021-11-30T01:48:14Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M58.00S,2021-11-30T01:48:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.521024967148489,50.98039215686274,1610612750,33,34,2021-11-30T01:48:35Z,2240000,-5.0,9.0,1,left,K. Towns driving finger roll Layup (4 PTS) (D. Russell 3 AST),"[1626157, 1626156]",1610612750.0,MIN,driving finger roll,,,Towns,K. Towns,,,,,1.01,Made,,,,,,,,,,,,,4.0,D. Russell,1626156.0,3.0,,,
227,PT06M51.00S,2021-11-30T01:48:37.1Z,2,REGULAR,3pt,Jump Shot,[],1629103,93.77463863337714,96.81372549019608,1610612754,33,34,2021-11-30T01:48:42Z,2260000,234.0,6.0,1,right,MISS K. Martin 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M48.00S,2021-11-30T01:48:40.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,33,34,2021-11-30T01:48:42Z,2270000,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,227.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
229,PT06M31.00S,2021-11-30T01:48:56.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,11.251642575558476,52.450980392156865,1610612750,35,34,2021-11-30T01:49:01Z,2280000,-12.0,53.0,1,left,K. Towns Hook (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,5.47,Made,,,,,,,,,,,,,6.0,,,,,,
230,PT06M14.00S,2021-11-30T01:49:13.5Z,2,REGULAR,3pt,Jump Shot,[],203200,95.3515111695138,95.83333333333334,1610612754,35,37,2021-11-30T01:49:20Z,2290000,229.0,-9.0,1,right,J. Holiday 3PT  (8 PTS) (T. McConnell 3 AST),"[203200, 204456]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.94,Made,,,,,,,,,,,,,8.0,T. McConnell,204456.0,3.0,,,
232,PT05M58.00S,2021-11-30T01:49:30.0Z,2,REGULAR,3pt,Jump Shot,[],1626156,29.517082785808146,20.34313725490196,1610612750,38,37,2021-11-30T01:49:39Z,2310000,148.0,225.0,1,left,D. Russell 26' 3PT  (12 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.95,Made,,,,,,,,,,,,,12.0,A. Edwards,1630162.0,1.0,,,
234,PT05M40.00S,2021-11-30T01:49:47.4Z,2,REGULAR,3pt,Jump Shot,[],203200,86.41590013140605,96.07843137254902,1610612754,38,37,2021-11-30T01:49:52Z,2330000,230.0,75.0,1,right,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M38.00S,2021-11-30T01:49:49.4Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,38,37,2021-11-30T01:49:52Z,2340000,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,234.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
236,PT05M25.00S,2021-11-30T01:50:03.3Z,2,REGULAR,2pt,Hook,[],1626157,8.360709592641262,67.40196078431373,1610612750,40,37,2021-11-30T01:50:09Z,2350000,-87.0,26.0,1,left,K. Towns 9' turnaround Hook (8 PTS) (D. Russell 4 AST),"[1626157, 1626156]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,9.08,Made,,,,,,,,,,,,,8.0,D. Russell,1626156.0,4.0,,,
238,PT05M11.00S,2021-11-30T01:50:21.4Z,2,REGULAR,foul,personal,[],1629006,,,1610612754,40,37,2021-11-30T01:50:27Z,2370000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1627763]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,2715.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,
241,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,out,[],1626156,,,1610612754,40,37,2021-11-30T01:50:37Z,2390000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612754,40,37,2021-11-30T01:50:37Z,2400000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,out,[],1629103,,,1610612754,40,37,2021-11-30T01:50:37Z,2410000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,in,[],1627736,,,1610612754,40,37,2021-11-30T01:50:37Z,2420000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,in,[],1630195,,,1610612754,40,37,2021-11-30T01:50:37Z,2430000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M11.00S,2021-11-30T01:50:25.0Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,40,37,2021-11-30T01:50:37Z,2440000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M00.00S,2021-11-30T01:50:54.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,70.38436268068331,72.54901960784314,1610612754,40,40,2021-11-30T01:50:59Z,2450000,113.0,226.0,1,right,M. Brogdon 25' 3PT  (10 PTS) (D. Sabonis 4 AST),"[1627763, 1627734]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,25.25,Made,,,,,,,,,,,,,10.0,D. Sabonis,1627734.0,4.0,,,
249,PT04M42.00S,2021-11-30T01:51:12.1Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,40,40,2021-11-30T01:51:16Z,2470000,,,0,,K. Towns bad pass TURNOVER (4 TO),"[1626157, 203200]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,4.0,Holiday,203200.0,,,,,,,
250,PT04M42.00S,2021-11-30T01:51:12.1Z,2,REGULAR,steal,,[],203200,,,1610612754,40,40,2021-11-30T01:51:14Z,2480000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M38.00S,2021-11-30T01:51:16.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627763,93.51182654402102,49.26470588235294,1610612754,40,42,2021-11-30T01:51:26Z,2490000,-4.0,8.0,1,right,M. Brogdon running DUNK (12 PTS),[1627763],1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,0.93,Made,,,,,,,,,,,,,12.0,,,,,,
253,PT04M19.00S,2021-11-30T01:51:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.09789750328515,48.529411764705884,1610612750,40,42,2021-11-30T01:51:40Z,2510000,7.0,24.0,1,left,MISS K. Towns Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M17.00S,2021-11-30T01:51:36.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,40,42,2021-11-30T01:51:36Z,2520000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
255,PT04M10.00S,2021-11-30T01:51:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.9862023653088,49.754901960784316,1610612754,40,42,2021-11-30T01:51:48Z,2530000,-1.0,13.0,1,right,MISS M. Brogdon driving finger roll Layup,[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,,
256,PT04M08.00S,2021-11-30T01:51:45.7Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,40,42,2021-11-30T01:57:44Z,2540000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
257,PT04M05.00S,2021-11-30T01:51:52.1Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612750,40,42,2021-11-30T01:52:01Z,2550000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Edwards 2 FT),"[203200, 1630162]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,1627964.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,
259,PT04M05.00S,2021-11-30T01:52:18.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,41,42,2021-11-30T01:52:18Z,2570000,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,,,,,,7.0,,,,,,
260,PT04M05.00S,2021-11-30T01:52:19.0Z,2,REGULAR,substitution,out,[],204456,,,1610612750,41,42,2021-11-30T01:52:22Z,2580000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M05.00S,2021-11-30T01:52:19.0Z,2,REGULAR,substitution,in,[],1630537,,,1610612750,41,42,2021-11-30T01:52:22Z,2590000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M05.00S,2021-11-30T01:52:35.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,42,42,2021-11-30T01:52:35Z,2600000,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,,,,,,8.0,,,,,,
263,PT03M55.00S,2021-11-30T01:52:47.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,88.78120893561103,3.9215686274509802,1610612754,42,42,2021-11-30T01:52:53Z,2610000,-230.0,53.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,23.64,Missed,,,,,,,,,,,,,,,,,,,
264,PT03M51.00S,2021-11-30T01:52:51.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,42,42,2021-11-30T01:52:53Z,2620000,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,263.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
265,PT03M38.00S,2021-11-30T01:53:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.995400788436268,51.470588235294116,1610612750,42,42,2021-11-30T01:53:08Z,2630000,-7.0,4.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,0.84,Missed,,,,,,,,,,,,,,,,,,,
