actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
439,PT04M14.00S,2022-11-16T04:40:06.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612757,81,79,2022-11-16T04:40:16Z,4350000,False,,,0,,D. McDermott shooting personal FOUL (3 PF) (Grant 2 FT),"[203926, 203924]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,3.0,0.0,Grant,203924.0
441,PT04M14.00S,2022-11-16T04:40:33.0Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,82,79,2022-11-16T04:40:33Z,4370000,False,,,0,,J. Grant Free Throw 1 of 2 (25 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
442,PT04M14.00S,2022-11-16T04:40:46.7Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,83,79,2022-11-16T04:40:46Z,4380000,False,,,0,,J. Grant Free Throw 2 of 2 (26 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
443,PT04M01.00S,2022-11-16T04:41:02.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,84.83902759526939,93.62745098039215,1610612759,83,82,2022-11-16T04:41:10Z,4390000,False,218.0,90.0,1,right,K. Johnson 3PT  (14 PTS) (J. Richardson 4 AST),"[1629640, 1626196]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,24+ Right,,,23.59,Made,14.0,,,,,J. Richardson,1626196.0,4.0,,,,,,,,
445,PT03M42.00S,2022-11-16T04:41:20.1Z,3,REGULAR,3pt,Jump Shot,[],203924,8.623521681997373,96.32352941176471,1610612757,86,82,2022-11-16T04:41:24Z,4410000,False,-232.0,29.0,1,left,J. Grant 3PT  (29 PTS) (D. Lillard 8 AST),"[203924, 203081]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,23.34,Made,29.0,,,,,D. Lillard,203081.0,8.0,,,,,,,,
447,PT03M24.00S,2022-11-16T04:41:38.0Z,3,REGULAR,3pt,Jump Shot,[],1629640,72.88107752956637,19.11764705882353,1610612759,86,82,2022-11-16T04:41:46Z,4430000,False,-154.0,202.0,1,right,MISS K. Johnson 25' step back bank 3PT,[1629640],1610612759.0,SAS,step back bank,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.46,Missed,,,,,,,,,,,,,,,,
448,PT03M21.00S,2022-11-16T04:41:41.0Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,86,82,2022-11-16T04:41:46Z,4440000,False,,,0,,J. Grant REBOUND (Off:2 Def:6),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,447.0,8.0,6.0,2.0,,,,,,,,,,,
449,PT03M11.00S,2022-11-16T04:41:51.2Z,3,REGULAR,3pt,Jump Shot,[],203081,34.37910643889619,72.54901960784314,1610612757,89,82,2022-11-16T04:41:59Z,4450000,False,-113.0,271.0,1,left,D. Lillard 29' 3PT step back (15 PTS) (J. Hart 5 AST),"[203081, 1628404]",1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,29.32,Made,15.0,,,,,J. Hart,1628404.0,5.0,,,,,,,,
451,PT03M09.00S,2022-11-16T04:42:01.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,89,82,2022-11-16T04:42:01Z,4470000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M09.00S,2022-11-16T04:42:49.3Z,3,REGULAR,substitution,out,[],1628404,,,1610612759,89,82,2022-11-16T04:43:26Z,4480000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M09.00S,2022-11-16T04:42:49.3Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,89,82,2022-11-16T04:43:26Z,4490000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M09.00S,2022-11-16T04:42:49.3Z,3,REGULAR,substitution,in,[],1629642,,,1610612759,89,82,2022-11-16T04:43:26Z,4500000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M09.00S,2022-11-16T04:42:49.3Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,89,82,2022-11-16T04:43:26Z,4510000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M56.00S,2022-11-16T04:43:44.3Z,3,REGULAR,turnover,traveling,[],1629646,,,1610612759,89,82,2022-11-16T04:43:50Z,4520000,False,,,0,,C. Bassey traveling TURNOVER (3 TO),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,3.0,,,,,,,,,,,,,,,,,,
457,PT02M43.00S,2022-11-16T04:44:03.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,6.389618922470433,45.588235294117645,1610612757,89,82,2022-11-16T04:44:06Z,4530000,False,22.0,8.0,1,left,MISS D. Lillard driving Layup - blocked,"[203081, 1629646]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,2.34,Missed,,,,,,,,,,,Bassey,1629646.0,,,,
458,PT02M43.00S,2022-11-16T04:44:03.2Z,3,REGULAR,block,,[],1629646,,,1610612757,89,82,2022-11-16T04:44:05Z,4540000,False,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
459,PT02M41.00S,2022-11-16T04:44:05.2Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,89,82,2022-11-16T04:44:06Z,4550000,False,,,0,,K. Bates-Diop REBOUND (Off:2 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,457.0,3.0,1.0,2.0,,,,,,,,,,,
460,PT02M33.00S,2022-11-16T04:44:12.8Z,3,REGULAR,3pt,Jump Shot,[],1626196,69.59592641261499,18.627450980392158,1610612759,89,82,2022-11-16T04:44:16Z,4560000,False,-157.0,233.0,1,right,MISS J. Richardson 28' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,28.12,Missed,,,,,,,,,,,,,,,,
461,PT02M31.00S,2022-11-16T04:44:14.8Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,89,82,2022-11-16T04:44:16Z,4570000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,460.0,2.0,2.0,0.0,,,,,,,,,,,
462,PT02M23.00S,2022-11-16T04:44:22.9Z,3,REGULAR,3pt,Jump Shot,[],203924,35.29894875164258,28.921568627450984,1610612757,89,82,2022-11-16T04:44:27Z,4580000,False,105.0,279.0,1,left,MISS J. Grant 29' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,29.85,Missed,,,,,,,,,,,,,,,,
463,PT02M19.00S,2022-11-16T04:44:26.9Z,3,REGULAR,rebound,defensive,[],1629646,,,1610612759,89,82,2022-11-16T04:44:27Z,4590000,False,,,0,,C. Bassey REBOUND (Off:2 Def:3),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Right Center,,,,,,462.0,5.0,3.0,2.0,,,,,,,,,,,
465,PT02M11.00S,2022-11-16T04:44:38.3Z,3,REGULAR,substitution,out,[],203924,,,1610612759,89,82,2022-11-16T04:44:46Z,4610000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M11.00S,2022-11-16T04:44:38.3Z,3,REGULAR,substitution,in,[],1630570,,,1610612759,89,82,2022-11-16T04:44:46Z,4620000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M00.00S,2022-11-16T04:45:11.0Z,3,REGULAR,2pt,Jump Shot,[],1630170,91.5407358738502,83.08823529411765,1610612759,89,82,2022-11-16T04:45:16Z,4630000,False,165.0,27.0,1,right,MISS D. Vassell 16' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,,,16.76,Missed,,,,,,,,,,,,,,,,
468,PT01M55.00S,2022-11-16T04:45:16.0Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,89,82,2022-11-16T04:45:16Z,4640000,False,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Mid-Range,16-24 Right,,,,,,467.0,3.0,3.0,0.0,,,,,,,,,,,
469,PT01M49.00S,2022-11-16T04:45:25.2Z,3,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,89,82,2022-11-16T04:45:30Z,4650000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (2 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,2714.0,2.0,,,,,,,,,,,,,,,,,,
470,PT01M37.00S,2022-11-16T04:45:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203926,93.77463863337714,51.9607843137255,1610612759,89,84,2022-11-16T04:45:48Z,4660000,False,10.0,6.0,1,right,D. McDermott driving Layup (5 PTS) (J. Richardson 5 AST),"[203926, 1626196]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,1.15,Made,5.0,,,,,J. Richardson,1626196.0,5.0,,,,,,,,
472,PT01M37.00S,2022-11-16T04:45:45.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629642,,,1610612759,89,84,2022-11-16T04:45:51Z,4680000,False,,,0,,N. Little shooting personal FOUL (1 PF) (McDermott 1 FT),"[1629642, 203926]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,1.0,0.0,McDermott,203926.0
474,PT01M37.00S,2022-11-16T04:46:07.8Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203926,,,1610612759,89,85,2022-11-16T04:46:07Z,4700000,False,,,0,,D. McDermott Free Throw 1 of 1 (6 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
476,PT01M37.00S,2022-11-16T04:46:26.9Z,3,REGULAR,foul,personal,['inpenalty'],1626196,,,1610612757,89,85,2022-11-16T05:34:53Z,4720000,False,,,0,,J. Richardson double personal FOUL (2 PF),"[1626196, 1630570]",1610612759.0,SAS,double,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Watford,1630570.0
478,PT01M37.00S,2022-11-16T04:46:26.9Z,3,REGULAR,foul,personal,['inpenalty'],1630570,,,1610612757,89,85,2022-11-16T05:24:10Z,4740000,False,,,0,,T. Watford double personal FOUL (1 PF),"[1630570, 1626196]",1610612757.0,POR,double,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Richardson,1626196.0
480,PT01M23.00S,2022-11-16T04:46:46.6Z,3,REGULAR,turnover,out-of-bounds,[],1629642,,,1610612757,89,85,2022-11-16T04:46:58Z,4760000,False,,,0,,N. Little bad pass out-of-bounds TURNOVER (2 TO),[1629642],1610612757.0,POR,bad pass,,,Little,N. Little,,,,,Mid-Range,16-24 Center,1627519.0,2.0,,,,,,,,,,,,,,,,,,
481,PT01M03.00S,2022-11-16T04:47:14.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629646,94.03745072273325,50.0,1610612759,89,87,2022-11-16T04:47:20Z,4770000,False,0.0,4.0,1,right,C. Bassey DUNK (6 PTS) (D. Vassell 2 AST),"[1629646, 1630170]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,0.35,Made,6.0,,,,,D. Vassell,1630170.0,2.0,,,,,,,,
483,PT00M46.90S,2022-11-16T04:47:35.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612757,89,87,2022-11-16T04:47:54Z,4790000,False,,,0,,D. Vassell shooting personal FOUL (3 PF) (Watford 2 FT),"[1630170, 1630570]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,3.0,0.0,Watford,1630570.0
485,PT00M46.90S,2022-11-16T04:47:58.8Z,3,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,90,87,2022-11-16T04:47:58Z,4810000,False,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
486,PT00M46.90S,2022-11-16T04:48:07.9Z,3,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,91,87,2022-11-16T04:48:08Z,4820000,False,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
487,PT00M33.50S,2022-11-16T04:48:22.9Z,3,REGULAR,3pt,Jump Shot,[],203926,67.23061760840999,25.98039215686275,1610612759,91,87,2022-11-16T04:48:28Z,4830000,False,-120.0,256.0,1,right,MISS D. McDermott 28' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,28.23,Missed,,,,,,,,,,,,,,,,
488,PT00M30.20S,2022-11-16T04:48:26.2Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,91,87,2022-11-16T04:48:28Z,4840000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,487.0,4.0,2.0,2.0,,,,,,,,,,,
489,PT00M13.50S,2022-11-16T04:48:43.0Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,91,87,2022-11-16T04:48:47Z,4850000,False,,,0,,D. Lillard bad pass TURNOVER (3 TO),"[203081, 1630170]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,3.0,,,,,,,,,,,Vassell,1630170.0,,,,,,
490,PT00M13.50S,2022-11-16T04:48:43.0Z,3,REGULAR,steal,,[],1630170,,,1610612759,91,87,2022-11-16T04:48:44Z,4860000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
491,PT00M11.30S,2022-11-16T04:48:46.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,94.56307490144546,48.77450980392157,1610612759,91,89,2022-11-16T04:48:52Z,4870000,False,-6.0,-1.0,1,right,D. Vassell running DUNK (18 PTS),[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,0.63,Made,18.0,,,,,,,,,,,,,,,
492,PT00M02.70S,2022-11-16T04:48:59.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612757,91,89,2022-11-16T04:49:05Z,4880000,False,,,0,,C. Bassey personal FOUL (4 PF) (Lillard 2 FT),"[1629646, 203081]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,202053.0,,,,,,,,,,,,,,,,4.0,0.0,Lillard,203081.0
494,PT00M02.70S,2022-11-16T04:49:24.3Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,92,89,2022-11-16T04:49:24Z,4900000,False,,,0,,D. Lillard Free Throw 1 of 2 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
495,PT00M02.70S,2022-11-16T04:49:40.0Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,93,89,2022-11-16T04:49:40Z,4910000,False,,,0,,D. Lillard Free Throw 2 of 2 (17 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
496,PT00M00.00S,2022-11-16T04:49:48.0Z,3,REGULAR,3pt,Jump Shot,[],203926,38.97831800262812,49.754901960784316,1610612759,93,89,2022-11-16T04:50:19Z,4920000,False,-1.0,521.0,1,right,MISS D. McDermott 52' driving floating bank 3PT,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,52.11,Missed,,,,,,,,,,,,,,,,
497,PT00M00.00S,2022-11-16T04:49:48.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,93,89,2022-11-16T04:50:19Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,496.0,,,,,,,,,,,,,,
498,PT00M00.00S,2022-11-16T04:49:51.3Z,3,REGULAR,period,end,[],0,,,1610612759,93,89,2022-11-16T04:49:51Z,4940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612759,93,89,2022-11-16T04:52:19Z,4950000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,out,['startperiod'],1629234,,,1610612759,93,89,2022-11-16T04:52:19Z,4960000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,93,89,2022-11-16T04:52:19Z,4970000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,out,['startperiod'],1629646,,,1610612759,93,89,2022-11-16T04:52:19Z,4980000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,93,89,2022-11-16T04:52:19Z,4990000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,in,['startperiod'],203994,,,1610612759,93,89,2022-11-16T04:52:19Z,5000000,False,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,in,['startperiod'],1629014,,,1610612759,93,89,2022-11-16T04:52:19Z,5010000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,93,89,2022-11-16T04:52:19Z,5020000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,93,89,2022-11-16T04:52:19Z,5030000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-11-16T04:51:06.6Z,4,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,93,89,2022-11-16T04:52:19Z,5040000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-11-16T04:52:34.4Z,4,REGULAR,period,start,[],0,,,1610612759,93,89,2022-11-16T04:52:34Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M43.00S,2022-11-16T04:52:52.0Z,4,REGULAR,foul,personal,['3freethrow'],1630570,,,1610612759,93,89,2022-11-16T04:55:14Z,5060000,False,,,0,,T. Watford flagrant-type-1 personal FOUL (2 PF) (Vassell 3 FT),"[1630570, 1630170]",1610612757.0,POR,flagrant-type-1,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Vassell,1630170.0
513,PT11M43.00S,2022-11-16T04:55:35.5Z,4,REGULAR,freethrow,1 of 3,[],1630170,,,1610612759,93,90,2022-11-16T04:56:46Z,5090000,False,,,0,,D. Vassell flagrant Free Throw 1 of 3 (19 PTS),[1630170],1610612759.0,SAS,flagrant,,,Vassell,D. Vassell,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
514,PT11M43.00S,2022-11-16T04:55:35.5Z,4,REGULAR,freethrow,2 of 3,[],1630170,,,1610612759,93,91,2022-11-16T04:56:46Z,5100000,False,,,0,,D. Vassell flagrant Free Throw 2 of 3 (20 PTS),[1630170],1610612759.0,SAS,flagrant,,,Vassell,D. Vassell,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
515,PT11M43.00S,2022-11-16T04:55:35.5Z,4,REGULAR,freethrow,3 of 3,[],1630170,,,1610612759,93,92,2022-11-16T04:56:46Z,5110000,False,,,0,,D. Vassell flagrant Free Throw 3 of 3 (21 PTS),[1630170],1610612759.0,SAS,flagrant,,,Vassell,D. Vassell,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
516,PT11M35.00S,2022-11-16T04:56:12.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,95.0886990801577,57.84313725490197,1610612759,93,92,2022-11-16T04:56:17Z,5120000,False,39.0,-6.0,1,right,MISS D. McDermott driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,3.97,Missed,,,,,,,,,,,,,,,,
517,PT11M33.00S,2022-11-16T04:56:14.5Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612757,93,92,2022-11-16T04:56:17Z,5130000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,516.0,2.0,2.0,0.0,,,,,,,,,,,
518,PT11M28.00S,2022-11-16T04:56:22.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,6.389618922470433,43.627450980392155,1610612757,93,92,2022-11-16T04:56:36Z,5140000,False,32.0,8.0,1,left,MISS S. Sharpe driving Layup - blocked,"[1631101, 1627751]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,3.28,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,
519,PT11M28.00S,2022-11-16T04:56:22.9Z,4,REGULAR,block,,[],1627751,,,1610612757,93,92,2022-11-16T04:56:26Z,5150000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
520,PT11M28.00S,2022-11-16T04:56:22.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,93,92,2022-11-16T04:56:36Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,518.0,,,,,,,,,,,,,,
522,PT11M22.00S,2022-11-16T04:56:52.4Z,4,REGULAR,turnover,out-of-bounds,[],1629642,,,1610612757,93,92,2022-11-16T04:56:58Z,5180000,False,,,0,,N. Little bad pass out-of-bounds TURNOVER (3 TO),[1629642],1610612757.0,POR,bad pass,,,Little,N. Little,,,,,Above the Break 3,24+ Center,202053.0,3.0,,,,,,,,,,,,,,,,,,
523,PT11M04.00S,2022-11-16T04:57:21.6Z,4,REGULAR,foul,personal,[],1631101,,,1610612759,93,92,2022-11-16T04:57:40Z,5190000,False,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 1627751]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0
525,PT10M55.00S,2022-11-16T04:57:44.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.9862023653088,57.59803921568627,1610612759,93,94,2022-11-16T04:57:48Z,5210000,False,38.0,13.0,1,right,J. Poeltl driving finger roll Layup (23 PTS),[1627751],1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,4.03,Made,23.0,,,,,,,,,,,,,,,
526,PT10M40.00S,2022-11-16T04:58:00.0Z,4,REGULAR,2pt,Jump Shot,[],203994,25.969119579500656,32.84313725490196,1610612757,93,94,2022-11-16T04:58:06Z,5220000,False,86.0,192.0,1,left,MISS J. Nurkic 20' Jump Shot,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Right Center,,,20.99,Missed,,,,,,,,,,,,,,,,
527,PT10M38.00S,2022-11-16T04:58:02.0Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,93,94,2022-11-16T04:58:06Z,5230000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,526.0,11.0,7.0,4.0,,,,,,,,,,,
