actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M57.00S,2023-02-07T03:12:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,79.188567674113,91.66666666666666,1610612749,0,4,2023-02-07T03:12:51Z,150000,False,208.0,143.0,1,right,MISS P. Connaughton 25' running 3PT,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
16,PT10M54.00S,2023-02-07T03:12:48.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,0,4,2023-02-07T03:12:51Z,160000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M44.00S,2023-02-07T03:12:57.9Z,1,REGULAR,3pt,Jump Shot,[],203924,29.911300919842315,80.63725490196079,1610612757,0,4,2023-02-07T03:13:03Z,170000,False,-153.0,229.0,1,left,MISS J. Grant 27' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2023-02-07T03:12:59.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,0,4,2023-02-07T03:13:03Z,180000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M32.00S,2023-02-07T03:13:12.6Z,1,REGULAR,foul,personal,[],203924,,,1610612749,0,4,2023-02-07T03:13:19Z,190000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 203507]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627964.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
21,PT10M25.00S,2023-02-07T03:13:37.4Z,1,REGULAR,2pt,Jump Shot,[],201950,78.53153745072274,33.088235294117645,1610612749,0,6,2023-02-07T03:13:40Z,210000,False,-85.0,149.0,1,right,J. Holiday 17' pullup Jump Shot (2 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,17.16,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M05.00S,2023-02-07T03:13:57.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,34.247700394218136,40.19607843137255,1610612757,3,6,2023-02-07T03:14:03Z,220000,False,49.0,269.0,1,left,A. Simons 27' 3PT pullup (3 PTS) (D. Eubanks 1 AST),"[1629014, 1629234]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.38,Made,3.0,,,,,,,,,,,,,D. Eubanks,1629234.0,1.0,,
24,PT09M50.00S,2023-02-07T03:14:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,89.56964520367937,46.32352941176471,1610612749,3,8,2023-02-07T03:14:15Z,240000,False,-18.0,46.0,1,right,B. Lopez Hook (4 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,4.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,1.0,,
26,PT09M33.00S,2023-02-07T03:14:29.0Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,3,8,2023-02-07T03:14:35Z,260000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 201572]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Lopez,201572.0,,,,,,,,,,,,,,
27,PT09M33.00S,2023-02-07T03:14:29.0Z,1,REGULAR,steal,,[],201572,,,1610612749,3,8,2023-02-07T03:14:30Z,270000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2023-02-07T03:14:37.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,64.99671484888306,63.23529411764706,1610612749,3,11,2023-02-07T03:14:43Z,280000,False,66.0,277.0,1,right,B. Lopez 28' 3PT  (7 PTS) (G. Allen 1 AST),"[201572, 1628960]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,28.43,Made,7.0,,,,,,,,,,,,,G. Allen,1628960.0,1.0,,
30,PT09M10.00S,2023-02-07T03:14:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.1268068331143235,46.07843137254902,1610612757,3,11,2023-02-07T03:14:57Z,300000,False,20.0,5.0,1,left,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2023-02-07T03:14:55.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,3,11,2023-02-07T03:14:57Z,310000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M05.00S,2023-02-07T03:14:59.5Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612749,3,11,2023-02-07T03:15:07Z,320000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629014, 203507]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
34,PT09M05.00S,2023-02-07T03:15:37.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,3,11,2023-02-07T03:15:37Z,340000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2023-02-07T03:15:37.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,3,11,2023-02-07T03:15:37Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
36,PT09M05.00S,2023-02-07T03:16:00.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,3,12,2023-02-07T03:16:00Z,360000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2023-02-07T03:16:12.6Z,1,REGULAR,2pt,Jump Shot,[],203081,21.23850197109067,65.44117647058823,1610612757,3,12,2023-02-07T03:16:16Z,370000,False,-77.0,147.0,1,left,MISS D. Lillard 16' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,16.61,Missed,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2023-02-07T03:16:14.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,12,2023-02-07T03:16:16Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,
39,PT08M40.00S,2023-02-07T03:16:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.64323258869908,48.529411764705884,1610612749,3,14,2023-02-07T03:16:31Z,390000,False,-7.0,7.0,1,right,B. Lopez driving Layup (9 PTS) (G. Antetokounmpo 2 AST),"[201572, 203507]",1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.04,Made,9.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,2.0,,
41,PT08M40.00S,2023-02-07T03:16:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,3,14,2023-02-07T03:16:35Z,410000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M28.00S,2023-02-07T03:19:41.5Z,1,REGULAR,foul,personal,[],1628960,,,1610612757,3,14,2023-02-07T03:19:47Z,420000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 203081]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627964.0,1.0,0.0,Lillard,203081.0,,,,,
44,PT08M16.00S,2023-02-07T03:20:12.4Z,1,REGULAR,3pt,Jump Shot,[],1628404,7.30946123521682,95.34313725490196,1610612757,6,14,2023-02-07T03:20:17Z,440000,False,-227.0,16.0,1,left,J. Hart 3PT  (3 PTS) (D. Eubanks 2 AST),"[1628404, 1629234]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,22.73,Made,3.0,,,,,,,,,,,,,D. Eubanks,1629234.0,2.0,,
46,PT08M02.00S,2023-02-07T03:20:28.7Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612749,6,14,2023-02-07T03:20:35Z,460000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Lopez 2 FT),"[1629234, 201572]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Lopez,201572.0,,,,,
48,PT08M02.00S,2023-02-07T03:20:57.3Z,1,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,6,15,2023-02-07T03:20:57Z,480000,False,,,0,,B. Lopez Free Throw 1 of 2 (10 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
49,PT08M02.00S,2023-02-07T03:21:15.2Z,1,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,6,16,2023-02-07T03:21:15Z,490000,False,,,0,,B. Lopez Free Throw 2 of 2 (11 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
50,PT07M45.00S,2023-02-07T03:21:33.0Z,1,REGULAR,3pt,Jump Shot,[],203924,8.492115637319317,2.941176470588235,1610612757,9,16,2023-02-07T03:21:38Z,500000,False,235.0,27.0,1,left,J. Grant 3PT  (3 PTS) (D. Lillard 1 AST),"[203924, 203081]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.69,Made,3.0,,,,,,,,,,,,,D. Lillard,203081.0,1.0,,
52,PT07M36.00S,2023-02-07T03:21:43.9Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,9,16,2023-02-07T03:21:49Z,520000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,,,,,,,1627964.0,,,,,,,,,
53,PT07M36.00S,2023-02-07T03:21:57.2Z,1,REGULAR,substitution,out,[],1626192,,,1610612757,9,16,2023-02-07T03:22:01Z,530000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2023-02-07T03:21:57.2Z,1,REGULAR,substitution,in,[],204060,,,1610612757,9,16,2023-02-07T03:22:01Z,540000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2023-02-07T03:22:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,33.85348226018397,26.47058823529412,1610612757,9,16,2023-02-07T03:22:21Z,550000,False,118.0,266.0,1,left,MISS J. Grant 29' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,29.06,Missed,,,,,,,,,,,,,,,,,,
56,PT07M19.00S,2023-02-07T03:22:19.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,9,16,2023-02-07T03:22:21Z,560000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
57,PT07M09.00S,2023-02-07T03:22:31.5Z,1,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612749,9,16,2023-02-07T03:22:36Z,570000,False,,,0,,G. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628960],1610612749.0,MIL,bad pass,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right,,,,1.0,,,,,,,1155.0,,,,,,,,,
58,PT06M59.00S,2023-02-07T03:22:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629234,17.95335085413929,51.9607843137255,1610612757,11,16,2023-02-07T03:23:15Z,580000,False,-10.0,116.0,1,left,D. Eubanks 11' floating Jump Shot (2 PTS) (A. Simons 1 AST),"[1629234, 1629014]",1610612757.0,POR,floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,11.67,Made,2.0,,,,,,,,,,,,,A. Simons,1629014.0,1.0,,
60,PT06M51.00S,2023-02-07T03:23:08.3Z,1,REGULAR,foul,personal,[],1629014,,,1610612749,11,16,2023-02-07T03:23:15Z,600000,False,,,0,,A. Simons personal FOUL (2 PF),"[1629014, 201572]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,2.0,0.0,Lopez,201572.0,,,,,
62,PT06M44.00S,2023-02-07T03:23:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.03745072273325,47.30392156862745,1610612749,11,16,2023-02-07T03:23:38Z,620000,False,-13.0,4.0,1,right,MISS J. Holiday driving finger roll Layup,[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
63,PT06M42.00S,2023-02-07T03:23:35.6Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,11,16,2023-02-07T03:23:38Z,630000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,
64,PT06M38.00S,2023-02-07T03:23:39.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,93.11760840998686,95.34313725490196,1610612749,11,16,2023-02-07T03:23:45Z,640000,False,227.0,12.0,1,right,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2023-02-07T03:23:41.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,11,16,2023-02-07T03:23:41Z,650000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,,64.0,3.0,1.0,2.0,,,,,,,,,,
66,PT06M34.00S,2023-02-07T03:23:43.4Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,11,16,2023-02-07T03:23:48Z,660000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1628404]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,2.0,Hart,1628404.0,,,,,,,,,,,,,,
67,PT06M34.00S,2023-02-07T03:23:43.4Z,1,REGULAR,steal,,[],1628404,,,1610612757,11,16,2023-02-07T03:23:45Z,670000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2023-02-07T03:23:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,5.863994743758213,47.05882352941176,1610612757,11,16,2023-02-07T03:23:53Z,680000,False,15.0,3.0,1,left,MISS J. Hart running Layup,[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2023-02-07T03:23:50.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,11,16,2023-02-07T03:23:50Z,690000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,68.0,3.0,2.0,1.0,,,,,,,,,,
70,PT06M23.00S,2023-02-07T03:23:58.1Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,11,16,2023-02-07T03:24:05Z,700000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629234]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Eubanks,1629234.0,,,,,
72,PT06M23.00S,2023-02-07T03:23:58.1Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,11,16,2023-02-07T03:23:58Z,720000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,,,,,,,1155.0,,,,,,,,,
73,PT06M23.00S,2023-02-07T03:24:05.6Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,11,16,2023-02-07T03:24:15Z,730000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2023-02-07T03:24:05.6Z,1,REGULAR,substitution,out,[],203507,,,1610612757,11,16,2023-02-07T03:24:15Z,740000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2023-02-07T03:24:05.6Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,11,16,2023-02-07T03:24:15Z,750000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M23.00S,2023-02-07T03:24:05.6Z,1,REGULAR,substitution,in,[],202083,,,1610612757,11,16,2023-02-07T03:24:15Z,760000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2023-02-07T03:24:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629234,6.258212877792378,48.529411764705884,1610612757,13,16,2023-02-07T03:24:34Z,770000,False,7.0,6.0,1,left,D. Eubanks DUNK (4 PTS) (D. Lillard 2 AST),"[1629234, 203081]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,,,,,,,,,D. Lillard,203081.0,2.0,,
79,PT06M02.00S,2023-02-07T03:24:38.9Z,1,REGULAR,3pt,Jump Shot,[],201572,68.80749014454665,72.79411764705883,1610612749,13,16,2023-02-07T03:24:42Z,790000,False,114.0,241.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2023-02-07T03:24:40.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,13,16,2023-02-07T03:24:42Z,800000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,
81,PT05M53.00S,2023-02-07T03:24:52.0Z,1,REGULAR,foul,offensive,[],1629234,,,1610612757,13,16,2023-02-07T03:24:59Z,810000,False,,,0,,D. Eubanks offensive FOUL (2 PF),"[1629234, 202083]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1155.0,2.0,0.0,Matthews,202083.0,,,,,
83,PT05M53.00S,2023-02-07T03:24:52.0Z,1,REGULAR,turnover,offensive foul,[],1629234,,,1610612757,13,16,2023-02-07T03:24:52Z,830000,False,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,1.0,,,,,,,1155.0,,,,,,,,,
85,PT05M38.00S,2023-02-07T03:26:26.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202083,71.43561103810775,13.970588235294118,1610612749,13,16,2023-02-07T03:26:30Z,850000,False,-180.0,216.0,1,right,MISS W. Matthews 28' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
86,PT05M35.00S,2023-02-07T03:26:29.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,13,16,2023-02-07T03:26:30Z,860000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,85.0,3.0,3.0,0.0,,,,,,,,,,
