actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M16.00S,2023-01-31T03:13:56.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,3,2,2023-01-31T03:13:56Z,190000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2023-01-31T03:13:57.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,3,2,2023-01-31T03:13:57Z,200000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M11.00S,2023-01-31T03:14:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.9060446780552,50.245098039215684,1610612757,5,2,2023-01-31T03:14:07Z,210000,False,1.0,5.0,1,right,J. Hart running Layup (2 PTS),[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M51.00S,2023-01-31T03:14:22.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,12.959921156373195,2.2058823529411766,1610612737,5,2,2023-01-31T03:14:26Z,220000,False,239.0,69.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,24.88,Missed,,,,,,,,,,,,,,,,,,
23,PT09M48.00S,2023-01-31T03:14:25.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,5,2,2023-01-31T03:14:26Z,230000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,22.0,2.0,1.0,1.0,,,,,
24,PT09M34.00S,2023-01-31T03:14:38.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,93.38042049934296,3.1862745098039214,1610612757,5,2,2023-01-31T03:14:42Z,240000,False,-234.0,10.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
25,PT09M31.00S,2023-01-31T03:14:41.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,5,2,2023-01-31T03:14:42Z,250000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M15.00S,2023-01-31T03:14:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628988,22.552562417871222,8.823529411764707,1610612737,5,5,2023-01-31T03:15:01Z,260000,False,206.0,159.0,1,left,A. Holiday 26' 3PT  (3 PTS) (J. Collins 1 AST),"[1628988, 1628381]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,26.05,Made,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
28,PT08M58.00S,2023-01-31T03:15:14.1Z,1,REGULAR,3pt,Jump Shot,[],203924,92.59198423127464,94.6078431372549,1610612757,8,5,2023-01-31T03:15:18Z,280000,False,223.0,17.0,1,right,J. Grant 3PT  (3 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.37,Made,3.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
30,PT08M32.00S,2023-01-31T03:15:40.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,25.837713534822605,17.401960784313726,1610612737,8,5,2023-01-31T03:15:45Z,300000,False,163.0,190.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
31,PT08M31.00S,2023-01-31T03:15:41.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,8,5,2023-01-31T03:15:45Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,30.0,,,,,,,,
32,PT08M31.00S,2023-01-31T03:15:44.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,8,5,2023-01-31T03:15:53Z,320000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,203591.0,,,,,,,,,,,,,
33,PT08M22.00S,2023-01-31T03:16:08.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,69.85873850197109,18.137254901960784,1610612757,11,5,2023-01-31T03:16:12Z,330000,False,-159.0,231.0,1,right,D. Lillard 28' 3PT  (6 PTS) (A. Simons 2 AST),"[203081, 1629014]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.04,Made,6.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
35,PT08M05.00S,2023-01-31T03:16:26.7Z,1,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612737,11,5,2023-01-31T03:16:32Z,350000,False,,,0,,A. Holiday bad pass out-of-bounds TURNOVER (1 TO),[1628988],1610612737.0,ATL,bad pass,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,1662.0,,,,,,,,,1.0,,,,
36,PT07M54.00S,2023-01-31T03:16:50.1Z,1,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,11,5,2023-01-31T03:16:56Z,360000,False,,,0,,J. Nurkic lost ball out-of-bounds TURNOVER (1 TO),[203994],1610612757.0,POR,lost ball,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1662.0,,,,,,,,,1.0,,,,
37,PT07M38.00S,2023-01-31T03:17:10.9Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612737,11,5,2023-01-31T03:17:18Z,370000,False,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Hunter 2 FT),"[203994, 1629631]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
39,PT07M38.00S,2023-01-31T03:17:31.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,11,6,2023-01-31T03:17:31Z,390000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT07M38.00S,2023-01-31T03:17:46.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,11,7,2023-01-31T03:17:46Z,400000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
41,PT07M23.00S,2023-01-31T03:18:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.43166885676742,49.50980392156863,1610612757,13,7,2023-01-31T03:18:07Z,410000,False,-2.0,0.0,1,right,D. Lillard driving Layup (8 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.25,Made,8.0,,,,,,,,,,,,,,,,,
42,PT07M06.00S,2023-01-31T03:18:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,7.966491458607096,65.19607843137256,1610612737,13,9,2023-01-31T03:18:23Z,420000,False,-76.0,22.0,1,left,J. Collins 7' turnaround fadeaway Jump Shot (2 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,turnaround fadeaway,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
44,PT06M57.00S,2023-01-31T03:18:29.9Z,1,REGULAR,2pt,Jump Shot,[],1629014,78.0059132720105,70.83333333333334,1610612757,15,9,2023-01-31T03:20:13Z,440000,False,104.0,154.0,1,right,A. Simons 18' step back Jump Shot (2 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,18.61,Made,2.0,,,,,,,,,,,,,,,,,
45,PT06M38.00S,2023-01-31T03:18:47.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,33.459264126149804,60.78431372549019,1610612737,15,12,2023-01-31T03:18:51Z,450000,False,-54.0,262.0,1,left,D. Murray 26' 3PT  (3 PTS) (J. Collins 2 AST),"[1627749, 1628381]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.75,Made,3.0,J. Collins,1628381.0,2.0,,,,,,,,,,,,,,
47,PT06M22.00S,2023-01-31T03:19:03.3Z,1,REGULAR,3pt,Jump Shot,[],203924,92.72339027595268,96.07843137254902,1610612757,15,12,2023-01-31T03:19:08Z,470000,False,230.0,16.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
48,PT06M22.00S,2023-01-31T03:19:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,15,12,2023-01-31T03:19:08Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,47.0,,,,,,,,
49,PT06M22.00S,2023-01-31T03:19:08.2Z,1,REGULAR,foul,personal,[],203991,,,1610612757,15,12,2023-01-31T03:19:17Z,490000,False,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 203994]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,
51,PT06M22.00S,2023-01-31T03:19:18.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,15,12,2023-01-31T03:19:18Z,510000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M08.00S,2023-01-31T03:22:17.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203081,92.9862023653088,11.519607843137255,1610612757,15,12,2023-01-31T03:22:21Z,520000,False,-192.0,13.0,1,right,MISS D. Lillard 19' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left,19.29,Missed,,,,,,,,,,,,,,,,,,
53,PT06M06.00S,2023-01-31T03:22:19.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,15,12,2023-01-31T03:22:21Z,530000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT05M47.00S,2023-01-31T03:22:38.6Z,1,REGULAR,2pt,Jump Shot,[],1629631,20.318659658344284,78.92156862745098,1610612737,15,12,2023-01-31T03:22:42Z,540000,False,-145.0,138.0,1,left,MISS D. Hunter 20' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,20.02,Missed,,,,,,,,,,,,,,,,,,
55,PT05M43.00S,2023-01-31T03:22:42.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,15,12,2023-01-31T03:22:42Z,550000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT05M36.00S,2023-01-31T03:22:48.8Z,1,REGULAR,3pt,Jump Shot,[],203924,79.188567674113,92.40196078431373,1610612757,15,12,2023-01-31T03:22:52Z,560000,False,212.0,143.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
57,PT05M35.00S,2023-01-31T03:22:49.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,15,12,2023-01-31T03:22:52Z,570000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,56.0,2.0,1.0,1.0,,,,,
58,PT05M27.00S,2023-01-31T03:23:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.863994743758213,52.450980392156865,1610612737,15,12,2023-01-31T03:23:28Z,580000,False,-12.0,3.0,1,left,MISS C. Capela reverse Layup - blocked,"[203991, 203924]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,Grant,203924.0,,
59,PT05M27.00S,2023-01-31T03:23:01.1Z,1,REGULAR,block,,[],203924,,,1610612737,15,12,2023-01-31T03:23:04Z,590000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT05M27.00S,2023-01-31T03:23:01.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,15,12,2023-01-31T03:29:31Z,595000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,58.0,,,,,,,,
60,PT05M27.00S,2023-01-31T03:23:16.2Z,1,REGULAR,substitution,out,[],203081,,,1610612737,15,12,2023-01-31T03:23:22Z,617500,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M27.00S,2023-01-31T03:23:16.2Z,1,REGULAR,substitution,out,[],1628988,,,1610612737,15,12,2023-01-31T03:23:22Z,628750,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M27.00S,2023-01-31T03:23:16.2Z,1,REGULAR,substitution,in,[],1631101,,,1610612737,15,12,2023-01-31T03:23:22Z,634375,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M27.00S,2023-01-31T03:23:16.2Z,1,REGULAR,substitution,in,[],203992,,,1610612737,15,12,2023-01-31T03:23:22Z,637187,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M27.00S,2023-01-31T03:23:26.2Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612737,15,12,2023-01-31T03:29:42Z,640000,False,,,0,,Jump Ball C. Capela vs. J. Grant: Tip to J. Collins,"[1628381, 203991, 203924]",1610612737.0,ATL,heldball,J. Collins,1628381.0,Collins,J. Collins,Capela,203991.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,,
68,PT05M13.00S,2023-01-31T03:23:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,33.196452036793694,60.78431372549019,1610612737,15,12,2023-01-31T03:23:40Z,670000,False,-54.0,260.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
69,PT05M09.00S,2023-01-31T03:23:40.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,15,12,2023-01-31T03:23:40Z,680000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,68.0,3.0,2.0,1.0,,,,,
70,PT04M58.00S,2023-01-31T03:23:50.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,69.33311432325887,71.07843137254902,1610612757,15,12,2023-01-31T03:23:55Z,690000,False,105.0,236.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
71,PT04M56.00S,2023-01-31T03:23:52.9Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,15,12,2023-01-31T03:23:55Z,700000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,
72,PT04M37.00S,2023-01-31T03:24:12.4Z,1,REGULAR,2pt,Jump Shot,[],1628381,20.45006570302234,66.66666666666666,1610612737,15,14,2023-01-31T03:24:17Z,710000,False,-83.0,140.0,1,left,J. Collins 16' turnaround Jump Shot (4 PTS),[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,16.26,Made,4.0,,,,,,,,,,,,,,,,,
73,PT04M24.00S,2023-01-31T03:24:25.0Z,1,REGULAR,3pt,Jump Shot,[],203994,69.99014454664915,19.852941176470587,1610612757,18,14,2023-01-31T03:24:32Z,720000,False,-151.0,230.0,1,right,J. Nurkic 27' 3PT  (3 PTS) (A. Simons 3 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,27.46,Made,3.0,A. Simons,1629014.0,3.0,,,,,,,,,,,,,,
75,PT04M06.00S,2023-01-31T03:24:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,6.389618922470433,49.26470588235294,1610612737,18,16,2023-01-31T03:33:12Z,740000,False,4.0,8.0,1,left,J. Collins driving Layup (6 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.85,Made,6.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
77,PT04M06.00S,2023-01-31T03:24:48.6Z,1,REGULAR,foul,personal,['1freethrow'],203924,,,1610612737,18,16,2023-01-31T03:24:57Z,760000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Collins 1 FT),"[203924, 1628381]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Collins,1628381.0,,,,,,,,,
79,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,out,[],203924,,,1610612737,18,16,2023-01-31T03:25:32Z,780000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612737,18,16,2023-01-31T03:25:32Z,790000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,out,[],203991,,,1610612737,18,16,2023-01-31T03:25:32Z,800000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612737,18,16,2023-01-31T03:25:32Z,810000,False,,,0,,SUB in: G. Payton II,[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,in,[],1629642,,,1610612737,18,16,2023-01-31T03:25:32Z,820000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M06.00S,2023-01-31T03:24:58.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,18,16,2023-01-31T03:25:32Z,830000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M06.00S,2023-01-31T03:25:21.5Z,1,REGULAR,freethrow,1 of 1,[],1628381,,,1610612737,18,16,2023-01-31T03:25:48Z,840000,False,,,0,,MISS J. Collins Free Throw 1 of 1,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2023-01-31T03:25:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,18,16,2023-01-31T03:25:48Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,
87,PT04M06.00S,2023-01-31T03:25:34.2Z,1,REGULAR,foul,personal,[],1629642,,,1610612737,18,16,2023-01-31T04:32:32Z,860000,False,,,0,,N. Little loose ball personal FOUL (1 PF),"[1629642, 1629631]",1610612757.0,POR,loose ball,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
