actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M38.00S,2023-01-11T03:13:03.5Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,0,4,2023-01-11T03:13:03Z,190000,False,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,,,,,1.0,,,,,,,
20,PT10M26.00S,2023-01-11T03:13:23.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631094,5.995400788436268,49.50980392156863,1610612753,0,6,2023-01-11T03:13:28Z,200000,False,2.0,4.0,1,left,P. Banchero cutting DUNK (4 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,4.0,,,,,,,F. Wagner,1630532.0,1.0,,,,
22,PT10M10.00S,2023-01-11T03:13:38.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,94.56307490144546,50.49019607843137,1610612757,2,6,2023-01-11T03:13:46Z,220000,False,2.0,-1.0,1,right,J. Nurkic bank Hook (2 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,,,,,,,D. Lillard,203081.0,1.0,,,,
24,PT10M04.00S,2023-01-11T03:13:44.7Z,1,REGULAR,3pt,Jump Shot,[],1631094,31.35676741130092,26.715686274509803,1610612753,2,6,2023-01-11T03:13:50Z,240000,False,116.0,242.0,1,left,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2023-01-11T03:13:44.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,2,6,2023-01-11T03:13:50Z,250000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M53.00S,2023-01-11T03:14:03.4Z,1,REGULAR,foul,personal,[],1630532,,,1610612757,2,6,2023-01-11T03:14:07Z,260000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 203994]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,1.0,0.0,Nurkic,203994.0,,,,,,,,
28,PT09M43.00S,2023-01-11T03:14:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,75.90341655716163,85.29411764705883,1610612757,2,6,2023-01-11T03:14:29Z,280000,False,176.0,174.0,1,right,MISS A. Simons 24' 3PT - blocked,"[1629014, 1631094]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,Banchero,1631094.0,,
29,PT09M43.00S,2023-01-11T03:14:26.2Z,1,REGULAR,block,,[],1631094,,,1610612757,2,6,2023-01-11T03:14:28Z,290000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2023-01-11T03:14:29.2Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612757,2,6,2023-01-11T03:14:29Z,300000,False,,,0,,J. Hart REBOUND (Off:2 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,28.0,3.0,1.0,2.0,,,,,,,,,,,,,,
31,PT09M39.00S,2023-01-11T03:14:30.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,69.99014454664915,16.42156862745098,1610612757,2,6,2023-01-11T03:14:33Z,310000,False,-168.0,230.0,1,right,MISS D. Lillard 28' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.44,Missed,,,,,,,,,,,,,,,,,,
32,PT09M37.00S,2023-01-11T03:14:32.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,6,2023-01-11T03:14:33Z,320000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,
33,PT09M30.00S,2023-01-11T03:14:40.0Z,1,REGULAR,3pt,Jump Shot,[],1628976,28.991458607095925,76.9607843137255,1610612753,2,9,2023-01-11T03:14:49Z,330000,False,-135.0,220.0,1,left,W. Carter Jr. 25' 3PT  (3 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.8,Made,,,,,3.0,,,,,,,P. Banchero,1631094.0,1.0,,,,
35,PT09M03.00S,2023-01-11T03:15:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,71.96123521681997,76.7156862745098,1610612757,2,9,2023-01-11T03:15:11Z,350000,False,134.0,211.0,1,right,MISS J. Hart 24' pullup 3PT,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2023-01-11T03:15:10.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,9,2023-01-11T03:15:11Z,360000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,35.0,4.0,4.0,0.0,,,,,,,,,,,,,,
37,PT08M51.00S,2023-01-11T03:15:17.9Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,2,9,2023-01-11T03:15:21Z,370000,False,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1628404]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,,,Hart,1628404.0
38,PT08M51.00S,2023-01-11T03:15:17.9Z,1,REGULAR,steal,,[],1628404,,,1610612757,2,9,2023-01-11T03:15:19Z,380000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2023-01-11T03:15:29.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203081,87.20433639947439,36.76470588235294,1610612757,4,9,2023-01-11T03:15:33Z,390000,False,-66.0,68.0,1,right,D. Lillard 9' driving floating bank Jump Shot (2 PTS),[203081],1610612757.0,POR,driving floating bank,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Left,9.48,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M44.00S,2023-01-11T03:15:31.2Z,1,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612757,4,9,2023-01-11T03:15:40Z,400000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (Lillard 1 FT),"[1631094, 203081]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1628159.0,2.0,0.0,Lillard,203081.0,,,,,,,,
42,PT08M44.00S,2023-01-11T03:16:04.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203081,,,1610612757,5,9,2023-01-11T03:16:04Z,420000,False,,,0,,D. Lillard Free Throw 1 of 1 (3 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
43,PT08M28.00S,2023-01-11T03:16:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,5.338370565045992,40.44117647058824,1610612753,5,11,2023-01-11T03:16:26Z,430000,False,48.0,-2.0,1,left,M. Fultz driving floating bank Jump Shot (4 PTS) (W. Carter Jr. 1 AST),"[1628365, 1628976]",1610612753.0,ORL,driving floating bank,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,,,,,4.0,,,,,,,W. Carter Jr.,1628976.0,1.0,,,,
45,PT08M12.00S,2023-01-11T03:16:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,54.166666666666664,1610612757,5,11,2023-01-11T03:16:41Z,450000,False,21.0,12.0,1,right,MISS J. Nurkic driving Layup - blocked,"[203994, 1628976]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,Carter Jr.,1628976.0,,
46,PT08M12.00S,2023-01-11T03:16:37.6Z,1,REGULAR,block,,[],1628976,,,1610612757,5,11,2023-01-11T03:16:39Z,460000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M10.00S,2023-01-11T03:16:39.6Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,5,11,2023-01-11T03:16:41Z,470000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M07.00S,2023-01-11T03:16:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,5.206964520367937,50.98039215686274,1610612753,5,13,2023-01-11T03:16:48Z,480000,False,-5.0,-4.0,1,left,F. Wagner running Layup (2 PTS) (P. Banchero 2 AST),"[1630532, 1631094]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,2.0,,,,,,,P. Banchero,1631094.0,2.0,,,,
49,PT08M07.00S,2023-01-11T03:16:47.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,5,13,2023-01-11T03:16:47Z,490000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M54.00S,2023-01-11T03:19:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.51182654402102,47.549019607843135,1610612757,5,13,2023-01-11T03:19:59Z,500000,False,-12.0,8.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2023-01-11T03:19:57.3Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,5,13,2023-01-11T03:19:57Z,510000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,,
53,PT07M53.00S,2023-01-11T03:19:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612757,5,13,2023-01-11T03:20:06Z,520000,False,,,0,,F. Wagner shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1630532, 203994]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,2.0,0.0,Nurkic,203994.0,,,,,,,,
55,PT07M53.00S,2023-01-11T03:20:23.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,5,13,2023-01-11T03:20:23Z,540000,False,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
56,PT07M53.00S,2023-01-11T03:20:23.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,5,13,2023-01-11T03:20:23Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,
57,PT07M53.00S,2023-01-11T03:20:37.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,6,13,2023-01-11T03:20:37Z,560000,False,,,0,,J. Nurkic Free Throw 2 of 2 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
58,PT07M42.00S,2023-01-11T03:20:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612753,6,13,2023-01-11T03:20:58Z,570000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Fultz 2 FT),"[1628404, 1628365]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,1.0,0.0,Fultz,1628365.0,,,,,,,,
60,PT07M42.00S,2023-01-11T03:21:15.8Z,1,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,6,14,2023-01-11T03:21:15Z,590000,False,,,0,,M. Fultz Free Throw 1 of 2 (5 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
61,PT07M42.00S,2023-01-11T03:21:30.4Z,1,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,6,15,2023-01-11T03:21:30Z,600000,False,,,0,,M. Fultz Free Throw 2 of 2 (6 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
62,PT07M29.00S,2023-01-11T03:21:46.0Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,6,15,2023-01-11T03:21:50Z,610000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1631094]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,Banchero,1631094.0
63,PT07M29.00S,2023-01-11T03:21:46.0Z,1,REGULAR,steal,,[],1631094,,,1610612753,6,15,2023-01-11T03:21:47Z,620000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
64,PT07M25.00S,2023-01-11T03:21:50.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628365,5.601182654402102,52.450980392156865,1610612753,6,17,2023-01-11T03:22:49Z,630000,False,-12.0,0.0,1,left,M. Fultz running reverse Layup (8 PTS) (W. Carter Jr. 2 AST),"[1628365, 1628976]",1610612753.0,ORL,running reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,8.0,,,,,,,W. Carter Jr.,1628976.0,2.0,,,,
66,PT07M15.00S,2023-01-11T03:21:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.96123521681997,13.480392156862745,1610612757,6,17,2023-01-11T03:23:28Z,650000,False,-183.0,211.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.91,Missed,,,,,,,,,,,,,,,,,,
67,PT07M13.00S,2023-01-11T03:22:02.0Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,6,17,2023-01-11T03:22:02Z,660000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,66.0,2.0,0.0,2.0,,,,,,,,,,,,,,
68,PT07M12.00S,2023-01-11T03:22:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,93.38042049934296,53.431372549019606,1610612757,8,17,2023-01-11T03:22:07Z,670000,False,17.0,10.0,1,right,J. Nurkic putback Layup (5 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,5.0,,,,,,,,,,,,,
69,PT06M59.00S,2023-01-11T03:22:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.046649145860711,52.450980392156865,1610612753,8,17,2023-01-11T03:22:19Z,680000,False,-12.0,14.0,1,left,MISS W. Carter Jr. driving Layup,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
70,PT06M58.00S,2023-01-11T03:22:17.6Z,1,REGULAR,rebound,offensive,[],1628365,,,1610612753,8,17,2023-01-11T03:22:17Z,690000,False,,,0,,M. Fultz REBOUND (Off:1 Def:0),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,69.0,1.0,0.0,1.0,,,,,,,,,,,,,,
71,PT06M56.00S,2023-01-11T03:22:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,9.937582128777924,95.58823529411765,1610612753,8,20,2023-01-11T03:22:22Z,700000,False,-228.0,41.0,1,left,P. Banchero 3PT  (7 PTS) (M. Fultz 1 AST),"[1631094, 1628365]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,7.0,,,,,,,M. Fultz,1628365.0,1.0,,,,
73,PT06M42.00S,2023-01-11T03:22:32.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.7562417871222,54.166666666666664,1610612757,8,20,2023-01-11T03:22:35Z,720000,False,21.0,251.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,25.15,Missed,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2023-01-11T03:22:33.5Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,8,20,2023-01-11T03:22:35Z,730000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M25.00S,2023-01-11T03:22:50.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.995400788436268,48.77450980392157,1610612753,8,22,2023-01-11T03:22:54Z,740000,False,6.0,4.0,1,left,W. Carter Jr. alley-oop DUNK (5 PTS) (F. Wagner 2 AST),"[1628976, 1630532]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,5.0,,,,,,,F. Wagner,1630532.0,2.0,,,,
77,PT06M04.00S,2023-01-11T03:23:10.7Z,1,REGULAR,3pt,Jump Shot,[],203994,69.07030223390277,30.14705882352941,1610612757,8,22,2023-01-11T03:23:15Z,760000,False,-99.0,238.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
78,PT06M01.00S,2023-01-11T03:23:13.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,22,2023-01-11T03:23:15Z,770000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,77.0,5.0,5.0,0.0,,,,,,,,,,,,,,
79,PT05M52.00S,2023-01-11T03:23:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,7.835085413929041,41.42156862745098,1610612753,8,22,2023-01-11T03:23:27Z,780000,False,43.0,21.0,1,left,MISS F. Wagner driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
80,PT05M50.00S,2023-01-11T03:23:26.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,8,22,2023-01-11T03:23:27Z,790000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,3.0,1.0,2.0,,,,,,,,,,,,,,
81,PT05M44.00S,2023-01-11T03:23:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,94.56307490144546,50.73529411764706,1610612757,10,22,2023-01-11T03:23:39Z,800000,False,4.0,-1.0,1,right,J. Grant running Layup (2 PTS),[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.4,Made,,,,,2.0,,,,,,,,,,,,,
82,PT05M27.00S,2023-01-11T03:23:54.6Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,10,22,2023-01-11T03:24:02Z,810000,False,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,,,,,1.0,,,,,,,
83,PT05M27.00S,2023-01-11T03:23:57.8Z,1,REGULAR,substitution,out,[],203081,,,1610612757,10,22,2023-01-11T03:24:09Z,820000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
