actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
31,PT08M51.00S,2022-10-22T02:18:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,9.674770039421814,50.245098039215684,1610612757,9,9,2022-10-22T02:18:31Z,310000,-1.0,38.0,1,left,D. Lillard driving floating Jump Shot (4 PTS),[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,4.0,,,,,,,,,,,,,
32,PT08M34.00S,2022-10-22T02:18:44.7Z,1,REGULAR,2pt,Jump Shot,[],101108,78.0059132720105,52.94117647058824,1610612756,9,9,2022-10-22T02:18:50Z,320000,15.0,154.0,1,right,MISS C. Paul 15' pullup Shot - blocked,"[101108, 203924]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,15.49,Missed,,,,,,,,,,,,,,Grant,203924.0,,,
33,PT08M34.00S,2022-10-22T02:18:44.7Z,1,REGULAR,block,,[],203924,,,1610612756,9,9,2022-10-22T02:18:46Z,330000,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M30.00S,2022-10-22T02:18:48.7Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612756,9,9,2022-10-22T02:18:50Z,340000,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Center,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT08M26.00S,2022-10-22T02:18:52.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629661,87.99277266754271,90.44117647058823,1610612756,9,11,2022-10-22T02:22:09Z,350000,202.0,60.0,1,right,C. Johnson 21' pullup Jump Shot (2 PTS),[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,21.1,Made,,,,,2.0,,,,,,,,,,,,,
36,PT08M15.00S,2022-10-22T02:19:03.6Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,9,11,2022-10-22T02:19:09Z,360000,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 101108]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Paul,101108.0
37,PT08M15.00S,2022-10-22T02:19:03.6Z,1,REGULAR,steal,,[],101108,,,1610612756,9,11,2022-10-22T02:19:07Z,370000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2022-10-22T02:19:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,95.6143232588699,47.794117647058826,1610612756,9,13,2022-10-22T02:19:15Z,380000,-11.0,-11.0,1,right,M. Bridges running Layup (4 PTS) (C. Paul 2 AST),"[1628969, 101108]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,4.0,C. Paul,101108.0,2.0,,,,,,,,,,
40,PT07M43.00S,2022-10-22T02:19:36.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,9,13,2022-10-22T02:19:42Z,400000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202053.0,,,,,,,,,
41,PT07M34.00S,2022-10-22T02:19:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,92.06636005256242,3.6764705882352944,1610612756,9,16,2022-10-22T02:20:01Z,410000,-232.0,22.0,1,right,D. Booker 3PT  (3 PTS) (M. Bridges 1 AST),"[1626164, 1628969]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,23.27,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
43,PT07M23.00S,2022-10-22T02:20:08.6Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612757,9,16,2022-10-22T02:20:12Z,430000,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 101108]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Paul,101108.0
44,PT07M23.00S,2022-10-22T02:20:08.6Z,1,REGULAR,steal,,[],101108,,,1610612756,9,16,2022-10-22T02:20:10Z,440000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M15.00S,2022-10-22T02:20:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,93.24901445466492,97.30392156862744,1610612756,9,19,2022-10-22T02:20:28Z,450000,237.0,11.0,1,right,C. Johnson 3PT  (5 PTS) (D. Booker 1 AST),"[1629661, 1626164]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,23.68,Made,,,,,5.0,D. Booker,1626164.0,1.0,,,,,,,,,,
47,PT07M14.00S,2022-10-22T02:20:22.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,19,2022-10-22T02:20:22Z,470000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M50.00S,2022-10-22T02:23:40.4Z,1,REGULAR,2pt,Jump Shot,[],1629014,18.873193166885677,75.73529411764706,1610612757,9,19,2022-10-22T02:23:43Z,480000,-129.0,125.0,1,left,MISS A. Simons 17' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,17.93,Missed,,,,,,,,,,,,,,,,,,
49,PT06M47.00S,2022-10-22T02:23:43.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,9,19,2022-10-22T02:23:43Z,490000,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT06M40.00S,2022-10-22T02:23:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,82.86793692509855,65.44117647058823,1610612756,9,19,2022-10-22T02:23:54Z,500000,77.0,109.0,1,right,MISS D. Ayton 13' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,13.32,Missed,,,,,,,,,,,,,,,,,,
51,PT06M38.00S,2022-10-22T02:23:52.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,9,19,2022-10-22T02:23:54Z,510000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT06M35.00S,2022-10-22T02:23:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,28.991458607095925,17.401960784313726,1610612757,12,19,2022-10-22T02:24:00Z,520000,163.0,220.0,1,left,D. Lillard 27' 3PT running pullup (7 PTS) (J. Hart 1 AST),"[203081, 1628404]",1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.38,Made,,,,,7.0,J. Hart,1628404.0,1.0,,,,,,,,,,
53,PT06M10.00S,2022-10-22T02:24:20.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,83.26215505913272,68.38235294117648,1610612756,12,19,2022-10-22T02:24:25Z,530000,92.0,105.0,1,right,MISS M. Bridges 13' fadeaway Shot,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,13.94,Missed,,,,,,,,,,,,,,,,,,
54,PT06M08.00S,2022-10-22T02:24:22.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,12,19,2022-10-22T02:24:25Z,540000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M01.00S,2022-10-22T02:24:31.9Z,1,REGULAR,foul,personal,[],1629661,,,1610612757,12,19,2022-10-22T02:24:42Z,550000,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 203924]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203177.0,1.0,0.0,Grant,203924.0,,,,,
57,PT06M01.00S,2022-10-22T02:24:44.8Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,12,19,2022-10-22T02:24:50Z,570000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M01.00S,2022-10-22T02:24:44.8Z,1,REGULAR,substitution,in,[],1626159,,,1610612757,12,19,2022-10-22T02:24:50Z,580000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M01.00S,2022-10-22T02:24:51.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,12,19,2022-10-22T02:24:55Z,590000,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,203177.0,,,,,,,,,
61,PT05M51.00S,2022-10-22T02:25:07.3Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,12,19,2022-10-22T02:25:10Z,600000,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1629661]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Johnson,1629661.0
62,PT05M51.00S,2022-10-22T02:25:07.3Z,1,REGULAR,steal,,[],1629661,,,1610612756,12,19,2022-10-22T02:25:08Z,610000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT05M35.00S,2022-10-22T02:25:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612756,12,19,2022-10-22T02:25:32Z,620000,,,0,,J. Hart shooting personal FOUL (1 PF) (Booker 2 FT),"[1628404, 1626164]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203177.0,1.0,0.0,Booker,1626164.0,,,,,
65,PT05M35.00S,2022-10-22T02:25:51.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,12,20,2022-10-22T02:25:51Z,640000,,,0,,D. Booker Free Throw 1 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
66,PT05M35.00S,2022-10-22T02:26:07.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,12,21,2022-10-22T02:26:07Z,650000,,,0,,D. Booker Free Throw 2 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
67,PT05M22.00S,2022-10-22T02:26:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.046649145860711,46.81372549019608,1610612757,14,21,2022-10-22T02:27:40Z,660000,16.0,14.0,1,left,J. Nurkic cutting Layup (4 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,4.0,D. Lillard,203081.0,1.0,,,,,,,,,,
69,PT05M22.00S,2022-10-22T02:26:26.4Z,1,REGULAR,foul,personal,['1freethrow'],101108,,,1610612757,14,21,2022-10-22T02:26:35Z,680000,,,0,,C. Paul shooting personal FOUL (1 PF) (Nurkic 1 FT),"[101108, 203994]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,Nurkic,203994.0,,,,,
71,PT05M22.00S,2022-10-22T02:26:45.8Z,1,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,15,21,2022-10-22T02:26:45Z,700000,,,0,,J. Nurkic Free Throw 1 of 1 (5 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
72,PT04M58.00S,2022-10-22T02:27:12.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,74.85216819973719,44.85294117647059,1610612756,15,21,2022-10-22T02:27:16Z,710000,-26.0,184.0,1,right,MISS D. Ayton 18' turnaround fadeaway Shot,[1629028],1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,18.57,Missed,,,,,,,,,,,,,,,,,,
73,PT04M56.00S,2022-10-22T02:27:14.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,15,21,2022-10-22T02:27:16Z,720000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,72.0,3.0,2.0,1.0,,,,,,,,,,,,,,
74,PT04M50.00S,2022-10-22T02:27:21.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626159,25.04927726675427,85.7843137254902,1610612757,15,21,2022-10-22T02:27:31Z,730000,-179.0,183.0,1,left,MISS J. Winslow 25' running 3PT,[1626159],1610612757.0,POR,running,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
75,PT04M45.00S,2022-10-22T02:27:26.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,21,2022-10-22T02:27:31Z,740000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,
76,PT04M39.00S,2022-10-22T02:27:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,90.3580814717477,4.901960784313726,1610612756,15,21,2022-10-22T02:27:40Z,750000,-225.0,38.0,1,right,MISS D. Booker running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
77,PT04M36.00S,2022-10-22T02:27:36.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,15,21,2022-10-22T02:27:36Z,760000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,76.0,,,,,,,,,,,,,,,,,
79,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,out,[],203994,,,1610612756,15,21,2022-10-22T02:27:54Z,780000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,out,[],101108,,,1610612756,15,21,2022-10-22T02:27:54Z,790000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,15,21,2022-10-22T02:27:54Z,800000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,15,21,2022-10-22T02:27:54Z,810000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,15,21,2022-10-22T02:27:54Z,820000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M36.00S,2022-10-22T02:27:40.5Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,15,21,2022-10-22T02:27:54Z,830000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2022-10-22T02:28:04.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,83.52496714848883,60.049019607843135,1610612756,15,21,2022-10-22T02:28:09Z,840000,50.0,102.0,1,right,MISS D. Ayton 11' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,,,,,,,,,,,,,,,,,,
86,PT04M29.00S,2022-10-22T02:28:07.7Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,15,21,2022-10-22T02:28:09Z,850000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M20.00S,2022-10-22T02:28:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612757,15,21,2022-10-22T02:28:27Z,860000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Grant 2 FT),"[1629028, 203924]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203177.0,1.0,0.0,Grant,203924.0,,,,,
