actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
264,PT04M24.00S,2022-11-03T02:58:33.8Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612763,40,44,2022-11-03T02:58:33Z,2590000,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,263.0,1.0,1.0,0.0,,,,,,,,,,,,,
265,PT04M11.00S,2022-11-03T02:58:47.2Z,2,REGULAR,3pt,Jump Shot,[],1631223,93.77463863337714,5.392156862745098,1610612763,40,44,2022-11-03T02:58:51Z,2600000,-223.0,6.0,1,right,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
266,PT04M09.00S,2022-11-03T02:58:49.2Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,40,44,2022-11-03T02:58:51Z,2610000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,265.0,2.0,1.0,1.0,,,,,,,,,,,,,
268,PT04M03.00S,2022-11-03T02:59:10.8Z,2,REGULAR,substitution,out,[],1629234,,,1610612763,40,44,2022-11-03T02:59:13Z,2630000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M03.00S,2022-11-03T02:59:10.8Z,2,REGULAR,substitution,in,[],1626159,,,1610612763,40,44,2022-11-03T02:59:13Z,2640000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M57.00S,2022-11-03T02:59:26.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,75.77201051248358,27.205882352941174,1610612763,40,44,2022-11-03T02:59:31Z,2650000,-114.0,175.0,1,right,MISS D. Brooks 20' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,20.9,Missed,,,,,,,,,,,,,,,,,,
271,PT03M55.00S,2022-11-03T02:59:28.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,40,44,2022-11-03T02:59:31Z,2660000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,270.0,2.0,2.0,0.0,,,,,,,,,,,,,
272,PT03M47.00S,2022-11-03T02:59:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.652431011826544,51.225490196078425,1610612757,40,44,2022-11-03T03:01:13Z,2670000,-6.0,10.0,1,left,MISS J. Hart driving Layup,[1628404],1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
273,PT03M47.00S,2022-11-03T02:59:34.8Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612757,40,44,2022-11-03T03:01:13Z,2680000,,,0,,J. Winslow REBOUND (Off:3 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,272.0,5.0,2.0,3.0,,,,,,,,,,,,,
275,PT03M41.00S,2022-11-03T03:00:02.2Z,2,REGULAR,foul,offensive,[],1629014,,,1610612757,40,44,2022-11-03T03:00:11Z,2700000,,,0,,A. Simons charge offensive FOUL (1 PF),"[1629014, 1629630]",1610612757.0,POR,charge,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Morant,1629630.0,,,
277,PT03M41.00S,2022-11-03T03:00:02.2Z,2,REGULAR,turnover,offensive foul,[],1629014,,,1610612757,40,44,2022-11-03T03:00:02Z,2720000,,,0,,A. Simons offensive foul TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,,,,,1.0,,
278,PT03M25.00S,2022-11-03T03:00:41.6Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612763,40,44,2022-11-03T03:00:50Z,2730000,,,0,,A. Simons shooting personal FOUL (2 PF) (Roddy 2 FT),"[1629014, 1631223]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Roddy,1631223.0,,,
280,PT03M25.00S,2022-11-03T03:01:12.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631223,,,1610612763,40,45,2022-11-03T03:01:31Z,2750000,,,0,,D. Roddy Free Throw 1 of 2 (7 PTS),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
281,PT03M25.00S,2022-11-03T03:01:12.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631223,,,1610612763,40,45,2022-11-03T03:01:31Z,2760000,,,0,,MISS D. Roddy Free Throw 2 of 2,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
282,PT03M23.00S,2022-11-03T03:01:14.7Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612757,40,45,2022-11-03T03:01:31Z,2770000,,,0,,J. Winslow REBOUND (Off:3 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,281.0,6.0,3.0,3.0,,,,,,,,,,,,,
283,PT03M14.00S,2022-11-03T03:01:38.6Z,2,REGULAR,3pt,Jump Shot,[],1631101,29.38567674113009,69.85294117647058,1610612757,40,45,2022-11-03T03:01:43Z,2780000,-99.0,224.0,1,left,MISS S. Sharpe 24' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
284,PT03M12.00S,2022-11-03T03:01:40.6Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,40,45,2022-11-03T03:01:43Z,2790000,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,283.0,3.0,2.0,1.0,,,,,,,,,,,,,
285,PT03M05.00S,2022-11-03T03:01:48.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.3646517739816,49.26470588235294,1610612763,40,47,2022-11-03T03:01:52Z,2800000,-4.0,85.0,1,right,J. Morant 8' pullup Jump Shot (8 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,8.52,Made,8.0,,,,,,,,,,,,,,,,,
286,PT02M48.00S,2022-11-03T03:02:07.5Z,2,REGULAR,turnover,traveling,[],1629014,,,1610612757,40,47,2022-11-03T03:02:13Z,2810000,,,0,,A. Simons traveling TURNOVER (2 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627534.0,,,,,2.0,,
287,PT02M48.00S,2022-11-03T03:02:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,40,47,2022-11-03T03:02:11Z,2820000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,out,[],203924,,,1610612763,40,47,2022-11-03T03:05:35Z,2830000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,40,47,2022-11-03T03:05:35Z,2840000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,40,47,2022-11-03T03:05:35Z,2850000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,in,[],203994,,,1610612763,40,47,2022-11-03T03:05:35Z,2860000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,in,[],203500,,,1610612763,40,47,2022-11-03T03:05:35Z,2870000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M48.00S,2022-11-03T03:05:07.1Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,40,47,2022-11-03T03:05:35Z,2880000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M32.00S,2022-11-03T03:05:48.4Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,40,47,2022-11-03T03:05:52Z,2890000,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 203994]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Nurkic,203994.0
295,PT02M32.00S,2022-11-03T03:05:48.4Z,2,REGULAR,steal,,[],203994,,,1610612757,40,47,2022-11-03T03:05:50Z,2900000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
296,PT02M16.00S,2022-11-03T03:06:06.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626159,9.674770039421814,38.23529411764706,1610612757,40,47,2022-11-03T03:06:10Z,2910000,59.0,38.0,1,left,MISS J. Winslow 7' turnaround bank Hook,[1626159],1610612757.0,POR,turnaround bank,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
297,PT02M13.00S,2022-11-03T03:06:09.0Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,40,47,2022-11-03T03:09:13Z,2920000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,296.0,4.0,4.0,0.0,,,,,,,,,,,,,
298,PT02M04.00S,2022-11-03T03:06:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.05059132720105,57.35294117647059,1610612763,40,49,2022-11-03T03:06:25Z,2930000,37.0,97.0,1,right,J. Morant 10' driving floating Jump Shot (10 PTS) (D. Bane 2 AST),"[1629630, 1630217]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,10.41,Made,10.0,,,,,D. Bane,1630217.0,2.0,,,,,,,,,,
300,PT01M39.00S,2022-11-03T03:06:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,5.995400788436268,47.30392156862745,1610612757,40,49,2022-11-03T03:06:45Z,2950000,13.0,4.0,1,left,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
301,PT01M37.00S,2022-11-03T03:06:43.8Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612757,40,49,2022-11-03T03:06:45Z,2960000,,,0,,J. Winslow REBOUND (Off:4 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,300.0,7.0,3.0,4.0,,,,,,,,,,,,,
302,PT01M34.00S,2022-11-03T03:06:47.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,9.543363994743759,96.56862745098039,1610612757,43,49,2022-11-03T03:06:51Z,2970000,-233.0,37.0,1,left,A. Simons 3PT  (5 PTS) (J. Nurkic 2 AST),"[1629014, 203994]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.58,Made,5.0,,,,,J. Nurkic,203994.0,2.0,,,,,,,,,,
304,PT01M15.00S,2022-11-03T03:07:08.7Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612763,43,49,2022-11-03T03:07:19Z,2990000,,,0,,J. Hart shooting personal FOUL (1 PF) (Morant 2 FT),"[1628404, 1629630]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,1.0,0.0,Morant,1629630.0,,,
306,PT01M15.00S,2022-11-03T03:07:37.9Z,2,REGULAR,foul,technical,['1freethrow'],1628404,,,1610612763,43,49,2022-11-03T03:07:45Z,3010000,,,0,,J. Hart technical FOUL (1 Tech),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2534.0,1.0,1.0,,,,,
307,PT01M15.00S,2022-11-03T03:07:47.7Z,2,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,43,50,2022-11-03T03:07:47Z,3020000,,,0,,D. Bane technical Free Throw 1 of 1 (6 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
308,PT01M15.00S,2022-11-03T03:08:07.2Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,43,51,2022-11-03T03:08:07Z,3030000,,,0,,J. Morant Free Throw 1 of 2 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
309,PT01M15.00S,2022-11-03T03:08:11.1Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,43,51,2022-11-03T03:08:13Z,3040000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M15.00S,2022-11-03T03:08:11.1Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,43,51,2022-11-03T03:08:13Z,3050000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M15.00S,2022-11-03T03:08:25.2Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,43,52,2022-11-03T03:08:25Z,3060000,,,0,,J. Morant Free Throw 2 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
312,PT01M01.00S,2022-11-03T03:08:40.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,28.597240473061763,78.43137254901961,1610612757,43,52,2022-11-03T03:08:46Z,3070000,-142.0,216.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
313,PT01M00.00S,2022-11-03T03:08:41.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,43,52,2022-11-03T03:08:46Z,3080000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,312.0,,,,,,,,,,,,,,,,
315,PT00M51.40S,2022-11-03T03:09:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.02825229960578,49.50980392156863,1610612763,43,52,2022-11-03T03:09:16Z,3100000,-2.0,126.0,1,right,MISS J. Morant 12' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.58,Missed,,,,,,,,,,,,,,,,,,
316,PT00M49.40S,2022-11-03T03:09:09.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,43,52,2022-11-03T03:09:11Z,3110000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,315.0,5.0,5.0,0.0,,,,,,,,,,,,,
317,PT00M37.00S,2022-11-03T03:09:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,17.16491458607096,95.09803921568627,1610612757,43,52,2022-11-03T03:09:26Z,3120000,-225.0,109.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
318,PT00M34.50S,2022-11-03T03:09:24.5Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,43,52,2022-11-03T03:09:26Z,3130000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,317.0,6.0,5.0,1.0,,,,,,,,,,,,,
319,PT00M29.20S,2022-11-03T03:09:37.0Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612757,43,52,2022-11-03T03:09:45Z,3140000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1628415]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Brooks,1628415.0
320,PT00M29.20S,2022-11-03T03:09:37.0Z,2,REGULAR,steal,,[],1628415,,,1610612763,43,52,2022-11-03T03:15:11Z,3150000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
321,PT00M29.20S,2022-11-03T03:09:44.0Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,43,52,2022-11-03T03:09:49Z,3160000,,,0,,J. Morant bad pass TURNOVER (3 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,3.0,,
323,PT00M29.20S,2022-11-03T03:09:54.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612757,43,52,2022-11-03T03:09:59Z,3180000,,,0,,D. Brooks loose ball personal FOUL (1 PF) (Simons 2 FT),"[1628415, 1629014]",1610612763.0,MEM,loose ball,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,1.0,0.0,Simons,1629014.0,,,
325,PT00M29.20S,2022-11-03T03:10:04.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629014,,,1610612757,44,52,2022-11-03T03:10:04Z,3200000,,,0,,A. Simons Free Throw 1 of 2 (6 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
326,PT00M29.20S,2022-11-03T03:10:16.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629014,,,1610612757,45,52,2022-11-03T03:10:16Z,3210000,,,0,,A. Simons Free Throw 2 of 2 (7 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
327,PT00M10.30S,2022-11-03T03:10:41.0Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,45,52,2022-11-03T03:10:46Z,3220000,,,0,,J. Morant bad pass TURNOVER (4 TO),"[1629630, 1626159]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,4.0,Winslow,1626159.0
328,PT00M10.30S,2022-11-03T03:10:41.0Z,2,REGULAR,steal,,[],1626159,,,1610612757,45,52,2022-11-03T03:11:25Z,3230000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
329,PT00M06.10S,2022-11-03T03:10:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,5.863994743758213,47.549019607843135,1610612757,45,52,2022-11-03T03:10:54Z,3240000,12.0,3.0,1,left,MISS S. Sharpe running Layup,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
330,PT00M04.50S,2022-11-03T03:10:46.8Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,45,52,2022-11-03T03:10:54Z,3250000,,,0,,S. Adams REBOUND (Off:1 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,329.0,7.0,6.0,1.0,,,,,,,,,,,,,
331,PT00M00.00S,2022-11-03T03:10:54.4Z,2,REGULAR,period,end,[],0,,,1610612763,45,52,2022-11-03T03:10:54Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-11-03T03:26:08.2Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612763,45,52,2022-11-03T03:26:25Z,3270000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-03T03:26:08.2Z,3,REGULAR,substitution,in,['startperiod'],203924,,,1610612763,45,52,2022-11-03T03:26:25Z,3280000,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-03T03:26:46.4Z,3,REGULAR,period,start,[],0,,,1610612757,45,52,2022-11-03T03:26:46Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M36.00S,2022-11-03T03:27:10.1Z,3,REGULAR,3pt,Jump Shot,[],203994,67.88764783180025,37.5,1610612757,48,52,2022-11-03T03:27:14Z,3300000,-62.0,249.0,1,right,J. Nurkic 25' 3PT  (18 PTS) (A. Simons 3 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,25.71,Made,18.0,,,,,A. Simons,1629014.0,3.0,,,,,,,,,,
337,PT11M19.00S,2022-11-03T03:27:27.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.1268068331143235,45.34313725490196,1610612763,48,54,2022-11-03T03:27:31Z,3320000,23.0,5.0,1,left,D. Brooks driving Layup (5 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.39,Made,5.0,,,,,S. Adams,203500.0,2.0,,,,,,,,,,
338,PT11M06.00S,2022-11-03T03:27:39.4Z,3,REGULAR,2pt,Jump Shot,[],1629014,77.21747700394218,59.068627450980394,1610612757,50,54,2022-11-03T03:27:46Z,3330000,45.0,162.0,1,right,A. Simons 16' pullup Jump Shot (9 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Center,16.79,Made,9.0,,,,,,,,,,,,,,,,,
339,PT10M57.00S,2022-11-03T03:27:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,7.178055190538765,63.725490196078425,1610612763,50,54,2022-11-03T03:27:52Z,3340000,-69.0,15.0,1,left,MISS D. Bane 7' driving floating Shot - blocked,"[1630217, 1628404]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,Hart,1628404.0,,,,,,,,
340,PT10M57.00S,2022-11-03T03:27:47.4Z,3,REGULAR,block,,[],1628404,,,1610612763,50,54,2022-11-03T03:27:49Z,3350000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT10M55.00S,2022-11-03T03:27:49.4Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,50,54,2022-11-03T03:27:52Z,3360000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,339.0,3.0,2.0,1.0,,,,,,,,,,,,,
342,PT10M53.00S,2022-11-03T03:27:51.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,31.750985545335087,25.735294117647058,1610612763,50,54,2022-11-03T03:27:55Z,3370000,121.0,246.0,1,left,MISS J. Morant 27' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
343,PT10M51.00S,2022-11-03T03:27:54.2Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,50,54,2022-11-03T03:27:54Z,3380000,,,0,,S. Adams REBOUND (Off:2 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,342.0,8.0,6.0,2.0,,,,,,,,,,,,,
345,PT10M42.00S,2022-11-03T03:28:10.2Z,3,REGULAR,violation,kicked ball,[],203924,,,1610612763,50,54,2022-11-03T03:28:16Z,3390000,,,0,,J. Grant kicked ball VIOLATION,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,
346,PT10M37.00S,2022-11-03T03:28:36.4Z,3,REGULAR,turnover,palming,[],1629630,,,1610612763,50,54,2022-11-03T03:28:41Z,3400000,,,0,,J. Morant palming TURNOVER (5 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202007.0,,,,,5.0,,
347,PT10M23.00S,2022-11-03T03:28:58.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629014,75.50919842312747,50.0,1610612757,52,54,2022-11-03T03:29:03Z,3410000,0.0,178.0,1,right,A. Simons 17' step back Jump Shot (11 PTS) (J. Nurkic 3 AST),"[1629014, 203994]",1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Center,17.77,Made,11.0,,,,,J. Nurkic,203994.0,3.0,,,,,,,,,,
