actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M55.00S,2022-12-27T03:13:49.2Z,1,REGULAR,violation,kicked ball,[],203486,,,1610612757,8,5,2022-12-27T03:13:56Z,240000,False,,,0,,M. Plumlee kicked ball VIOLATION,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,
25,PT09M46.00S,2022-12-27T03:14:09.2Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,8,5,2022-12-27T03:14:13Z,250000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 203486]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Plumlee,203486.0,,,,,,,,,,,
26,PT09M46.00S,2022-12-27T03:14:09.2Z,1,REGULAR,steal,,[],203486,,,1610612766,8,5,2022-12-27T03:14:10Z,260000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT09M39.00S,2022-12-27T03:14:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,9.641918528252305,63.23529411764706,1610612766,8,5,2022-12-27T03:23:29Z,275000,False,-66.0,38.0,1,left,MISS G. Hayward 7' finger roll Layup - blocked,"[202330, 203994]",1610612766.0,CHA,finger roll,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,Nurkic,203994.0,,,,
81,PT09M39.00S,2022-12-27T03:14:30.3Z,1,REGULAR,block,,[],203994,,,1610612766,8,5,2022-12-27T03:23:29Z,277500,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT09M39.00S,2022-12-27T03:14:30.3Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,8,5,2022-12-27T03:23:29Z,278750,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,
28,PT09M30.00S,2022-12-27T03:14:41.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630163,15.588042049934298,33.088235294117645,1610612766,8,7,2022-12-27T03:23:29Z,280000,False,85.0,94.0,1,left,L. Ball 12' driving floating Jump Shot (5 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,12.65,Made,5.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
30,PT09M05.00S,2022-12-27T03:15:05.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,88.51839684625493,49.50980392156863,1610612757,10,7,2022-12-27T03:24:37Z,300000,False,-2.0,55.0,1,right,J. Nurkic driving Hook (2 PTS) (D. Lillard 4 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,2.0,D. Lillard,203081.0,4.0,,,,,,,,,,,,,,
32,PT08M59.00S,2022-12-27T03:15:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,28.597240473061763,89.70588235294117,1610612766,10,7,2022-12-27T03:25:34Z,320000,False,-199.0,216.0,1,left,MISS L. Ball 29' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.36,Missed,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-12-27T03:15:13.8Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,10,7,2022-12-27T03:15:21Z,330000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,
34,PT08M57.00S,2022-12-27T03:15:20.8Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,10,7,2022-12-27T03:15:32Z,340000,False,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,1.0,,,,,,,1662.0,,,,,,
35,PT08M43.00S,2022-12-27T03:15:41.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,65.65374507227332,49.01960784313725,1610612757,10,7,2022-12-27T03:15:45Z,350000,False,-5.0,270.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
36,PT08M40.00S,2022-12-27T03:15:44.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,7,2022-12-27T03:15:45Z,360000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,
37,PT08M21.00S,2022-12-27T03:16:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,14.273981603153747,48.77450980392157,1610612766,10,7,2022-12-27T03:28:28Z,370000,False,6.0,82.0,1,left,MISS G. Hayward 8' floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,,,,,,,,,,,,,,,,,
38,PT08M18.00S,2022-12-27T03:16:05.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,10,7,2022-12-27T03:28:28Z,380000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,37.0,3.0,1.0,2.0,,,,,,,
39,PT08M18.00S,2022-12-27T03:16:05.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203486,5.590000152587891,50.0,1610612766,10,7,2022-12-27T03:29:07Z,390000,False,0.0,0.0,1,left,MISS M. Plumlee tip DUNK,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
40,PT08M17.00S,2022-12-27T03:16:06.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,10,7,2022-12-27T03:29:07Z,400000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,
41,PT08M14.00S,2022-12-27T03:16:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,93.77463863337714,47.30392156862745,1610612757,10,7,2022-12-27T03:16:21Z,410000,False,-13.0,6.0,1,right,MISS A. Simons running Layup,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2022-12-27T03:16:12.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,7,2022-12-27T03:16:21Z,420000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,41.0,4.0,2.0,2.0,,,,,,,
43,PT08M01.00S,2022-12-27T03:16:22.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,30.831143232588698,24.754901960784316,1610612766,10,7,2022-12-27T03:30:03Z,430000,False,126.0,237.0,1,left,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
44,PT07M59.00S,2022-12-27T03:16:24.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,10,7,2022-12-27T03:16:27Z,440000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,
45,PT07M48.00S,2022-12-27T03:16:36.2Z,1,REGULAR,3pt,Jump Shot,[],203924,70.90998685939553,19.852941176470587,1610612757,13,7,2022-12-27T03:16:40Z,450000,False,-151.0,221.0,1,right,J. Grant 26' 3PT  (3 PTS) (J. Nurkic 1 AST),"[203924, 203994]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.74,Made,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
47,PT07M30.00S,2022-12-27T03:16:53.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,28.86005256241787,19.852941176470587,1610612766,13,10,2022-12-27T03:16:58Z,470000,False,151.0,219.0,1,left,P. Washington 26' 3PT  (3 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.57,Made,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
49,PT07M15.00S,2022-12-27T03:17:07.5Z,1,REGULAR,3pt,Jump Shot,[],203081,68.01905387647832,79.41176470588235,1610612757,13,10,2022-12-27T03:17:12Z,490000,False,147.0,248.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,28.84,Missed,,,,,,,,,,,,,,,,,,
50,PT07M14.00S,2022-12-27T03:17:08.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,13,10,2022-12-27T03:17:12Z,500000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,
51,PT07M02.00S,2022-12-27T03:17:21.1Z,1,REGULAR,2pt,Jump Shot,[],203486,9.806176084099869,66.66666666666666,1610612766,13,12,2022-12-27T03:17:27Z,510000,False,-83.0,40.0,1,left,M. Plumlee 9' pullup Jump Shot (2 PTS) (T. Rozier 2 AST),"[203486, 1626179]",1610612766.0,CHA,pullup,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,9.23,Made,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,
53,PT06M37.00S,2022-12-27T03:17:46.0Z,1,REGULAR,3pt,Jump Shot,[],203994,91.01511169513797,94.85294117647058,1610612757,16,12,2022-12-27T03:17:50Z,530000,False,224.0,32.0,1,right,J. Nurkic 3PT  (5 PTS) (D. Lillard 5 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,22.66,Made,5.0,D. Lillard,203081.0,5.0,,,,,,,,,,,,,,
55,PT06M26.00S,2022-12-27T03:17:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,25.04927726675427,87.25490196078431,1610612766,16,15,2022-12-27T03:18:01Z,550000,False,-186.0,183.0,1,left,P. Washington 26' 3PT  (6 PTS) (T. Rozier 3 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.11,Made,6.0,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,
57,PT06M13.00S,2022-12-27T03:18:13.9Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,16,15,2022-12-27T03:18:26Z,570000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,1201.0,,,,,,
58,PT06M13.00S,2022-12-27T03:18:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,16,15,2022-12-27T03:18:24Z,580000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,out,[],203924,,,1610612766,16,15,2022-12-27T03:21:07Z,590000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,out,[],1629014,,,1610612766,16,15,2022-12-27T03:21:07Z,600000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,out,[],202330,,,1610612766,16,15,2022-12-27T03:21:07Z,610000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,in,[],1630553,,,1610612766,16,15,2022-12-27T03:21:07Z,620000,False,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,in,[],1630570,,,1610612766,16,15,2022-12-27T03:21:07Z,630000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M13.00S,2022-12-27T03:19:36.2Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,16,15,2022-12-27T03:21:07Z,640000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2022-12-27T03:21:25.9Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,16,15,2022-12-27T03:21:32Z,650000,False,,,0,,K. Oubre Jr. bad pass out-of-bounds TURNOVER (1 TO),[1626162],1610612766.0,CHA,bad pass,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,1662.0,,,,,,
66,PT05M46.00S,2022-12-27T03:21:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,94.95729303547962,49.26470588235294,1610612757,16,15,2022-12-27T03:21:51Z,660000,False,-4.0,-5.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2022-12-27T03:21:46.6Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,16,15,2022-12-27T03:21:51Z,670000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,66.0,2.0,1.0,1.0,,,,,,,
68,PT05M43.00S,2022-12-27T03:21:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,94.40999984741211,50.0,1610612757,16,15,2022-12-27T03:21:46Z,680000,False,0.0,0.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2022-12-27T03:21:48.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,16,15,2022-12-27T03:21:48Z,690000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,
70,PT05M35.00S,2022-12-27T03:21:53.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,7.046649145860711,95.58823529411765,1610612766,16,18,2022-12-27T03:22:12Z,700000,False,-228.0,14.0,1,left,K. Oubre Jr. 3PT running (3 PTS) (T. Rozier 4 AST),"[1626162, 1626179]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.83,Made,3.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,,
72,PT05M15.00S,2022-12-27T03:22:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,94.1688567674113,45.34313725490196,1610612757,18,18,2022-12-27T03:22:20Z,720000,False,-23.0,2.0,1,right,T. Watford cutting Layup (2 PTS) (J. Nurkic 2 AST),"[1630570, 203994]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,,,,
74,PT05M01.00S,2022-12-27T03:22:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,18.084756898817346,56.372549019607845,1610612766,18,20,2022-12-27T03:22:32Z,740000,False,-32.0,117.0,1,left,M. Plumlee 12' Jump Shot (4 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,12.18,Made,4.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
76,PT04M50.00S,2022-12-27T03:22:42.2Z,1,REGULAR,turnover,traveling,[],203994,,,1610612757,18,20,2022-12-27T03:22:53Z,760000,False,,,0,,J. Nurkic traveling TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,1201.0,,,,,,
77,PT04M50.00S,2022-12-27T03:22:44.9Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,18,20,2022-12-27T03:22:49Z,770000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M50.00S,2022-12-27T03:22:44.9Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,18,20,2022-12-27T03:22:49Z,780000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M34.00S,2022-12-27T03:23:27.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,11.777266754270697,36.51960784313725,1610612766,18,20,2022-12-27T03:23:35Z,790000,False,67.0,58.0,1,left,MISS T. Rozier 8' fadeaway bank Shot,[1626179],1610612766.0,CHA,fadeaway bank,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,8.91,Missed,,,,,,,,,,,,,,,,,,
83,PT04M31.00S,2022-12-27T03:23:30.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,18,20,2022-12-27T03:23:35Z,800000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,79.0,3.0,2.0,1.0,,,,,,,
84,PT04M25.00S,2022-12-27T03:23:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630553,93.51182654402102,46.568627450980394,1610612757,20,20,2022-12-27T03:23:44Z,810000,False,-17.0,8.0,1,right,K. Johnson running Layup (2 PTS) (J. Hart 1 AST),"[1630553, 1628404]",1610612757.0,POR,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
