actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
257,PT03M41.00S,2022-10-25T02:58:20.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,27.020367936925098,17.15686274509804,1610612743,40,53,2022-10-25T02:58:26Z,2550000,164.0,201.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
258,PT03M38.00S,2022-10-25T02:58:23.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,40,53,2022-10-25T02:58:26Z,2560000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,
259,PT03M35.00S,2022-10-25T02:58:26.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,93.77463863337714,49.26470588235294,1610612757,42,53,2022-10-25T02:58:32Z,2570000,-4.0,6.0,1,right,J. Grant running DUNK (11 PTS) (J. Hart 1 AST),"[203924, 1628404]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,11.0,,,,J. Hart,1628404.0,1.0,,
261,PT03M17.00S,2022-10-25T02:58:43.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.389618922470433,49.754901960784316,1610612743,42,55,2022-10-25T02:58:48Z,2590000,1.0,8.0,1,left,A. Gordon reverse DUNK (10 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,,10.0,,,,N. Jokic,203999.0,5.0,,
263,PT03M06.00S,2022-10-25T02:59:03.6Z,2,REGULAR,foul,personal,[],203999,,,1610612757,42,55,2022-10-25T02:59:12Z,2610000,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 203081]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,1201.0,2.0,1.0,Lillard,203081.0,,,,,,,,,
265,PT03M06.00S,2022-10-25T02:59:08.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612757,42,55,2022-10-25T02:59:10Z,2630000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M06.00S,2022-10-25T02:59:08.5Z,2,REGULAR,substitution,in,[],1627750,,,1610612757,42,55,2022-10-25T02:59:10Z,2640000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M01.00S,2022-10-25T02:59:27.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203081,91.93495400788436,58.08823529411765,1610612757,44,55,2022-10-25T02:59:48Z,2650000,40.0,23.0,1,right,D. Lillard driving bank Hook (11 PTS) (J. Grant 1 AST),"[203081, 203924]",1610612757.0,POR,driving bank,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,,,,,,,,,,11.0,,,,J. Grant,203924.0,1.0,,
268,PT03M01.00S,2022-10-25T02:59:30.7Z,2,REGULAR,foul,personal,['1freethrow'],203999,,,1610612757,44,55,2022-10-25T02:59:39Z,2660000,,,0,,N. Jokic shooting personal FOUL (3 PF) (Lillard 1 FT),"[203999, 203081]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,3.0,1.0,Lillard,203081.0,,,,,,,,,
270,PT03M01.00S,2022-10-25T02:59:50.0Z,2,REGULAR,substitution,out,[],203999,,,1610612757,44,55,2022-10-25T03:01:46Z,2680000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M01.00S,2022-10-25T02:59:50.0Z,2,REGULAR,substitution,in,[],201599,,,1610612757,44,55,2022-10-25T03:01:46Z,2690000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M01.00S,2022-10-25T03:00:15.0Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,45,55,2022-10-25T03:00:15Z,2700000,,,0,,D. Lillard Free Throw 1 of 1 (12 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
273,PT02M57.00S,2022-10-25T03:00:28.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612743,45,55,2022-10-25T03:00:35Z,2710000,,,0,,D. Lillard shooting personal FOUL (1 PF) (Gordon 2 FT),"[203081, 203932]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
275,PT02M57.00S,2022-10-25T03:00:51.3Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,45,56,2022-10-25T03:00:51Z,2730000,,,0,,A. Gordon Free Throw 1 of 2 (11 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
276,PT02M57.00S,2022-10-25T03:01:08.2Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,45,57,2022-10-25T03:01:08Z,2740000,,,0,,A. Gordon Free Throw 2 of 2 (12 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
277,PT02M46.00S,2022-10-25T03:01:22.1Z,2,REGULAR,3pt,Jump Shot,[],203081,67.7562417871222,27.205882352941174,1610612757,48,57,2022-10-25T03:01:42Z,2750000,-114.0,251.0,1,right,D. Lillard 27' 3PT pullup (15 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.53,Made,,,,,,,,,,15.0,,,,,,,,
278,PT02M25.00S,2022-10-25T03:01:42.4Z,2,REGULAR,3pt,Jump Shot,[],1629008,6.1268068331143235,96.07843137254902,1610612743,48,57,2022-10-25T03:01:49Z,2760000,-230.0,5.0,1,left,MISS M. Porter Jr. step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
279,PT02M21.00S,2022-10-25T03:01:46.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,48,57,2022-10-25T03:18:06Z,2770000,,,0,,J. Nurkic REBOUND (Off:0 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,278.0,6.0,6.0,0.0,,,,,,,,,,,,,,
280,PT02M15.00S,2022-10-25T03:01:54.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203994,93.11760840998686,53.18627450980392,1610612757,50,57,2022-10-25T03:22:04Z,2780000,16.0,12.0,1,right,J. Nurkic cutting Layup (3 PTS) (D. Lillard 2 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,,,,3.0,,,,D. Lillard,203081.0,2.0,,
282,PT02M15.00S,2022-10-25T03:01:56.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629008,,,1610612757,50,57,2022-10-25T03:02:07Z,2800000,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Nurkic 1 FT),"[1629008, 203994]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,2.0,0.0,Nurkic,203994.0,,,,,,,,,
284,PT02M15.00S,2022-10-25T03:02:20.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203994,,,1610612757,51,57,2022-10-25T03:02:20Z,2820000,,,0,,J. Nurkic Free Throw 1 of 1 (4 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
285,PT01M55.00S,2022-10-25T03:02:45.3Z,2,REGULAR,3pt,Jump Shot,[],203932,31.35676741130092,27.205882352941174,1610612743,51,57,2022-10-25T03:02:50Z,2830000,114.0,242.0,1,left,MISS A. Gordon 26' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
286,PT01M51.00S,2022-10-25T03:02:49.3Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,51,57,2022-10-25T03:02:50Z,2840000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT01M51.00S,2022-10-25T03:02:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,6.915243101182654,51.225490196078425,1610612743,51,59,2022-10-25T03:02:58Z,2850000,-6.0,13.0,1,left,M. Porter Jr. putback Layup (12 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,12.0,,,,,,,,
288,PT01M36.00S,2022-10-25T03:03:04.0Z,2,REGULAR,2pt,Jump Shot,[],1628404,89.04402102496715,68.87254901960785,1610612757,51,59,2022-10-25T03:03:11Z,2860000,94.0,50.0,1,right,MISS J. Hart 10' pullup Shot,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,10.71,Missed,,,,,,,,,,,,,,,,,,
289,PT01M34.00S,2022-10-25T03:03:06.0Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,51,59,2022-10-25T03:03:11Z,2870000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,288.0,3.0,3.0,0.0,,,,,,,,,,,,,,
290,PT01M20.00S,2022-10-25T03:03:20.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203932,10.988830486202366,62.254901960784316,1610612743,51,61,2022-10-25T03:03:29Z,2880000,-61.0,51.0,1,left,A. Gordon 7' turnaround Hook (14 PTS),[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,,,,,,14.0,,,,,,,,
291,PT01M09.00S,2022-10-25T03:03:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.03745072273325,47.794117647058826,1610612757,53,61,2022-10-25T03:03:36Z,2890000,-11.0,4.0,1,right,D. Lillard driving Layup (17 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,17.0,,,,,,,,
292,PT00M54.30S,2022-10-25T03:03:48.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612743,53,61,2022-10-25T03:03:55Z,2900000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Jordan 2 FT),"[203994, 201599]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,2.0,0.0,Jordan,201599.0,,,,,,,,,
294,PT00M54.30S,2022-10-25T03:04:20.0Z,2,REGULAR,freethrow,1 of 2,[],201599,,,1610612743,53,61,2022-10-25T03:04:55Z,2920000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
295,PT00M54.30S,2022-10-25T03:04:20.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,53,61,2022-10-25T03:04:55Z,2930000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,
296,PT00M54.30S,2022-10-25T03:04:20.6Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,53,61,2022-10-25T03:04:28Z,2940000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M54.30S,2022-10-25T03:04:20.6Z,2,REGULAR,substitution,out,[],203932,,,1610612743,53,61,2022-10-25T03:04:28Z,2950000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M54.30S,2022-10-25T03:04:20.6Z,2,REGULAR,substitution,in,[],201145,,,1610612743,53,61,2022-10-25T03:04:28Z,2960000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M54.30S,2022-10-25T03:04:20.6Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,53,61,2022-10-25T03:04:28Z,2970000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M54.30S,2022-10-25T03:04:20.0Z,2,REGULAR,freethrow,2 of 2,[],201599,,,1610612743,53,61,2022-10-25T03:04:55Z,2980000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
301,PT00M52.40S,2022-10-25T03:04:21.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,53,61,2022-10-25T03:04:55Z,2990000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,300.0,4.0,4.0,0.0,,,,,,,,,,,,,,
302,PT00M30.40S,2022-10-25T03:05:13.8Z,2,REGULAR,2pt,Jump Shot,[],203081,74.32654402102497,30.88235294117647,1610612757,53,61,2022-10-25T03:05:27Z,3000000,-96.0,189.0,1,right,MISS D. Lillard 21' Jump Shot - blocked,"[203081, 1628971]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,21.16,Missed,,,,,,,,,,,,,,,,,Brown,1628971.0
303,PT00M30.40S,2022-10-25T03:05:13.8Z,2,REGULAR,block,,[],1628971,,,1610612757,53,61,2022-10-25T03:05:15Z,3010000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
304,PT00M28.00S,2022-10-25T03:05:16.2Z,2,REGULAR,rebound,offensive,[],203081,,,1610612757,53,61,2022-10-25T03:05:27Z,3020000,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,302.0,3.0,2.0,1.0,,,,,,,,,,,,,,
305,PT00M27.30S,2022-10-25T03:05:16.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203081,94.03745072273325,47.549019607843135,1610612757,53,61,2022-10-25T03:23:16Z,3030000,-12.0,4.0,1,right,MISS D. Lillard driving floating bank Shot,[203081],1610612757.0,POR,driving floating bank,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.28,Missed,,,,,,,,,,,,,,,,,,
306,PT00M23.60S,2022-10-25T03:05:20.6Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,53,61,2022-10-25T03:05:50Z,3040000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,305.0,2.0,2.0,0.0,,,,,,,,,,,,,,
307,PT00M06.90S,2022-10-25T03:05:42.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612743,53,61,2022-10-25T03:05:47Z,3050000,,,0,,D. Lillard personal FOUL (2 PF) (Murray 2 FT),"[203081, 1627750]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,202056.0,2.0,0.0,Murray,1627750.0,,,,,,,,,
309,PT00M06.90S,2022-10-25T03:06:19.5Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,53,61,2022-10-25T03:06:19Z,3070000,,,0,,MISS J. Murray Free Throw 1 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT00M06.90S,2022-10-25T03:06:19.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,53,61,2022-10-25T03:06:19Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,
312,PT00M06.90S,2022-10-25T03:06:19.5Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,53,61,2022-10-25T03:06:49Z,3090000,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT00M04.70S,2022-10-25T03:06:21.7Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,53,61,2022-10-25T03:06:49Z,3100000,,,0,,D. Lillard REBOUND (Off:1 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,312.0,4.0,3.0,1.0,,,,,,,,,,,,,,
314,PT00M00.00S,2022-10-25T03:06:49.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,93.51182654402102,49.01960784313725,1610612757,55,61,2022-10-25T03:23:27Z,3110000,-5.0,8.0,1,right,D. Lillard running finger roll Layup (19 PTS),[203081],1610612757.0,POR,running finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,19.0,,,,,,,,
316,PT00M00.00S,2022-10-25T03:07:38.6Z,2,REGULAR,period,end,[],0,,,1610612743,55,61,2022-10-25T03:07:38Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,out,['startperiod'],201599,,,1610612743,55,61,2022-10-25T03:21:43Z,3140000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612743,55,61,2022-10-25T03:21:43Z,3150000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612743,55,61,2022-10-25T03:21:43Z,3160000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,55,61,2022-10-25T03:21:43Z,3170000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,55,61,2022-10-25T03:21:43Z,3180000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-10-25T03:20:55.4Z,3,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,55,61,2022-10-25T03:21:43Z,3190000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-10-25T03:22:01.9Z,3,REGULAR,period,start,[],0,,,1610612743,55,61,2022-10-25T03:22:01Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M47.00S,2022-10-25T03:22:14.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,87.86136662286465,94.85294117647058,1610612743,55,61,2022-10-25T03:22:20Z,3210000,224.0,62.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
325,PT11M42.00S,2022-10-25T03:22:19.5Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,55,61,2022-10-25T03:22:20Z,3220000,,,0,,D. Lillard REBOUND (Off:1 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,324.0,5.0,4.0,1.0,,,,,,,,,,,,,,
326,PT11M41.00S,2022-10-25T03:22:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,6.1268068331143235,48.03921568627451,1610612757,57,61,2022-10-25T03:22:35Z,3230000,10.0,5.0,1,left,J. Hart running Layup (2 PTS) (D. Lillard 3 AST),"[1628404, 203081]",1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,,,,2.0,,,,D. Lillard,203081.0,3.0,,
328,PT11M41.00S,2022-10-25T03:22:24.4Z,3,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612757,57,61,2022-10-25T03:22:34Z,3250000,,,0,,J. Murray shooting personal FOUL (1 PF) (Hart 1 FT),"[1627750, 1628404]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
330,PT11M41.00S,2022-10-25T03:22:49.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1628404,,,1610612757,57,61,2022-10-25T03:22:52Z,3270000,,,0,,MISS J. Hart Free Throw 1 of 1,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
331,PT11M38.00S,2022-10-25T03:22:52.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,57,61,2022-10-25T03:22:52Z,3280000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,330.0,6.0,6.0,0.0,,,,,,,,,,,,,,
332,PT11M18.00S,2022-10-25T03:23:10.8Z,3,REGULAR,3pt,Jump Shot,[],1629008,67.49342969776609,75.49019607843137,1610612743,57,64,2022-10-25T03:23:17Z,3290000,127.0,253.0,1,right,M. Porter Jr. 28' 3PT pullup (15 PTS) (K. Caldwell-Pope 5 AST),"[1629008, 203484]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,28.34,Made,,,,,,,,,,15.0,,,,K. Caldwell-Pope,203484.0,5.0,,
334,PT10M52.00S,2022-10-25T03:23:36.9Z,3,REGULAR,3pt,Jump Shot,[],1628404,8.229303547963205,3.431372549019608,1610612757,57,64,2022-10-25T03:23:45Z,3310000,233.0,25.0,1,left,MISS J. Hart 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
335,PT10M49.00S,2022-10-25T03:23:39.9Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612757,57,64,2022-10-25T03:23:45Z,3320000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,334.0,5.0,4.0,1.0,,,,,,,,,,,,,,
336,PT10M46.00S,2022-10-25T03:23:42.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203924,24.26084099868594,86.51960784313727,1610612757,60,64,2022-10-25T03:23:48Z,3330000,-183.0,176.0,1,left,J. Grant 25' 3PT  (14 PTS) (A. Simons 2 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,,14.0,,,,A. Simons,1629014.0,2.0,,
338,PT10M22.00S,2022-10-25T03:24:05.8Z,3,REGULAR,2pt,Jump Shot,[],1629008,94.30026281208936,11.27450980392157,1610612743,60,64,2022-10-25T03:24:12Z,3350000,-194.0,1.0,1,right,MISS M. Porter Jr. 19' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,19.36,Missed,,,,,,,,,,,,,,,,,,
339,PT10M20.00S,2022-10-25T03:24:07.8Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,60,64,2022-10-25T03:24:12Z,3360000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,,,338.0,1.0,1.0,0.0,,,,,,,,,,,,,,
340,PT10M15.00S,2022-10-25T03:24:17.0Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612757,60,64,2022-10-25T03:24:23Z,3370000,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Lillard 2 FT),"[1629008, 203081]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,101284.0,3.0,0.0,Lillard,203081.0,,,,,,,,,
342,PT10M15.00S,2022-10-25T03:24:40.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203081,,,1610612757,61,64,2022-10-25T03:24:40Z,3390000,,,0,,D. Lillard Free Throw 1 of 2 (20 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
343,PT10M15.00S,2022-10-25T03:24:56.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203081,,,1610612757,62,64,2022-10-25T03:24:56Z,3400000,,,0,,D. Lillard Free Throw 2 of 2 (21 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,21.0,,,,,,,,
