actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
35,PT08M12.00S,2022-10-29T02:16:28.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,93.24901445466492,49.50980392156863,1610612757,11,6,2022-10-29T02:16:36Z,350000,-2.0,11.0,1,right,S. Sharpe running DUNK (4 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,4.0,,,,,,,,,,,,,
36,PT07M59.00S,2022-10-29T02:16:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,8.623521681997373,48.77450980392157,1610612745,11,8,2022-10-29T02:25:51Z,360000,6.0,29.0,1,left,K. Porter Jr. driving floating Jump Shot (2 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,2.0,,,,,,,,,,,,,
37,PT07M43.00S,2022-10-29T02:16:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,93.11760840998686,46.568627450980394,1610612757,11,8,2022-10-29T02:26:14Z,370000,-17.0,12.0,1,right,MISS S. Sharpe driving Layup - blocked,"[1631101, 1630578]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,Sengun,1630578.0,,,,
38,PT07M43.00S,2022-10-29T02:16:57.4Z,1,REGULAR,block,,[],1630578,,,1610612757,11,8,2022-10-29T02:16:59Z,380000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT07M43.00S,2022-10-29T02:16:57.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,11,8,2022-10-29T02:17:16Z,390000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT07M37.00S,2022-10-29T02:17:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631095,6.389618922470433,47.549019607843135,1610612745,11,8,2022-10-29T02:18:57Z,400000,12.0,8.0,1,left,MISS J. Smith Jr. alley-oop Layup,[1631095],1610612745.0,HOU,alley-oop,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
41,PT07M36.00S,2022-10-29T02:17:03.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,11,8,2022-10-29T02:17:34Z,410000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT07M29.00S,2022-10-29T02:17:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,90.22667542706965,55.63725490196079,1610612757,11,8,2022-10-29T02:17:41Z,420000,28.0,39.0,1,right,MISS J. Hart running pullup Shot,[1628404],1610612757.0,POR,running pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
43,PT07M28.00S,2022-10-29T02:17:12.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,8,2022-10-29T02:17:12Z,430000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M13.00S,2022-10-29T02:17:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,12.828515111695138,48.77450980392157,1610612745,11,8,2022-10-29T02:19:30Z,440000,6.0,68.0,1,left,MISS K. Porter Jr. 6' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
45,PT07M11.00S,2022-10-29T02:17:29.1Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,8,2022-10-29T02:19:30Z,450000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M10.00S,2022-10-29T02:17:31.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,19.136005256241788,50.245098039215684,1610612745,11,8,2022-10-29T02:19:42Z,460000,-1.0,127.0,1,left,MISS A. Sengun 12' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.74,Missed,,,,,,,,,,,,,,,,,,
47,PT07M07.00S,2022-10-29T02:17:33.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,11,8,2022-10-29T02:17:33Z,470000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT06M57.00S,2022-10-29T02:17:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,70.25295663600527,21.813725490196077,1610612757,11,8,2022-10-29T02:18:11Z,480000,-141.0,227.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
49,PT06M55.00S,2022-10-29T02:17:45.0Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612757,11,8,2022-10-29T02:17:45Z,490000,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT06M42.00S,2022-10-29T02:17:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,93.77463863337714,51.9607843137255,1610612757,13,8,2022-10-29T02:18:24Z,500000,10.0,6.0,1,right,J. Nurkic driving Layup (6 PTS) (J. Grant 2 AST),"[203994, 203924]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,6.0,J. Grant,203924.0,2.0,,,,,,,,,,
52,PT06M25.00S,2022-10-29T02:18:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.652431011826544,46.07843137254902,1610612745,13,8,2022-10-29T02:18:30Z,520000,20.0,10.0,1,left,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
53,PT06M25.00S,2022-10-29T02:18:14.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,8,2022-10-29T02:18:30Z,530000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT06M16.00S,2022-10-29T02:18:23.7Z,1,REGULAR,3pt,Jump Shot,[],203924,89.83245729303549,96.56862745098039,1610612757,13,8,2022-10-29T02:18:36Z,540000,233.0,43.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
55,PT06M14.00S,2022-10-29T02:18:25.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,13,8,2022-10-29T02:19:10Z,550000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT06M14.00S,2022-10-29T02:18:29.5Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,13,8,2022-10-29T02:18:42Z,560000,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,1830.0,,,,,,
57,PT06M14.00S,2022-10-29T02:18:37.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,13,8,2022-10-29T02:18:37Z,570000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M14.00S,2022-10-29T02:20:55.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612757,13,8,2022-10-29T02:21:15Z,580000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M14.00S,2022-10-29T02:20:55.6Z,1,REGULAR,substitution,in,[],1630256,,,1610612757,13,8,2022-10-29T02:21:15Z,590000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2022-10-29T02:21:39.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,70.90998685939553,81.37254901960785,1610612757,16,8,2022-10-29T02:21:43Z,600000,157.0,221.0,1,right,A. Simons 27' 3PT  (6 PTS) (S. Sharpe 1 AST),"[1629014, 1631101]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,27.1,Made,,,,,6.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,
62,PT05M40.00S,2022-10-29T02:22:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.652431011826544,47.30392156862745,1610612745,16,8,2022-10-29T02:22:13Z,620000,13.0,10.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 203994]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,Nurkic,203994.0,,,,
63,PT05M40.00S,2022-10-29T02:22:05.4Z,1,REGULAR,block,,[],203994,,,1610612745,16,8,2022-10-29T02:22:08Z,630000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT05M34.00S,2022-10-29T02:22:11.4Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,16,8,2022-10-29T02:22:13Z,640000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,,
65,PT05M34.00S,2022-10-29T02:22:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.590000152587891,50.0,1610612745,16,10,2022-10-29T02:22:10Z,650000,0.0,0.0,1,left,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
66,PT05M29.00S,2022-10-29T02:22:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.30026281208936,51.225490196078425,1610612757,16,10,2022-10-29T02:22:48Z,660000,6.0,1.0,1,right,MISS J. Hart driving Layup - blocked,"[1628404, 1631095]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,Smith Jr.,1631095.0,,,,
67,PT05M29.00S,2022-10-29T02:22:16.1Z,1,REGULAR,block,,[],1631095,,,1610612757,16,10,2022-10-29T02:22:18Z,670000,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT05M26.00S,2022-10-29T02:22:19.1Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,16,10,2022-10-29T02:24:46Z,680000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT05M24.00S,2022-10-29T02:22:25.4Z,1,REGULAR,turnover,traveling,[],201569,,,1610612745,16,10,2022-10-29T02:22:58Z,690000,,,0,,E. Gordon traveling TURNOVER (1 TO),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,1830.0,,,,,,
70,PT05M24.00S,2022-10-29T02:22:29.5Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,16,10,2022-10-29T02:22:48Z,700000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M24.00S,2022-10-29T02:22:29.5Z,1,REGULAR,substitution,out,[],201569,,,1610612757,16,10,2022-10-29T02:22:48Z,710000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M24.00S,2022-10-29T02:22:29.5Z,1,REGULAR,substitution,in,[],1626159,,,1610612757,16,10,2022-10-29T02:22:48Z,720000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2022-10-29T02:22:29.5Z,1,REGULAR,substitution,in,[],1630231,,,1610612757,16,10,2022-10-29T02:22:48Z,730000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M12.00S,2022-10-29T02:23:00.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626159,80.23981603153744,49.50980392156863,1610612757,16,10,2022-10-29T02:29:53Z,740000,-2.0,133.0,1,right,MISS J. Winslow 13' floating Shot,[1626159],1610612757.0,POR,floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,13.32,Missed,,,,,,,,,,,,,,,,,,
75,PT05M09.00S,2022-10-29T02:23:03.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,10,2022-10-29T02:23:07Z,750000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT04M54.00S,2022-10-29T02:23:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630231,6.258212877792378,3.431372549019608,1610612745,16,13,2022-10-29T02:23:26Z,760000,233.0,6.0,1,left,K. Martin Jr. 3PT  (3 PTS) (J. Tate 1 AST),"[1630231, 1630256]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,3.0,J. Tate,1630256.0,1.0,,,,,,,,,,
78,PT04M35.00S,2022-10-29T02:23:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,91.27792378449409,46.568627450980394,1610612757,18,13,2022-10-29T02:23:43Z,780000,-17.0,29.0,1,right,J. Nurkic floating Jump Shot (8 PTS),[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,8.0,,,,,,,,,,,,,
80,PT04M24.00S,2022-10-29T02:23:53.3Z,1,REGULAR,substitution,out,[],203994,,,1610612745,18,13,2022-10-29T02:23:57Z,800000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M24.00S,2022-10-29T02:23:53.3Z,1,REGULAR,substitution,in,[],1629234,,,1610612745,18,13,2022-10-29T02:23:57Z,810000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M09.00S,2022-10-29T02:24:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,23.340998685939553,92.64705882352942,1610612745,18,13,2022-10-29T02:24:25Z,820000,-213.0,167.0,1,left,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
