actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M13.00S,2022-12-05T02:13:16.0Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,5,5,2022-12-05T02:13:20Z,220000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,
23,PT10M08.00S,2022-12-05T02:13:20.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,92.06636005256242,2.696078431372549,1610612757,5,5,2022-12-05T02:13:27Z,230000,False,-237.0,22.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2022-12-05T02:13:22.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,5,5,2022-12-05T02:13:27Z,240000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,
25,PT09M55.00S,2022-12-05T02:13:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.389618922470433,48.03921568627451,1610612754,5,7,2022-12-05T02:13:37Z,250000,False,10.0,8.0,1,left,J. Smith Layup (4 PTS) (M. Turner 1 AST),"[1630188, 1626167]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.24,Made,4.0,M. Turner,1626167.0,1.0,,,,,,,,,,,,,,
27,PT09M37.00S,2022-12-05T02:13:54.4Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612757,5,7,2022-12-05T02:14:01Z,270000,False,,,0,,J. Hart step out-of-bounds TURNOVER (1 TO),[1628404],1610612757.0,POR,step,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1626300.0,1.0,,,,,,
28,PT09M29.00S,2022-12-05T02:14:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629614,6.521024967148489,47.549019607843135,1610612754,5,9,2022-12-05T02:14:21Z,280000,False,12.0,9.0,1,left,A. Nembhard driving Layup (2 PTS),[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.51,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M13.00S,2022-12-05T02:14:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,92.72339027595268,48.529411764705884,1610612757,5,9,2022-12-05T02:14:37Z,290000,False,-7.0,16.0,1,right,MISS J. Grant driving floating Shot - blocked,"[203924, 1627741]",1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,Hield,1627741.0,,,,,,,,,,,,
30,PT09M13.00S,2022-12-05T02:14:30.7Z,1,REGULAR,block,,[],1627741,,,1610612757,5,9,2022-12-05T02:14:32Z,300000,False,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2022-12-05T02:14:36.7Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,5,9,2022-12-05T02:14:37Z,310000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,
32,PT09M07.00S,2022-12-05T02:14:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,7,9,2022-12-05T02:14:36Z,320000,False,0.0,0.0,1,right,J. Nurkic putback Layup (4 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-12-05T02:14:51.7Z,1,REGULAR,turnover,bad pass,[],1630174,,,1610612754,7,9,2022-12-05T02:15:02Z,330000,False,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 203994]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,
34,PT08M52.00S,2022-12-05T02:14:51.7Z,1,REGULAR,steal,,[],203994,,,1610612757,7,9,2022-12-05T02:14:53Z,340000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
35,PT08M52.00S,2022-12-05T02:14:54.7Z,1,REGULAR,foul,personal,[],1630174,,,1610612757,7,9,2022-12-05T02:15:06Z,350000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 203994]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2715.0,,,,1.0,0.0,Nurkic,203994.0
37,PT08M41.00S,2022-12-05T02:15:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,93.51182654402102,51.470588235294116,1610612757,9,9,2022-12-05T02:15:30Z,370000,False,7.0,8.0,1,right,D. Lillard cutting Layup (5 PTS) (J. Nurkic 1 AST),"[203081, 203994]",1610612757.0,POR,cutting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.13,Made,5.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
39,PT08M30.00S,2022-12-05T02:15:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630174,27.54599211563732,19.607843137254903,1610612754,9,9,2022-12-05T02:15:41Z,390000,False,152.0,206.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
40,PT08M26.00S,2022-12-05T02:15:40.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,9,9,2022-12-05T02:15:41Z,400000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT08M09.00S,2022-12-05T02:16:32.1Z,1,REGULAR,jumpball,recovered,[],1627741,,,1610612757,9,9,2022-12-05T02:19:39Z,410000,False,,,0,,Jump Ball A. Nesmith vs. D. Lillard: Tip to B. Hield,"[1627741, 1630174, 203081]",1610612754.0,IND,heldball,B. Hield,1627741.0,Hield,B. Hield,Nesmith,1630174.0,Lillard,203081.0,,,,,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2022-12-05T02:16:32.1Z,1,REGULAR,turnover,lost ball,[],203081,,,1610612757,9,9,2022-12-05T02:16:32Z,440000,False,,,0,,D. Lillard lost ball TURNOVER (1 TO),"[203081, 1630174]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0,,,,
45,PT08M09.00S,2022-12-05T02:16:32.1Z,1,REGULAR,steal,,[],1630174,,,1610612754,9,9,2022-12-05T02:16:32Z,450000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M09.00S,2022-12-05T02:16:32.8Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,9,9,2022-12-05T02:16:45Z,460000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1629014]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1.0,Simons,1629014.0,,,,
47,PT08M09.00S,2022-12-05T02:16:32.8Z,1,REGULAR,steal,,[],1629014,,,1610612757,9,9,2022-12-05T02:16:34Z,470000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2022-12-05T02:16:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,94.30026281208936,53.92156862745098,1610612757,9,9,2022-12-05T02:17:04Z,480000,False,20.0,1.0,1,right,MISS J. Nurkic Layup - blocked,"[203994, 1630188]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,Smith,1630188.0,,,,,,,,,,,,
49,PT08M06.00S,2022-12-05T02:16:36.0Z,1,REGULAR,block,,[],1630188,,,1610612757,9,9,2022-12-05T02:16:39Z,490000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M06.00S,2022-12-05T02:16:36.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,9,9,2022-12-05T02:17:04Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,,,,,,,,,,,
52,PT08M00.00S,2022-12-05T02:17:41.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203924,68.15045992115637,29.901960784313726,1610612757,9,9,2022-12-05T02:17:45Z,520000,False,-100.0,247.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2022-12-05T02:17:46.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,9,9,2022-12-05T02:17:45Z,530000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,
54,PT07M51.00S,2022-12-05T02:17:49.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,23.603810775295663,89.95098039215686,1610612754,9,12,2022-12-05T02:17:57Z,540000,False,-200.0,169.0,1,left,M. Turner 26' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.19,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
56,PT07M35.00S,2022-12-05T02:18:05.0Z,1,REGULAR,3pt,Jump Shot,[],203994,70.12155059132719,72.54901960784314,1610612757,9,12,2022-12-05T02:18:08Z,560000,False,113.0,228.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2022-12-05T02:18:07.0Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,9,12,2022-12-05T02:18:08Z,570000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,
58,PT07M24.00S,2022-12-05T02:18:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,30.436925098554536,26.225490196078432,1610612754,9,12,2022-12-05T02:18:20Z,580000,False,119.0,234.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2022-12-05T02:18:20.1Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,9,12,2022-12-05T02:18:20Z,590000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,58.0,3.0,2.0,1.0,,,,,,,,
60,PT07M18.00S,2022-12-05T02:18:21.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,32.53942181340342,28.921568627450984,1610612754,9,15,2022-12-05T02:18:30Z,600000,False,105.0,253.0,1,left,B. Hield 27' 3PT  (6 PTS) (A. Nembhard 2 AST),"[1627741, 1629614]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,27.44,Made,6.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,,
62,PT07M18.00S,2022-12-05T02:18:26.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,15,2022-12-05T02:18:26Z,620000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M18.00S,2022-12-05T02:20:46.9Z,1,REGULAR,substitution,out,[],203994,,,1610612757,9,15,2022-12-05T02:21:13Z,630000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M18.00S,2022-12-05T02:20:46.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,9,15,2022-12-05T02:21:13Z,640000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M18.00S,2022-12-05T02:20:46.9Z,1,REGULAR,substitution,in,[],1626159,,,1610612757,9,15,2022-12-05T02:21:13Z,650000,False,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M18.00S,2022-12-05T02:20:46.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,9,15,2022-12-05T02:21:13Z,660000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M06.00S,2022-12-05T02:21:36.9Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,9,15,2022-12-05T02:21:41Z,670000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1629614]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Nembhard,1629614.0,,,,
68,PT07M06.00S,2022-12-05T02:21:36.9Z,1,REGULAR,steal,,[],1629614,,,1610612754,9,15,2022-12-05T02:21:38Z,680000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT07M04.00S,2022-12-05T02:21:42.0Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612754,9,15,2022-12-05T02:21:48Z,690000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Nesmith 2 FT),"[203081, 1630174]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2715.0,,,,1.0,0.0,Nesmith,1630174.0
71,PT07M04.00S,2022-12-05T02:22:05.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630174,,,1610612754,9,16,2022-12-05T02:22:05Z,710000,False,,,0,,A. Nesmith Free Throw 1 of 2 (1 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
72,PT07M04.00S,2022-12-05T02:22:06.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,9,16,2022-12-05T02:22:13Z,720000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M04.00S,2022-12-05T02:22:06.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,9,16,2022-12-05T02:22:13Z,730000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M04.00S,2022-12-05T02:22:06.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,9,16,2022-12-05T02:22:13Z,740000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M04.00S,2022-12-05T02:22:06.2Z,1,REGULAR,substitution,in,[],1630543,,,1610612754,9,16,2022-12-05T02:22:13Z,750000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M04.00S,2022-12-05T02:22:24.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630174,,,1610612754,9,17,2022-12-05T02:22:24Z,760000,False,,,0,,A. Nesmith Free Throw 2 of 2 (2 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
77,PT06M44.00S,2022-12-05T02:22:46.9Z,1,REGULAR,2pt,Jump Shot,[],1628404,75.3777923784494,42.8921568627451,1610612757,9,17,2022-12-05T02:22:53Z,770000,False,-36.0,179.0,1,right,MISS J. Hart 18' pullup Shot - blocked,"[1628404, 1630543]",1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,18.24,Missed,,,,,Jackson,1630543.0,,,,,,,,,,,,
78,PT06M44.00S,2022-12-05T02:22:46.9Z,1,REGULAR,block,,[],1630543,,,1610612757,9,17,2022-12-05T02:22:49Z,780000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M41.00S,2022-12-05T02:22:49.9Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,9,17,2022-12-05T02:22:53Z,790000,False,,,0,,J. Winslow REBOUND (Off:1 Def:0),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Center,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,
80,PT06M40.00S,2022-12-05T02:22:51.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626159,75.77201051248358,25.735294117647058,1610612757,9,17,2022-12-05T02:22:57Z,800000,False,-121.0,175.0,1,right,MISS J. Winslow 21' pullup Shot,[1626159],1610612757.0,POR,pullup,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Left Center,21.31,Missed,,,,,,,,,,,,,,,,,,
81,PT06M40.00S,2022-12-05T02:22:51.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,9,17,2022-12-05T02:22:57Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,80.0,,,,,,,,,,,
83,PT06M24.00S,2022-12-05T02:23:16.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630543,7.178055190538765,43.38235294117647,1610612754,9,17,2022-12-05T02:23:21Z,830000,False,33.0,15.0,1,left,MISS I. Jackson turnaround Hook - blocked,"[1630543, 1629234]",1610612754.0,IND,turnaround,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,Eubanks,1629234.0,,,,,,,,,,,,
84,PT06M24.00S,2022-12-05T02:23:16.3Z,1,REGULAR,block,,[],1629234,,,1610612754,9,17,2022-12-05T02:23:18Z,840000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT06M22.00S,2022-12-05T02:23:18.3Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,9,17,2022-12-05T02:23:21Z,850000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
