actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
265,PT05M05.00S,2026-03-26T23:58:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628370,67.7562417871222,65.19607843137256,1610612758,51,49,2026-03-26T23:58:48Z,2620000,False,76.0,251.0,1,right,MISS M. Monk 26' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,26.19,Missed,,,,,,,,,,,,,,,,
266,PT05M03.00S,2026-03-26T23:58:26.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,51,49,2026-03-26T23:58:48Z,2630000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,265.0,,,,,,,,,,,,,
268,PT05M01.00S,2026-03-26T23:58:40.5Z,2,REGULAR,turnover,double dribble,[],1628975,,,1610612753,51,49,2026-03-27T00:00:51Z,2650000,False,,,0,,J. Carter double dribble TURNOVER (1 TO),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,,
269,PT05M01.00S,2026-03-26T23:58:50.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,51,49,2026-03-26T23:59:32Z,2660000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
270,PT05M01.00S,2026-03-26T23:59:01.9Z,2,REGULAR,substitution,out,[],1641724,,,1610612758,51,49,2026-03-26T23:59:06Z,2670000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M01.00S,2026-03-26T23:59:01.9Z,2,REGULAR,substitution,in,[],1630217,,,1610612758,51,49,2026-03-26T23:59:06Z,2680000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M54.00S,2026-03-26T23:59:18.8Z,2,REGULAR,turnover,out-of-bounds,[],1642875,,,1610612758,51,49,2026-03-27T00:00:11Z,2690000,False,,,0,,M. Raynaud bad pass out-of-bounds TURNOVER (1 TO),[1642875],1610612758.0,SAC,bad pass,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,1193.0,1.0,,,,,,,,,,,,,,,,,,
273,PT04M38.00S,2026-03-26T23:59:41.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628975,7.835085413929041,55.88235294117647,1610612753,51,49,2026-03-27T00:01:35Z,2700000,False,-29.0,21.0,1,left,MISS J. Carter pullup Shot,[1628975],1610612753.0,ORL,pullup,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,3.62,Missed,,,,,,,,,,,,,,,,
274,PT04M36.00S,2026-03-26T23:59:43.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,51,49,2026-03-27T00:01:35Z,2710000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,273.0,4.0,2.0,2.0,,,,,,,,,,
275,PT04M16.00S,2026-03-26T23:59:59.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,91.01511169513797,49.01960784313725,1610612758,51,51,2026-03-27T00:00:32Z,2720000,False,-5.0,32.0,1,right,P. Achiuwa DUNK (8 PTS) (D. DeRozan 4 AST),"[1630173, 201942]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,3.24,Made,,,,,,,8.0,D. DeRozan,201942.0,4.0,,,,,,
277,PT04M07.00S,2026-03-27T00:00:11.9Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612753,51,51,2026-03-27T00:00:37Z,2740000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[201942, 1628976]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,
279,PT04M07.00S,2026-03-27T00:00:38.2Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,52,51,2026-03-27T00:01:02Z,2760000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (6 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
280,PT04M07.00S,2026-03-27T00:00:38.2Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,52,51,2026-03-27T00:01:02Z,2770000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
281,PT04M06.00S,2026-03-27T00:00:39.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,52,51,2026-03-27T00:02:31Z,2780000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,280.0,3.0,3.0,0.0,,,,,,,,,,
282,PT03M50.00S,2026-03-27T00:01:12.6Z,2,REGULAR,3pt,Jump Shot,[],1631342,68.9388961892247,69.11764705882352,1610612758,52,51,2026-03-27T00:01:20Z,2790000,False,96.0,239.0,1,right,MISS D. Plowden 25' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,25.79,Missed,,,,,,,,,,,,,,,,
283,PT03M48.00S,2026-03-27T00:01:17.7Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612758,52,51,2026-03-27T00:01:17Z,2800000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,282.0,5.0,2.0,3.0,,,,,,,,,,
284,PT03M48.00S,2026-03-27T00:01:18.3Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612758,52,51,2026-03-27T00:01:26Z,2810000,False,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (2 TO),[1630173],1610612758.0,SAC,lost ball,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,1148.0,2.0,,,,,,,,,,,,,,,,,,
285,PT03M33.00S,2026-03-27T00:01:35.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,20.71287779237845,17.647058823529413,1610612753,54,51,2026-03-27T00:03:12Z,2820000,False,162.0,142.0,1,left,P. Banchero 21' pullup Jump Shot (14 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,21.54,Made,,,,,,,14.0,,,,,,,,,
286,PT03M19.00S,2026-03-27T00:01:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,89.56964520367937,48.28431372549019,1610612758,54,51,2026-03-27T00:03:41Z,2830000,False,-9.0,46.0,1,right,MISS P. Achiuwa driving finger roll Layup,[1630173],1610612758.0,SAC,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,4.63,Missed,,,,,,,,,,,,,,,,
287,PT03M18.00S,2026-03-27T00:01:52.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,54,51,2026-03-27T00:03:41Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,286.0,,,,,,,,,,,,,
289,PT03M13.00S,2026-03-27T00:02:13.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,93.11760840998686,20.098039215686274,1610612758,54,53,2026-03-27T00:04:00Z,2860000,False,-150.0,12.0,1,right,D. DeRozan 15' pullup Jump Shot (17 PTS) (M. Monk 3 AST),"[201942, 1628370]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,15.0,Made,,,,,,,17.0,M. Monk,1628370.0,3.0,,,,,,
291,PT03M00.00S,2026-03-27T00:02:30.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642875,,,1610612753,54,53,2026-03-27T00:02:44Z,2880000,False,,,0,,M. Raynaud shooting personal FOUL (2 PF) (Banchero 2 FT),"[1642875, 1631094]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,203592.0,,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0,,
293,PT03M00.00S,2026-03-27T00:02:59.4Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,55,53,2026-03-27T00:02:59Z,2900000,False,,,0,,P. Banchero Free Throw 1 of 2 (15 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,
294,PT03M00.00S,2026-03-27T00:02:59.4Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,55,53,2026-03-27T00:03:17Z,2910000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
295,PT02M57.00S,2026-03-27T00:03:02.4Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,55,53,2026-03-27T00:03:17Z,2920000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,294.0,5.0,4.0,1.0,,,,,,,,,,
296,PT02M38.00S,2026-03-27T00:03:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,91.80354796320631,39.950980392156865,1610612758,55,55,2026-03-27T00:03:39Z,2930000,False,-50.0,25.0,1,right,M. Raynaud Layup (8 PTS) (D. DeRozan 5 AST),"[1642875, 201942]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,5.59,Made,,,,,,,8.0,D. DeRozan,201942.0,5.0,,,,,,
298,PT02M19.00S,2026-03-27T00:03:56.0Z,2,REGULAR,3pt,Jump Shot,[],1628975,31.61957950065703,27.205882352941174,1610612753,58,55,2026-03-27T00:05:20Z,2950000,False,114.0,245.0,1,left,J. Carter 27' 3PT  (5 PTS) (D. Bane 4 AST),"[1628975, 1630217]",1610612753.0,ORL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,27.0,Made,,,,,,,5.0,D. Bane,1630217.0,4.0,,,,,,
300,PT02M08.00S,2026-03-27T00:04:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.11760840998686,49.01960784313725,1610612758,58,55,2026-03-27T00:06:15Z,2970000,False,-5.0,12.0,1,right,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,1.31,Missed,,,,,,,,,,,,,,,,
301,PT02M06.00S,2026-03-27T00:04:09.2Z,2,REGULAR,rebound,offensive,[],1628370,,,1610612758,58,55,2026-03-27T00:06:10Z,2980000,False,,,0,,M. Monk REBOUND (Off:1 Def:0),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,300.0,1.0,0.0,1.0,,,,,,,,,,
302,PT01M57.00S,2026-03-27T00:04:15.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,70.25295663600527,82.59803921568627,1610612758,58,55,2026-03-27T00:06:38Z,2990000,False,163.0,227.0,1,right,MISS M. Monk 27' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,27.95,Missed,,,,,,,,,,,,,,,,
303,PT01M55.00S,2026-03-27T00:04:17.4Z,2,REGULAR,rebound,offensive,[],1631342,,,1610612758,58,55,2026-03-27T00:05:11Z,3000000,False,,,0,,D. Plowden REBOUND (Off:1 Def:1),[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,,,,,302.0,2.0,1.0,1.0,,,,,,,,,,
304,PT01M43.00S,2026-03-27T00:04:31.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,69.07030223390277,25.735294117647058,1610612758,58,55,2026-03-27T00:04:36Z,3010000,False,-121.0,238.0,1,right,MISS P. Achiuwa 26' 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,26.73,Missed,,,,,,,,,,,,,,,,
305,PT01M39.00S,2026-03-27T00:04:34.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,58,55,2026-03-27T00:04:34Z,3020000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,304.0,7.0,7.0,0.0,,,,,,,,,,
306,PT01M30.00S,2026-03-27T00:04:45.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631342,,,1610612753,58,55,2026-03-27T00:05:08Z,3030000,False,,,0,,D. Plowden shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1631342, 1628976]",1610612758.0,SAC,shooting,,,Plowden,D. Plowden,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,,,,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0,,
308,PT01M30.00S,2026-03-27T00:05:12.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,58,55,2026-03-27T00:05:12Z,3050000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M30.00S,2026-03-27T00:05:18.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612753,58,55,2026-03-27T00:07:43Z,3060000,False,,,0,,SUB out: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M30.00S,2026-03-27T00:05:18.3Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,58,55,2026-03-27T00:07:43Z,3070000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M30.00S,2026-03-27T00:08:02.0Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,59,55,2026-03-27T00:08:02Z,3080000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
312,PT01M30.00S,2026-03-27T00:08:20.3Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,60,55,2026-03-27T00:08:20Z,3090000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
313,PT01M15.00S,2026-03-27T00:08:39.2Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612758,60,55,2026-03-27T00:08:49Z,3100000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630217, 201942]",1610612753.0,ORL,shooting,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left,1193.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
315,PT01M15.00S,2026-03-27T00:09:10.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,60,56,2026-03-27T00:09:10Z,3120000,False,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,
316,PT01M15.00S,2026-03-27T00:09:27.2Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,60,57,2026-03-27T00:09:27Z,3130000,False,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,
317,PT01M03.00S,2026-03-27T00:09:42.7Z,2,REGULAR,3pt,Jump Shot,[],1630591,34.37910643889619,66.17647058823529,1610612753,60,57,2026-03-27T00:10:13Z,3140000,False,-81.0,271.0,1,left,MISS J. Suggs 28' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,28.25,Missed,,,,,,,,,,,,,,,,
318,PT01M00.00S,2026-03-27T00:09:45.7Z,2,REGULAR,rebound,offensive,[],1630591,,,1610612753,60,57,2026-03-27T00:10:13Z,3150000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,317.0,1.0,0.0,1.0,,,,,,,,,,
319,PT00M52.30S,2026-03-27T00:09:50.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,28.728646517739815,22.794117647058822,1610612753,63,57,2026-03-27T00:09:54Z,3160000,False,136.0,218.0,1,left,P. Banchero 25' 3PT  (18 PTS) (J. Suggs 3 AST),"[1631094, 1630591]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,25.65,Made,,,,,,,18.0,J. Suggs,1630591.0,3.0,,,,,,
321,PT00M39.40S,2026-03-27T00:10:07.0Z,2,REGULAR,2pt,Jump Shot,[],201942,79.71419185282524,28.921568627450984,1610612758,63,59,2026-03-27T00:10:12Z,3180000,False,-105.0,138.0,1,right,D. DeRozan 17' turnaround Jump Shot (21 PTS) (M. Raynaud 3 AST),"[201942, 1642875]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,17.38,Made,,,,,,,21.0,M. Raynaud,1642875.0,3.0,,,,,,
323,PT00M34.90S,2026-03-27T00:10:15.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631342,,,1610612753,63,59,2026-03-27T00:10:28Z,3200000,False,,,0,,D. Plowden shooting personal FOUL (3 PF) (da Silva 2 FT),"[1631342, 1641783]",1610612758.0,SAC,shooting,,,Plowden,D. Plowden,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,,,3.0,0.0,da Silva,1641783.0,,
325,PT00M34.90S,2026-03-27T00:10:49.3Z,2,REGULAR,freethrow,1 of 2,[],1641783,,,1610612753,64,59,2026-03-27T00:10:49Z,3220000,False,,,0,,T. da Silva Free Throw 1 of 2 (10 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,Made,,,,,,,10.0,,,,,,,,,
326,PT00M34.90S,2026-03-27T00:10:50.2Z,2,REGULAR,substitution,out,[],1631342,,,1610612753,64,59,2026-03-27T00:11:02Z,3230000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M34.90S,2026-03-27T00:10:50.2Z,2,REGULAR,substitution,in,[],1642269,,,1610612753,64,59,2026-03-27T00:11:02Z,3240000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M34.90S,2026-03-27T00:11:09.5Z,2,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,65,59,2026-03-27T00:11:09Z,3250000,False,,,0,,T. da Silva Free Throw 2 of 2 (11 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
329,PT00M11.00S,2026-03-27T00:11:38.5Z,2,REGULAR,3pt,Jump Shot,[],1628370,70.51576872536137,19.11764705882353,1610612758,65,59,2026-03-27T00:12:04Z,3260000,False,-154.0,225.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,27.26,Missed,,,,,,,,,,,,,,,,
330,PT00M09.40S,2026-03-27T00:11:40.1Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,65,59,2026-03-27T00:12:04Z,3270000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,329.0,8.0,8.0,0.0,,,,,,,,,,
331,PT00M02.00S,2026-03-27T00:11:46.8Z,2,REGULAR,3pt,Jump Shot,[],1628976,27.283180026281208,84.55882352941177,1610612753,65,59,2026-03-27T00:13:04Z,3272500,False,-173.0,204.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,26.73,Missed,,,,,,,,,,,,,,,,
332,PT00M01.60S,2026-03-27T00:11:47.2Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,65,59,2026-03-27T00:13:04Z,3273750,False,,,0,,P. Banchero REBOUND (Off:2 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,331.0,5.0,3.0,2.0,,,,,,,,,,
333,PT00M01.00S,2026-03-27T00:11:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.590000152587891,50.0,1610612753,65,59,2026-03-27T00:13:04Z,3275000,False,0.0,0.0,1,left,MISS P. Banchero tip Layup,[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
334,PT00M00.80S,2026-03-27T00:11:57.6Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,65,59,2026-03-27T00:12:50Z,3277500,False,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,333.0,4.0,4.0,0.0,,,,,,,,,,
335,PT00M00.00S,2026-03-27T00:12:15.6Z,2,REGULAR,period,end,[],0,,,1610612758,65,59,2026-03-27T00:13:04Z,3320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-03-27T00:27:13.5Z,3,REGULAR,period,start,[],0,,,1610612758,65,59,2026-03-27T00:27:13Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M46.00S,2026-03-27T00:27:28.6Z,3,REGULAR,2pt,Jump Shot,[],201942,26.62614980289093,34.80392156862745,1610612758,65,59,2026-03-27T00:27:55Z,3340000,False,76.0,198.0,1,left,MISS D. DeRozan 21' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,21.19,Missed,,,,,,,,,,,,,,,,
338,PT11M44.00S,2026-03-27T00:27:30.6Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,65,59,2026-03-27T00:27:55Z,3350000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,337.0,2.0,1.0,1.0,,,,,,,,,,
339,PT11M34.00S,2026-03-27T00:27:41.6Z,3,REGULAR,foul,personal,[],201942,,,1610612753,65,59,2026-03-27T00:27:55Z,3360000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1631094]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0,,
341,PT11M29.00S,2026-03-27T00:28:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,94.03745072273325,56.372549019607845,1610612753,67,59,2026-03-27T00:28:08Z,3380000,False,32.0,4.0,1,right,D. Bane cutting Layup (7 PTS) (P. Banchero 3 AST),"[1630217, 1631094]",1610612753.0,ORL,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,3.21,Made,,,,,,,7.0,P. Banchero,1631094.0,3.0,,,,,,
343,PT11M08.00S,2026-03-27T00:28:28.1Z,3,REGULAR,2pt,Jump Shot,[],201942,15.193823915900131,78.43137254901961,1610612758,67,59,2026-03-27T00:29:19Z,3400000,False,-142.0,90.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,,,16.84,Missed,,,,,,,,,,,,,,,,
344,PT11M05.00S,2026-03-27T00:28:31.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,67,59,2026-03-27T00:29:19Z,3410000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:9),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left,,,,,,,343.0,9.0,9.0,0.0,,,,,,,,,,
345,PT10M52.00S,2026-03-27T00:28:40.9Z,3,REGULAR,3pt,Jump Shot,[],1630217,90.22667542706965,94.6078431372549,1610612753,70,59,2026-03-27T00:28:46Z,3420000,False,223.0,39.0,1,right,D. Bane 3PT  (10 PTS) (P. Banchero 4 AST),"[1630217, 1631094]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,,,22.65,Made,,,,,,,10.0,P. Banchero,1631094.0,4.0,,,,,,
347,PT10M34.00S,2026-03-27T00:28:58.0Z,3,REGULAR,3pt,Jump Shot,[],1642269,33.196452036793694,56.127450980392155,1610612758,70,59,2026-03-27T00:29:03Z,3440000,False,-31.0,260.0,1,left,MISS D. Carter 26' 3PT,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Center,,,26.13,Missed,,,,,,,,,,,,,,,,
348,PT10M31.00S,2026-03-27T00:29:01.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,70,59,2026-03-27T00:29:03Z,3450000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:10),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,347.0,10.0,10.0,0.0,,,,,,,,,,
349,PT10M14.00S,2026-03-27T00:29:17.9Z,3,REGULAR,turnover,bad pass,[],1641783,,,1610612753,70,59,2026-03-27T00:29:24Z,3460000,False,,,0,,T. da Silva bad pass TURNOVER (2 TO),"[1641783, 1642269]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,,,,,Carter,1642269.0
