actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M48.00S,2026-02-10T00:44:05.2Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612749,0,0,2026-02-10T00:44:14Z,150000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Turner 2 FT),"[1631094, 1626167]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Turner,1626167.0,,,,,,
17,PT10M48.00S,2026-02-10T00:44:30.0Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,0,0,2026-02-10T00:44:48Z,170000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2026-02-10T00:44:30.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,0,0,2026-02-10T00:44:48Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
19,PT10M48.00S,2026-02-10T00:44:30.0Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,0,0,2026-02-10T00:44:48Z,190000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M46.00S,2026-02-10T00:44:32.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,0,2026-02-10T00:44:48Z,200000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M31.00S,2026-02-10T00:45:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,10.463206307490145,51.71568627450981,1610612753,0,0,2026-02-10T00:45:09Z,210000,False,-9.0,46.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 1626167]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,Turner,1626167.0,,,,
22,PT10M31.00S,2026-02-10T00:45:01.9Z,1,REGULAR,block,,[],1626167,,,1610612753,0,0,2026-02-10T00:45:38Z,220000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M28.00S,2026-02-10T00:45:04.9Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,0,0,2026-02-10T00:45:09Z,230000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M26.00S,2026-02-10T00:45:07.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,73.01248357424441,15.196078431372548,1610612749,0,3,2026-02-10T00:45:16Z,240000,False,-174.0,201.0,1,right,A. Green 26' 3PT running (3 PTS) (K. Porter Jr. 1 AST),"[1631260, 1629645]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.6,Made,,,,,,,,,,,,,,,3.0,K. Porter Jr.,1629645.0,1.0
26,PT10M13.00S,2026-02-10T00:45:25.8Z,1,REGULAR,foul,technical,['1freethrow'],1631157,,,1610612753,0,3,2026-02-10T00:45:40Z,260000,False,,,0,,R. Rollins defensive-3-second technical FOUL (1 Tech),[1631157],1610612749.0,MIL,defensive-3-second,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,1628951.0,0.0,1.0,,,,,,,,
27,PT10M13.00S,2026-02-10T00:45:41.8Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612753,1,3,2026-02-10T00:45:41Z,270000,False,,,0,,D. Bane technical Free Throw 1 of 1 (1 PTS),[1630217],1610612753.0,ORL,technical,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
28,PT10M11.00S,2026-02-10T00:45:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.521024967148489,46.32352941176471,1610612753,3,3,2026-02-10T00:46:03Z,280000,False,18.0,9.0,1,left,D. Bane cutting Layup (3 PTS) (J. Suggs 1 AST),"[1630217, 1630591]",1610612753.0,ORL,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,,,,,,,,3.0,J. Suggs,1630591.0,1.0
30,PT09M45.00S,2026-02-10T00:46:21.7Z,1,REGULAR,2pt,Jump Shot,[],1629645,77.7431011826544,65.68627450980392,1610612749,3,5,2026-02-10T00:46:29Z,300000,False,78.0,157.0,1,right,K. Porter Jr. 17' pullup Jump Shot (2 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,17.52,Made,,,,,,,,,,,,,,,2.0,,,
31,PT09M38.00S,2026-02-10T00:46:31.5Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,3,5,2026-02-10T00:46:37Z,310000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (1 TO),[1630217],1610612753.0,ORL,lost ball,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,1627963.0,,,,,,,,,,
32,PT09M22.00S,2026-02-10T00:46:53.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,75.3777923784494,86.76470588235294,1610612749,3,5,2026-02-10T00:46:58Z,320000,False,184.0,179.0,1,right,MISS A. Green 25' step back 3PT,[1631260],1610612749.0,MIL,step back,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2026-02-10T00:46:57.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,5,2026-02-10T00:46:58Z,330000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M12.00S,2026-02-10T00:47:04.3Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612753,3,5,2026-02-10T00:47:14Z,340000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Black 2 FT),"[1631157, 1641710]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,1.0,1.0,Black,1641710.0,,,,,,
36,PT09M12.00S,2026-02-10T00:47:32.1Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,3,5,2026-02-10T00:47:32Z,360000,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2026-02-10T00:47:32.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,3,5,2026-02-10T00:47:32Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2026-02-10T00:47:46.7Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,4,5,2026-02-10T00:47:46Z,380000,False,,,0,,A. Black Free Throw 2 of 2 (1 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
39,PT09M02.00S,2026-02-10T00:47:57.2Z,1,REGULAR,turnover,lost ball,[],1631157,,,1610612749,4,5,2026-02-10T00:48:02Z,390000,False,,,0,,R. Rollins lost ball TURNOVER (2 TO),"[1631157, 1630591]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Suggs,1630591.0,,,,,,,,,,,
40,PT09M02.00S,2026-02-10T00:47:57.2Z,1,REGULAR,steal,,[],1630591,,,1610612753,4,5,2026-02-10T00:47:59Z,400000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
41,PT08M58.00S,2026-02-10T00:48:01.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630591,6.915243101182654,53.431372549019606,1610612753,6,5,2026-02-10T00:48:34Z,410000,False,-17.0,13.0,1,left,J. Suggs running finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,,,,,,,,,2.0,,,
42,PT08M44.00S,2026-02-10T00:48:15.1Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,6,5,2026-02-10T00:48:20Z,420000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1641710]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Black,1641710.0,,,,,,,,,,,
43,PT08M44.00S,2026-02-10T00:48:15.1Z,1,REGULAR,steal,,[],1641710,,,1610612753,6,5,2026-02-10T00:48:17Z,430000,False,,,0,,A. Black STEAL (2 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M36.00S,2026-02-10T00:48:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,28.33442838370565,77.69607843137256,1610612753,6,5,2026-02-10T00:48:27Z,440000,False,-138.0,214.0,1,left,MISS A. Black 25' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
45,PT08M33.00S,2026-02-10T00:48:26.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,6,5,2026-02-10T00:48:27Z,450000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M28.00S,2026-02-10T00:48:38.1Z,1,REGULAR,foul,offensive,[],1628398,,,1610612749,6,5,2026-02-10T00:50:17Z,460000,False,,,0,,K. Kuzma offensive FOUL (1 PF),"[1628398, 1630591]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,,,,1627963.0,1.0,0.0,Suggs,1630591.0,,,,,,
48,PT08M28.00S,2026-02-10T00:48:38.1Z,1,REGULAR,turnover,offensive foul,[],1628398,,,1610612749,6,5,2026-02-10T00:50:17Z,480000,False,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,1627963.0,,,,,,,,,,
49,PT08M17.00S,2026-02-10T00:49:00.7Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,6,5,2026-02-10T00:49:04Z,490000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1628398]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Kuzma,1628398.0,,,,,,,,,,,
50,PT08M17.00S,2026-02-10T00:49:00.7Z,1,REGULAR,steal,,[],1628398,,,1610612749,6,5,2026-02-10T00:49:03Z,500000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2026-02-10T00:49:09.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1631157,87.59855453350855,33.57843137254902,1610612749,6,7,2026-02-10T00:49:16Z,510000,False,-82.0,64.0,1,right,R. Rollins 10' running pullup Jump Shot (2 PTS),[1631157],1610612749.0,MIL,running pullup,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,10.42,Made,,,,,,,,,,,,,,,2.0,,,
52,PT07M54.00S,2026-02-10T00:49:23.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.652431011826544,4.411764705882353,1610612753,6,7,2026-02-10T00:49:30Z,520000,False,228.0,10.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
53,PT07M51.00S,2026-02-10T00:49:26.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,6,7,2026-02-10T00:49:30Z,530000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M41.00S,2026-02-10T00:49:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612749,6,7,2026-02-10T00:49:53Z,540000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1628976, 1628398]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,1.0,0.0,Kuzma,1628398.0,,,,,,
56,PT07M41.00S,2026-02-10T00:50:18.7Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,6,7,2026-02-10T00:50:18Z,560000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2026-02-10T00:50:18.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,6,7,2026-02-10T00:50:18Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2026-02-10T00:50:34.8Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,6,8,2026-02-10T00:50:34Z,580000,False,,,0,,K. Kuzma Free Throw 2 of 2 (1 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
59,PT07M16.00S,2026-02-10T00:51:00.7Z,1,REGULAR,2pt,Jump Shot,[],1630591,23.653088042049937,79.6798406862745,1610612753,8,8,2026-02-10T00:53:46Z,590000,False,-148.0,170.0,1,left,J. Suggs 22' step back Jump Shot (4 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,22.55,Made,,,,,,,,,,,,,,,4.0,,,
60,PT07M05.00S,2026-02-10T00:51:02.6Z,1,REGULAR,foul,offensive,[],1628398,,,1610612749,8,8,2026-02-10T01:07:22Z,600000,False,,,0,,K. Kuzma offensive FOUL (2 PF),"[1628398, 1628976]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,,,,2530.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,
62,PT07M05.00S,2026-02-10T00:51:02.6Z,1,REGULAR,turnover,offensive foul,[],1628398,,,1610612749,8,8,2026-02-10T01:07:22Z,620000,False,,,0,,K. Kuzma offensive foul TURNOVER (2 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,2530.0,,,,,,,,,,
63,PT07M05.00S,2026-02-10T00:51:03.2Z,1,REGULAR,substitution,out,[],1628398,,,1610612753,8,8,2026-02-10T00:51:30Z,630000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2026-02-10T00:51:03.2Z,1,REGULAR,substitution,in,[],1630579,,,1610612753,8,8,2026-02-10T00:51:30Z,640000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2026-02-10T00:51:45.4Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,8,8,2026-02-10T00:51:56Z,650000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630579, 1631094]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,1.0,0.0,Banchero,1631094.0,,,,,,
67,PT06M55.00S,2026-02-10T00:52:01.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,8,8,2026-02-10T00:52:01Z,670000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2026-02-10T00:54:46.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,8,8,2026-02-10T00:55:18Z,680000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2026-02-10T00:54:46.1Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,8,8,2026-02-10T00:55:18Z,690000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2026-02-10T00:54:46.1Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,8,8,2026-02-10T00:55:18Z,700000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2026-02-10T00:54:46.1Z,1,REGULAR,substitution,in,[],1642859,,,1610612753,8,8,2026-02-10T00:55:18Z,710000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M55.00S,2026-02-10T00:55:42.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,8,8,2026-02-10T00:55:42Z,720000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M55.00S,2026-02-10T00:55:42.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,8,8,2026-02-10T00:55:42Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,
75,PT06M55.00S,2026-02-10T00:56:00.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,9,8,2026-02-10T00:56:00Z,740000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
76,PT06M32.00S,2026-02-10T00:56:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,71.17279894875165,18.627450980392158,1610612749,9,8,2026-02-10T00:56:28Z,750000,False,-157.0,218.0,1,right,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
77,PT06M30.00S,2026-02-10T00:56:25.4Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,9,8,2026-02-10T00:56:28Z,760000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT06M11.00S,2026-02-10T00:56:45.6Z,1,REGULAR,3pt,Jump Shot,[],1641783,25.04927726675427,85.5392156862745,1610612753,9,8,2026-02-10T00:58:04Z,770000,False,-178.0,183.0,1,left,MISS T. da Silva 25' step back 3PT,[1641783],1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2026-02-10T00:56:50.6Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,9,8,2026-02-10T00:56:50Z,780000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT06M00.00S,2026-02-10T00:56:55.7Z,1,REGULAR,3pt,Jump Shot,[],1631260,83.39356110381078,95.83333333333334,1610612749,9,8,2026-02-10T00:57:02Z,790000,False,229.0,104.0,1,right,MISS A. Green 25' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
81,PT05M57.00S,2026-02-10T00:56:58.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,9,8,2026-02-10T00:57:02Z,800000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M47.00S,2026-02-10T00:57:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,11.514454664914586,59.80392156862745,1610612753,9,8,2026-02-10T00:57:37Z,810000,False,-49.0,56.0,1,left,MISS A. Black 7' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
