actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M37.00S,2025-11-19T00:13:19.0Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,2,1,2025-11-19T00:13:38Z,160000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2025-11-19T00:13:19.0Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,2,1,2025-11-19T00:13:38Z,170000,False,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M34.00S,2025-11-19T00:13:22.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,1,2025-11-19T00:13:38Z,180000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,17.0,3.0,2.0,1.0,,,,,,,,,,,,,
19,PT10M18.00S,2025-11-19T00:13:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,88.91261498028909,46.81372549019608,1610612753,2,1,2025-11-19T00:14:01Z,190000,False,-16.0,52.0,1,right,MISS F. Wagner finger roll Layup - blocked,"[1630532, 203110]",1610612753.0,ORL,finger roll,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,Green,203110.0,,,,,,
20,PT10M18.00S,2025-11-19T00:13:54.2Z,1,REGULAR,block,,[],203110,,,1610612753,2,1,2025-11-19T00:26:44Z,200000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2025-11-19T00:13:58.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,1,2025-11-19T00:26:44Z,210000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,
22,PT10M11.00S,2025-11-19T00:14:00.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642954,7.178055190538765,3.9215686274509802,1610612744,2,4,2025-11-19T00:23:19Z,220000,False,230.0,15.0,1,left,W. Richard 3PT running (3 PTS) (J. Butler III 1 AST),"[1642954, 202710]",1610612744.0,GSW,running,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,23.09,Made,3.0,,,,,,,,,,,,J. Butler III,202710.0,1.0,,,
24,PT09M49.00S,2025-11-19T00:14:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,68.54467805519053,33.33333333333333,1610612753,5,4,2025-11-19T00:14:29Z,240000,False,-83.0,243.0,1,right,D. Bane 25' 3PT  (3 PTS) (F. Wagner 1 AST),"[1630217, 1630532]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.71,Made,3.0,,,,,,,,,,,,F. Wagner,1630532.0,1.0,,,
26,PT09M31.00S,2025-11-19T00:14:41.9Z,1,REGULAR,3pt,Jump Shot,[],201939,22.683968462549277,88.23529411764706,1610612744,5,7,2025-11-19T00:14:47Z,260000,False,-191.0,161.0,1,left,S. Curry 24' 3PT step back (3 PTS) (W. Richard 1 AST),"[201939, 1642954]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,24.98,Made,3.0,,,,,,,,,,,,W. Richard,1642954.0,1.0,,,
29,PT09M20.00S,2025-11-19T00:14:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.72339027595268,57.35294117647059,1610612753,7,7,2025-11-19T00:14:58Z,290000,False,37.0,16.0,1,right,D. Bane driving Layup (5 PTS),[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.01,Made,5.0,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2025-11-19T00:14:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,9.411957950065702,48.03921568627451,1610612744,7,7,2025-11-19T00:23:42Z,300000,False,10.0,36.0,1,left,MISS M. Moody Layup - blocked,"[1630541, 1630532]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,Wagner,1630532.0,,,,,,
31,PT09M15.00S,2025-11-19T00:14:57.6Z,1,REGULAR,block,,[],1630532,,,1610612744,7,7,2025-11-19T00:15:00Z,310000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2025-11-19T00:15:02.6Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,7,7,2025-11-19T00:15:10Z,320000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT09M09.00S,2025-11-19T00:15:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,92.85479632063075,47.549019607843135,1610612753,9,7,2025-11-19T00:15:18Z,330000,False,-12.0,15.0,1,right,J. Suggs running Layup (2 PTS) (T. da Silva 1 AST),"[1630591, 1641783]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,,,,,,,,,,,,T. da Silva,1641783.0,1.0,,,
35,PT08M49.00S,2025-11-19T00:15:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.754927726675426,44.36274509803921,1610612744,9,9,2025-11-19T00:15:30Z,350000,False,28.0,30.0,1,left,S. Curry driving Layup (5 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,4.1,Made,5.0,,,,,,,,,,,,,,,,,
36,PT08M41.00S,2025-11-19T00:15:34.9Z,1,REGULAR,foul,personal,['2freethrow'],1642954,,,1610612753,9,9,2025-11-19T00:16:03Z,360000,False,,,0,,W. Richard shooting personal FOUL (1 PF) (Bane 2 FT),"[1642954, 1630217]",1610612744.0,GSW,shooting,,,Richard,W. Richard,,,,,Mid-Range,8-16 Center,,,,,,,,1641518.0,1.0,0.0,Bane,1630217.0,,,,,,,,
38,PT08M41.00S,2025-11-19T00:16:04.3Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,10,9,2025-11-19T00:16:04Z,380000,False,,,0,,D. Bane Free Throw 1 of 2 (6 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
39,PT08M41.00S,2025-11-19T00:16:19.9Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,11,9,2025-11-19T00:16:19Z,390000,False,,,0,,D. Bane Free Throw 2 of 2 (7 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2025-11-19T00:16:37.7Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,11,9,2025-11-19T00:16:44Z,400000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630217]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
41,PT08M25.00S,2025-11-19T00:16:37.7Z,1,REGULAR,steal,,[],1630217,,,1610612753,11,9,2025-11-19T00:16:41Z,410000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M21.00S,2025-11-19T00:16:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628976,90.48948751642575,47.794117647058826,1610612753,13,9,2025-11-19T00:26:27Z,420000,False,-11.0,37.0,1,right,W. Carter Jr. running Layup (2 PTS) (D. Bane 1 AST),"[1628976, 1630217]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.85,Made,2.0,,,,,,,,,,,,D. Bane,1630217.0,1.0,,,
44,PT08M21.00S,2025-11-19T00:16:52.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,13,9,2025-11-19T00:16:52Z,440000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M59.00S,2025-11-19T00:20:08.6Z,1,REGULAR,3pt,Jump Shot,[],203110,30.699737187910642,68.13725490196079,1610612744,13,12,2025-11-19T00:20:14Z,450000,False,-91.0,236.0,1,left,D. Green 25' 3PT  (3 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.29,Made,3.0,,,,,,,,,,,,S. Curry,201939.0,1.0,,,
47,PT07M47.00S,2025-11-19T00:20:19.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,67.7562417871222,60.78431372549019,1610612753,13,12,2025-11-19T00:20:26Z,470000,False,54.0,251.0,1,right,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2025-11-19T00:20:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,13,12,2025-11-19T00:20:26Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,47.0,,,,,,,,,,,,,,,,
50,PT07M40.00S,2025-11-19T00:20:38.7Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,13,12,2025-11-19T00:20:45Z,500000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1630541]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Moody,1630541.0
51,PT07M40.00S,2025-11-19T00:20:38.7Z,1,REGULAR,steal,,[],1630541,,,1610612744,13,12,2025-11-19T00:20:41Z,510000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2025-11-19T00:20:53.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203110,30.699737187910642,65.68627450980392,1610612744,13,15,2025-11-19T00:20:59Z,520000,False,-78.0,236.0,1,left,D. Green 24' 3PT  (6 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,24.88,Made,6.0,,,,,,,,,,,,S. Curry,201939.0,2.0,,,
54,PT07M13.00S,2025-11-19T00:21:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.19776609724047,50.98039215686274,1610612753,15,15,2025-11-19T00:21:10Z,540000,False,5.0,21.0,1,right,J. Suggs driving Layup (4 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.14,Made,4.0,,,,,,,,,,,,,,,,,
55,PT07M01.00S,2025-11-19T00:21:18.4Z,1,REGULAR,2pt,Jump Shot,[],201939,1.921813403416557,86.02941176470588,1610612744,15,15,2025-11-19T00:21:23Z,550000,False,-180.0,-34.0,1,left,MISS S. Curry 18' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,18.34,Missed,,,,,,,,,,,,,,,,,,
56,PT06M57.00S,2025-11-19T00:21:22.4Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,15,15,2025-11-19T00:21:23Z,560000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT06M51.00S,2025-11-19T00:21:28.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630591,76.03482260183968,25.735294117647058,1610612753,17,15,2025-11-19T00:30:31Z,570000,False,-121.0,173.0,1,right,J. Suggs 21' running pullup Jump Shot (6 PTS),[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,21.11,Made,6.0,,,,,,,,,,,,,,,,,
58,PT06M39.00S,2025-11-19T00:21:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.389618922470433,49.50980392156863,1610612744,17,17,2025-11-19T00:21:46Z,580000,False,2.0,8.0,1,left,D. Green driving Layup (8 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.8,Made,8.0,,,,,,,,,,,,S. Curry,201939.0,3.0,,,
60,PT06M25.00S,2025-11-19T00:21:54.3Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612753,17,17,2025-11-19T00:31:57Z,600000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1642954]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Richard,1642954.0
61,PT06M25.00S,2025-11-19T00:21:54.3Z,1,REGULAR,steal,,[],1642954,,,1610612744,17,17,2025-11-19T00:31:21Z,610000,False,,,0,,W. Richard STEAL (1 STL),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2025-11-19T00:22:04.6Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612744,17,17,2025-11-19T00:22:11Z,620000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Butler III 2 FT),"[1630532, 202710]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,1.0,0.0,Butler III,202710.0,,,,,,,,
64,PT06M20.00S,2025-11-19T00:22:34.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612744,17,18,2025-11-19T00:22:34Z,640000,False,,,0,,J. Butler III Free Throw 1 of 2 (1 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612744,17,18,2025-11-19T00:22:53Z,650000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612744,17,18,2025-11-19T00:22:53Z,660000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,out,[],1642954,,,1610612744,17,18,2025-11-19T00:22:53Z,670000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,in,[],1641710,,,1610612744,17,18,2025-11-19T00:22:53Z,680000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,in,[],1629048,,,1610612744,17,18,2025-11-19T00:22:53Z,690000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2025-11-19T00:22:35.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,17,18,2025-11-19T00:22:53Z,700000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2025-11-19T00:23:07.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612744,17,19,2025-11-19T00:23:07Z,710000,False,,,0,,J. Butler III Free Throw 2 of 2 (2 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
72,PT06M07.00S,2025-11-19T00:23:22.6Z,1,REGULAR,2pt,Jump Shot,[],1630532,78.40013140604468,47.549019607843135,1610612753,17,19,2025-11-19T03:58:56Z,720000,False,-12.0,151.0,1,right,MISS F. Wagner 15' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,15.1,Missed,,,,,,,,,,,,,,,,,,
73,PT06M03.00S,2025-11-19T00:23:26.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,17,19,2025-11-19T00:23:32Z,730000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M52.00S,2025-11-19T00:23:37.4Z,1,REGULAR,2pt,Jump Shot,[],202710,6.258212877792378,29.901960784313726,1610612744,17,21,2025-11-19T00:33:23Z,740000,False,100.0,6.0,1,left,J. Butler III 10' Jump Shot (4 PTS) (S. Curry 4 AST),"[202710, 201939]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,10.07,Made,4.0,,,,,,,,,,,,S. Curry,201939.0,4.0,,,
76,PT05M38.00S,2025-11-19T00:23:50.5Z,1,REGULAR,3pt,Jump Shot,[],1641783,87.33574244415243,5.392156862745098,1610612753,20,21,2025-11-19T00:33:54Z,760000,False,-223.0,67.0,1,right,T. da Silva 3PT pullup (3 PTS) (J. Suggs 1 AST),"[1641783, 1630591]",1610612753.0,ORL,pullup,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,23.27,Made,3.0,,,,,,,,,,,,J. Suggs,1630591.0,1.0,,,
78,PT05M28.00S,2025-11-19T00:24:04.5Z,1,REGULAR,violation,kicked ball,[],1641783,,,1610612744,20,21,2025-11-19T00:24:22Z,780000,False,,,0,,T. da Silva kicked ball VIOLATION,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,
79,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,20,21,2025-11-19T00:24:21Z,790000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,out,[],202710,,,1610612744,20,21,2025-11-19T00:24:21Z,800000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,out,[],203110,,,1610612744,20,21,2025-11-19T00:24:21Z,810000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,20,21,2025-11-19T00:24:21Z,820000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,20,21,2025-11-19T00:24:21Z,830000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M28.00S,2025-11-19T00:24:10.2Z,1,REGULAR,substitution,in,[],201143,,,1610612744,20,21,2025-11-19T00:24:21Z,840000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M19.00S,2025-11-19T00:24:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,14.273981603153747,49.754901960784316,1610612744,20,21,2025-11-19T00:35:01Z,850000,False,1.0,82.0,1,left,MISS A. Horford 8' floating Shot - blocked,"[201143, 1629048]",1610612744.0,GSW,floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,,,,,,,,,,Bitadze,1629048.0,,,,,,
86,PT05M19.00S,2025-11-19T00:24:35.7Z,1,REGULAR,block,,[],1629048,,,1610612744,20,21,2025-11-19T00:24:39Z,860000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M15.00S,2025-11-19T00:24:39.7Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,20,21,2025-11-19T00:24:41Z,870000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
