actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
25,PT10M22.00S,2026-04-06T23:13:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.915243101182654,47.30392156862745,1610612753,2,2,2026-04-06T23:13:16Z,250000,False,13.0,13.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,,,,,,,,,,,,,,,
26,PT10M19.00S,2026-04-06T23:13:14.9Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612765,2,2,2026-04-06T23:13:16Z,260000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT10M18.00S,2026-04-06T23:13:16.7Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,2,2,2026-04-06T23:13:24Z,270000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,204059.0,,,,
28,PT10M01.00S,2026-04-06T23:13:41.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641783,4.418528252299605,30.637254901960787,1610612753,2,2,2026-04-06T23:13:49Z,280000,False,97.0,-11.0,1,left,MISS T. da Silva 9' driving floating Shot,[1641783],1610612753.0,ORL,driving floating,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Right,,,,9.74,Missed,,,,,,,,,,,,,,,
29,PT09M56.00S,2026-04-06T23:13:46.4Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,2,2,2026-04-06T23:13:49Z,290000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,
30,PT09M56.00S,2026-04-06T23:13:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,5.590000152587891,50.0,1610612753,4,2,2026-04-06T23:13:47Z,300000,False,0.0,0.0,1,left,W. Carter Jr. tip Layup (2 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,2.0,,,,,,,,
31,PT09M39.00S,2026-04-06T23:14:04.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,91.5407358738502,44.85294117647059,1610612765,4,2,2026-04-06T23:15:07Z,310000,False,-26.0,27.0,1,right,MISS P. Reed driving bank Hook,[1630194],1610612765.0,DET,driving bank,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,3.73,Missed,,,,,,,,,,,,,,,
32,PT09M36.00S,2026-04-06T23:14:07.1Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,4,2,2026-04-06T23:14:09Z,320000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,
33,PT09M22.00S,2026-04-06T23:14:20.8Z,1,REGULAR,3pt,Jump Shot,[],1631094,32.276609724047304,33.57843137254902,1610612753,7,2,2026-04-06T23:14:26Z,330000,False,82.0,251.0,1,left,P. Banchero 26' 3PT step back (3 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,26.4,Made,,,,,,,3.0,,,,,,,,
34,PT09M08.00S,2026-04-06T23:14:36.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612765,7,2,2026-04-06T23:14:49Z,340000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Jenkins 2 FT),"[1628976, 1642450]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Jenkins,1642450.0
36,PT09M08.00S,2026-04-06T23:15:03.9Z,1,REGULAR,freethrow,1 of 2,[],1642450,,,1610612765,7,3,2026-04-06T23:15:03Z,360000,False,,,0,,D. Jenkins Free Throw 1 of 2 (1 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
37,PT09M08.00S,2026-04-06T23:15:19.6Z,1,REGULAR,freethrow,2 of 2,[],1642450,,,1610612765,7,4,2026-04-06T23:15:19Z,370000,False,,,0,,D. Jenkins Free Throw 2 of 2 (2 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
38,PT08M50.00S,2026-04-06T23:15:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,14.14257555847569,36.51960784313725,1610612753,9,4,2026-04-06T23:16:23Z,380000,False,67.0,80.0,1,left,P. Banchero 10' turnaround fadeaway Jump Shot (5 PTS),[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,,10.49,Made,,,,,,,5.0,,,,,,,,
39,PT08M50.00S,2026-04-06T23:15:46.7Z,1,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612753,9,4,2026-04-06T23:16:03Z,390000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630194, 1631094]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Banchero,1631094.0
41,PT08M50.00S,2026-04-06T23:16:09.4Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,10,4,2026-04-06T23:16:09Z,410000,False,,,0,,P. Banchero Free Throw 1 of 1 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
42,PT08M46.00S,2026-04-06T23:16:18.6Z,1,REGULAR,turnover,out-of-bounds,[],1642450,,,1610612765,10,4,2026-04-06T23:16:26Z,420000,False,,,0,,D. Jenkins bad pass out-of-bounds TURNOVER (1 TO),[1642450],1610612765.0,DET,bad pass,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,1627519.0,,,,
43,PT08M41.00S,2026-04-06T23:16:31.2Z,1,REGULAR,foul,personal,[],1642450,,,1610612753,10,4,2026-04-06T23:16:47Z,430000,False,,,0,,D. Jenkins personal FOUL (1 PF),"[1642450, 1630591]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Suggs,1630591.0
45,PT08M41.00S,2026-04-06T23:16:44.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,10,4,2026-04-06T23:16:44Z,450000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M34.00S,2026-04-06T23:19:55.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641783,12.565703022339028,61.274509803921575,1610612753,12,4,2026-04-06T23:20:00Z,460000,False,-56.0,66.0,1,left,T. da Silva 8' driving floating Jump Shot (4 PTS) (P. Banchero 1 AST),"[1641783, 1631094]",1610612753.0,ORL,driving floating,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Left,,,,8.65,Made,,,,,,,4.0,P. Banchero,1631094.0,1.0,,,,,
48,PT08M11.00S,2026-04-06T23:20:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,86.02168199737189,37.99019607843137,1610612765,12,4,2026-04-06T23:20:57Z,480000,False,-60.0,79.0,1,right,MISS P. Reed 9' turnaround fadeaway Shot,[1630194],1610612765.0,DET,turnaround fadeaway,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,9.91,Missed,,,,,,,,,,,,,,,
49,PT08M08.00S,2026-04-06T23:20:21.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,12,4,2026-04-06T23:20:22Z,490000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
50,PT07M58.00S,2026-04-06T23:20:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.886333771353483,43.38235294117647,1610612753,14,4,2026-04-06T23:20:39Z,500000,False,33.0,31.0,1,left,P. Banchero driving Layup (8 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,4.53,Made,,,,,,,8.0,,,,,,,,
51,PT07M40.00S,2026-04-06T23:20:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,80.89684625492772,6.862745098039216,1610612765,14,7,2026-04-06T23:20:54Z,510000,False,-216.0,127.0,1,right,K. Huerter 25' 3PT step back (5 PTS) (P. Reed 1 AST),"[1628989, 1630194]",1610612765.0,DET,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,25.04,Made,,,,,,,5.0,P. Reed,1630194.0,1.0,,,,,
52,PT07M36.00S,2026-04-06T23:20:55.0Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612753,14,7,2026-04-06T23:21:09Z,520000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (da Silva 2 FT),"[1628989, 1641783]",1610612765.0,DET,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,da Silva,1641783.0
54,PT07M36.00S,2026-04-06T23:21:25.1Z,1,REGULAR,freethrow,1 of 2,[],1641783,,,1610612753,14,7,2026-04-06T23:21:25Z,540000,False,,,0,,MISS T. da Silva Free Throw 1 of 2,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
55,PT07M36.00S,2026-04-06T23:21:25.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,14,7,2026-04-06T23:21:25Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,
56,PT07M36.00S,2026-04-06T23:21:26.4Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,14,7,2026-04-06T23:21:36Z,560000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M36.00S,2026-04-06T23:21:26.4Z,1,REGULAR,substitution,in,[],1631288,,,1610612753,14,7,2026-04-06T23:21:36Z,570000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2026-04-06T23:21:51.3Z,1,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,15,7,2026-04-06T23:21:51Z,580000,False,,,0,,T. da Silva Free Throw 2 of 2 (5 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
59,PT07M23.00S,2026-04-06T23:22:06.4Z,1,REGULAR,2pt,Jump Shot,[],1631105,89.96386333771353,29.65686274509804,1610612765,15,7,2026-04-06T23:22:11Z,590000,False,-102.0,42.0,1,right,MISS J. Duren 11' turnaround fadeaway Shot,[1631105],1610612765.0,DET,turnaround fadeaway,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,11.0,Missed,,,,,,,,,,,,,,,
60,PT07M20.00S,2026-04-06T23:22:08.8Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,15,7,2026-04-06T23:22:08Z,600000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Left,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
61,PT07M14.00S,2026-04-06T23:22:17.3Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612753,15,7,2026-04-06T23:22:26Z,610000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1631105, 1628976]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Carter Jr.,1628976.0
192,PT07M14.00S,2026-04-06T23:22:32.1Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,16,7,2026-04-06T23:45:30Z,630000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
193,PT07M14.00S,2026-04-06T23:22:32.1Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,16,7,2026-04-06T23:45:30Z,635000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
194,PT07M09.00S,2026-04-06T23:22:37.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612765,16,7,2026-04-06T23:45:30Z,637500,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,
64,PT07M09.00S,2026-04-06T23:22:46.9Z,1,REGULAR,substitution,out,[],1630194,,,1610612765,16,7,2026-04-06T23:45:30Z,640000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M09.00S,2026-04-06T23:22:46.9Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,16,7,2026-04-06T23:45:30Z,650000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M09.00S,2026-04-06T23:23:56.4Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612765,16,7,2026-04-06T23:45:30Z,655000,False,,,0,,Jump Ball J. Suggs vs. K. Huerter: Tip to P. Banchero,"[1631094, 1630591, 1628989]",1610612753.0,ORL,heldball,P. Banchero,1631094.0,Banchero,P. Banchero,Suggs,1630591.0,Huerter,1628989.0,,,,,,,,,,,,,,,,,,,,,,
121,PT07M09.00S,2026-04-06T23:22:46.0Z,1,REGULAR,turnover,lost ball,[],1628989,,,1610612765,16,7,2026-04-06T23:31:38Z,675000,False,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 1630591]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
122,PT07M09.00S,2026-04-06T23:22:46.0Z,1,REGULAR,steal,,[],1630591,,,1610612753,16,7,2026-04-06T23:31:38Z,677500,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2026-04-06T23:24:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,7.30946123521682,47.05882352941176,1610612753,18,7,2026-04-06T23:31:38Z,680000,False,15.0,16.0,1,left,J. Suggs cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,2.19,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,
73,PT06M45.00S,2026-04-06T23:24:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,92.32917214191852,52.20588235294118,1610612765,18,9,2026-04-06T23:24:26Z,700000,False,11.0,20.0,1,right,D. Jenkins driving Layup (4 PTS),[1642450],1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,,2.25,Made,,,,,,,4.0,,,,,,,,
74,PT06M25.00S,2026-04-06T23:24:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,10.33180026281209,43.627450980392155,1610612753,18,9,2026-04-06T23:25:22Z,710000,False,32.0,45.0,1,left,MISS J. Suggs driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,5.48,Missed,,,,,,,,,,,,,,,
75,PT06M22.00S,2026-04-06T23:24:38.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,18,9,2026-04-06T23:24:40Z,720000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT06M19.00S,2026-04-06T23:24:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,90.48948751642575,94.85294117647058,1610612765,18,12,2026-04-06T23:25:52Z,730000,False,224.0,37.0,1,right,K. Huerter 3PT running (8 PTS) (D. Jenkins 1 AST),"[1628989, 1642450]",1610612765.0,DET,running,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,22.73,Made,,,,,,,8.0,D. Jenkins,1642450.0,1.0,,,,,
78,PT06M05.00S,2026-04-06T23:24:55.6Z,1,REGULAR,3pt,Jump Shot,[],1631288,8.229303547963205,95.09803921568627,1610612753,21,12,2026-04-06T23:24:59Z,750000,False,-225.0,25.0,1,left,J. Cain 3PT  (3 PTS) (J. Suggs 2 AST),"[1631288, 1630591]",1610612753.0,ORL,,,,Cain,J. Cain,,,,,Left Corner 3,24+ Left,,,,22.69,Made,,,,,,,3.0,J. Suggs,1630591.0,2.0,,,,,
80,PT05M49.00S,2026-04-06T23:25:12.4Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,21,12,2026-04-06T23:25:16Z,770000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1628976]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,1.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2026-04-06T23:25:12.4Z,1,REGULAR,steal,,[],1628976,,,1610612753,21,12,2026-04-06T23:25:14Z,780000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2026-04-06T23:25:31.7Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,21,12,2026-04-06T23:26:43Z,790000,False,,,0,,W. Carter Jr. off-the-ball offensive FOUL (2 PF),"[1628976, 1641709]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Thompson,1641709.0
