actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
19,PT10M40.00S,2025-11-11T00:13:38.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,88.12417871222075,36.51960784313725,1610612757,2,2,2025-11-11T00:17:01Z,190000,False,-67.0,59.0,1,right,MISS J. Holiday 8' turnaround Hook,[201950],1610612757.0,POR,turnaround,,,,,,In The Paint (Non-RA),8-16 Left,8.96,Missed,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2025-11-11T00:13:39.1Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,2,2,2025-11-11T00:17:46Z,200000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Holiday,J. Holiday,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,
21,PT10M39.00S,2025-11-11T00:13:42.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201950,94.40999984741211,50.0,1610612757,2,4,2025-11-11T00:17:40Z,210000,False,0.0,0.0,1,right,J. Holiday tip Layup (2 PTS),[201950],1610612757.0,POR,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2025-11-11T00:13:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,16.113666228646515,54.90196078431373,1610612753,2,4,2025-11-11T00:18:30Z,220000,False,-25.0,99.0,1,left,MISS W. Carter Jr. 10' Jump Shot,[1628976],1610612753.0,ORL,,,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2025-11-11T00:14:00.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,4,2025-11-11T00:14:03Z,230000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Avdija,D. Avdija,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT10M10.00S,2025-11-11T00:14:08.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,70.38436268068331,22.058823529411764,1610612757,2,7,2025-11-11T00:14:12Z,240000,False,-140.0,226.0,1,right,T. Camara 26' 3PT  (5 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,26.56,Made,5.0,Camara,T. Camara,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,,
26,PT09M59.00S,2025-11-11T00:14:21.0Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,2,7,2025-11-11T00:14:34Z,260000,False,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wagner,F. Wagner,,,,,,,,,,202007.0,,,,,1.0,,,
27,PT09M49.00S,2025-11-11T00:14:46.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,2,7,2025-11-11T00:14:46Z,270000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2025-11-11T00:17:42.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,69.46452036793693,21.568627450980394,1610612757,2,7,2025-11-11T00:17:49Z,280000,False,-142.0,235.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,27.42,Missed,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2025-11-11T00:17:48.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,2,7,2025-11-11T00:17:49Z,290000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,,,,Wagner,F. Wagner,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M19.00S,2025-11-11T00:18:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,9.411957950065702,58.82352941176471,1610612753,4,7,2025-11-11T00:21:06Z,310000,False,-44.0,36.0,1,left,D. Bane driving finger roll Layup (4 PTS),[1630217],1610612753.0,ORL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,4.0,Bane,D. Bane,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2025-11-11T00:18:30.7Z,1,REGULAR,3pt,Jump Shot,[],1642270,66.70499342969777,65.44117647058823,1610612757,4,7,2025-11-11T00:23:04Z,320000,False,77.0,260.0,1,right,MISS D. Clingan 27' 3PT,[1642270],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,27.17,Missed,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,
33,PT09M07.00S,2025-11-11T00:18:33.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,4,7,2025-11-11T00:23:04Z,330000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,,Camara,T. Camara,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,
34,PT09M04.00S,2025-11-11T00:18:37.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,82.47371879106439,94.6078431372549,1610612757,4,10,2025-11-11T00:18:41Z,340000,False,223.0,112.0,1,right,D. Avdija 24' 3PT  (3 PTS) (S. Sharpe 1 AST),"[1630166, 1631101]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,24.96,Made,3.0,Avdija,D. Avdija,S. Sharpe,1631101.0,1.0,,,,,,,,,,,,,,,
37,PT08M56.00S,2025-11-11T00:19:19.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,4,10,2025-11-11T00:19:27Z,370000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,,,,,,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2025-11-11T00:19:19.2Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,4,10,2025-11-11T00:19:27Z,380000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,,,,,,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,
39,PT08M41.00S,2025-11-11T00:20:49.3Z,1,REGULAR,3pt,Jump Shot,[],1641783,20.45006570302234,5.392156862745098,1610612753,4,10,2025-11-11T00:20:54Z,390000,False,223.0,140.0,1,left,MISS T. da Silva 26' 3PT,[1641783],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2025-11-11T00:20:51.9Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,10,2025-11-11T00:20:51Z,400000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Camara,T. Camara,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,
41,PT08M25.00S,2025-11-11T00:21:04.7Z,1,REGULAR,2pt,Jump Shot,[],201950,83.919185282523,16.42156862745098,1610612757,4,10,2025-11-11T00:21:12Z,410000,False,-168.0,99.0,1,right,MISS J. Holiday 19' step back Shot,[201950],1610612757.0,POR,step back,,,,,,Mid-Range,16-24 Left,19.48,Missed,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
42,PT08M23.00S,2025-11-11T00:21:06.7Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,4,10,2025-11-11T00:21:12Z,420000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,,,,Mid-Range,16-24 Left,,,,da Silva,T. da Silva,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT08M06.00S,2025-11-11T00:21:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.835085413929041,54.90196078431373,1610612753,6,10,2025-11-11T00:21:28Z,430000,False,-25.0,21.0,1,left,W. Carter Jr. cutting Layup (2 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,cutting,,,,,,Restricted Area,0-8 Center,3.23,Made,2.0,Carter Jr.,W. Carter Jr.,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,,
45,PT07M55.00S,2025-11-11T00:21:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,69.46452036793693,69.85294117647058,1610612757,6,10,2025-11-11T00:21:40Z,450000,False,99.0,235.0,1,right,MISS D. Avdija 25' pullup 3PT,[1630166],1610612757.0,POR,pullup,,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
46,PT07M51.00S,2025-11-11T00:21:38.7Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,6,10,2025-11-11T00:21:40Z,460000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,,Black,A. Black,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,
47,PT07M47.00S,2025-11-11T00:21:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628976,4.155716162943495,53.92156862745098,1610612753,8,10,2025-11-11T00:21:50Z,470000,False,-20.0,-13.0,1,left,W. Carter Jr. running Layup (4 PTS) (A. Black 1 AST),"[1628976, 1641710]",1610612753.0,ORL,running,,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,Carter Jr.,W. Carter Jr.,A. Black,1641710.0,1.0,,,,,,,,,,,,,,,
49,PT07M38.00S,2025-11-11T00:21:52.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,72.88107752956637,19.362745098039216,1610612757,8,10,2025-11-11T00:21:59Z,490000,False,-153.0,202.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,Camara,T. Camara,,,,,,,,,,,,,,,,,,
50,PT07M33.00S,2025-11-11T00:21:57.5Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,8,10,2025-11-11T00:21:59Z,500000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,,,,Black,A. Black,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT07M23.00S,2025-11-11T00:22:07.1Z,1,REGULAR,3pt,Jump Shot,[],1641783,25.04927726675427,84.06862745098039,1610612753,8,10,2025-11-11T00:22:11Z,510000,False,-170.0,183.0,1,left,MISS T. da Silva 25' 3PT,[1641783],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,
52,PT07M19.00S,2025-11-11T00:22:11.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,8,10,2025-11-11T00:22:11Z,520000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,,,,Clingan,D. Clingan,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,
53,PT07M13.00S,2025-11-11T00:22:19.4Z,1,REGULAR,foul,personal,[],1641710,,,1610612757,8,10,2025-11-11T00:22:34Z,530000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 201950]",1610612753.0,ORL,,,,,,,Mid-Range,16-24 Left Center,,,,Black,A. Black,,,,,,,,,,202007.0,1.0,0.0,Holiday,201950.0,,,,
55,PT07M13.00S,2025-11-11T00:22:35.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,8,10,2025-11-11T00:22:49Z,550000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
56,PT07M13.00S,2025-11-11T00:22:35.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,8,10,2025-11-11T00:22:49Z,560000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2025-11-11T00:22:35.4Z,1,REGULAR,substitution,in,[],203924,,,1610612757,8,10,2025-11-11T00:22:49Z,570000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,
58,PT07M13.00S,2025-11-11T00:22:35.4Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,8,10,2025-11-11T00:22:49Z,580000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
59,PT07M00.00S,2025-11-11T00:22:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,90.88370565045992,57.35294117647059,1610612757,8,10,2025-11-11T00:22:57Z,590000,False,37.0,33.0,1,right,MISS T. Camara driving Layup,[1641739],1610612757.0,POR,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,Camara,T. Camara,,,,,,,,,,,,,,,,,,
60,PT06M58.00S,2025-11-11T00:22:54.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,10,2025-11-11T00:22:57Z,600000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Carter Jr.,W. Carter Jr.,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,
61,PT06M45.00S,2025-11-11T00:23:08.0Z,1,REGULAR,3pt,Jump Shot,[],1641783,32.14520367936925,59.068627450980394,1610612753,8,10,2025-11-11T00:23:17Z,610000,False,-45.0,250.0,1,left,MISS T. da Silva 25' step back 3PT,[1641783],1610612753.0,ORL,step back,,,,,,Above the Break 3,24+ Center,25.38,Missed,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,
62,PT06M39.00S,2025-11-11T00:23:14.0Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,8,10,2025-11-11T00:23:17Z,620000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,,Camara,T. Camara,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,
63,PT06M32.00S,2025-11-11T00:23:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,89.96386333771353,54.65686274509803,1610612757,8,12,2025-11-11T00:23:25Z,630000,False,23.0,42.0,1,right,J. Grant driving Layup (2 PTS) (T. Camara 1 AST),"[203924, 1641739]",1610612757.0,POR,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,2.0,Grant,J. Grant,T. Camara,1641739.0,1.0,,,,,,,,,,,,,,,
65,PT06M24.00S,2025-11-11T00:23:31.0Z,1,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612753,8,12,2025-11-11T00:23:45Z,650000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Black 2 FT),"[1631200, 1641710]",1610612757.0,POR,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,,Murray,K. Murray,,,,,,,,,,202007.0,1.0,0.0,Black,1641710.0,,,,
67,PT06M24.00S,2025-11-11T00:24:04.4Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,8,12,2025-11-11T00:24:04Z,670000,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,,,,,,,Missed,,Black,A. Black,,,,,,,,,,,,,,,,,,
68,PT06M24.00S,2025-11-11T00:24:04.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,8,12,2025-11-11T00:24:04Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,
69,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,8,12,2025-11-11T00:24:19Z,690000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,8,12,2025-11-11T00:24:19Z,700000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,
71,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,out,[],1642270,,,1610612753,8,12,2025-11-11T00:24:19Z,710000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,8,12,2025-11-11T00:24:19Z,720000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,,,,,,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,
73,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,8,12,2025-11-11T00:24:19Z,730000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,,,,,,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2025-11-11T00:24:05.1Z,1,REGULAR,substitution,in,[],1629057,,,1610612753,8,12,2025-11-11T00:24:19Z,740000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
75,PT06M24.00S,2025-11-11T00:24:27.7Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,9,12,2025-11-11T00:24:27Z,750000,False,,,0,,A. Black Free Throw 2 of 2 (1 PTS),[1641710],1610612753.0,ORL,,,,,,,,,,Made,1.0,Black,A. Black,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2025-11-11T00:24:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,88.12417871222075,51.9607843137255,1610612757,9,12,2025-11-11T00:30:59Z,760000,False,10.0,59.0,1,right,MISS K. Murray driving finger roll Layup,[1631200],1610612757.0,POR,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2025-11-11T00:24:55.7Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,9,12,2025-11-11T00:30:59Z,770000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams III,R. Williams III,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,
78,PT05M54.00S,2025-11-11T00:24:59.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,67.7562417871222,35.294117647058826,1610612757,9,12,2025-11-11T00:25:04Z,780000,False,-74.0,251.0,1,right,MISS T. Camara 26' step back 3PT,[1641739],1610612757.0,POR,step back,,,,,,Above the Break 3,24+ Center,26.12,Missed,,Camara,T. Camara,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2025-11-11T00:25:02.7Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,9,12,2025-11-11T00:25:04Z,790000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Center,,,,da Silva,T. da Silva,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,
80,PT05M32.00S,2025-11-11T00:25:20.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641783,8.754927726675426,51.71568627450981,1610612753,11,12,2025-11-11T00:25:25Z,800000,False,-9.0,30.0,1,left,T. da Silva driving DUNK (2 PTS) (G. Bitadze 1 AST),"[1641783, 1629048]",1610612753.0,ORL,driving,,,,,,Restricted Area,0-8 Center,3.1,Made,2.0,da Silva,T. da Silva,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,,
82,PT05M15.00S,2025-11-11T00:25:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629057,77.4802890932983,12.745098039215685,1610612757,11,15,2025-11-11T00:25:41Z,820000,False,-186.0,159.0,1,right,R. Williams III 24' 3PT  (3 PTS) (J. Grant 1 AST),"[1629057, 203924]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,24.51,Made,3.0,Williams III,R. Williams III,J. Grant,203924.0,1.0,,,,,,,,,,,,,,,
84,PT05M08.00S,2025-11-11T00:25:50.7Z,1,REGULAR,foul,personal,[],1641739,,,1610612753,11,15,2025-11-11T00:26:05Z,840000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1631094]",1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Camara,T. Camara,,,,,,,,,,2003.0,1.0,0.0,Banchero,1631094.0,,,,
86,PT04M57.00S,2025-11-11T00:26:27.6Z,1,REGULAR,3pt,Jump Shot,[],1641724,13.87976346911958,96.07843137254902,1610612753,11,15,2025-11-11T00:26:31Z,860000,False,-230.0,78.0,1,left,MISS J. Howard 24' 3PT,[1641724],1610612753.0,ORL,,,,,,,Left Corner 3,24+ Left,24.32,Missed,,Howard,J. Howard,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2025-11-11T00:26:30.6Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,11,15,2025-11-11T00:26:31Z,870000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,,Murray,K. Murray,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,
