actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT09M58.00S,2026-01-11T20:42:00.0Z,2,REGULAR,block,,[],1642274,,,1610612753,31,31,2026-01-11T20:42:03Z,1710000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT09M55.00S,2026-01-11T20:42:03.0Z,2,REGULAR,rebound,defensive,[],1642877,,,1610612740,31,31,2026-01-11T20:42:05Z,1720000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,
178,PT09M53.00S,2026-01-11T20:42:04.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,67.7562417871222,55.63725490196079,1610612740,31,34,2026-01-11T20:42:13Z,1730000,False,28.0,251.0,1,right,J. Poole 25' 3PT running pullup (9 PTS),[1629673],1610612740.0,NOP,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,25.22,Made,9.0,,,,,,,,,,,,,,,,,
179,PT09M33.00S,2026-01-11T20:42:25.2Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612753,31,34,2026-01-11T20:42:28Z,1740000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1629673]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Poole,1629673.0,,,,
180,PT09M33.00S,2026-01-11T20:42:25.2Z,2,REGULAR,steal,,[],1629673,,,1610612740,31,34,2026-01-11T20:42:26Z,1750000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
181,PT09M28.00S,2026-01-11T20:42:30.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642877,91.93495400788436,95.34313725490196,1610612740,31,34,2026-01-11T20:45:10Z,1760000,False,227.0,23.0,1,right,MISS M. Peavy running 3PT,[1642877],1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
182,PT09M23.00S,2026-01-11T20:42:35.6Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,31,34,2026-01-11T20:42:35Z,1770000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,
183,PT09M21.00S,2026-01-11T20:42:40.9Z,2,REGULAR,foul,personal,[],1642877,,,1610612753,31,34,2026-01-11T20:42:53Z,1780000,False,,,0,,M. Peavy personal FOUL (2 PF),"[1642877, 1630217]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202041.0,,,,,,,,,,2.0,0.0,Bane,1630217.0
185,PT09M21.00S,2026-01-11T20:42:49.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,31,34,2026-01-11T20:42:56Z,1800000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M21.00S,2026-01-11T20:42:49.6Z,2,REGULAR,substitution,in,[],1628371,,,1610612753,31,34,2026-01-11T20:42:56Z,1810000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M15.00S,2026-01-11T20:43:08.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,10.463206307490145,59.80392156862745,1610612753,33,34,2026-01-11T20:43:15Z,1820000,False,-49.0,46.0,1,left,D. Bane 6' pullup bank Jump Shot (11 PTS) (N. Penda 1 AST),"[1630217, 1642869]",1610612753.0,ORL,pullup bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.71,Made,11.0,N. Penda,1642869.0,1.0,,,,,,,,,,,,,,
189,PT09M03.00S,2026-01-11T20:43:21.3Z,2,REGULAR,2pt,Jump Shot,[],1629627,93.38042049934296,68.38235294117648,1610612740,33,36,2026-01-11T20:43:26Z,1840000,False,92.0,10.0,1,right,Z. Williamson 9' driving floating Jump Shot (7 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,9.24,Made,7.0,,,,,,,,,,,,,,,,,
190,PT08M51.00S,2026-01-11T20:43:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,7.966491458607096,46.32352941176471,1610612753,33,36,2026-01-11T20:43:36Z,1850000,False,18.0,22.0,1,left,MISS T. Jones driving Layup,[1626145],1610612753.0,ORL,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
191,PT08M48.00S,2026-01-11T20:43:35.4Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,33,36,2026-01-11T20:43:35Z,1860000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,
192,PT08M45.00S,2026-01-11T20:43:41.0Z,2,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612740,33,36,2026-01-11T20:43:46Z,1870000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (2 TO),[1629673],1610612740.0,NOP,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,2002.0,,,,,,,2.0,,,,,,
193,PT08M45.00S,2026-01-11T20:43:44.9Z,2,REGULAR,substitution,out,[],1642859,,,1610612753,33,36,2026-01-11T20:43:55Z,1880000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M45.00S,2026-01-11T20:43:44.9Z,2,REGULAR,substitution,in,[],1631288,,,1610612753,33,36,2026-01-11T20:43:55Z,1890000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M35.00S,2026-01-11T20:44:13.3Z,2,REGULAR,foul,personal,['2freethrow'],1642877,,,1610612753,33,36,2026-01-11T20:44:23Z,1900000,False,,,0,,M. Peavy shooting personal FOUL (3 PF) (Bane 2 FT),"[1642877, 1630217]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,,2002.0,,,,,,,,,,3.0,0.0,Bane,1630217.0
197,PT08M35.00S,2026-01-11T20:44:40.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612753,34,36,2026-01-11T20:44:40Z,1920000,False,,,0,,D. Bane Free Throw 1 of 2 (12 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
198,PT08M35.00S,2026-01-11T20:44:41.2Z,2,REGULAR,substitution,out,[],1642869,,,1610612753,34,36,2026-01-11T20:45:03Z,1930000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M35.00S,2026-01-11T20:44:41.2Z,2,REGULAR,substitution,out,[],1642877,,,1610612753,34,36,2026-01-11T20:45:03Z,1940000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M35.00S,2026-01-11T20:44:41.2Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,34,36,2026-01-11T20:45:03Z,1950000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2026-01-11T20:44:41.2Z,2,REGULAR,substitution,in,[],1631121,,,1610612753,34,36,2026-01-11T20:45:03Z,1960000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M35.00S,2026-01-11T20:45:04.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612753,35,36,2026-01-11T20:45:04Z,1970000,False,,,0,,D. Bane Free Throw 2 of 2 (13 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
203,PT08M20.00S,2026-01-11T20:45:19.6Z,2,REGULAR,foul,personal,[],1631094,,,1610612740,35,36,2026-01-11T20:45:26Z,1980000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1629627]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Williamson,1629627.0
205,PT08M20.00S,2026-01-11T20:45:29.2Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,35,36,2026-01-11T20:45:35Z,2000000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M20.00S,2026-01-11T20:45:29.2Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,35,36,2026-01-11T20:45:35Z,2010000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M09.00S,2026-01-11T20:46:03.4Z,2,REGULAR,3pt,Jump Shot,[],1629673,64.99671484888306,49.754901960784316,1610612740,35,39,2026-01-11T20:46:08Z,2030000,False,-1.0,277.0,1,right,J. Poole 27' 3PT step back (12 PTS),[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,27.65,Made,12.0,,,,,,,,,,,,,,,,,
209,PT07M44.00S,2026-01-11T20:46:28.1Z,2,REGULAR,3pt,Jump Shot,[],1630217,29.77989487516426,25.735294117647058,1610612753,35,39,2026-01-11T20:46:34Z,2040000,False,121.0,227.0,1,left,MISS D. Bane 25' step back 3PT,[1630217],1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
210,PT07M40.00S,2026-01-11T20:46:32.1Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,35,39,2026-01-11T20:46:34Z,2050000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,
211,PT07M33.00S,2026-01-11T20:46:44.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,35,39,2026-01-11T20:46:44Z,2060000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M33.00S,2026-01-11T20:49:15.0Z,2,REGULAR,substitution,out,[],1626145,,,1610612740,35,39,2026-01-11T20:49:32Z,2070000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M33.00S,2026-01-11T20:49:15.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,35,39,2026-01-11T20:49:32Z,2080000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M33.00S,2026-01-11T20:49:15.0Z,2,REGULAR,substitution,in,[],1641710,,,1610612740,35,39,2026-01-11T20:49:32Z,2090000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M33.00S,2026-01-11T20:49:15.0Z,2,REGULAR,substitution,in,[],1631255,,,1610612740,35,39,2026-01-11T20:49:32Z,2100000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M19.00S,2026-01-11T20:49:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.14651773981603,44.6078431372549,1610612740,35,39,2026-01-11T20:49:57Z,2110000,False,-27.0,31.0,1,right,MISS J. Poole driving Layup,[1629673],1610612740.0,NOP,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
217,PT07M17.00S,2026-01-11T20:49:55.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612753,35,39,2026-01-11T20:49:57Z,2120000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,
218,PT07M08.00S,2026-01-11T20:50:07.5Z,2,REGULAR,foul,personal,['2freethrow'],1631121,,,1610612753,35,39,2026-01-11T20:50:21Z,2130000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Black 2 FT),"[1631121, 1641710]",1610612740.0,NOP,shooting,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Black,1641710.0
220,PT07M08.00S,2026-01-11T20:50:33.1Z,2,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,35,39,2026-01-11T20:50:33Z,2150000,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT07M08.00S,2026-01-11T20:50:33.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,35,39,2026-01-11T20:50:33Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,
222,PT07M08.00S,2026-01-11T20:50:34.1Z,2,REGULAR,substitution,out,[],1628371,,,1610612753,35,39,2026-01-11T20:50:42Z,2170000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M08.00S,2026-01-11T20:50:34.1Z,2,REGULAR,substitution,out,[],1630217,,,1610612753,35,39,2026-01-11T20:50:42Z,2180000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M08.00S,2026-01-11T20:50:34.1Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,35,39,2026-01-11T20:50:42Z,2190000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M08.00S,2026-01-11T20:50:34.1Z,2,REGULAR,substitution,in,[],1641783,,,1610612753,35,39,2026-01-11T20:50:42Z,2200000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M08.00S,2026-01-11T20:50:57.7Z,2,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,36,39,2026-01-11T20:50:57Z,2210000,False,,,0,,A. Black Free Throw 2 of 2 (5 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
227,PT06M44.00S,2026-01-11T20:51:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.9060446780552,46.07843137254902,1610612740,36,39,2026-01-11T20:51:28Z,2220000,False,-20.0,5.0,1,right,MISS D. Queen driving reverse Layup,[1642852],1610612740.0,NOP,driving reverse,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
228,PT06M41.00S,2026-01-11T20:51:26.4Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,36,39,2026-01-11T20:51:28Z,2230000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,227.0,3.0,2.0,1.0,,,,,,,,,
229,PT06M33.00S,2026-01-11T20:51:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.915243101182654,48.529411764705884,1610612753,36,39,2026-01-11T20:51:36Z,2240000,False,7.0,13.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
230,PT06M31.00S,2026-01-11T20:51:34.5Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,36,39,2026-01-11T20:51:36Z,2250000,False,,,0,,P. Banchero REBOUND (Off:2 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,229.0,3.0,1.0,2.0,,,,,,,,,
231,PT06M31.00S,2026-01-11T20:51:35.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631094,5.590000152587891,50.0,1610612753,38,39,2026-01-11T20:51:39Z,2260000,False,0.0,0.0,1,left,P. Banchero tip Layup (7 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
232,PT06M20.00S,2026-01-11T20:51:46.3Z,2,REGULAR,3pt,Jump Shot,[],1631255,67.62483574244416,47.30392156862745,1610612740,38,42,2026-01-11T20:51:49Z,2270000,False,-13.0,252.0,1,right,K. Matković 25' 3PT  (7 PTS) (B. McGowens 1 AST),"[1631255, 1631121]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,25.22,Made,7.0,B. McGowens,1631121.0,1.0,,,,,,,,,,,,,,
234,PT05M59.00S,2026-01-11T20:52:08.9Z,2,REGULAR,3pt,Jump Shot,[],1631094,30.042706964520367,71.81372549019608,1610612753,38,42,2026-01-11T20:52:46Z,2290000,False,-109.0,230.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
235,PT05M56.00S,2026-01-11T20:52:11.9Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612740,38,42,2026-01-11T20:52:46Z,2300000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,
236,PT05M47.00S,2026-01-11T20:52:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1631288,,,1610612740,38,42,2026-01-11T20:52:29Z,2310000,False,,,0,,J. Cain shooting personal FOUL (1 PF) (Poole 2 FT),"[1631288, 1629673]",1610612753.0,ORL,shooting,,,Cain,J. Cain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Poole,1629673.0
238,PT05M47.00S,2026-01-11T20:52:47.1Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,38,42,2026-01-11T20:52:47Z,2330000,False,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT05M47.00S,2026-01-11T20:52:47.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,38,42,2026-01-11T20:52:47Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,
240,PT05M47.00S,2026-01-11T20:52:48.4Z,2,REGULAR,substitution,out,[],1631288,,,1610612740,38,42,2026-01-11T20:52:58Z,2350000,False,,,0,,SUB out: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M47.00S,2026-01-11T20:52:48.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,38,42,2026-01-11T20:52:58Z,2360000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M47.00S,2026-01-11T20:52:48.4Z,2,REGULAR,substitution,in,[],1642869,,,1610612740,38,42,2026-01-11T20:52:58Z,2370000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M47.00S,2026-01-11T20:52:48.4Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,38,42,2026-01-11T20:52:58Z,2380000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M47.00S,2026-01-11T20:53:07.3Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,38,43,2026-01-11T20:53:07Z,2390000,False,,,0,,J. Poole Free Throw 2 of 2 (13 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
245,PT05M33.00S,2026-01-11T20:53:24.5Z,2,REGULAR,2pt,Jump Shot,[],1641710,25.706307490144546,61.51960784313726,1610612753,40,43,2026-01-11T20:53:31Z,2400000,False,-58.0,189.0,1,left,A. Black 19' pullup Jump Shot (7 PTS),[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Mid-Range,16-24 Center,19.77,Made,7.0,,,,,,,,,,,,,,,,,
246,PT05M19.00S,2026-01-11T20:53:38.7Z,2,REGULAR,3pt,Jump Shot,[],1631121,94.56307490144546,96.07843137254902,1610612740,40,43,2026-01-11T20:53:42Z,2410000,False,230.0,-1.0,1,right,MISS B. McGowens 3PT,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
247,PT05M15.00S,2026-01-11T20:53:41.6Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,40,43,2026-01-11T20:53:41Z,2420000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,,,,,,246.0,4.0,3.0,1.0,,,,,,,,,
248,PT05M13.00S,2026-01-11T20:53:47.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612753,40,43,2026-01-11T20:54:09Z,2430000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (da Silva 2 FT),"[1642852, 1641783]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2002.0,,,,,,,,,,1.0,0.0,da Silva,1641783.0
250,PT05M13.00S,2026-01-11T20:54:11.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641783,,,1610612753,41,43,2026-01-11T20:54:11Z,2450000,False,,,0,,T. da Silva Free Throw 1 of 2 (1 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
251,PT05M13.00S,2026-01-11T20:54:12.4Z,2,REGULAR,substitution,out,[],1629673,,,1610612753,41,43,2026-01-11T20:54:16Z,2460000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M13.00S,2026-01-11T20:54:12.4Z,2,REGULAR,substitution,in,[],1642847,,,1610612753,41,43,2026-01-11T20:54:16Z,2470000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M13.00S,2026-01-11T20:54:33.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641783,,,1610612753,42,43,2026-01-11T20:54:33Z,2480000,False,,,0,,T. da Silva Free Throw 2 of 2 (2 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
255,PT04M56.00S,2026-01-11T20:55:06.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631255,93.9060446780552,48.529411764705884,1610612740,42,45,2026-01-11T20:55:11Z,2500000,False,-7.0,5.0,1,right,K. Matković alley-oop DUNK (9 PTS) (D. Queen 1 AST),"[1631255, 1642852]",1610612740.0,NOP,alley-oop,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,0.88,Made,9.0,D. Queen,1642852.0,1.0,,,,,,,,,,,,,,
257,PT04M42.00S,2026-01-11T20:55:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612753,42,45,2026-01-11T20:55:48Z,2520000,False,,,0,,D. Queen personal FOUL (2 PF) (da Silva 2 FT),"[1642852, 1641783]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203054.0,,,,,,,,,,2.0,0.0,da Silva,1641783.0
259,PT04M42.00S,2026-01-11T20:55:56.6Z,2,REGULAR,freethrow,1 of 2,[],1641783,,,1610612753,43,45,2026-01-11T20:55:56Z,2540000,False,,,0,,T. da Silva Free Throw 1 of 2 (3 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
260,PT04M42.00S,2026-01-11T20:56:16.5Z,2,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,44,45,2026-01-11T20:56:16Z,2550000,False,,,0,,T. da Silva Free Throw 2 of 2 (4 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
261,PT04M32.00S,2026-01-11T20:56:29.3Z,2,REGULAR,foul,personal,[],1629048,,,1610612740,44,45,2026-01-11T20:56:37Z,2560000,False,,,0,,G. Bitadze personal FOUL (2 PF),"[1629048, 1642852]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,,,,,202041.0,,,,,,,,,,2.0,0.0,Queen,1642852.0
