actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M24.00S,2026-03-06T00:12:49.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631108,66.17936925098554,47.549019607843135,1610612742,2,6,2026-03-06T00:12:58Z,190000,False,-12.0,265.0,1,right,M. Christie 26' 3PT  (3 PTS) (C. Flagg 2 AST),"[1631108, 1642843]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,26.57,Made,3.0,C. Flagg,1642843.0,2.0,,,,,,,,,,,,
21,PT10M18.00S,2026-03-06T00:12:58.5Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612753,2,6,2026-03-06T00:14:18Z,210000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629655, 1628976]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1629176.0,,,,,,,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,
23,PT10M18.00S,2026-03-06T00:13:26.8Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,3,6,2026-03-06T00:14:26Z,230000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
29,PT10M18.00S,2026-03-06T00:13:26.8Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,4,6,2026-03-06T00:14:26Z,235000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
25,PT10M05.00S,2026-03-06T00:14:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,87.72996057818659,59.31372549019608,1610612742,4,6,2026-03-06T00:14:12Z,240000,False,47.0,63.0,1,right,MISS C. Flagg 7' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,7.82,Missed,,,,,,,,,,,,,,,,
26,PT10M05.00S,2026-03-06T00:14:00.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,4,6,2026-03-06T00:14:08Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,25.0,,,,,,,,,,,
27,PT10M05.00S,2026-03-06T00:14:05.7Z,1,REGULAR,foul,personal,[],1628976,,,1610612742,4,6,2026-03-06T00:15:22Z,260000,False,,,0,,W. Carter Jr. loose ball personal FOUL (1 PF),"[1628976, 1629655]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Gafford,1629655.0,,
30,PT09M51.00S,2026-03-06T00:14:29.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203114,75.50919842312747,77.20588235294117,1610612742,4,6,2026-03-06T00:14:36Z,280000,False,136.0,178.0,1,right,MISS K. Middleton 22' turnaround fadeaway Shot,[203114],1610612742.0,DAL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,,,22.38,Missed,,,,,,,,,,,,,,,,
31,PT09M49.00S,2026-03-06T00:14:31.2Z,1,REGULAR,rebound,offensive,[],1642843,,,1610612742,4,6,2026-03-06T00:14:36Z,290000,False,,,0,,C. Flagg REBOUND (Off:2 Def:0),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,,,,,,,30.0,2.0,0.0,2.0,,,,,,,,
32,PT09M49.00S,2026-03-06T00:14:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642843,91.93495400788436,50.0,1610612742,4,8,2026-03-06T00:14:41Z,300000,False,0.0,23.0,1,right,C. Flagg putback Layup (2 PTS),[1642843],1610612742.0,DAL,putback,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,2.33,Made,2.0,,,,,,,,,,,,,,,
33,PT09M49.00S,2026-03-06T00:14:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,4,8,2026-03-06T00:17:17Z,310000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M35.00S,2026-03-06T00:17:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641710,30.699737187910642,30.14705882352941,1610612753,4,8,2026-03-06T00:17:54Z,320000,False,99.0,236.0,1,left,MISS A. Black 25' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,25.61,Missed,,,,,,,,,,,,,,,,
35,PT09M32.00S,2026-03-06T00:17:52.3Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,4,8,2026-03-06T00:17:52Z,330000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,34.0,2.0,1.0,1.0,,,,,,,,
36,PT09M20.00S,2026-03-06T00:18:05.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.77463863337714,45.83333333333333,1610612742,4,10,2026-03-06T00:18:11Z,340000,False,-21.0,6.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (M. Christie 1 AST),"[1629655, 1631108]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,2.16,Made,2.0,M. Christie,1631108.0,1.0,,,,,,,,,,,,
38,PT09M09.00S,2026-03-06T00:18:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630591,21.369908015768726,7.8431372549019605,1610612753,4,10,2026-03-06T00:18:21Z,360000,False,211.0,148.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,25.78,Missed,,,,,,,,,,,,,,,,
39,PT09M06.00S,2026-03-06T00:18:18.2Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,4,10,2026-03-06T00:18:18Z,370000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,
40,PT09M01.00S,2026-03-06T00:18:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612753,4,10,2026-03-06T00:18:32Z,380000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629655, 1631094]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0,,
42,PT09M01.00S,2026-03-06T00:18:53.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,4,10,2026-03-06T00:18:53Z,400000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
43,PT09M01.00S,2026-03-06T00:18:53.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,4,10,2026-03-06T00:18:53Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,
44,PT09M01.00S,2026-03-06T00:18:55.7Z,1,REGULAR,substitution,out,[],1629655,,,1610612753,4,10,2026-03-06T00:18:58Z,420000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT09M01.00S,2026-03-06T00:18:55.7Z,1,REGULAR,substitution,in,[],203939,,,1610612753,4,10,2026-03-06T00:18:58Z,430000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT09M01.00S,2026-03-06T00:19:15.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,5,10,2026-03-06T00:19:15Z,440000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
47,PT08M47.00S,2026-03-06T00:19:31.9Z,1,REGULAR,2pt,Jump Shot,[],203114,84.44480946123521,31.862745098039213,1610612742,5,10,2026-03-06T00:19:44Z,450000,False,-91.0,94.0,1,right,MISS K. Middleton 13' driving floating bank Shot,[203114],1610612742.0,DAL,driving floating bank,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,13.04,Missed,,,,,,,,,,,,,,,,
48,PT08M44.00S,2026-03-06T00:19:34.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,5,10,2026-03-06T00:19:44Z,460000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,47.0,1.0,0.0,1.0,,,,,,,,
49,PT08M44.00S,2026-03-06T00:19:38.9Z,1,REGULAR,foul,personal,[],1641710,,,1610612742,5,10,2026-03-06T00:19:42Z,470000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 1642843]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,1629176.0,,,,,,,,,,,,,,1.0,0.0,Flagg,1642843.0,,
51,PT08M34.00S,2026-03-06T00:20:08.0Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612742,5,10,2026-03-06T00:20:13Z,490000,False,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 1628976]",1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,
52,PT08M34.00S,2026-03-06T00:20:08.0Z,1,REGULAR,steal,,[],1628976,,,1610612753,5,10,2026-03-06T00:29:07Z,500000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
53,PT08M21.00S,2026-03-06T00:20:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641710,6.783837056504599,47.05882352941176,1610612753,5,10,2026-03-06T01:18:21Z,510000,False,15.0,11.0,1,left,MISS A. Black cutting finger roll Layup,[1641710],1610612753.0,ORL,cutting finger roll,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,1.85,Missed,,,,,,,,,,,,,,,,
54,PT08M19.00S,2026-03-06T00:20:23.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,5,10,2026-03-06T01:28:07Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,53.0,,,,,,,,,,,
56,PT08M11.00S,2026-03-06T00:20:38.1Z,1,REGULAR,2pt,Jump Shot,[],1642843,73.19316688567675,26.248468137254903,1610612742,5,10,2026-03-06T02:44:37Z,540000,False,-119.0,199.0,1,right,MISS C. Flagg 23' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,,,23.22,Missed,,,,,,,,,,,,,,,,
57,PT08M07.00S,2026-03-06T00:20:42.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,5,10,2026-03-06T02:44:37Z,550000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,
58,PT08M03.00S,2026-03-06T00:20:45.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641710,6.1268068331143235,46.568627450980394,1610612753,7,10,2026-03-06T00:20:56Z,560000,False,17.0,5.0,1,left,A. Black running alley-oop DUNK (2 PTS) (P. Banchero 1 AST),"[1641710, 1631094]",1610612753.0,ORL,running alley-oop,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,1.79,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,
60,PT07M40.00S,2026-03-06T00:21:10.9Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612742,7,10,2026-03-06T00:21:30Z,580000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Flagg 2 FT),"[1628976, 1642843]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1627962.0,,,,,,,,,,,,,,2.0,0.0,Flagg,1642843.0,,
62,PT07M40.00S,2026-03-06T00:21:45.5Z,1,REGULAR,freethrow,1 of 2,[],1642843,,,1610612742,7,11,2026-03-06T00:21:45Z,600000,False,,,0,,C. Flagg Free Throw 1 of 2 (3 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
63,PT07M40.00S,2026-03-06T00:22:09.3Z,1,REGULAR,freethrow,2 of 2,[],1642843,,,1610612742,7,12,2026-03-06T00:22:09Z,610000,False,,,0,,C. Flagg Free Throw 2 of 2 (4 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
64,PT07M26.00S,2026-03-06T00:22:27.9Z,1,REGULAR,2pt,Jump Shot,[],1631094,7.046649145860711,21.813725490196077,1610612753,9,12,2026-03-06T00:22:31Z,620000,False,141.0,14.0,1,left,P. Banchero 14' pullup Jump Shot (3 PTS) (A. Black 2 AST),"[1631094, 1641710]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,14.16,Made,3.0,A. Black,1641710.0,2.0,,,,,,,,,,,,
66,PT07M12.00S,2026-03-06T00:22:42.5Z,1,REGULAR,3pt,Jump Shot,[],1631108,90.09526938239159,95.09803921568627,1610612742,9,15,2026-03-06T00:22:48Z,640000,False,225.0,41.0,1,right,M. Christie 3PT  (6 PTS) (K. Middleton 1 AST),"[1631108, 203114]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,22.91,Made,6.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,
69,PT07M10.00S,2026-03-06T00:22:54.8Z,1,REGULAR,substitution,out,[],1642843,,,1610612753,9,15,2026-03-06T00:22:59Z,670000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M10.00S,2026-03-06T00:22:54.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612753,9,15,2026-03-06T00:22:59Z,680000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M47.00S,2026-03-06T00:23:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,9.674770039421814,47.30392156862745,1610612753,9,15,2026-03-06T00:23:30Z,690000,False,13.0,38.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 1629023]",1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,4.07,Missed,,,,,,,,,,,,,,,Washington,1629023.0
72,PT06M47.00S,2026-03-06T00:23:24.4Z,1,REGULAR,block,,[],1629023,,,1610612753,9,15,2026-03-06T00:23:26Z,700000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M44.00S,2026-03-06T00:23:27.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,9,15,2026-03-06T00:23:30Z,710000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,
74,PT06M36.00S,2026-03-06T00:23:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,94.03745072273325,57.35294117647059,1610612742,9,15,2026-03-06T00:24:55Z,720000,False,37.0,4.0,1,right,MISS K. Middleton driving floating bank Shot,[203114],1610612742.0,DAL,driving floating bank,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,3.7,Missed,,,,,,,,,,,,,,,,
75,PT06M34.00S,2026-03-06T00:23:37.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,9,15,2026-03-06T00:23:42Z,730000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
76,PT06M30.00S,2026-03-06T00:23:43.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641710,8.754927726675426,46.32352941176471,1610612753,9,15,2026-03-06T00:26:22Z,740000,False,18.0,30.0,1,left,MISS A. Black running Layup,[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,3.5,Missed,,,,,,,,,,,,,,,,
77,PT06M29.00S,2026-03-06T00:23:44.6Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,9,15,2026-03-06T00:26:22Z,750000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,
78,PT06M29.00S,2026-03-06T00:23:58.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,7.966491458607096,49.01960784313725,1610612753,11,15,2026-03-06T00:26:51Z,760000,False,5.0,22.0,1,left,W. Carter Jr. tip DUNK (4 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,2.29,Made,4.0,,,,,,,,,,,,,,,
79,PT06M07.00S,2026-03-06T00:24:04.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,66.96780551905388,30.392156862745097,1610612742,11,18,2026-03-06T00:24:17Z,770000,False,-98.0,258.0,1,right,P. Washington 27' 3PT  (3 PTS) (K. Middleton 2 AST),"[1629023, 203114]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,27.6,Made,3.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,
81,PT05M57.00S,2026-03-06T00:24:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,9.724047306176084,47.06648284313725,1610612753,11,18,2026-03-06T00:26:07Z,790000,False,15.0,39.0,1,left,MISS J. Suggs driving Layup - blocked,"[1630591, 203939]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,4.16,Missed,,,,,,,,,,,,,,,Powell,203939.0
82,PT05M57.00S,2026-03-06T00:24:15.8Z,1,REGULAR,block,,[],203939,,,1610612753,11,18,2026-03-06T00:24:19Z,800000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M57.00S,2026-03-06T00:24:15.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,11,18,2026-03-06T00:24:24Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,81.0,,,,,,,,,,,
85,PT05M57.00S,2026-03-06T00:24:23.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,11,18,2026-03-06T00:24:45Z,830000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M57.00S,2026-03-06T00:24:23.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,11,18,2026-03-06T00:24:45Z,840000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M57.00S,2026-03-06T00:24:23.6Z,1,REGULAR,substitution,out,[],203114,,,1610612753,11,18,2026-03-06T00:24:45Z,860000,False,,,0,,SUB out: K. Middleton,[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
